tier	score	gold	filler	novel	en	fr
B	0.736	0	0	1	drown	drame
B	0.736	0	0	1	greedy	grille
B	0.736	0	0	1	stand	stade
B	0.736	0	0	1	plant	plate
B	0.736	0	0	1	stunned	stade
B	0.736	0	0	1	glance	glace
B	0.736	0	0	1	print	prête
B	0.736	0	0	1	punch	patch
B	0.736	0	0	1	british	brèche
B	0.736	0	0	1	philadelphia	philadelphie
B	0.736	0	0	1	gb	débit
B	0.735	0	0	1	selfie	seller
B	0.735	0	0	1	breach	brèche
B	0.735	0	0	1	roughly	relie
B	0.735	0	0	1	strike	traque
B	0.735	0	0	1	striker	traque
B	0.735	0	0	1	breech	brèche
B	0.735	0	0	1	christ	crasse
B	0.734	0	0	1	superstar	soupir
B	0.734	0	0	1	extensive	extensive
B	0.734	0	0	1	destiny	destiné
B	0.734	0	0	1	story	série
B	0.734	0	0	1	premium	primé
B	0.734	0	0	1	formally	former
B	0.734	0	0	1	plastic	plastique
B	0.734	0	0	1	organic	organique
B	0.734	0	0	1	examine	examine
B	0.734	0	0	1	purity	pierreries
B	0.734	0	0	1	stuffed	soft
B	0.734	0	1	1	whenever	un ève
B	0.734	0	0	1	bristol	bristol
B	0.734	0	0	1	xd	excès
B	0.734	0	0	1	successive	successive
B	0.733	0	0	1	scripture	sketch
B	0.733	0	0	1	fear	firent
B	0.733	0	0	1	dear	dire
B	0.733	0	0	1	rear	rire
B	0.733	0	0	1	deer	dire
B	0.733	0	0	1	pier	pires
B	0.733	0	0	1	book	bouc
B	0.733	0	0	1	tall	taule
B	0.733	0	0	1	fought	fautes
B	0.733	0	0	1	sore	sort
B	0.733	0	0	1	taller	taule
B	0.733	0	0	1	exit	exact
B	0.733	0	0	1	full	foule
B	0.733	0	0	1	bit	bit
B	0.733	0	0	1	cause	cause
B	0.733	0	0	1	miss	miss
B	0.733	0	0	1	bill	bile
B	0.733	0	0	1	kill	kil
B	0.733	0	0	1	poor	pour
B	0.733	0	0	1	door	dors
B	0.733	0	0	1	pick	pique
B	0.733	0	0	1	river	rives
B	0.733	0	0	1	tour	tours
B	0.733	0	0	1	fish	fiche
B	0.733	0	0	1	sit	site
B	0.733	0	0	1	fill	file
B	0.733	0	0	1	tip	type
B	0.733	0	0	1	miller	mille
B	0.733	0	0	1	rid	ride
B	0.733	0	0	1	killer	kil
B	0.733	0	0	1	kit	quitte
B	0.733	0	0	1	min	mine
B	0.733	0	0	1	mill	mille
B	0.733	0	0	1	tear	tir
B	0.733	0	0	1	bull	boule
B	0.733	0	0	1	tier	tir
B	0.733	0	0	1	peer	pires
B	0.733	0	0	1	pill	pile
B	0.733	0	0	1	fisher	fiche
B	0.733	0	0	1	rim	rime
B	0.733	0	0	1	sim	cime
B	0.733	0	0	1	fuller	foule
B	0.733	0	0	1	mil	mille
B	0.733	0	0	1	fin	fine
B	0.733	0	0	1	shin	chine
B	0.733	0	0	1	lure	lourd
B	0.733	0	0	1	explicitly	explicite
B	0.733	0	0	1	factories	factrice
B	0.733	0	0	1	reward	lord
B	0.733	0	0	1	prophecy	précis
B	0.733	0	0	1	pull	poule
B	0.733	0	0	1	bush	bouche
B	0.733	0	0	1	dinner	dîne
B	0.733	0	0	1	bin	bine
B	0.733	0	0	1	fig	figues
B	0.733	0	0	1	climbed	clame
B	0.733	0	0	1	lip	lippe
B	0.733	0	0	1	dis	dix
B	0.733	0	0	1	rip	ripe
B	0.733	0	0	1	sitter	sire
B	0.733	0	0	1	sitar	sire
B	0.733	0	0	1	pillar	pile
B	0.733	0	0	1	titter	tir
B	0.733	0	0	1	titre	tir
B	0.733	0	0	1	lept	lest
B	0.733	0	0	1	leapt	lest
B	0.733	0	0	1	phil	file
B	0.733	0	0	1	dj	dit g
B	0.733	0	0	1	pic	pique
B	0.733	0	0	1	jamie	gémit
B	0.733	0	0	1	eddie	édit
B	0.733	0	0	1	nyc	nique
B	0.733	0	0	1	lil	lille
B	0.733	0	0	1	zip	zip
B	0.732	0	0	1	through	roue
B	0.732	0	0	1	three	ri
B	0.732	0	0	1	bodies	baptise
B	0.732	0	0	1	threw	roue
B	0.732	0	0	1	booth	bout
B	0.732	0	0	1	tooth	tout
B	0.732	0	0	1	thru	roue
B	0.732	0	0	1	polite	plate
B	0.732	0	0	1	rifle	rafle
B	0.732	0	0	1	carny	garni
B	0.732	0	0	1	carnie	garni
B	0.732	0	0	1	carney	garni
B	0.732	0	0	1	dorky	harkis
B	0.732	0	0	1	ridgy	régie
B	0.732	0	1	1	keith	qui
B	0.732	0	0	1	ruth	roue
B	0.732	0	0	1	beth	baie
B	0.731	0	0	1	softball	symbole
B	0.731	0	0	1	territory	théorie
B	0.731	0	0	1	platform	but formes
B	0.731	0	0	1	simpler	simple
B	0.731	0	0	1	galaxy	galaxie
B	0.731	0	0	1	serum	serbe
B	0.731	0	1	1	emcees	un sise
B	0.73	0	0	1	rumor	rhume
B	0.73	0	0	1	peeve	pif
B	0.73	0	1	1	anatomy	on remit
B	0.73	0	0	1	better	pair
B	0.73	0	0	1	bear	pair
B	0.73	0	0	1	bare	pair
B	0.73	0	0	1	easy	ici
B	0.73	0	0	1	dude	doute
B	0.73	0	0	1	easier	ici
B	0.73	0	0	1	leak	ligue
B	0.73	0	0	1	near	nerf
B	0.73	0	0	1	gear	guerre
B	0.73	0	0	1	sheer	chair
B	0.73	0	0	1	team	dîme
B	0.73	0	0	1	let	laid
B	0.73	0	0	1	room	rhume
B	0.73	0	0	1	letter	leur
B	0.73	0	0	1	shell	gel
B	0.73	0	0	1	liver	lève
B	0.73	0	0	1	wreck	reg
B	0.73	0	0	1	pass	passent
B	0.73	0	0	1	back	bac
B	0.73	0	0	1	man	man
B	0.73	0	0	1	put	pote
B	0.73	0	0	1	fun	fan
B	0.73	0	0	1	term	tome
B	0.73	0	0	1	cup	cap
B	0.73	0	0	1	damn	dame
B	0.73	0	0	1	cover	cave
B	0.73	0	0	1	fit	faites
B	0.73	0	0	1	cash	cache
B	0.73	0	0	1	fan	fan
B	0.73	0	0	1	lack	lac
B	0.73	0	0	1	luck	lac
B	0.73	0	0	1	mass	masse
B	0.73	0	0	1	murder	mode
B	0.73	0	0	1	bus	basse
B	0.73	0	0	1	push	poche
B	0.73	0	0	1	bag	bague
B	0.73	0	0	1	shut	chatte
B	0.73	0	0	1	pack	pac
B	0.73	0	0	1	cook	coq
B	0.73	0	0	1	kiss	caisse
B	0.73	0	0	1	manner	man
B	0.73	0	0	1	matt	mate
B	0.73	0	0	1	dumb	dame
B	0.73	0	0	1	burn	bonne
B	0.73	0	0	1	cap	cap
B	0.73	0	0	1	duke	duc
B	0.73	0	0	1	deck	teck
B	0.73	0	0	1	mum	môme
B	0.73	0	0	1	butter	barre
B	0.73	0	0	1	nurse	noce
B	0.73	0	0	1	pan	panne
B	0.73	0	0	1	sin	seine
B	0.73	0	0	1	pin	peine
B	0.73	0	0	1	tap	tape
B	0.73	0	0	1	dirt	dette
B	0.73	0	0	1	pat	pâte
B	0.73	0	0	1	bug	bague
B	0.73	0	0	1	ram	ram
B	0.73	0	0	1	dam	dame
B	0.73	0	0	1	curse	caisse
B	0.73	0	0	1	buzz	base
B	0.73	0	0	1	shook	choc
B	0.73	0	0	1	gut	gâte
B	0.73	0	0	1	buck	bac
B	0.73	0	0	1	pal	pale
B	0.73	0	0	1	dull	dalle
B	0.73	0	0	1	gum	gamme
B	0.73	0	0	1	abbey	habit
B	0.73	0	0	1	blah	blanc
B	0.73	0	0	1	mat	mate
B	0.73	0	0	1	nap	nappe
B	0.73	0	0	1	manor	man
B	0.73	0	0	1	glue	clou
B	0.73	0	0	1	axe	axe
B	0.73	0	0	1	cutter	car
B	0.73	0	0	1	apt	apte
B	0.73	0	0	1	dos	dense
B	0.73	0	0	1	sip	cep
B	0.73	0	0	1	knit	net
B	0.73	0	0	1	shove	chauve
B	0.73	0	0	1	pawed	pote
B	0.73	0	1	1	ethics	est x
B	0.73	0	0	1	run	rhône
B	0.73	0	0	1	wrong	rogne
B	0.73	0	0	1	summer	sam
B	0.73	0	0	1	sum	sam
B	0.73	0	0	1	rubber	rab
B	0.73	0	0	1	runner	rhône
B	0.73	0	0	1	burger	bègue
B	0.73	0	0	1	ladder	lad
B	0.73	0	0	1	rub	rab
B	0.73	0	0	1	mod	mande
B	0.73	0	0	1	lad	lad
B	0.73	0	0	1	dug	dague
B	0.73	0	0	1	bash	bâche
B	0.73	0	0	1	curb	cob
B	0.73	0	0	1	supper	sape
B	0.73	0	0	1	calf	caf
B	0.73	0	0	1	sot	sente
B	0.73	0	0	1	expand	expo
B	0.73	0	0	1	wrap	rap
B	0.73	0	0	1	rap	rap
B	0.73	0	0	1	rapper	rap
B	0.73	0	0	1	guided	garde
B	0.73	0	0	1	crimes	crame
B	0.73	0	0	1	good	gode
B	0.73	0	0	1	took	toc
B	0.73	0	0	1	rig	reg
B	0.73	0	0	1	big	bègue
B	0.73	0	0	1	bigger	bègue
B	0.73	0	0	1	log	longue
B	0.73	0	0	1	dish	dèche
B	0.73	0	0	1	shall	châle
B	0.73	0	0	1	required	quad
B	0.73	0	0	1	beater	pires
B	0.73	0	0	1	rudder	rade
B	0.73	0	0	1	ratter	rare
B	0.73	0	0	1	patter	par
B	0.73	0	0	1	masher	mâche
B	0.73	0	0	1	colour	cale
B	0.73	0	0	1	velour	veulent
B	0.73	0	0	1	tiller	tels
B	0.73	0	0	1	rusher	roches
B	0.73	0	0	1	pallor	pale
B	0.73	0	0	1	after	aphtes
B	0.73	0	1	1	anymore	un maures
B	0.73	0	0	1	louis	lui
B	0.73	0	0	1	sam	sam
B	0.73	0	0	1	dan	dan
B	0.73	0	0	1	tim	thème
B	0.73	0	0	1	mac	mac
B	0.73	0	0	1	tag	tag
B	0.73	0	0	1	dec	teck
B	0.73	0	0	1	moore	maure
B	0.73	0	0	1	todd	tendent
B	0.73	0	0	1	til	tels
B	0.73	0	0	1	doug	dague
B	0.73	0	0	1	pac	pac
B	0.73	0	0	1	cuz	cause
B	0.73	0	0	1	kurt	quête
B	0.73	0	0	1	burke	bec
B	0.73	0	0	1	lynn	laine
B	0.73	0	0	1	kirk	coq
B	0.729	0	0	1	electric	lexique
B	0.729	0	0	1	stored	stade
B	0.729	0	0	1	pharmacy	pharmacie
B	0.729	0	0	1	corridor	corridor
B	0.729	0	0	1	struck	stock
B	0.729	0	0	1	pollution	pelouse
B	0.729	0	0	1	formula	formelle
B	0.729	0	0	1	acquired	quad
B	0.729	0	0	1	arsenal	arsenal
B	0.729	0	0	1	rebury	mairie
B	0.729	0	1	1	disney	des ni
B	0.728	0	0	1	maybe	méfie
B	0.728	0	0	1	style	style
B	0.728	0	0	1	respected	spectre
B	0.728	0	0	1	cries	crise
B	0.728	0	0	1	slope	slip
B	0.728	0	0	1	pony	puni
B	0.728	0	0	1	stole	style
B	0.728	0	0	1	roast	reste
B	0.728	0	0	1	choke	tchèque
B	0.728	0	0	1	execute	excuse
B	0.728	0	0	1	count	carte
B	0.728	0	0	1	counter	carte
B	0.728	0	0	1	minority	maori
B	0.728	0	0	1	foremost	former
B	0.728	0	0	1	addressing	dressing
B	0.728	0	0	1	smoke	smic
B	0.728	0	0	1	greeny	grille
B	0.727	0	0	1	prints	prince
B	0.727	0	1	1	uniform	on formes
B	0.727	0	0	1	robust	robuste
B	0.727	0	0	1	victorian	victorienne
B	0.726	0	0	1	footballer	but bol
B	0.726	0	0	1	football	but bol
B	0.726	0	1	1	contest	on test
B	0.726	0	1	1	compared	on perdent
B	0.726	0	0	1	effective	effective
B	0.725	0	0	1	country	country
B	0.725	0	0	1	places	plaise
B	0.725	0	0	1	granted	grande
B	0.725	0	1	1	enemies	un mise
B	0.725	0	0	1	branch	branches
B	0.725	0	0	1	poverty	pari
B	0.725	0	0	1	quartz	corse
B	0.725	0	0	1	strings	strings
B	0.725	0	0	1	parallel	parallèle
B	0.725	0	0	1	explained	explose
B	0.725	0	0	1	blessings	blessés
B	0.725	0	0	1	sure	chair
B	0.725	0	0	1	son	saine
B	0.725	0	0	1	sun	saine
B	0.725	0	0	1	foot	faites
B	0.725	0	1	1	detail	dit elle
B	0.725	0	0	1	verify	verra
B	0.725	0	0	1	dressing	dressing
B	0.725	0	0	1	song	sonne
B	0.725	0	0	1	pub	pub
B	0.725	0	0	1	breaks	breaks
B	0.725	0	0	1	brakes	breaks
B	0.725	0	1	1	generally	on relie
B	0.725	0	0	1	building	building
B	0.725	0	0	1	briefing	briefing
B	0.725	0	0	1	dumping	dumping
B	0.725	0	0	1	design	design
B	0.725	0	0	1	business	business
B	0.725	0	0	1	none	naine
B	0.725	0	0	1	listing	listing
B	0.725	0	0	1	timing	timing
B	0.725	0	0	1	cargo	cargo
B	0.725	0	0	1	lifting	lifting
B	0.723	0	0	1	tortured	torches
B	0.723	0	0	1	depressed	prête
B	0.723	0	0	1	crying	crâne
B	0.723	0	0	1	lardy	ledit
B	0.723	0	0	1	irs	adresses
B	0.722	0	0	1	preacher	prises
B	0.722	0	0	1	proposes	reposent
B	0.722	0	1	1	disclose	d clause
B	0.722	0	0	1	monarch	manque
B	0.722	0	0	1	preach	prises
B	0.722	0	0	1	powder	pat
B	0.722	0	0	1	powered	pat
B	0.722	0	0	1	subject	abject
B	0.722	0	0	1	declared	clair
B	0.722	0	0	1	forged	forge
B	0.722	0	0	1	meetly	midi
B	0.722	0	0	1	techies	acquise
B	0.722	0	1	1	nhl	un échelle
B	0.721	0	0	1	costing	costume
B	0.721	0	0	1	regrets	grèce
B	0.721	0	0	1	scary	série
B	0.721	0	0	1	warfare	offerts
B	0.721	0	0	1	priests	piste
B	0.721	0	0	1	proceeds	précise
B	0.721	0	0	1	grades	grise
B	0.721	0	0	1	clouds	classe
B	0.721	0	0	1	danish	déniche
B	0.72	0	0	1	phrases	fraises
B	0.72	0	0	1	assaulted	solde
B	0.72	0	0	1	lady	lesdits
B	0.72	0	0	1	belonged	bloc
B	0.72	0	0	1	sandwich	sandwich
B	0.72	0	0	1	china	tchad
B	0.72	0	0	1	stroke	stock
B	0.72	0	0	1	arrival	rafle
B	0.72	0	0	1	rival	rafle
B	0.72	0	0	1	juicy	souci
B	0.72	0	0	1	profile	profil
B	0.719	0	0	1	culture	catch
B	0.719	0	0	1	setup	serré
B	0.719	0	1	1	lovely	les lie
B	0.719	0	0	1	trump	trappe
B	0.719	0	0	1	pilot	palette
B	0.719	0	0	1	clubs	clause
B	0.719	0	0	1	summary	série
B	0.719	0	0	1	tanks	taxe
B	0.719	0	0	1	stabbed	stade
B	0.719	0	0	1	reversed	reste
B	0.719	0	0	1	extremely	extrême
B	0.719	0	0	1	frank	frac
B	0.719	0	0	1	macro	macro
B	0.719	0	0	1	bible	babel
B	0.719	0	0	1	trophy	trophée
B	0.719	0	0	1	roman	romaine
B	0.719	0	0	1	mason	mécène
B	0.719	0	0	1	declares	clair
B	0.719	0	0	1	bougie	badger
B	0.719	0	0	1	monks	max
B	0.719	0	0	1	kukri	écris
B	0.719	0	0	1	multi	malta
B	0.719	0	0	1	noble	nobel
B	0.719	0	0	1	brady	prédit
B	0.718	0	1	1	pizza	but ce
B	0.718	0	0	1	approved	prouvent
B	0.718	0	0	1	tribes	trappe
B	0.717	0	0	1	classic	claque
B	0.717	0	0	1	fairly	folie
B	0.717	0	0	1	surely	chili
B	0.717	0	0	1	reforms	formes
B	0.717	0	0	1	exhibit	existent
B	0.717	0	0	1	screens	crise
B	0.717	0	0	1	belongs	bloc
B	0.717	0	0	1	km	crème
B	0.717	0	0	1	merits	merde
B	0.717	0	0	1	wall	vol
B	0.716	0	0	1	kook	coup
B	0.716	0	1	1	southwest	et ouest
B	0.716	0	0	1	gasoline	gazoline
B	0.716	0	0	1	property	appris
B	0.716	0	1	1	keep	qui
B	0.716	0	0	1	blue	bout
B	0.716	0	0	1	ex	s
B	0.716	0	0	1	blew	bout
B	0.716	0	1	1	keeper	qui
B	0.716	0	0	1	move	mou
B	0.716	0	0	1	eggs	aise
B	0.716	0	0	1	colleague	ligue
B	0.716	0	0	1	tumor	tout
B	0.716	0	0	1	tomb	tout
B	0.716	0	0	1	shelves	chaise
B	0.716	0	0	1	glorious	glorieux
B	0.716	0	0	1	sexual	sexuelle
B	0.716	0	0	1	explaining	explique
B	0.716	0	0	1	varsity	varie
B	0.716	0	0	1	balloon	clown
B	0.716	0	0	1	readied	réside
B	0.716	0	0	1	eggers	aise
B	0.716	0	1	1	agencies	et on sise
B	0.716	0	0	1	luke	loup
B	0.716	0	0	1	feb	fait
B	0.716	0	1	1	anna	ne
B	0.716	0	0	1	abu	bout
B	0.716	0	1	1	allah	le
B	0.715	0	1	1	lastly	les lie
B	0.715	0	0	1	clusters	clause
B	0.715	0	0	1	mystery	mairie
B	0.715	0	0	1	premise	prince
B	0.715	0	0	1	trusts	traces
B	0.715	0	0	1	planes	plaise
B	0.715	0	0	1	plains	plaise
B	0.715	0	0	1	breasts	presse
B	0.715	0	0	1	physics	fixe
B	0.715	0	1	1	hungry	un gris
B	0.715	0	1	1	daytime	d âme
B	0.715	0	0	1	engineering	engineering
B	0.715	0	1	1	hd	et dit
B	0.715	0	1	1	hp	et pi
B	0.715	0	1	1	hungary	un gris
B	0.715	0	1	1	atm	et aimes
B	0.714	0	0	1	chronic	crack
B	0.714	0	0	1	superb	soupapes
B	0.714	0	0	1	firmly	faiblit
B	0.714	0	0	1	drying	drague
B	0.714	0	0	1	balloons	blouse
B	0.714	0	0	1	scrap	scribe
B	0.714	0	0	1	expenditure	experts
B	0.714	0	1	1	integrity	et aigri
B	0.714	0	0	1	freebie	frémit
B	0.714	0	0	1	susan	soudaine
B	0.714	0	0	1	sunlight	son light
B	0.713	0	0	1	prison	prenne
B	0.713	0	0	1	prisoner	prenne
B	0.713	0	0	1	leave	lève
B	0.713	0	0	1	explain	s plaine
B	0.713	0	0	1	doctrine	doctrine
B	0.713	0	1	1	informal	un formelle
B	0.713	0	0	1	neck	nique
B	0.713	0	0	1	brains	brise
B	0.713	0	0	1	exceptions	excepté
B	0.713	0	0	1	grains	grise
B	0.713	0	0	1	fixed	textes
B	0.713	0	0	1	forwards	force
B	0.713	0	0	1	leaning	lignes
B	0.713	0	0	1	treading	traîne
B	0.713	0	0	1	pleading	pline
B	0.712	0	0	1	instructor	strict
B	0.712	0	0	1	obsessed	peste
B	0.712	0	0	1	colonies	colonise
B	0.712	0	0	1	various	verrez
B	0.712	0	0	1	complexity	complexe
B	0.712	0	0	1	started	stade
B	0.712	0	0	1	chartered	tchad
B	0.712	0	0	1	gregory	grec
B	0.711	0	0	1	pleasing	pline
B	0.711	0	0	1	clinic	clic
B	0.711	0	0	1	producer	prusse
B	0.711	0	0	1	debating	behring
B	0.711	0	0	1	melody	mêler
B	0.711	0	0	1	chairman	termine
B	0.711	0	0	1	roommate	roumain
B	0.711	0	0	1	placed	plate
B	0.711	0	0	1	produce	prusse
B	0.711	0	0	1	plates	place
B	0.711	0	0	1	depressing	pressing
B	0.71	0	0	1	classes	close
B	0.71	0	0	1	melted	merde
B	0.71	0	0	1	acceptable	acceptable
B	0.71	0	0	1	entrepreneur	entrepreneur
B	0.71	0	0	1	taught	tête
B	0.71	0	0	1	shirt	chatte
B	0.71	0	0	1	beam	mime
B	0.71	0	0	1	strips	strip
B	0.71	0	0	1	loss	laisse
B	0.71	0	0	1	duck	doc
B	0.71	0	0	1	taut	tête
B	0.71	0	0	1	rs	adresses
B	0.71	0	0	1	early	allie
B	0.71	0	0	1	teeth	tite
B	0.71	0	0	1	shed	chaîne
B	0.71	0	0	1	lawn	laine
B	0.71	0	0	1	moss	boss
B	0.71	0	0	1	surf	sauf
B	0.71	0	0	1	doom	dôme
B	0.71	0	0	1	roar	rare
B	0.71	0	0	1	millionaire	millénaire
B	0.71	0	0	1	girl	gueule
B	0.71	0	0	1	ran	reines
B	0.71	0	0	1	fat	faites
B	0.71	0	0	1	firm	femme
B	0.71	0	0	1	cat	quitte
B	0.71	0	0	1	sat	cette
B	0.71	0	0	1	curve	cave
B	0.71	0	0	1	mud	mode
B	0.71	0	0	1	purse	passent
B	0.71	0	0	1	lag	ligue
B	0.71	0	0	1	salute	cela
B	0.71	0	0	1	lap	lippe
B	0.71	0	0	1	existing	existent
B	0.71	0	0	1	theme	cime
B	0.71	0	0	1	lib	limbes
B	0.71	0	0	1	systemic	système
B	0.71	0	0	1	beer	beurre
B	0.71	0	0	1	look	loque
B	0.71	0	0	1	null	nil
B	0.71	0	0	1	gap	guêpes
B	0.71	0	0	1	rasher	riches
B	0.71	0	0	1	san	saine
B	0.71	0	0	1	sean	chaîne
B	0.71	0	0	1	annie	henni
B	0.71	0	0	1	seth	cette
B	0.709	0	0	1	registry	s tri
B	0.709	0	0	1	planet	plate
B	0.709	0	0	1	procedures	précise
B	0.709	0	0	1	terrific	trek
B	0.709	0	0	1	flex	fixe
B	0.709	0	0	1	creator	créèrent
B	0.709	0	0	1	premiums	primé
B	0.709	0	0	1	traffic	traque
B	0.709	0	0	1	granite	gratte
B	0.709	0	0	1	stage	stage
B	0.709	0	0	1	brutal	brûle
B	0.709	0	0	1	excellence	excellence
B	0.709	0	1	1	loudly	les lie
B	0.709	0	0	1	griffin	graines
B	0.709	0	0	1	infantry	in tri
B	0.709	0	0	1	bradley	bali
B	0.708	0	0	1	sensory	série
B	0.708	0	1	1	density	d ri
B	0.708	0	1	1	naturally	et relie
B	0.708	0	0	1	cough	cote
B	0.708	0	0	1	decrease	décrit
B	0.708	0	0	1	bakery	écris
B	0.708	0	0	1	teen	fine
B	0.708	0	0	1	spoiled	solde
B	0.708	0	0	1	local	local
B	0.708	0	0	1	crafts	kraft
B	0.708	0	0	1	parky	marquis
B	0.708	0	0	1	dna	dîner
B	0.708	0	0	1	graham	gramme
B	0.708	0	0	1	vocal	vocale
B	0.708	0	0	1	bacon	bécane
B	0.708	0	0	1	miserable	mais rebelles
B	0.708	0	0	1	celtic	quelques
B	0.708	0	0	1	ibm	abîme
B	0.707	0	1	1	envy	un vie
B	0.707	0	0	1	bridges	brise
B	0.707	0	1	1	herself	et elfes
B	0.707	0	0	1	crashes	crise
B	0.707	0	0	1	teammate	timide
B	0.707	0	0	1	accepting	accepte
B	0.707	0	0	1	stated	stade
B	0.707	0	0	1	rebel	règle
B	0.707	0	0	1	extensions	externe
B	0.707	0	0	1	memorial	moral
B	0.707	0	0	1	expanded	expo
B	0.707	0	0	1	triple	triple
B	0.707	0	0	1	overall	obole
B	0.707	0	1	1	nc	un si
B	0.707	0	0	1	tx	sexes
B	0.706	0	0	1	rebuilding	building
B	0.706	0	0	1	bail	belle
B	0.706	0	0	1	make	mec
B	0.706	0	0	1	main	mène
B	0.706	0	0	1	sale	celle
B	0.706	0	0	1	rain	reines
B	0.706	0	0	1	lane	laine
B	0.706	0	0	1	sake	sec
B	0.706	0	0	1	shake	chèque
B	0.706	0	0	1	pale	pelle
B	0.706	0	0	1	reign	reines
B	0.706	0	0	1	sail	celle
B	0.706	0	0	1	sailor	celle
B	0.706	0	0	1	sane	saine
B	0.706	0	0	1	donor	donne
B	0.706	0	0	1	troy	trop
B	0.706	0	0	1	same	sème
B	0.706	0	0	1	date	dette
B	0.706	0	0	1	base	baisse
B	0.706	0	0	1	pain	peine
B	0.706	0	0	1	mate	mette
B	0.706	0	0	1	bass	baisse
B	0.706	0	0	1	raid	raid
B	0.706	0	0	1	bowl	bol
B	0.706	0	0	1	coal	col
B	0.706	0	0	1	maker	mec
B	0.706	0	0	1	bricks	boxes
B	0.706	0	0	1	tray	très
B	0.706	0	0	1	baker	bec
B	0.706	0	0	1	bake	bec
B	0.706	0	0	1	play	plaie
B	0.706	0	0	1	case	caisse
B	0.706	0	0	1	face	fesse
B	0.706	0	0	1	player	plaie
B	0.706	0	0	1	paper	pep
B	0.706	0	0	1	boat	bottes
B	0.706	0	0	1	bone	bonne
B	0.706	0	0	1	fate	faites
B	0.706	0	0	1	lace	laisse
B	0.706	0	0	1	vein	veine
B	0.706	0	0	1	vain	veine
B	0.706	0	0	1	sheik	chèque
B	0.706	0	0	1	sheikh	chèque
B	0.706	0	0	1	technical	technique
B	0.706	0	0	1	recommend	remède
B	0.706	0	0	1	favor	fèves
B	0.706	0	0	1	pope	pop
B	0.706	0	0	1	dope	dope
B	0.706	0	0	1	affects	affect
B	0.706	0	0	1	grants	grâce
B	0.706	0	0	1	executed	excuse
B	0.706	0	0	1	plants	place
B	0.706	0	0	1	crunch	crache
B	0.706	0	0	1	toward	lord
B	0.706	0	0	1	taylor	tels
B	0.706	0	0	1	brazil	brésil
B	0.706	0	0	1	rome	rome
B	0.706	0	0	1	kate	quête
B	0.706	0	0	1	favour	fèves
B	0.706	0	0	1	cole	col
B	0.706	0	0	1	maine	mène
B	0.706	0	0	1	shane	chaîne
B	0.705	0	0	1	masterpiece	but pisse
B	0.705	0	1	1	confess	on fesse
B	0.705	0	0	1	firstly	folie
B	0.705	0	0	1	gravity	gravi
B	0.705	0	0	1	standard	stade
B	0.705	0	1	1	introduced	un redoute
B	0.705	0	0	1	triply	repli
B	0.705	0	1	1	conceit	on site
B	0.705	0	1	1	concede	on cid
B	0.704	0	0	1	newsletter	nous leur
B	0.704	0	0	1	foreigners	force
B	0.704	0	0	1	affected	affect
B	0.704	0	0	1	galleries	galerie
B	0.704	0	0	1	static	stick
B	0.704	0	0	1	derived	drive
B	0.704	0	0	1	forums	forums
B	0.704	0	0	1	recalls	rigole
B	0.704	0	0	1	structured	stretch
B	0.704	0	0	1	second	secte
B	0.703	0	0	1	possibly	pas plie
B	0.703	0	1	1	assess	et s
B	0.703	0	0	1	strand	stade
B	0.703	0	0	1	rewarded	lord
B	0.703	0	0	1	elsewhere	s air
B	0.703	0	0	1	longer	longue
B	0.703	0	1	1	andy	en dit
B	0.703	0	0	1	biden	banane
B	0.702	0	1	1	lawsuit	les août
B	0.702	0	0	1	designers	design
B	0.702	0	0	1	countries	country
B	0.702	0	0	1	tragedy	tragédie
B	0.702	0	0	1	drivers	drive
B	0.702	0	0	1	songwriter	son rare
B	0.702	0	0	1	showers	chasse
B	0.702	0	0	1	take	tic
B	0.702	0	0	1	life	lave
B	0.702	0	0	1	node	notes
B	0.702	0	0	1	lies	lasse
B	0.702	0	0	1	blow	bleu
B	0.702	0	0	1	below	bleu
B	0.702	0	0	1	vice	vases
B	0.702	0	0	1	later	lire
B	0.702	0	0	1	rate	rite
B	0.702	0	0	1	caffeine	cabine
B	0.702	0	0	1	crashed	christ
B	0.702	0	0	1	rope	robes
B	0.702	0	0	1	died	date
B	0.702	0	0	1	boys	boss
B	0.702	0	0	1	fail	file
B	0.702	0	0	1	tape	type
B	0.702	0	0	1	laser	lise
B	0.702	0	0	1	layers	lise
B	0.702	0	0	1	void	vote
B	0.702	0	0	1	lays	lise
B	0.702	0	0	1	veil	ville
B	0.702	0	0	1	lowest	liste
B	0.702	0	0	1	drives	drive
B	0.702	0	0	1	powers	passent
B	0.702	0	0	1	structures	stretch
B	0.702	0	0	1	area	errer
B	0.702	0	0	1	rape	ripe
B	0.702	0	0	1	nail	nil
B	0.702	0	0	1	vibe	vapes
B	0.702	0	0	1	tidal	table
B	0.702	0	0	1	awarded	lord
B	0.702	0	0	1	cocaine	coquine
B	0.702	0	0	1	daylight	dilate
B	0.702	0	0	1	designs	design
B	0.702	0	0	1	bawdry	batterie
B	0.702	0	0	1	mys	masse
B	0.702	0	0	1	foresees	forêt
B	0.702	0	0	1	businesses	business
B	0.702	0	0	1	lawrence	lord
B	0.702	0	0	1	oregon	organes
B	0.702	0	0	1	ac	ici
B	0.702	0	0	1	blowing	bloque
B	0.702	0	0	1	ip	habit
B	0.702	0	0	1	mega	mec
B	0.702	0	0	1	cyber	sape
B	0.702	0	0	1	listings	listing
