tier	score	en	fr	en_ipa	fr_ipa
B	0.668	weekly	clique	wiːkli	klik
B	0.668	weekly	click	wiːkli	klik
B	0.668	factory	tri	fæktɚɹi	tʁi
B	0.668	baseball	bénévole	beɪsbɔːl	benevɔl
B	0.668	bathroom	boum	bæθɹuːm	bum
B	0.668	meetings	mises	miːɾɪŋz	miz
B	0.668	meetings	mise	miːɾɪŋz	miz
B	0.668	meetings	mirent	miːɾɪŋz	miʁ
B	0.668	sessions	sèches	sɛʃənz	sɛʃ
B	0.668	sessions	sèche	sɛʃənz	sɛʃ
B	0.668	sessions	seize	sɛʃənz	sɛz
B	0.668	bedroom	boum	bɛdɹuːm	bum
B	0.668	reaching	rites	ɹiːtʃɪŋ	ʁit
B	0.668	reaching	rite	ɹiːtʃɪŋ	ʁit
B	0.668	charity	tri	tʃæɹᵻɾi	tʁi
B	0.668	compare	pères	kəmpɛɹ	pɛʁ
B	0.668	compare	père	kəmpɛɹ	pɛʁ
B	0.668	compare	pers	kəmpɛɹ	pɛʁ
B	0.668	hungry	gris	hʌŋɡɹi	ɡʁi
B	0.668	temple	thèmes	tɛmpəl	tɛm
B	0.668	temple	thème	tɛmpəl	tɛm
B	0.668	temple	tels	tɛmpəl	tɛl
B	0.668	settled	sert	sɛɾəld	sɛʁ
B	0.668	settled	sers	sɛɾəld	sɛʁ
B	0.668	settled	serres	sɛɾəld	sɛʁ
B	0.668	electricity	électriques	ᵻlɛktɹɪsᵻɾi	elɛktʁik
B	0.668	electricity	électrique	ᵻlɛktɹɪsᵻɾi	elɛktʁik
B	0.668	welfare	fers	wɛlfɛɹ	fɛʁ
B	0.668	welfare	fer	wɛlfɛɹ	fɛʁ
B	0.668	welfare	faire	wɛlfɛɹ	fɛʁ
B	0.668	guests	graisses	ɡɛsts	ɡʁɛs
B	0.668	guests	graisse	ɡɛsts	ɡʁɛs
B	0.668	downtown	dan	daʊntaʊn	dan
B	0.668	compete	quittes	kəmpiːt	kit
B	0.668	compete	quittent	kəmpiːt	kit
B	0.668	compete	quitte	kəmpiːt	kit
B	0.668	alleged	laide	ɐlɛdʒd	lɛd
B	0.668	alleged	laid	ɐlɛdʒd	lɛd
B	0.668	legacy	legs	lɛɡəsi	lɛɡ
B	0.668	automatic	remorque	ɔːɾəmæɾɪk	ʁəmɔʁk
B	0.668	diseases	dises	dɪziːzᵻz	diz
B	0.668	diseases	disent	dɪziːzᵻz	diz
B	0.668	diseases	dise	dɪziːzᵻz	diz
B	0.668	awarded	hordes	ɐwɔːɹdᵻd	ɔʁd
B	0.668	awarded	horde	ɐwɔːɹdᵻd	ɔʁd
B	0.668	purple	pelé	pɜːpəl	pəle
B	0.668	secrets	six	siːkɹᵻts	sis
B	0.668	secrets	sic	siːkɹᵻts	sik
B	0.668	breathing	bris	bɹiːðɪŋ	bʁi
B	0.668	breathing	brie	bɹiːðɪŋ	bʁi
B	0.668	peaceful	pisse	piːsfəl	pis
B	0.668	peaceful	piles	piːsfəl	pil
B	0.668	peaceful	pile	piːsfəl	pil
B	0.668	treating	tri	tɹiːɾɪŋ	tʁi
B	0.668	nevertheless	noblesse	nɛvɚðəlɛs	nɔblɛs
B	0.668	seventh	sève	sɛvənθ	sɛv
B	0.668	strikes	stratège	stɹaɪks	stʁatɛʒ
B	0.668	furthermore	maures	fɜːðɚmoːɹ	moʁ
B	0.668	settings	sert	sɛɾɪŋz	sɛʁ
B	0.668	settings	sers	sɛɾɪŋz	sɛʁ
B	0.668	shorter	offshore	ʃɔːɹɾɚ	ɔfʃɔʁ
B	0.668	veteran	verts	vɛɾɚɹən	vɛʁ
B	0.668	veteran	vert	vɛɾɚɹən	vɛʁ
B	0.668	census	sen	sɛnsəs	sɛn
B	0.668	census	seine	sɛnsəs	sɛn
B	0.668	census	scènes	sɛnsəs	sɛn
B	0.668	fifteen	fines	fɪftiːn	fin
B	0.668	fifteen	fine	fɪftiːn	fin
B	0.668	patrol	patronales	pɐtɹoʊl	patʁonal
B	0.668	patrol	patronale	pɐtɹoʊl	patʁonal
B	0.668	loses	pelouses	luːzᵻz	pəluz
B	0.668	loses	pelouse	luːzᵻz	pəluz
B	0.668	selfish	sèches	sɛlfɪʃ	sɛʃ
B	0.668	selfish	sèche	sɛlfɪʃ	sɛʃ
B	0.668	selfish	sels	sɛlfɪʃ	sɛl
B	0.668	purely	plis	pjʊɹli	pli
B	0.668	purely	plie	pjʊɹli	pli
B	0.668	purely	pli	pjʊɹli	pli
B	0.668	rental	rênes	ɹɛntəl	ʁɛn
B	0.668	rental	rennes	ɹɛntəl	ʁɛn
B	0.668	senators	sen	sɛnəɾɚz	sɛn
B	0.668	senators	seize	sɛnəɾɚz	sɛz
B	0.668	senators	seine	sɛnəɾɚz	sɛn
B	0.668	breeding	bris	bɹiːdɪŋ	bʁi
B	0.668	cheat	truite	tʃiːt	tʁyit
B	0.668	median	mines	miːdiːən	min
B	0.668	median	mine	miːdiːən	min
B	0.668	strengthen	stressée	stɹɛŋθən	stʁɛse
B	0.668	chairs	tchèques	tʃɛɹz	tʃɛk
B	0.668	chairs	tchèque	tʃɛɹz	tʃɛk
B	0.668	ordering	hordes	ɔːɹdɚɹɪŋ	ɔʁd
B	0.668	pending	peines	pɛndɪŋ	pɛn
B	0.668	pending	peine	pɛndɪŋ	pɛn
B	0.668	superman	soupe	suːpɚmæn	sup
B	0.668	delicate	dettes	dɛlᵻkət	dɛt
B	0.668	delicate	dette	dɛlᵻkət	dɛt
B	0.668	demons	dises	diːmənz	diz
B	0.668	nude	nounou	nuːd	nunu
B	0.668	portal	pôles	poːɹɾəl	poːl
B	0.668	portal	pôle	poːɹɾəl	poːl
B	0.668	publicity	pâtisserie	pʌblɪsᵻɾi	patisʁi
B	0.668	metals	mères	mɛɾəlz	mɛʁ
B	0.668	metals	mère	mɛɾəlz	mɛʁ
B	0.668	pencil	pelle	pɛnsəl	pɛl
B	0.668	pencil	peines	pɛnsəl	pɛn
B	0.668	pencil	peine	pɛnsəl	pɛn
B	0.668	teaches	titans	tiːtʃᵻz	titɑ̃
B	0.668	varieties	valorise	vɚɹaɪəɾiz	valoʁiz
B	0.668	supervision	soupçonne	suːpɚvɪʒən	supsɔn
B	0.668	venues	veines	vɛnjuːz	vɛn
B	0.668	venues	veine	vɛnjuːz	vɛn
B	0.668	venues	vaine	vɛnjuːz	vɛn
B	0.668	terribly	terres	tɛɹᵻbli	tɛʁ
B	0.668	burial	belles	bɛɹɪəl	bɛl
B	0.668	burial	belle	bɛɹɪəl	bɛl
B	0.668	burial	bel	bɛɹɪəl	bɛl
B	0.668	clarity	cris	klæɹᵻɾi	kʁi
B	0.668	clarity	crient	klæɹᵻɾi	kʁi
B	0.668	clarity	crie	klæɹᵻɾi	kʁi
B	0.668	module	moules	mɑːdʒuːl	mul
B	0.668	module	moule	mɑːdʒuːl	mul
B	0.668	sharply	plis	ʃɑːɹpli	pli
B	0.668	sharply	plie	ʃɑːɹpli	pli
B	0.668	sharply	pli	ʃɑːɹpli	pli
B	0.668	abbey	bibi	æbi	bibi
B	0.668	fourteen	fines	foːɹtiːn	fin
B	0.668	fourteen	fine	foːɹtiːn	fin
B	0.668	forehead	forts	fɔːɹhɛd	fɔʁ
B	0.668	lending	laine	lɛndɪŋ	lɛn
B	0.668	dodgers	jazz	dɑːdʒɚz	dʒaz
B	0.668	dough	dodo	doʊ	dodo
B	0.668	tempted	thèmes	tɛmptᵻd	tɛm
B	0.668	tempted	thème	tɛmptᵻd	tɛm
B	0.668	necklace	naissent	nɛkləs	nɛs
B	0.668	readings	rides	ɹiːdɪŋz	ʁid
B	0.668	readings	ride	ɹiːdɪŋz	ʁid
B	0.668	spinal	spatiales	spaɪnəl	spasjal
B	0.668	spinal	spatiale	spaɪnəl	spasjal
B	0.668	spinal	spatial	spaɪnəl	spasjal
B	0.668	stretching	stressée	stɹɛtʃɪŋ	stʁɛse
B	0.668	stretching	stressé	stɹɛtʃɪŋ	stʁɛse
B	0.668	doe	dodo	doʊ	dodo
B	0.668	bibliography	bibliographie	bɪblɪɑːɡɹəfi	bibliɔɡʁafi
B	0.668	broadly	bris	bɹɔːdli	bʁi
B	0.668	broadly	brie	bɹɔːdli	bʁi
B	0.668	losers	pelouses	luːzɚz	pəluz
B	0.668	losers	pelouse	luːzɚz	pəluz
B	0.668	offerings	offres	ɔfɚɹɪŋz	ɔfʁ
B	0.668	remedy	rem	ɹɛmədi	ʁɛm
B	0.668	rewarded	hordes	ɹᵻwɔːɹdᵻd	ɔʁd
B	0.668	rewarded	horde	ɹᵻwɔːɹdᵻd	ɔʁd
B	0.668	temper	totem	tɛmpɚ	totɛm
B	0.668	melting	mêlent	mɛltɪŋ	mɛl
B	0.668	melting	mêle	mɛltɪŋ	mɛl
B	0.668	retrieved	rives	ɹᵻtɹiːvd	ʁiv
B	0.668	retrieved	rive	ɹᵻtɹiːvd	ʁiv
B	0.668	retrieved	rides	ɹᵻtɹiːvd	ʁid
B	0.668	newborn	orne	nuːbɔːɹn	ɔʁn
B	0.668	tenant	têtes	tɛnənt	tɛt
B	0.668	tenant	tête	tɛnənt	tɛt
B	0.668	deepest	dîtes	diːpɪst	dit
B	0.668	deepest	dites	diːpɪst	dit
B	0.668	fairness	fesses	fɛɹnəs	fɛs
B	0.668	fairness	fesse	fɛɹnəs	fɛs
B	0.668	fairness	fers	fɛɹnəs	fɛʁ
B	0.668	memoir	mêmes	mɛmwɑːɹ	mɛm
B	0.668	memoir	même	mɛmwɑːɹ	mɛm
B	0.668	memoir	mères	mɛmwɑːɹ	mɛʁ
B	0.668	zombies	bises	zɑːmbiz	biz
B	0.668	zombies	bise	zɑːmbiz	biz
B	0.668	brewing	brousse	bɹuːɪŋ	bʁus
B	0.668	newsletter	nerfs	nuːzlɛɾɚ	nɛʁ
B	0.668	newsletter	nerf	nuːzlɛɾɚ	nɛʁ
B	0.668	swords	sauras	soːɹdz	soʁa
B	0.668	ventures	veines	vɛntʃɚz	vɛn
B	0.668	ventures	veine	vɛntʃɚz	vɛn
B	0.668	ventures	vaine	vɛntʃɚz	vɛn
B	0.668	pleasing	plis	pliːzɪŋ	pli
B	0.668	pleasing	plie	pliːzɪŋ	pli
B	0.668	pleasing	pli	pliːzɪŋ	pli
B	0.668	screenshot	sprint	skɹiːnʃɑːt	spʁint
B	0.668	temp	totem	tɛmp	totɛm
B	0.668	briefing	bris	bɹiːfɪŋ	bʁi
B	0.668	briefing	brie	bɹiːfɪŋ	bʁi
B	0.668	fluids	floue	fluːɪdz	flu
B	0.668	fluids	flou	fluːɪdz	flu
B	0.668	proxy	prix	pɹɑːksi	pʁi
B	0.668	proxy	prit	pɹɑːksi	pʁi
B	0.668	feasible	fils	fiːzᵻbəl	fil
B	0.668	petrol	pète	pɛtɹəl	pɛt
B	0.668	raining	training	ɹeɪnɪŋ	(en)tɹeɪnɪŋ(fr)
B	0.668	respectable	respectent	ɹᵻspɛktəbəl	ʁɛspɛkt
B	0.668	respectable	respecte	ɹᵻspɛktəbəl	ʁɛspɛkt
B	0.668	respectable	respect	ɹᵻspɛktəbəl	ʁɛspɛkt
B	0.668	footballer	folles	fʊtbɔːlɚ	fɔl
B	0.668	footballer	folle	fʊtbɔːlɚ	fɔl
B	0.668	mourning	maures	moːɹnɪŋ	moʁ
B	0.668	bending	ben	bɛndɪŋ	bɛn
B	0.668	greeting	gris	ɡɹiːɾɪŋ	ɡʁi
B	0.668	recruits	routes	ɹᵻkɹuːts	ʁut
B	0.668	recruits	route	ɹᵻkɹuːts	ʁut
B	0.668	airborne	herbes	ɛɹboːɹn	ɛʁb
B	0.668	airborne	herbe	ɛɹboːɹn	ɛʁb
B	0.668	barracks	baisses	bɛɹəks	bɛs
B	0.668	barracks	baissent	bɛɹəks	bɛs
B	0.668	meanings	mises	miːnɪŋz	miz
B	0.668	meanings	mise	miːnɪŋz	miz
B	0.667	per	pe	pɜː	pə
B	0.667	strong	stream	stɹɔŋ	stʁɪːm
B	0.667	reference	refrain	ɹɛfɹəns	ʁəfʁɛ̃
B	0.667	switch	sketch	swɪtʃ	skɛtʃ
B	0.667	engineer	jenny	ɛndʒɪnɪɹ	(en)dʒɛni(fr)
B	0.667	logo	locaux	loʊɡoʊ	loko
B	0.667	exclusively	exclusifs	ɛkskluːsɪvli	ɛksklyzif
B	0.667	fastest	fascistes	fæstɪst	fasist
B	0.667	fastest	fasciste	fæstɪst	fasist
B	0.667	lawsuit	dissoute	lɔːsuːt	disut
B	0.667	tweeted	twist	twiːɾᵻd	twist
B	0.667	demo	démo	dɛmoʊ	demo
B	0.667	demon	divines	diːmən	divin
B	0.667	pipeline	platine	paɪplaɪn	platin
B	0.667	ancestors	inceste	ænsɛstɚz	ɛ̃sɛst
B	0.667	exchanges	extase	ɛkstʃeɪndʒᵻz	ɛkstaz
B	0.667	vegan	vigueur	viːɡən	viɡœʁ
B	0.667	idol	adèle	aɪdəl	adɛl
B	0.667	oppose	opposent	əpoʊz	ɔpoz
B	0.667	distracted	districts	dɪstɹæktᵻd	distʁikt
B	0.667	distracted	district	dɪstɹæktᵻd	distʁikt
B	0.667	festivals	festival	fɛstɪvəlz	fɛstival
B	0.667	borough	barreaux	bʌɹoʊ	baʁo
B	0.667	borough	barreau	bʌɹoʊ	baʁo
B	0.667	horny	fournit	hoːɹni	fuʁni
B	0.667	horny	fournis	hoːɹni	fuʁni
B	0.667	registry	resterait	ɹɛdʒɪstɹi	ʁɛstʁɛ
B	0.667	café	cafés	kæfeɪ	kafe
B	0.667	expenditure	experts	ɛkspɛndɪtʃɚ	ɛkspɛʁ
B	0.667	expenditure	expert	ɛkspɛndɪtʃɚ	ɛkspɛʁ
B	0.667	vista	vestes	vɪstə	vɛst
B	0.667	vista	veste	vɪstə	vɛst
B	0.667	idle	adèle	aɪdəl	adɛl
B	0.667	rabbi	rabat	ɹæbaɪ	ʁaba
B	0.667	detectives	détective	dɪtɛktɪvz	detɛktiv
B	0.666	based	bassiste	beɪst	basist
B	0.666	based	baptiste	beɪst	batist
B	0.666	etc	ancêtres	ɛtsɛtɹə	ɑ̃sɛtʁ
B	0.666	travel	trèfle	tɹævəl	tʁɛfl
B	0.666	safety	sentit	seɪfti	sɑ̃ti
B	0.666	safety	sentis	seɪfti	sɑ̃ti
B	0.666	greater	grossir	ɡɹeɪɾɚ	ɡʁosiʁ
B	0.666	greater	gravir	ɡɹeɪɾɚ	ɡʁaviʁ
B	0.666	freedom	frissons	fɹiːdəm	fʁisɔ̃
B	0.666	trouble	troubles	tɹʌbəl	tʁubl
B	0.666	trouble	triple	tɹʌbəl	tʁipl
B	0.666	stated	stands	steɪɾᵻd	stɑ̃d
B	0.666	excellent	excite	ɛksələnt	ɛksit
B	0.666	joint	jobs	dʒɔɪnt	dʒɔb
B	0.666	joint	job	dʒɔɪnt	dʒɔb
B	0.666	email	immobile	iːmeɪl	imobil
B	0.666	numerous	nourrissent	nuːmɚɹəs	nuʁis
B	0.666	numerous	nourrice	nuːmɚɹəs	nuʁis
B	0.666	friendly	freinage	fɹɛndli	fʁɛnaʒ
B	0.666	surgery	sonnerie	sɜːdʒɚɹi	sɔnʁi
B	0.666	factory	patrie	fæktɚɹi	patʁi
B	0.666	pride	préside	pɹaɪd	pʁezid
B	0.666	pride	précèdent	pɹaɪd	pʁesɛd
B	0.666	trail	tremble	tɹeɪl	tʁɑ̃bl
B	0.666	divorce	diverses	dᵻvoːɹs	divɛʁs
B	0.666	divorce	diverse	dᵻvoːɹs	divɛʁs
B	0.666	screaming	script	skɹiːmɪŋ	skʁipt
B	0.666	trailer	tremble	tɹeɪlɚ	tʁɑ̃bl
B	0.666	triple	trèfle	tɹɪpəl	tʁɛfl
B	0.666	streaming	strictes	stɹiːmɪŋ	stʁikt
B	0.666	streaming	stricte	stɹiːmɪŋ	stʁikt
B	0.666	taxi	toxiques	tæksi	toksik
B	0.666	taxi	toxique	tæksi	toksik
B	0.666	blacks	blocus	blæks	blokys
B	0.666	screening	script	skɹiːnɪŋ	skʁipt
B	0.666	succeeded	suicides	səksiːdᵻd	syisid
B	0.666	succeeded	suicide	səksiːdᵻd	syisid
B	0.666	examined	exode	ɛɡzæmɪnd	ɛɡzɔd
B	0.666	cemetery	atterri	sɛmɪtɛɹi	atɛʁi
B	0.666	laundry	fonderie	lɔːndɹi	fɔ̃dʁi
B	0.666	cowboys	cases	kaʊbɔɪz	kaz
B	0.666	cowboys	case	kaʊbɔɪz	kaz
B	0.666	dignity	décrits	dɪɡnᵻɾi	dekʁi
B	0.666	dignity	décrit	dɪɡnᵻɾi	dekʁi
B	0.666	dignity	décris	dɪɡnᵻɾi	dekʁi
B	0.666	fridge	freinage	fɹɪdʒ	fʁɛnaʒ
B	0.666	projected	projecteurs	pɹədʒɛktᵻd	pʁoʒɛktœʁ
B	0.666	cocaine	cône	koʊkeɪn	koːn
B	0.666	consist	conteste	kənsɪst	kɔ̃tɛst
B	0.666	orthodox	orthodoxe	ɔːɹθədɑːks	ɔʁtodɔks
B	0.666	exhibited	exode	ɛɡzɪbɪɾᵻd	ɛɡzɔd
B	0.666	sage	cépages	seɪdʒ	sepaʒ
B	0.666	eternity	sonnerie	ɪtɜːnᵻɾi	sɔnʁi
B	0.666	beacon	bikini	biːkən	bikini
B	0.666	skate	squelettes	skeɪt	skəlɛt
B	0.666	squares	square	skwɛɹz	skwaʁ
B	0.666	recorder	regardes	ɹᵻkoːɹdɚ	ʁəɡaʁd
B	0.666	recorder	regardent	ɹᵻkoːɹdɚ	ʁəɡaʁd
B	0.666	recorder	regarde	ɹᵻkoːɹdɚ	ʁəɡaʁd
B	0.666	lastly	lister	læstli	liste
B	0.666	scrub	script	skɹʌb	skʁipt
B	0.666	panties	bêtises	pæntiz	bɛtiz
B	0.666	panties	bêtise	pæntiz	bɛtiz
B	0.665	public	publiques	pʌblɪk	pyblik
B	0.665	public	publique	pʌblɪk	pyblik
B	0.665	public	publics	pʌblɪk	pyblik
B	0.665	believe	salive	bᵻliːv	saliv
B	0.665	technology	technologiques	tɛknɑːlədʒi	tɛknoloʒik
B	0.665	award	lords	ɐwɔːɹd	lɔʁd
B	0.665	entry	ennemis	ɛntɹi	ɛnmi
B	0.665	entry	ennemie	ɛntɹi	ɛnmi
B	0.665	escape	esquisse	ɛskeɪp	ɛskis
B	0.665	flowers	flacon	flaʊɚz	flakɔ̃
B	0.665	repeat	pépites	ɹᵻpiːt	pepit
B	0.665	cricket	croquettes	kɹɪkɪt	kʁokɛt
B	0.665	technologies	technologie	tɛknɑːlədʒiz	tɛknoloʒi
B	0.665	protecting	protectrice	pɹətɛktɪŋ	pʁotɛktʁis
B	0.665	flows	flocons	floʊz	flokɔ̃
B	0.665	stairs	step	stɛɹz	stɛp
B	0.665	entity	ennemis	ɛntᵻɾi	ɛnmi
B	0.665	entity	ennemie	ɛntᵻɾi	ɛnmi
B	0.665	exercises	exposent	ɛksɚsaɪzᵻz	ɛkspoz
B	0.665	bridges	bronze	bɹɪdʒᵻz	bʁɔ̃z
B	0.665	flexibility	flexibles	flɛksəbɪlᵻɾi	flɛksibl
B	0.665	flexibility	flexible	flɛksəbɪlᵻɾi	flɛksibl
B	0.665	robots	romance	ɹoʊbɑːts	ʁomɑ̃s
B	0.665	superb	souples	suːpɜːb	supl
B	0.665	pistol	postales	pɪstəl	pɔstal
B	0.665	pistol	postale	pɪstəl	pɔstal
B	0.665	pistol	postal	pɪstəl	pɔstal
B	0.665	siege	bridge	siːdʒ	bʁidʒ
B	0.665	terrific	trafics	tɚɹɪfɪk	tʁafik
B	0.665	terrific	trafic	tɚɹɪfɪk	tʁafik
B	0.665	exploitation	exploités	ɛksplɔɪteɪʃən	ɛksplwate
B	0.665	compression	comprennent	kəmpɹɛʃən	kɔ̃pʁɛn
B	0.665	compression	comprenne	kəmpɹɛʃən	kɔ̃pʁɛn
B	0.665	raven	résine	ɹeɪvən	ʁezin
B	0.665	contests	contestée	kɑːntɛsts	kɔ̃tɛste
B	0.665	crisp	crampes	kɹɪsp	kʁɑ̃p
B	0.665	believer	salive	bᵻliːvɚ	saliv
B	0.665	screened	sprint	skɹiːnd	spʁint
B	0.664	selected	sélective	sᵻlɛktᵻd	selɛktiv
B	0.664	transport	transportés	tɹænspoːɹt	tʁɑ̃spɔʁte
B	0.664	suggests	cedex	sədʒɛsts	sədɛks
B	0.664	processing	princesses	pɹɑːsɛsɪŋ	pʁɛ̃sɛs
B	0.664	processing	princesse	pɹɑːsɛsɪŋ	pʁɛ̃sɛs
B	0.664	suitable	sourcils	suːɾəbəl	suʁsil
B	0.664	suitable	sourcil	suːɾəbəl	suʁsil
B	0.664	sexuality	sorcellerie	sɛkʃuːælᵻɾi	sɔʁsɛlʁi
B	0.664	prompt	préceptes	pɹɑːmpt	pʁesɛpt
B	0.664	dinosaur	ressorts	daɪnəsɔːɹ	ʁəsɔʁ
B	0.664	dinosaur	ressort	daɪnəsɔːɹ	ʁəsɔʁ
B	0.664	ceremonies	permise	sɛɹᵻməniz	pɛʁmiz
B	0.664	fisheries	favorisent	fɪʃɚɹiz	favoʁiz
B	0.664	fisheries	favorise	fɪʃɚɹiz	favoʁiz
B	0.664	realities	reprises	ɹɪælᵻɾiz	ʁəpʁiz
B	0.664	realities	reprise	ɹɪælᵻɾiz	ʁəpʁiz
B	0.663	from	francs	fɹʌm	fʁɑ̃
B	0.663	from	franc	fɹʌm	fʁɑ̃
B	0.663	stop	staff	stɑːp	staf
B	0.663	came	comme	keɪm	kɔm
B	0.663	known	notes	noʊn	not
B	0.663	goes	guise	ɡoʊz	ɡiz
B	0.663	wine	watts	waɪn	wat
B	0.663	shape	chope	ʃeɪp	ʃɔp
B	0.663	sky	skis	skaɪ	ski
B	0.663	zone	zen	zoʊn	zɛn
B	0.663	causes	compose	kɔːzᵻz	kɔ̃pɔz
B	0.663	moves	mouvements	muːvz	muvmɑ̃
B	0.663	moves	mouvement	muːvz	muvmɑ̃
B	0.663	load	laide	loʊd	lɛd
B	0.663	noise	note	nɔɪz	nɔt
B	0.663	noise	naze	nɔɪz	naz
B	0.663	quit	coins	kwɪt	kwɛ̃
B	0.663	wise	watts	waɪz	wat
B	0.663	contemporary	prairies	kəntɛmpɚɹɛɹi	pʁɛʁi
B	0.663	contemporary	prairie	kəntɛmpɚɹɛɹi	pʁɛʁi
B	0.663	mistakes	steaks	mɪsteɪks	(en)steɪks(fr)
B	0.663	sand	sondes	sænd	sɔ̃d
B	0.663	sand	sonde	sænd	sɔ̃d
B	0.663	dies	dose	daɪz	dɔz
B	0.663	dies	dises	daɪz	diz
B	0.663	saint	sente	seɪnt	sɑ̃t
B	0.663	cant	contes	kænt	kɔ̃t
B	0.663	cant	conte	kænt	kɔ̃t
B	0.663	cant	comtes	kænt	kɔ̃t
B	0.663	kills	quinze	kɪlz	kɛ̃z
B	0.663	filter	feinte	fɪltɚ	fɛ̃t
B	0.663	cave	cuves	keɪv	kyv
B	0.663	preliminary	prairies	pɹɪlɪmɪnɛɹi	pʁɛʁi
B	0.663	preliminary	prairie	pɹɪlɪmɪnɛɹi	pʁɛʁi
B	0.663	trauma	tronc	tɹɔːmə	tʁɔ̃
B	0.663	babe	bob	beɪb	bɔb
B	0.663	grandma	grandement	ɡɹændmɑː	ɡʁɑ̃dmɑ̃
B	0.663	silk	cinq	sɪlk	sɛ̃k
B	0.663	quantity	comprit	kwɔntᵻɾi	kɔ̃pʁi
B	0.663	lamp	lampes	læmp	lɑ̃p
B	0.663	lamp	lampe	læmp	lɑ̃p
B	0.663	transparent	transparentes	tɹænspæɹənt	tʁɑ̃spaʁɑ̃t
B	0.663	transparent	transparente	tɹænspæɹənt	tʁɑ̃spaʁɑ̃t
B	0.663	void	vols	vɔɪd	vɔl
B	0.663	void	vole	vɔɪd	vɔl
B	0.663	frustrating	frustrés	fɹʌstɹeɪɾɪŋ	fʁystʁe
B	0.663	frustrating	frustré	fɹʌstɹeɪɾɪŋ	fʁystʁe
B	0.663	frustration	frustrés	fɹʌstɹeɪʃən	fʁystʁe
B	0.663	frustration	frustré	fɹʌstɹeɪʃən	fʁystʁe
B	0.663	bothered	bandes	bɑːðɚd	bɑ̃d
B	0.663	bothered	bande	bɑːðɚd	bɑ̃d
B	0.663	toes	tôle	toʊz	toːl
B	0.663	critic	croque	kɹɪɾɪk	kʁok
B	0.663	critic	craque	kɹɪɾɪk	kʁak
B	0.663	critic	crack	kɹɪɾɪk	kʁak
B	0.663	swap	soif	swɑːp	swaf
B	0.663	killers	quinze	kɪlɚz	kɛ̃z
B	0.663	dope	dôme	doʊp	doːm
B	0.663	dope	dupes	doʊp	dyp
B	0.663	dope	dupe	doʊp	dyp
B	0.663	mosque	basques	mɑːsk	bask
B	0.663	lowered	laide	loʊɚd	lɛd
B	0.663	wires	watts	waɪɚz	wat
B	0.663	grill	grains	ɡɹɪl	ɡʁɛ̃
B	0.663	boil	boules	bɔɪl	bul
B	0.663	ramp	rampe	ɹæmp	ʁɑ̃p
B	0.663	faint	fente	feɪnt	fɑ̃t
B	0.663	rover	rêves	ɹoʊvɚ	ʁɛv
B	0.663	pits	pinces	pɪts	pɛ̃s
B	0.663	pits	pince	pɪts	pɛ̃s
B	0.663	boiler	boules	bɔɪlɚ	bul
B	0.663	lump	lampes	lʌmp	lɑ̃p
B	0.663	lump	lampe	lʌmp	lɑ̃p
B	0.663	proprietary	reprit	pɹəpɹaɪətɛɹi	ʁəpʁi
B	0.663	tilt	teintes	tɪlt	tɛ̃t
B	0.663	tilt	teinte	tɪlt	tɛ̃t
B	0.662	got	gratte	ɡɑːt	ɡʁat
B	0.662	god	grades	ɡɑːd	ɡʁad
B	0.662	john	dan	dʒɑːn	dan
B	0.662	heart	hart	hɑːɹt	aʁt
B	0.662	art	tartes	ɑːɹt	taʁt
B	0.662	art	tarte	ɑːɹt	taʁt
B	0.662	dog	drague	dɑːɡ	dʁaɡ
B	0.662	modern	mans	mɑːdɚn	man
B	0.662	modern	manne	mɑːdɚn	man
B	0.662	modern	man	mɑːdɚn	man
B	0.662	box	basses	bɑːks	bas
B	0.662	box	basse	bɑːks	bas
B	0.662	contact	contacts	kɑːntækt	kɔ̃takt
B	0.662	contact	contacte	kɑːntækt	kɔ̃takt
B	0.662	drop	draps	dɹɑːp	dʁa
B	0.662	drop	drap	dɹɑːp	dʁa
B	0.662	stock	sacs	stɑːk	sak
B	0.662	details	dignité	diːteɪlz	diɲite
B	0.662	doctor	datent	dɑːktɚ	dat
B	0.662	cars	cases	kɑːɹz	kaz
B	0.662	cars	case	kɑːɹz	kaz
B	0.662	solution	selon	səluːʃən	səlɔ̃
B	0.662	projects	protectrice	pɹɑːdʒɛkts	pʁotɛktʁis
B	0.662	injury	lingerie	ɪndʒɚɹi	lɛ̃ʒʁi
B	0.662	arm	parme	ɑːɹm	paʁm
B	0.662	blog	bagues	blɑːɡ	baɡ
B	0.662	proper	papes	pɹɑːpɚ	pap
B	0.662	bob	barbe	bɑːb	baʁb
B	0.662	ministry	industries	mɪnɪstɹi	ɛ̃dystʁi
B	0.662	ministry	industrie	mɪnɪstɹi	ɛ̃dystʁi
B	0.662	shots	chasses	ʃɑːts	ʃas
B	0.662	bomb	blâme	bɑːm	blaːm
B	0.662	harder	hard	hɑːɹdɚ	aʁd
B	0.662	yard	hard	jɑːɹd	aʁd
B	0.662	golf	gaffe	ɡɑːlf	ɡaf
B	0.662	object	adjectifs	ɑːbdʒɛkt	adʒɛktif
B	0.662	object	adjectif	ɑːbdʒɛkt	adʒɛktif
B	0.662	existence	existait	ɛɡzɪstəns	ɛɡzistɛ
B	0.662	calm	calmes	kɑːm	kalm
B	0.662	detailed	dignité	diːteɪld	diɲite
B	0.662	lock	laïques	lɑːk	laik
