sound	en	best_fr	good_candidates	total_candidates
0.670	matron	matrone	1	1
0.670	mascot	mascotte	1	1
0.670	manche	manches	1	2
0.670	maladie	maladies	1	1
0.670	interior	on tri	1	3
0.670	identities	et un prises	1	1
0.670	harmony	harmonie	1	1
0.670	greenland	groenland	1	1
0.670	frustrations	frustré	2	2
0.670	francophone	francophones	1	1
0.670	forcing	faux in	4	4
0.670	exiled	exil	3	3
0.670	edge	ridge	1	1
0.670	duel	duels	1	1
0.670	distortion	distorsions	2	4
0.670	dense	denses	1	1
0.670	decorator	décorateur	1	1
0.670	debacle	débâcle	1	1
0.670	comte	compte	1	2
0.670	clearance	clairance	1	1
0.670	blogosphere	blogosphère	1	1
0.670	bibliography	bibliographie	1	1
0.670	apostolic	apostolique	1	1
0.669	twisting	twist	1	2
0.669	tripling	triple	5	5
0.669	tornadoes	tornades	2	2
0.669	scleroderma	sclérodermie	1	1
0.669	reproach	reproche	1	2
0.669	reinvested	réinvestis	3	3
0.669	quadratic	quadratique	1	1
0.669	poem	poème	1	1
0.669	pleasures	plaisirs	2	2
0.669	philosophique	philosophiques	1	2
0.669	oreilles	oreille	1	1
0.669	noel	noël	1	1
0.669	melee	mêlée	1	1
0.669	formality	formalité	3	3
0.669	filtration	filtrer	5	5
0.669	filtering	filtre	6	6
0.669	expeditionary	expéditionnaire	1	1
0.669	ethiopian	éthiopien	3	4
0.669	demo	démo	2	4
0.669	deco	déco	1	1
0.669	cité	citée	1	2
0.669	cheques	chèques	1	1
0.669	bright	brillante	4	4
0.669	annexed	annexé	2	2
0.668	transmitter	transmetteur	1	3
0.668	telemetry	télémétrie	1	1
0.668	tee	tees	1	1
0.668	substrate	substrat	2	2
0.668	slovaks	slovaques	2	2
0.668	screenplay	script	1	1
0.668	rover	rave	1	1
0.668	rectified	rectifié	1	1
0.668	receptionist	réceptionniste	1	1
0.668	race	race	2	4
0.668	maitre	maître	2	2
0.668	khmer	khmers	1	1
0.668	grade	gris	1	1
0.668	glorified	glorifié	1	1
0.668	exiles	exil	3	3
0.668	exhumed	exhumé	1	1
0.668	exhumation	exhumer	1	1
0.668	erroneous	erronée	3	3
0.668	debriefing	débriefing	1	1
0.668	cranberries	canneberges	2	2
0.668	bradycardia	bradycardie	1	1
0.668	arrival	rafle	1	1
0.668	armament	armements	2	4
0.668	agroforestry	agroforesterie	1	1
0.667	underground	on grade	1	1
0.667	stylist	styliste	1	1
0.667	reflection	réflexion	4	7
0.667	planetary	planétaire	2	2
0.667	pavia	pavie	1	1
0.667	pate	pâté	1	1
0.667	pander	pan des	1	1
0.667	padua	padoue	1	1
0.667	orchids	orchidée	2	2
0.667	naïve	naïf	2	2
0.667	minstrel	ménestrel	1	1
0.667	milliere	millière	1	1
0.667	metallic	metal	3	6
0.667	maría	marie	1	2
0.667	levée	lever	1	3
0.667	iceberg	icebergs	1	1
0.667	heavens	heaven	1	1
0.667	discover	discovery	1	5
0.667	dictated	dictée	4	4
0.667	crowns	crown	1	4
0.667	codeine	codéine	1	1
0.667	chassé	chassée	2	2
0.667	chapeau	chapeaux	1	1
0.667	carré	carrés	2	2
0.667	candour	khan des	1	1
0.667	bubbles	bubble	1	3
0.667	barré	barrée	1	2
0.667	andre	andré	1	2
0.666	voulez	vouloir	1	3
0.666	victorious	victorieux	2	2
0.666	transposed	transposé	3	3
0.666	timorese	timorais	2	2
0.666	talmudist	talmudiste	1	1
0.666	suffix	suffixe	1	1
0.666	seventy	saison tee	1	1
0.666	rustic	rustique	1	1
0.666	pragmatic	pragmatique	3	3
0.666	plaice	plie	1	1
0.666	perception	perceptions	1	1
0.666	nanotechnologies	nanotechnologie	1	1
0.666	mémorial	memorial	2	2
0.666	mongolia	mongolie	1	4
0.666	moche	moches	1	1
0.666	maltese	maltaise	2	2
0.666	mademoiselle	mlle	2	3
0.666	frontal	frontale	1	1
0.666	existential	existentielle	1	1
0.666	exempted	exemptées	6	6
0.666	eurogroup	eurogroupe	1	1
0.666	estimation	estimé	5	5
0.666	emf	emc	2	2
0.666	emc	emf	2	2
0.666	electoral	électorale	1	1
0.666	eccentricity	excentricité	1	1
0.666	cordillera	cordillère	1	1
0.666	complexities	complexités	1	1
0.666	auto	oraux	1	1
0.666	attested	attesté	2	2
0.666	armory	armurerie	1	1
0.666	accosted	accosté	1	1
0.665	têtes	tête	1	1
0.665	transparent	transparente	3	3
0.665	timbuktu	tombouctou	1	1
0.665	temporarily	on prairie	1	2
0.665	suzdal	souzdal	1	1
0.665	stigma	stigmates	2	2
0.665	proximal	proximale	1	1
0.665	protagonist	protagoniste	1	1
0.665	propeller	propergol	1	3
0.665	prefect	préfet	1	1
0.665	moustache	moustaches	1	1
0.665	mortars	mortiers	2	2
0.665	litres	litre	1	1
0.665	liters	litres	2	2
0.665	infrastructure	on stretch	2	2
0.665	gustav	gustave	1	1
0.665	erase	race	1	2
0.665	crevice	crevasse	1	1
0.665	canary	canari	1	1
0.665	bruns	brun	3	4
0.665	arrested	hérissent aide	1	4
0.665	approving	approuvent	4	4
0.664	unit	unity	2	2
0.664	taxonomy	taxonomie	1	1
0.664	shoshenq	sheshonq	1	1
0.664	row	rot	3	5
0.664	reconnect	reconnecter	1	1
0.664	ray	rez	3	3
0.664	preexisting	préexistante	2	2
0.664	pesticides	pesticide	1	1
0.664	nonexistent	inexistante	4	4
0.664	nathalie	natalie	1	1
0.664	manifesto	manifeste	2	2
0.664	estimator	estimateur	1	1
0.664	economies	on mise	1	1
0.664	draconian	draconienne	2	2
0.664	contraceptive	contraceptifs	2	2
0.664	chronograph	chronographe	1	1
0.664	belgians	belges	2	2
0.663	württemberg	wurtemberg	1	1
0.663	vile	vil	1	1
0.663	trier	tri	3	3
0.663	stagnation	stagne	1	1
0.663	spf	fps	1	1
0.663	social	sociale	2	2
0.663	slovenian	slovène	2	2
0.663	rime	rimes	1	1
0.663	rhythm	rome	1	3
0.663	rhyme	rime	2	2
0.663	picardy	picardie	1	1
0.663	pessimistic	pessimistes	3	3
0.663	persist	persiste	3	3
0.663	periphery	périphérie	3	3
0.663	nino	niño	1	1
0.663	nile	nil	1	2
0.663	mongoose	mangouste	1	1
0.663	microphone	microphones	3	4
0.663	korea	cries	1	5
0.663	jeremiah	jeremy	1	2
0.663	intestines	intestin	5	5
0.663	halt	halte	1	1
0.663	gems	gemmes	2	2
0.663	fry	frit	6	6
0.663	françoise	frances	1	1
0.663	fps	spf	1	1
0.663	executor	exécuteur	1	1
0.663	digesting	digest	1	3
0.663	cry	cris	2	2
0.663	cri	cris	3	3
0.663	byte	bytes	1	1
0.663	antony	anthony	1	1
0.662	wrestler	raies les	1	1
0.662	stratospheric	stratosphérique	1	1
0.662	secession	sécession	1	1
0.662	routeing	routine	1	1
0.662	rotter	rare	2	2
0.662	oppressor	oppresseurs	2	2
0.662	obscenity	obscène	2	4
0.662	nitric	nitrique	1	1
0.662	monopolies	monopoly	1	4
0.662	microprocessor	microprocesseurs	2	2
0.662	kidnappings	kidnapping	1	1
0.662	isabelle	isobel	3	3
0.662	front	francs	1	1
0.662	flandre	flamande	3	3
0.662	febrile	fébrile	1	2
0.662	expiation	expier	1	1
0.662	coordinator	corner	5	5
0.662	closure	clôture	3	3
0.662	citroen	citroën	1	1
0.662	breathing	briques	2	2
0.662	barclays	barclay	1	1
0.662	astronomy	astronomie	1	1
0.662	agronomique	agronomiques	1	1
0.662	abrupt	abrupte	1	1
0.661	testicles	testicules	3	3
0.661	tarts	tartes	2	2
0.661	sternal	sternale	1	1
0.661	refreshment	rafraîchissante	5	5
0.661	plankton	plancton	1	1
0.661	photocopy	photocopies	2	2
0.661	pec	cec	1	1
0.661	mélanie	melanie	1	1
0.661	kryptonian	kryptonien	1	1
0.661	indexed	indexé	4	4
0.661	incessant	incessante	3	3
0.661	identity	et un tri	1	1
0.661	guantánamo	guantanamo	1	1
0.661	guantanamo	guantánamo	1	1
0.661	footbridge	bridge	1	1
0.661	emblem	emblème	1	1
0.661	elector	électeur	2	2
0.661	compressors	compresseurs	1	1
0.661	cec	pec	1	1
0.661	biotechnology	biotechnologies	2	3
0.661	area	errer	1	1
0.661	antigen	antigènes	2	2
0.661	affective	affectif	2	2
0.660	vietnam	viêtnam	1	1
0.660	vds	vps	1	2
0.660	sovereign	souveraines	4	4
0.660	socialist	socialistes	2	2
0.660	provokes	provoque	1	1
0.660	profane	profanes	1	1
0.660	prays	prie	3	3
0.660	maxime	maxim	5	5
0.660	marche	marches	1	3
0.660	léo	léon	2	2
0.660	lukashenko	loukachenko	1	1
0.660	haiku	haïku	1	1
0.660	guardian	gardienne	4	4
0.660	graham	gramme	1	1
0.660	gardien	gardienne	4	4
0.660	foundries	fonderie	2	2
0.660	exponential	exponentielle	1	1
0.660	expats	expatriés	2	2
0.660	exaggerate	exagérer	1	1
0.660	charme	charm	2	2
0.660	bivalve	bivalves	1	1
0.660	aggressor	agresseur	1	1
0.659	typhoid	typhoïde	1	2
0.659	tatar	tatars	1	1
0.659	sweating	souhait in	1	7
0.659	slovakia	slovaquie	1	1
0.659	refectory	réfectoire	1	1
0.659	recessive	récessif	1	1
0.659	pressures	pressions	2	2
0.659	pear	poires	2	2
0.659	nematode	nématodes	1	1
0.659	méditerranéen	méditerranéenne	2	2
0.659	intrigued	intrigué	1	1
0.659	injectable	injectables	1	1
0.659	infested	infesté	1	1
0.659	infected	infectée	4	4
0.659	implore	implorer	1	1
0.659	hadji	haji	1	1
0.659	fester	faute	1	2
0.659	eject	éjecter	2	2
0.659	drachmas	drachmes	2	2
0.659	crowds	crise	1	1
0.659	creuse	creux	2	2
0.659	confessing	confesse	3	3
0.659	asphyxia	asphyxie	1	1
0.659	alexei	alexeï	1	1
0.658	xiii	thirteenth	1	1
0.658	unexplained	inexpliquée	2	2
0.658	transfer	transfert	3	3
0.658	tramways	tramway	2	2
0.658	trader	très	1	1
0.658	trade	très	1	1
0.658	tortoise	tortue	2	2
0.658	stoichiometry	stœchiométrie	1	1
0.658	stenographer	sténographe	1	1
0.658	souvenirs	souvenir	1	1
0.658	scenography	scénographie	1	1
0.658	pls	pts	1	2
0.658	mortals	mortels	3	3
0.658	hydrochloride	chlorhydrate	1	1
0.658	hydrochloric	chlorhydrique	1	1
0.658	helen	ellen	3	3
0.658	grégoire	grégory	1	2
0.658	expiring	expirant	1	1
0.658	disinfect	désinfecter	2	2
0.658	digestive	digestif	2	2
0.658	demography	démographie	2	2
0.658	bromine	brome	1	1
0.658	barometric	barométrique	1	1
0.658	assisi	assis	1	2
0.657	vibrate	vibrer	4	4
0.657	successors	successeurs	2	2
0.657	storing	stocker	1	1
0.657	sienna	sienne	1	2
0.657	siena	sienne	2	2
0.657	savonia	savonie	1	1
0.657	salvadoran	salvadorien	2	2
0.657	rousse	rousses	1	3
0.657	regretting	regret	5	5
0.657	priestess	prêtresse	1	1
0.657	pouce	pouces	1	1
0.657	opportunities	apprise	1	1
0.657	nuclear	nucléaires	2	2
0.657	nsc	snc	2	2
0.657	narcissus	narcisse	1	1
0.657	migrate	migrer	2	2
0.657	maximizes	maximise	1	1
0.657	mammography	mammographie	1	1
0.657	invests	investit	1	1
0.657	gout	goutte	1	1
0.657	formalities	formalisme	3	3
0.657	fists	fist	1	1
0.657	disks	disques	3	3
0.657	discs	disques	2	2
0.657	disconnect	déconnecter	2	2
0.657	crystalline	cristalline	5	5
0.657	bangladeshi	bangladesh	3	3
0.657	arbitrate	arbitrer	3	3
0.656	uniforms	on formes	3	3
0.656	transplanted	transplanté	1	1
0.656	swans	swan	1	3
0.656	stearic	stéarique	1	1
0.656	stagnant	stagne	2	2
0.656	scars	scar	1	3
0.656	reflected	reflet	3	6
0.656	rebellious	rebelle	3	3
0.656	rage	rage	1	1
0.656	proverb	proverbe	1	1
0.656	protons	proton	1	1
0.656	ordinate	ordonnée	2	2
0.656	orderly	ordonnée	2	2
0.656	noires	noirs	3	3
0.656	locomotive	locomotives	1	1
0.656	librarian	libraire	1	1
0.656	inexperience	inexpérience	1	1
0.656	guards	gardes	4	4
0.656	gardes	garde	3	3
0.656	frontier	frontière	3	5
0.656	exacerbate	exacerber	7	7
0.656	electrolytic	électrolytique	3	3
0.656	corneille	corbeau	2	2
0.656	contradict	contredit	3	3
0.656	caspian	caspienne	1	1
0.656	basel	bâle	1	1
0.655	writers	rare	1	1
0.655	vole	voler	1	1
0.655	vineyard	vignes	4	6
0.655	tome	tomé	1	1
0.655	teti	téti	1	1
0.655	temper	tempo	1	2
0.655	steganography	stéganographie	1	1
0.655	schnapps	schnaps	1	1
0.655	round	ronde	2	4
0.655	reproduced	reproduite	4	4
0.655	realist	réaliste	2	3
0.655	reactive	réactive	4	5
0.655	quizzes	quiz	1	2
0.655	protocol	protocole	1	1
0.655	pompeii	pompéi	1	1
0.655	pacts	pactes	1	1
0.655	obscure	obscures	3	3
0.655	obelix	obélix	1	1
0.655	nucleic	nucléique	1	1
0.655	note	notez	1	1
0.655	neutropenia	neutropénie	1	1
0.655	masques	masque	2	2
0.655	lome	lomé	1	1
0.655	grilled	gril	9	9
0.655	gravure	gravures	1	1
0.655	granular	granules	2	3
0.655	gorge	gorges	1	1
0.655	flutes	flûtes	2	2
0.655	exporting	exporter	5	5
0.655	excite	exciter	1	1
0.655	dispose	disposez	2	2
0.655	delay	délai	1	3
0.655	decompress	décompresser	1	1
0.655	contravenes	contrevient	1	1
0.655	colon	côlon	1	1
0.655	christianity	christian	2	6
0.655	chassis	châssis	1	1
0.655	castes	caste	1	1
0.655	brutes	brut	2	4
0.655	beatrice	béatrice	1	1
0.655	basle	bâle	1	1
0.655	aerodrome	aérodrome	1	1
0.655	abscess	abcès	1	1
0.654	zebra	zèbres	2	2
0.654	ventral	ventrale	1	1
0.654	torturer	tortionnaire	1	1
0.654	sydney	et ni	1	1
0.654	substrates	substrats	2	2
0.654	squatters	squatter	1	1
0.654	segmental	segmentaire	1	1
0.654	rotten	rat haine	1	1
0.654	pickle	pickles	1	1
0.654	ovarian	ovaire	3	3
0.654	interview	interviews	1	1
0.654	festivities	festivités	3	3
0.654	fertility	fait lady	1	3
0.654	distortions	distorsions	2	4
0.654	descriptor	descripteur	1	1
0.654	descriptive	descriptif	2	2
0.654	chloe	chloé	1	1
0.653	uterine	utérine	1	1
0.653	tsunamis	tsunami	1	1
0.653	trumpet	trompette	1	1
0.653	transporter	transporteur	1	3
0.653	symptom	symptôme	2	2
0.653	symphony	symphonie	2	2
0.653	sirte	syrte	1	1
0.653	seville	sevilla	2	2
0.653	russell	rôles	2	2
0.653	robustness	robustesse	4	5
0.653	retroactive	rétroactive	4	4
0.653	prior	prends	2	2
0.653	plastics	plastique	2	2
0.653	pipi	pisse	2	3
0.653	peroxides	peroxydes	2	2
0.653	perfectionist	perfectionniste	1	1
0.653	perch	perches	2	2
0.653	peeing	pisse	3	4
0.653	olympique	olympiques	2	2
0.653	noisettes	noisette	1	3
0.653	molybdenum	molybdène	1	1
0.653	mocha	moka	1	1
0.653	isoelectric	isoélectrique	1	1
0.653	genie	génie	3	3
0.653	foul	faille	1	5
0.653	escargot	escargots	1	1
0.653	entropy	entropie	1	1
0.653	credible	crédible	2	3
0.653	cirque	cirques	1	1
0.653	boers	boer	1	1
0.653	angelique	angélique	2	2
0.652	transcend	transcendent	4	4
0.652	torturing	torturer	1	1
0.652	sánchez	sanchez	1	1
0.652	steroids	stéroïdes	1	2
0.652	spores	spore	1	1
0.652	secretariat	secrétaires	1	2
0.652	reflections	réflexions	4	4
0.652	pulleys	poulies	1	1
0.652	postulate	postule	2	2
0.652	mantua	mantoue	1	1
0.652	lumières	luminaires	2	2
0.652	libérale	libérales	3	3
0.652	immortal	immortelle	3	3
0.652	gymnast	gymnaste	1	1
0.652	guilds	guildes	1	1
0.652	grills	gril	9	9
0.652	gabonese	gabonaise	2	2
0.652	frederick	frederic	3	3
0.652	frauds	fraudes	2	2
0.652	fragment	fragments	1	1
0.652	filter	filtres	6	6
0.652	exorbitant	exorbitants	1	1
0.652	evoke	évoquent	1	2
0.652	creams	cream	3	3
0.652	clymene	clymène	1	1
0.652	carotene	carotène	1	1
0.652	antenna	antenne	1	2
0.651	tweeter	tweet	1	1
0.651	topography	topographie	1	1
0.651	tomography	tomographie	1	1
0.651	stratum	strate	2	2
0.651	strategies	stratégies	1	1
0.651	secretarial	secrétaires	1	2
0.651	royal	rôles	3	4
0.651	ravioli	raviolis	1	1
0.651	proscribed	proscrit	1	1
0.651	prescribed	prescrits	4	4
0.651	pouch	poches	2	5
0.651	offsetting	offset	1	1
0.651	microprocessors	microprocesseurs	2	2
0.651	guitare	guitares	1	1
0.651	great	gros	7	7
0.651	français	française	3	3
0.651	forestier	foresterie	1	4
0.651	expulsion	expulsions	1	1
0.651	discredit	discrédit	3	3
0.651	discovered	discovery	1	5
0.651	disarmament	désarmement	1	1
0.651	dinar	dinars	1	1
0.651	contraceptives	contraceptifs	2	2
0.651	coasts	côtes	3	3
0.651	ciprofloxacin	ciprofloxacine	1	1
0.651	bacteria	bactéries	5	5
0.651	armaments	armements	2	4
0.651	acoustics	acoustique	2	2
0.650	valves	valve	1	3
0.650	unexploited	inexploité	2	2
0.650	tremble	tremblent	3	3
0.650	trams	tram	2	3
0.650	taxes	taxe	1	1
0.650	taboos	tabous	2	2
0.650	tabloids	tabloïds	1	1
0.650	spheres	sphères	1	1
0.650	specialist	spécialiste	1	1
0.650	sidecar	side	1	1
0.650	rubies	rubis	2	2
0.650	rallies	rallyes	1	2
0.650	prunes	prune	2	2
0.650	prescribes	prescrit	4	4
0.650	prescribe	prescrire	1	1
0.650	prefixes	préfixes	1	1
0.650	plumes	plume	1	1
0.650	pianist	pianiste	1	1
0.650	perceptions	perception	1	1
0.650	nitrate	nitrates	1	1
0.650	mubarak	moubarak	1	1
0.650	microgram	microgrammes	1	1
0.650	metrology	métrologie	1	1
0.650	graphs	graphes	5	7
0.650	grammes	gram	2	2
0.650	gelatine	gélatine	1	1
0.650	exerted	exercée	4	4
0.650	examines	examine	1	1
0.650	estimations	estimé	4	4
0.650	drams	dram	1	1
0.650	dorothea	dorothée	2	2
0.650	divorcée	divorcé	4	4
0.650	crabs	crabes	2	2
0.650	controllable	contrôlable	2	2
0.650	conjecture	conjectures	1	1
0.650	cantabria	cantabrie	1	1
0.650	breaking	break	1	3
0.650	aigle	eagle	1	1
0.650	aerial	air	1	1
0.649	visionaries	visionnaires	2	2
0.649	trinity	trinité	3	3
0.649	thirteen	fait in	1	1
0.649	stringent	strictes	3	3
0.649	skepticism	scepticisme	3	3
0.649	scepticism	scepticisme	3	3
0.649	salaam	salam	1	1
0.649	sage	sauge	1	2
0.649	ratter	rare	2	2
0.649	pts	pls	1	1
0.649	projection	projections	1	1
0.649	photometric	photométriques	1	1
0.649	overexpression	surexpression	1	1
0.649	orgasms	orgasmes	2	2
0.649	migraine	migraines	1	1
0.649	lobster	langouste	1	1
0.649	lazar	lazare	1	1
0.649	garland	guirlande	1	1
0.649	expelling	expulsant	1	1
0.649	exonerated	exonéré	6	6
0.649	entrepreneurs	entrepreneur	1	1
0.649	discretionary	discrétionnaires	2	2
0.649	diaz	díaz	1	1
0.649	depressants	dépresseurs	1	1
0.649	coordinated	coordonnée	5	5
0.649	bureaucrat	bureaucrates	2	2
0.649	breakup	break	2	3
0.649	benoit	benoît	1	2
0.649	bashar	bachar	1	1
0.649	barbier	barber	1	1
0.649	atrocious	atroces	2	2
0.648	vinnie	vinny	1	1
0.648	trioxide	trioxyde	1	1
0.648	symmetric	symétriques	3	3
0.648	sindh	sind	1	1
0.648	pyrolysis	pyrolyse	1	1
0.648	pulmonary	pulmonaire	2	4
0.648	primordial	primordiale	3	3
0.648	prescription	prescrit	1	1
0.648	lucie	lucy	1	2
0.648	lizzie	lizzy	1	1
0.648	inextricably	inextricablement	1	1
0.648	hendricks	hendrix	1	3
0.648	helene	ellen	1	3
0.648	gravimetric	gravimétrique	1	1
0.648	frenzied	frénésie	1	2
0.648	frederic	frédéric	2	3
0.648	françaises	française	3	3
0.648	folklore	folklorique	1	1
0.648	exuberant	exubérante	1	1
0.648	exuberance	exubérance	1	1
0.648	exterminator	exterminateur	1	2
0.648	booster	boost	1	1
0.648	belfry	beffroi	1	1
0.648	aunty	tatie	1	1
0.648	auntie	tatie	1	1
0.648	astrology	astrologie	1	1
0.647	triplets	triplés	1	1
0.647	tripartite	tripartites	1	1
0.647	timid	timide	2	3
0.647	synaptic	synaptique	1	1
0.647	stereoscope	stéréoscope	1	1
0.647	sporadically	sporadiques	3	3
0.647	specimen	spécimens	2	2
0.647	sincere	sincère	2	2
0.647	schizoid	schizoïde	1	1
0.647	sarcasm	sarcasmes	2	3
0.647	safeguard	sauvegarde	3	3
0.647	resin	résines	2	2
0.647	regretted	regretté	2	2
0.647	prefects	préfets	1	1
0.647	pornographic	pornographiques	3	3
0.647	photographed	regrette	2	2
0.647	philanthropist	philanthropiques	2	2
0.647	pastry	pâtisserie	2	4
0.647	pacifist	pacifiste	2	2
0.647	milligram	milligramme	2	2
0.647	maudit	maudite	2	4
0.647	maria	marie	1	4
0.647	livid	livide	1	1
0.647	licit	licites	2	2
0.647	lenin	lénine	1	1
0.647	kippur	kippour	1	1
0.647	formalize	formaliser	1	1
0.647	formalise	formaliser	1	1
0.647	extermination	exterminer	1	1
0.647	electrician	électricien	2	2
0.647	dorm	dortoir	2	2
0.647	diplomas	diplômes	1	1
0.647	didactic	didactiques	2	2
0.647	cyrille	cyril	2	2
0.647	cynic	cynique	2	3
0.647	criminal	criminels	3	5
0.647	corporative	corporatif	1	1
0.647	cns	nsc	2	2
0.647	biography	biographie	4	5
0.647	areas	errer	1	1
0.647	alarmist	alarmistes	1	1
0.646	unisex	unisexe	1	1
0.646	trojans	trojan	3	3
0.646	tomas	tomás	1	1
0.646	stomata	stomates	1	1
0.646	stearate	stéarate	1	1
0.646	saltpeter	salpêtre	1	1
0.646	retrocession	rétrocession	1	1
0.646	prehistory	préhistoriques	3	3
0.646	pluralist	pluraliste	2	2
0.646	pharmacies	pharmacie	1	1
0.646	penetrate	pénétrer	4	4
0.646	liege	liège	1	1
0.646	kilogram	kilogramme	2	2
0.646	excursion	excursions	1	1
0.646	czechoslovak	tchécoslovaque	1	1
0.646	constraint	contrainte	2	5
0.646	cabal	cabale	1	1
0.646	bazaar	bazar	1	1
0.645	yassin	yassine	1	1
0.645	tunic	tunique	1	1
0.645	treatment	traitement	1	2
0.645	transmits	transmet	1	1
0.645	transcribed	transcrit	1	1
0.645	tms	msd	1	1
0.645	territorially	territorialement	1	1
0.645	tariff	tarif	1	4
0.645	tannic	tannique	1	1
0.645	tacit	tacite	1	1
0.645	striptease	strip	1	1
0.645	skeptics	sceptiques	3	3
0.645	sebum	sébum	1	1
0.645	sceptics	sceptiques	3	3
0.645	sapphic	saphique	1	1
0.645	salic	salique	1	1
0.645	riyadh	riyad	1	1
0.645	rigid	raide	4	8
0.645	relic	relique	1	1
0.645	recruiter	recruteur	1	1
0.645	rebellion	rébellion	1	3
0.645	rafik	rafic	1	1
0.645	pygmy	pygmée	2	2
0.645	provoke	provoquer	2	2
0.645	priory	prieuré	1	1
0.645	polypropylene	polypropylène	1	1
0.645	phosphate	phosphates	1	1
0.645	msd	tms	1	1
0.645	massif	massifs	3	3
0.645	manifesting	manifestant	1	1
0.645	lucid	lucide	1	2
0.645	livery	livrée	3	4
0.645	kathmandu	katmandou	1	1
0.645	kangaroo	kangourou	2	2
0.645	jezebel	jézabel	1	1
0.645	grenouille	grenouilles	1	1
0.645	greeks	grecs	4	4
0.645	friesland	frise	1	1
0.645	famine	famines	1	1
0.645	enthalpy	enthalpie	1	1
0.645	denigrate	dénigrer	1	1
0.645	crypto	cryptage	2	2
0.645	bénigne	bénin	1	1
0.645	ballistic	balistique	2	2
0.645	austere	austère	1	1
0.645	ascorbic	ascorbique	1	1
0.645	alpin	alpine	2	2
0.644	ural	oural	1	1
0.644	tapestry	tapisserie	2	2
0.644	seductress	séductrice	1	1
0.644	rheumatoid	rhumatoïde	1	1
0.644	rendering	reines ring	2	6
0.644	progressively	progressivement	1	1
0.644	porcelain	porcelaine	1	1
0.644	patriot	patriote	2	4
0.644	intellectual	intellectuelle	3	3
0.644	inexplicable	inexpliquée	1	1
0.644	grégory	grégoire	1	2
0.644	galactic	galactique	1	1
0.644	exempting	exemptant	1	1
0.644	exemplary	exemplaires	2	2
0.644	exaggerated	exagéré	4	4
0.644	escaping	escape	1	1
0.644	elitist	élitiste	4	4
0.644	contradicts	contredit	3	3
0.644	carboxylic	carboxyliques	1	1
0.644	arbitrator	arbitrer	3	4
0.643	yavne	yavné	1	1
0.643	symmetries	symétries	1	1
0.643	salvadorans	salvadoriens	2	2
0.643	sadat	sadate	1	1
0.643	reuben	ruben	2	2
0.643	prestressed	précontrainte	1	1
0.643	philippines	philippine	1	3
0.643	pallet	palette	2	2
0.643	lipids	lipides	1	1
0.643	kazakh	kazakhs	2	2
0.643	graft	greffe	3	4
0.643	garret	garrett	1	1
0.643	fourche	fourches	1	3
0.643	facet	facette	1	1
0.643	exceeding	excédant	1	1
0.643	exacerbates	exacerber	3	3
0.643	elites	élites	4	4
0.643	disconnected	déconnecté	2	2
0.643	defective	défectueuse	3	3
0.643	daphne	daphné	1	1
0.643	crystals	cristal	4	4
0.643	contradicted	contredit	3	3
0.643	constant	constante	3	3
0.643	chronology	chronologie	1	1
0.643	cashew	cajou	1	1
0.643	carrot	carotte	2	2
0.643	carole	carol	1	1
0.643	calibrate	calibrer	1	1
0.643	afghan	afghane	2	3
0.642	triumph	triomphe	1	2
0.642	tractors	tracteurs	2	2
0.642	telemedicine	télémédecine	1	1
0.642	serene	sereine	2	2
0.642	senatorial	sénatoriales	1	1
0.642	satrapies	satrapie	1	1
0.642	razor	rose	1	3
0.642	rays	rose	2	3
0.642	raise	rose	1	1
0.642	protocols	propose	2	2
0.642	protestant	protestante	2	2
0.642	promulgate	promulguer	1	1
0.642	predecessors	prédécesseurs	1	1
0.642	pauvres	pauvre	1	1
0.642	patriarchal	patriarcales	3	3
0.642	parallels	parallèles	3	3
0.642	oppressors	oppresseurs	2	2
0.642	kiwis	kiwi	1	1
0.642	irrepressible	irrépressible	1	1
0.642	injected	injectés	3	3
0.642	ferocious	féroces	2	3
0.642	corrosive	corrosives	3	3
0.642	bénin	bénigne	1	1
0.642	artillery	artillerie	1	1
0.641	vibrant	vibrante	3	3
0.641	tacos	taco	1	1
0.641	stethoscope	stéthoscope	1	1
0.641	saxo	saxophone	2	2
0.641	retractable	rétractable	1	1
0.641	prosper	prospèrent	2	2
0.641	poncho	pancho	1	1
0.641	perestroika	perestroïka	1	1
0.641	millimetre	millimètre	2	2
0.641	millimeter	millimètre	2	2
0.641	mecklenburg	mecklembourg	1	1
0.641	injecting	injecte	4	4
0.641	globally	globale	2	2
0.641	ghosts	ghost	1	1
0.641	electronics	electronique	3	3
0.641	electors	électeurs	3	3
0.641	ejected	éjecté	1	1
0.641	crepes	crêpes	2	2
0.641	bolts	bolt	1	3
0.641	berries	baies	3	3
0.641	antiques	antique	4	4
0.640	vibrates	vibrer	4	4
0.640	truncated	tronqué	1	1
0.640	telegraph	télégraphe	1	2
0.640	telegram	télégramme	1	1
0.640	tartaric	tartrique	1	1
0.640	sulphate	sulfate	1	1
0.640	sautéed	sautés	1	1
0.640	retrospectively	rétrospectivement	1	1
0.640	puffy	bouffi	1	1
0.640	proud	prends	1	1
0.640	pride	prends	1	1
0.640	pretreatment	prétraitement	1	1
0.640	predisposed	prédisposés	1	1
0.640	pragmatism	pragmatisme	3	3
0.640	polyethylene	polyéthylène	1	1
0.640	pleads	plaide	1	1
0.640	perennial	pérennes	1	1
0.640	parle	parler	2	2
0.640	normative	normatives	2	2
