en	fr	certifications	example_loop
sticker	steaks	2	en:steak ~ fr:steaks ≈ en:sticker ~ en:stickers ≈ fr:stick ~ en:stick ≈ fr:steak
stick	steak	2	en:steak ~ fr:steaks ≈ en:sticker ~ en:stickers ≈ fr:stick ~ en:stick ≈ fr:steak
stealer	style	2	en:stealer ≈ fr:style ~ fr:styles ≈ en:steal ~ fr:gehlen
stems	stem	2	en:stem ≈ fr:stems ~ en:stems ≈ fr:stem
steppe	stop	2	en:step ≈ fr:steppe ~ en:steppe ≈ fr:stop ~ en:stop ≈ fr:step
stand	stands	2	en:stood ~ en:stand ≈ fr:stands ~ fr:standing ≈ en:standing
standing	standing	2	en:stood ~ en:stand ≈ fr:stands ~ fr:standing ≈ en:standing
step	stop	2	en:stop ~ fr:stop ≈ en:step ~ en:steps ≈ fr:steppes = en:steppe ≈ fr:stoppe
steppe	stoppe	2	en:stop ~ fr:stop ≈ en:step ~ en:steps ≈ fr:steppes = en:steppe ≈ fr:stoppe
streams	strip	2	en:stream ~ fr:stream ≈ en:strip ~ fr:strip ≈ en:streams
exclusively	exclusive	2	en:strictly ~ en:exclusively ≈ fr:exclusive ~ en:exclusive ≈ fr:exclusives ~ fr:exclusivement
exclusive	exclusives	2	en:strictly ~ en:exclusively ≈ fr:exclusive ~ en:exclusive ≈ fr:exclusives ~ fr:exclusivement
strings	stream	2	en:string ~ fr:string ≈ en:stream ~ fr:stream ≈ en:strings
string	stream	2	en:strings ~ en:string ≈ fr:stream ~ en:stream ≈ fr:string
stripped	stream	2	en:strip ~ fr:strip ≈ en:stream ~ fr:stream ≈ en:stripped ~ en:stripping
successes	secs incise	2	en:successes ≈ fr:secs incise ~ fr:secs ides ≈ en:succeed ~ en:successful
suggests	on geste	2	en:suggest ≈ fr:sait geste ~ fr:on geste ≈ en:suggests = fr:suggère
suggesting	et geste	2	en:suggests ~ en:suggesting ≈ fr:et geste ~ fr:on geste ≈ en:suggested
sweating	souhait in	2	en:sweating ≈ fr:souhait in ~ fr:souhait ≈ en:sweat
sweat	souhait	2	en:sweating ≈ fr:souhait in ~ fr:souhait ≈ en:sweat
talks	toc	2	en:talked ~ en:talks ≈ fr:toc ~ fr:tocs ≈ en:talk
talkie	toquer	2	en:talkie ≈ fr:toquer ~ fr:toquent ≈ en:talk
talk	toquent	2	en:talkie ≈ fr:toquer ~ fr:toquent ≈ en:talk
talk	toques	2	en:talkie ≈ fr:toquer ~ fr:toques ≈ en:talk
talked	toc	2	en:talks ~ en:talked ≈ fr:toc ~ fr:tocs ≈ en:talk
talky	toquer	2	en:talky ≈ fr:toquer ~ fr:toquent ≈ en:talk
type	tapes	2	en:tape ~ fr:tape ≈ en:types ~ en:type ≈ fr:tapes
technically	techniques lies	2	en:technically ≈ fr:techniques lies ~ en:technique ≈ fr:techniquement
teeter	titi	2	en:teeter ≈ fr:titi ~ en:titi ≈ fr:tirer
titi	tirer	2	en:teeter ≈ fr:titi ~ en:titi ≈ fr:tirer
tests	teste	2	en:test ≈ fr:tests ~ en:tests ≈ fr:teste
testa	tester	2	en:testa ≈ fr:tester ~ en:testers ≈ fr:test ~ en:test ≈ fr:testés
testy	tester	2	en:teston ~ en:testy ≈ fr:tester ~ fr:teste ≈ en:test ~ fr:test ≈ en:testers
textbooks	taxent box	2	en:textbooks ≈ fr:taxent box ~ fr:boxe ≈ en:books
books	boxe	2	en:textbooks ≈ fr:taxent box ~ fr:boxe ≈ en:books
tossed	test	2	en:threw ~ en:tossed ≈ fr:test ~ fr:teste ≈ en:chest = fr:torse ≈ en:toss
chest	teste	2	en:threw ~ en:tossed ≈ fr:test ~ fr:teste ≈ en:chest = fr:torse ≈ en:toss
toss	torse	2	en:threw ~ en:tossed ≈ fr:test ~ fr:teste ≈ en:chest = fr:torse ≈ en:toss
trusts	traces	2	en:trace = fr:traces ≈ en:trusts ~ fr:trust ≈ en:traced
traced	trust	2	en:trace = fr:traces ≈ en:trusts ~ fr:trust ≈ en:traced
transformation	transformer	2	en:transform = fr:transformer ≈ en:transformation ~ en:transformed ≈ fr:transforme
transform	transforment	2	en:transformation ~ en:transformed ≈ fr:transforme ~ en:transform ≈ fr:transforment ~ fr:transformés
treat esse	tristesse	2	en:treat esse ≈ fr:tristesse ~ fr:triste ≈ en:treat = fr:traitez
treat	triste	2	en:treat esse ≈ fr:tristesse ~ fr:triste ≈ en:treat = fr:traitez
treater	traité	2	en:treaty = fr:traité ≈ en:treater ~ en:pact ≈ fr:pacte ~ fr:pact
pact	pacte	2	en:treaty = fr:traité ≈ en:treater ~ en:pact ≈ fr:pacte ~ fr:pact
type	tape	2	en:types ~ en:type ≈ fr:tape ~ en:tape ≈ fr:type
seats	site	2	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:sites ~ en:websites
seat	sites	2	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:sites ~ en:websites
western	ouais tonnes	2	en:western ≈ fr:ouais tonnes ~ fr:notais tonnes ≈ en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:ouest
northwestern	notais tonnes	2	en:western ≈ fr:ouais tonnes ~ fr:notais tonnes ≈ en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:ouest
feast	fils	2	en:wire = fr:fils ≈ en:feast = fr:fête ≈ en:felt ~ en:feel ≈ fr:fil
felt	fête	2	en:wire = fr:fils ≈ en:feast = fr:fête ≈ en:felt ~ en:feel ≈ fr:fil
zippy	zipper	2	en:zippy ≈ fr:zipper ~ fr:zip ≈ en:zip
zip	zip	2	en:zippy ≈ fr:zipper ~ fr:zip ≈ en:zip
accept	acceptent	1	en:accepted ~ fr:acceptent ≈ en:accept ~ en:accepting ≈ fr:accepte
accepted	excepte	1	en:accepts ~ fr:acceptes ≈ en:except ~ fr:excepte ≈ en:accepted
affect	affectent	1	en:affects = fr:affectent ≈ en:affect ~ fr:affect ≈ en:affected
amended	amènent aide	1	en:amended ≈ fr:amènent aide ~ fr:aidait aide ≈ en:edited = fr:modifié
edited	aidait aide	1	en:amended ≈ fr:amènent aide ~ fr:aidait aide ≈ en:edited = fr:modifié
quarter	corps	1	en:barracks ~ fr:corps ≈ en:quarter ~ en:quarters ≈ fr:corse ~ fr:corses ≈ en:corps
quarters	corse	1	en:barracks ~ fr:corps ≈ en:quarter ~ en:quarters ≈ fr:corse ~ fr:corses ≈ en:corps
corps	corses	1	en:barracks ~ fr:corps ≈ en:quarter ~ en:quarters ≈ fr:corse ~ fr:corses ≈ en:corps
bloggers	blague	1	en:blogger ~ en:bloggers ≈ fr:blague ~ fr:blagues ≈ en:blog ~ en:blogspot
blogger	blagues	1	en:bloggers ~ en:blogger ≈ fr:blagues ~ fr:blague ≈ en:blog ~ fr:blogspot
blog	blague	1	en:bloggers ~ en:blogger ≈ fr:blagues ~ fr:blague ≈ en:blog ~ fr:blogspot
blogger	blague	1	en:bloggers ~ en:blogger ≈ fr:blague ~ fr:blagues ≈ en:blog ~ fr:blogspot
body	bondit	1	en:bonds ~ fr:bondit ≈ en:body ~ fr:body ≈ en:boarder ~ en:boarders ≈ fr:bond aise
boarder	body	1	en:bonds ~ fr:bondit ≈ en:body ~ fr:body ≈ en:boarder ~ en:boarders ≈ fr:bond aise
boarders	bond aise	1	en:bonds ~ fr:bondit ≈ en:body ~ fr:body ≈ en:boarder ~ en:boarders ≈ fr:bond aise
bootie	coutils	1	en:boot ~ en:bootie ≈ fr:coutils ~ fr:coutil ≈ en:booty
booty	coutil	1	en:boot ~ en:bootie ≈ fr:coutils ~ fr:coutil ≈ en:booty
bootie	coutil	1	en:boot ~ en:bootie ≈ fr:coutil ~ fr:coutils ≈ en:booty
booty	coutils	1	en:boot ~ en:bootie ≈ fr:coutil ~ fr:coutils ≈ en:booty
brake	briques	1	en:break ~ fr:break ≈ en:brick = fr:briques ≈ en:brake ~ en:brakes ≈ fr:breaks
brakes	breaks	1	en:break ~ fr:break ≈ en:brick = fr:briques ≈ en:brake ~ en:brakes ≈ fr:breaks
cardboard	cas botte	1	en:cardboard ≈ fr:cas botte ~ en:case ≈ fr:caisse = en:crate
case	caisse	1	en:cardboard ≈ fr:cas botte ~ en:case ≈ fr:caisse = en:crate
checking	tchèque	1	en:checks ~ en:checking ≈ fr:tchèque ~ fr:tchèques ≈ en:check
checks	tchèques	1	en:cheque ≈ fr:tchèque ~ fr:tchèques ≈ en:checks = fr:chèques
series	cerise	1	en:cherry = fr:cerise ≈ en:series ~ fr:séries ≈ en:city ~ en:cities ≈ fr:cerises
cities	cerises	1	en:cherry = fr:cerise ≈ en:series ~ fr:séries ≈ en:city ~ en:cities ≈ fr:cerises
series	cerises	1	en:cherry = fr:cerises ≈ en:series ~ fr:séries ≈ en:city ~ en:cities ≈ fr:cerise
cities	cerise	1	en:cherry = fr:cerises ≈ en:series ~ fr:séries ≈ en:city ~ en:cities ≈ fr:cerise
pool	poulets	1	en:chicken = fr:poule ≈ en:pools ~ en:pool ≈ fr:poulets
clicks	clic	1	en:clique ~ fr:clique ≈ en:click ~ en:clicks ≈ fr:clic
closes	clauses	1	en:close ~ fr:close ≈ en:clause ~ fr:clauses ≈ en:closes
close	clos	1	en:closed ~ en:closes ≈ fr:close ~ en:close ≈ fr:clos
clause	closes	1	en:closing ~ en:closes ≈ fr:clause ~ en:clause ≈ fr:closes
call	col	1	en:col ~ fr:col ≈ en:call ~ en:calls ≈ fr:cols
committing	commit in	1	en:committing ≈ fr:commit in ~ en:commit ≈ fr:commettent ~ fr:commettant
commit	commettent	1	en:committing ≈ fr:commit in ~ en:commit ≈ fr:commettent ~ fr:commettant
controllers	contrôle	1	en:controller ~ en:controllers ≈ fr:contrôle ~ fr:contrôles ≈ en:control
controller	contrôle	1	en:controllers ~ en:controller ≈ fr:contrôle ~ fr:contrôles ≈ en:control
exact	exact	1	en:correct ~ en:correctly ≈ fr:corrects lies ~ fr:exacts lies ≈ en:exactly ~ en:exact ≈ fr:exact
schools	coule	1	en:couture ~ fr:coule ≈ en:schools ~ en:school ≈ fr:coulent
school	coulent	1	en:couture ~ fr:coule ≈ en:schools ~ en:school ≈ fr:coulent
cooling	coule	1	en:couture ~ fr:coule ≈ en:cooling ~ en:cooler ≈ fr:coulent
cooler	coulent	1	en:couture ~ fr:coule ≈ en:cooling ~ en:cooler ≈ fr:coulent
beasts	bit	1	en:creatures ~ en:beasts ≈ fr:bit ~ fr:bits ≈ en:beast ~ en:creature
beast	bits	1	en:creatures ~ en:beasts ≈ fr:bit ~ fr:bits ≈ en:beast ~ en:creature
asset	sets	1	en:deed ≈ fr:dit ~ fr:cet ≈ en:set ~ fr:sets ≈ en:asset ~ fr:propriétés
der	der	1	en:der ≈ fr:der ~ en:se ≈ fr:si ~ fr:se
se	si	1	en:der ≈ fr:der ~ en:se ≈ fr:si ~ fr:se
debtor	der	1	en:der ~ fr:der ≈ en:debtor ~ en:debt ≈ fr:dettes ~ en:detlev
debt	dettes	1	en:der ~ fr:der ≈ en:debtor ~ en:debt ≈ fr:dettes ~ en:detlev
desires	des as	1	en:des ~ fr:des as ≈ en:desires ~ en:desire ≈ fr:des a ~ fr:des
desire	des a	1	en:des ~ fr:des as ≈ en:desires ~ en:desire ≈ fr:des a ~ fr:des
despite	dis pâte	1	en:despite ≈ fr:dis pâte ~ fr:pâte ≈ en:spite = fr:malgré
spite	pâte	1	en:despite ≈ fr:dis pâte ~ fr:pâte ≈ en:spite = fr:malgré
nevertheless	s laisse	1	en:despite ~ en:nevertheless ≈ fr:s laisse ~ fr:on laisse ≈ en:nonetheless ~ en:however
nonetheless	on laisse	1	en:despite ~ en:nevertheless ≈ fr:s laisse ~ fr:on laisse ≈ en:nonetheless ~ en:however
jean	djinn	1	en:dj ~ fr:djinn ≈ en:jean ~ fr:jean ≈ en:genes ~ en:gene ≈ fr:djinns
gene	djinns	1	en:dj ~ fr:djinn ≈ en:jean ~ fr:jean ≈ en:genes ~ en:gene ≈ fr:djinns
gene	djinn	1	en:dj ~ fr:djinn ≈ en:gene ~ en:genes ≈ fr:jean ~ en:jean ≈ fr:djinns
drum	drames	1	en:drama ~ fr:drames ≈ en:drum ~ en:drums ≈ fr:drame
enforce	un fausse	1	en:enforced ~ en:enforce ≈ fr:un fausse ~ fr:fausse ≈ en:forced = fr:forcée
eve	ives	1	en:eve ≈ fr:ives ~ fr:ive ≈ en:eva = fr:ève
eva	ive	1	en:eve ≈ fr:ives ~ fr:ive ≈ en:eva = fr:ève
exclusion	excluant	1	en:excluding ~ fr:excluant ≈ en:exclusion ~ fr:exclus ≈ en:exclude
exclude	exclut	1	en:excluding ~ fr:exclut ≈ en:exclude ~ fr:exclu ≈ en:excluded ~ en:excludes
expose	exposent	1	en:exhibit ~ en:exhibitions ≈ fr:expose ~ en:expose ≈ fr:exposent ~ fr:exposer
exposed	expo	1	en:exhibits ~ en:exhibitions ≈ fr:expose ~ en:exposed ≈ fr:expo ~ fr:expositions
exists	existence	1	en:existence ~ en:exist ≈ fr:existe = en:exists ≈ fr:existence
exploring	explorent	1	en:exploration ~ en:exploring ≈ fr:explorent ~ fr:explore ≈ en:explored
explorer	explore	1	en:explore ≈ fr:explorent ~ en:explorer ≈ fr:explore
explorer	exploré	1	en:explored = fr:exploré ≈ en:explorer ~ fr:explorer ≈ en:exploring
explore	exploré	1	en:explored ~ en:exploring ≈ fr:explore ~ en:explore ≈ fr:exploré
express	expresse	1	en:express ≈ fr:expresse ~ fr:express ≈ en:expressions ~ en:expresses
expressed	exprès	1	en:expressing ≈ fr:exprès in ~ fr:exprès ≈ en:expressed
express	exprès	1	en:expressing ≈ fr:exprès in ~ fr:exprès ≈ en:express = fr:exprimer
pairs	pères	1	en:fathers = fr:pères ≈ en:pairs ~ en:pair ≈ fr:père ~ en:vader
pair	père	1	en:fathers = fr:pères ≈ en:pairs ~ en:pair ≈ fr:père ~ en:vader
feeler	file	1	en:filed ~ fr:file ≈ en:feeler ~ en:feel ≈ fr:files
pleas	plie	1	en:fold = fr:pli ≈ en:plea ~ en:pleas ≈ fr:plie ~ fr:plier
foolish	foule	1	en:fool ≈ fr:foules ~ fr:foule ≈ en:foolish
full	folles	1	en:fools ~ en:fool ≈ fr:full ~ en:full ≈ fr:folles ~ fr:imbéciles
calls	colle	1	en:glue = fr:colle ≈ en:calls ~ en:call ≈ fr:collent ~ fr:colles
call	collent	1	en:glue = fr:colle ≈ en:calls ~ en:call ≈ fr:collent ~ fr:colles
groups	groupe	1	en:group ≈ fr:groupes ~ en:groups ≈ fr:groupe
groups	group	1	en:group ≈ fr:groupes ~ en:groups ≈ fr:group
self	elfes	1	en:herself ~ en:myself ≈ fr:mas elfes ~ fr:elfes ≈ en:self
jean	gin	1	en:jean ≈ fr:gin ~ en:gin ≈ fr:jean
jean	gins	1	en:jean ≈ fr:gins ~ en:gin ≈ fr:jean
fallen	folles	1	en:jeers ~ fr:folle ≈ en:fall ~ en:fallen ≈ fr:folles ~ en:folle
low	lots	1	en:lowest ~ en:low ≈ fr:lots ~ fr:lot ≈ en:lower
lower	lot	1	en:lowest ~ en:low ≈ fr:lots ~ fr:lot ≈ en:lower
low	lot	1	en:lowest ~ en:low ≈ fr:lot ~ fr:lots ≈ en:lower
lower	lots	1	en:lowest ~ en:low ≈ fr:lot ~ fr:lots ≈ en:lower
marked	marque	1	en:marks = fr:marques ≈ en:mark = fr:marque ≈ en:marked ~ en:marking
markers	marque	1	en:marks = fr:marques ≈ en:mark = fr:marque ≈ en:markers ~ fr:marks
mouse	masses	1	en:masses ~ fr:masses ≈ en:mouse ~ en:mice ≈ fr:masse
mice	masse	1	en:masses ~ fr:masses ≈ en:mouse ~ en:mice ≈ fr:masse
mouse	masse	1	en:masses ~ fr:masse ≈ en:mouse ~ en:mice ≈ fr:masses
mice	masses	1	en:masses ~ fr:masse ≈ en:mouse ~ en:mice ≈ fr:masses
meets	mythe	1	en:meet eek ~ en:meets ≈ fr:mythe ~ fr:mythes ≈ en:meet
meet	mythes	1	en:meet eek ~ en:meets ≈ fr:mythe ~ fr:mythes ≈ en:meet
herself	et elfes	1	en:myself ≈ fr:mas elfes ~ fr:et elfes ≈ en:herself
yourself	et elfes	1	en:myself ≈ fr:mas elfes ~ fr:et elfes ≈ en:yourself
clue	clous	1	en:nail = fr:clous ≈ en:clue ~ en:clued ≈ fr:clou
clued	clou	1	en:nail = fr:clous ≈ en:clue ~ en:clued ≈ fr:clou
clue	clou	1	en:nail = fr:clou ≈ en:clue ~ en:clues ≈ fr:clous
clues	clous	1	en:nail = fr:clou ≈ en:clue ~ en:clues ≈ fr:clous
knife	naïfs	1	en:naive ~ fr:naïve ≈ en:knives ~ en:knife ≈ fr:naïfs
knife	naïf	1	en:naive ~ fr:naïve ≈ en:knives ~ en:knife ≈ fr:naïf
norm	norme	1	en:norm ≈ fr:norme ~ fr:règle ≈ en:regular = fr:ordinaire ≈ en:ordinary ~ fr:normaux
regular	règle	1	en:norm ≈ fr:norme ~ fr:règle ≈ en:regular = fr:ordinaire ≈ en:ordinary ~ fr:normaux
ordinary	ordinaire	1	en:norm ≈ fr:norme ~ fr:règle ≈ en:regular = fr:ordinaire ≈ en:ordinary ~ fr:normaux
orders	horde	1	en:ordering ~ en:order ≈ fr:hordes ~ fr:horde ≈ en:orders
extended	externe	1	en:outer ~ fr:externes ≈ en:extend ~ en:extended ≈ fr:externe
pecks	boxe	1	en:pecking ~ en:pecks ≈ fr:boxe ~ fr:box ≈ en:becks
becks	box	1	en:pecking ~ en:pecks ≈ fr:boxe ~ fr:box ≈ en:becks
pens	peines	1	en:penalties = fr:peines ≈ en:pens ~ en:pen ≈ fr:peine = en:penalty
pen	peine	1	en:penalties = fr:peines ≈ en:pens ~ en:pen ≈ fr:peine = en:penalty
pees	pise	1	en:pi ~ fr:pif ≈ en:peeve ~ fr:pise ≈ en:pees ~ en:pee ≈ fr:pi
pick	pique	1	en:picked ~ en:pick ≈ fr:pique ~ fr:piquer ≈ en:picky ~ en:pickled
pick	piques	1	en:picked ~ en:pick ≈ fr:piques ~ fr:piquer ≈ en:picky ~ en:pickled
pl	piles	1	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:piles
pl	pile	1	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:pile
plot	plate	1	en:plate ~ fr:plate ≈ en:plot ~ en:plots ≈ fr:places ~ fr:place ≈ en:plates
plate	plates	1	en:plates ~ fr:plates ≈ en:plate = fr:plaque ≈ en:plaque ~ fr:plaques
plaque	plaque	1	en:plates ~ fr:plates ≈ en:plate = fr:plaque ≈ en:plaque ~ fr:plaques
platforms	plateforme	1	en:platforms ≈ fr:plateforme ~ en:platform ≈ fr:plateformes
platform	plateformes	1	en:platforms ≈ fr:plateforme ~ en:platform ≈ fr:plateformes
platforms	plateformes	1	en:platforms ≈ fr:plateformes = en:platform ≈ fr:plateforme
platform	plateforme	1	en:platforms ≈ fr:plateformes = en:platform ≈ fr:plateforme
pleader	plie	1	en:plead ~ en:pleader ≈ fr:plie ~ fr:plisse ≈ en:pleat
poop	poupes	1	en:poop ≈ fr:poupes ~ fr:pouffe ≈ en:poof
poof	pouffe	1	en:poop ≈ fr:poupes ~ fr:pouffe ≈ en:poof
pop	pape	1	en:pops = fr:pop ≈ en:pope = fr:pape ≈ en:pop
pop	papes	1	en:pops = fr:pop ≈ en:pope = fr:papes ≈ en:pop
pray	pré	1	en:prayer ~ en:prayers ≈ fr:prêts ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:pray
preceding	précise	1	en:precede ~ en:preceding ≈ fr:précise ~ fr:précis ≈ en:preceded ~ en:precedes
preceded	précis	1	en:precede ~ en:preceding ≈ fr:précise ~ fr:précis ≈ en:preceded ~ en:precedes
praying	prenne	1	en:preppy ~ fr:prés ≈ en:pray ~ en:praying ≈ fr:prenne ~ en:precept
quad	quad	1	en:proportions ~ en:quantities ≈ fr:quad dix ~ en:quad ≈ fr:quad ~ fr:quad tee ≈ en:quantity
proved	prouve	1	en:proves ~ en:prove ≈ fr:prouvent ~ fr:prouve ≈ en:proved
proved	prouvent	1	en:proves ~ en:prove ≈ fr:prouve ~ fr:prouvent ≈ en:proved
strictly	strictes lies	1	en:purely ~ en:strictly ≈ fr:strictes lies ~ fr:exacts lies ≈ en:exactly ~ en:precisely
strictly	strict	1	en:purely ~ en:strictly ≈ fr:strict ~ fr:strictes ≈ en:straight ~ fr:strictement
straight	strictes	1	en:purely ~ en:strictly ≈ fr:strict ~ fr:strictes ≈ en:straight ~ fr:strictement
quiche	quiche	1	en:quid ≈ fr:quid ~ en:quiche ≈ fr:quiche
quiche	quiches	1	en:quid ≈ fr:quid ~ en:quiche ≈ fr:quiches ~ en:quip
reader	ride	1	en:reader ≈ fr:ride ~ fr:rides ≈ en:reads ~ en:reading
rouge	rouges	1	en:red ≈ fr:raid ~ fr:raids ≈ en:reds = fr:rouges ≈ en:rouge ~ fr:rouge
rendered	reines aide	1	en:rendered ≈ fr:reines aide ~ fr:reines ≈ en:redden ~ fr:rendus
retention	ricin chaîne	1	en:retention ≈ fr:ricin chaîne ~ fr:d un chaîne ≈ en:detention = fr:rétention
detention	d un chaîne	1	en:retention ≈ fr:ricin chaîne ~ fr:d un chaîne ≈ en:detention = fr:rétention
pastor	pistes	1	en:reverend ~ en:pastor ≈ fr:pistes ~ fr:piste ≈ en:priest ~ fr:pastorius
priest	piste	1	en:reverend ~ en:pastor ≈ fr:pistes ~ fr:piste ≈ en:priest ~ fr:pastorius
roots	routes	1	en:road = fr:route ≈ en:rooted ~ en:roots ≈ fr:routes = en:roads
rule	roule	1	en:rule ≈ fr:roule ~ fr:roulé ≈ en:ruler = fr:règle
ruler	roulé	1	en:rule ≈ fr:roule ~ fr:roulé ≈ en:ruler = fr:règle
seizes	scies aise	1	en:seas ~ en:seizes ≈ fr:scies aise ~ fr:scies ≈ en:si ~ fr:sse
si	scies	1	en:seas ~ en:seizes ≈ fr:scies aise ~ fr:scies ≈ en:si ~ fr:sse
seas	sise	1	en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen ≈ fr:si ~ fr:sse
sees	sises	1	en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen ≈ fr:si ~ fr:sse
seen	si	1	en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen ≈ fr:si ~ fr:sse
sec	secs	1	en:sec ≈ fr:secs ~ fr:secs ides ≈ en:succeed ~ en:success ≈ fr:secs ace ~ en:secs
sect	sexe	1	en:sexed ~ en:sext ≈ fr:secte ~ en:sect ≈ fr:sexe
sexually	sexuelle	1	en:sexual ~ fr:sexuelle ≈ en:sexually ~ en:sex ≈ fr:sexe ~ fr:sexuel
sex	sexe	1	en:sexual ~ fr:sexuelle ≈ en:sexually ~ en:sex ≈ fr:sexe ~ fr:sexuel
share	chères	1	en:share ≈ fr:chères ~ fr:chère ≈ en:shared
shared	chère	1	en:share ≈ fr:chères ~ fr:chère ≈ en:shared
share	chère	1	en:share ≈ fr:chère ~ fr:chères ≈ en:shared
shared	chères	1	en:share ≈ fr:chère ~ fr:chères ≈ en:shared
cheque	cheik	1	en:sheikh = fr:cheik ≈ en:cheque = fr:chèque ≈ en:sheik = fr:cheikh
shown	chaude	1	en:showed ~ en:shown ≈ fr:chaude ~ fr:chauds ≈ en:show = fr:montrer
show	chauds	1	en:showed ~ en:shown ≈ fr:chaude ~ fr:chauds ≈ en:show = fr:montrer
sped	speed	1	en:speed ~ fr:speed ≈ en:sped ~ fr:faste ≈ en:faster ~ en:speeder
faster	faste	1	en:speed ~ fr:speed ≈ en:sped ~ fr:faste ≈ en:faster ~ en:speeder
stalk	stockent	1	en:stalky ≈ fr:stocker ~ fr:stockent ≈ en:stalk
stem	stems	1	en:stem ≈ fr:stems ~ en:stems ≈ fr:stem
stem	stemm	1	en:stem ≈ fr:stemm ~ fr:stem ≈ en:stems
stalk	stocks	1	en:stocks ~ fr:stocks ≈ en:stalk ~ en:stalky ≈ fr:stock
suggested	on geste	1	en:suggests ~ en:suggesting ≈ fr:et geste ~ fr:on geste ≈ en:suggested
technical	technique	1	en:techniques ~ en:technique ≈ fr:techniques = en:technical ≈ fr:technique
technically	technique	1	en:techniques ~ en:technique ≈ fr:techniquement = en:technically ≈ fr:technique
test	testent	1	en:testa ≈ fr:tester ~ en:testers ≈ fr:test ~ en:test ≈ fr:testent ~ fr:prueba
sets	cette	1	en:this = fr:cet ≈ en:set ~ en:sets ≈ fr:cette
assets	cette	1	en:this = fr:cet ≈ en:set ~ fr:set ≈ en:asset ~ en:assets ≈ fr:cette
informed	un formes	1	en:told ~ en:informed ≈ fr:un formes ~ fr:formes ≈ en:inform ~ fr:informé
inform	formes	1	en:told ~ en:informed ≈ fr:un formes ~ fr:formes ≈ en:inform ~ fr:informé
transformed	transforment	1	en:transform = fr:transformer ≈ en:transformation ~ en:transformed ≈ fr:transforment
southwest	et ouest	1	en:western ≈ fr:ouais tonnes ~ fr:notais tonnes ≈ en:northwestern ~ en:southwest ≈ fr:et ouest ~ fr:ouest
whatever	et ève	1	en:whichever ~ en:whatever ≈ fr:et ève ~ fr:vies ès ≈ en:vs ~ en:quale
vs	vies ès	1	en:whichever ~ en:whatever ≈ fr:et ève ~ fr:vies ès ≈ en:vs ~ en:quale
feel	fil	1	en:wire = fr:fils ≈ en:feast = fr:fête ≈ en:felt ~ en:feel ≈ fr:fil
feels	fil	1	en:wire = fr:fils ≈ en:feast = fr:fête ≈ en:felt ~ en:feels ≈ fr:fil
