tier	score	coverage	max_sub	en	fr_phrase	en_ipa
S	0.929	1.0	0.24	elders	elles aise	ɛldəz
S	0.929	1.0	0.24	ended	haines aide	ɛndɪd
S	0.929	1.0	0.24	endure	haines ion	ɛndjɔː
S	0.929	1.0	0.24	entered	aident aide	ɛntəd
S	0.929	1.0	0.24	enters	aident aise	ɛntəz
S	0.929	1.0	0.24	feathers	fais aise	fɛðəz
S	0.929	1.0	0.12	garden	gand haine	ɡɑːdən
S	0.929	1.0	0.12	gases	gars aise	ɡæsɪz
S	0.929	1.0	0.24	item	aillent homme	aɪtəm
S	0.929	1.0	0.24	kidney	quais ni	kɪdni
S	0.929	1.0	0.12	kisses	quais aise	kɪsɪz
S	0.929	1.0	0.12	larger	lent chez	lɑːdʒɐ
S	0.929	1.0	0.24	lethal	lient elle	liːθəl
S	0.929	1.0	0.12	losses	las aise	lɒsɪz
S	0.929	1.0	0.12	masses	mes aise	mæsɪz
S	0.929	1.0	0.24	measured	mais aide	mɛʒəd
S	0.929	1.0	0.24	measures	mais aise	mɛʒəz
S	0.929	1.0	0.12	merger	met chez	mɜːdʒɐ
S	0.929	1.0	0.24	method	met aide	mɛθəd
S	0.929	1.0	0.12	modern	mot haine	mɒdən
S	0.929	1.0	0.12	murdered	met aide	mɜːdəd
S	0.929	1.0	0.12	murders	met aise	mɜːdəz
S	0.929	1.0	0.24	pattern	peut haine	pætən
S	0.929	1.0	0.24	peters	peut aise	piːtəz
S	0.929	1.0	0.12	roger	rat chez	ɹɒdʒɐ
S	0.929	1.0	0.24	sadly	ses lis	sædli
S	0.929	1.0	0.12	verses	vais aise	vɜːsɪz
S	0.929	1.0	0.12	versus	vais aise	vɜːsɪz
S	0.928	0.91	0.24	creativity	créait éviter	kɹiːeɪtɪvɪti
S	0.928	1.0	0.24	descended	dizaines aide	dɪsɛndɪd
S	0.928	0.9	0.24	priorities	braillard hisse	pɹaɪɒɹɪtiz
S	0.928	1.0	0.24	retention	ricin chaîne	ɹɪtɛnʃən
S	0.928	1.0	0.12	succeeded	secs édite	səksiːdɪd
S	0.927	0.9	0.15	discovering	dis caverne	dɪskʌvəɹɪŋ
S	0.926	1.0	0.15	betting	paient in	bɛtɪŋ
S	0.926	1.0	0.24	converted	con vedette	kənvɜːtɪd
S	0.926	1.0	0.24	disaster	dis acheter	dɪsɑːstɐ
S	0.926	1.0	0.15	discussing	discos in	dɪskʌsɪŋ
S	0.926	1.0	0.15	feeding	fient in	fiːdɪŋ
S	0.926	1.0	0.24	lecturer	liguent serez	lɛktʃəɹɐ
S	0.926	1.0	0.15	messing	mais in	mɛsɪŋ
S	0.926	1.0	0.24	monopoly	mon appelait	mənɒpəli
S	0.926	1.0	0.15	morning	mon in	mɔːnɪŋ
S	0.926	1.0	0.15	mourning	mon in	mɔːnɪŋ
S	0.926	1.0	0.15	needing	nid in	niːdɪŋ
S	0.926	1.0	0.24	penalties	pain altesse	pɛnəltɪz
S	0.926	1.0	0.25	perform	paient homme	pəfɔːm
S	0.926	1.0	0.24	proceeded	précis aide	pɹəsiːdɪd
S	0.926	1.0	0.24	properties	frappait aise	pɹɒpətɪz
S	0.926	1.0	0.24	provision	brevets haine	pɹəvɪʒən
S	0.926	1.0	0.15	shooting	jouent in	ʃuːtɪŋ
S	0.926	1.0	0.24	splendid	spleen aide	splɛndɪd
S	0.926	1.0	0.25	thirteen	fait in	θɜːtiːn
S	0.926	1.0	0.24	tragedy	trait jeter	tɹædʒədi
S	0.926	1.0	0.24	transferred	traînes faites	tɹænsfɜːd
S	0.925	0.9	0.24	electrical	liguent recolle	ɪlɛktɹɪkəl
S	0.924	1.0	0.12	dancing	tan signe	dɑːnsɪŋ
S	0.924	1.0	0.15	disturbing	dissent open	dɪstɜːbɪŋ
S	0.924	1.0	0.24	messenger	mécènes je	mɛsɪndʒɐ
S	0.924	1.0	0.24	personalities	pinson allait hisse	pɜːsənælɪtiz
S	0.924	1.0	0.15	preceding	pris éden	pɹɪsiːdɪŋ
S	0.923	1.0	0.24	grandma	green ma	ɡɹændmɑː
S	0.923	1.0	0.24	reinforce	rien fausse	ɹiːɪnfɔːs
S	0.923	1.0	0.24	rejected	rides excède	ɹɪdʒɛktɪd
S	0.923	1.0	0.24	responded	ries pannes aide	ɹɪspɒndɪd
S	0.922	1.0	0.15	according	écot in	ɐkɔːdɪŋ
S	0.922	1.0	0.25	default	dit halte	dɪfɒlt
S	0.922	1.0	0.24	drafting	drapent in	dɹɑːftɪŋ
S	0.922	1.0	0.15	proceeding	près éden	pɹəsiːdɪŋ
S	0.921	1.0	0.24	brothers	bras aise	bɹʌðəz
S	0.921	1.0	0.24	builders	belles aise	bɪldəz
S	0.921	1.0	0.24	denied	tain aède	dɪnaɪd
S	0.921	1.0	0.24	energy	hainaut chie	ɛnədʒi
S	0.921	1.0	0.24	intact	aident acte	ɪntækt
S	0.921	1.0	0.24	interested	aident rincent aide	ɪntɹəstɪd
S	0.921	1.0	0.24	orgasm	hoquets homme	ɔːɡæzəm
S	0.921	1.0	0.24	pornography	bon agrafer	pɔːnɒɡɹəfi
S	0.921	1.0	0.24	procedures	précis chaise	pɹəsiːdʒəz
S	0.921	1.0	0.24	protection	prêt excède	pɹətɛkʃən
S	0.92	1.0	0.24	networks	nid vexe	nɛtwɜːks
S	0.92	1.0	0.15	rebuilding	rebellent in	ɹɪbɪldɪŋ
S	0.92	1.0	0.24	supportive	sabot ive	səpɔːtɪv
S	0.919	1.0	0.15	bleeding	plient in	bliːdɪŋ
S	0.919	1.0	0.24	breathing	bris in	bɹiːðɪŋ
S	0.919	1.0	0.15	crossing	crocs in	kɹɒsɪŋ
S	0.919	1.0	0.15	flooding	flot in	flʌdɪŋ
S	0.919	1.0	0.15	funding	fanent in	fʌndɪŋ
S	0.919	1.0	0.25	performer	paient omis	pəfɔːmɐ
S	0.919	1.0	0.25	prefers	prêt aise	pɹɪfɜːz
S	0.919	1.0	0.24	protecting	pratiquent in	pɹətɛktɪŋ
S	0.919	1.0	0.24	subjective	sapent choquent ive	sʌbdʒɛktɪv
S	0.918	1.0	0.24	erected	irriguent aide	ɪɹɛktɪd
S	0.918	1.0	0.24	offended	afin dites	əfɛndɪd
S	0.918	1.0	0.24	supported	sabot aide	səpɔːtɪd
S	0.918	1.0	0.24	supporters	sabot aise	səpɔːtəz
S	0.917	1.0	0.24	pardon	pas haine	pɑːdən
S	0.917	1.0	0.24	projected	prêtes excède	pɹədʒɛktɪd
S	0.917	1.0	0.15	quitting	cuit in	kwɪtɪŋ
S	0.916	1.0	0.2	waters	lot aise	wɔːtəz
S	0.915	1.0	0.24	branded	prennent aide	bɹændɪd
S	0.915	1.0	0.24	landlord	lad lotte	lændlɔːd
S	0.915	1.0	0.24	maternal	matin elle	mətɜːnəl
S	0.915	0.9	0.24	opportunity	appât unité	ɒpətjuːnɪti
S	0.915	1.0	0.24	orthodox	hochet axe	ɔːθədɒks
S	0.915	1.0	0.24	reinforced	rien poste	ɹiːɪnfɔːst
S	0.915	1.0	0.24	seasonal	saison elle	siːzənəl
S	0.915	1.0	0.24	surgery	sait gérer	sɜːdʒəɹi
S	0.915	1.0	0.24	unexpected	iniques pectine	ʌnɛkspɛktɪd
S	0.914	1.0	0.25	refreshing	rient rechigne	ɹɪfɹɛʃɪŋ
S	0.911	1.0	0.24	judges	jets aise	dʒʌdʒɪz
S	0.911	1.0	0.24	liberties	levait aise	lɪbətɪz
S	0.909	1.0	0.24	northern	nos haine	nɔːðən
S	0.907	1.0	0.24	grandmother	green médée	ɡɹændmʌðɐ
S	0.907	1.0	0.24	intriguing	aident ricaine	ɪntɹiːɡɪŋ
S	0.907	1.0	0.24	naturally	nid charolais	nætʃəɹəli
S	0.907	0.9	0.24	originally	hordes inhalé	əɹɪdʒɪnəli
S	0.907	1.0	0.24	stranded	strings aide	stɹændɪd
S	0.907	1.0	0.24	strategic	stressées chic	stɹətiːdʒɪk
S	0.906	1.0	0.25	differs	dit aise	dɪfəz
S	0.906	1.0	0.15	forcing	faux in	fɔːsɪŋ
S	0.905	1.0	0.24	bothered	bas aide	bɒðəd
S	0.905	1.0	0.24	depending	dépeignent in	dɪpɛndɪŋ
S	0.905	0.9	0.24	endangered	haines in jette	ɛndeɪndʒəd
S	0.905	1.0	0.24	gathered	gars aide	ɡæðəd
S	0.905	1.0	0.24	mothers	mes aise	mʌðəz
S	0.905	1.0	0.24	saddle	ses elle	sædəl
S	0.905	1.0	0.24	southern	ses haine	sʌðən
S	0.904	1.0	0.24	entries	aident ride	ɛntɹɪz
S	0.902	1.0	0.24	ending	haines in	ɛndɪŋ
S	0.902	1.0	0.25	enforce	aident os	ɛnfɔːs
S	0.902	1.0	0.25	suffered	saut aide	sʌfəd
S	0.902	1.0	0.25	suffers	saut aise	sʌfəz
S	0.901	1.0	0.12	dodgers	tôt chaise	dɒdʒəz
S	0.901	1.0	0.24	endorsed	haines est	ɛndɔːsd
S	0.901	1.0	0.24	injury	in gérer	ɪndʒəɹi
S	0.901	1.0	0.24	preserved	pris aphtes	pɹɪsɜːvd
