a	b	hops	quality	subchain
fr:blesse	fr:bénis	2	0.923	= fr:blesse ≈ en:bless = fr:bénis
en:collectors	fr:collectés	3	0.923	en:collectors ~ en:collector ≈ fr:collecte ~ fr:collectés
en:collector	fr:collectés	2	0.923	~ en:collector fr:collecte ~ fr:collectés
en:committed	fr:première	6	0.923	en:committed ≈ fr:commit aide ~ fr:aident aide ≈ en:entered ~ en:enter ≈ fr:ensi ~ fr:première
fr:commit aide	fr:première	5	0.923	≈ fr:commit aide fr:aident aide ≈ en:entered ~ en:enter ≈ fr:ensi ~ fr:première
en:confess	fr:fesses	2	0.923	en:confess ≈ fr:con fesses ~ fr:fesses
en:confess	en:fez	3	0.923	en:confess ≈ fr:con fesses ~ fr:fesses ≈ en:fez
en:confess	fr:fer	4	0.923	en:confess ≈ fr:con fesses ~ fr:fesses ≈ en:fez ~ fr:fer
en:confess	en:fair	5	0.923	en:confess ≈ fr:con fesses ~ fr:fesses ≈ en:fez ~ fr:fer ≈ en:fair
en:confess	fr:foire	6	0.923	en:confess ≈ fr:con fesses ~ fr:fesses ≈ en:fez ~ fr:fer ≈ en:fair = fr:foire
fr:con fesses	en:fez	2	0.923	≈ fr:con fesses fr:fesses ≈ en:fez
fr:con fesses	fr:fer	3	0.923	≈ fr:con fesses fr:fesses ≈ en:fez ~ fr:fer
fr:con fesses	en:fair	4	0.923	≈ fr:con fesses fr:fesses ≈ en:fez ~ fr:fer ≈ en:fair
fr:con fesses	fr:foire	5	0.923	≈ fr:con fesses fr:fesses ≈ en:fez ~ fr:fer ≈ en:fair = fr:foire
fr:fesses	fr:fer	2	0.923	~ fr:fesses ≈ en:fez fr:fer
fr:fesses	en:fair	3	0.923	~ fr:fesses ≈ en:fez fr:fer ≈ en:fair
fr:fesses	fr:foire	4	0.923	~ fr:fesses ≈ en:fez fr:fer ≈ en:fair = fr:foire
en:confess	fr:justes	6	0.923	en:confess ≈ fr:con fesses ~ fr:fesses ≈ en:fez ~ fr:fer ≈ en:fair = fr:justes
fr:con fesses	fr:justes	5	0.923	≈ fr:con fesses fr:fesses ≈ en:fez ~ fr:fer ≈ en:fair = fr:justes
fr:fesses	fr:justes	4	0.923	~ fr:fesses ≈ en:fez fr:fer ≈ en:fair = fr:justes
en:confess	fr:équitable	6	0.923	en:confess ≈ fr:con fesses ~ fr:fesses ≈ en:fez ~ fr:fer ≈ en:fair = fr:équitable
fr:con fesses	fr:équitable	5	0.923	≈ fr:con fesses fr:fesses ≈ en:fez ~ fr:fer ≈ en:fair = fr:équitable
fr:fesses	fr:équitable	4	0.923	~ fr:fesses ≈ en:fez fr:fer ≈ en:fair = fr:équitable
en:cooper	en:cup	2	0.923	en:cooper ≈ fr:coupe = en:cup
en:cooper	fr:caps	3	0.923	en:cooper ≈ fr:coupe = en:cup ≈ fr:caps
en:cooper	fr:caps houle	4	0.923	en:cooper ≈ fr:coupe = en:cup ≈ fr:caps ~ fr:caps houle
en:cooper	en:capsule	5	0.923	en:cooper ≈ fr:coupe = en:cup ≈ fr:caps ~ fr:caps houle ≈ en:capsule
en:cooper	fr:capsule	6	0.923	en:cooper ≈ fr:coupe = en:cup ≈ fr:caps ~ fr:caps houle ≈ en:capsule ~ fr:capsule
fr:coupe	fr:caps	2	0.923	≈ fr:coupe en:cup ≈ fr:caps
fr:coupe	fr:caps houle	3	0.923	≈ fr:coupe en:cup ≈ fr:caps ~ fr:caps houle
fr:coupe	en:capsule	4	0.923	≈ fr:coupe en:cup ≈ fr:caps ~ fr:caps houle ≈ en:capsule
fr:coupe	fr:capsule	5	0.923	≈ fr:coupe en:cup ≈ fr:caps ~ fr:caps houle ≈ en:capsule ~ fr:capsule
en:cup	fr:caps houle	2	0.923	= en:cup ≈ fr:caps fr:caps houle
en:cup	en:capsule	3	0.923	= en:cup ≈ fr:caps fr:caps houle ≈ en:capsule
en:cup	fr:capsule	4	0.923	= en:cup ≈ fr:caps fr:caps houle ≈ en:capsule ~ fr:capsule
fr:caps	en:capsule	2	0.923	≈ fr:caps ~ fr:caps houle ≈ en:capsule
fr:caps	fr:capsule	3	0.923	≈ fr:caps ~ fr:caps houle ≈ en:capsule fr:capsule
fr:caps houle	fr:capsule	2	0.923	~ fr:caps houle ≈ en:capsule ~ fr:capsule
en:cork	en:cook	3	0.923	en:cork ≈ fr:coque ~ fr:coques ≈ en:cook
en:cork	fr:cook	4	0.923	en:cork ≈ fr:coque ~ fr:coques ≈ en:cook ~ fr:cook
fr:coque	en:cook	2	0.923	≈ fr:coque fr:coques ≈ en:cook
fr:coque	fr:cook	3	0.923	≈ fr:coque fr:coques ≈ en:cook ~ fr:cook
fr:coques	fr:cook	2	0.923	~ fr:coques ≈ en:cook fr:cook
en:corn	en:tauter	5	0.923	en:corn = fr:maïs ≈ en:mys ~ en:my ≈ fr:mât ~ en:tauter
en:corn	fr:doté	6	0.923	en:corn = fr:maïs ≈ en:mys ~ en:my ≈ fr:mât ~ en:tauter ≈ fr:doté
fr:maïs	en:tauter	4	0.923	= fr:maïs en:mys ~ en:my ≈ fr:mât ~ en:tauter
fr:maïs	fr:doté	5	0.923	= fr:maïs en:mys ~ en:my ≈ fr:mât ~ en:tauter ≈ fr:doté
en:mys	en:tauter	3	0.923	≈ en:mys ~ en:my fr:mât ~ en:tauter
en:mys	fr:doté	4	0.923	≈ en:mys ~ en:my fr:mât ~ en:tauter ≈ fr:doté
en:my	en:tauter	2	0.923	~ en:my ≈ fr:mât ~ en:tauter
en:my	fr:doté	3	0.923	~ en:my ≈ fr:mât ~ en:tauter fr:doté
en:counties	fr:khan tri	2	0.923	en:counties ≈ fr:khan thèse ~ fr:khan tri
en:counties	en:country	3	0.923	en:counties ≈ fr:khan thèse ~ fr:khan tri ≈ en:country
en:counties	fr:country	4	0.923	en:counties ≈ fr:khan thèse ~ fr:khan tri ≈ en:country ~ fr:country
en:counties	en:cooed rhea	5	0.923	en:counties ≈ fr:khan thèse ~ fr:khan tri ≈ en:country ~ fr:country ≈ en:cooed rhea
en:counties	fr:cousu	6	0.923	en:counties ≈ fr:khan thèse ~ fr:khan tri ≈ en:country ~ fr:country ≈ en:cooed rhea ~ fr:cousu
fr:khan thèse	en:country	2	0.923	≈ fr:khan thèse fr:khan tri ≈ en:country
fr:khan thèse	fr:country	3	0.923	≈ fr:khan thèse fr:khan tri ≈ en:country ~ fr:country
fr:khan thèse	en:cooed rhea	4	0.923	≈ fr:khan thèse fr:khan tri ≈ en:country ~ fr:country ≈ en:cooed rhea
fr:khan thèse	fr:cousu	5	0.923	≈ fr:khan thèse fr:khan tri ≈ en:country ~ fr:country ≈ en:cooed rhea ~ fr:cousu
en:coup	en:cup	2	0.923	en:coup ≈ fr:coupe = en:cup
en:coup	fr:caps	3	0.923	en:coup ≈ fr:coupe = en:cup ≈ fr:caps
en:coup	fr:caps houle	4	0.923	en:coup ≈ fr:coupe = en:cup ≈ fr:caps ~ fr:caps houle
en:coup	en:capsule	5	0.923	en:coup ≈ fr:coupe = en:cup ≈ fr:caps ~ fr:caps houle ≈ en:capsule
en:coup	fr:capsule	6	0.923	en:coup ≈ fr:coupe = en:cup ≈ fr:caps ~ fr:caps houle ≈ en:capsule ~ fr:capsule
en:coupe	fr:coffre	4	0.923	en:coupe ≈ fr:coupes ~ fr:coupe ≈ en:cooper ~ fr:coffre
en:coupe	en:cough	5	0.923	en:coupe ≈ fr:coupes ~ fr:coupe ≈ en:cooper ~ fr:coffre ≈ en:cough
en:coupe	fr:toux	6	0.923	en:coupe ≈ fr:coupes ~ fr:coupe ≈ en:cooper ~ fr:coffre ≈ en:cough = fr:toux
fr:coupes	fr:coffre	3	0.923	≈ fr:coupes fr:coupe ≈ en:cooper ~ fr:coffre
fr:coupes	en:cough	4	0.923	≈ fr:coupes fr:coupe ≈ en:cooper ~ fr:coffre ≈ en:cough
fr:coupes	fr:toux	5	0.923	≈ fr:coupes fr:coupe ≈ en:cooper ~ fr:coffre ≈ en:cough = fr:toux
fr:coupe	fr:coffre	2	0.923	~ fr:coupe ≈ en:cooper fr:coffre
fr:coupe	en:cough	3	0.923	~ fr:coupe ≈ en:cooper fr:coffre ≈ en:cough
fr:coupe	fr:toux	4	0.923	~ fr:coupe ≈ en:cooper fr:coffre ≈ en:cough = fr:toux
en:cooper	en:cough	2	0.923	≈ en:cooper ~ fr:coffre ≈ en:cough
en:cooper	fr:toux	3	0.923	≈ en:cooper ~ fr:coffre ≈ en:cough fr:toux
en:cross	en:crosse	3	0.923	en:cross ~ fr:crosse ≈ en:crossed ~ en:crosse
en:cross	fr:cross	4	0.923	en:cross ~ fr:crosse ≈ en:crossed ~ en:crosse ≈ fr:cross
en:deleted	fr:dis traquent aide	2	0.923	en:deleted ≈ fr:délit aide ~ fr:dis traquent aide
en:deleted	en:distracted	3	0.923	en:deleted ≈ fr:délit aide ~ fr:dis traquent aide ≈ en:distracted
en:deleted	en:distract	4	0.923	en:deleted ≈ fr:délit aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract
en:deleted	fr:dis tracts	5	0.923	en:deleted ≈ fr:délit aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts
en:deleted	fr:tracts	6	0.923	en:deleted ≈ fr:délit aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts ~ fr:tracts
fr:délit aide	en:distracted	2	0.923	≈ fr:délit aide fr:dis traquent aide ≈ en:distracted
fr:délit aide	en:distract	3	0.923	≈ fr:délit aide fr:dis traquent aide ≈ en:distracted ~ en:distract
fr:délit aide	fr:dis tracts	4	0.923	≈ fr:délit aide fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts
fr:délit aide	fr:tracts	5	0.923	≈ fr:délit aide fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts ~ fr:tracts
en:derrick	en:terry	5	0.923	en:derrick ≈ fr:derrick ~ en:derry ≈ fr:terrer ~ fr:terre ≈ en:terry
en:derrick	fr:terry	6	0.923	en:derrick ≈ fr:derrick ~ en:derry ≈ fr:terrer ~ fr:terre ≈ en:terry ~ fr:terry
fr:derrick	en:terry	4	0.923	≈ fr:derrick en:derry ≈ fr:terrer ~ fr:terre ≈ en:terry
fr:derrick	fr:terry	5	0.923	≈ fr:derrick en:derry ≈ fr:terrer ~ fr:terre ≈ en:terry ~ fr:terry
en:derry	en:terry	3	0.923	~ en:derry ≈ fr:terrer fr:terre ≈ en:terry
en:derry	fr:terry	4	0.923	~ en:derry ≈ fr:terrer fr:terre ≈ en:terry ~ fr:terry
fr:terrer	en:terry	2	0.923	≈ fr:terrer ~ fr:terre ≈ en:terry
fr:terrer	fr:terry	3	0.923	≈ fr:terrer ~ fr:terre ≈ en:terry fr:terry
en:desist	fr:détacher	4	0.923	en:desist ≈ fr:dis est ~ fr:dit est ≈ en:detest ~ fr:détacher
fr:dis est	fr:détacher	3	0.923	≈ fr:dis est fr:dit est ≈ en:detest ~ fr:détacher
fr:dit est	fr:détacher	2	0.923	~ fr:dit est ≈ en:detest fr:détacher
en:detector	fr:prêt acte	4	0.923	en:detector ≈ fr:détecte = en:detect ≈ fr:dit acte ~ fr:prêt acte
en:detector	en:protect	5	0.923	en:detector ≈ fr:détecte = en:detect ≈ fr:dit acte ~ fr:prêt acte ≈ en:protect
en:detector	fr:protéger	6	0.923	en:detector ≈ fr:détecte = en:detect ≈ fr:dit acte ~ fr:prêt acte ≈ en:protect ~ fr:protéger
fr:détecte	fr:prêt acte	3	0.923	≈ fr:détecte en:detect ≈ fr:dit acte ~ fr:prêt acte
fr:détecte	en:protect	4	0.923	≈ fr:détecte en:detect ≈ fr:dit acte ~ fr:prêt acte ≈ en:protect
fr:détecte	fr:protéger	5	0.923	≈ fr:détecte en:detect ≈ fr:dit acte ~ fr:prêt acte ≈ en:protect ~ fr:protéger
en:detect	fr:protéger	4	0.923	= en:detect ≈ fr:dit acte fr:prêt acte ≈ en:protect ~ fr:protéger
fr:dit acte	fr:protéger	3	0.923	≈ fr:dit acte ~ fr:prêt acte ≈ en:protect fr:protéger
fr:prêt acte	fr:protéger	2	0.923	~ fr:prêt acte ≈ en:protect ~ fr:protéger
en:dinky	fr:tain prairies	2	0.923	en:dinky ≈ fr:tain qui ~ fr:tain prairies
en:dinky	en:temporary	3	0.923	en:dinky ≈ fr:tain qui ~ fr:tain prairies ≈ en:temporary
en:dinky	fr:temporaire	4	0.923	en:dinky ≈ fr:tain qui ~ fr:tain prairies ≈ en:temporary ~ fr:temporaire
fr:tain qui	en:temporary	2	0.923	≈ fr:tain qui fr:tain prairies ≈ en:temporary
fr:tain qui	fr:temporaire	3	0.923	≈ fr:tain qui fr:tain prairies ≈ en:temporary ~ fr:temporaire
en:dinky	fr:temporaires	4	0.923	en:dinky ≈ fr:tain qui ~ fr:tain prairies ≈ en:temporary ~ fr:temporaires
fr:tain qui	fr:temporaires	3	0.923	≈ fr:tain qui fr:tain prairies ≈ en:temporary ~ fr:temporaires
en:drafting	fr:entré	6	0.923	en:drafting ≈ fr:drapent in ~ fr:fait in ≈ en:thirteen ~ en:fourteen ≈ fr:faut in ~ fr:entré
fr:drapent in	fr:entré	5	0.923	≈ fr:drapent in fr:fait in ≈ en:thirteen ~ en:fourteen ≈ fr:faut in ~ fr:entré
fr:fait in	fr:entré	4	0.923	~ fr:fait in ≈ en:thirteen en:fourteen ≈ fr:faut in ~ fr:entré
en:thirteen	fr:entré	3	0.923	≈ en:thirteen ~ en:fourteen ≈ fr:faut in fr:entré
en:fourteen	fr:entré	2	0.923	~ en:fourteen ≈ fr:faut in ~ fr:entré
en:eastern	fr:tain hisse	2	0.923	en:eastern ≈ fr:hissent haine ~ fr:tain hisse
en:eastern	en:tennis	3	0.923	en:eastern ≈ fr:hissent haine ~ fr:tain hisse ≈ en:tennis
fr:hissent haine	en:tennis	2	0.923	≈ fr:hissent haine fr:tain hisse ≈ en:tennis
en:eastern	fr:tennis	4	0.923	en:eastern ≈ fr:hissent haine ~ fr:tain hisse ≈ en:tennis ~ fr:tennis
fr:hissent haine	fr:tennis	3	0.923	≈ fr:hissent haine fr:tain hisse ≈ en:tennis ~ fr:tennis
fr:tain hisse	fr:tennis	2	0.923	~ fr:tain hisse ≈ en:tennis fr:tennis
en:error	fr:aérien	5	0.923	en:error ~ en:errors ≈ fr:aires aise ~ fr:aires ≈ en:air = fr:aérien
en:errors	fr:aérien	4	0.923	~ en:errors fr:aires aise ~ fr:aires ≈ en:air = fr:aérien
fr:aires aise	fr:aérien	3	0.923	≈ fr:aires aise ~ fr:aires en:air = fr:aérien
fr:aires	fr:aérien	2	0.923	~ fr:aires ≈ en:air = fr:aérien
en:esteem	fr:rencontrée	4	0.923	en:esteem ≈ fr:estiment ~ fr:émettent ≈ en:met = fr:rencontrée
fr:estiment	fr:rencontrée	3	0.923	≈ fr:estiment fr:émettent ≈ en:met = fr:rencontrée
en:excluded	fr:exclus in	2	0.923	en:excluded ~ en:excluding ≈ fr:exclus in
en:excluded	fr:exclues	3	0.923	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclues
en:excluded	en:exclude	4	0.923	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclues ≈ en:exclude
en:excluded	fr:exclut	5	0.923	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclues ≈ en:exclude ~ fr:exclut
en:excluding	fr:exclues	2	0.923	~ en:excluding fr:exclus in ~ fr:exclues
fr:exclus in	en:exclude	2	0.923	≈ fr:exclus in ~ fr:exclues en:exclude
fr:exclus in	fr:exclut	3	0.923	≈ fr:exclus in ~ fr:exclues en:exclude ~ fr:exclut
fr:exclues	fr:exclut	2	0.923	~ fr:exclues ≈ en:exclude ~ fr:exclut
en:excluded	fr:exclue	5	0.923	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclues ≈ en:exclude ~ fr:exclue
fr:exclus in	fr:exclue	3	0.923	≈ fr:exclus in ~ fr:exclues en:exclude ~ fr:exclue
fr:exclues	fr:exclue	2	0.923	~ fr:exclues ≈ en:exclude ~ fr:exclue
en:exhibited	fr:tweeter	6	0.923	en:exhibited ≈ fr:exhibent aide ~ fr:tissent aide ≈ en:twisted ~ fr:twist ≈ en:tweet ~ fr:tweeter
fr:exhibent aide	fr:tweeter	5	0.923	≈ fr:exhibent aide fr:tissent aide ≈ en:twisted ~ fr:twist ≈ en:tweet ~ fr:tweeter
en:foresee	en:foresees	3	0.923	en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees
en:foresee	en:foresaw	4	0.923	en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees ~ en:foresaw
en:foresee	fr:fonçons	5	0.923	en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees ~ en:foresaw ≈ fr:fonçons
en:foresee	fr:foncés	6	0.923	en:foresee ≈ fr:foncé ~ fr:fonceuse ≈ en:foresees ~ en:foresaw ≈ fr:fonçons ~ fr:foncés
fr:foncé	en:foresees	2	0.923	≈ fr:foncé fr:fonceuse ≈ en:foresees
fr:foncé	en:foresaw	3	0.923	≈ fr:foncé fr:fonceuse ≈ en:foresees ~ en:foresaw
fr:foncé	fr:fonçons	4	0.923	≈ fr:foncé fr:fonceuse ≈ en:foresees ~ en:foresaw ≈ fr:fonçons
fr:foncé	fr:foncés	5	0.923	≈ fr:foncé fr:fonceuse ≈ en:foresees ~ en:foresaw ≈ fr:fonçons ~ fr:foncés
en:frustrating	fr:rétine	2	0.923	en:frustrating ≈ fr:pressent rétine ~ fr:rétine
en:frustrating	en:reeding	3	0.923	en:frustrating ≈ fr:pressent rétine ~ fr:rétine ≈ en:reeding
en:frustrating	en:reed	4	0.923	en:frustrating ≈ fr:pressent rétine ~ fr:rétine ≈ en:reeding ~ en:reed
en:frustrating	fr:ride	6	0.923	en:frustrating ≈ fr:pressent rétine ~ fr:rétine ≈ en:reeding ~ en:reed ≈ fr:rides ~ fr:ride
en:frustrating	fr:rides	6	0.923	en:frustrating ≈ fr:pressent rétine ~ fr:rétine ≈ en:reeding ~ en:reed ≈ fr:ride ~ fr:rides
fr:pressent rétine	en:reeding	2	0.923	≈ fr:pressent rétine fr:rétine ≈ en:reeding
fr:pressent rétine	en:reed	3	0.923	≈ fr:pressent rétine fr:rétine ≈ en:reeding ~ en:reed
fr:pressent rétine	fr:ride	5	0.923	≈ fr:pressent rétine fr:rétine ≈ en:reeding ~ en:reed ≈ fr:rides ~ fr:ride
fr:pressent rétine	fr:rides	5	0.923	≈ fr:pressent rétine fr:rétine ≈ en:reeding ~ en:reed ≈ fr:ride ~ fr:rides
en:gravel	en:there	4	0.923	en:gravel ~ en:dusty ≈ fr:des tee ~ fr:des ≈ en:there
en:gravel	en:seal	5	0.923	en:gravel ~ en:dusty ≈ fr:des tee ~ fr:des ≈ en:there ~ en:seal
en:gravel	fr:sil	6	0.923	en:gravel ~ en:dusty ≈ fr:des tee ~ fr:des ≈ en:there ~ en:seal ≈ fr:sil
en:gravel	fr:cils	6	0.923	en:gravel ~ en:dusty ≈ fr:des tee ~ fr:des ≈ en:there ~ en:seal ≈ fr:cils
en:dusty	fr:cils	5	0.923	~ en:dusty fr:des tee ~ fr:des ≈ en:there ~ en:seal ≈ fr:cils
fr:des tee	fr:cils	4	0.923	≈ fr:des tee ~ fr:des en:there ~ en:seal ≈ fr:cils
fr:des	fr:cils	3	0.923	~ fr:des ≈ en:there ~ en:seal fr:cils
en:there	fr:cils	2	0.923	≈ en:there ~ en:seal ≈ fr:cils
en:greeted	fr:dis traquent aide	2	0.923	~ en:greeted fr:crient aide ~ fr:dis traquent aide
en:greeted	en:distracted	3	0.923	~ en:greeted fr:crient aide ~ fr:dis traquent aide ≈ en:distracted
en:greeted	en:distract	4	0.923	~ en:greeted fr:crient aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract
en:greeted	fr:dis tracts	5	0.923	~ en:greeted fr:crient aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts
fr:crient aide	en:distracted	2	0.923	≈ fr:crient aide ~ fr:dis traquent aide en:distracted
fr:crient aide	en:distract	3	0.923	≈ fr:crient aide ~ fr:dis traquent aide en:distracted ~ en:distract
fr:crient aide	fr:dis tracts	4	0.923	≈ fr:crient aide ~ fr:dis traquent aide en:distracted ~ en:distract ≈ fr:dis tracts
en:greeting	fr:crient aide	2	0.923	en:greeting ~ en:greeted ≈ fr:crient aide
en:greeting	fr:dis traquent aide	3	0.923	en:greeting ~ en:greeted ≈ fr:crient aide ~ fr:dis traquent aide
en:greeting	en:distracted	4	0.923	en:greeting ~ en:greeted ≈ fr:crient aide ~ fr:dis traquent aide ≈ en:distracted
en:greeting	en:distract	5	0.923	en:greeting ~ en:greeted ≈ fr:crient aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract
en:greeting	fr:dis tracts	6	0.923	en:greeting ~ en:greeted ≈ fr:crient aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts
en:ladder	fr:ligués	2	0.923	en:ladder ≈ fr:lesdits ~ fr:ligués
en:ladder	en:leaky	3	0.923	en:ladder ≈ fr:lesdits ~ fr:ligués ≈ en:leaky
en:ladder	en:leak	4	0.923	en:ladder ≈ fr:lesdits ~ fr:ligués ≈ en:leaky ~ en:leak
en:ladder	fr:laïque	6	0.923	en:ladder ≈ fr:lesdits ~ fr:ligués ≈ en:leaky ~ en:leak ≈ fr:laïques ~ fr:laïque
en:ladder	fr:laïc	6	0.923	en:ladder ≈ fr:lesdits ~ fr:ligués ≈ en:leaky ~ en:leak ≈ fr:laïque ~ fr:laïc
en:ladder	fr:laïques	6	0.923	en:ladder ≈ fr:lesdits ~ fr:ligués ≈ en:leaky ~ en:leak ≈ fr:laïque ~ fr:laïques
en:landlord	fr:rhin tes	2	0.923	en:landlord ~ en:renter ≈ fr:rhin tes
en:landlord	fr:raies lis	3	0.923	en:landlord ~ en:renter ≈ fr:rhin tes ~ fr:raies lis
en:landlord	en:redly	4	0.923	en:landlord ~ en:renter ≈ fr:rhin tes ~ fr:raies lis ≈ en:redly
en:landlord	fr:rosso	5	0.923	en:landlord ~ en:renter ≈ fr:rhin tes ~ fr:raies lis ≈ en:redly ~ fr:rosso
en:league	en:leagues	2	0.923	en:league ≈ fr:ligues = en:leagues
en:league	fr:lise	3	0.923	en:league ≈ fr:ligues = en:leagues ≈ fr:lise
en:league	fr:ville	4	0.923	en:league ≈ fr:ligues = en:leagues ≈ fr:lise ~ fr:ville
fr:ligues	fr:lise	2	0.923	≈ fr:ligues en:leagues ≈ fr:lise
fr:ligues	fr:ville	3	0.923	≈ fr:ligues en:leagues ≈ fr:lise ~ fr:ville
en:leagues	fr:ville	2	0.923	= en:leagues ≈ fr:lise fr:ville
en:lease	en:weeding	2	0.923	en:lease ~ fr:leasing ≈ en:weeding
en:lease	fr:weed	3	0.923	en:lease ~ fr:leasing ≈ en:weeding ~ fr:weed
fr:leasing	fr:weed	2	0.923	~ fr:leasing en:weeding ~ fr:weed
en:line	fr:fichiers	5	0.923	en:line ~ fr:line ≈ en:lined ~ en:fila ≈ fr:filer ~ fr:fichiers
fr:line	fr:fichiers	4	0.923	~ fr:line en:lined ~ en:fila ≈ fr:filer ~ fr:fichiers
en:lined	fr:fichiers	3	0.923	≈ en:lined ~ en:fila fr:filer ~ fr:fichiers
en:fila	fr:fichiers	2	0.923	~ en:fila ≈ fr:filer ~ fr:fichiers
en:line	fr:fichier	5	0.923	en:line ~ fr:line ≈ en:lined ~ en:fila ≈ fr:filer ~ fr:fichier
fr:line	fr:fichier	4	0.923	~ fr:line en:lined ~ en:fila ≈ fr:filer ~ fr:fichier
en:lined	fr:fichier	3	0.923	≈ en:lined ~ en:fila fr:filer ~ fr:fichier
en:lowered	fr:rigides	6	0.923	en:lowered ~ en:reduced ≈ fr:rient oust ~ fr:rient aise ≈ en:readers ~ en:reader ≈ fr:rigides
en:reduced	fr:rigides	5	0.923	~ en:reduced fr:rient oust ~ fr:rient aise ≈ en:readers ~ en:reader ≈ fr:rigides
fr:rient oust	fr:rigides	4	0.923	≈ fr:rient oust ~ fr:rient aise en:readers ~ en:reader ≈ fr:rigides
fr:rient aise	fr:rigides	3	0.923	~ fr:rient aise ≈ en:readers ~ en:reader fr:rigides
en:readers	fr:rigides	2	0.923	≈ en:readers ~ en:reader ≈ fr:rigides
en:majesty	fr:marges	6	0.923	en:majesty ≈ fr:matchs tee ~ fr:matchs ≈ en:match ~ fr:match ≈ en:marge ~ fr:marges
fr:matchs tee	fr:marges	5	0.923	≈ fr:matchs tee fr:matchs ≈ en:match ~ fr:match ≈ en:marge ~ fr:marges
fr:matchs	fr:marges	4	0.923	~ fr:matchs ≈ en:match fr:match ≈ en:marge ~ fr:marges
en:match	fr:marges	3	0.923	≈ en:match ~ fr:match ≈ en:marge fr:marges
fr:match	fr:marges	2	0.923	~ fr:match ≈ en:marge ~ fr:marges
en:mealie	fr:courrier	4	0.923	en:mealie ≈ fr:mêler ~ fr:mêlent ≈ en:mail ~ fr:courrier
fr:mêler	fr:courrier	3	0.923	≈ fr:mêler fr:mêlent ≈ en:mail ~ fr:courrier
fr:mêlent	fr:courrier	2	0.923	~ fr:mêlent ≈ en:mail fr:courrier
en:mealy	fr:midi	2	0.923	en:mealy ~ en:meaty ≈ fr:midi
en:mealy	en:noon	3	0.923	en:mealy ~ en:meaty ≈ fr:midi = en:noon
en:mealy	fr:nounou	4	0.923	en:mealy ~ en:meaty ≈ fr:midi = en:noon ≈ fr:nounou
en:mealy	fr:neveux	5	0.923	en:mealy ~ en:meaty ≈ fr:midi = en:noon ≈ fr:nounou ~ fr:neveux
en:meaty	fr:noyés	4	0.923	en:meaty ≈ fr:midi = en:noon ≈ fr:nounou ~ fr:noyés
en:melted	fr:met aide	6	0.923	en:melted ≈ fr:mènent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:met aide
fr:mènent aide	fr:met aide	5	0.923	≈ fr:mènent aide fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:met aide
en:messages	fr:met chez	6	0.923	en:messages ≈ fr:messes chaise ~ fr:feignent chaise ≈ en:ventures ~ en:venture ≈ fr:feignent chez ~ fr:met chez
fr:messes chaise	fr:met chez	5	0.923	≈ fr:messes chaise fr:feignent chaise ≈ en:ventures ~ en:venture ≈ fr:feignent chez ~ fr:met chez
en:messenger	fr:mes hic	2	0.923	en:messenger ≈ fr:mécènes je ~ fr:mes hic
en:messenger	en:make	3	0.923	en:messenger ≈ fr:mécènes je ~ fr:mes hic ≈ en:make
en:messenger	fr:faire	4	0.923	en:messenger ≈ fr:mécènes je ~ fr:mes hic ≈ en:make = fr:faire
en:messenger	en:fair	5	0.923	en:messenger ≈ fr:mécènes je ~ fr:mes hic ≈ en:make = fr:faire ≈ en:fair
en:messenger	fr:foire	6	0.923	en:messenger ≈ fr:mécènes je ~ fr:mes hic ≈ en:make = fr:faire ≈ en:fair = fr:foire
fr:mécènes je	en:make	2	0.923	≈ fr:mécènes je fr:mes hic ≈ en:make
fr:mécènes je	fr:faire	3	0.923	≈ fr:mécènes je fr:mes hic ≈ en:make = fr:faire
fr:mécènes je	en:fair	4	0.923	≈ fr:mécènes je fr:mes hic ≈ en:make = fr:faire ≈ en:fair
fr:mécènes je	fr:foire	5	0.923	≈ fr:mécènes je fr:mes hic ≈ en:make = fr:faire ≈ en:fair = fr:foire
fr:mes hic	fr:faire	2	0.923	~ fr:mes hic ≈ en:make fr:faire
fr:mes hic	en:fair	3	0.923	~ fr:mes hic ≈ en:make fr:faire ≈ en:fair
