en	fr	combo	tier	cognate	src_en	src_fr	src_tier	zipf_en	zipf_fr
regarde	garde	0.656	DUAL-A	1	regarded	garde	GOLD	1.81	5.13
regarde	gardes	0.656	DUAL-A	1	regarded	garde	GOLD	1.81	4.31
regarde	gardent	0.656	DUAL-A	0	regarded	garde	GOLD	1.81	3.82
saying	c	0.656	DUAL-A	0	say	c	GOLD	5.37	6.87
shedding	chaînes	0.656	DUAL-A	0	shed	chaîne	GOLD	3.4	4.32
showing	chaux	0.656	DUAL-A	0	show	chaux	GOLD	4.88	3.63
sighing	ça	0.656	DUAL-A	0	sigh	ça	GOLD	2.87	6.53
sighing	çà	0.656	DUAL-A	0	sigh	çà	GOLD	2.87	3.95
solves	salve	0.656	DUAL-A	0	solve	salve	GOLD	3.29	3.14
solves	salves	0.656	DUAL-A	1	solve	salve	GOLD	3.29	2.7
sticked	stick	0.656	DUAL-A	1	sticker	stick	GOLD	1.83	3.15
sticked	sticks	0.656	DUAL-A	1	sticker	stick	GOLD	1.83	2.52
streaming	trimer	0.656	DUAL-A	0	stream	trime	GOLD	4.22	2.54
streaming	trimé	0.656	DUAL-A	0	stream	trime	GOLD	4.22	2.25
tying	ta	0.656	DUAL-A	0	tie	ta	GOLD	3.68	5.66
tricks	rixes	0.656	DUAL-A	0	tricks	rixe	GOLD	4.15	2.43
tripped	tripes	0.656	DUAL-A	1	trip	tripes	GOLD	3.43	3.36
tripped	tripe	0.656	DUAL-A	1	trip	tripes	GOLD	3.43	2.3
tripped	trip	0.656	DUAL-A	0	trips	trip	GOLD	3.43	3.79
tripped	trips	0.656	DUAL-A	0	trips	trip	GOLD	3.43	2.65
visitor	verres	0.656	DUAL-A	0	visitor	verre	GOLD	4.01	4.1
wowing	ouah	0.656	DUAL-A	0	wow	ouah	GOLD	2.06	3.7
knifed	naïf	0.656	DUAL-A	0	knife	naïf	LOOP1	2.44	3.68
knifed	naïfs	0.656	DUAL-A	0	knife	naïf	LOOP1	2.44	3.26
lowing	lot	0.656	DUAL-A	0	low	lot	LOOP1	2.16	4.42
lowing	lots	0.656	DUAL-A	0	low	lot	LOOP1	2.16	3.82
barbers	barbe	0.656	DUAL-A	1	barber	barbe	A	2.82	4.2
barbers	barbes	0.656	DUAL-A	1	barber	barbe	A	2.82	3.06
bottle	balles	0.656	DUAL-A	0	bottle	balle	A	4.57	4.5
breeding	briser	0.656	DUAL-A	0	breeds	brise	A	4.08	4.11
breeding	brisé	0.656	DUAL-A	0	breeds	brise	A	4.08	4.1
breeding	brisée	0.656	DUAL-A	0	breeds	brise	A	4.08	3.62
breeding	brisés	0.656	DUAL-A	0	breeds	brise	A	4.08	3.33
breeding	brisées	0.656	DUAL-A	0	breeds	brise	A	4.08	3.23
brew	bride	0.656	DUAL-A	0	brewed	bride	A	3.64	3.41
brew	brides	0.656	DUAL-A	0	brewed	bride	A	3.64	2.86
buying	bat	0.656	DUAL-A	0	buy	bat	A	4.75	4.44
buying	bats	0.656	DUAL-A	0	buy	bats	A	4.75	3.75
buying	bas	0.656	DUAL-A	0	buys	bas	A	4.75	5.39
cheapest	chimistes	0.656	DUAL-A	0	cheapest	chimiste	A	3.75	2.94
clad	clos	0.656	DUAL-A	0	clothes	close	A	3.58	4.12
clad	clôt	0.656	DUAL-A	0	clothes	close	A	3.58	3.15
courts	corses	0.656	DUAL-A	0	courts	corse	A	4.46	3.6
courts	corsent	0.656	DUAL-A	0	courts	corse	A	4.46	2.03
cowing	ca	0.656	DUAL-A	0	cow	ca	A	1.65	5.6
cowing	cas	0.656	DUAL-A	0	cow	cas	A	1.65	5.7
cowing	k	0.656	DUAL-A	0	cow	k	A	1.65	4.59
cowing	ka	0.656	DUAL-A	0	cow	ka	A	1.65	3.55
decreed	décrivent	0.656	DUAL-A	0	decree	décris	A	3.1	3.52
exam	exhibant	0.656	DUAL-A	0	exam	exhibe	A	4.26	2.44
exam	exhumant	0.656	DUAL-A	0	exam	exhume	A	4.26	1.56
executing	excuser	0.656	DUAL-A	0	execute	excuse	A	3.54	4.07
executing	excusez	0.656	DUAL-A	0	execute	excuse	A	3.54	3.79
executing	excusé	0.656	DUAL-A	0	execute	excuse	A	3.54	3.37
executing	excusée	0.656	DUAL-A	0	execute	excuse	A	3.54	2.83
fainter	faites	0.656	DUAL-A	1	faint	faites	A	2.4	5.21
feeding	fines	0.656	DUAL-A	0	feeding	fine	A	4.28	3.92
flossing	flotter	0.656	DUAL-A	0	floss	flotte	A	2.61	3.29
flossing	flotté	0.656	DUAL-A	0	floss	flotte	A	2.61	2.51
forced	forcent	0.656	DUAL-A	1	force	forcent	A	4.83	3.37
fosters	faste	0.656	DUAL-A	0	foster	faste	A	3.11	3.21
fosters	fastes	0.656	DUAL-A	1	foster	faste	A	3.11	2.89
foxes	fax	0.656	DUAL-A	0	fox	fax	A	3.42	3.5
gowns	gagne	0.656	DUAL-A	0	gown	gagne	A	3.25	4.72
gridded	gris	0.656	DUAL-A	0	grid	gris	A	1.98	4.34
iraqi	acquit	0.656	DUAL-A	0	iraqi	acquis	A	3.95	3.06
lying	la	0.656	DUAL-A	0	lie	la	A	4.67	7.43
markers	marquent	0.656	DUAL-A	0	marker	marquent	A	3.72	3.64
parent	permit	0.656	DUAL-A	0	parenting	permit	A	4.57	3.7
parent	permis	0.656	DUAL-A	0	parenting	permit	A	4.57	5.0
paying	p	0.656	DUAL-A	0	pay	p	A	4.75	5.36
perfects	affect	0.656	DUAL-A	0	perfect	affect	A	2.27	2.86
plane	plaît	0.656	DUAL-A	0	planes	plaise	A	4.72	4.58
playe	plaine	0.656	DUAL-A	0	playing	plaine	A	1.51	4.08
playe	plaines	0.656	DUAL-A	0	playing	plaine	A	1.51	3.81
prospect	respecter	0.656	DUAL-A	0	prospect	respectent	A	4.13	4.57
prospect	respecté	0.656	DUAL-A	1	prospect	respectent	A	4.13	4.05
prospect	respectée	0.656	DUAL-A	0	prospect	respectent	A	4.13	3.61
prospect	respectés	0.656	DUAL-A	0	prospect	respectent	A	4.13	3.48
raying	rez	0.656	DUAL-A	0	ray	rez	A	1.62	3.87
raying	ré	0.656	DUAL-A	0	ray	ré	A	1.62	4.11
reactor	acte	0.656	DUAL-A	0	reactor	actes	A	3.83	4.79
reserve	rêves	0.656	DUAL-A	0	reserve	rêve	A	4.6	4.51
reserve	rêvent	0.656	DUAL-A	0	reserve	rêve	A	4.6	3.57
rowing	rot	0.656	DUAL-A	0	row	rot	A	3.39	2.93
rowing	rots	0.656	DUAL-A	0	row	rot	A	3.39	2.19
seeking	cynique	0.656	DUAL-A	0	seek	cynique	A	4.58	3.48
seeking	cyniques	0.656	DUAL-A	0	seek	cynique	A	4.58	2.92
shying	chats	0.656	DUAL-A	0	shy	chats	A	2.27	4.27
shying	chat	0.656	DUAL-A	0	shy	chats	A	2.27	4.76
snake	secs	0.656	DUAL-A	0	snake	sec	A	4.23	3.76
teamed	type	0.656	DUAL-A	0	teams	type	A	3.6	5.32
teamed	types	0.656	DUAL-A	0	teams	type	A	3.6	4.7
terrible	thermaux	0.656	DUAL-A	0	terrible	thermale	A	4.71	2.26
tying	tas	0.656	DUAL-A	0	tie	tas	A	3.68	4.54
toeing	taux	0.656	DUAL-A	0	toe	taux	A	2.33	5.03
toeing	tôt	0.656	DUAL-A	0	toe	tôt	A	2.33	4.96
towing	taux	0.656	DUAL-A	0	tow	taux	A	3.32	5.03
towing	tôt	0.656	DUAL-A	0	tow	tôt	A	3.32	4.96
trustee	tristesse	0.656	DUAL-A	1	trustees	tristesse	A	3.68	4.13
trustee	tristesses	0.656	DUAL-A	0	trustees	tristesse	A	3.68	2.28
breweries	brasserie	0.655	DUAL-A	0	brewery	brasserie	DUAL-S	3.27	3.68
brutes	bruts	0.655	DUAL-A	1	brute	brut	DUAL-S	2.6	3.41
classed	classe	0.655	DUAL-A	1	class	classe	DUAL-S	3.31	5.14
classed	classes	0.655	DUAL-A	1	class	classe	DUAL-S	3.31	4.61
compressed	compressions	0.655	DUAL-A	0	compress	compresse	DUAL-S	3.62	2.85
dreamed	dreams	0.655	DUAL-A	1	dream	dreams	DUAL-S	3.75	2.96
duchesses	duchesse	0.655	DUAL-A	1	duchess	duchesse	DUAL-S	1.94	3.88
graphed	graphe	0.655	DUAL-A	1	graph	graphe	DUAL-S	1.96	3.23
graphed	graphes	0.655	DUAL-A	1	graph	graphe	DUAL-S	1.96	2.89
grilled	grils	0.655	DUAL-A	0	grill	gril	DUAL-S	3.71	1.8
masks	masquent	0.655	DUAL-A	0	mask	masque	DUAL-S	3.88	2.66
masked	masque	0.655	DUAL-A	0	mask	masque	DUAL-S	3.65	4.29
masked	masques	0.655	DUAL-A	0	mask	masque	DUAL-S	3.65	3.87
masked	masquent	0.655	DUAL-A	0	mask	masque	DUAL-S	3.65	2.66
masques	masquent	0.655	DUAL-A	1	masque	masques	DUAL-S	2.03	2.66
pacts	pacte	0.655	DUAL-A	1	pact	pacte	DUAL-S	2.61	4.1
pees	pissant	0.655	DUAL-A	0	pee	pisse	DUAL-S	2.56	2.27
pees	pissait	0.655	DUAL-A	0	pee	pisse	DUAL-S	2.56	2.2
pose	posé	0.655	DUAL-A	1	pose	posent	DUAL-S	4.1	4.5
pose	posée	0.655	DUAL-A	1	pose	posent	DUAL-S	4.1	4.13
pose	posez	0.655	DUAL-A	1	pose	posent	DUAL-S	4.1	3.95
pose	posées	0.655	DUAL-A	1	pose	posent	DUAL-S	4.1	3.78
spored	spore	0.655	DUAL-A	1	spore	spores	DUAL-S	1.55	2.34
taxed	taxe	0.655	DUAL-A	1	tax	taxe	DUAL-S	3.52	4.49
taxed	taxes	0.655	DUAL-A	1	tax	taxe	DUAL-S	3.52	4.28
vote	voté	0.655	DUAL-A	1	vote	votes	DUAL-S	5.11	4.39
vote	votée	0.655	DUAL-A	1	vote	votes	DUAL-S	5.11	3.62
beanie	bénisse	0.655	DUAL-A	0	beanie	béni	S	2.99	3.2
casks	casque	0.655	DUAL-A	0	cask	casque	S	2.71	4.26
casks	casques	0.655	DUAL-A	0	cask	casque	S	2.71	3.68
clacks	claque	0.655	DUAL-A	0	clack	claque	S	1.56	3.9
clacks	claques	0.655	DUAL-A	0	clack	claque	S	1.56	3.27
clacks	claquent	0.655	DUAL-A	0	clack	claque	S	1.56	2.84
clucks	claque	0.655	DUAL-A	0	cluck	claque	S	1.62	3.9
clucks	claques	0.655	DUAL-A	0	cluck	claque	S	1.62	3.27
clucks	claquent	0.655	DUAL-A	0	cluck	claque	S	1.62	2.84
combe	commettent	0.655	DUAL-A	0	combe	commet	S	2.46	3.26
down	damnés	0.655	DUAL-A	0	down	damne	S	5.88	3.12
down	damné	0.655	DUAL-A	0	down	damne	S	5.88	2.75
down	damnée	0.655	DUAL-A	0	down	damne	S	5.88	2.44
down	damner	0.655	DUAL-A	0	down	damne	S	5.88	2.32
down	damnées	0.655	DUAL-A	0	down	damne	S	5.88	2.17
drawled	drôle	0.655	DUAL-A	0	drawl	drôle	S	1.7	4.84
drawled	drôles	0.655	DUAL-A	0	drawl	drôle	S	1.7	3.84
drooped	troupes	0.655	DUAL-A	0	droop	troupes	S	1.91	4.66
drooped	troupe	0.655	DUAL-A	0	droop	troupes	S	1.91	4.17
droops	troupes	0.655	DUAL-A	0	droop	troupes	S	1.66	4.66
droops	troupe	0.655	DUAL-A	0	droop	troupes	S	1.66	4.17
flacks	flaque	0.655	DUAL-A	0	flack	flaque	S	1.71	3.1
flacks	flaques	0.655	DUAL-A	0	flack	flaque	S	1.71	2.81
floor	flottent	0.655	DUAL-A	0	floored	flotte	S	4.94	2.96
pally	pâlissent	0.655	DUAL-A	0	pally	pâli	S	2.44	1.5
plucked	plaque	0.655	DUAL-A	0	pluck	plaque	S	3.18	4.37
plucked	plaques	0.655	DUAL-A	0	pluck	plaque	S	3.18	4.15
plucks	plaque	0.655	DUAL-A	0	pluck	plaque	S	2.27	4.37
plucks	plaques	0.655	DUAL-A	0	pluck	plaque	S	2.27	4.15
quacks	couac	0.655	DUAL-A	0	quack	couac	S	2.6	2.68
quacks	couacs	0.655	DUAL-A	0	quack	couac	S	2.6	2.52
ready	redites	0.655	DUAL-A	0	readies	redisent	S	5.28	2.56
ready	redite	0.655	DUAL-A	0	readies	redisent	S	5.28	2.37
ruddy	redites	0.655	DUAL-A	0	ruddy	redis	S	3.01	2.56
ruddy	redite	0.655	DUAL-A	0	ruddy	redis	S	3.01	2.37
seeder	citant	0.655	DUAL-A	0	seeder	cité	S	1.82	3.59
track	trax	0.655	DUAL-A	0	tracks	trax	S	5.02	2.04
trussed	traces	0.655	DUAL-A	0	truss	traces	S	2.19	4.46
trussed	trace	0.655	DUAL-A	0	truss	traces	S	2.19	4.37
bawd	botta	0.655	DUAL-A	0	bawd	botte	STRICT-GOLD	1.63	2.24
briefest	briefé	0.655	DUAL-A	0	brief	briefe	STRICT-GOLD	2.34	2.02
briefest	briefer	0.655	DUAL-A	1	brief	briefe	STRICT-GOLD	2.34	1.88
briefest	briefés	0.655	DUAL-A	1	brief	briefe	STRICT-GOLD	2.34	1.53
caps	cassent	0.655	DUAL-A	0	caps	casse	STRICT-GOLD	4.15	3.44
castle	cales	0.655	DUAL-A	0	castle	cale	STRICT-GOLD	4.45	2.98
cede	citant	0.655	DUAL-A	0	cede	citent	STRICT-GOLD	2.86	3.59
creeps	grippe	0.655	DUAL-A	0	creep	grippe	STRICT-GOLD	3.38	3.91
creeps	grippes	0.655	DUAL-A	0	creep	grippe	STRICT-GOLD	3.38	2.12
damned	dindes	0.655	DUAL-A	0	damned	dinde	STRICT-GOLD	3.87	2.72
deeds	dire	0.655	DUAL-A	0	deeds	disent	STRICT-GOLD	3.79	5.96
feds	faire	0.655	DUAL-A	0	fed	fait	STRICT-GOLD	3.52	6.34
fez	fessait	0.655	DUAL-A	0	fez	fesse	STRICT-GOLD	2.97	2.19
funk	facs	0.655	DUAL-A	0	funk	fac	STRICT-GOLD	3.71	2.84
goal	gauler	0.655	DUAL-A	0	goal	gaule	STRICT-GOLD	5.06	2.42
goal	gaulé	0.655	DUAL-A	0	goal	gaule	STRICT-GOLD	5.06	2.1
goal	gaulée	0.655	DUAL-A	0	goal	gaule	STRICT-GOLD	5.06	1.82
grant	grande	0.655	DUAL-A	0	granted	grande	STRICT-GOLD	4.67	5.6
grant	grandes	0.655	DUAL-A	0	granted	grande	STRICT-GOLD	4.67	5.11
grassed	grasses	0.655	DUAL-A	1	grass	grasses	STRICT-GOLD	2.35	3.37
grassed	grasse	0.655	DUAL-A	1	grass	grasses	STRICT-GOLD	2.35	3.9
leads	lire	0.655	DUAL-A	0	leads	lisent	STRICT-GOLD	4.65	5.22
meant	mettre	0.655	DUAL-A	0	meant	mettent	STRICT-GOLD	4.94	5.55
patched	patch	0.655	DUAL-A	1	patches	patch	STRICT-GOLD	3.19	3.39
patched	patchs	0.655	DUAL-A	1	patches	patch	STRICT-GOLD	3.19	2.91
patched	patches	0.655	DUAL-A	1	patches	patch	STRICT-GOLD	3.19	2.24
pease	pissant	0.655	DUAL-A	0	pease	pissent	STRICT-GOLD	2.8	2.27
pease	pissait	0.655	DUAL-A	0	pease	pissent	STRICT-GOLD	2.8	2.2
prescribe	prescrite	0.655	DUAL-A	1	prescribed	prescrits	STRICT-GOLD	3.39	2.97
prescribe	prescrites	0.655	DUAL-A	1	prescribed	prescrits	STRICT-GOLD	3.39	2.91
readier	redites	0.655	DUAL-A	0	ready	redis	STRICT-GOLD	1.6	2.56
readier	redite	0.655	DUAL-A	1	ready	redis	STRICT-GOLD	1.6	2.37
road	rôder	0.655	DUAL-A	0	road	rôde	STRICT-GOLD	5.24	2.53
road	rôdé	0.655	DUAL-A	0	road	rôde	STRICT-GOLD	5.24	2.31
stun	stade	0.655	DUAL-A	0	stunned	stade	STRICT-GOLD	3.37	4.85
stun	stades	0.655	DUAL-A	0	stunned	stade	STRICT-GOLD	3.37	3.85
telephoned	tels	0.655	DUAL-A	0	telephone	tels	STRICT-GOLD	2.91	4.81
trapped	trappes	0.655	DUAL-A	1	trapped	trappe	STRICT-GOLD	4.19	3.2
traps	trappe	0.655	DUAL-A	0	trapped	trappe	STRICT-GOLD	3.76	3.52
traps	trappes	0.655	DUAL-A	1	trapped	trappe	STRICT-GOLD	3.76	3.2
buyers	basé	0.655	DUAL-A	0	buyers	base	LOOP4	4.16	4.36
buyers	basée	0.655	DUAL-A	0	buyers	base	LOOP4	4.16	4.26
buyers	basés	0.655	DUAL-A	0	buyers	base	LOOP4	4.16	3.74
buyers	basées	0.655	DUAL-A	0	buyers	base	LOOP4	4.16	3.69
buys	basé	0.655	DUAL-A	0	buys	base	LOOP4	3.93	4.36
buys	basée	0.655	DUAL-A	0	buys	base	LOOP4	3.93	4.26
buys	basés	0.655	DUAL-A	0	buys	base	LOOP4	3.93	3.74
buys	basées	0.655	DUAL-A	0	buys	base	LOOP4	3.93	3.69
creating	crie	0.655	DUAL-A	0	create	crier	LOOP2	4.69	4.02
creating	crient	0.655	DUAL-A	0	create	crier	LOOP2	4.69	3.54
creating	criait	0.655	DUAL-A	0	create	crier	LOOP2	4.69	3.37
creating	cries	0.655	DUAL-A	0	create	crier	LOOP2	4.69	3.07
peas	pissant	0.655	DUAL-A	0	peas	pisse	LOOP2	3.65	2.27
peas	pissait	0.655	DUAL-A	0	peas	pisse	LOOP2	3.65	2.2
scored	score	0.655	DUAL-A	1	scored	scores	LOOP4	4.63	4.51
sorties	sortant	0.655	DUAL-A	0	sortie	sort	LOOP4	2.68	4.33
stickered	stick	0.655	DUAL-A	0	stickers	stick	LOOP2	1.51	3.15
stickered	sticks	0.655	DUAL-A	0	stickers	stick	LOOP2	1.51	2.52
stored	store	0.655	DUAL-A	1	store	stores	LOOP6	4.18	3.82
type	tapé	0.655	DUAL-A	0	type	tape	LOOP2	5.27	3.72
acme	amis	0.655	DUAL-A	0	acme	amie	GOLD	2.89	5.26
acme	ami	0.655	DUAL-A	0	acme	amie	GOLD	2.89	5.09
acme	amies	0.655	DUAL-A	0	acme	amie	GOLD	2.89	4.14
baud	botta	0.655	DUAL-A	0	baud	botte	GOLD	2.33	2.24
bawdy	bondissent	0.655	DUAL-A	0	bawdy	bondi	GOLD	2.56	2.21
beasts	pistes	0.655	DUAL-A	0	beast	pistes	GOLD	3.7	4.35
beasts	piste	0.655	DUAL-A	0	beast	pistes	GOLD	3.7	4.63
beasts	pistent	0.655	DUAL-A	0	beast	pistes	GOLD	3.7	1.81
beefy	méfient	0.655	DUAL-A	0	beefy	méfie	GOLD	2.74	2.79
beefier	méfie	0.655	DUAL-A	0	beefy	méfie	GOLD	1.74	3.62
beefier	méfient	0.655	DUAL-A	0	beefy	méfie	GOLD	1.74	2.79
behave	bavent	0.655	DUAL-A	0	behave	bave	GOLD	4.0	2.38
behave	baves	0.655	DUAL-A	0	behave	bave	GOLD	4.0	2.19
blah	blanche	0.655	DUAL-A	0	blah	blanc	GOLD	3.88	4.83
blah	blanches	0.655	DUAL-A	0	blah	blanc	GOLD	3.88	4.23
bulk	bacs	0.655	DUAL-A	0	bulk	bac	GOLD	4.19	3.5
burry	paris	0.655	DUAL-A	0	burry	pari	GOLD	2.3	5.71
casts	caste	0.655	DUAL-A	1	cast	caste	GOLD	3.58	3.46
casts	castes	0.655	DUAL-A	1	cast	caste	GOLD	3.58	3.0
cheer	terres	0.655	DUAL-A	0	cheer	terre	GOLD	4.06	4.63
cheer	terrent	0.655	DUAL-A	0	cheer	terre	GOLD	4.06	2.09
clung	cligne	0.655	DUAL-A	0	cling	cligne	GOLD	2.98	2.55
code	codé	0.655	DUAL-A	1	code	codes	GOLD	5.08	3.21
code	coder	0.655	DUAL-A	1	code	codes	GOLD	5.08	3.01
code	codés	0.655	DUAL-A	0	code	codes	GOLD	5.08	2.68
code	codée	0.655	DUAL-A	1	code	codes	GOLD	5.08	2.6
code	codées	0.655	DUAL-A	1	code	codes	GOLD	5.08	2.53
coil	coller	0.655	DUAL-A	0	coil	colle	GOLD	3.73	4.03
coil	collé	0.655	DUAL-A	0	coil	colle	GOLD	3.73	3.81
coil	collée	0.655	DUAL-A	0	coil	colle	GOLD	3.73	3.26
coil	collés	0.655	DUAL-A	0	coil	colle	GOLD	3.73	3.25
cracked	cracks	0.655	DUAL-A	1	cracked	crack	GOLD	3.99	2.47
dime	damer	0.655	DUAL-A	0	dime	dame	GOLD	3.66	2.3
dime	damé	0.655	DUAL-A	0	dime	dame	GOLD	3.66	1.99
dime	damée	0.655	DUAL-A	0	dime	dame	GOLD	3.66	1.7
dime	damées	0.655	DUAL-A	0	dime	dame	GOLD	3.66	1.53
doomed	doutent	0.655	DUAL-A	0	doomed	doute	GOLD	3.77	3.3
doubt	daté	0.655	DUAL-A	0	doubt	datent	GOLD	4.9	3.71
doubt	datée	0.655	DUAL-A	0	doubt	datent	GOLD	4.9	3.66
dude	doutais	0.655	DUAL-A	0	dude	doute	GOLD	4.81	3.38
dude	doutait	0.655	DUAL-A	0	dude	doute	GOLD	4.81	3.35
escheat	incitent	0.655	DUAL-A	0	escheat	incite	GOLD	1.49	3.18
exodus	excéder	0.655	DUAL-A	0	exodus	excède	GOLD	3.69	3.18
exodus	excédé	0.655	DUAL-A	0	exodus	excède	GOLD	3.69	3.04
exodus	excédés	0.655	DUAL-A	0	exodus	excède	GOLD	3.69	2.56
exodus	excédée	0.655	DUAL-A	0	exodus	excède	GOLD	3.69	2.41
fasts	faste	0.655	DUAL-A	1	fast	faste	GOLD	2.53	3.21
fasts	fastes	0.655	DUAL-A	1	fast	faste	GOLD	2.53	2.89
fests	vestes	0.655	DUAL-A	0	fest	vestes	GOLD	2.32	3.36
fests	veste	0.655	DUAL-A	0	fest	vestes	GOLD	2.32	4.22
flashed	flashes	0.655	DUAL-A	1	flash	flashes	GOLD	3.35	2.47
flats	flatte	0.655	DUAL-A	0	flat	flatte	GOLD	3.77	3.0
flats	flattent	0.655	DUAL-A	0	flat	flatte	GOLD	3.77	2.21
fleeces	lisse	0.655	DUAL-A	0	fleece	lisse	GOLD	2.07	3.82
fleeces	lisses	0.655	DUAL-A	0	fleece	lisse	GOLD	2.07	3.47
fleshes	lèche	0.655	DUAL-A	0	flesh	lèche	GOLD	1.75	3.5
fleshes	lèchent	0.655	DUAL-A	0	flesh	lèche	GOLD	1.75	2.46
fleshes	lèches	0.655	DUAL-A	0	flesh	lèche	GOLD	1.75	2.45
forging	forgé	0.655	DUAL-A	0	forge	forges	GOLD	3.32	3.51
forging	forgée	0.655	DUAL-A	0	forge	forges	GOLD	3.32	2.95
forging	forgés	0.655	DUAL-A	0	forge	forges	GOLD	3.32	2.58
gary	guérissent	0.655	DUAL-A	0	gary	guéri	GOLD	4.39	2.81
greeks	crique	0.655	DUAL-A	0	greek	crique	GOLD	3.72	2.98
greeks	criques	0.655	DUAL-A	0	greek	crique	GOLD	3.72	2.58
grit	grise	0.655	DUAL-A	0	grit	gris	GOLD	3.43	3.94
grit	grises	0.655	DUAL-A	0	grit	gris	GOLD	3.43	3.36
kyle	calé	0.655	DUAL-A	0	kyle	cale	GOLD	4.14	3.33
kyle	caler	0.655	DUAL-A	0	kyle	cale	GOLD	4.14	3.24
kyle	calée	0.655	DUAL-A	0	kyle	cale	GOLD	4.14	2.66
lackey	acquit	0.655	DUAL-A	0	lackey	acquis	GOLD	2.87	3.06
leaky	ligue	0.655	DUAL-A	0	leaky	ligués	GOLD	3.06	4.86
leaky	ligues	0.655	DUAL-A	0	leaky	ligués	GOLD	3.06	3.48
leaky	liguent	0.655	DUAL-A	0	leaky	ligués	GOLD	3.06	1.99
lease	lisant	0.655	DUAL-A	0	leases	lise	GOLD	4.17	3.91
leeds	lire	0.655	DUAL-A	0	leeds	lise	GOLD	4.01	5.22
lends	laide	0.655	DUAL-A	0	lend	laide	GOLD	3.36	3.38
lends	laid	0.655	DUAL-A	0	lend	laide	GOLD	3.36	3.62
lends	laids	0.655	DUAL-A	0	lend	laide	GOLD	3.36	2.89
lends	laides	0.655	DUAL-A	0	lend	laide	GOLD	3.36	2.77
lifted	lifts	0.655	DUAL-A	0	lifted	lift	GOLD	4.1	1.62
live	laver	0.655	DUAL-A	0	live	lave	GOLD	5.54	4.16
live	lavé	0.655	DUAL-A	0	live	lave	GOLD	5.54	3.5
live	lavez	0.655	DUAL-A	0	live	lave	GOLD	5.54	3.01
live	lavée	0.655	DUAL-A	0	live	lave	GOLD	5.54	2.89
matched	matches	0.655	DUAL-A	1	match	matches	GOLD	4.01	4.1
matched	match	0.655	DUAL-A	1	match	matchs	GOLD	4.01	5.25
method	met	0.655	DUAL-A	0	method	mette	GOLD	4.8	5.12
method	mets	0.655	DUAL-A	0	method	mette	GOLD	4.8	4.76
middle	milles	0.655	DUAL-A	0	middle	mille	GOLD	5.18	3.84
might	mater	0.655	DUAL-A	0	might	mate	GOLD	5.66	3.73
might	maté	0.655	DUAL-A	0	might	mate	GOLD	5.66	3.07
peaty	périssent	0.655	DUAL-A	0	peaty	péri	GOLD	2.29	2.75
performer	paumes	0.655	DUAL-A	0	performer	paume	GOLD	3.8	2.84
peris	pays	0.655	DUAL-A	0	peri	pays	GOLD	2.0	5.79
person	peines	0.655	DUAL-A	0	person	peine	GOLD	5.55	4.13
person	peinent	0.655	DUAL-A	0	person	peine	GOLD	5.55	3.06
prepared	primaires	0.655	DUAL-A	0	prepare	primaire	GOLD	4.74	4.13
pushed	postes	0.655	DUAL-A	0	pushed	poste	GOLD	4.43	4.58
rise	raser	0.655	DUAL-A	0	rise	rase	GOLD	4.81	3.65
rise	rasé	0.655	DUAL-A	0	rise	rase	GOLD	4.81	3.53
rise	rasée	0.655	DUAL-A	0	rise	rase	GOLD	4.81	3.09
rise	rasés	0.655	DUAL-A	0	rise	rase	GOLD	4.81	2.91
rode	rôder	0.655	DUAL-A	0	rode	rôde	GOLD	3.91	2.53
rode	rôdé	0.655	DUAL-A	0	rode	rôde	GOLD	3.91	2.31
sally	salissent	0.655	DUAL-A	0	sally	sali	GOLD	3.97	2.49
scram	crament	0.655	DUAL-A	0	scram	crame	GOLD	2.35	1.99
seedy	cite	0.655	DUAL-A	0	seedy	citer	GOLD	2.83	4.35
seedier	cite	0.655	DUAL-A	0	seedy	citer	GOLD	1.61	4.35
sentence	certaine	0.655	DUAL-A	0	sentence	certaines	GOLD	4.58	4.8
settles	certaines	0.655	DUAL-A	0	settling	certaines	GOLD	3.39	5.23
settles	certaine	0.655	DUAL-A	0	settling	certaines	GOLD	3.39	4.8
shinny	génies	0.655	DUAL-A	0	shinny	génie	GOLD	2.02	3.57
slick	secs	0.655	DUAL-A	0	slick	sec	GOLD	3.71	3.76
slicker	sec	0.655	DUAL-A	0	slick	sec	GOLD	2.46	4.44
slicker	secs	0.655	DUAL-A	0	slick	sec	GOLD	2.46	3.76
speared	spire	0.655	DUAL-A	0	spear	spire	GOLD	2.4	2.9
speared	spires	0.655	DUAL-A	0	spear	spire	GOLD	2.4	2.34
stan	stades	0.655	DUAL-A	0	stan	stade	GOLD	4.06	3.85
suit	soudant	0.655	DUAL-A	0	suit	soude	GOLD	4.7	2.15
tracks	traque	0.655	DUAL-A	0	track	traque	GOLD	4.45	3.51
tracks	traquent	0.655	DUAL-A	0	track	traque	GOLD	4.45	2.59
trimmed	trime	0.655	DUAL-A	1	trim	trime	GOLD	3.47	2.18
trimmed	triment	0.655	DUAL-A	0	trim	trime	GOLD	3.47	2.06
trimmed	trimes	0.655	DUAL-A	1	trim	trime	GOLD	3.47	1.69
vine	vanner	0.655	DUAL-A	0	vine	vanne	GOLD	3.73	2.37
vine	vanné	0.655	DUAL-A	0	vine	vanne	GOLD	3.73	2.18
vine	vannée	0.655	DUAL-A	0	vine	vanne	GOLD	3.73	1.9
