score	sound	cos	hops	seed	endpoint	chain
0.4999	0.822	0.392	6	misery	coûtent	en:misery ~ en:miserable ≈ fr:mais rebelles ~ fr:et rebelles ≈ en:adorable ~ en:cute ≈ fr:coûtent
0.4999	0.876	0.429	6	beading	crient chez	en:beading ~ en:bead ≈ fr:bite ~ fr:bites ≈ en:beast ~ en:creature ≈ fr:crient chez
0.4999	0.936	0.466	6	solved	sain seize	en:solved ~ en:solve ≈ fr:salve ~ fr:sain ses ≈ en:sensor ~ en:sensors ≈ fr:sain seize
0.4998	0.897	0.443	5	weak	haines fosses	en:weak = fr:faible ≈ en:fell ~ en:fallen ≈ fr:fol haines ~ fr:haines fosses
0.4998	0.876	0.429	6	ceremonies	du	en:ceremonies ≈ fr:sermon aise ~ en:preach ≈ fr:prises ~ fr:digue ≈ en:dig ~ fr:du
0.4998	0.901	0.445	6	liberties	laisser	en:liberties ≈ fr:levait aise ~ fr:las aise ≈ en:losses ~ en:loss ≈ fr:laisse ~ fr:laisser
0.4998	0.946	0.472	6	sustain	liner	en:sustain ≈ fr:cessent haine ~ fr:lacs haines ≈ en:line ~ fr:line ≈ en:liner ~ fr:liner
0.4997	0.833	0.400	6	drops	drague	en:drops ~ fr:drop ≈ en:draw ~ en:drawing ≈ fr:drogue = en:drug ≈ fr:drague
0.4997	0.907	0.449	6	petty	eds	en:petty ≈ fr:permit ~ en:permitted ≈ fr:pâment aide ~ fr:aide ≈ en:ed ~ fr:eds
0.4997	0.863	0.421	6	classy	clos	en:classy = fr:classe ≈ en:class ~ en:classes ≈ fr:close ~ en:close ≈ fr:clos
0.4997	0.960	0.480	6	beet	but	en:beet ≈ fr:bite ~ en:bite ≈ fr:battent ~ fr:batte ≈ en:but ~ fr:but
0.4997	0.970	0.485	6	suitable	cloche	en:suitable ≈ fr:suent belle ~ fr:belles ≈ en:belle ~ fr:belle ≈ en:bell = fr:cloche
0.4997	0.911	0.452	5	swept	boucle	en:swept ~ en:broom ≈ fr:boum = en:boom ≈ fr:boument ~ fr:boucle
0.4996	0.876	0.430	6	ceremonies	toi	en:ceremonies ≈ fr:sermon aise ~ en:preach ≈ fr:prises ~ fr:digue ≈ en:dig ~ fr:toi
0.4996	0.861	0.420	6	referee	brève	en:referee ≈ fr:rêverie ~ fr:rêve ≈ en:refs ~ en:ref ≈ fr:brefs ~ fr:brève
0.4995	0.929	0.462	6	tested	dis aise	en:tested = fr:testés ≈ en:test ~ fr:test ≈ en:dissed ~ en:disses ≈ fr:dis aise
0.4995	0.877	0.430	6	declared	claques	en:declared ~ en:declare ≈ fr:clair = en:clear ≈ fr:clerc ~ en:clerk ≈ fr:claques
0.4995	0.906	0.449	6	apex	excel	en:apex ≈ fr:épais ex ~ fr:ex ès ≈ en:excess = fr:excès ≈ en:excel ~ fr:excel
0.4995	0.896	0.443	6	streak	limiter	en:streak ≈ fr:strictes ~ fr:stricte ≈ en:strict ~ fr:strict ≈ en:restrict = fr:limiter
0.4994	0.825	0.395	6	guest	caste	en:guest ~ en:guests ≈ fr:caisse ~ fr:caisses ≈ en:curse ~ en:cursed ≈ fr:caste
0.4994	0.897	0.443	5	clerk	déclarer	en:clerk ~ fr:clerc ≈ en:clear = fr:clair ≈ en:declare = fr:déclarer
0.4994	0.839	0.405	6	planting	pleines	en:planting ~ en:planted ≈ fr:plane ~ en:plane ≈ fr:plaine = en:plain ≈ fr:pleines
0.4994	0.920	0.457	6	whichever	cooper	en:whichever ≈ fr:huit cheveux ~ fr:cheveux ≈ en:chevy ~ fr:coupe ≈ en:cooper ~ fr:cooper
0.4994	0.881	0.433	6	kopje	bétail	en:kopje ≈ fr:copie ~ en:copies ≈ fr:case ~ fr:cases ≈ en:cows ~ fr:bétail
0.4994	0.842	0.407	2	worry	arides	en:worry ~ en:worried ≈ fr:arides
0.4993	0.970	0.485	6	reed	rient	en:reed ≈ fr:rides ~ fr:ride ≈ en:reader ~ en:readers ≈ fr:rient aise ~ fr:rient
0.4993	0.882	0.434	5	views	iso	en:views ~ en:view ≈ fr:vous ~ en:ti ≈ fr:tas ~ fr:iso
0.4993	0.851	0.413	6	extremely	rimes	en:extremely ~ fr:extrême ≈ en:extreme = fr:extrêmes ≈ en:irked rim ~ en:rim ≈ fr:rimes
0.4993	0.869	0.425	3	chen	national	en:chen ~ fr:chenal ≈ en:national ~ fr:national
0.4992	0.806	0.381	6	awarded	experts	en:awarded ~ en:award ≈ fr:horde ~ fr:et horde ≈ en:afford ~ en:expense ≈ fr:experts
0.4992	0.834	0.401	6	flat	plateformes	en:flat = fr:plat ≈ en:apply ~ en:applied ≈ fr:plate = en:platform ≈ fr:plateformes
0.4992	0.860	0.420	5	bow	irlandais	en:bow = fr:arc ≈ en:ark = fr:arche ≈ en:irish ~ fr:irlandais
0.4992	0.929	0.463	3	macro	micro	en:macro ~ fr:macro ≈ en:micro ~ fr:micro
0.4991	0.878	0.432	3	larvae	animé	en:larvae ~ fr:larve lies ≈ en:lively = fr:animé
0.4991	0.851	0.414	6	crashed	crient	en:crashed ~ en:crashes ≈ fr:crise ~ fr:crises ≈ en:carries ~ en:carry ≈ fr:crient
0.4991	0.820	0.391	3	grabbed	vigne	en:grabbed ~ en:grabs ≈ fr:grappe ~ fr:vigne
0.4991	0.917	0.456	6	cord	cons	en:cord ≈ fr:codes ~ en:codes ≈ fr:cause ~ en:causes ≈ fr:cons aise ~ fr:cons
0.4991	0.880	0.433	6	bullied	plaider	en:bullied ~ en:bully ≈ fr:plie ~ fr:plisse ≈ en:pleat ~ en:pleader ≈ fr:plaider
0.4991	0.849	0.412	3	bullets	bouchées	en:bullets ~ en:bullet ≈ fr:boulettes ~ fr:bouchées
0.4991	0.968	0.484	3	spoiled	carter	en:spoiled = fr:gâté ≈ en:carter ~ fr:carter
0.4990	0.882	0.434	5	fled	ça	en:fled ~ en:flee ≈ fr:lie ~ en:lie ≈ fr:là ~ fr:ça
0.4990	0.919	0.457	6	teeny	drole	en:teeny ≈ fr:fini ~ fr:finie ≈ en:funny ~ fr:drôle ≈ en:drool ~ fr:drole
0.4990	0.879	0.432	6	beanie	paul	en:beanie ~ en:bean ≈ fr:bine ~ en:gut ≈ fr:gâte = en:spoil ≈ fr:paul
0.4988	0.890	0.440	5	ore	ascenseur	en:ore ~ fr:horace ≈ en:auras ~ en:it aura ≈ fr:instaurer ~ fr:ascenseur
0.4987	0.942	0.471	6	pleasing	met aide	en:pleasing ≈ fr:plies in ~ fr:plient in ≈ en:pleading ~ en:pleaded ≈ fr:plient aide ~ fr:met aide
0.4987	0.945	0.472	2	obsessed	este	en:obsessed ≈ fr:aubes est ~ fr:este
0.4987	0.957	0.479	2	footballer	fait bol	en:footballer ≈ fr:fait bolée ~ fr:fait bol
0.4986	0.928	0.463	4	kooky	conquis	en:kooky ≈ fr:cookie ~ en:cookies ≈ fr:conquise ~ fr:conquis
0.4986	0.863	0.422	5	boiled	bouteille	en:boiled ~ en:boil ≈ fr:ball ~ fr:balle ≈ en:bottle ~ fr:bouteille
0.4985	0.849	0.413	3	mad in	meilleures	en:mad in ≈ fr:médecine ~ en:medicare ≈ fr:meilleures
0.4985	0.919	0.458	6	disposal	des ève	en:disposal ≈ fr:dispos elle ~ fr:gras elle ≈ en:gravel ~ en:dusty ≈ fr:des tee ~ fr:des ève
0.4985	0.891	0.441	6	caused	conique	en:caused ~ fr:cause ≈ en:cause ~ en:causes ≈ fr:cons aise ~ en:conic ≈ fr:conique
0.4984	0.916	0.456	6	closest	ses hic	en:closest ≈ fr:clous est ~ fr:braquent est ≈ en:practiced ~ en:practice ≈ fr:braquent hisse ~ fr:ses hic
0.4984	0.878	0.432	6	blues	flot	en:blues ~ fr:blues ≈ en:blows ~ en:blow ≈ fr:flow ~ en:flow ≈ fr:flot
0.4983	0.870	0.427	2	floating	flow	en:floating ~ en:float ≈ fr:flow
0.4983	0.861	0.421	6	shake	body	en:shake ~ fr:shake ≈ en:sake ~ fr:bondes ≈ en:bawd ~ en:bawdy ≈ fr:body
0.4983	0.800	0.377	2	lengths	laine	en:lengths ~ en:length ≈ fr:laine
0.4983	0.944	0.472	6	crust	craque	en:crust = fr:croûte ≈ en:cruet ~ en:cruck ≈ fr:crack ~ en:crack ≈ fr:craque
0.4982	0.924	0.461	3	passive	percevoir	en:passive ~ fr:passive ≈ en:perceive = fr:percevoir
0.4982	0.924	0.461	6	council	des	en:council ≈ fr:cannes elle ~ fr:gras elle ≈ en:gravel ~ en:dusty ≈ fr:des tee ~ fr:des
0.4982	0.936	0.468	6	ripped	rient	en:ripped ≈ fr:rift ~ fr:rient rift ≈ en:retrieved ~ en:retrieve ≈ fr:rient rive ~ fr:rient
0.4981	0.948	0.475	6	prestige	prirent	en:prestige ≈ fr:presse tiges ~ en:presses ≈ fr:précise ~ fr:précis ≈ en:prissy ~ fr:prirent
0.4981	0.913	0.454	5	pair	anticipe	en:pair ~ fr:pair ≈ en:prayer ~ en:pray ≈ fr:prés ~ fr:anticipe
0.4981	0.901	0.447	6	fit evil	dallas	en:fit evil ≈ fr:festival ~ en:festival ≈ fr:cessent vol ~ fr:délaisse ≈ en:dallas ~ fr:dallas
0.4981	0.878	0.433	6	beacon	réunis	en:beacon ≈ fr:bic haines ~ fr:rez haines ≈ en:rain ~ en:rainy ≈ fr:réunies ~ fr:réunis
0.4979	0.866	0.425	6	beading	bits	en:beading ~ en:bead ≈ fr:bites ~ fr:bite ≈ en:beats ~ en:beat ≈ fr:bits
0.4978	0.882	0.436	6	type	coude	en:type ~ fr:type ≈ en:tape = fr:cassette ≈ en:cosset ~ en:coot ≈ fr:coude
0.4978	0.939	0.470	6	teller	kim	en:teller ≈ fr:tels ~ en:tel ≈ fr:telle ~ fr:comme ≈ en:kim ~ fr:kim
0.4978	0.908	0.452	6	rendered	ondes	en:rendered ≈ fr:reines aide ~ fr:reines ≈ en:redden ~ en:reddest ≈ fr:raies est ~ fr:ondes
0.4977	0.836	0.405	2	law	love	en:law ~ en:laws ≈ fr:love
0.4977	0.889	0.440	6	gain	aine	en:gain ~ fr:gaine ≈ en:guessing ~ en:guessed ≈ fr:est ~ en:en ≈ fr:aine
0.4977	0.940	0.471	6	short	chemise	en:short ≈ fr:short = en:shorts ≈ fr:shirts ~ fr:chemises ≈ en:chemise ~ fr:chemise
0.4977	0.843	0.410	3	venues	vins	en:venues ~ en:venue ≈ fr:veine ~ fr:vins
0.4977	0.874	0.431	6	brain	sem	en:brain ~ fr:cervelle ≈ en:settle ~ en:settling ≈ fr:certaines = en:some ≈ fr:sem
0.4976	0.864	0.424	5	deepest	prêts	en:deepest ~ fr:profonde ≈ en:preferred ~ en:prefers ≈ fr:prêt aise ~ fr:prêts
0.4976	0.983	0.494	6	litre	reid	en:litre ≈ fr:lire = en:read ≈ fr:rides ~ fr:ride ≈ en:reid ~ fr:reid
0.4976	0.966	0.485	6	softly	savent ouais	en:softly ≈ fr:savent lis ~ fr:sait lès ≈ en:settlers ~ en:settler ≈ fr:sait les ~ fr:savent ouais
0.4975	0.888	0.440	6	courses	qui	en:courses ~ en:classes ≈ fr:clans aise ~ en:clan ≈ fr:clé ~ en:key ≈ fr:qui
0.4975	0.914	0.456	6	controlled	rôles	en:controlled ~ en:control ≈ fr:con troll ~ en:troll ≈ fr:roll ~ en:roll ≈ fr:rôles
0.4975	0.933	0.467	6	colly	coccinelle	en:colly ≈ fr:colis = en:parcel ≈ fr:pas elle ~ fr:but elle ≈ en:beetle = fr:coccinelle
0.4974	0.858	0.420	6	secular	faites	en:secular = fr:laïque ≈ en:leak = fr:fuite ≈ en:feet ~ en:foot ≈ fr:faites
0.4974	0.916	0.457	6	christ	caisse	en:christ ~ fr:christ ≈ en:crest = fr:crête ≈ en:caressed ~ en:caress ≈ fr:caisse
0.4974	0.896	0.445	6	leaking	lisent	en:leaking ~ en:leak ≈ fr:ligue = en:league ≈ fr:ligues = en:leagues ≈ fr:lisent
0.4974	0.845	0.411	6	dish	plat sommes	en:dish = fr:plat ≈ en:apply ~ en:applied ≈ fr:plate = en:platform ≈ fr:plat sommes
0.4974	0.864	0.424	3	being	éditeur	en:being = fr:être ≈ en:editor = fr:éditeur
0.4973	0.878	0.434	6	beacon	réunie	en:beacon ≈ fr:bic haines ~ fr:rez haines ≈ en:rain ~ en:rainy ≈ fr:réunis ~ fr:réunie
0.4973	0.947	0.475	4	club	clame	en:club ~ fr:club ≈ en:clem ~ en:clam ≈ fr:clame
0.4973	0.874	0.431	5	dele	lilly	en:dele ~ fr:lui ≈ en:louis ~ fr:louis ≈ en:lily ~ fr:lilly
0.4973	0.906	0.451	6	gases	pli	en:gases ~ fr:pline ≈ en:pleading = fr:plaider ≈ en:pleader ~ en:plea ≈ fr:pli
0.4973	0.843	0.410	6	drug	donnes	en:drug = fr:drogue ≈ en:drugs ~ fr:drogues ≈ en:draw ~ en:drawn ≈ fr:donnes
0.4972	0.900	0.448	6	short	chasser	en:short ≈ fr:short = en:shorts ≈ fr:shirts ~ en:shirts ≈ fr:chasse ~ fr:chasser
0.4972	0.869	0.428	5	referred	rites	en:referred ~ en:referenced ≈ fr:retraite = en:retreat ≈ fr:rites rite ~ fr:rites
0.4972	0.855	0.418	6	pass	pop	en:pass = fr:passent ≈ en:pipes ~ en:pipe ≈ fr:papes = en:pope ≈ fr:pop
0.4972	0.909	0.453	6	sunset	saône	en:sunset ≈ fr:saines êtes ~ fr:sain ose ≈ en:senores ~ en:senors ≈ fr:saine ~ fr:saône
0.4972	0.966	0.485	2	tender	tain paul	en:tender ≈ fr:tain des ~ fr:tain paul
0.4972	0.863	0.424	5	maker	même	en:maker ~ en:makes ≈ fr:max ~ en:maximum ≈ fr:macs même ~ fr:même
0.4971	0.961	0.483	2	why	résonne	en:why ~ en:reason ≈ fr:résonne
0.4971	0.889	0.441	6	freeman	libre	en:freeman ≈ fr:frime ~ fr:frémit ≈ en:freebie ~ en:free ≈ fr:frit ~ fr:libre
0.4971	0.915	0.457	6	bought	poser	en:bought ≈ fr:bottes = en:boots ≈ fr:poutsent ~ fr:posent ≈ en:pose = fr:poser
0.4971	0.867	0.427	2	submission	paient chaîne	en:submission ~ en:petition ≈ fr:paient chaîne
0.4971	0.954	0.479	6	disguise	tique	en:disguise ~ fr:déguise ≈ en:techies ~ en:tech ≈ fr:teck = en:teak ≈ fr:tique
0.4970	0.836	0.405	2	venues	veine	en:venues ~ en:venue ≈ fr:veine
0.4970	0.893	0.443	6	utter	six	en:utter ~ en:sim ≈ fr:cime ~ fr:cimes ≈ en:seem ~ en:seems ≈ fr:six
0.4969	0.866	0.426	6	ordered	horde	en:ordered ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:ordres ~ en:orders ≈ fr:horde
0.4968	0.890	0.442	6	closing	pote	en:closing ~ fr:closes ≈ en:clause ~ fr:clause ≈ en:claws ~ en:pawed ≈ fr:pote
0.4968	0.910	0.454	6	matters	match	en:matters ≈ fr:mat aise ~ fr:mat chaise ≈ en:matches ~ fr:matches ≈ en:match ~ fr:match
0.4968	0.855	0.419	6	grain	grille	en:grain ~ en:grains ≈ fr:grise ~ fr:grises ≈ en:greens ~ en:greeny ≈ fr:grille
0.4968	0.914	0.456	3	it aura	zeitung	en:it aura ~ en:auras ≈ fr:horace ~ fr:zeitung
0.4968	0.876	0.433	2	crafts	kraft	en:crafts ~ en:craft ≈ fr:kraft
0.4967	0.833	0.404	6	show	apex	en:show = fr:spectacle ≈ en:respectable ~ fr:respectent ≈ en:aspect ~ en:aspects ≈ fr:apex
0.4967	0.894	0.444	6	rookie	ils	en:rookie ≈ fr:requis = en:needed ≈ fr:nient bide ~ fr:nil ≈ en:neil ~ fr:ils
0.4966	0.969	0.487	6	peace	piste	en:peace ≈ fr:pisse ~ fr:pisses ≈ en:piece ~ en:pieced ≈ fr:pistes ~ fr:piste
0.4966	0.844	0.412	6	utter	bot	en:utter ~ en:indeed ≈ fr:in ides ~ en:idk ≈ fr:arc = en:bow ≈ fr:bot
0.4966	0.918	0.459	3	laboratory	repoussée	en:laboratory ~ en:laboratories ≈ fr:libérait reims ~ fr:repoussée
0.4965	0.852	0.417	5	profit	précis	en:profit ~ fr:profit ≈ en:protein ~ en:proteins ≈ fr:précise ~ fr:précis
0.4965	0.778	0.362	2	spinal	panne	en:spinal ~ en:spine ≈ fr:panne
0.4965	0.912	0.456	6	enforce	haines aide	en:enforce ~ en:enforced ≈ fr:haines postent ~ fr:haines in ≈ en:ending ~ en:ended ≈ fr:haines aide
0.4965	0.890	0.442	6	exists	exacts	en:exists ~ fr:existence ≈ en:exit arse ~ en:exit ≈ fr:exact ~ en:exact ≈ fr:exacts
0.4964	0.777	0.361	6	split	bandes	en:split = fr:diviser ≈ en:dvd ~ en:movies ≈ fr:mauvaise = en:bad ≈ fr:bandes
0.4964	0.796	0.376	6	silly	passes	en:silly ~ fr:bêtise ≈ en:panties ~ en:pants ≈ fr:passent = en:pass ≈ fr:passes
0.4964	0.912	0.456	6	peas	pis aise	en:peas ~ en:pease ≈ fr:pisse ~ fr:pisses ≈ en:piece ~ en:pieces ≈ fr:pis aise
0.4964	0.852	0.417	5	denies	pré	en:denies = fr:nie ≈ en:near = fr:près ≈ en:prep ~ fr:pré
0.4964	0.872	0.431	6	shoot ease	sise	en:shoot ease ~ en:ease ≈ fr:hisse ~ fr:seines ≈ en:seen ~ en:sees ≈ fr:sise
0.4964	0.871	0.430	5	brawl	pascale	en:brawl ~ en:fights ≈ fr:face ~ en:face ≈ fr:fesse ~ fr:pascale
0.4963	0.811	0.388	6	tasks	chats	en:tasks ~ fr:tâche ≈ en:touch = fr:touche ≈ en:douche ~ en:shower ≈ fr:chats
0.4963	0.896	0.446	6	rani	trous lies	en:rani ~ fr:rime ≈ en:remit ~ fr:relie ≈ en:really ~ en:truly ≈ fr:trous lies
0.4963	0.870	0.430	5	food	devez	en:food ~ en:foods ≈ fr:four ~ en:four ≈ fr:faut ~ fr:devez
0.4962	0.914	0.457	5	pistol	und	en:pistol ~ fr:pistolet ≈ en:peat olla ~ fr:s être ≈ en:etc ~ fr:und
0.4962	0.941	0.473	6	ma	conne	en:ma ~ fr:ma ≈ en:my ~ en:mys ≈ fr:maïs = en:corn ≈ fr:conne
0.4962	0.865	0.426	5	quiz	un chaîne	en:quiz ~ en:questions ≈ fr:question ~ en:question ≈ fr:coincent chaîne ~ fr:un chaîne
0.4962	0.963	0.485	6	readies	rient aise	en:readies ~ en:read ≈ fr:rides ~ fr:ride ≈ en:reader ~ en:readers ≈ fr:rient aise
0.4961	0.922	0.462	6	sentence	pain altesse	en:sentence = fr:peine ≈ en:pens ~ en:pen ≈ fr:peines = en:penalties ≈ fr:pain altesse
0.4961	0.950	0.478	6	tourism	terra	en:tourism ≈ fr:tords homme ~ fr:terreurs homme ≈ en:terrorism ~ en:terror ≈ fr:terre ~ fr:terra
0.4960	0.908	0.454	5	temper	rosso	en:temper ~ en:moody ≈ fr:mous dits ~ fr:raies lis ≈ en:redly ~ fr:rosso
0.4959	0.858	0.422	5	cruelty	cruciale	en:cruelty ~ fr:cruels ≈ en:cruel ~ fr:cruel ≈ en:crucial ~ fr:cruciale
0.4959	0.882	0.438	6	police	saône	en:police ≈ fr:pelisse ~ fr:scène ≈ en:send ~ en:sends ≈ fr:saine ~ fr:saône
0.4958	0.864	0.426	6	henry	khan treize	en:henry = fr:henri ≈ en:ratty ~ en:petty ≈ fr:pays = en:countries ≈ fr:khan treize
0.4958	0.880	0.437	6	leak	lisent	en:leak ~ en:leaking ≈ fr:ligue = en:league ≈ fr:ligues = en:leagues ≈ fr:lisent
0.4958	0.864	0.426	6	repairs	ouest	en:repairs ~ en:repair ≈ fr:pair = en:peer ≈ fr:pires = en:worst ≈ fr:ouest
0.4958	0.906	0.453	6	mortgages	casa	en:mortgages ≈ fr:moquent chaise ~ fr:liguent chaise ≈ en:lectures ~ en:lecture ≈ fr:liguent chez ~ fr:casa
0.4957	0.912	0.456	6	pen	sono	en:pen ≈ fr:peine = en:sentence ≈ fr:certaines = en:some ≈ fr:sem ~ fr:sono
0.4957	0.930	0.467	5	need	neil	en:need ~ en:needed ≈ fr:nient bide ~ fr:nil ≈ en:neil ~ fr:neil
0.4957	0.926	0.465	6	receive	hisse	en:receive ≈ fr:ries ive ~ fr:dis ive ≈ en:deceive ~ en:decease ≈ fr:dis hisse ~ fr:hisse
0.4957	0.878	0.435	6	cover	conique	en:cover ~ en:covers ≈ fr:cause ~ en:causes ≈ fr:cons aise ~ en:conic ≈ fr:conique
0.4957	0.938	0.472	5	portal	réside	en:portal ≈ fr:pot elle ~ fr:ries elle ≈ en:resell ~ en:reseed ≈ fr:réside
0.4957	0.831	0.404	5	weeks	facturation	en:weeks ~ fr:semaines ≈ en:submission ~ en:petition ≈ fr:paient chaîne ~ fr:facturation
0.4956	0.918	0.460	6	pac	paquet	en:pac ~ fr:pacs ≈ en:parks ~ en:parker ≈ fr:parcs ~ en:parky ≈ fr:paquet
0.4955	0.944	0.475	6	settled	recèle	en:settled ~ en:settling ≈ fr:sait ligne ~ fr:raies ligne ≈ en:wrestling ~ en:wrestle ≈ fr:recèle
0.4955	0.804	0.384	6	cans	chaude	en:cans ~ fr:cannes ≈ en:can ~ en:able ≈ fr:épaule ~ en:shoulder ≈ fr:chaude
0.4955	0.893	0.445	6	beating	midi	en:beating ~ en:beat ≈ fr:bites ~ fr:bite ≈ en:bead ~ en:beady ≈ fr:midi
0.4955	0.881	0.438	4	steam	avec	en:steam ≈ fr:estiment ~ fr:émettent ≈ en:met ~ fr:avec
0.4954	0.936	0.471	6	scenes	ciseaux	en:scenes ~ en:scene ≈ fr:seine ~ fr:seines ≈ en:seen ~ en:sees ≈ fr:ciseaux
0.4954	0.910	0.456	5	petit eve	eva	en:petit eve ~ en:eve ≈ fr:ives ~ fr:ive ≈ en:eva ~ fr:eva
0.4954	0.894	0.446	5	digit	randall	en:digit ~ en:digits ≈ fr:dit gypse ~ fr:rhin dit ≈ en:randy ~ fr:randall
0.4953	0.913	0.457	6	extends	externes	en:extends ~ en:extended ≈ fr:axent haines aide ~ fr:axent haines in ≈ en:extending ~ en:extend ≈ fr:externes
0.4953	0.889	0.443	6	powell	pie	en:powell ≈ fr:pale ~ en:pale ≈ fr:pl ~ en:pl ≈ fr:pie aile ~ fr:pie
0.4953	0.898	0.448	6	affecting	district	en:affecting ~ en:affected ≈ fr:évoquent aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:district
0.4953	0.892	0.445	6	prestigious	presque	en:prestigious ~ en:prestige ≈ fr:presse tiges ~ en:presses ≈ fr:presse = en:press ≈ fr:presque
0.4953	0.865	0.427	5	properly	chiot	en:properly ~ en:proper ≈ fr:pape ~ fr:papi ≈ en:puppy = fr:chiot
0.4952	0.914	0.458	6	according	district	en:according ≈ fr:écot in ~ fr:décris in ≈ en:decreasing ~ en:decreased ≈ fr:districts ~ fr:district
0.4952	0.894	0.446	6	deciding	teste	en:deciding ≈ fr:dis atteignent ~ fr:disent ≈ en:disses ~ en:dissed ≈ fr:test ~ fr:teste
0.4951	0.877	0.435	6	did	but chaise	en:did ~ fr:do ≈ en:doe = fr:biche ≈ en:beach ~ en:beaches ≈ fr:but chaise
0.4951	0.983	0.496	3	tour	précepteur	en:tour ~ fr:tour ≈ en:tutor = fr:précepteur
0.4951	0.921	0.462	6	counting	rixe	en:counting ~ en:counted ≈ fr:gagnent aide ~ fr:baissent aide ≈ en:busted ~ en:wracked ≈ fr:rixe
0.4950	0.907	0.454	4	cleek	cliquer	en:cleek ≈ fr:clic ~ en:click ≈ fr:clique ~ fr:cliquer
0.4949	0.875	0.434	6	estate	dès lis	en:estate ~ en:property ≈ fr:prie petits ~ fr:lille ≈ en:lethal ~ en:deadly ≈ fr:dès lis
0.4949	0.882	0.439	5	speeches	d crèche	en:speeches ~ en:speech ≈ fr:speechs ~ en:discourse ≈ fr:d corse ~ fr:d crèche
0.4949	0.847	0.416	6	greens	gré	en:greens ~ en:greeny ≈ fr:grille = en:grid ≈ fr:gris = en:grey ≈ fr:gré
0.4948	0.911	0.457	6	shells	flèches	en:shells ≈ fr:chaise = en:chair ≈ fr:chair = en:flesh ≈ fr:flèche ~ fr:flèches
0.4948	0.925	0.465	6	bit	dicte	en:bit ~ fr:bit ≈ en:beats ~ en:beat ≈ fr:bites = en:dicks ≈ fr:dicte
0.4948	0.914	0.459	5	ordered	et horde	en:ordered ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:horde ~ fr:et horde
0.4947	0.893	0.446	5	finishing	met aide	en:finishing ~ fr:finish ≈ en:finished ~ en:completed ≈ fr:con plient aide ~ fr:met aide
0.4947	0.863	0.427	6	does	bandes	en:does ~ en:do ≈ fr:doux = en:mild ≈ fr:mal = en:bad ≈ fr:bandes
0.4946	0.803	0.384	6	engineering	stream	en:engineering = fr:génie ≈ en:shiny ~ en:shine ≈ fr:chaîne = en:string ≈ fr:stream
0.4946	0.790	0.374	6	promotion	verbale	en:promotion ~ en:promoted ≈ fr:promet aide ~ fr:promise ≈ en:parameters ~ en:variables ≈ fr:verbale
0.4946	0.896	0.448	5	exempt	apparut	en:exempt ~ fr:exempt ≈ en:exams ~ en:exam ≈ fr:exhibe ~ fr:apparut
0.4946	0.920	0.462	6	treat	plaide	en:treat ~ en:treated ≈ fr:trient aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide
0.4945	0.980	0.495	5	quotes	pre	en:quotes = fr:cotes ≈ en:caught = fr:pris ≈ en:pre ~ fr:pre
0.4945	0.831	0.405	5	ball	litt	en:ball ~ fr:balle ≈ en:barrel = fr:canon ≈ en:kinda ~ fr:litt
0.4945	0.928	0.467	6	sept	synthèse	en:sept ~ fr:sept ≈ en:set ~ fr:set ≈ en:sets ~ en:setters ≈ fr:synthèse
0.4945	0.843	0.413	3	transferred	virements	en:transferred ~ fr:transfert ≈ en:transfers = fr:virements
0.4945	0.922	0.464	6	xu	mais aise	en:xu ~ fr:mincie ≈ en:messy ~ en:mess ≈ fr:messes ~ en:messes ≈ fr:mais aise
0.4944	0.954	0.482	6	club	claque	en:club ~ fr:club ≈ en:clem ~ en:clam ≈ fr:clame ~ en:claque ≈ fr:claque
0.4944	0.918	0.461	6	irked rim	rer	en:irked rim ≈ fr:extrême ~ fr:extrêmes ≈ en:extra ~ fr:extra ≈ en:irked rah ~ fr:rer
0.4943	0.891	0.445	6	stranger	bloqués	en:stranger ≈ fr:strings je ~ en:strings ≈ fr:strings ~ fr:strings aide ≈ en:stranded = fr:bloqués
0.4943	0.831	0.405	4	critical	cruels	en:critical ~ en:crucial ≈ fr:cruel ~ en:cruel ≈ fr:cruels
0.4943	0.902	0.452	6	pardon	sentence	en:pardon ≈ fr:pas haine ~ fr:sait haine ≈ en:certain = fr:certaines ≈ en:sentence ~ fr:sentence
0.4943	0.883	0.440	6	stressful	rite	en:stressful ~ fr:stresse ≈ en:strength = fr:résistance ≈ en:receipt arse ~ en:receipt ≈ fr:rite
0.4942	0.904	0.453	5	matter	matches	en:matter ~ en:matters ≈ fr:mat aise ~ fr:mat chaise ≈ en:matches ~ fr:matches
0.4942	0.888	0.443	6	powell	pieuse	en:powell ≈ fr:pale ~ en:pale ≈ fr:pl ~ en:pl ≈ fr:pie aile ~ fr:pieuse
0.4942	0.925	0.466	6	stepping	stop	en:stepping ~ en:stepped ≈ fr:step ~ en:step ≈ fr:steppe ~ en:steppe ≈ fr:stop
0.4942	0.840	0.412	5	deals	his	en:deals ~ en:deal ≈ fr:il ~ en:es ≈ fr:hisse ~ fr:his
0.4941	0.816	0.394	3	carpet	louche	en:carpet = fr:tapis ≈ en:loppy ~ fr:louche
