word	ipa
analyses	ænɐlaɪzᵻz
asses	æsᵻz
assessments	ɐsɛsmənts
assisting	ɐsɪstɪŋ
axe	æks
backgrounds	bækɡɹaʊndz
baldwin	bɔldwɪn
belle	bɛl
bf	biɛf
bites	baɪts
bombers	bɑmɚz
bonuses	boʊnəsᵻz
bred	bɹɛd
brexit	bɹɛksɪt
bubbles	bʌbəlz
buddha	budə
bulletin	bʊlɪtɪn
capitalist	kæpɪɹəlɪst
cautious	kɔʃəs
clinics	klɪnɪks
commitments	kəmɪtmənts
companions	kəmpæniənz
comparisons	kəmpæɹɪsənz
constable	kɑnstəbəl
cooperate	koʊɑpɚɹeɪt
coordinated	koʊɔɹdɪneɪɹᵻd
copied	kɑpɪd
counselor	kaʊnsəlɚ
cp	sipi
curb	kɜb
dances	dænsᵻz
darren	dæɹən
deeds	didz
destined	dɛstɪnd
detached	dɪtætʃt
devils	dɛvəlz
discounts	dɪskaʊnts
distribute	dɪstɹɪbjut
dong	dɑŋ
edgar	ɛdɡɚ
efficiently	ɪfɪʃəntli
eliminating	ᵻlɪmᵻneɪɹɪŋ
elliott	ɛlɪət
encouragement	ɛŋkɜɹɪdʒmənt
enforced	ɛnfoɹst
evan	ɛvən
explosives	ɛksploʊsɪvz
faction	fækʃən
fascist	fæʃɪst
feathers	fɛðɚz
fixtures	fɪkstʃɚz
flooded	flʌdᵻd
fuller	fʊlɚ
gamble	ɡæmbəl
goalkeeper	ɡoʊlkipɚ
grandchildren	ɡɹændtʃɪldɹən
gt	dʒiti
guardians	ɡɑɹdiənz
harmless	hɑɹmləs
hearings	hɪɹɪŋz
hesitate	hɛzᵻteɪt
hid	hɪd
hips	hɪps
hopeful	hoʊpfəl
horny	hoɹni
hungarian	hʌŋɡɛɹiən
hygiene	haɪdʒin
iceland	aɪslənd
imaginary	ɪmædʒɪnɛɹi
imprisoned	ɪmpɹɪzənd
inconsistent	ɪŋkənsɪstənt
int	ɪnt
iso	aɪzoʊ
jared	dʒæɹəd
johnston	dʒɑnstən
judy	dʒudi
kindergarten	kɪndɚɡɑɹʔn̩
latino	lætinoʊ
lopez	loʊpɛz
loudly	laʊdli
mechanic	mᵻkænɪk
megan	mɛɡən
mls	ɛmɛlɛs
modify	mɑdᵻfaɪ
neglect	nᵻɡlɛkt
northwestern	nɔɹθwɛstɚn
nz	ɛnzi
offenders	əfɛndɚz
oppression	əpɹɛʃən
patriotic	peɪtɹɪɑɹɪk
phillip	fɪlɪp
pictured	pɪktʃɚd
pitcher	pɪtʃɚ
playground	pleɪɡɹaʊnd
populated	pɑpjʊleɪɹᵻd
poses	poʊzᵻz
positioned	pəzɪʃənd
prejudice	pɹɛdʒudɪs
preston	pɹɛstən
probable	pɹɑbəbəl
probation	pɹoʊbeɪʃən
projection	pɹədʒɛkʃən
promotes	pɹəmoʊts
pumped	pʌmpt
rails	ɹeɪlz
raven	ɹeɪvən
receptor	ɹᵻsɛptɚ
rehab	ɹᵻhæb
remake	ɹᵻmeɪk
rendering	ɹɛndɚɹɪŋ
reproduction	ɹᵻpɹədʌkʃən
res	ɹɛz
reservations	ɹɛzɚveɪʃənz
rey	ɹeɪ
rhode	ɹoʊd
shrimp	ʃɹɪmp
similarities	sɪmɪlæɹᵻɹiz
skins	skɪnz
slopes	sloʊps
spelled	spɛld
spokesman	spoʊksmən
springfield	spɹɪŋfild
stained	steɪnd
stall	stɔl
starving	stɑɹvɪŋ
strap	stɹæp
subjective	sʌbdʒɛktɪv
surround	sɚɹaʊnd
surroundings	sɚɹaʊndɪŋz
sweeping	swipɪŋ
swinging	swɪŋɪŋ
tearing	tɛɹɪŋ
traumatic	tɹɔmæɹɪk
trillion	tɹɪliən
tucker	tʌkɚ
vatican	væɹɪkən
vendor	vɛndɚ
watts	wɑts
yr	ɚ
abbott	æbət
aboriginal	æbɚɹɪdʒɪnəl
academics	ækədɛmɪks
adopting	ɐdɑptɪŋ
alignment	ɐlaɪnmənt
allergic	ɐlɜdʒɪk
allison	ælɪsən
amended	ɐmɛndᵻd
apparatus	æpɚɹæɹəs
assumes	ɐsumz
avengers	ɐvɛndʒɚz
backpack	bækpæk
balcony	bælkəni
banker	bæŋkɚ
bliss	blɪs
bodily	bɑdili
buffer	bʌfɚ
calgary	kælɡɚɹi
chapman	tʃæpmən
chopped	tʃɑpt
collaborative	kəlæbɹətɪv
commenced	kəmɛnst
compensate	kɑmpənseɪt
compromised	kɑmpɹəmaɪzd
constructive	kənstɹʌktɪv
conventions	kənvɛnʃənz
cosmic	kɑzmɪk
crystals	kɹɪstəlz
daisy	deɪzi
definite	dɛfɪnət
demonstrations	dɛmənstɹeɪʃənz
departed	dᵻpɑɹɹᵻd
depths	dɛpθs
developmental	dɪvɛləpmɛntəl
disco	dɪskoʊ
distraction	dɪstɹækʃən
dom	dɑm
dorothy	dɔɹəθi
doses	doʊsᵻz
drawer	dɹɔɹ
drones	dɹoʊnz
durham	dʌɹəm
ecological	ɛkəlɑdʒɪkəl
ecosystem	ikoʊsɪstəm
elvis	ɛlvɪs
euros	jʊɹɹoʊz
exclude	ɛksklud
exempt	ɛɡzɛmpt
exposing	ɛkspoʊzɪŋ
faint	feɪnt
fertility	fɜtɪlᵻɹi
ff	ɛfɛf
fines	faɪnz
finn	fɪn
floods	flʌdz
flynn	flɪn
foam	foʊm
folded	foʊldᵻd
foremost	fɔɹmoʊst
forge	fɔɹdʒ
greenhouse	ɡɹinhaʊs
hears	hɪɹz
hierarchy	haɪɚɹɑɹki
ideals	aɪdiəlz
identities	aɪdɛntᵻɹiz
installations	ɪnstəleɪʃənz
invalid	ɪnvælɪd
jade	dʒeɪd
jointly	dʒɔɪntli
jung	jʊŋ
kits	kɪts
lancaster	læŋkæstɚ
lightweight	laɪtweɪt
lowering	loʊɚɹɪŋ
mb	ɛmbi
melted	mɛltᵻd
metabolism	mətæbəlɪzəm
neglected	nᵻɡlɛktᵻd
negotiated	nᵻɡoʊʃɪeɪɹᵻd
negotiating	nᵻɡoʊʃɪeɪɹɪŋ
negotiation	nᵻɡoʊʃɪeɪʃən
newborn	nubɔɹn
newport	nupoɹt
nodes	noʊdz
notch	nɑtʃ
omega	oʊmeɪɡə
onions	ʌniənz
packers	pækɚz
paired	pɛɹd
parental	pɚɹɛntəl
parody	pæɹədi
parole	pɚɹoʊl
participant	pɑɹtɪsɪpənt
penguin	pɛŋɡwɪn
phantom	fæntəm
photoshop	foʊɹoʊʃɑp
pitt	pɪt
precedent	pɹɛsᵻdənt
prevalent	pɹɛvələnt
prom	pɹɑm
promotions	pɹəmoʊʃənz
python	paɪθən
qatar	kæɹɑɹ
questionable	kwɛstʃənəbəl
queue	kju
quo	kwoʊ
regrets	ɹᵻɡɹɛts
render	ɹɛndɚ
respondents	ɹᵻspɑndənts
retaining	ɹᵻteɪnɪŋ
romania	ɹoʊmeɪniə
sailor	seɪlɚ
seventy	sɛvənti
shouted	ʃaʊɹᵻd
simmons	sɪmənz
sims	sɪmz
slides	slaɪdz
sociology	soʊsɪɑlədʒi
somerset	sʌməsɛt
soo	su
specify	spɛsᵻfaɪ
splitting	splɪɹɪŋ
stab	stæb
supermarket	supɚmɑɹkɪt
sweater	swɛɹɚ
tenant	tɛnənt
tensions	tɛnʃənz
thomson	tɑmsən
tortured	tɔɹtʃɚd
traction	tɹækʃən
tractor	tɹæktɚ
trout	tɹaʊt
turnover	tɜnoʊvɚ
uganda	juɡændə
unwanted	ʌnwɔntᵻd
upgrades	ʌpɡɹeɪdz
variant	vɛɹiənt
vegetarian	vɛdʒɪtɛɹiən
vernon	vɜnən
visibility	vɪzᵻbɪlᵻɹi
warnings	wɔɹnɪŋz
wherein	wɛɹɪn
whiskey	wɪski
worms	wɜmz
wyoming	waɪoʊmɪŋ
aaa	eɪeɪeɪ
abundant	ɐbʌndənt
africans	æfɹɪkənz
alexandria	ælɪɡzændɹiə
algebra	ældʒᵻbɹə
analytics	ænɐlɪɹɪks
antenna	æntɛnə
attribute	ætɹɪbjut
audition	ɔdɪʃən
bankers	bæŋkɚz
biting	baɪɹɪŋ
branding	bɹændɪŋ
bravo	bɹɑvoʊ
busted	bʌstᵻd
cardinals	kɑɹdɪnəlz
carrie	kæɹi
certificates	sɚtɪfɪkəts
charleston	tʃɑɹlstən
chatting	tʃæɹɪŋ
chop	tʃɑp
circuits	sɜkɪts
clifford	klɪfɚd
cody	koʊdi
coleman	koʊlmən
commanded	kəmændᵻd
commissioners	kəmɪʃənɚz
communicating	kəmjunᵻkeɪɹɪŋ
comparative	kəmpæɹətɪv
complement	kɑmplɪmənt
connor	kɑnɚ
conquer	kɑŋkɚ
conquest	kɑŋkwɛst
contested	kəntɛstᵻd
continuity	kɑntɪnjuᵻɹi
cornwall	kɔɹnwɔl
crawl	kɹɔl
credible	kɹɛdɪbəl
cursed	kɜst
db	dibi
deepest	dipɪst
defects	difɛkts
delightful	dᵻlaɪtfəl
depicted	dᵻpɪktᵻd
determines	dɪtɜmɪnz
digit	dɪdʒɪt
dinosaur	daɪnəsɔɹ
doomed	dumd
drainage	dɹeɪnɪdʒ
drowning	dɹaʊnɪŋ
embarrassment	ɛmbæɹəsmənt
equations	ᵻkweɪʒənz
evolving	ɪvɑlvɪŋ
exploded	ɛksploʊdᵻd
fairness	fɛɹnəs
favored	feɪvɚd
felony	fɛləni
flats	flæts
flint	flɪnt
floral	floɹəl
fortress	fɔɹtɹəs
fulfilled	fʊlfɪld
fundamentally	fʌndəmɛntəli
grabbing	ɡɹæbɪŋ
guts	ɡʌts
hairs	hɛɹz
hammond	hæmənd
handing	hændɪŋ
hearted	hɑɹɹᵻd
herb	ɜb
herd	hɜd
husbands	hʌsbəndz
ideological	aɪdɪəlɑdʒɪkəl
immortal	ɪmɔɹɹəl
incumbent	ɪŋkʌmbənt
insider	ɪnsaɪdɚ
insufficient	ɪnsəfɪʃənt
interval	ɪntɚvəl
jelly	dʒɛli
kai	kaɪ
kanye	kænaɪ
kidnapping	kɪdnæpɪŋ
kilometres	kɪləmiɹɚz
ky	kaɪ
lenses	lɛnzᵻz
lick	lɪk
literal	lɪɹɚɹəl
lunar	lunɚ
maternal	mətɜnəl
matthews	mæθjuz
maxwell	mækswɛl
mccain	məkeɪn
mcdonald	məkdɑnəld
medicines	mɛdəsənz
memoir	mɛmwɑɹ
messi	mɛsi
miguel	miɡɛl
modification	mɑdɪfɪkeɪʃən
mold	moʊld
nailed	neɪld
napoleon	nɐpoʊlɪən
neighbouring	neɪbɚɹɪŋ
nigel	naɪdʒəl
objection	ɑbdʒɛkʃən
obliged	əblaɪdʒd
observers	əbzɜvɚz
occurrence	əkɜɹəns
offspring	ɔfspɹɪŋ
ou	u
outrageous	aʊtɹeɪdʒəs
packet	pækɪt
pads	pædz
patents	pæʔn̩ts
pathway	pæθweɪ
peach	pitʃ
persuaded	pɚsweɪdᵻd
plots	plɑts
polo	poʊloʊ
presenter	pɹɪzɛntɚ
proclaimed	pɹəkleɪmd
prohibition	pɹəhɪbɪʃən
prop	pɹɑp
recognizing	ɹɛkəɡnaɪzɪŋ
recommends	ɹɛkəmɛndz
registry	ɹɛdʒɪstɹi
relieve	ɹᵻliv
remarkably	ɹᵻmɑɹkəbli
repaired	ɹᵻpɛɹd
rotating	ɹoʊteɪɹɪŋ
sanchez	sæntʃɛz
sandwiches	sændwɪtʃᵻz
satellites	sæɹəlaɪts
scar	skɑɹ
scouts	skaʊts
scripture	skɹɪptʃɚ
seating	siɹɪŋ
seminar	sɛmɪnɑɹ
shores	ʃoɹz
silva	sɪlvə
simplicity	sɪmplɪsᵻɹi
slightest	slaɪɹɪst
softly	sɔftli
specimens	spɛsɪmənz
starbucks	stɑɹbʌks
stereo	stɛɹɪoʊ
supplements	sʌplɪmənts
surrey	sʌɹi
sustainability	səsteɪnəbɪlᵻɹi
symphony	sɪmfəni
tesla	tɛslə
textbook	tɛkstbʊk
theological	θiəlɑdʒɪkəl
trader	tɹeɪdɚ
undercover	ʌndɚkʌvɚ
valentine	væləntaɪn
vegetation	vɛdʒɪteɪʃən
vein	veɪn
velvet	vɛlvɪt
vendors	vɛndɚz
viewer	vjuɚ
webb	wɛb
welcoming	wɛlkʌmɪŋ
whales	weɪlz
wheeler	wilɚ
worm	wɜm
zombies	zɑmbiz
accountant	ɐkaʊntənt
activate	æktᵻveɪt
admissions	ɐdmɪʃənz
alison	ælɪsən
amusing	ɐmjuzɪŋ
arabs	æɹəbz
beams	bimz
behold	bᵻhoʊld
betrayed	bᵻtɹeɪd
biased	baɪəst
billionaire	bɪliənɛɹ
bloggers	blɑɡɚz
brewing	bɹuɪŋ
brooke	bɹʊk
bypass	baɪpæs
calculation	kælkjʊleɪʃən
cancellation	kænsɪleɪʃən
cane	keɪn
capturing	kæptʃɚɹɪŋ
catalyst	kæɹɐlɪst
cedar	sidɚ
celebrates	sɛləbɹeɪts
claude	klɔd
concentrations	kɑnsəntɹeɪʃənz
concludes	kəŋkludz
cons	kɑnz
corpse	kɔɹps
crab	kɹæb
cruelty	kɹuəlti
darwin	dɑɹwɪn
dawson	dɔsən
decorations	dɛkɚɹeɪʃənz
dementia	dᵻmɛnʃə
demonstrating	dɛmənstɹeɪɹɪŋ
designation	dɛzɪɡneɪʃən
dev	dɛv
dice	daɪs
diploma	dɪploʊmə
disasters	dɪzæstɚz
discharged	dɪstʃɑɹdʒd
dispatch	dɪspætʃ
disputed	dɪspjuɹᵻd
dots	dɑts
ds	diɛs
duchess	dʌtʃɛs
dunno	dʌnoʊ
economists	ɪkɑnəmɪsts
eds	ɛdz
elders	ɛldɚz
exceeded	ɛksidᵻd
explanations	ɛksplɐneɪʃənz
extinction	ɛkstɪŋkʃən
factions	fækʃənz
fb	ɛfbi
foil	fɔɪl
formats	fɔɹmæts
freddie	fɹɛdi
gardner	ɡɑɹdnɚ
geology	dʒɪɑlədʒi
gerald	dʒɛɹəld
graduating	ɡɹædjueɪɹɪŋ
gram	ɡɹæm
greene	ɡɹin
heath	hiθ
heavenly	hɛvənli
hormones	hoɹmoʊnz
horrific	hɔɹɪfɪk
hugo	hjuɡoʊ
infants	ɪnfənts
insect	ɪnsɛkt
iris	aɪɹɪs
issuing	ɪʃuɪŋ
lifts	lɪfts
locking	lɑkɪŋ
logging	lɔɡɪŋ
lookin	lʊkɪn
maurice	mɔɹɪs
medications	mɛdɪkeɪʃənz
mentality	mɛntælᵻɹi
metre	miɹɚ
minecraft	maɪŋkɹæft
miracles	mɪɹəkəlz
nascar	næskɑɹ
neural	nʊɹɹəl
newsletter	nuzlɛɹɚ
nineteenth	naɪntinθ
nitrogen	naɪtɹədʒən
norms	nɔɹmz
oceans	oʊʃənz
ooh	u
patricia	pɐtɹɪʃə
paulo	pɔloʊ
payroll	peɪɹoʊl
phenomenal	fɪnɑmɪnəl
philippine	fɪlᵻpin
photographic	foʊɹəɡɹæfɪk
pinch	pɪntʃ
ping	pɪŋ
polished	pɑlɪʃt
pots	pɑts
predictable	pɹɪdɪktəbəl
privileges	pɹɪvᵻlɪdʒᵻz
prix	pɹi
professionally	pɹəfɛʃənəli
protesting	pɹətɛstɪŋ
protocols	pɹoʊɹəkɑlz
pushes	pʊʃᵻz
queer	kwɪɹ
rebounds	ɹᵻbaʊndz
reckon	ɹɛkən
recycling	ɹᵻsaɪklɪŋ
restriction	ɹᵻstɹɪkʃən
resumed	ɹᵻzumd
resurrection	ɹᵻsɚɹɛkʃən
rover	ɹoʊvɚ
scars	skɑɹz
scholarships	skɑlɚʃɪps
shannon	ʃænən
shelves	ʃɛlvz
shipment	ʃɪpmənt
slut	slʌt
sparks	spɑɹks
spatial	speɪʃəl
stainless	steɪnləs
statutory	stætʃətoɹi
stellar	stɛlɚ
stockholm	stɑkhoʊm
stripes	stɹaɪps
stubborn	stʌbɚn
summoned	sʌmənd
sussex	sʌsɪks
swords	soɹdz
syrup	sɪɹʌp
tackles	tækəlz
tamil	tæmɪl
tapping	tæpɪŋ
teachings	titʃɪŋz
tightly	taɪtli
tina	tinə
tones	toʊnz
tories	toɹiz
transplant	tɹænsplænt
traps	tɹæps
tu	tu
turf	tɜf
twitch	twɪtʃ
unlocked	ʌnlɑkt
unusually	ʌnjuʒuəli
unveiled	ʌnveɪld
username	juzɚneɪm
vaccines	væksinz
veins	veɪnz
ventures	vɛntʃɚz
vip	vɪp
visions	vɪʒənz
voiced	vɔɪst
volcano	vɑlkeɪnoʊ
warmer	wɔɹmɚ
webster	wɛbstɚ
weddings	wɛdɪŋz
yelled	jɛld
zach	zæk
accelerated	ɐksɛlɚɹeɪɹᵻd
accomplishments	ɐkɑmplɪʃmənts
advertised	ædvɚtaɪzd
advertisements	ædvɚtaɪzmənts
ark	ɑɹk
armour	ɑɹmɚ
assaulted	ɐsɔltᵻd
atoms	æɹəmz
attach	ɐtætʃ
awaiting	ɐweɪɹɪŋ
bayern	beɪɚn
bind	baɪnd
blessings	blɛsɪŋz
blu	blu
bluetooth	blutuθ
boiling	bɔɪlɪŋ
borrowing	bɑɹoʊɪŋ
bowls	boʊlz
bradford	bɹædfɚd
bum	bʌm
butcher	bʊtʃɚ
café	kæfeɪ
chandler	tʃændlɚ
cheapest	tʃipɪst
chloe	kloʊi
communists	kɑmjunɪsts
compares	kəmpɛɹz
conception	kənsɛpʃən
congo	kɑŋɡoʊ
counterparts	kaʊntɚpɑɹts
cue	kju
deed	did
disciplinary	dɪsɪplɪnɛɹi
dreamed	dɹimd
dwarf	dwɔɹf
eighty	eɪɹi
elena	ᵻlinə
eligibility	ɛlɪdʒəbɪlᵻɹi
embraced	ɛmbɹeɪst
enacted	ɛnæktᵻd
endorsement	ɛndoɹsmənt
enlisted	ɛnlɪstᵻd
eyebrows	aɪbɹaʊz
fcc	ɛfsisi
finite	faɪnaɪt
flagship	flæɡʃɪp
forensic	fɚɹɛnsɪk
forthcoming	fɔɹθkʌmɪŋ
gallon	ɡælən
gems	dʒɛmz
glowing	ɡloʊɪŋ
glucose	ɡlukoʊs
gore	ɡoɹ
govt	ɡɑvt
gown	ɡaʊn
greedy	ɡɹidi
halo	heɪloʊ
hilton	hɪltən
ideally	aɪdiəli
identifies	aɪdɛntᵻfaɪz
improves	ɪmpɹuvz
infamous	ɪnfəməs
inspirational	ɪnspɚɹeɪʃənəl
internally	ɪntɜnəli
kashmir	kɐʃmɪɹ
knox	nɑks
lateral	læɹɚɹəl
leigh	li
lent	lɛnt
lib	lɪb
lifelong	laɪflɔŋ
limestone	laɪmstoʊn
liner	laɪnɚ
majors	meɪdʒɚz
marched	mɑɹtʃt
marrying	mæɹiɪŋ
maths	mæθs
memes	mimz
mentioning	mɛnʃənɪŋ
merge	mɜdʒ
mesh	mɛʃ
migrant	maɪɡɹənt
mohammed	moʊhæmɪd
monitored	mɑnɪɹɚd
moron	mɔɹɑn
mortar	mɔɹɹɚ
myths	mɪθs
naive	naɪiv
nat	næt
noises	nɔɪzᵻz
norton	nɔɹtən
noticeable	noʊɹɪsəbəl
nt	ɛnti
observing	əbzɜvɪŋ
omar	oʊmɑɹ
opted	ɑptᵻd
palestinians	pæləstɪniənz
paula	pɔlə
paypal	peɪpæl
pedro	pɛdɹoʊ
pens	pɛnz
perfume	pɜfjum
pitching	pɪtʃɪŋ
pleasing	plizɪŋ
premiums	pɹimiəmz
prestige	pɹɛstiʒ
protects	pɹətɛkts
pyramid	pɪɹɐmɪd
realizes	ɹiəlaɪzᵻz
relevance	ɹɛlᵻvəns
remotely	ɹᵻmoʊtli
resorts	ɹᵻzɔɹts
retailer	ɹiteɪlɚ
rica	ɹikə
rigid	ɹɪdʒɪd
rita	ɹiɹə
rm	ɑɹɹɛm
rom	ɹɑm
ronaldo	ɹɑnældoʊ
sailors	seɪlɚz
samantha	sɐmænθə
sampling	sæmplɪŋ
screenshot	skɹinʃɑt
selfie	sɛlfi
settlers	sɛtlɚz
shattered	ʃæɹɚd
signatures	sɪɡnɪtʃɚz
spacecraft	speɪskɹæft
specification	spɛsɪfɪkeɪʃən
spiders	spaɪdɚz
splendid	splɛndɪd
strokes	stɹoʊks
successes	səksɛsᵻz
summers	sʌmɚz
sundays	sʌndeɪz
supplying	səplaɪɪŋ
telescope	tɛlᵻskoʊp
temp	tɛmp
tended	tɛndᵻd
terminated	tɜmᵻneɪɹᵻd
textile	tɛkstaɪl
thickness	θɪknəs
threatens	θɹɛʔn̩z
tossed	tɔst
tray	tɹeɪ
uae	jui
ucla	jusiɛleɪ
unreasonable	ʌnɹizənəbəl
unsure	ʌnʃʊɹ
upwards	ʌpwɚdz
utilize	juɹɪlaɪz
valuation	væljueɪʃən
veterinary	vɛɹɚɹɪnɛɹi
villagers	vɪlɪdʒɚz
violate	vaɪəleɪt
vivid	vɪvɪd
waving	weɪvɪŋ
accusing	ɐkjuzɪŋ
aided	eɪdᵻd
alexis	ɐlɛksɪs
allocation	æləkeɪʃən
americas	ɐmɛɹɪkəz
amusement	ɐmjuzmənt
antibiotics	æntɪbaɪɑɹɪks
anticipation	æntɪsɪpeɪʃən
appropriately	ɐpɹoʊpɹɪətli
arrests	ɚɹɛsts
arrogant	æɹəɡənt
assessing	ɐsɛsɪŋ
authorization	ɔθɚɹᵻzeɪʃən
auxiliary	ɔksɪliəɹi
baggage	bæɡɪdʒ
beacon	bikən
bella	bɛlə
belts	bɛlts
bounty	baʊnti
boxer	bɑksɚ
briefing	bɹifɪŋ
brook	bɹʊk
budgets	bʌdʒɪts
canterbury	kæntɚbɛɹi
cartoons	kɑɹtunz
ceramic	sᵻɹæmɪk
cereal	siəɹɪəl
challenger	tʃælɪndʒɚ
chased	tʃeɪst
clergy	klɜdʒi
coats	koʊts
cola	koʊlə
coma	koʊmə
comfortably	kʌmftəbli
commanders	kəmændɚz
compass	kʌmpəs
considerations	kənsɪdɚɹeɪʃənz
consultants	kənsʌltənts
contempt	kəntɛmpt
contributes	kəntɹɪbjuts
credentials	kɹᵻdɛnʃəlz
croatia	kɹoʊeɪʃə
cured	kjʊɹd
descended	dᵻsɛndᵻd
disappearance	dɪsɐpɪɹəns
doyle	dɔɪl
drowned	dɹaʊnd
drying	dɹaɪɪŋ
dwelling	dwɛlɪŋ
dwight	dwaɪt
ecology	ɛkɑlədʒi
einstein	aɪnstaɪn
eli	ᵻli
elliot	ɛlɪət
emergence	ɪmɜdʒəns
enclosed	ɛŋkloʊzd
endurance	ɛndʊɹɹəns
equals	ikwəlz
erotic	ɪɹɑɹɪk
evacuation	ɪvækjueɪʃən
exceptionally	ɛksɛpʃənəli
exchanged	ɛkstʃeɪndʒd
expenditure	ɛkspɛndɪtʃɚ
falcon	fælkən
favors	feɪvɚz
fernando	fɜnændoʊ
folder	foʊldɚ
frequencies	fɹikwənsiz
frightened	fɹaɪʔn̩d
gavin	ɡævɪn
groove	ɡɹuv
hbo	eɪtʃbioʊ
hedge	hɛdʒ
homosexuality	hoʊmoʊsɛkʃuælᵻɹi
icons	aɪkɑnz
ingredient	ɪŋɡɹidiənt
initiate	ɪnɪʃɪeɪt
inserted	ɪnsɜɹᵻd
interventions	ɪntɚvɛnʃənz
invaded	ɪnveɪdᵻd
ironically	aɪɹɑnɪkli
istanbul	ɪstænbʊl
jacobs	dʒeɪkəbz
jealousy	dʒɛləsi
jewellery	dʒuəlɹi
joker	dʒoʊkɚ
jonas	dʒoʊnəz
kingston	kɪŋstən
kisses	kɪsᵻz
laden	leɪdən
learns	lɜnz
limbs	lɪmz
lionel	laɪənəl
liu	lɪu
mccarthy	məkɑɹði
medicaid	mɛdɪkeɪd
meta	mɛɹə
mil	mɪl
mit	mɪt
newark	nuɚk
nod	nɑd
notebook	noʊtbʊk
offline	ɔflaɪn
offs	ɔfs
overweight	oʊvɚweɪt
palette	pælət
payne	peɪn
phenomena	fɪnɑmɪnə
pneumonia	numoʊniə
policeman	pəlismən
postponed	poʊstpoʊnd
potent	poʊtənt
preceding	pɹɪsidɪŋ
predators	pɹɛdəɹɚz
psycho	saɪkoʊ
rainy	ɹeɪni
rams	ɹæmz
ranged	ɹeɪndʒd
recognizes	ɹɛkəɡnaɪzᵻz
renovation	ɹɛnəveɪʃən
reverend	ɹɛvɚɹɛnd
rewarding	ɹᵻwɔɹdɪŋ
rust	ɹʌst
salty	sɔlti
scots	skɑts
scrutiny	skɹutɪni
seizure	siʒɚ
serum	sɛɹəm
singular	sɪŋɡjʊlɚ
skate	skeɪt
sofia	soʊfiə
storyline	stoɹilaɪn
stray	stɹeɪ
stud	stʌd
subsidies	sʌbsɪdiz
sunk	sʌŋk
supper	sʌpɚ
sweetheart	swithɑɹt
systemic	sɪstɛmɪk
tempo	tɛmpoʊ
thereof	ðɛɹɑv
thirsty	θɜsti
torch	tɔɹtʃ
transferring	tɹænsfɜɹɪŋ
tumblr	tʌmblɚ
turbo	tɜboʊ
unchanged	ʌntʃeɪndʒd
understandable	ʌndɚstændəbəl
upright	ʌpɹaɪt
uprising	ʌpɹaɪzɪŋ
vain	veɪn
vanity	vænᵻɹi
violin	vaɪəlɪn
wh	dʌbəljueɪtʃ
whereby	wɛɹbaɪ
whisper	wɪspɚ
worthwhile	wɜθwaɪl
xx	ɹoʊməntwɛnti
acceleration	ɐksɛlɚɹeɪʃən
aerospace	ɛɹoʊspeɪs
ak	æk
aluminium	æljʊmɪniəm
analog	ænəlɑɡ
analytical	ænɐlɪɹɪkəl
anticipate	æntɪsᵻpeɪt
arcade	ɑɹkeɪd
arlington	ɑɹlɪŋtən
arose	ɚɹoʊz
asthma	æzmə
aurora	ɔɹoɹə
averaging	ævɹɪdʒɪŋ
bacterial	bæktɪɹiəl
bankrupt	bæŋkɹʌpt
blink	blɪŋk
brighter	bɹaɪɹɚ
carey	kɛɹi
castro	kæstɹoʊ
ceremonies	sɛɹᵻməniz
chang	tʃæŋ
childish	tʃaɪldɪʃ
chili	tʃɪli
clayton	kleɪtən
clearer	klɪɹɚ
coil	kɔɪl
combines	kəmbaɪnz
commodities	kəmɑdᵻɹiz
confessed	kənfɛst
constituents	kənstɪtʃuənts
contention	kəntɛnʃən
converting	kənvɜɹɪŋ
covenant	kʌvɛnənt
crafts	kɹæfts
das	dæs
denies	dᵻnaɪz
devotion	dɪvoʊʃən
dilemma	dᵻlɛmə
dis	dɪs
discoveries	dɪskʌvɚɹiz
disgrace	dɪsɡɹeɪs
dixon	dɪksən
emirates	ɛmᵻɹeɪts
emmy	ɛmi
employing	ɛmplɔɪɪŋ
employs	ɛmplɔɪz
escaping	ɛskeɪpɪŋ
ethiopia	iθɪoʊpiə
ethnicity	ɛθnɪsᵻɹi
eventual	ᵻvɛntʃuəl
excel	ɛksɛl
exercising	ɛksɚsaɪzɪŋ
faded	feɪdᵻd
firstly	fɜstli
flavour	fleɪvɚ
flex	flɛks
fluids	fluɪdz
franco	fɹæŋkoʊ
gangs	ɡæŋz
gases	ɡæsᵻz
genus	dʒɛnəs
gloria	ɡloɹiə
glove	ɡlʌv
grabs	ɡɹæbz
grammy	ɡɹæmi
grapes	ɡɹeɪps
greed	ɡɹid
greet	ɡɹit
hank	hæŋk
hose	hoʊz
hq	eɪtʃkju
impacted	ɪmpæktᵻd
imposing	ɪmpoʊzɪŋ
inflammation	ɪnflæmeɪʃən
innovations	ɪnəveɪʃənz
ko	koʊ
lambert	læmbɚt
lamps	læmps
lava	lɑvə
ln	ɛlɛn
longtime	lɔŋtaɪm
madonna	mɐdɑnə
magnet	mæɡnɪt
mann	mæn
metaphor	mɛɹəfɔɹ
millionaire	mɪliənɛɹ
mn	ɛmɛn
motives	moʊɹɪvz
myers	maɪɚz
mysteries	mɪstɚɹiz
negro	niɡɹoʊ
nightmares	naɪtmɛɹz
notify	noʊɹᵻfaɪ
null	nʌl
ole	oʊl
oops	ups
oriental	oɹɪɛntəl
owing	oʊɪŋ
pact	pækt
