tier	score	en	fr	flags	en_ipa	fr_ipa	alignment
B	0.74	myths	maths	loanword	mɪθs	maθs	
B	0.74	rot	rate		ɹɑːt	ʁat	
B	0.74	grim	grammes		ɡɹɪm	ɡʁam	
B	0.74	sol	salles		sɑːl	sal	
B	0.74	watt	watts	cognate	wɑːt	wat	
B	0.74	healed	guilde		hiːld	ɡild	
B	0.74	textbooks	tex		tɛkstbʊks	tɛks	
B	0.74	veil	mail	loanword	veɪl	meɪl	
B	0.739	distant	discount	loanword	dɪstənt	dɪskaʊnt	
B	0.738	myself	self	loanword	maɪsɛlf	sɛlf	
B	0.738	price	paperasse		pɹaɪs	papʁas	
B	0.738	technology	technologies	cognate	tɛknɑːlədʒi	tɛknoloʒi	
B	0.738	created	crié		kɹiːeɪɾᵻd	kʁie	
B	0.738	previous	privilèges		pɹiːviəs	pʁivilɛʒ	
B	0.738	basic	break	loanword	beɪsɪk	bɹeɪk	
B	0.738	totally	relis		toʊɾəli	ʁəli	
B	0.738	nowhere	notaires		noʊwɛɹ	notɛʁ	
B	0.738	listing	living	loanword	lɪstɪŋ	lɪvɪŋ	
B	0.738	define	design	loanword	dᵻfaɪn	dɪzaɪn	
B	0.738	domain	demain		dəmeɪn	dəmɛ̃	
B	0.738	creates	crié		kɹiːeɪts	kʁie	
B	0.738	finest	faste		faɪnɪst	fast	
B	0.738	pipeline	plane		paɪplaɪn	plan	
B	0.738	extends	extase		ɛkstɛndz	ɛkstaz	
B	0.738	citing	string	loanword	saɪɾɪŋ	stɹɪŋ	
B	0.738	suspects	suspecte	cognate	sʌspɛkts	syspɛkt	
B	0.738	armies	permise		ɑːɹmiz	pɛʁmiz	
B	0.738	testify	tests		tɛstᵻfaɪ	tɛst	
B	0.738	fireworks	fax		faɪɚwɜːks	faks	
B	0.738	creators	crié		kɹiːeɪɾɚz	kʁie	
B	0.738	hygiene	gin		haɪdʒiːn	dʒin	
B	0.738	tray	training	loanword	tɹeɪ	tɹeɪnɪŋ	
B	0.738	emirates	aimerai		ɛmᵻɹeɪts	ɛmʁe	
B	0.738	genome	gin		dʒiːnoʊm	dʒin	
B	0.738	crossover	crosse		kɹɔsoʊvɚ	kʁɔs	
B	0.737	twilight	toilettes		twaɪlaɪt	twalɛt	
B	0.736	makes	marks	loanword	meɪks	mɑːks	
B	0.736	saving	living	loanword	seɪvɪŋ	lɪvɪŋ	
B	0.736	naming	timing	loanword	neɪmɪŋ	taɪmɪŋ	
B	0.736	eighteen	épines		eɪtiːn	epin	
B	0.736	pumping	camping	loanword	pʌmpɪŋ	kampɪŋ	
B	0.735	exception	exceptions	cognate	ɛksɛpʃən	ɛksɛpsjɔ̃	
B	0.734	movement	mouvements	cognate	muːvmənt	muvmɑ̃	
B	0.734	seemed	ciment		siːmd	simɑ̃	
B	0.734	greatest	grévistes		ɡɹeɪɾɪst	ɡʁevist	
B	0.734	formation	formés		fɔːɹmeɪʃən	fɔʁme	
B	0.734	decent	distante		diːsənt	distɑ̃t	
B	0.734	segment	segments	cognate	sɛɡmənt	sɛɡmɑ̃	
B	0.733	message	messages	cognate	mɛsɪdʒ	mɛsaʒ	
B	0.733	square	scolaires		skwɛɹ	skolɛʁ	
B	0.733	bay	baby	loanword	beɪ	beɪbi	
B	0.733	mix	marks	loanword	mɪks	mɑːks	
B	0.733	noise	boys	loanword	nɔɪz	bɔɪz	
B	0.733	plastic	plastiques	cognate	plæstɪk	plastik	
B	0.733	dust	must	loanword	dʌst	mʌst	
B	0.733	organic	organiques	cognate	ɔːɹɡænɪk	ɔʁɡanik	
B	0.733	hurts	shirts	loanword	hɜːts	ʃɜːts	
B	0.733	arriving	living	loanword	ɚɹaɪvɪŋ	lɪvɪŋ	
B	0.733	sterling	string	loanword	stɜːlɪŋ	stɹɪŋ	
B	0.733	locks	lynx		lɑːks	lɛ̃ks	
B	0.733	frog	fringues		fɹɑːɡ	fʁɛ̃ɡ	
B	0.733	successive	successives	cognate	səksɛsɪv	syksɛsiv	
B	0.733	duchess	duchesse	cognate	dʌtʃɛs	dyʃɛs	
B	0.733	gown	down	loanword	ɡaʊn	daʊn	
B	0.733	sunk	punk	loanword	sʌŋk	pʌŋk	
B	0.733	costing	costaud		kɔstɪŋ	kɔsto	
B	0.732	pronounce	prenant		pɹənaʊns	pʁənɑ̃	
B	0.731	playing	planning	loanword	pleɪɪŋ	planɪŋ	
B	0.731	turning	training	loanword	tɜːnɪŋ	tɹeɪnɪŋ	
B	0.731	joke	joker	loanword	dʒoʊk	dʒəʊkə	
B	0.731	baseball	bémol		beɪsbɔːl	bemɔl	
B	0.731	restaurants	restreinte		ɹɛstɹɑːnts	ʁɛstʁɛ̃t	
B	0.731	suspected	suspects		səspɛktᵻd	syspɛkt	
B	0.731	blonde	blondes	cognate	blɑːnd	blɔ̃d	
B	0.731	sailing	sterling	loanword	seɪlɪŋ	stɜːlɪŋ	
B	0.731	simpler	simples		sɪmplɚ	sɛ̃pl	
B	0.731	turtles	trolls	loanword	tɜːɾəlz	tɹəʊlz	
B	0.731	coping	camping	loanword	koʊpɪŋ	kampɪŋ	
B	0.731	exclusion	excluant		ɛkskluːʒən	ɛksklyɑ̃	
B	0.73	but	battent		bʌt	bat	
B	0.73	can	cannes		kæn	kan	
B	0.73	what	watts		wʌt	wat	
B	0.73	been	ben		bɪn	bɛn	
B	0.73	could	code		kʊd	kɔd	
B	0.73	back	bacs		bæk	bak	
B	0.73	work	walk	loanword	wɜːk	wɔːk	
B	0.73	year	hier		jɪɹ	jɛʁ	
B	0.73	never	nef		nɛvɚ	nɛf	
B	0.73	love	lave		lʌv	lav	
B	0.73	man	mans	cognate	mæn	man	
B	0.73	come	came		kʌm	kam	
B	0.73	does	doses		dʌz	doz	
B	0.73	under	and	loanword	ʌndɚ	and	
B	0.73	lot	lente		lɑːt	lɑ̃t	
B	0.73	done	dan		dʌn	dan	
B	0.73	full	folles		fʊl	fɔl	
B	0.73	took	toc		tʊk	tɔk	
B	0.73	fuck	phoques		fʌk	fok	
B	0.73	matter	mare		mæɾɚ	maʁ	
B	0.73	bit	bêtes		bɪt	bɛt	
B	0.73	turn	tonnes		tɜːn	tɔn	
B	0.73	act	actes	cognate	ækt	akt	
B	0.73	fun	faune		fʌn	fon	
B	0.73	near	nerfs		nɪɹ	nɛʁ	
B	0.73	word	oued		wɜːd	wɛd	
B	0.73	cut	côtes		kʌt	koːt	
B	0.73	term	tome		tɜːm	tɔm	
B	0.73	miss	messes		mɪs	mɛs	
B	0.73	dead	dinde		dɛd	dɛ̃d	
B	0.73	gone	conne		ɡɔn	kɔn	
B	0.73	learn	laine		lɜːn	lɛn	
B	0.73	bill	belles		bɪl	bɛl	
B	0.73	cup	caps		kʌp	kap	
B	0.73	damn	dames		dæm	dam	
B	0.73	kill	quels		kɪl	kɛl	
B	0.73	poor	ports		pʊɹ	pɔʁ	
B	0.73	cover	caves		kʌvɚ	kav	
B	0.73	pick	piques		pɪk	pik	
B	0.73	pass	passes	cognate	pæs	pas	
B	0.73	river	rêves		ɹɪvɚ	ʁɛv	
B	0.73	tour	torts		tʊɹ	tɔʁ	
B	0.73	fear	firent		fɪɹ	fiʁ	
B	0.73	fit	fêtes		fɪt	fɛt	
B	0.73	ship	chips		ʃɪp	ʃip	
B	0.73	cash	caches		kæʃ	kaʃ	
B	0.73	fan	fans	cognate	fæn	fan	
B	0.73	lack	lacs		læk	lak	
B	0.73	color	cale		kʌlɚ	kal	
B	0.73	luck	lacs		lʌk	lak	
B	0.73	fish	fiches		fɪʃ	fiʃ	
B	0.73	sit	sites		sɪt	sit	
B	0.73	sick	sic		sɪk	sik	
B	0.73	mass	masses	cognate	mæs	mas	
B	0.73	murder	mode		mɜːdɚ	mɔd	
B	0.73	serve	sève		sɜːv	sɛv	
B	0.73	bus	basses		bʌs	bas	
B	0.73	push	poche		pʊʃ	pɔʃ	
B	0.73	enter	end	loanword	ɛntɚ	ɛnd	
B	0.73	bag	bagues		bæɡ	baɡ	
B	0.73	till	tels		tɪl	tɛl	
B	0.73	shut	shirt	loanword	ʃʌt	ʃɜːt	
B	0.73	van	vannes		væn	van	
B	0.73	dear	dires		dɪɹ	diʁ	
B	0.73	taught	dote		tɔːt	dɔt	
B	0.73	pack	pâques		pæk	paːk	
B	0.73	actor	actes		æktɚ	akt	
B	0.73	measure	mèches		mɛʒɚ	mɛʃ	
B	0.73	fill	fils		fɪl	fil	
B	0.73	nick	nique		nɪk	nik	
B	0.73	kiss	caisses		kɪs	kɛs	
B	0.73	latter	lard		læɾɚ	laʁ	
B	0.73	tool	tulle		tuːl	tyl	
B	0.73	earned	end	loanword	ɜːnd	ɛnd	
B	0.73	manner	mans		mænɚ	man	
B	0.73	matt	mate		mæt	mat	
B	0.73	tip	types		tɪp	tip	
B	0.73	dumb	dôme		dʌm	doːm	
B	0.73	burn	bonnes		bɜːn	bɔn	
B	0.73	tall	tôle		tɔːl	toːl	
B	0.73	cap	caps	cognate	kæp	kap	
B	0.73	fed	faîtes		fɛd	fɛt	
B	0.73	rid	rides		ɹɪd	ʁid	
B	0.73	rush	roches		ɹʌʃ	ʁoʃ	
B	0.73	killer	quels		kɪlɚ	kɛl	
B	0.73	mirror	mirent		mɪɹɚ	miʁ	
B	0.73	drew	trous		dɹuː	tʁu	
B	0.73	gear	guère		ɡɪɹ	ɡɛʁ	
B	0.73	server	sève		sɜːvɚ	sɛv	
B	0.73	duke	ducs	cognate	duːk	dyk	
B	0.73	suffer	sauf		sʌfɚ	sof	
B	0.73	rear	rires		ɹɪɹ	ʁiʁ	
B	0.73	worker	walk	loanword	wɜːkɚ	wɔːk	
B	0.73	kit	quête		kɪt	kɛt	
B	0.73	min	mènent		mɪn	mɛn	
B	0.73	suck	sacs		sʌk	sak	
B	0.73	deck	déc		dɛk	dek	
B	0.73	mum	mômes		mʌm	moːm	
B	0.73	bid	bide		bɪd	bid	
B	0.73	butter	bars		bʌɾɚ	baʁ	
B	0.73	nurse	naissent		nɜːs	nɛs	
B	0.73	pan	pannes		pæn	pan	
B	0.73	log	longues		lɔɡ	lɔ̃ɡ	
B	0.73	sin	sen		sɪn	sɛn	
B	0.73	tube	tubes	cognate	tuːb	tyb	
B	0.73	tear	tirs		tɪɹ	tiʁ	
B	0.73	bull	pull	loanword	bʊl	pʊl	
B	0.73	progressive	progressif	cognate	pɹəɡɹɛsɪv	pʁɔɡʁɛsif	
B	0.73	bat	battent		bæt	bat	
B	0.73	sauce	sauces	cognate	sɔːs	sos	
B	0.73	beef	pif		biːf	pif	
B	0.73	butt	battent		bʌt	bat	
B	0.73	pin	peines		pɪn	pɛn	
B	0.73	tap	tapes		tæp	tap	
B	0.73	pit	pète		pɪt	pɛt	
B	0.73	lover	lave		lʌvɚ	lav	
B	0.73	dirt	dote		dɜːt	dɔt	
B	0.73	pat	pâtes		pæt	paːt	
B	0.73	rubber	robes		ɹʌbɚ	ʁob	
B	0.73	bin	ben		bɪn	bɛn	
B	0.73	dig	digue		dɪɡ	diɡ	
B	0.73	duck	déc		dʌk	dek	
B	0.73	ken	gaine		kɛn	ɡɛn	
B	0.73	bug	bagues		bʌɡ	baɡ	
B	0.73	lit	let	loanword	lɪt	lɛt	
B	0.73	ram	rames		ɹæm	ʁam	
B	0.73	turner	tonnes		tɜːnɚ	tɔn	
B	0.73	lap	laps	cognate	læp	lap	
B	0.73	dam	dames		dæm	dam	
B	0.73	piss	pisse	cognate	pɪs	pis	
B	0.73	rat	rate		ɹæt	ʁat	
B	0.73	tier	tirs		tɪɹ	tiʁ	
B	0.73	pearl	pelle		pɜːl	pɛl	
B	0.73	peer	pères		pɪɹ	pɛʁ	
B	0.73	mere	mirent		mɪɹ	miʁ	
B	0.73	mud	modes		mʌd	mod	
B	0.73	deer	dires		dɪɹ	diʁ	
B	0.73	cam	came		kæm	kam	
B	0.73	curse	caisses		kɜːs	kɛs	
B	0.73	beg	bec		bɛɡ	bɛk	
B	0.73	buzz	bases		bʌz	baz	
B	0.73	shook	chocs		ʃʊk	ʃɔk	
B	0.73	cum	came		kʌm	kam	
B	0.73	nut	notes		nʌt	not	
B	0.73	pill	piles		pɪl	pil	
B	0.73	fisher	fiches		fɪʃɚ	fiʃ	
B	0.73	gut	gate		ɡʌt	ɡat	
B	0.73	lamb	lames		læm	lam	
B	0.73	buck	bacs		bʌk	bak	
B	0.73	cal	cale		kæl	kal	
B	0.73	sheer	chères		ʃɪɹ	ʃɛʁ	
B	0.73	pal	pâle		pæl	paːl	
B	0.73	rub	robes		ɹʌb	ʁob	
B	0.73	dull	dalles		dʌl	dal	
B	0.73	gum	gammes		ɡʌm	ɡam	
B	0.73	sack	sacs		sæk	sak	
B	0.73	abbey	habits		æbi	abi	
B	0.73	blah	blancs		blɑː	blɑ̃	
B	0.73	alley	allie		æli	ali	
B	0.73	rim	rimes		ɹɪm	ʁim	
B	0.73	goose	gus		ɡuːs	ɡys	
B	0.73	mat	mate		mæt	mat	
B	0.73	nap	nappes		næp	nap	
B	0.73	pier	pères		pɪɹ	pɛʁ	
B	0.73	wellington	western	loanword	wɛlɪŋtən	wɛstən	
B	0.73	doom	dûment		duːm	dyːm	
B	0.73	gal	galles		ɡæl	ɡal	
B	0.73	lid	laide		lɪd	lɛd	
B	0.73	manor	mans		mænɚ	man	
B	0.73	glue	clous		ɡluː	klu	
B	0.73	sim	sème		sɪm	sɛm	
B	0.73	tick	tic		tɪk	tik	
B	0.73	axe	axes	cognate	æks	aks	
B	0.73	tucker	tac		tʌkɚ	tak	
B	0.73	buffer	beauf		bʌfɚ	bof	
B	0.73	bum	baume		bʌm	bom	
B	0.73	dis	dix		dɪs	dis	
B	0.73	taller	tôle		tɔːlɚ	toːl	
B	0.73	rug	rogue		ɹʌɡ	ʁoɡ	
B	0.73	litter	lire		lɪɾɚ	liʁ	
B	0.73	fin	fines		fɪn	fin	
B	0.73	limb	lime		lɪm	lim	
B	0.73	zen	saines		zɛn	sɛn	
B	0.73	apt	aptes		æpt	apt	
B	0.73	dos	denses		dɑːs	dɑ̃s	
B	0.73	shin	chênes		ʃɪn	ʃɛn	
B	0.73	fucker	phoques		fʌkɚ	fok	
B	0.73	lure	lors		lʊɹ	lɔʁ	
B	0.73	sac	sacs		sæk	sak	
B	0.73	sip	sep		sɪp	sɛp	
B	0.73	knit	nettes		nɪt	nɛt	
B	0.73	shove	chauves		ʃʌv	ʃov	
B	0.729	libraries	librairies		laɪbɹɛɹiz	libʁɛʁi	
B	0.729	linking	living	loanword	lɪŋkɪŋ	lɪvɪŋ	
B	0.729	pharmacy	pharmacies	cognate	fɑːɹməsi	faʁmasi	
B	0.728	based	buste		beɪst	byst	
B	0.728	gold	guilde		ɡoʊld	ɡild	
B	0.728	tried	traces		tɹaɪd	tʁas	
B	0.728	primary	prix		pɹaɪmɚɹi	pʁi	
B	0.728	catch	coach	loanword	kætʃ	kəʊtʃ	
B	0.728	flight	flottes		flaɪt	flɔt	
B	0.728	previously	privilégie		pɹiːviəsli	pʁivileʒi	
B	0.728	prime	primes	cognate	pɹaɪm	pʁim	
B	0.728	connected	connecte		kənɛktᵻd	kɔnɛkt	
B	0.728	flowers	flash	loanword	flaʊɚz	flaʃ	
B	0.728	collected	collecte		kəlɛktᵻd	kɔlɛkt	
B	0.728	statistics	steaks	loanword	stɐtɪstɪks	steɪks	
B	0.728	enjoyed	end	loanword	ɛndʒɔɪd	ɛnd	
B	0.728	prize	prose		pɹaɪz	pʁɔz	
B	0.728	suffering	string	loanword	sʌfɚɹɪŋ	stɹɪŋ	
B	0.728	quote	couette		kwoʊt	kwɛt	
B	0.728	aspects	aspect	cognate	æspɛkts	aspɛkt	
B	0.728	existed	existent		ɛɡzɪstᵻd	ɛɡzist	
B	0.728	relating	ring	loanword	ɹᵻleɪɾɪŋ	ɹɪŋ	
B	0.728	stole	styles		stoʊl	stil	
B	0.728	deciding	ding	loanword	dᵻsaɪdɪŋ	dɪŋ	
B	0.728	flies	flash	loanword	flaɪz	flaʃ	
B	0.728	priorities	prises		pɹaɪɔːɹᵻɾiz	pʁiz	
B	0.728	sticking	string	loanword	stɪkɪŋ	stɹɪŋ	
B	0.728	drone	drôles		dɹoʊn	dʁoːl	
B	0.728	vaccine	vacciner		væksiːn	vaksine	
B	0.728	toast	tests		toʊst	tɛst	
B	0.728	skies	skate		skaɪz	skat	
B	0.728	slope	slip		sloʊp	slip	
B	0.728	costumes	costume	cognate	kɔstuːmz	kɔstym	
B	0.728	connects	connexes		kənɛkts	kɔnɛks	
B	0.728	planting	planning	loanword	plæntɪŋ	planɪŋ	
B	0.728	collectors	collecte		kəlɛktɚz	kɔlɛkt	
B	0.728	restrict	strictes		ɹᵻstɹɪkt	stʁikt	
B	0.728	retiring	ring	loanword	ɹᵻtaɪɚɹɪŋ	ɹɪŋ	
B	0.728	bowls	pulls	loanword	boʊlz	pʊlz	
B	0.728	choke	tchèques		tʃoʊk	tʃɛk	
B	0.728	sailed	soldes		seɪld	sɔld	
B	0.728	scripts	script	cognate	skɹɪpts	skʁipt	
B	0.728	flyers	flash	loanword	flaɪɚz	flaʃ	
B	0.728	noisy	nazis		nɔɪzi	nazi	
B	0.727	trials	trolls	loanword	tɹaɪəlz	tɹəʊlz	
B	0.727	robust	robustes	cognate	ɹoʊbʌst	ʁobyst	
B	0.727	expired	exposent		ɛkspaɪɚd	ɛkspoz	
B	0.726	every	ouvrit		ɛvɹi	uvʁi	
B	0.726	making	viking	loanword	meɪkɪŋ	vaɪkɪŋ	
B	0.726	went	ouest		wɛnt	wɛst	
B	0.726	trying	timing	loanword	tɹaɪɪŋ	taɪmɪŋ	
B	0.726	story	historiques		stoːɹi	istoʁik	
B	0.726	seeing	swing	loanword	siːɪŋ	swɪŋ	
B	0.726	produced	redoute		pɹəduːst	ʁədut	
B	0.726	terrible	terribles	cognate	tɛɹᵻbəl	tɛʁibl	
B	0.726	fail	mail	loanword	feɪl	meɪl	
B	0.726	directed	directs		dᵻɹɛktᵻd	diʁɛkt	
B	0.726	rescue	rescousse		ɹɛskjuː	ʁɛskus	
B	0.726	parking	parkings	cognate,loanword	pɑːɹkɪŋ	pɑːkɪŋz	
B	0.726	superior	soupire		suːpiəɹɪɚ	supiʁ	
B	0.726	directors	directs		dᵻɹɛktɚz	diʁɛkt	
B	0.726	grounds	round	loanword	ɡɹaʊndz	ɹaʊnd	
B	0.726	reflect	reflètent	cognate	ɹᵻflɛkt	ʁəflɛt	
B	0.726	seeds	cidre		siːdz	sidʁ	
B	0.726	fluid	fluides	cognate	fluːɪd	flyid	
B	0.726	patch	putsch		pætʃ	putʃ	
B	0.726	restore	restaurée		ɹᵻstoːɹ	ʁɛstoʁe	
B	0.726	burst	buste		bɜːst	byst	
B	0.726	cruel	cruels	cognate	kɹuːəl	kʁyɛl	
B	0.726	delivering	living	loanword	dᵻlɪvɚɹɪŋ	lɪvɪŋ	
B	0.726	entries	maîtrise		ɛntɹiz	mɛtʁiz	
B	0.726	bleeding	building	loanword	bliːdɪŋ	bɪldɪŋ	
B	0.726	reforms	réformes	cognate	ɹᵻfɔːɹmz	ʁefɔʁm	
B	0.726	entities	maîtrise		ɛntᵻɾiz	mɛtʁiz	
B	0.726	corrected	corrects		kɚɹɛktᵻd	koʁɛkt	
B	0.726	terribly	terribles		tɛɹᵻbli	tɛʁibl	
B	0.726	hawks	fox		hɔːks	fɔks	
B	0.726	spit	spot	loanword	spɪt	spɒt	
B	0.726	screams	script		skɹiːmz	skʁipt	
B	0.726	hairy	ferry	loanword	hɛɹi	fɛɹi	
B	0.726	receptor	préceptes		ɹᵻsɛptɚ	pʁesɛpt	
B	0.726	starving	string	loanword	stɑːɹvɪŋ	stɹɪŋ	
B	0.726	regrets	regrettent		ɹᵻɡɹɛts	ʁəɡʁɛt	
B	0.726	rebounds	round	loanword	ɹᵻbaʊndz	ɹaʊnd	
B	0.726	forensic	fresques		fɚɹɛnsɪk	fʁɛsk	
B	0.726	restoring	string	loanword	ɹᵻstoːɹɪŋ	stɹɪŋ	
B	0.726	haired	perdent		hɛɹd	pɛʁd	
B	0.726	mute	miettes		mjuːt	mjɛt	
B	0.725	party	paris		pɑːɹɾi	paʁi	
B	0.725	march	matchs		mɑːɹtʃ	matʃ	
B	0.725	jobs	jazz		dʒɑːbz	dʒaz	
B	0.725	trump	trempe		tɹʌmp	tʁɑ̃p	
B	0.725	arts	quartz		ɑːɹts	kaʁts	
B	0.725	squad	squat		skwɑːd	skwa	
B	0.725	concert	caste		kɑːnsɚt	kast	
B	0.725	chart	tartes		tʃɑːɹt	taʁt	
B	0.725	poverty	paris		pɑːvɚɾi	paʁi	
B	0.725	crops	crasse		kɹɑːps	kʁas	
B	0.725	diesel	disons		diːzəl	dizɔ̃	
B	0.725	starter	stars		stɑːɹɾɚ	staʁ	
B	0.725	robbery	abris		ɹɑːbɚɹi	abʁi	
B	0.725	parked	pacte		pɑːɹkt	pakt	
B	0.725	johns	jazz		dʒɑːnz	dʒaz	
B	0.725	plots	places		plɑːts	plas	
B	0.725	starred	stades		stɑːɹd	stad	
B	0.725	pottery	paris		pɑːɾɚɹi	paʁi	
B	0.725	monarchy	maquis		mɑːnɚki	maki	
B	0.724	magazine	magazines	cognate	mæɡɐziːn	maɡazin	
B	0.724	crystal	cristal	cognate	kɹɪstəl	kʁistal	
B	0.724	aggressive	agressive	cognate	ɐɡɹɛsɪv	aɡʁɛsiv	
B	0.724	galaxy	galaxies	cognate	ɡælɐksi	ɡalaksi	
B	0.724	parallel	parallèles	cognate	pæɹəlɛl	paʁalɛl	
B	0.724	ranging	training	loanword	ɹeɪndʒɪŋ	tɹeɪnɪŋ	
B	0.724	cowboys	boys	loanword	kaʊbɔɪz	bɔɪz	
B	0.724	acoustic	acoustique	cognate	ɐkuːstɪk	akustik	
B	0.724	explicitly	explicites		ɛksplɪsɪtli	ɛksplisit	
B	0.724	obtaining	training	loanword	əbteɪnɪŋ	tɹeɪnɪŋ	
B	0.724	outline	line	loanword	aʊtlaɪn	laɪn	
B	0.724	prosperity	prospère		pɹəspɛɹᵻɾi	pʁɔspɛʁ	
B	0.724	cavalry	cavalerie	cognate	kævəlɹi	kavalʁi	
B	0.724	protesting	pressing	loanword	pɹətɛstɪŋ	pɹɛsɪŋ	
B	0.723	foreign	fortunes		fɔːɹən	fɔʁtyn	
B	0.723	elected	lectures		ᵻlɛktᵻd	lɛktyʁ	
B	0.723	entering	string	loanword	ɛntɚɹɪŋ	stɹɪŋ	
B	0.723	interim	stream		ɪntɚɹɪm	stʁɪːm	
B	0.723	intake	steak	loanword	ɪnteɪk	steɪk	
B	0.723	guessing	pressing	loanword	ɡɛsɪŋ	pɹɛsɪŋ	
B	0.723	bakery	baby	loanword	beɪkɚɹi	beɪbi	
B	0.722	people	pipi		piːpəl	pipi	
B	0.722	easily	zizi		iːzili	zizi	
B	0.722	bond	bandes		bɑːnd	bɑ̃d	
B	0.722	explained	explosent		ɛkspleɪnd	ɛksploz	
B	0.722	breakdown	break	loanword	bɹeɪkdaʊn	bɹeɪk	
B	0.722	altered	hollande		ɔltɚd	ɔlɑ̃d	
B	0.721	excited	excède		ɛksaɪɾᵻd	ɛksɛd	
B	0.721	heading	holding	loanword	hɛdɪŋ	həʊldɪŋ	
B	0.721	meantime	minimes		miːntaɪm	minim	
B	0.721	slice	slaves		slaɪs	slav	
B	0.721	mounting	meeting	loanword	maʊntɪŋ	miːtɪŋ	
B	0.721	biased	bassiste		baɪəst	basist	
B	0.721	stripes	stresse		stɹaɪps	stʁɛs	
B	0.721	strokes	stresse		stɹoʊks	stʁɛs	
B	0.721	copying	camping	loanword	kɑːpɪɪŋ	kampɪŋ	
B	0.721	dumping	camping	loanword	dʌmpɪŋ	kampɪŋ	
B	0.721	screened	script		skɹiːnd	skʁipt	
B	0.72	structure	strictes		stɹʌktʃɚ	stʁikt	
B	0.72	profile	profils	cognate	pɹoʊfaɪl	pʁofil	
B	0.72	accepted	acceptes		ɐksɛptᵻd	aksɛpt	
B	0.72	excuse	excuses	cognate	ɛkskjuːs	ɛkskyz	
B	0.72	trail	troll	loanword	tɹeɪl	tɹəʊl	
B	0.72	trailer	troll	loanword	tɹeɪlɚ	tɹəʊl	
B	0.72	backing	parking	loanword	bækɪŋ	pɑːkɪŋ	
B	0.72	branches	brunch	loanword	bɹæntʃᵻz	bɹʌntʃ	
B	0.72	jewelry	jury	loanword	dʒuːəlɹi	dʒʊəɹi	
B	0.72	detected	détecte		dɪtɛktᵻd	detɛkt	
B	0.72	exceptional	exceptionnels	cognate	ɛksɛpʃənəl	ɛksɛpsjɔnɛl	
B	0.72	organs	organisent		ɔːɹɡənz	ɔʁɡaniz	
B	0.72	exterior	extraits		ɛkstɪɹiɚ	ɛkstʁɛ	
B	0.72	accepts	acceptes	cognate	ɐksɛpts	aksɛpt	
B	0.72	informal	informel	cognate	ɪnfɔːɹməl	ɛ̃fɔʁmɛl	
B	0.72	stained	stands		steɪnd	stɑ̃d	
B	0.72	confessed	conteste		kənfɛst	kɔ̃tɛst	
B	0.72	orgasm	orgasme	cognate	ɔːɹɡæzəm	ɔʁɡasm	
B	0.719	same	séisme		seɪm	seism	
B	0.719	night	navettes		naɪt	navɛt	
B	0.719	real	rigole		ɹiːəl	ʁiɡɔl	
B	0.719	later	légères		leɪɾɚ	leʒɛʁ	
B	0.719	line	latines		laɪn	latin	
B	0.719	kind	caïd		kaɪnd	kaid	
B	0.719	months	maths	loanword	mʌnθs	maθs	
B	0.719	late	lady	loanword	leɪt	leɪdi	
B	0.719	date	défaites		deɪt	defɛt	
B	0.719	rate	répètent		ɹeɪt	ʁepɛt	
B	0.719	feeling	filets		fiːlɪŋ	filɛ	
B	0.719	forward	fortes		fɔːɹwɚd	fɔʁt	
B	0.719	base	bénisse		beɪs	benis	
B	0.719	culture	catch		kʌltʃɚ	katʃ	
B	0.719	married	aride		mæɹid	aʁid	
B	0.719	pain	pérenne		peɪn	peʁɛn	
B	0.719	join	gin		dʒɔɪn	dʒin	
B	0.719	calling	collet		kɔːlɪŋ	kɔlɛ	
B	0.719	search	sketch		sɜːtʃ	skɛtʃ	
B	0.719	sister	sieste		sɪstɚ	sjɛst	
B	0.719	background	round	loanword	bækɡɹaʊnd	ɹaʊnd	
B	0.719	carried	caïd		kæɹid	kaid	
B	0.719	beauty	pourris		bjuːɾi	puʁi	
B	0.719	unique	uniques	cognate	juːniːk	ynik	
B	0.719	sport	spot	loanword	spoːɹt	spɒt	
B	0.719	rain	résine		ɹeɪn	ʁezin	
B	0.719	grant	gratte		ɡɹænt	ɡʁat	
B	0.719	worried	aride		wʌɹid	aʁid	
B	0.719	brings	brise		bɹɪŋz	bʁiz	
B	0.719	cutting	curry	loanword	kʌɾɪŋ	kʌɹi	
B	0.719	offering	offrit		ɔfɚɹɪŋ	ɔfʁi	
B	0.719	moves	mouvance		muːvz	muvɑ̃s	
B	0.719	dates	déesse		deɪts	deɛs	
B	0.719	print	prêtes		pɹɪnt	pʁɛt	
B	0.719	pilot	palettes		paɪlət	palɛt	
B	0.719	clubs	closes		klʌbz	kloz	
B	0.719	roman	romaines	cognate	ɹoʊmən	ʁomɛn	
B	0.719	cats	quartz		kæts	kaʁts	
B	0.719	tracks	traces		tɹæks	tʁas	
B	0.719	capture	catch		kæptʃɚ	katʃ	
B	0.719	cuts	quartz		kʌts	kaʁts	
B	0.719	rarely	relis		ɹɛɹli	ʁəli	
B	0.719	routine	ruines		ɹuːtiːn	ʁyin	
B	0.719	scary	séries		skɛɹi	seʁi	
B	0.719	summary	séries		sʌmɚɹi	seʁi	
B	0.719	roughly	relis		ɹʌfli	ʁəli	
B	0.719	salary	séries		sælɚɹi	seʁi	
B	0.719	ruin	routine		ɹuːɪn	ʁutin	
