rank	en	fr	ladder	v5	v7	strict	loops	dual	cognate	sound	meaning
8	quiet	calme	DUAL-B					DUAL-B	0		
8	quit	quitter	DUAL-B					DUAL-B	0		
8	quiz	questionnaire	DUAL-B					DUAL-B	0		
8	quotation	cotation	DUAL-B					DUAL-B	1		
8	quotations	cotations	DUAL-B					DUAL-B	1		
8	quote	cite	DUAL-B					DUAL-B	0		
8	quote	cotation	DUAL-B					DUAL-B	0		
8	quoted	cotés	DUAL-B					DUAL-B	0		
8	quotes	cotation	DUAL-B					DUAL-B	0		
8	quotes	cotes	DUAL-B					DUAL-B	0		
8	rabbi	rabbi	DUAL-B					DUAL-B	1		
8	rabbi	rabbin	DUAL-B					DUAL-B	1		
8	rabbi	rabin	DUAL-B					DUAL-B	1		
8	rabbis	rabbins	DUAL-B					DUAL-B	1		
8	rabbit	rabbit	DUAL-B					DUAL-B	1		
8	race	course	DUAL-B					DUAL-B	0		
8	racer	racer	DUAL-B					DUAL-B	1		
8	racial	raciale	DUAL-B					DUAL-B	1		
8	racism	racisme	DUAL-B					DUAL-B	1		
8	radial	radial	DUAL-B					DUAL-B	1		
8	radial	radiale	DUAL-B					DUAL-B	1		
8	radiation	radiations	DUAL-B					DUAL-B	1		
8	radiation	rayonnement	DUAL-B					DUAL-B	0		
8	radiation	rayonnements	DUAL-B					DUAL-B	0		
8	radical	radical	DUAL-B					DUAL-B	1		
8	radical	radicale	DUAL-B					DUAL-B	1		
8	radical	radicaux	DUAL-B					DUAL-B	1		
8	radio	radio	DUAL-B					DUAL-B	1		
8	radio	radiophonique	DUAL-B					DUAL-B	0		
8	radioactive	radioactif	DUAL-B					DUAL-B	1		
8	radioactive	radioactifs	DUAL-B					DUAL-B	1		
8	radioactive	radioactive	DUAL-B					DUAL-B	1		
8	radioactive	radioactives	DUAL-B					DUAL-B	1		
8	radius	radius	DUAL-B					DUAL-B	1		
8	radius	rayon	DUAL-B					DUAL-B	0		
8	rai	rai	DUAL-B					DUAL-B	1		
8	raiders	raiders	DUAL-B					DUAL-B	1		
8	raids	raids	DUAL-B					DUAL-B	1		
8	rail	rail	DUAL-B					DUAL-B	1		
8	railroad	ferroviaire	DUAL-B					DUAL-B	0		
8	rails	rails	DUAL-B					DUAL-B	1		
8	rails	rampes	DUAL-B					DUAL-B	0		
8	rains	rains	DUAL-B					DUAL-B	1		
8	raion	raïon	DUAL-B					DUAL-B	1		
8	raja	raja	DUAL-B					DUAL-B	1		
8	rally	rally	DUAL-B					DUAL-B	1		
8	rama	rama	DUAL-B					DUAL-B	1		
8	ramon	ramon	DUAL-B					DUAL-B	1		
8	ramon	ramón	DUAL-B					DUAL-B	1		
8	ramps	rampes	DUAL-B					DUAL-B	1		
8	rams	rams	DUAL-B					DUAL-B	1		
8	ramón	ramón	DUAL-B					DUAL-B	1		
8	ranch	ranch	DUAL-B					DUAL-B	1		
8	rand	rand	DUAL-B					DUAL-B	1		
8	randy	randy	DUAL-B					DUAL-B	1		
8	ranger	ranger	DUAL-B					DUAL-B	1		
8	rangers	rangers	DUAL-B					DUAL-B	1		
8	rank	rang	DUAL-B					DUAL-B	1		
8	ranks	rangs	DUAL-B					DUAL-B	1		
8	ransom	rançon	DUAL-B					DUAL-B	0		
8	rap	rappeur	DUAL-B					DUAL-B	0		
8	rap	rappeurs	DUAL-B					DUAL-B	0		
8	rapids	rapides	DUAL-B					DUAL-B	1		
8	rapper	rappeur	DUAL-B					DUAL-B	1		
8	rappers	rappeurs	DUAL-B					DUAL-B	1		
8	rare	rareté	DUAL-B					DUAL-B	1		
8	rat	rat	DUAL-B					DUAL-B	1		
8	rat	rats	DUAL-B					DUAL-B	1		
8	ratified	ratifié	DUAL-B					DUAL-B	1		
8	ratified	ratifiée	DUAL-B					DUAL-B	1		
8	ratified	ratifiées	DUAL-B					DUAL-B	1		
8	ratified	ratifiés	DUAL-B					DUAL-B	1		
8	ratio	ratio	DUAL-B					DUAL-B	1		
8	rational	rational	DUAL-B					DUAL-B	1		
8	rational	rationnel	DUAL-B					DUAL-B	1		
8	rational	rationnelle	DUAL-B					DUAL-B	0		
8	rational	rationnels	DUAL-B					DUAL-B	1		
8	rationale	raisonnement	DUAL-B					DUAL-B	0		
8	rats	rats	DUAL-B					DUAL-B	1		
8	ravens	ravens	DUAL-B					DUAL-B	1		
8	raw	raw	DUAL-B					DUAL-B	1		
8	raymond	raymond	DUAL-B					DUAL-B	1		
8	rays	raies	DUAL-B					DUAL-B	0		
8	rays	rayons	DUAL-B					DUAL-B	1		
8	react	réagis	DUAL-B					DUAL-B	0		
8	reaction	réaction	DUAL-B					DUAL-B	1		
8	reactions	réactions	DUAL-B					DUAL-B	1		
8	reactor	réacteur	DUAL-B					DUAL-B	0		
8	ready	pret	DUAL-B					DUAL-B	0		
8	ready	prêt	DUAL-B					DUAL-B	0		
8	ready	prête	DUAL-B					DUAL-B	0		
8	ready	prêtes	DUAL-B					DUAL-B	0		
8	ready	prêts	DUAL-B					DUAL-B	0		
8	real	véritable	DUAL-B					DUAL-B	0		
8	realised	réalisé	DUAL-B					DUAL-B	0		
8	realised	réalisée	DUAL-B					DUAL-B	1		
8	realism	réalisme	DUAL-B					DUAL-B	1		
8	realism	réaliste	DUAL-B					DUAL-B	0		
8	realistic	réalisme	DUAL-B					DUAL-B	0		
8	realistic	réaliste	DUAL-B					DUAL-B	0		
8	realistic	réalistes	DUAL-B					DUAL-B	0		
8	reality	réalité	DUAL-B					DUAL-B	0		
8	reality	réalités	DUAL-B					DUAL-B	0		
8	realize	réalise	DUAL-B					DUAL-B	0		
8	realized	réalisé	DUAL-B					DUAL-B	0		
8	realizes	réalise	DUAL-B					DUAL-B	0		
8	realizing	réalisant	DUAL-B					DUAL-B	0		
8	really	réellement	DUAL-B					DUAL-B	0		
8	realm	royaume	DUAL-B					DUAL-B	0		
8	realms	royaumes	DUAL-B					DUAL-B	0		
8	rear	arriere	DUAL-B					DUAL-B	0		
8	rear	arrière	DUAL-B					DUAL-B	0		
8	rear	arrières	DUAL-B					DUAL-B	0		
8	reason	raison	DUAL-B					DUAL-B	1		
8	reason	raisons	DUAL-B					DUAL-B	1		
8	reasonable	raisonnable	DUAL-B					DUAL-B	1		
8	reasonable	raisonnablement	DUAL-B					DUAL-B	0		
8	reasonable	raisonnables	DUAL-B					DUAL-B	1		
8	reasonably	raisonnablement	DUAL-B					DUAL-B	0		
8	reasoning	raisonnement	DUAL-B					DUAL-B	0		
8	reasoning	raisonnements	DUAL-B					DUAL-B	0		
8	reasons	raisons	DUAL-B					DUAL-B	1		
8	reassigned	réaffecté	DUAL-B					DUAL-B	0		
8	rebellion	révolte	DUAL-B					DUAL-B	0		
8	rebels	rebelles	DUAL-B					DUAL-B	1		
8	rebounds	rebonds	DUAL-B					DUAL-B	1		
8	rebuild	rebâtir	DUAL-B					DUAL-B	0		
8	rebuilt	reconstruite	DUAL-B					DUAL-B	0		
8	recall	rappel	DUAL-B					DUAL-B	0		
8	recalled	rappelé	DUAL-B					DUAL-B	0		
8	recalled	rappelées	DUAL-B					DUAL-B	0		
8	recalled	rappelés	DUAL-B					DUAL-B	0		
8	recalls	rappelle	DUAL-B					DUAL-B	0		
8	recalls	rappels	DUAL-B					DUAL-B	0		
8	receive	recevez	DUAL-B					DUAL-B	1		
8	receive	recevoir	DUAL-B					DUAL-B	0		
8	receive	reçois	DUAL-B					DUAL-B	0		
8	received	reçu	DUAL-B					DUAL-B	0		
8	received	reçue	DUAL-B					DUAL-B	0		
8	received	reçues	DUAL-B					DUAL-B	0		
8	received	reçus	DUAL-B					DUAL-B	0		
8	receiver	receveur	DUAL-B					DUAL-B	1		
8	receiver	récepteur	DUAL-B					DUAL-B	0		
8	receivers	receveurs	DUAL-B					DUAL-B	1		
8	receivers	récepteurs	DUAL-B					DUAL-B	0		
8	receives	reçoit	DUAL-B					DUAL-B	0		
8	receiving	recevant	DUAL-B					DUAL-B	0		
8	receiving	recevoir	DUAL-B					DUAL-B	0		
8	recent	récent	DUAL-B					DUAL-B	1		
8	recent	récents	DUAL-B					DUAL-B	1		
8	recently	récemment	DUAL-B					DUAL-B	0		
8	recently	récent	DUAL-B					DUAL-B	0		
8	recipe	recette	DUAL-B					DUAL-B	0		
8	recipient	receveur	DUAL-B					DUAL-B	0		
8	recipients	récipiendaires	DUAL-B					DUAL-B	0		
8	recognise	reconnais	DUAL-B					DUAL-B	1		
8	recognise	reconnaissent	DUAL-B					DUAL-B	0		
8	recognise	reconnaissez	DUAL-B					DUAL-B	1		
8	recognise	reconnaître	DUAL-B					DUAL-B	0		
8	recognised	reconnu	DUAL-B					DUAL-B	0		
8	recognised	reconnue	DUAL-B					DUAL-B	0		
8	recognised	reconnues	DUAL-B					DUAL-B	0		
8	recognised	reconnus	DUAL-B					DUAL-B	0		
8	recognition	reconnaissance	DUAL-B					DUAL-B	0		
8	recognize	reconnais	DUAL-B					DUAL-B	0		
8	recognize	reconnaissent	DUAL-B					DUAL-B	0		
8	recognize	reconnaître	DUAL-B					DUAL-B	0		
8	recognized	reconnu	DUAL-B					DUAL-B	0		
8	recognized	reconnue	DUAL-B					DUAL-B	0		
8	recognized	reconnues	DUAL-B					DUAL-B	0		
8	recognized	reconnus	DUAL-B					DUAL-B	0		
8	recognizes	reconnait	DUAL-B					DUAL-B	0		
8	recognizes	reconnaît	DUAL-B					DUAL-B	0		
8	recognizing	reconnaissant	DUAL-B					DUAL-B	0		
8	recognizing	reconnaître	DUAL-B					DUAL-B	0		
8	recommend	recommande	DUAL-B					DUAL-B	1		
8	recommend	recommander	DUAL-B					DUAL-B	1		
8	recommendation	recommandation	DUAL-B					DUAL-B	1		
8	recommendation	recommandations	DUAL-B					DUAL-B	1		
8	recommendations	recommandations	DUAL-B					DUAL-B	1		
8	recommended	recommandé	DUAL-B					DUAL-B	1		
8	recommended	recommandée	DUAL-B					DUAL-B	1		
8	recommended	recommandées	DUAL-B					DUAL-B	1		
8	recommended	recommandés	DUAL-B					DUAL-B	0		
8	reconciliation	réconciliation	DUAL-B					DUAL-B	1		
8	reconnaissance	reconnaissance	DUAL-B					DUAL-B	1		
8	reconnaissance	reconnaissances	DUAL-B					DUAL-B	1		
8	reconstructed	reconstitué	DUAL-B					DUAL-B	0		
8	reconstructed	reconstruit	DUAL-B					DUAL-B	1		
8	reconstructed	reconstruite	DUAL-B					DUAL-B	1		
8	reconstructed	reconstruits	DUAL-B					DUAL-B	1		
8	reconstruction	reconstitution	DUAL-B					DUAL-B	1		
8	reconstruction	reconstruction	DUAL-B					DUAL-B	1		
8	record	record	DUAL-B					DUAL-B	1		
8	records	records	DUAL-B					DUAL-B	1		
8	recovered	retrouvé	DUAL-B					DUAL-B	0		
8	recovery	guérison	DUAL-B					DUAL-B	0		
8	recovery	recouvrement	DUAL-B					DUAL-B	0		
8	recreate	recréer	DUAL-B					DUAL-B	0		
8	recreated	recréé	DUAL-B					DUAL-B	0		
8	recreation	récréation	DUAL-B					DUAL-B	1		
8	recreational	récréatif	DUAL-B					DUAL-B	0		
8	recreational	récréatives	DUAL-B					DUAL-B	0		
8	recruit	recruter	DUAL-B					DUAL-B	1		
8	recruited	recruté	DUAL-B					DUAL-B	1		
8	recruited	recrutée	DUAL-B					DUAL-B	1		
8	recruited	recrutés	DUAL-B					DUAL-B	0		
8	recruiting	recrutement	DUAL-B					DUAL-B	0		
8	recruiting	recrutements	DUAL-B					DUAL-B	0		
8	recruiting	recruter	DUAL-B					DUAL-B	0		
8	recurring	récurrent	DUAL-B					DUAL-B	0		
8	recurring	récurrente	DUAL-B					DUAL-B	0		
8	recurring	récurrents	DUAL-B					DUAL-B	0		
8	recycling	recyclage	DUAL-B					DUAL-B	1		
8	recycling	recycler	DUAL-B					DUAL-B	0		
8	red	rouge	DUAL-B					DUAL-B	0		
8	red	rouges	DUAL-B					DUAL-B	0		
8	red	roux	DUAL-B					DUAL-B	0		
8	reddish	rougeâtre	DUAL-B					DUAL-B	0		
8	redesigned	redessiné	DUAL-B					DUAL-B	0		
8	redesigned	remanié	DUAL-B					DUAL-B	0		
8	redirect	redirection	DUAL-B					DUAL-B	1		
8	redirect	rediriger	DUAL-B					DUAL-B	0		
8	redirect	réorienter	DUAL-B					DUAL-B	0		
8	redirected	redirigé	DUAL-B					DUAL-B	0		
8	redirecting	redirection	DUAL-B					DUAL-B	1		
8	redirects	redirections	DUAL-B					DUAL-B	1		
8	reds	rouges	DUAL-B					DUAL-B	0		
8	reduce	réduire	DUAL-B					DUAL-B	0		
8	reduced	réduit	DUAL-B					DUAL-B	0		
8	reduced	réduite	DUAL-B					DUAL-B	0		
8	reduced	réduites	DUAL-B					DUAL-B	0		
8	reduces	réduit	DUAL-B					DUAL-B	0		
8	reducing	réducteur	DUAL-B					DUAL-B	0		
8	reducing	réducteurs	DUAL-B					DUAL-B	0		
8	reducing	réduire	DUAL-B					DUAL-B	0		
8	reduction	réduction	DUAL-B					DUAL-B	1		
8	redundant	redondant	DUAL-B					DUAL-B	1		
8	reed	reed	DUAL-B					DUAL-B	1		
8	reed	roseaux	DUAL-B					DUAL-B	0		
8	reel	reel	DUAL-B					DUAL-B	1		
8	reference	référence	DUAL-B					DUAL-B	1		
8	referenced	référencé	DUAL-B					DUAL-B	0		
8	referenced	référencés	DUAL-B					DUAL-B	0		
8	references	références	DUAL-B					DUAL-B	1		
8	referencing	référencement	DUAL-B					DUAL-B	0		
8	referendum	référendum	DUAL-B					DUAL-B	1		
8	refined	raffinement	DUAL-B					DUAL-B	0		
8	refined	raffiné	DUAL-B					DUAL-B	0		
8	refined	raffinée	DUAL-B					DUAL-B	0		
8	refined	raffinées	DUAL-B					DUAL-B	0		
8	reflect	refléter	DUAL-B					DUAL-B	0		
8	reflected	reflété	DUAL-B					DUAL-B	0		
8	reflected	réfléchie	DUAL-B					DUAL-B	0		
8	reflecting	reflétant	DUAL-B					DUAL-B	0		
8	reflecting	refléter	DUAL-B					DUAL-B	0		
8	reflecting	réfléchissant	DUAL-B					DUAL-B	0		
8	reformation	réforme	DUAL-B					DUAL-B	0		
8	refugee	réfugié	DUAL-B					DUAL-B	0		
8	refugee	réfugiée	DUAL-B					DUAL-B	0		
8	refugee	réfugiées	DUAL-B					DUAL-B	0		
8	refugee	réfugiés	DUAL-B					DUAL-B	0		
8	refugees	réfugiés	DUAL-B					DUAL-B	0		
8	refusal	refus	DUAL-B					DUAL-B	1		
8	refuse	refuser	DUAL-B					DUAL-B	1		
8	refuse	refusez	DUAL-B					DUAL-B	1		
8	refused	refusé	DUAL-B					DUAL-B	1		
8	refused	refusée	DUAL-B					DUAL-B	1		
8	refused	refusées	DUAL-B					DUAL-B	1		
8	refused	refusés	DUAL-B					DUAL-B	0		
8	refusing	refusant	DUAL-B					DUAL-B	1		
8	regain	regagner	DUAL-B					DUAL-B	0		
8	regency	régence	DUAL-B					DUAL-B	0		
8	regent	régent	DUAL-B					DUAL-B	1		
8	regiment	régiment	DUAL-B					DUAL-B	1		
8	regimental	régiment	DUAL-B					DUAL-B	1		
8	regiments	régiments	DUAL-B					DUAL-B	1		
8	reginald	renaud	DUAL-B					DUAL-B	0		
8	region	région	DUAL-B					DUAL-B	1		
8	regional	régional	DUAL-B					DUAL-B	1		
8	regional	régionales	DUAL-B					DUAL-B	1		
8	regional	régionaux	DUAL-B					DUAL-B	0		
8	regions	régions	DUAL-B					DUAL-B	1		
8	register	enregistrer	DUAL-B					DUAL-B	1		
8	register	enregistrez	DUAL-B					DUAL-B	0		
8	register	registre	DUAL-B					DUAL-B	1		
8	registered	enregistré	DUAL-B					DUAL-B	0		
8	registered	enregistrée	DUAL-B					DUAL-B	0		
8	registered	enregistrés	DUAL-B					DUAL-B	0		
8	registers	registres	DUAL-B					DUAL-B	1		
8	registration	enregistrement	DUAL-B					DUAL-B	0		
8	registry	greffe	DUAL-B					DUAL-B	0		
8	regular	régulier	DUAL-B					DUAL-B	0		
8	regular	régulière	DUAL-B					DUAL-B	0		
8	regular	régulières	DUAL-B					DUAL-B	0		
8	regulate	réglementer	DUAL-B					DUAL-B	0		
8	regulate	réguler	DUAL-B					DUAL-B	0		
8	regulated	réglementé	DUAL-B					DUAL-B	0		
8	regulated	réglementée	DUAL-B					DUAL-B	0		
8	regulated	réglementés	DUAL-B					DUAL-B	0		
8	regulated	régulé	DUAL-B					DUAL-B	0		
8	regulation	règlement	DUAL-B					DUAL-B	0		
8	regulation	règlementation	DUAL-B					DUAL-B	0		
8	regulation	réglementation	DUAL-B					DUAL-B	0		
8	regulation	régulation	DUAL-B					DUAL-B	1		
8	regulations	règlement	DUAL-B					DUAL-B	0		
8	regulations	règlementation	DUAL-B					DUAL-B	0		
8	regulations	règlements	DUAL-B					DUAL-B	0		
8	regulations	réglementation	DUAL-B					DUAL-B	0		
8	regulations	réglementations	DUAL-B					DUAL-B	0		
8	regulatory	règlementation	DUAL-B					DUAL-B	0		
8	regulatory	réglementaire	DUAL-B					DUAL-B	0		
8	regulatory	réglementaires	DUAL-B					DUAL-B	0		
8	rehabilitation	réadaptation	DUAL-B					DUAL-B	0		
8	rehabilitation	réhabilitation	DUAL-B					DUAL-B	1		
8	rehabilitation	réinsertion	DUAL-B					DUAL-B	0		
8	reich	reich	DUAL-B					DUAL-B	1		
8	reign	règne	DUAL-B					DUAL-B	0		
8	reigning	régnant	DUAL-B					DUAL-B	0		
8	reinforced	renforcé	DUAL-B					DUAL-B	1		
8	reinforced	renforcée	DUAL-B					DUAL-B	1		
8	reinforced	renforcées	DUAL-B					DUAL-B	1		
8	reinforced	renforcés	DUAL-B					DUAL-B	0		
8	reinforcements	renfort	DUAL-B					DUAL-B	0		
8	reinforcements	renforts	DUAL-B					DUAL-B	0		
8	reinstated	réintégré	DUAL-B					DUAL-B	0		
8	reissue	réédition	DUAL-B					DUAL-B	0		
8	reissued	réédition	DUAL-B					DUAL-B	0		
8	reissued	réédité	DUAL-B					DUAL-B	0		
8	reject	refuser	DUAL-B					DUAL-B	0		
8	reject	rejeter	DUAL-B					DUAL-B	1		
8	rejected	refusé	DUAL-B					DUAL-B	0		
8	rejected	refusées	DUAL-B					DUAL-B	0		
8	rejected	rejeté	DUAL-B					DUAL-B	0		
8	rejected	rejetée	DUAL-B					DUAL-B	1		
8	rejected	rejetées	DUAL-B					DUAL-B	1		
8	rejected	rejetés	DUAL-B					DUAL-B	0		
8	rejection	rejet	DUAL-B					DUAL-B	0		
8	rejects	rebuts	DUAL-B					DUAL-B	0		
8	rejects	rejette	DUAL-B					DUAL-B	0		
8	rejects	rejetés	DUAL-B					DUAL-B	1		
8	relation	relation	DUAL-B					DUAL-B	1		
8	relations	relations	DUAL-B					DUAL-B	1		
8	relationship	relation	DUAL-B					DUAL-B	1		
8	relationships	relations	DUAL-B					DUAL-B	1		
8	relative	relatif	DUAL-B					DUAL-B	1		
8	relative	relative	DUAL-B					DUAL-B	1		
8	relatively	relativement	DUAL-B					DUAL-B	0		
8	relativity	relativité	DUAL-B					DUAL-B	1		
8	relay	relais	DUAL-B					DUAL-B	0		
8	relay	relayer	DUAL-B					DUAL-B	1		
8	release	libèrent	DUAL-B					DUAL-B	0		
8	release	libération	DUAL-B					DUAL-B	0		
8	release	release	DUAL-B					DUAL-B	1		
8	released	libéré	DUAL-B					DUAL-B	0		
8	released	libérés	DUAL-B					DUAL-B	0		
8	released	relâché	DUAL-B					DUAL-B	0		
8	releases	rejets	DUAL-B					DUAL-B	0		
8	relegated	relégué	DUAL-B					DUAL-B	0		
8	relegated	relégués	DUAL-B					DUAL-B	0		
8	reliable	fiable	DUAL-B					DUAL-B	0		
8	reliable	fiables	DUAL-B					DUAL-B	0		
8	relics	reliques	DUAL-B					DUAL-B	0		
8	religion	religieux	DUAL-B					DUAL-B	0		
8	religion	religion	DUAL-B					DUAL-B	1		
8	religions	religions	DUAL-B					DUAL-B	1		
8	religious	religieuse	DUAL-B					DUAL-B	1		
8	religious	religieuses	DUAL-B					DUAL-B	1		
8	religious	religieux	DUAL-B					DUAL-B	1		
8	relocation	relocalisation	DUAL-B					DUAL-B	1		
8	relocation	relogement	DUAL-B					DUAL-B	0		
8	reluctant	réticent	DUAL-B					DUAL-B	0		
8	reluctant	réticente	DUAL-B					DUAL-B	0		
8	reluctant	réticents	DUAL-B					DUAL-B	0		
8	remain	rester	DUAL-B					DUAL-B	0		
8	remained	resta	DUAL-B					DUAL-B	0		
8	remained	restait	DUAL-B					DUAL-B	0		
8	remained	resté	DUAL-B					DUAL-B	0		
8	remaining	restant	DUAL-B					DUAL-B	0		
8	remaining	restantes	DUAL-B					DUAL-B	0		
8	remaining	restants	DUAL-B					DUAL-B	0		
8	remains	restes	DUAL-B					DUAL-B	0		
8	remarked	remarqua	DUAL-B					DUAL-B	0		
8	remedies	remèdes	DUAL-B					DUAL-B	1		
8	remedy	remède	DUAL-B					DUAL-B	0		
8	reminded	rappelé	DUAL-B					DUAL-B	0		
8	remixed	remixée	DUAL-B					DUAL-B	1		
8	remote	distante	DUAL-B					DUAL-B	0		
8	rename	renommer	DUAL-B					DUAL-B	0		
8	renamed	renommé	DUAL-B					DUAL-B	0		
8	renamed	renommée	DUAL-B					DUAL-B	0		
8	renamed	renommés	DUAL-B					DUAL-B	0		
8	renaming	renommer	DUAL-B					DUAL-B	0		
8	renault	renault	DUAL-B					DUAL-B	1		
8	render	rendre	DUAL-B					DUAL-B	1		
8	render	rendu	DUAL-B					DUAL-B	0		
8	rendered	rendu	DUAL-B					DUAL-B	0		
8	rendered	rendue	DUAL-B					DUAL-B	0		
8	rendered	rendues	DUAL-B					DUAL-B	0		
8	rendered	rendus	DUAL-B					DUAL-B	0		
8	rendering	rendu	DUAL-B					DUAL-B	0		
8	renewable	renouvelable	DUAL-B					DUAL-B	1		
8	renewable	renouvelables	DUAL-B					DUAL-B	0		
8	renewal	renouveau	DUAL-B					DUAL-B	0		
8	renewal	renouvellement	DUAL-B					DUAL-B	0		
8	renewed	renouvelé	DUAL-B					DUAL-B	0		
8	renewed	renouvelée	DUAL-B					DUAL-B	0		
8	renewed	renouvelés	DUAL-B					DUAL-B	0		
8	renovated	rénové	DUAL-B					DUAL-B	0		
8	renovated	rénovée	DUAL-B					DUAL-B	0		
8	renovated	rénovées	DUAL-B					DUAL-B	0		
8	renovated	rénovés	DUAL-B					DUAL-B	0		
8	renovation	rénovation	DUAL-B					DUAL-B	1		
8	renovation	rénovations	DUAL-B					DUAL-B	1		
8	renovations	rénovation	DUAL-B					DUAL-B	1		
8	renovations	rénovations	DUAL-B					DUAL-B	1		
8	renowned	renommé	DUAL-B					DUAL-B	0		
8	renowned	renommée	DUAL-B					DUAL-B	0		
8	renowned	renommés	DUAL-B					DUAL-B	0		
8	reopened	rouvert	DUAL-B					DUAL-B	0		
8	reorganization	redressement	DUAL-B					DUAL-B	0		
8	reorganization	réorganisation	DUAL-B					DUAL-B	1		
8	reorganized	réorganisé	DUAL-B					DUAL-B	0		
8	reorganized	réorganisée	DUAL-B					DUAL-B	0		
8	repair	réparateur	DUAL-B					DUAL-B	0		
8	repair	réparation	DUAL-B					DUAL-B	0		
8	repair	réparations	DUAL-B					DUAL-B	0		
8	repair	réparer	DUAL-B					DUAL-B	0		
8	repaired	réparé	DUAL-B					DUAL-B	0		
8	repaired	réparée	DUAL-B					DUAL-B	0		
8	repaired	réparées	DUAL-B					DUAL-B	0		
8	repaired	réparés	DUAL-B					DUAL-B	0		
8	repairs	réparation	DUAL-B					DUAL-B	0		
8	repairs	réparations	DUAL-B					DUAL-B	0		
8	repeat	répéter	DUAL-B					DUAL-B	0		
8	repeat	répétez	DUAL-B					DUAL-B	0		
8	repeat	répétition	DUAL-B					DUAL-B	0		
8	repeated	répété	DUAL-B					DUAL-B	0		
8	repeated	répétée	DUAL-B					DUAL-B	0		
8	repeated	répétées	DUAL-B					DUAL-B	0		
8	repeated	répétés	DUAL-B					DUAL-B	0		
8	repeating	répétant	DUAL-B					DUAL-B	0		
8	repeating	répéter	DUAL-B					DUAL-B	0		
8	repetition	répétition	DUAL-B					DUAL-B	1		
8	repetitive	répétitif	DUAL-B					DUAL-B	0		
8	repetitive	répétitifs	DUAL-B					DUAL-B	0		
8	repetitive	répétitive	DUAL-B					DUAL-B	1		
8	replace	remplacement	DUAL-B					DUAL-B	0		
8	replace	remplacer	DUAL-B					DUAL-B	1		
8	replace	remplacez	DUAL-B					DUAL-B	1		
8	replaceable	remplaçable	DUAL-B					DUAL-B	1		
8	replaced	remplacé	DUAL-B					DUAL-B	1		
8	replaced	remplacée	DUAL-B					DUAL-B	1		
8	replaced	remplacées	DUAL-B					DUAL-B	1		
8	replaced	remplacés	DUAL-B					DUAL-B	0		
8	replacement	remplacement	DUAL-B					DUAL-B	1		
8	replacement	remplacements	DUAL-B					DUAL-B	1		
8	replacement	remplaçant	DUAL-B					DUAL-B	0		
8	replaces	remplace	DUAL-B					DUAL-B	1		
8	replaces	remplacera	DUAL-B					DUAL-B	1		
8	replacing	remplacer	DUAL-B					DUAL-B	0		
8	replacing	remplaçant	DUAL-B					DUAL-B	0		
8	replay	rejouer	DUAL-B					DUAL-B	0		
8	replied	répondait	DUAL-B					DUAL-B	0		
8	replied	répondit	DUAL-B					DUAL-B	0		
8	replied	répondu	DUAL-B					DUAL-B	0		
8	replies	réponses	DUAL-B					DUAL-B	0		
8	reply	reponse	DUAL-B					DUAL-B	0		
8	reply	réplique	DUAL-B					DUAL-B	0		
8	reply	répondez	DUAL-B					DUAL-B	0		
8	reply	répondre	DUAL-B					DUAL-B	0		
8	reply	réponse	DUAL-B					DUAL-B	0		
8	report	rapport	DUAL-B					DUAL-B	1		
8	report	reportage	DUAL-B					DUAL-B	1		
8	reported	rapporté	DUAL-B					DUAL-B	0		
8	reporter	reporter	DUAL-B					DUAL-B	1		
8	reporters	reporters	DUAL-B					DUAL-B	1		
8	reporting	rapports	DUAL-B					DUAL-B	0		
8	reporting	reportage	DUAL-B					DUAL-B	1		
8	reporting	reportages	DUAL-B					DUAL-B	0		
8	reports	rapports	DUAL-B					DUAL-B	1		
8	reports	reportages	DUAL-B					DUAL-B	1		
8	represent	représenter	DUAL-B					DUAL-B	1		
8	representation	représentation	DUAL-B					DUAL-B	1		
8	representations	représentations	DUAL-B					DUAL-B	1		
8	representative	représentant	DUAL-B					DUAL-B	1		
8	representative	représentante	DUAL-B					DUAL-B	1		
8	representatives	représentants	DUAL-B					DUAL-B	1		
8	represented	représenté	DUAL-B					DUAL-B	1		
8	represented	représentée	DUAL-B					DUAL-B	1		
8	represented	représentées	DUAL-B					DUAL-B	1		
8	represented	représentés	DUAL-B					DUAL-B	0		
8	representing	représentant	DUAL-B					DUAL-B	1		
8	representing	représenter	DUAL-B					DUAL-B	0		
8	represents	représente	DUAL-B					DUAL-B	1		
8	reprint	réimpression	DUAL-B					DUAL-B	0		
8	reprinted	réimprimé	DUAL-B					DUAL-B	0		
8	reproduction	procréation	DUAL-B					DUAL-B	0		
8	reproduction	reproduction	DUAL-B					DUAL-B	1		
8	republican	républicain	DUAL-B					DUAL-B	1		
8	republican	républicaine	DUAL-B					DUAL-B	1		
8	republican	républicains	DUAL-B					DUAL-B	1		
8	republicans	républicains	DUAL-B					DUAL-B	1		
8	reputable	réputé	DUAL-B					DUAL-B	0		
8	reputable	réputée	DUAL-B					DUAL-B	0		
8	reputation	renommée	DUAL-B					DUAL-B	0		
8	reputation	réputation	DUAL-B					DUAL-B	1		
8	requests	requêtes	DUAL-B					DUAL-B	1		
8	require	requiert	DUAL-B					DUAL-B	1		
8	require	requièrent	DUAL-B					DUAL-B	1		
8	required	requis	DUAL-B					DUAL-B	0		
8	required	requise	DUAL-B					DUAL-B	1		
8	requires	requiert	DUAL-B					DUAL-B	1		
