combined	sound	semantic	band	en	fr	flags	en_ipa	fr_ipa
0.632	0.781	0.617	close	yes	pièces		jɛs	pjɛs
0.632	0.956	0.321	unrelated	rennet	rainette	generative	ɹɛnɪt	ʁenɛt
0.631	0.833	0.516	related	toll	tôle		təʊl	tol
0.631	0.822	0.536	related	babe	baby		beɪb	beɪbi
0.631	0.781	0.617	close	sent	set		sɛnt	sɛt
0.631	0.912	0.384	related	exchanges	axent chaînes chaise	multiword	ɛkstʃeɪndʒɪz	aks ʃɛn ʃɛz
0.631	0.833	0.515	related	prey	prés		pɹeɪ	pʁe
0.631	0.96	0.315	unrelated	panties	pan thèse	multiword	pɑːntɪz	pɑ̃ tɛz
0.631	1.0	0.262	unrelated	reed	ride		ɹiːd	ʁid
0.631	0.902	0.399	related	enforce	aident os	multiword	ɛnfɔːs	ɛd ɔs
0.631	0.947	0.333	unrelated	suspended	ces peinent aide	multiword	səspɛndɪd	sɛ pɛn ɛd
0.631	0.946	0.333	unrelated	notebook	nouent book	multiword	nəʊtbʊk	nu buk
0.631	0.97	0.300	unrelated	droop	troupes	generative	dɹuːp	tʁup
0.630	0.833	0.514	related	approve	éprouve		ɐpɹuːv	epʁuv
0.630	0.926	0.362	related	betting	paient in	multiword	bɛtɪŋ	pɛ in
0.630	0.847	0.488	related	formal	formel	cognate	fɔːməl	fɔʁmɛl
0.630	0.943	0.337	unrelated	exit arse	existence	multiword	ɛɡzɪtɑːs	ɛɡzistɑ̃s
0.630	0.923	0.365	related	possibly	pas blé	multiword	pɒsəbli	pa ble
0.630	0.929	0.357	related	ended	haines aide	multiword	ɛndɪd	ɛn ɛd
0.630	0.781	0.614	close	ls	laisse		ɛlɛs	lɛs
0.630	0.902	0.397	related	ending	haines in	multiword	ɛndɪŋ	ɛn in
0.630	0.967	0.303	unrelated	fantastic	fanent aztèques	multiword	fɑːntæstɪk	fan astɛk
0.630	0.825	0.526	related	primarily	primaires relis	multiword	pɹaɪmɛɹəli	pʁimɛʁʁəli
0.630	0.833	0.512	related	coat	côte		kəʊt	kot
0.630	0.93	0.354	related	transported	traînes petite	multiword	tɹænspɔːtɪd	tʁɛn pətit
0.629	0.94	0.339	unrelated	bucked	pacte	generative	bʌkt	pakt
0.629	0.907	0.388	related	reminded	romanes aide	multiword	ɹɪmaɪndɪd	ʁɔman ɛd
0.629	0.958	0.314	unrelated	pleasing	plies in	multiword	pliːzɪŋ	pli in
0.629	0.73	0.724	close	gut	guette		ɡʌt	ɡet
0.629	0.917	0.373	related	pardon	pas haine	multiword	pɑːdən	pa ɛn
0.629	0.758	0.660	close	plain	pleines		pleɪn	plɛn
0.629	0.915	0.375	related	unexpected	iniques pectine	multiword	ʌnɛkspɛktɪd	inik pɛktin
0.629	1.0	0.258	unrelated	beater	bitter	generative	biːtɐ	bitɛʁ
0.629	0.899	0.399	related	wracking	ricaine	generative	ɹækɪŋ	ʁikɛn
0.629	1.0	0.258	unrelated	knee	nient		niː	ni
0.629	0.949	0.325	unrelated	counsel	cannes elle	multiword	kaʊnsəl	kan ɛl
0.629	0.95	0.324	unrelated	freest	triste	generative	fɹiːst	tʁist
0.629	0.863	0.457	related	textile	tex tacle	multiword	tɛkstaɪl	tɛkstakl
0.629	0.781	0.610	close	pet	prêtent		pɛt	pʁɛt
0.629	0.786	0.599	close	lo	lots		ləʊ	lo
0.629	0.94	0.337	unrelated	temperature	tain prêt chez	multiword	tɛmpɹɪtʃɐ	tɛ̃ pʁɛ ʃe
0.628	0.73	0.722	close	mil	milles		mɪl	mil
0.628	0.96	0.309	unrelated	pleaded	plient aide	multiword	pliːdɪd	pli ɛd
0.628	0.944	0.331	unrelated	clinic	clin hic	multiword	klɪnɪk	klɛ̃ ik
0.628	0.864	0.454	related	media	midi		miːdiːɐ	midi
0.628	0.926	0.357	related	software	savent ouais	multiword	sɒftweə	sav wɛ
0.628	0.786	0.598	close	day	dé		deɪ	de
0.628	0.966	0.300	unrelated	printed	prennent aide	multiword	pɹɪntɪd	pʁɛn ɛd
0.628	0.952	0.320	unrelated	pretty	prêter	generative	pɹɪti	pʁɛte
0.628	1.0	0.256	unrelated	sued	soude		suːd	sud
0.628	0.913	0.376	related	training	train in	multiword	tɹeɪnɪŋ	tʁɛ̃ in
0.628	0.95	0.322	unrelated	calling	colline	generative	kɔːlɪŋ	kɔlin
0.628	0.781	0.608	close	any	ethnie		ɛni	ɛtni
0.628	0.858	0.464	related	excuse	exquis housse	multiword	ɛkskjuːs	ɛkskius
0.628	0.932	0.347	unrelated	internet	aident honnête	multiword	ɪntənɛt	ɛd ɔnɛt
0.628	0.949	0.323	unrelated	monsters	mânes thèse	multiword	mɒnstəz	man tɛz
0.628	1.0	0.256	unrelated	seat	cites		siːt	sit
0.628	0.907	0.384	related	retreat	rites rite	multiword	ɹɪtɹiːt	ʁitʁit
0.628	0.964	0.302	unrelated	faster	fats tes	multiword	fɑːstɐ	fa te
0.628	0.833	0.507	related	flow	flots		fləʊ	flo
0.628	0.786	0.597	close	sigh	sa		saɪ	sa
0.627	0.785	0.599	close	mini	mie nient	multiword	mɪni	mini
0.627	0.955	0.314	unrelated	forensic	forain sec	multiword	fəɹɛnsɪk	fɔʁɛ̃ sɛk
0.627	1.0	0.255	unrelated	brede	bride	generative	bɹiːd	bʁid
0.627	0.833	0.506	related	showed	chaude		ʃəʊd	ʃod
0.627	0.936	0.340	unrelated	suspected	ces pectine	multiword	səspɛktɪd	sɛ pɛktin
0.627	0.932	0.346	unrelated	trainers	train aise	multiword	tɹeɪnəz	tʁɛ̃ ɛz
0.627	0.96	0.307	unrelated	residency	raies don ci	multiword	ɹɛzɪdənsi	ʁɛ dɔ̃ si
0.627	0.922	0.361	related	bawling	pollen	generative	bɔːlɪŋ	pɔlɛn
0.627	0.781	0.606	close	sent	sept		sɛnt	sɛt
0.627	0.942	0.331	unrelated	prestigious	pressent jazz	multiword	pɹɛstɪdʒəs	pʁes dʒaz
0.627	0.922	0.360	related	default	dit halte	multiword	dɪfɒlt	di alt
0.627	0.781	0.606	close	small	sols		smɔːl	sɔl
0.627	0.795	0.577	close	extra	extrêmes		ɛkstɹɐ	ɛkstʁɛm
0.627	0.927	0.352	related	should	shoot	funcword	ʃʊd	ʃut
0.627	0.96	0.306	unrelated	matrix	met rixe	multiword	meɪtɹɪks	mɛ ʁiks
0.627	0.952	0.316	unrelated	maxed	mixte	generative	mækst	mikst
0.626	0.976	0.284	unrelated	sensor	sain ses	multiword	sɛnsɐ	sɛ̃ se
0.626	0.822	0.524	related	truths	trousse		tɹuːθs	tʁus
0.626	0.73	0.716	close	met	mainte		mɛt	mɛ̃t
0.626	0.943	0.329	unrelated	posters	poussent aise	multiword	pəʊstəz	pus ɛz
0.626	0.781	0.604	close	torn	étonnes		tɔːn	etɔn
0.626	0.822	0.524	related	trend	traînent		tɹɛnd	tʁɛn
0.626	0.926	0.353	related	seeding	scient in	multiword,generative	siːdɪŋ	si in
0.626	0.781	0.604	close	super	souples		suːpɐ	supl
0.626	0.785	0.595	close	course	corse		kɔːs	kɔʁs
0.626	0.96	0.305	unrelated	decorative	décret ive	multiword	dɛkɹətɪv	dekʁɛ iv
0.626	0.781	0.603	close	cheque	cheik		tʃɛk	ʃɛk
0.626	0.781	0.603	close	scene	ciné		siːn	sine
0.626	0.758	0.652	close	sold	soldes		səʊld	sɔld
0.626	0.93	0.346	unrelated	spreading	sprays in	multiword	spɹɛdɪŋ	spʁɛ in
0.626	0.81	0.545	related	corrupt	crypte		kəɹʌpt	kʁipt
0.626	0.955	0.311	unrelated	shotgun	chaud gaine	multiword	ʃɒtɡʌn	ʃo ɡɛn
0.626	0.833	0.502	related	coil	colle		kɔɪl	kɔl
0.626	1.0	0.251	unrelated	blues	blouse		bluːz	bluz
0.626	0.781	0.602	close	rules	roule		ɹuːlz	ʁul
0.625	0.81	0.544	related	territories	terreau cerises	multiword	tɛɹɪtəɹiz	tɛʁosəʁiz
0.625	0.781	0.602	close	let	lettre		lɛt	lɛtʁ
0.625	0.985	0.270	unrelated	marks	max	generative	mɑːks	maks
0.625	0.966	0.295	unrelated	gesture	jet chez	multiword	dʒɛstʃɐ	ʒɛ ʃe
0.625	0.785	0.593	close	surely	joli		ʃɔːli	ʒɔli
0.625	0.921	0.358	related	groceries	grès hérisse	multiword	ɡɹəʊsəɹiz	ɡʁɛ eʁis
0.625	0.73	0.713	close	baud	bottent		bɔːd	bɔt
0.625	0.833	0.501	related	gate	guette		ɡeɪt	ɡet
0.625	0.944	0.324	unrelated	bending	ben digne	multiword	bɛndɪŋ	bɛ̃ diɲ
0.625	0.929	0.345	unrelated	specks	sphinx	generative	spɛks	sfɛ̃ks
0.625	1.0	0.250	unrelated	ruby	roux bis	multiword	ɹuːbi	ʁubi
0.625	0.94	0.329	unrelated	condemn	con thème	multiword	kəndɛm	kɔ̃ tɛm
0.625	0.94	0.329	unrelated	factory	vaquent ri	multiword	fæktəɹi	vak ʁi
0.625	0.975	0.281	unrelated	drawl	drôle	generative	dɹɔːl	dʁol
0.625	0.911	0.371	related	members	main baise	multiword	mɛmbəz	mɛ̃ bɛz
0.625	0.929	0.345	unrelated	roger	rat chez	multiword	ɹɒdʒɐ	ʁa ʃe
0.625	0.943	0.325	unrelated	existed	exit aide	multiword	ɛɡzɪstɪd	ɛɡzit ɛd
0.625	0.94	0.329	unrelated	senator	sain été	multiword	sɛnətɐ	sɛ̃ ete
0.625	0.921	0.356	related	interested	aident rincent aide	multiword	ɪntɹəstɪd	ɛd ʁɛ̃s ɛd
0.625	0.905	0.380	related	mothers	mes aise	multiword	mʌðəz	me ɛz
0.624	0.973	0.284	unrelated	forestry	forcent ri	multiword	fɒɹɪstɹi	fɔʁs ʁi
0.624	0.87	0.435	related	separately	sep repli	multiword	sɛpɹətli	sɛpʁəpli
0.624	0.781	0.599	close	agree	gris		ɐɡɹiː	ɡʁi
0.624	0.954	0.309	unrelated	distracted	dis traquent aide	multiword	dɪstɹæktɪd	di tʁak ɛd
0.624	0.917	0.361	related	discreet your	description	multiword	dɪskɹiːtjɔː	dɛskʁipsjɔ̃
0.624	0.932	0.339	unrelated	readied	redites	generative	ɹɛdɪd	ʁədit
0.624	0.781	0.598	close	proof	proue		pɹuːf	pʁu
0.624	0.904	0.380	related	landing	lin digne	multiword	lændɪŋ	lɛ̃ diɲ
0.624	0.73	0.709	close	bag	bagues		bæɡ	baɡ
0.624	0.821	0.520	related	exceed	excite		ɛksiːd	ɛksit
0.624	0.864	0.444	related	pros	prose		pɹəʊz	pʁoz
0.624	1.0	0.247	unrelated	stork	stock	generative	stɔːk	stɔk
0.623	1.0	0.247	unrelated	beat	bits		biːt	bit
0.623	0.781	0.597	close	meant	mettent		mɛnt	mɛt
0.623	0.797	0.565	close	sexy	sexistes		sɛksi	sɛksist
0.623	0.976	0.278	unrelated	loses	loues aise	multiword	luːzɪz	lu ɛz
0.623	1.0	0.247	unrelated	flu	floue		fluː	flu
0.623	0.932	0.338	unrelated	trousers	draps aise	multiword	tɹaʊsəz	dʁa ɛz
0.623	0.949	0.313	unrelated	plot eek	plastiques	multiword	plɒtiːk	plastik
0.623	0.822	0.516	related	brooks	books		bɹʊks	bʊks
0.623	0.975	0.278	unrelated	frit	frites	generative	fɹɪt	fʁit
0.623	0.781	0.595	close	cm	sème		siːɛm	sɛm
0.623	0.928	0.342	unrelated	descended	dizaines aide	multiword	dɪsɛndɪd	dizɛn ɛd
0.623	0.97	0.284	unrelated	border	body	generative	bɔːdɐ	bɔdi
0.623	0.781	0.594	close	yes	pièce		jɛs	pjɛs
0.623	0.952	0.308	unrelated	breech	bridge	generative	bɹiːtʃ	bʁidʒ
0.622	0.911	0.367	related	anti	hindi	generative	ænti	indi
0.622	0.758	0.642	close	plays	plaisent		pleɪz	plɛz
0.622	1.0	0.245	unrelated	meal	mil		miːl	mil
0.622	0.976	0.275	unrelated	render	rhin des	multiword	ɹɛndɐ	ʁɛ̃ de
0.622	0.964	0.291	unrelated	master	mas tes	multiword	mɑːstɐ	ma te
0.622	0.966	0.288	unrelated	central	sain troll	multiword	sɛntɹəl	sɛ̃ tʁɔl
0.622	0.928	0.341	unrelated	veterinary	fait ornera	multiword	vɛtəɹɪnəɹi	fɛ ɔʁnəʁa
0.622	0.952	0.307	unrelated	prosperity	près perdit	multiword	pɹəspɛɹɪti	pʁɛ pɛʁdi
0.622	0.786	0.582	close	sheer	chie		ʃiə	ʃi
0.622	0.781	0.592	close	cs	cesse		siːɛs	sɛs
0.622	0.915	0.359	related	shade	chiites	generative	ʃeɪd	ʃiit
0.622	0.786	0.582	close	lo	lot		ləʊ	lo
0.622	0.976	0.274	unrelated	setup	sait happe	multiword	sɛtʌp	sɛ ap
0.621	0.786	0.581	close	know	no		nəʊ	no
0.621	0.812	0.530	related	equally	hic relis	multiword	iːkwəli	ikʁəli
0.621	0.781	0.591	close	soup	souple		suːp	supl
0.621	0.822	0.511	related	really	relie		ɹiəli	ʁəli
0.621	0.821	0.513	related	reveal	rient vil	multiword	ɹɪviːl	ʁivil
0.621	0.881	0.410	related	that	date	funcword	ðæt	dat
0.621	0.918	0.353	related	enjoys	haines chose	multiword	ɛndʒɔɪz	ɛn ʃoz
0.621	0.821	0.513	related	beaten	bit haines	multiword	biːtən	bitɛn
0.621	0.95	0.307	unrelated	seating	scient in	multiword	siːtɪŋ	si in
0.621	0.833	0.490	related	grow	gros		ɡɹəʊ	ɡʁo
0.621	0.96	0.293	unrelated	succeed	secs ides	multiword	səksiːd	sɛk id
0.620	0.93	0.334	unrelated	defeat	dit hit	multiword	dɪfiːt	di it
0.620	0.933	0.330	unrelated	corrected	croquent aide	multiword	kəɹɛktɪd	kʁɔk ɛd
0.620	0.949	0.307	unrelated	frozen	frais haine	multiword	fɹəʊzən	fʁɛ ɛn
0.620	0.911	0.362	related	gravel	gras elle	multiword	ɡɹævəl	ɡʁa ɛl
0.620	0.956	0.298	unrelated	beckon	bacon	generative	bɛkən	bekɔn
0.620	1.0	0.241	unrelated	meat	mites		miːt	mit
0.620	0.907	0.368	related	strategic	stressées chic	multiword	stɹətiːdʒɪk	stʁɛse ʃik
0.620	0.918	0.351	related	investors	nouées thèse	multiword	ɪnvɛstəz	nwe tɛz
0.620	0.94	0.319	unrelated	scattered	skient aide	multiword	skætəd	ski ɛd
0.620	0.957	0.296	unrelated	podcast	pot caste	multiword	pɒdkɑːst	po kast
0.620	1.0	0.240	unrelated	zoom	zooment		zuːm	zum
0.620	0.94	0.319	unrelated	baulked	box	generative	bɔːkt	bɔks
0.620	0.905	0.370	related	talkers	toquade	generative	tɔːkəz	tɔkad
0.620	0.73	0.699	close	bid	bide		bɪd	bid
0.620	0.94	0.319	unrelated	eldest	elles est	multiword	ɛldəst	ɛl ɛst
0.620	1.0	0.240	unrelated	forks	fox	generative	fɔːks	fɔks
0.620	0.947	0.309	unrelated	twisted	tissent aide	multiword	twɪstɪd	tis ɛd
0.620	0.97	0.278	unrelated	leks	lynx	generative	lɛks	lɛ̃ks
0.620	0.94	0.319	unrelated	lenders	lin dos	multiword	lɛndəz	lɛ̃ do
0.619	0.94	0.318	unrelated	textile	taxent al	multiword	tɛkstaɪl	taks al
0.619	0.911	0.360	related	swam	souabe	generative	swæm	swab
0.619	0.926	0.338	unrelated	authorities	effort hisse	multiword	ɐθɒɹɪtiz	efɔʁ is
0.619	0.781	0.586	close	piece	puisses		piːs	pɥis
0.619	0.915	0.354	related	petit eve	positive	multiword	pətiːiːv	pozitiv
0.619	0.919	0.348	unrelated	controllers	cognent relève	multiword	kəntɹəʊləz	kɔɲ ʁəlɛv
0.619	1.0	0.238	unrelated	cooler	coule		kuːlɐ	kul
0.619	0.833	0.486	related	mine	man		maɪn	man
0.619	0.949	0.305	unrelated	deleted	délit aide	multiword	dɪliːtɪd	deli ɛd
0.619	1.0	0.238	unrelated	arrest	reste		ɐɹɛst	ʁɛst
0.619	0.931	0.330	unrelated	cardboard	cas botte	multiword	kɑːdbɔːd	ka bɔt
0.619	0.88	0.407	related	xxx	excède sexes	multiword	ɛksɛksɛks	ɛksɛdsɛks
0.619	0.929	0.332	unrelated	stelae	stylé	generative	stɛliː	stile
0.619	0.921	0.344	unrelated	energy	hainaut chie	multiword	ɛnədʒi	ɛno ʃi
0.619	0.785	0.576	close	try	trahit		tɹaɪ	tʁai
0.619	0.74	0.672	close	vol	valent		vɑːl	val
0.618	0.96	0.289	unrelated	restored	rincent ode	multiword	ɹɪstɔːd	ʁɛ̃s ɔd
0.618	0.949	0.303	unrelated	sketches	skient chaise	multiword	skɛtʃɪz	ski ʃɛz
0.618	0.833	0.485	related	down	dan		daʊn	dan
0.618	0.929	0.331	unrelated	enters	aident aise	multiword	ɛntəz	ɛd ɛz
0.618	0.945	0.309	unrelated	mortality	mot alité	multiword	mɔːtælɪti	mo alite
0.618	0.847	0.460	related	likely	laïques lies	multiword	laɪkli	laikli
0.618	0.947	0.306	unrelated	fracture	traquent chez	multiword	fɹæktʃɐ	tʁak ʃe
0.618	0.95	0.301	unrelated	rooting	routine	generative	ɹuːtɪŋ	ʁutin
0.618	0.781	0.583	close	semi	sème		sɛmi	sɛm
0.618	0.913	0.354	related	sounded	fanent aide	multiword	saʊndɪd	fan ɛd
0.618	0.948	0.304	unrelated	monetary	menait ri	multiword	mʌnɪtəɹi	mənɛ ʁi
0.618	0.74	0.670	close	col	cale		kɑːl	kal
0.618	0.821	0.505	related	recall	rigole		ɹiːkɔːl	ʁiɡɔl
0.618	0.949	0.302	unrelated	confessed	con veste	multiword	kənfɛst	kɔ̃ vɛst
0.618	0.781	0.582	close	seen	sinon		siːn	sinɔ̃
0.618	0.943	0.310	unrelated	township	tan chipe	multiword	taʊnʃɪp	tɑ̃ ʃip
0.618	0.921	0.342	unrelated	builders	belles aise	multiword	bɪldəz	bɛl ɛz
0.618	0.949	0.302	unrelated	dentist	donnent est	multiword	dɛntɪst	dɔn ɛst
0.618	0.952	0.298	unrelated	lesson	laids haine	multiword	lɛsən	lɛ ɛn
0.618	0.786	0.572	close	aspect	respecte		æspɛkt	ʁɛspɛkt
0.618	0.96	0.287	unrelated	region	rient gêne	multiword	ɹiːdʒən	ʁi ʒɛn
0.618	0.902	0.369	related	sliding	soient in	multiword	slaɪdɪŋ	swa in
0.618	0.781	0.582	close	false	folle		fɒls	fɔl
0.617	0.949	0.301	unrelated	petition	paient chaîne	multiword	pətɪʃən	pɛ ʃɛn
0.617	0.915	0.350	unrelated	chin	gin	generative	tʃɪn	dʒin
0.617	0.921	0.341	unrelated	protection	prêt excède	multiword	pɹətɛkʃən	pʁɛ ɛksɛd
0.617	0.944	0.308	unrelated	pixel	pics elle	multiword	pɪksəl	pik ɛl
0.617	0.952	0.297	unrelated	piton	paient haine	multiword	pɪtən	pɛ ɛn
0.617	0.781	0.581	close	west	est		wɛst	ɛst
0.617	1.0	0.234	unrelated	paired	perdent		peəd	pɛʁd
0.617	1.0	0.234	unrelated	check	tchèques		tʃɛk	tʃɛk
0.617	0.786	0.570	close	bye	baies		baɪ	ba
0.617	0.932	0.324	unrelated	lectures	liguent chaise	multiword	lɛktʃəz	liɡ ʃɛz
0.617	0.781	0.580	close	ref	bref		ɹɛf	bʁɛf
0.617	0.785	0.572	close	bawdy	bondit		bɔːdi	bɔ̃di
0.617	0.781	0.580	close	cheek	chic		tʃiːk	ʃik
0.617	1.0	0.234	unrelated	buy	bye		baɪ	baɪ
0.617	0.822	0.501	related	treat	tristes		tɹiːt	tʁist
0.617	1.0	0.234	unrelated	heir	airs		eə	ɛʁ
0.617	0.96	0.285	unrelated	teaches	dit chaise	multiword	tiːtʃɪz	di ʃɛz
0.617	0.786	0.569	close	newly	nié lies	multiword	njuːli	njeli
0.617	0.847	0.456	related	supreme	supprime		suːpɹiːm	sypʁim
0.617	0.945	0.305	unrelated	attic	éthique	generative	ætɪk	etik
0.616	0.73	0.689	close	peas	pissent		piːz	pis
0.616	0.921	0.339	unrelated	intact	aident acte	multiword	ɪntækt	ɛd akt
0.616	0.975	0.264	unrelated	shimmy	chimie	generative	ʃɪmi	ʃimi
0.616	0.94	0.311	unrelated	control	con troll	multiword	kəntɹəʊl	kɔ̃ tʁɔl
0.616	0.822	0.499	related	noon	nounou		nuːn	nunu
0.616	0.949	0.298	unrelated	red aura	restaurer	multiword	ɹɛdɔːɹɐ	ʁɛstɔʁe
0.616	0.77	0.600	close	elite	élites	cognate	ɪliːt	elit
0.616	1.0	0.232	unrelated	peter	pire		piːtɐ	piʁ
0.616	0.934	0.319	unrelated	flexible	flics belle	multiword	flɛksɪbəl	flik bɛl
0.616	0.962	0.281	unrelated	prejudice	prêt jouent hisse	multiword	pɹɛdʒuːdɪs	pʁɛ ʒu is
0.616	0.949	0.298	unrelated	federal	fait airelles	multiword	fɛdəɹəl	fɛ ɛʁɛl
0.616	0.923	0.334	unrelated	reinforce	rien fausse	multiword	ɹiːɪnfɔːs	ʁjɛ̃ fos
0.616	0.822	0.498	related	pledge	plaide		plɛdʒ	plɛd
0.616	0.94	0.310	unrelated	partisan	bat scène	multiword	pɑːtɪsən	ba sɛn
0.616	0.798	0.543	related	elders	aile dises	multiword	ɛldəz	ɛldiz
0.616	0.781	0.577	close	yet	miettes		jɛt	mjɛt
0.616	0.928	0.327	unrelated	pet acid	pesticides	multiword	pɛtæsɪd	pɛstisid
0.616	0.956	0.288	unrelated	mentor	main taux	multiword	mɛntɔː	mɛ̃ to
0.616	0.976	0.261	unrelated	losers	loues aise	multiword	luːzəz	lu ɛz
0.615	0.917	0.342	unrelated	feminine	fen in	multiword	fɛmənɪn	fɛn in
0.615	0.781	0.575	close	pity	prit		pɪti	pʁi
0.615	0.793	0.551	close	blog	blagues		blɒɡ	blaɡ
0.615	0.781	0.575	close	tells	thèses		tɛlz	tɛz
0.615	0.97	0.268	unrelated	pluck	plaque	generative	plʌk	plak
0.615	0.781	0.575	close	step	sep		stɛp	sɛp
0.615	0.952	0.292	unrelated	minister	mines tes	multiword	mɪnɪstɐ	min te
0.615	0.74	0.661	close	alt	halte		ɑːlt	alt
0.615	0.96	0.281	unrelated	mattress	mat rosse	multiword	mætɹəs	mat ʁɔs
0.615	0.781	0.574	close	reach	rite		ɹiːtʃ	ʁit
0.615	1.0	0.229	unrelated	check	tchèque		tʃɛk	tʃɛk
0.615	1.0	0.229	unrelated	seat	cite		siːt	sit
0.615	0.966	0.272	unrelated	trustees	tracent hisse	multiword	tɹʌstiːz	tʁas is
0.615	0.73	0.684	close	bawd	botte		bɔːd	bɔt
0.615	0.822	0.495	related	balks	boxe		bɔːlks	bɔks
0.614	0.73	0.683	close	pawed	ponde		pɔːd	pɔ̃d
0.614	0.833	0.475	related	meta	mères		mɛɾə	mɛʁ
0.614	0.917	0.340	unrelated	discreet your	descriptions	multiword	dɪskɹiːtjɔː	dɛskʁipsjɔ̃
0.614	0.94	0.307	unrelated	classes	clans aise	multiword	klɑːsɪz	klɑ̃ ɛz
0.614	0.822	0.495	related	petty	perdit		pɛti	pɛʁdi
0.614	0.74	0.660	close	sol	salles		sɑːl	sal
0.614	0.785	0.565	close	pissed	pistes		pɪst	pist
0.614	0.98	0.253	unrelated	costly	cassent lis	multiword	kɒstli	kas lis
0.614	0.798	0.539	related	taste	té ost	multiword	teɪst	teɔst
0.614	0.781	0.573	close	sense	scène		sɛns	sɛn
0.614	0.785	0.565	close	plus	place		plʌs	plas
0.614	0.958	0.282	unrelated	sweating	souhait in	multiword	swɛtɪŋ	swɛ in
0.614	0.933	0.316	unrelated	representation	repris aident échine	multiword	ɹɛpɹɪzɛnteɪʃən	ʁəpʁi ɛd eʃin
0.614	0.932	0.318	unrelated	interest	aident reste	multiword	ɪntɹəst	ɛd ʁɛst
0.614	0.785	0.564	close	disk	disques	cognate	dɪsk	disk
0.614	0.918	0.338	unrelated	composer	con peser	multiword	kəmpəʊzɐ	kɔ̃ pəze
0.614	0.936	0.312	unrelated	accursed em	écosystème	multiword	ɐkɜːsɪdɛm	ekɔsistɛm
0.614	0.946	0.298	unrelated	rusty	rester	generative	ɹʌsti	ʁɛste
0.614	1.0	0.228	unrelated	sleep	slip		sliːp	slip
0.614	0.93	0.320	unrelated	vicinity	vis hindi	multiword	vɪsɪnɪti	vis indi
0.614	0.781	0.572	close	feat	fuite		fiːt	fɥit
0.614	0.781	0.572	close	sees	ciseaux		siːz	sizo
0.614	0.822	0.494	related	forum	forme		fɔːɹəm	fɔʁm
0.614	0.949	0.294	unrelated	council	cannes elle	multiword	kaʊnsəl	kan ɛl
0.614	0.875	0.403	related	census	saines cessent	multiword	sɛnsəs	sɛnsɛs
0.614	0.781	0.572	close	cedar	cidre		siːdɐ	sidʁ
0.614	0.793	0.548	related	amen	amènent		ɑːmɛn	amɛn
0.614	0.952	0.289	unrelated	sustain	cessent haine	multiword	səsteɪn	sɛs ɛn
0.614	0.781	0.572	close	tells	thèse		tɛlz	tɛz
0.614	0.77	0.594	close	steppe	stoppent		stɛp	stɔp
0.614	0.966	0.270	unrelated	softball	savent bol	multiword	sɒftbɔːl	sav bɔl
0.614	0.781	0.571	close	soup	souples		suːp	supl
0.614	0.758	0.619	close	brave	brèves		bɹeɪv	bʁɛv
0.614	0.97	0.265	unrelated	reedy	rider	generative	ɹiːdi	ʁide
0.614	0.73	0.681	close	bawd	bonde		bɔːd	bɔ̃d
0.613	0.781	0.571	close	east	schiste		iːst	ʃist
0.613	0.952	0.289	unrelated	baseball	pays bol	multiword	beɪsbɔːl	pei bɔl
0.613	0.902	0.360	related	concrete	khan crête	multiword	kɒŋkɹiːt	kɑ̃ kʁɛt
0.613	1.0	0.227	unrelated	meat	mythes		miːt	mit
0.613	0.781	0.570	close	east	piste		iːst	pist
0.613	0.763	0.607	close	knotty	nantis		nɒti	nɑ̃ti
0.613	0.781	0.570	close	drawn	donnent		dɹɔːn	dɔn
0.613	0.781	0.570	close	fault	folle		fɒlt	fɔl
0.613	0.947	0.295	unrelated	trusting	tracent in	multiword	tɹʌstɪŋ	tʁas in
0.613	0.95	0.290	unrelated	would	oueds	funcword	wʊd	wɛd
0.613	0.904	0.356	related	digits	dit gypse	multiword	dɪdʒɪts	di ʒips
0.613	0.833	0.471	related	ride	rade		ɹaɪd	ʁad
0.613	1.0	0.225	unrelated	scoot	scout		skuːt	skut
0.613	0.785	0.561	close	shorts	shirts		ʃɔːts	ʃɜːts
0.613	0.94	0.303	unrelated	freeboard	friponne	generative	fɹiːbɔːd	fʁipɔn
0.613	0.833	0.471	related	goal	gaule		ɡəʊl	ɡol
0.612	0.793	0.545	related	blog	blague		blɒɡ	blaɡ
0.612	0.786	0.558	close	why	oies		waɪ	wa
0.612	0.917	0.336	unrelated	quitting	cuit in	multiword	kwɪtɪŋ	kɥi in
0.612	0.969	0.264	unrelated	dynasty	dîners tee	multiword	dɪnɐsti	dine ti
0.612	0.73	0.678	close	can	cannes		kæn	kan
0.612	0.947	0.293	unrelated	switching	souhait chine	multiword	swɪtʃɪŋ	swɛ ʃin
0.612	0.781	0.568	close	grief	gris		ɡɹiːf	ɡʁi
0.612	0.73	0.677	close	ben	peine		bɛn	pɛn
0.612	1.0	0.224	unrelated	debt	dette	cognate	dɛt	dɛt
0.612	0.833	0.469	related	pike	packs		paɪk	pak
0.612	0.921	0.329	unrelated	it aura	instaurer	multiword	ɪtɔːɹɐ	ɛ̃stɔʁe
0.612	0.786	0.557	close	day	dés		deɪ	de
0.612	0.925	0.323	unrelated	electrical	liguent recolle	multiword	ɪlɛktɹɪkəl	liɡ ʁəkɔl
0.612	0.952	0.285	unrelated	ought eel	hostile	multiword	ɔːtiːl	ɔstil
0.612	0.96	0.275	unrelated	legion	lient gêne	multiword	liːdʒən	li ʒɛn
