count	en_chunk	fr_chunk	examples
5	ɒɡ	aɡ	pornography~bon agrafer; blog~blagues; blog~blague
5	va	va	revival~rivas elle; vine~vannes; vine~vanne
5	ɒks	aks	orthodox~hochet axe; fox~fax; socks~saxe
5	ɡɹɛ	ɡɹɛ	congressional~con greffon elle; regret~regrettent; regret~regrette
5	kspo	kspo	expose~exposent; exposed~exposent; exposed~expose
5	spoz	spoz	expose~exposent; exposed~exposent; exposed~expose
5	kli	kli	technically~techniques lies; likely~laïques lies; clean~incline
5	sf	sf	transform~transforment; transform~transforme; sphere~sphères
5	ɔɹm	ɔɹm	transform~transforment; transform~transforme; reform~réformes
5	fɔɹm	fɔɹm	transform~transforment; transform~transforme; reform~réformes
5	ɹɛt	ɹɛt	regret~regrettent; regret~regrette; threat~traites
5	kspɛ	kspɛ	expect~experte; experiment~expert menottes; expelled~experte
5	ɒst	ɔst	costume~costumes; cost~costaud; lost~ost
5	ɐks	aks	accept~acceptes; accept~acceptent; accept~accepte
5	ap	ap	type~tapes; type~tapent; type~tape
5	ɹol	ɹol	role~rôles; role~rôle; roll~rôles
5	bat	bat	bite~battent; bite~batte; bout~battent
5	mas	mas	mouse~masses; mouse~masse; mice~masses
5	plɔ	plo	explore~explosent; explore~explose; explorer~explosent
5	splɔ	splo	explore~explosent; explore~explose; explorer~explosent
5	zi	zi	easy~zizi; cuisine~cousine; lazy~lé xi
5	liv	liv	sleeve~salive; leaving~living; leave~olives
5	ɹɪ	ɹɪ	trim~stream; strip~stream; string~stream
5	tɹɪ	tɹɪ	trim~stream; strip~stream; string~stream
5	isd	ist	ceased~insistent; ceased~insiste; ceased~assistent
5	æks	aks	taxi~taxis; tax~taxes; tax~taxe
5	ɡə	ɡa	legally~ligues allie; legal~lies gal; google~goûts gal
5	ɹʌ	ɹi	trust~tristes; trust~triste; corrupt~crypte
5	ʌs	is	trust~tristes; trust~triste; crust~christ
5	ʌst	ist	trust~tristes; trust~triste; crust~christ
5	fɛk	fɛk	affect~affectent; affect~affecte; effect~affectent
5	fɛkt	fɛkt	affect~affectent; affect~affecte; effect~affectent
5	ɹəl	ɹal	moral~morales; moral~morale; coral~chorale
5	lɛks	lɛks	complex~complexes; complex~complexe; flex~réflexes
5	lɑs	las	class~classes; class~classe; glass~glaces
5	blɒ	bla	block~black; blog~blagues; blog~blague
5	plɒ	pla	plot~plates; plot~plate; plots~places
5	ɡɹɑ	ɡɹa	grass~grâces; grass~grâce; grass~grasses
5	lɪs	lis	explicit~explicites; explicit~explicite; list~listes
5	aɪn	aɛn	line~lacs haines; sign~çà haines; nine~na haines
5	tʌ	ta	stuff~staff; stud~stades; stud~stade
5	dɹʌ	dɹa	drug~drague; drum~drames; drum~drame
5	ɹæm	ɹam	grammar~grammes; grammar~gramme; gram~grammes
5	ɔdi	ɔ̃di	bawdy~bondi; bawdy~bondie; bawdy~bondies
5	bɔdi	bɔ̃di	bawdy~bondi; bawdy~bondie; bawdy~bondies
5	ɛsi	ɛ̃si	messy~minci; messy~mincie; messy~mincies
5	mɛsi	mɛ̃si	messy~minci; messy~mincie; messy~mincies
5	fɒl	fɔl	fault~folles; fault~folle; false~folles
5	nɒ	nɑ̃	knotty~nanti; knotty~nantie; knotty~nanties
5	nɒt	nɑ̃t	knotty~nanti; knotty~nantie; knotty~nanties
5	nɒti	nɑ̃ti	knotty~nanti; knotty~nantie; knotty~nanties
5	pɛs	tɛs	pest~teste; pest~testes; pest~test
5	pɛst	tɛst	pest~teste; pest~testes; pest~test
5	pə	po	temple~tempo; petit if~positif; petit eve~positive
5	zɛ	sɛ	zen~saines; zen~senne; zen~seine
5	zɛn	sɛn	zen~saines; zen~senne; zen~seine
5	pɛ	pɛ̃	pet~peinte; pet~peintes; pet~pinte
5	pɛt	pɛ̃t	pet~peinte; pet~peintes; pet~pinte
5	bɛn	pɛn	ben~peinent; ben~peines; ben~peine
5	sɛd	sɛt	said~sets; said~cet; said~set
5	bik	pik	beak~pic; beak~pique; beak~pics
5	tɑs	tɑ̃s	exit arse~existence; receipt arse~résistance; souped arse~substance
5	kɔ	kɔ̃	court utter~constater; court art~constate; court art~constante
4	ɹaʊ	ɹaʊ	around~round; ground~round; rounds~round
4	ɹaʊn	ɹaʊn	around~round; ground~round; rounds~round
4	bɔn	bɔn	born~bonnes; borne~bonnes; borne~bonne
4	mɛt	mɛt	met~mettent; met~mette; met~mettes
4	sli	sli	sleep~slip; asleep~slip; sleeps~slip
4	slip	slip	sleep~slip; asleep~slip; sleeps~slip
4	kɹɒ	kɹɔ	cross~crosse; crossed~crotte; crossed~crosse
4	iɛ	iɛ	vs~vies ès; cm~sis aiment; cs~sis ès
4	spɔ	spɔ	sport~spots; sport~spot; sports~spots
4	spɔt	spɔt	sport~spots; sport~spot; sports~spots
4	dɛt	dɛt	debt~dettes; debt~dette; debts~dettes
4	ntɹi	ntɹi	entry~haines tri; country~khan tri; commentary~commun tri
4	siz	sis	sees~six; seas~six; seize~six
4	mil	mil	meal~milles; meal~mille; meal~mil
4	blu	blu	blues~blouse; blues~blouson; blue~blouse
4	dɔn	dɔn	dawn~donnes; dawn~donnent; dawn~donne
4	blɛs	blɛs	bless~blesse; blessed~blesse; bless~blessés
4	ɹif	ɹif	grief~griffes; grief~griffe; reef~griffes
4	tɔn	tɔn	torn~tonnes; torn~tonne; tournament~tonne menottes
4	fɛɹ	fɛɹ	ferry~faits rient; ferry~ferrées; ferry~ferrée
4	sud	sud	sued~soude; sued~soudent; sued~soudes
4	vɒ	vɔ	vault~volts; volatile~volet al; vault~volante
4	lɛv	lɛv	levy~lez vies; level~lez vil; levy~lèvent
4	iʒ	iʒ	prestige~presse tiges; prestige~prestigieux; prestige~prestigieuses
4	tiʒ	tiʒ	prestige~presse tiges; prestige~prestigieux; prestige~prestigieuses
4	stiʒ	stiʒ	prestige~presse tiges; prestige~prestigieux; prestige~prestigieuses
4	pid	pid	pd~pie dits; speed~spider; speeds~spider
4	tɹup	tɹup	troop~troupes; troop~troupe; troops~troupes
4	pup	pup	poop~poupe; poop~poupes; poop~poupées
4	bik	bik	beak~bic; beak~bique; beak~biques
4	bɛn	bɛn	ben~benne; ben~bennes; benefit~ben faites
4	buz	buz	boos~bouse; boos~bouses; booze~bouse
4	ʃin	ʃin	sheen~chine; sheen~chinent; sheen~chines
4	mim	mim	meme~mime; meme~miment; meme~mimes
4	piz	piz	peas~pise; pees~pise; pease~pise
4	ʃip	ʃip	sheep~chipe; sheep~chipent; sheep~chipes
4	spi	spi	speech~speechs; speed~spider; speeds~spider
4	tw	tw	tweed~tweeds; tweet~twist; twice~toits anses
4	vɛk	vɛk	vex~vexe; vex~vexent; vex~vexes
4	zɛ	zɛ	zest~zeste; zest~zestes; possess~pesait
4	pɪk	pik	picture~piquent chez; pixel~pics elle; epic~haie piques
4	kɒs	kas	costly~cassent lis; costume~cassent hume; costing~cassent in
4	ʌl	al	culture~calent chez; result~ries halte; color~cale
4	ʃɔ	ʃo	shortly~chaud lis; mature~met chaud; shores~choses
4	tɔ	to	torture~tôt chez; mentor~main taux; install~haines taule
4	ps	ps	friendships~freinent chips; ships~chips; shapes~chips
4	tɛnd	tɛnd	tender~tain des; attended~étain dites; attending~étain digne
4	vɛnd	vɛnd	vendor~vin des; vendors~vin dos; vengeance~vin jeans
4	ɹis	ɹiz	freestyle~frisent al; grease~grises; frisson ya~prisonniers
4	lʌs	las	clusters~classent aise; plus~places; plus~placent
4	kʌs	kas	customer~cassent aimé; custom~cassent homme; custody~cassent dit
4	mɪn	mɛn	miniature~mènent chez; dominion~demain in; examination~examen échine
4	ɹɐ	ɹɛ	orchestra~hoquets trait; extra~extraits; extra~extrait
4	tɹɐ	tɹɛ	orchestra~hoquets trait; extra~extraits; extra~extrait
4	sə	sɔ	semester~sommets tes; personnel~pinson elle; personalities~pinson allait hisse
4	də	dɔ	presidency~près don ci; residency~raies don ci; boundary~ban doré
4	əns	ɔns	presidency~près don ci; residency~raies don ci; consumers~con soumise
4	pɪs	pis	pistol~pissent elle; pissed~pistes; pissed~piste
4	sɪz	sis	senses~sain six; references~refrain six; dances~tan six
4	nsɪz	nsis	senses~sain six; references~refrain six; dances~tan six
4	ɛnsə	ɛnsɛ	census~sain cesse; sensors~sain seize; census~saines cessent
4	ktɐ	kte	contractor~con tracter; instructor~haines tracter; inspector~haines becqueter
4	kənt	kɔnt	contractor~con tracter; control~con troll; contemporary~con tain prairies
4	ɹɛ	ɹe	credited~crédit aide; creditors~crédit aise; credit~créent êtes
4	dɛ	de	decorative~décret ive; debris~débris; deck~déc
4	me	mɛ	matrix~met rixe; estimated~estimait aide; remainder~romain des
4	fəl	fɔl	peaceful~pis folle; dreadful~trait folle; painful~pain folle
4	sɪk	sɛk	sixty~secs tee; forensic~forain sec; six~sexes
4	nsɪ	nsɛ	sensitive~sain sait ive; forensic~forain sec; transit~train cette
4	əli	ɔli	policeman~polis mène; potentially~potin joli; essentially~sain joli
4	sʌ	sɛ	sunset~saines êtes; sunset~sets set; sucked~sectes
4	vɛ	fɛ	venture~feignent chez; ventures~feignent chaise; veteran~fait reine
4	kɪ	ki	basket~bas quitte; architect~acquit acte; skinny~skis nient
4	tɑt	tat	restart~ries tâte; started eek~statistiques; court art~constate
4	ɪɹ	iɹ	respiratory~respirait ri; erected~irriguent aide; tear~tirs
4	bɒ	ba	bottle~bat elle; bothered~bas aide; bonnie~bannis
4	sɜ	sɛ	certain~sait haine; certainty~sait ensi; surgery~sait gérer
4	dɑ	tɑ	dancer~tan ses; dances~tan six; dancers~tan seize
4	dɑn	tɑn	dancer~tan ses; dances~tan six; dancers~tan seize
4	dɑns	tɑns	dancer~tan ses; dances~tan six; dancers~tan seize
4	dɪf	div	defender~divin des; defended~divin dites; defending~divin digne
4	ʃə	ʒɛ	richest~rient geste; residential~raies tain gel; essential~sain gel
4	tɪn	tɛn	tinder~tain des; destination~destin échine; destiny~destins
4	ust	ust	produced~prêt oust; reduced~rient oust; boost~booster
4	kɒ	kɑ	context~khan texte; economy~khan omis; conquest~khan kyste
4	ɡlɑ	ɡla	glasses~glass aise; glass~glaces; glass~glace
4	əmi	ɔmi	anatomy~hennit omis; autonomy~otan omis; academy~égaient omis
4	ɛs	is	arrested~hérissent aide; conquest~khan kyste; tests~tristesse
4	kan	kan	council~cannes elle; counsel~cannes elle; kindly~cannes lis
4	ɪl	el	deleted~délit aide; elite~élites; electric~électriques
4	dɹ	tɹ	dreadful~trait folle; laundry~loterie; drew~trous
4	nʃ	nʒ	potentially~potin joli; essentially~sain joli; residential~raies tain gel
4	ɛnʃ	ɛnʒ	potentially~potin joli; essentially~sain joli; residential~raies tain gel
4	pɹiv	pɹiv	previously~privées lis; preview~prive boues; previous~privilèges
4	tɪ	sɛ	protected~prêt excède; detected~dit excède; rejected~rides excède
4	ktɪ	ksɛ	protected~prêt excède; detected~dit excède; rejected~rides excède
4	tɪd	sɛd	protected~prêt excède; detected~dit excède; rejected~rides excède
4	ɛktɪ	ɛksɛ	protected~prêt excède; detected~dit excède; rejected~rides excède
4	ktɪd	ksɛd	protected~prêt excède; detected~dit excède; rejected~rides excède
4	bʊ	bɔ	textbooks~taxent box; books~boxe; books~box
4	ɐd	ad	addresses~adrets aise; address~adresses; address~adressent
4	ɐdɹ	adɹ	addresses~adrets aise; address~adresses; address~adressent
4	ɐdɹɛ	adɹɛ	addresses~adrets aise; address~adresses; address~adressent
4	es	ɛs	disgrace~dis grèce; waste~ouest; grace~graisses
4	ɹʌ	ɹɛ	frustrated~frais trait aide; frontier~frein tee; brush~brèche
4	ɪti	ite	mortality~mot alité; density~tain cité; creativity~créait éviter
4	ʒɪ	ʒɛ	digit~dit jette; engine~haines gêne; legit~laid jette
4	ɔl	ol	install~haines taule; withdrawal~ouais drôle; all~hall
4	ʊl	ul	patrol~peut roule; muscular~mes couler; singular~sain goulée
4	ənə	ɔnɛ	prisoners~prison aise; seasonal~saison elle; congressional~con greffon elle
4	te	tɛ	prostate~pros tête; takes~tex; stake~steaks
4	ænd	ɑnd	candy~khan dit; stand~stands; grand~grandes
4	ndi	ndi	candy~khan dit; randy~rhin dit; sandy~sain dit
4	əm	ɔn	completely~con plient lis; completed~con plient aide; composer~con peser
4	kəm	kɔn	completely~con plient lis; completed~con plient aide; composer~con peser
4	əmp	ɔnp	completely~con plient lis; completed~con plient aide; composer~con peser
4	kəmp	kɔnp	completely~con plient lis; completed~con plient aide; composer~con peser
4	dɛ	tɛ	condemn~con thème; residential~raies tain gel; density~tain cité
4	ɹo	ɹɔ	control~con troll; wardrobe~vont robe; protest~proteste
4	fʌ	fa	funded~fanent aide; funding~fanent in; fucks~fax
4	kwɒ	kwa	quantity~quad tee; quantities~quad dix; quantum~quad homme
4	mpɹ	npɹ	temperature~tain prêt chez; temperatures~tain prêt chaise; temporary~tain prairies
4	və	vɛ	devoted~devait aide; discovering~dis caverne; seven~sève haines
4	ɛn	in	experimental~exterminent elle; genesis~djinns hisse; splendid~spleen aide
4	əd	ɔd	majority~modes orties; weird~oui ode; beard~bis ode
4	ɹɪd	ɹid	bridges~brides aise; rejected~rides excède; buried~bride
4	ne	ne	destination~destin échine; examination~examen échine; teenager~dîners je
4	eʃ	eʃ	destination~destin échine; sensation~saines échine; representation~repris aident échine
4	dɛs	dɛs	destination~destin échine; destiny~destins nient; destiny~destins
4	dɛst	dɛst	destination~destin échine; destiny~destins nient; destiny~destins
4	fɹ	pɹ	frustrating~pressent rétine; frustration~pressent résonne; frisson ya~prisonniers
4	and	ɑnd	boundary~ban doré; binding~ban digne; grinding~cran digne
4	ktɹ	ktɹ	electronic~électron hic; spectrum~spectre; electric~électriques
4	ənɛ	ɔnɛ	internet~aident honnête; personnel~pinson elle; connect~connecte
4	man	man	minded~man aide; reminded~romanes aide; mine~manne
4	nəl	nal	penalty~pain haleter; penalties~pain altesse; provisional~près chenal
4	ɛm	əm	remedies~remet hisse; premier~premières; premier~première
4	ɹaz	ɹaz	sunrise~son rase; fries~phrases; fries~phrase
4	id	ed	preceded~pris édite; succeeded~secs édite; preceding~pris éden
4	ɪsɪ	isi	vicinity~vis hindi; explicit~explicites; explicit~explicite
4	li	le	basically~pays clé; possibly~pas blé; originally~hordes inhalé
4	ɪti	iti	ethnicity~ethnies tee; facilities~fais litige; critique~critiques
4	pe	pe	parenting~perron teigne; pale~pl; paste~péquiste
4	ɪŋ	ɛɲ	parenting~perron teigne; counting~khan teigne; deciding~dis atteignent
4	nɪŋ	nin	morning~mon in; mourning~mon in; training~train in
4	vɐ	ve	crossover~crocs avez; survivor~ces avez; over~avez
4	ɹan	ɹan	grounded~crânes aide; crown~crânes; crown~crâne
4	ət	at	maternity~matin tee; protecting~pratiquent in; maternal~matin elle
4	ɜn	ɛn	maternity~matin tee; maternal~matin elle; learn~laine
4	bʌt	bat	butterfly~battait la; but~battent; butt~battent
4	ælɪ	alɛ	personalities~pinson allait hisse; pallet in~palestine; pallet inner~palestiniens
4	av	av	survivor~ces avez; survival~ces aval; live~lave
4	ɒnd	ɑnd	corresponding~corps pan digne; bonding~ban digne; wander~van des
4	us	yz	producer~prêt user; exclusively~exclusives lies; exclusive~exclusives
4	ɹat	ɹat	songwriter~son raté; right~rate; write~rate
4	bɪ	bɛ	builders~belles aise; rebuilding~rebellent in; bit~bêtes
4	sʌ	sa	subjective~sapent choquent ive; sucks~saxe; suck~sacs
4	nəl	nɛl	maternal~matin elle; seasonal~saison elle; congressional~con greffon elle
4	ɔst	ɔst	reinforced~rien poste; exhaust~aigles ost; enforced~haines postent
4	ʌn	in	unexpected~iniques pectine; unacceptable~iniques aiment belle; funny~finit
4	ntɛ	ntɛ	contemporary~con tain prairies; context~contextes; context~contexte
4	ɹɪt	ɹit	retreat~rites rite; critique~critiques; critique~critiquent
4	tɹæ	tɹi	stranded~strings aide; strap~strip; trash~triche
4	ɹi	ɹɛ	concrete~khan crête; extreme~extrêmes; extreme~extrême
4	zæk	zak	exactly~exacts lies; exact~exacts; exact~exactes
4	ɡzæk	ɡzak	exactly~exacts lies; exact~exacts; exact~exactes
4	zækt	zakt	exactly~exacts lies; exact~exacts; exact~exactes
4	tf	tf	platform~plateformes; platform~plateforme; platforms~plateformes
4	læt	lat	platform~plateformes; platform~plateforme; platforms~plateformes
4	ætf	atf	platform~plateformes; platform~plateforme; platforms~plateformes
4	tfɔ	tfɔ	platform~plateformes; platform~plateforme; platforms~plateformes
4	plæt	plat	platform~plateformes; platform~plateforme; platforms~plateformes
4	lætf	latf	platform~plateformes; platform~plateforme; platforms~plateformes
4	ætfɔ	atfɔ	platform~plateformes; platform~plateforme; platforms~plateformes
4	ɪkt	ikt	strictly~strictes lies; strict~strictes; strict~stricte
4	stɹɪ	stɹi	strictly~strictes lies; strict~strictes; strict~stricte
4	ɹɪkt	ɹikt	strictly~strictes lies; strict~strictes; strict~stricte
4	po	pɔ	export~exporte; exports~exporte; post~postes
4	ɡɹo	ɡɹo	gross~grosses; gross~grosse; grow~gros
4	ɹoz	ɹoz	pros~prose; rose~roses; rows~roses
4	sta	sta	textile~tex tacle; style~stables; style~stable
4	tɹæ	tɹɑ	transform~transforment; transform~transforme; transformed~transforment
4	tɹæn	tɹɑn	transform~transforment; transform~transforme; transformed~transforment
4	ɹæns	ɹɑns	transform~transforment; transform~transforme; transformed~transforment
4	kwɔ	kwɔ	quarterly~quota lies; quarter~quotas; quarter~quota
4	wɔt	wɔt	quarterly~quota lies; quarter~quotas; quarter~quota
4	ɔtə	ɔta	quarterly~quota lies; quarters~quotas; portal~potable
4	əli	ali	quarterly~quota lies; normally~nomma lies; legally~ligues allie
4	kwɔt	kwɔt	quarterly~quota lies; quarter~quotas; quarter~quota
4	be	be	babies~baby; babe~baby; baby~baigne bis
4	ɐksɛ	aksɛ	accept~acceptes; accept~acceptent; accept~accepte
4	tɛkt	tɛkt	detect~détecte; detector~détecte; detective~détective
4	plo	plo	explode~explosent; explode~explose; explode~explosé
4	splo	splo	explode~explosent; explode~explose; explode~explosé
4	mel	mel	male~mêlent; male~mêle; mail~mêlent
4	ɛstɹ	ɛstɹ	restaurant~restes restent; restaurant~restreinte; orchestra~orchestre
4	ɡɹe	ɡɹe	grey~gré; gray~gré; grave~gré ive
4	ɡe	ɡe	gate~guette; gay~gué; gave~gué ive
4	pol	pol	poll~pôles; poll~pôle; pole~pôles
4	ɹəɹ	ɹɛɹ	library~librairies; library~librairie; literary~librairies
4	ɹəɹi	ɹɛɹi	library~librairies; library~librairie; literary~librairies
4	ɪnsɛ	ɛnsɛ	princess~princesses; princess~princesse; insect~insectes
4	ɪv	ɪv	lives~live; alive~live; dive~live
4	aɪv	aɪv	lives~live; alive~live; dive~live
4	lin	lin	clean~incline; clean~collines; clean~colline
4	ɹaɪ	ɹai	drive~drap ive; try~trahit; try~trahis
4	ɡæl	ɡal	gallery~galeries; gallery~galerie; gal~galles
4	eɪv	eiv	grave~gré ive; gave~gué ive; save~ses ive
4	ɹɪsk	ɹisk	risky~rient skis; risk~risques; risk~risquent
4	sɪ	zi	exclusively~exclusives lies; exclusive~exclusives; racist~résistent
4	nj	nj	newborn~nié bonnes; newly~nié lies; frisson ya~prisonniers
4	ɹʌs	ɹis	trust~tristes; trust~triste; crust~christ
4	ɹʌst	ɹist	trust~tristes; trust~triste; crust~christ
4	ɹɛf	ɹɛf	referee~raies furie; ref~greffe; ref~brefs
4	ʃɔ	ʃɔ	shortly~chope lies; chalk~choque; chalk~chocs
4	ɹis	ɹis	priest~tristes; increased~christ; decreased~christ
4	stɹɪ	stɹɪ	strip~stream; string~stream; stripped~stream
4	flɛk	flɛk	flex~réflexes; flex~réflexe; flexible~flexibles
4	klɑ	kla	class~classes; class~classe; clerk~claques
4	lɒɡ	laɡ	blog~blagues; blog~blague; blogger~blagues
4	blɒɡ	blaɡ	blog~blagues; blog~blague; blogger~blagues
4	ɡɑ	ɡa	guard~gardes; guard~gardent; guard~garde
4	ɹɑs	ɹas	grass~grâces; grass~grâce; grass~grasses
4	ɒm	am	mommy~mamie; tom~tam; from~trame
4	le	lo	explains~explosent; explains~explose; explain~explosent
4	ple	plo	explains~explosent; explains~explose; explain~explosent
4	sple	splo	explains~explosent; explains~explose; explain~explosent
4	ɡɹa	ɡɹa	ground~grades; ground~grade; grind~grades
4	sa	sa	sigh~çà; sigh~ça; sigh~sa
4	mʌ	ma	much~matchs; much~matches; much~match
4	əʊd	əɔd	code~que ode; mode~me ode; load~le ode
4	seɪ	seɛ	sale~cl; sail~cl; sailor~cl
4	ʊl	ɔl	fully~folies; fully~folie; full~folles
4	kɹæ	kɹa	crash~crache; crack~craque; crab~crabes
4	ɡɹæm	ɡɹam	grammar~grammes; grammar~gramme; gram~grammes
4	ɹʌm	ɹam	drum~drames; drum~drame; drummer~drames
4	dɹʌm	dɹam	drum~drames; drum~drame; drummer~drames
4	kɹu	kɹu	crude~croûte; crew~croûte; cruise~croûte
4	dʌ	də	dummy~demi; dummy~demie; dummy~demies
4	ʌm	əm	dummy~demi; dummy~demie; dummy~demies
4	dʌm	dəm	dummy~demi; dummy~demie; dummy~demies
4	ʌmi	əmi	dummy~demi; dummy~demie; dummy~demies
4	dʌmi	dəmi	dummy~demi; dummy~demie; dummy~demies
4	ʒɛn	ʒɛn	gen~gênes; gen~gêne; gen~gènes
4	ju	ju	queue~cailloux; queue~caillou; cue~cailloux
4	ɒk	ɔk	box~boxe; stock~stocks; boxer~boxe
4	le	la	lane~line; place~places; plate~plates
4	es	as	place~places; trace~traces; brace~brasse
4	ɑl	al	vol~valent; col~cale; alt~halte
4	wɒt	wat	watt~watts; what~watts; what~watt
4	ʌm	om	dumb~dôme; mum~mômes; bum~baume
4	pæl	pal	pal~pâle; pallet in~palestine; pallet inner~palestiniens
4	sɛt	sɛ̃t	set~ceinte; set~ceintes; set~sainte
4	tɔ	tɔ̃	taught~tonte; taught~tontes; taut~tonte
4	tɔt	tɔ̃t	taught~tonte; taught~tontes; taut~tonte
4	bit	bid	beat~bide; beat~bides; beet~bide
4	tj	tj	get your~question; get your~questions; shit your~gestion
4	tɒl	tal	it olla~installer; it olla~installé; it olla~installée
4	ɒlɐ	ale	it olla~installer; it olla~installé; it olla~installée
4	tɒlɐ	tale	it olla~installer; it olla~installé; it olla~installée
4	tɪnɐ	tine	debt inner~destiné; debt inner~destinée; debt inner~destinés
4	ɪj	ij	edit riyal~industriel; edit riyal~industrielle; edit riyal~industriels
4	jə	jɛ	edit riyal~industriel; edit riyal~industrielle; edit riyal~industriels
4	ɹɪj	ɹij	edit riyal~industriel; edit riyal~industrielle; edit riyal~industriels
4	ɪjə	ijɛ	edit riyal~industriel; edit riyal~industrielle; edit riyal~industriels
4	jəl	jɛl	edit riyal~industriel; edit riyal~industrielle; edit riyal~industriels
4	tɹɪj	tɹij	edit riyal~industriel; edit riyal~industrielle; edit riyal~industriels
4	ɹɪjə	ɹijɛ	edit riyal~industriel; edit riyal~industrielle; edit riyal~industriels
4	ɪjəl	ijɛl	edit riyal~industriel; edit riyal~industrielle; edit riyal~industriels
3	ɛni	ɛni	any~haie nient; many~mets nient; penny~paies nient
3	in	ɛn	seen~seine; scene~seine; scenes~seine
3	sin	sɛn	seen~seine; scene~seine; scenes~seine
3	ɛz	ɛz	says~seize; pleasant~plaisante; says~saisons
3	list	list	least~listes; least~liste; least~list
3	muv	muv	movie~mous vies; movies~mous vases; movement~mouvements
3	ɹɒs	ɹɔs	cross~crosse; crossed~crosse; crossed~cross
3	kɹɒs	kɹɔs	cross~crosse; crossed~crosse; crossed~cross
3	fɹɛʃ	fɹɛʃ	fresh~fraîches; fresh~fraîche; freshman~fraîchement
3	bɒs	bɔs	boss~bosses; boss~bossent; boss~bosse
3	ɛnə	ɛnə	enemy~ennemies; enemies~ennemies; energy~ennemies
3	əmi	əmi	enemy~ennemies; chemise~chemisent; chemise~chemises
3	pɹim	pɹim	supreme~soupe rimes; supreme~supprime; premium~primes rimes
3	sik	sik	seek~sic; seek~sikh; seeks~sic
3	sm	sm	smell~semelle; smells~semelle; smile~semelle
3	mɛl	mɛl	smell~semelle; ml~aiment aile; smells~semelle
3	kni	kni	technique~techniques; techniques~technique; technique~techniquement
3	ɛkni	ɛkni	technique~techniques; techniques~technique; technique~techniquement
3	knik	knik	technique~techniques; techniques~technique; technique~techniquement
3	pɛt	pɛt	pet~pète; pets~pet anses; pets~pète
3	ɛksi	ɛksi	sexy~secs sis; exceed~excite; sexy~sexistes
3	luz	luz	blues~blouse; blues~blouson; lose~blouse
3	lup	lup	loop~loupe; loop~loupé; loop~louper
3	lɛʃ	lɛʃ	flesh~flèches; flesh~flèche; flesh~lèche
3	ɹɛv	ɹɛv	rev~rêves; rev~rêvent; rev~rêve
3	pɔl	pɔl	poorly~polis; poorly~polie; poorly~poli
3	pɔli	pɔli	poorly~polis; poorly~polie; poorly~poli
3	fɔk	fɔk	fork~phoques; fork~phoque; fork~fox
3	skɔ	skɔ	escort~escorte; score~scores; scores~score
3	vɒl	vɔl	vault~volts; volatile~volet al; vault~volante
3	bɹiz	bɹiz	breeze~brise; breeze~brisés; breeze~brisées
3	laɪn	laɪn	liner~line; lines~line; lined~line
3	sɛlf	sɛlf	selfie~selles fis; selfie~self; selfish~selles fâche
3	vɛs	vɛs	vest~vestes; vest~veste; vessel~vaisselle
3	jɛn	jɛn	yen~yens; yen~vienne; yen~tiennes
3	kɔk	kɔk	cork~coques; cork~coque; cork~coq
3	idi	idi	pd~pie dits; dd~dits dis; media~midi
3	suʃ	suʃ	sushi~saoul chie; sushi~souches; sushi~souche
3	bid	bid	bead~bide; bead~bides; beads~bide
3	bif	bif	beef~biffe; beef~biffent; beef~biffes
3	bud	bud	booed~boude; booed~boudent; booed~boudes
3	buti	buti	bootie~boutis; booty~boutis; boutique~boutiques
3	ʃə	ʃə	chemise~chemisent; chemise~chemises; fortunately~faut chenet lis
3	kud	kud	cooed~coude; cooed~coudent; cooed~coudes
3	ini	ini	meany~mini; meany~minis; meany~minnie
3	mini	mini	meany~mini; meany~minis; meany~minnie
3	pɛs	pɛs	pest~peste; pest~pestent; pest~pestes
3	pɛst	pɛst	pest~peste; pest~pestent; pest~pestes
3	pist	pist	pieced~piste; pieced~pistent; pieced~pistes
3	kwi	kwi	queen~couine; queen~couinent; queen~couines
3	win	win	queen~couine; queen~couinent; queen~couines
3	kwin	kwin	queen~couine; queen~couinent; queen~couines
3	skɛ	skɛ	sketch~sketchs; sketches~sketch; sketch~skate
3	kɛt	kɛt	sketch~sketchs; sketches~sketch; sketch~skate
3	skɛt	skɛt	sketch~sketchs; sketches~sketch; sketch~skate
3	stɛm	stɛm	stem~stemm; stem~stemms; stem~stems
3	vɛks	vɛks	vex~vexe; vex~vexent; vex~vexes
3	bʊ	bu	butcher~bout chez; notebook~nouent book; textbook~taxent book
3	ntɐ	nte	center~sain tes; presenter~prison tes; printer~brin tes
3	sɛnt	sɛnt	center~sain tes; central~sain troll; centers~sain thèse
3	nsɐ	nse	sensor~sain ses; dancer~tan ses; cancer~khan ses
3	fɒɹ	fɔɹ	forestry~forcent ri; foreigners~forain aise; foreign~fortunes
3	mɑs	mas	masterpiece~massent pisse; mask~masques; mask~masque
3	kɹə	kɹɛ	secretary~secret ri; decorative~décret ive; secretly~secret lis
3	ɑn	an	fantastic~fanent aztèques; fantasy~fanent ci; khan~cannes
3	æs	as	fantastic~fanent aztèques; mass~masses; acid art~assistante
3	əm	ɛm	customer~cassent aimé; maximum~macs même; problem~problèmes
3	læn	lan	planted~planent aide; planting~planent in; plan~plane
3	plæn	plan	planted~planent aide; planting~planent in; plan~plane
3	ɒf	av	softball~savent bol; softly~savent lis; software~savent ouais
3	sɒf	sav	softball~savent bol; softly~savent lis; software~savent ouais
