en	es	sound	tier
nothing	nada	0.478	DUAL-B
model	modelo	0.477	DUAL-B
specific	específica	0.477	DUAL-B
specific	especifico	0.477	DUAL-B
specific	específico	0.477	DUAL-B
attempt	intento	0.477	DUAL-B
failed	falló	0.477	DUAL-B
during	durante	0.477	DUAL-B
bass	bajo	0.477	DUAL-B
memorial	conmemorativo	0.477	DUAL-B
edition	edición	0.477	DUAL-B
vice	vicios	0.477	DUAL-B
details	detalles	0.477	DUAL-B
daily	diaria	0.477	DUAL-B
university	universidad	0.476	DUAL-B
may	mayo	0.476	DUAL-B
means	medios	0.476	DUAL-B
alexander	alejandro	0.476	DUAL-B
space	espacio	0.476	DUAL-B
record	registro	0.476	DUAL-B
canadian	canadiense	0.476	DUAL-B
details	detalle	0.476	DUAL-B
united	unidos	0.476	DUAL-B
schools	escuelas	0.476	DUAL-B
history	historial	0.475	DUAL-B
schools	escuela	0.475	DUAL-B
european	europeas	0.475	DUAL-B
service	servicio	0.475	DUAL-B
model	modelos	0.475	DUAL-B
rest	reposo	0.475	DUAL-B
comedy	comedia	0.475	DUAL-B
popular	populares	0.475	DUAL-B
european	europeos	0.475	DUAL-B
specific	específicas	0.475	DUAL-B
specific	específicos	0.475	DUAL-B
june	junio	0.475	DUAL-B
term	término	0.475	DUAL-B
can	pueden	0.474	DUAL-B
sound	sonido	0.474	DUAL-B
age	edades	0.474	DUAL-B
red	rojo	0.474	DUAL-B
red	roja	0.474	DUAL-B
council	concilio	0.474	DUAL-B
evidence	evidencias	0.474	DUAL-B
approximately	aproximadamente	0.474	DUAL-B
parts	repuestos	0.474	DUAL-B
take	tome	0.474	DUAL-B
source	origen	0.474	DUAL-B
past	pasada	0.474	DUAL-B
past	pasado	0.474	DUAL-B
canadian	canadienses	0.473	DUAL-B
difficult	dificil	0.473	DUAL-B
difficult	difícil	0.473	DUAL-B
short	corta	0.473	DUAL-B
short	corto	0.473	DUAL-B
response	repuesta	0.473	DUAL-B
republican	republicana	0.473	DUAL-B
republican	republicano	0.473	DUAL-B
sense	sentido	0.473	DUAL-B
red	rojas	0.473	DUAL-B
key	clave	0.473	DUAL-B
remains	restos	0.473	DUAL-B
provided	proporcionada	0.473	DUAL-B
provided	proporcionado	0.473	DUAL-B
period	periodo	0.473	DUAL-B
move	muévete	0.473	DUAL-B
short	cortos	0.473	DUAL-B
someone	alguien	0.473	DUAL-B
key	claves	0.472	DUAL-B
northern	norteña	0.472	DUAL-B
rights	derechos	0.472	DUAL-B
provided	proporcionados	0.472	DUAL-B
past	pasados	0.472	DUAL-B
limited	limitado	0.472	DUAL-B
limited	limitada	0.472	DUAL-B
stars	estrellas	0.472	DUAL-B
major	mayor	0.472	DUAL-B
oppose	oponerse	0.472	DUAL-B
power	potencia	0.471	DUAL-B
airport	aeropuerto	0.471	DUAL-B
speed	rapidez	0.471	DUAL-B
new	nueva	0.471	DUAL-B
accounts	relatos	0.471	DUAL-B
records	registros	0.471	DUAL-B
republican	republicanos	0.471	DUAL-B
services	servicios	0.471	DUAL-B
charles	carlos	0.471	DUAL-B
new	nuevas	0.471	DUAL-B
really	realmente	0.471	DUAL-B
john	john	0.471	DUAL-B
job	job	0.471	DUAL-B
operation	operación	0.471	DUAL-B
natural	naturales	0.471	DUAL-B
notes	apuntes	0.470	DUAL-B
daily	diario	0.470	DUAL-B
policy	politica	0.470	DUAL-B
policy	política	0.470	DUAL-B
state	estado	0.470	DUAL-B
version	version	0.470	DUAL-B
version	versión	0.470	DUAL-B
purpose	proposito	0.470	DUAL-B
purpose	propósito	0.470	DUAL-B
alternative	alternativo	0.470	DUAL-B
alternative	alternativa	0.470	DUAL-B
stations	estaciones	0.470	DUAL-B
county	condado	0.470	DUAL-B
score	anotar	0.470	DUAL-B
limited	limitados	0.470	DUAL-B
limited	limitadas	0.470	DUAL-B
tracks	huellas	0.470	DUAL-B
review	revisar	0.470	DUAL-B
retired	retirado	0.469	DUAL-B
retired	retirada	0.469	DUAL-B
authority	autoridad	0.469	DUAL-B
airport	aeropuertos	0.469	DUAL-B
southern	sureña	0.469	DUAL-B
southern	sureño	0.469	DUAL-B
event	acontecimiento	0.469	DUAL-B
modern	moderna	0.469	DUAL-B
modern	moderno	0.469	DUAL-B
serving	sirviendo	0.469	DUAL-B
death	defunción	0.469	DUAL-B
million	millones	0.469	DUAL-B
terms	términos	0.469	DUAL-B
terms	terminos	0.469	DUAL-B
majority	mayoria	0.469	DUAL-B
daily	diarios	0.469	DUAL-B
need	necesito	0.469	DUAL-B
need	necesita	0.469	DUAL-B
necessary	necesaria	0.469	DUAL-B
necessary	necesario	0.469	DUAL-B
championships	campeonatos	0.469	DUAL-B
race	carrera	0.468	DUAL-B
policy	políticas	0.468	DUAL-B
rule	regla	0.468	DUAL-B
scottish	escocés	0.468	DUAL-B
commercial	comerciales	0.468	DUAL-B
required	requerido	0.468	DUAL-B
required	requerida	0.468	DUAL-B
writer	escritor	0.468	DUAL-B
status	situación	0.468	DUAL-B
alternative	alternativos	0.468	DUAL-B
category	categoria	0.468	DUAL-B
general	general	0.468	DUAL-B
modern	modernos	0.468	DUAL-B
modern	modernas	0.468	DUAL-B
nature	nature	0.467	DUAL-B
long	largos	0.467	DUAL-B
retired	retirados	0.467	DUAL-B
relations	relaciones	0.467	DUAL-B
cover	cubierta	0.467	DUAL-B
battle	batalla	0.467	DUAL-B
international	internacionales	0.467	DUAL-B
study	estudio	0.467	DUAL-B
study	estudia	0.467	DUAL-B
separate	separada	0.467	DUAL-B
separate	separado	0.467	DUAL-B
decided	decidió	0.467	DUAL-B
long	largo	0.467	DUAL-B
long	larga	0.467	DUAL-B
necessary	necesarias	0.467	DUAL-B
necessary	necesarios	0.467	DUAL-B
television	televisor	0.467	DUAL-B
castle	castillo	0.467	DUAL-B
university	universitario	0.467	DUAL-B
mike	miguel	0.467	DUAL-B
journal	diario	0.466	DUAL-B
company	empresa	0.466	DUAL-B
required	requeridos	0.466	DUAL-B
successful	éxito	0.466	DUAL-B
appear	aparecer	0.466	DUAL-B
battle	batallas	0.466	DUAL-B
based	basada	0.466	DUAL-B
based	basado	0.466	DUAL-B
needed	necesitó	0.466	DUAL-B
science	ciencias	0.466	DUAL-B
separate	separados	0.465	DUAL-B
together	together	0.465	DUAL-B
musicians	músicos	0.465	DUAL-B
television	televisiones	0.465	DUAL-B
refer	referirse	0.465	DUAL-B
university	universitarios	0.465	DUAL-B
caps	gorros	0.465	DUAL-B
categories	categorias	0.465	DUAL-B
studied	estudió	0.465	DUAL-B
reasons	razones	0.465	DUAL-B
german	alemán	0.465	DUAL-B
german	aleman	0.465	DUAL-B
government	gobierno	0.464	DUAL-B
activities	actividades	0.464	DUAL-B
need	necesitar	0.464	DUAL-B
needs	necesita	0.464	DUAL-B
journal	journal	0.464	DUAL-B
covered	cubierta	0.464	DUAL-B
covered	cubierto	0.464	DUAL-B
miles	millas	0.464	DUAL-B
moved	movida	0.464	DUAL-B
moved	movido	0.464	DUAL-B
square	cuadrado	0.464	DUAL-B
square	cuadrada	0.464	DUAL-B
studies	estudios	0.464	DUAL-B
rules	reglas	0.464	DUAL-B
title	titulo	0.464	DUAL-B
title	título	0.464	DUAL-B
launched	lanzado	0.464	DUAL-B
launched	lanzada	0.464	DUAL-B
jean	jean	0.464	DUAL-B
supported	apoyó	0.463	DUAL-B
study	estudiar	0.463	DUAL-B
pagename	pagename	0.463	DUAL-B
seed	semilla	0.463	DUAL-B
educational	educación	0.463	DUAL-B
companies	empresas	0.463	DUAL-B
remaining	restantes	0.463	DUAL-B
lake	laguna	0.463	DUAL-B
news	noticias	0.463	DUAL-B
covered	cubiertas	0.463	DUAL-B
covered	cubiertos	0.463	DUAL-B
bgcolor	bgcolor	0.463	DUAL-B
location	lugar	0.462	DUAL-B
mentioned	mencionado	0.462	DUAL-B
mentioned	mencionada	0.462	DUAL-B
put	ponga	0.462	DUAL-B
original	original	0.462	DUAL-B
night	nocturno	0.462	DUAL-B
information	información	0.462	DUAL-B
information	informacion	0.462	DUAL-B
model	maqueta	0.462	DUAL-B
conference	conferencia	0.462	DUAL-B
seed	semillas	0.462	DUAL-B
baseball	baseball	0.462	DUAL-B
champions	campeones	0.462	DUAL-B
politician	político	0.461	DUAL-B
politician	politico	0.461	DUAL-B
utc	utc	0.461	DUAL-B
individual	individuales	0.461	DUAL-B
finally	finalmente	0.461	DUAL-B
evidence	pruebas	0.461	DUAL-B
james	jaime	0.461	DUAL-B
mentioned	mencionados	0.461	DUAL-B
associated	asociado	0.461	DUAL-B
associated	asociada	0.461	DUAL-B
remaining	restante	0.461	DUAL-B
individuals	individuales	0.461	DUAL-B
populated	poblada	0.461	DUAL-B
populated	poblado	0.461	DUAL-B
interview	entrevista	0.461	DUAL-B
champion	campeona	0.461	DUAL-B
keep	conservar	0.461	DUAL-B
university	universidades	0.461	DUAL-B
angeles	angeles	0.461	DUAL-B
served	servida	0.460	DUAL-B
served	servido	0.460	DUAL-B
stories	cuentos	0.460	DUAL-B
medal	medallas	0.460	DUAL-B
served	servidos	0.460	DUAL-B
edition	edition	0.460	DUAL-B
medal	medalla	0.460	DUAL-B
hospital	hospitalaria	0.460	DUAL-B
hospital	hospitalario	0.460	DUAL-B
interview	entrevistas	0.460	DUAL-B
politicians	políticos	0.460	DUAL-B
politicians	politicos	0.460	DUAL-B
populated	pobladas	0.460	DUAL-B
edits	ediciones	0.459	DUAL-B
coach	autocar	0.459	DUAL-B
claimed	reclamado	0.459	DUAL-B
claimed	reclamada	0.459	DUAL-B
news	noticia	0.459	DUAL-B
coverage	cobertura	0.459	DUAL-B
nominated	nominado	0.459	DUAL-B
nominated	nominada	0.459	DUAL-B
japan	japon	0.459	DUAL-B
japan	japón	0.459	DUAL-B
metal	metálico	0.459	DUAL-B
space	espacial	0.459	DUAL-B
organization	organizacion	0.459	DUAL-B
organization	organización	0.459	DUAL-B
attacks	atentados	0.459	DUAL-B
care	cuidado	0.459	DUAL-B
anyone	alguien	0.459	DUAL-B
designed	diseñada	0.459	DUAL-B
designed	diseñado	0.459	DUAL-B
scottish	escoceses	0.459	DUAL-B
america	america	0.459	DUAL-B
america	américa	0.459	DUAL-B
ships	buques	0.458	DUAL-B
office	oficinas	0.458	DUAL-B
claimed	reclamadas	0.458	DUAL-B
stadium	estadio	0.458	DUAL-B
nominated	nominados	0.458	DUAL-B
page	pagina	0.458	DUAL-B
page	página	0.458	DUAL-B
metal	metálicos	0.458	DUAL-B
minister	pastor	0.458	DUAL-B
returned	retornados	0.458	DUAL-B
designed	diseñadas	0.458	DUAL-B
designed	diseñados	0.458	DUAL-B
successful	exitosa	0.458	DUAL-B
care	cuidados	0.458	DUAL-B
less	menos	0.458	DUAL-B
mid	mediados	0.457	DUAL-B
successful	exitoso	0.457	DUAL-B
caused	causado	0.457	DUAL-B
subject	súbdito	0.457	DUAL-B
tracks	pistas	0.457	DUAL-B
especially	especialmente	0.457	DUAL-B
individual	individuo	0.457	DUAL-B
digital	digitales	0.456	DUAL-B
governor	gobernador	0.456	DUAL-B
society	sociedad	0.456	DUAL-B
named	nombrada	0.456	DUAL-B
named	nombrado	0.456	DUAL-B
writers	redactores	0.456	DUAL-B
paper	ponencia	0.456	DUAL-B
modify	modifica	0.456	DUAL-B
due	debido	0.456	DUAL-B
racing	carreras	0.456	DUAL-B
light	ligero	0.456	DUAL-B
regional	regionales	0.456	DUAL-B
understand	comprender	0.456	DUAL-B
diff	diferenciar	0.456	DUAL-B
align	alineación	0.455	DUAL-B
new	novedad	0.455	DUAL-B
pages	páginas	0.455	DUAL-B
pages	paginas	0.455	DUAL-B
manager	manager	0.455	DUAL-B
individuals	individuos	0.455	DUAL-B
admin	administrador	0.455	DUAL-B
intended	pretendía	0.455	DUAL-B
successful	exitosos	0.455	DUAL-B
diff	diferencias	0.455	DUAL-B
return	regreso	0.455	DUAL-B
received	recibida	0.455	DUAL-B
received	recibido	0.455	DUAL-B
referred	referido	0.455	DUAL-B
range	rango	0.455	DUAL-B
received	recibidas	0.454	DUAL-B
received	recibidos	0.454	DUAL-B
scotland	escocia	0.454	DUAL-B
launched	lanzados	0.454	DUAL-B
defeated	derrotada	0.454	DUAL-B
defeated	derrotado	0.454	DUAL-B
relationship	relación	0.454	DUAL-B
relationship	relacion	0.454	DUAL-B
books	libros	0.454	DUAL-B
works	trabajos	0.454	DUAL-B
male	macho	0.454	DUAL-B
front	fachada	0.454	DUAL-B
defeated	derrotados	0.454	DUAL-B
studied	estudiado	0.453	DUAL-B
religion	religiones	0.453	DUAL-B
modify	modificar	0.453	DUAL-B
regular	regularidad	0.453	DUAL-B
returned	regresó	0.453	DUAL-B
write	escritura	0.453	DUAL-B
studied	estudiados	0.453	DUAL-B
descent	ascendencia	0.453	DUAL-B
surface	superficie	0.453	DUAL-B
writer	escritora	0.453	DUAL-B
successful	exitosas	0.452	DUAL-B
claim	reclamación	0.452	DUAL-B
marriage	matrimonio	0.452	DUAL-B
thanks	gracias	0.452	DUAL-B
difficult	difíciles	0.452	DUAL-B
directed	dirigida	0.452	DUAL-B
directed	dirigido	0.452	DUAL-B
return	regresar	0.452	DUAL-B
ancient	antigua	0.452	DUAL-B
financial	financieros	0.452	DUAL-B
scottish	escocesa	0.452	DUAL-B
coverage	coberturas	0.451	DUAL-B
suggest	sugiere	0.451	DUAL-B
financial	financiero	0.451	DUAL-B
financial	financiera	0.451	DUAL-B
amount	cantidad	0.451	DUAL-B
ancient	antiguo	0.451	DUAL-B
ships	barcos	0.451	DUAL-B
religious	religioso	0.451	DUAL-B
religious	religiosa	0.451	DUAL-B
released	liberados	0.451	DUAL-B
votes	votaciones	0.451	DUAL-B
understand	comprenda	0.450	DUAL-B
literature	literatura	0.450	DUAL-B
single	soltero	0.450	DUAL-B
single	soltera	0.450	DUAL-B
daily	diariamente	0.450	DUAL-B
olympic	olimpiadas	0.450	DUAL-B
districts	barrios	0.450	DUAL-B
relationship	relaciones	0.450	DUAL-B
