src	dst	quality	sound_edge_score	is_multiword_src	is_multiword_dst	chain
mature	chaudement	0.957	0.956	False	False	en:mature ≈ fr:met chaud ~ fr:chaudement
mentor	taux	0.95	0.956	False	False	en:mentor ≈ fr:main taux ~ fr:taux
mentor	sain taux	0.929	0.956	False	True	en:mentor ≈ fr:main taux ~ fr:sain taux
mentor	pris	0.929	0.956	False	False	en:mentor ≈ fr:main taux ~ fr:pris
octave	actives	0.967	0.956	False	False	en:octave ≈ fr:active ~ fr:actives
octave	actif	0.945	0.956	False	False	en:octave ≈ fr:active ~ fr:actif
octave	activement	0.934	0.956	False	False	en:octave ≈ fr:active ~ fr:activement
pennies	pénis	0.92	0.956	False	False	en:pennies ~ en:pennis ≈ fr:pénis
rennet	pluie	0.911	0.956	False	False	en:rennet ≈ fr:rainette ~ fr:pluie
rennet	pluvieux	0.91	0.956	False	False	en:rennet ≈ fr:rainette ~ fr:pluvieux
rennet	rain	0.906	0.956	False	False	en:rennet ≈ fr:rainette ~ fr:rain
tesla	déchiffrer	0.927	0.956	False	False	en:tesla ≈ fr:déceler ~ fr:déchiffrer
tesla	détriment	0.917	0.956	False	False	en:tesla ≈ fr:déceler ~ fr:détriment
carter	gâchette	0.929	0.955	False	False	en:carter ≈ fr:gâté ~ fr:gâchette
carter	gâché	0.914	0.955	False	False	en:carter ≈ fr:gâté ~ fr:gâché
catarrh	quota	0.951	0.955	False	False	en:catarrh ≈ fr:quotas ~ fr:quota
larder	pareillement	0.945	0.955	False	False	en:larder ≈ fr:latter ~ fr:pareillement
lardy	lisieux	0.913	0.955	False	False	en:lardy ≈ fr:lattis ~ fr:lisieux
marshy	magique	0.966	0.955	False	False	en:marshy ≈ fr:magie ~ fr:magique
marshy	magiques	0.961	0.955	False	False	en:marshy ≈ fr:magie ~ fr:magiques
parlor	croît	0.961	0.955	False	False	en:parlor ≈ fr:palais ~ fr:croît
parlor	situés	0.96	0.955	False	False	en:parlor ≈ fr:palais ~ fr:situés
parlour	croît	0.961	0.955	False	False	en:parlour ≈ fr:palais ~ fr:croît
parlour	situés	0.96	0.955	False	False	en:parlour ≈ fr:palais ~ fr:situés
policeman	policier	0.933	0.955	False	False	en:policeman ≈ fr:polis mène ~ fr:policier
policeman	policière	0.922	0.955	False	False	en:policeman ≈ fr:polis mène ~ fr:policière
policeman	policiers	0.916	0.955	False	False	en:policeman ≈ fr:polis mène ~ fr:policiers
recruit	recruter	0.955	0.955	False	False	en:recruit ≈ fr:recrute ~ fr:recruter
recruit	recruteur	0.946	0.955	False	False	en:recruit ≈ fr:recrute ~ fr:recruteur
basket	enlevés	0.924	0.954	False	False	en:basket ≈ fr:bas quitte ~ fr:enlevés
basket	partir	0.92	0.954	False	False	en:basket ≈ fr:bas quitte ~ fr:partir
basketball	fougueux	0.915	0.954	False	False	en:basketball ≈ fr:masquent bol ~ fr:fougueux
basketball	stupéfait	0.912	0.954	False	False	en:basketball ≈ fr:masquent bol ~ fr:stupéfait
portrayed	raid	0.873	0.954	False	False	en:portrayed ≈ fr:pot raid ~ fr:raid
portrayed	raides	0.855	0.954	False	False	en:portrayed ≈ fr:pot raid ~ fr:raides
portrayed	raids	0.852	0.954	False	False	en:portrayed ≈ fr:pot raid ~ fr:raids
transcript	ronge	0.88	0.954	False	False	en:transcript ≈ fr:train script ~ fr:ronge
distributor	contredire	0.909	0.953	False	False	en:distributor ≈ fr:dissent rebuter ~ fr:contredire
distributor	contredit	0.906	0.953	False	False	en:distributor ≈ fr:dissent rebuter ~ fr:contredit
sweetheart	hâte	0.895	0.953	False	False	en:sweetheart ≈ fr:suit hâte ~ fr:hâte
sweetheart	pressée	0.893	0.953	False	False	en:sweetheart ≈ fr:suit hâte ~ fr:pressée
about	épi	0.957	0.952	False	False	en:about ≈ fr:épate ~ fr:épi
bawdy	poterie	0.963	0.952	False	False	en:bawdy ~ en:bawdry ≈ fr:poterie
breech	ponte	0.972	0.952	False	False	en:breech ≈ fr:bridge ~ fr:ponte
busty	ondes	0.933	0.952	False	False	en:busty ≈ fr:bas tee ~ fr:ondes
canal	ndiaye	0.916	0.952	False	False	en:canal ≈ fr:quenelle ~ fr:ndiaye
canal	teresa	0.912	0.952	False	False	en:canal ≈ fr:quenelle ~ fr:teresa
caressed	caresse	0.944	0.952	False	False	en:caressed ~ en:caress ≈ fr:caresse
corset	dej	0.96	0.952	False	False	en:corset ≈ fr:concède ~ fr:dej
corset	rendre	0.959	0.952	False	False	en:corset ≈ fr:concède ~ fr:rendre
dancer	vais	0.932	0.952	False	False	en:dancer ≈ fr:tan ses ~ fr:vais
dancer	savais	0.931	0.952	False	False	en:dancer ≈ fr:tan ses ~ fr:savais
deacon	devenant	0.908	0.952	False	False	en:deacon ≈ fr:déconne ~ fr:devenant
deport	dédie	0.963	0.952	False	False	en:deport ≈ fr:dépote ~ fr:dédie
dislike	lacs	0.928	0.952	False	False	en:dislike ≈ fr:dis lac ~ fr:lacs
dusty	los	0.929	0.952	False	False	en:dusty ≈ fr:des tee ~ fr:los
eat auric	historiques	0.972	0.952	True	False	en:eat auric ≈ fr:historique ~ fr:historiques
eat auric	historique	0.972	0.952	True	False	en:eat auric ≈ fr:historiques ~ fr:historique
fastest	répit lis	0.916	0.952	False	True	en:fastest ~ en:rapidly ≈ fr:répit lis
fender	vin	0.955	0.952	False	False	en:fender ≈ fr:vin des ~ fr:vin
freebie	frégate	0.955	0.952	False	False	en:freebie ≈ fr:fripé ~ fr:frégate
freebie	friche	0.95	0.952	False	False	en:freebie ≈ fr:fripé ~ fr:friche
freebie	frere	0.949	0.952	False	False	en:freebie ≈ fr:fripé ~ fr:frere
freely	fribourg	0.95	0.952	False	False	en:freely ≈ fr:frileux ~ fr:fribourg
leaders	redouté	0.95	0.952	False	False	en:leaders ≈ fr:lient aise ~ fr:redouté
meted	met lis	0.872	0.952	False	True	en:meted ~ en:meetly ≈ fr:met lis
misty	teen	0.912	0.952	False	False	en:misty ≈ fr:mais tee ~ fr:teen
needed	nids	0.921	0.952	False	False	en:needed ≈ fr:nid aide ~ fr:nids
needed	nid	0.917	0.952	False	False	en:needed ≈ fr:nid aide ~ fr:nid
needing	nid aide	0.944	0.952	False	True	en:needing ~ en:needed ≈ fr:nid aide
needle	nid	0.936	0.952	False	False	en:needle ≈ fr:nid elle ~ fr:nid
needle	madère	0.935	0.952	False	False	en:needle ≈ fr:nid elle ~ fr:madère
ought eel	hostiles	0.965	0.952	True	False	en:ought eel ≈ fr:hostile ~ fr:hostiles
ought eel	hostile	0.965	0.952	True	False	en:ought eel ≈ fr:hostiles ~ fr:hostile
pizza	peut	0.956	0.952	False	False	en:pizza ≈ fr:peut ses ~ fr:peut
pizza	pouvez	0.954	0.952	False	False	en:pizza ≈ fr:peut ses ~ fr:pouvez
pizza	peux	0.953	0.952	False	False	en:pizza ≈ fr:peut ses ~ fr:peux
pursuit	pau	0.909	0.952	False	False	en:pursuit ≈ fr:paix août ~ fr:pau
pursuit	paix	0.908	0.952	False	False	en:pursuit ≈ fr:paix août ~ fr:paix
rapidly	répit	0.957	0.952	False	False	en:rapidly ≈ fr:répit lis ~ fr:répit
rotten	rat	0.917	0.952	False	False	en:rotten ≈ fr:rat haine ~ fr:rat
rotten	rats	0.909	0.952	False	False	en:rotten ≈ fr:rat haine ~ fr:rats
rotter	rat haine	0.946	0.952	False	True	en:rotter ~ en:rotten ≈ fr:rat haine
screwed	sceptre	0.94	0.952	False	False	en:screwed ≈ fr:scrute ~ fr:sceptre
seaport	gamin	0.955	0.952	False	False	en:seaport ≈ fr:chipote ~ fr:gamin
stree	strip	0.931	0.952	False	False	en:stree ~ en:strep ≈ fr:strip
subtle	sauté	0.901	0.952	False	False	en:subtle ≈ fr:saut elle ~ fr:sauté
tinder	tain paul	0.954	0.952	False	True	en:tinder ≈ fr:tain des ~ fr:tain paul
tinder	tain	0.948	0.952	False	False	en:tinder ≈ fr:tain des ~ fr:tain
toddler	tôt	0.955	0.952	False	False	en:toddler ≈ fr:tôt les ~ fr:tôt
trashy	traînée	0.954	0.952	False	False	en:trashy ≈ fr:trachée ~ fr:traînée
trashy	trahis	0.954	0.952	False	False	en:trashy ≈ fr:trachée ~ fr:trahis
why	résonne	0.961	0.952	False	False	en:why ~ en:reason ≈ fr:résonne
respectful	respecté	0.903	0.951	False	False	en:respectful ≈ fr:respectent elle ~ fr:respecté
respectful	respecter	0.903	0.951	False	False	en:respectful ≈ fr:respectent elle ~ fr:respecter
respectful	respectés	0.898	0.951	False	False	en:respectful ≈ fr:respectent elle ~ fr:respectés
respectively	respecte	0.928	0.951	False	False	en:respectively ≈ fr:respectes lis ~ fr:respecte
respectively	respectés	0.924	0.951	False	False	en:respectively ≈ fr:respectes lis ~ fr:respectés
respectively	loyauté	0.92	0.951	False	False	en:respectively ≈ fr:respectes lis ~ fr:loyauté
fifteen	fixent in	0.957	0.95	False	True	en:fifteen ~ en:sixteen ≈ fr:fixent in
freest	tristan	0.968	0.95	False	False	en:freest ≈ fr:triste ~ fr:tristan
if	if	0.935	0.95	False	False	en:if ≈ fr:ifs ~ fr:if
setting	sais	0.956	0.95	False	False	en:setting ≈ fr:sait in ~ fr:sais
setting	sait	0.955	0.95	False	False	en:setting ≈ fr:sait in ~ fr:sait
setting	connait	0.955	0.95	False	False	en:setting ≈ fr:sait in ~ fr:connait
seventeen	fixent in	0.944	0.95	False	True	en:seventeen ~ en:sixteen ≈ fr:fixent in
some	sono	0.958	0.95	False	False	en:some ≈ fr:sem ~ fr:sono
would	oued	0.943	0.95	False	False	en:would ≈ fr:oueds ~ fr:oued
anatomy	otan omis	0.945	0.949	False	True	en:anatomy ≈ fr:hennit omis ~ fr:otan omis
anatomy	omis	0.943	0.949	False	False	en:anatomy ≈ fr:hennit omis ~ fr:omis
benefit	ben des	0.961	0.949	False	True	en:benefit ≈ fr:ben faites ~ fr:ben des
benefit	bene	0.955	0.949	False	False	en:benefit ≈ fr:ben faites ~ fr:bene
classroom	clans	0.909	0.949	False	False	en:classroom ≈ fr:clans rhume ~ fr:clans
largest	lenteur	0.91	0.949	False	False	en:largest ≈ fr:lent geste ~ fr:lenteur
largest	lentement	0.886	0.949	False	False	en:largest ≈ fr:lent geste ~ fr:lentement
patron	fait reine	0.955	0.949	False	True	en:patron ≈ fr:peut reine ~ fr:fait reine
petition	facturation	0.873	0.949	False	False	en:petition ≈ fr:paient chaîne ~ fr:facturation
plot eek	plastiques	0.959	0.949	True	False	en:plot eek ≈ fr:plastique ~ fr:plastiques
plot eek	plastique	0.959	0.949	True	False	en:plot eek ≈ fr:plastiques ~ fr:plastique
prizes	bras	0.955	0.949	False	False	en:prizes ≈ fr:bras aise ~ fr:bras
prizes	arm	0.939	0.949	False	False	en:prizes ≈ fr:bras aise ~ fr:arm
red aura	restaurateurs	0.923	0.949	True	False	en:red aura ≈ fr:restaurer ~ fr:restaurateurs
red aura	magasin	0.916	0.949	True	False	en:red aura ≈ fr:restaurer ~ fr:magasin
ticked eel	textiles	0.968	0.949	True	False	en:ticked eel ≈ fr:textile ~ fr:textiles
trinity	ferroviaire	0.916	0.949	False	False	en:trinity ≈ fr:train tee ~ fr:ferroviaire
dominion	demain	0.959	0.948	False	False	en:dominion ≈ fr:demain in ~ fr:demain
monetary	mineure	0.925	0.948	False	False	en:monetary ≈ fr:menait ri ~ fr:mineure
monetary	éveil	0.923	0.948	False	False	en:monetary ≈ fr:menait ri ~ fr:éveil
ceremonies	sermon	0.957	0.947	False	False	en:ceremonies ≈ fr:sermon aise ~ fr:sermon
previous	privées lis	0.944	0.947	False	True	en:previous ~ en:previously ≈ fr:privées lis
previously	particuliers	0.876	0.947	False	False	en:previously ≈ fr:privées lis ~ fr:particuliers
centuries	sanglant	0.933	0.946	False	False	en:centuries ≈ fr:saignent cerise ~ fr:sanglant
lauding	aimant	0.96	0.946	False	False	en:lauding ≈ fr:loden ~ fr:aimant
lauding	amar	0.96	0.946	False	False	en:lauding ≈ fr:loden ~ fr:amar
lording	aimant	0.96	0.946	False	False	en:lording ≈ fr:loden ~ fr:aimant
lording	amar	0.96	0.946	False	False	en:lording ≈ fr:loden ~ fr:amar
rusty	demeurer	0.967	0.946	False	False	en:rusty ≈ fr:rester ~ fr:demeurer
attic	éthiques	0.966	0.945	False	False	en:attic ≈ fr:éthique ~ fr:éthiques
cede	céder	0.956	0.945	False	False	en:cede ~ en:cedi ≈ fr:céder
costume	séoul	0.905	0.945	False	False	en:costume ≈ fr:cassent hume ~ fr:séoul
dilly	dealers	0.955	0.945	False	False	en:dilly ≈ fr:dealer ~ fr:dealers
disgrace	grecs	0.929	0.945	False	False	en:disgrace ≈ fr:dis grèce ~ fr:grecs
disgrace	grèce	0.928	0.945	False	False	en:disgrace ≈ fr:dis grèce ~ fr:grèce
ditty	tit	0.951	0.945	False	False	en:ditty ≈ fr:titi ~ fr:tit
emmet	émettant	0.96	0.945	False	False	en:emmet ≈ fr:émettent ~ fr:émettant
emmet	énervant	0.954	0.945	False	False	en:emmet ≈ fr:émettent ~ fr:énervant
krill	griller	0.938	0.945	False	False	en:krill ≈ fr:grill ~ fr:griller
krill	barbecue	0.93	0.945	False	False	en:krill ≈ fr:grill ~ fr:barbecue
lippy	libyen	0.967	0.945	False	False	en:lippy ≈ fr:libye ~ fr:libyen
lippy	libyens	0.967	0.945	False	False	en:lippy ≈ fr:libye ~ fr:libyens
lippy	libyenne	0.962	0.945	False	False	en:lippy ≈ fr:libye ~ fr:libyenne
lopped	lobby	0.892	0.945	False	False	en:lopped ~ en:loppy ≈ fr:lobby
mortality	termes	0.92	0.945	False	False	en:mortality ≈ fr:mot alité ~ fr:termes
mortality	dénote	0.918	0.945	False	False	en:mortality ≈ fr:mot alité ~ fr:dénote
neutral	rôle	0.956	0.945	False	False	en:neutral ≈ fr:nouent rôle ~ fr:rôle
neutral	rôles	0.949	0.945	False	False	en:neutral ≈ fr:nouent rôle ~ fr:rôles
otic	antérieur	0.93	0.945	False	False	en:otic ≈ fr:attique ~ fr:antérieur
prick	brique	0.96	0.945	False	False	en:prick ≈ fr:briques ~ fr:brique
prick	brice	0.931	0.945	False	False	en:prick ≈ fr:briques ~ fr:brice
releases	relie	0.906	0.945	False	False	en:releases ≈ fr:relis aise ~ fr:relie
releases	relire	0.898	0.945	False	False	en:releases ≈ fr:relis aise ~ fr:relire
seesaw	croisements	0.899	0.945	False	False	en:seesaw ≈ fr:ciseaux ~ fr:croisements
tedder	terne	0.959	0.945	False	False	en:tedder ≈ fr:téter ~ fr:terne
tedder	tirer	0.958	0.945	False	False	en:tedder ≈ fr:téter ~ fr:tirer
tedder	teint	0.954	0.945	False	False	en:tedder ≈ fr:téter ~ fr:teint
titre	tit	0.951	0.945	False	False	en:titre ≈ fr:titi ~ fr:tit
titter	tit	0.951	0.945	False	False	en:titter ≈ fr:titi ~ fr:tit
titty	titi	0.915	0.945	False	False	en:titty ~ en:titter ≈ fr:titi
approaches	chaux	0.889	0.944	False	False	en:approaches ≈ fr:apprêt chaise ~ fr:chaux
classic	clés	0.965	0.944	False	False	en:classic ≈ fr:clés hic ~ fr:clés
classic	clé	0.946	0.944	False	False	en:classic ≈ fr:clés hic ~ fr:clé
contested	périgueux	0.936	0.944	False	False	en:contested ≈ fr:cognent esthète ~ fr:périgueux
controller	correspondante	0.928	0.944	False	False	en:controller ≈ fr:cognent relais ~ fr:correspondante
controller	enchaînement	0.928	0.944	False	False	en:controller ≈ fr:cognent relais ~ fr:enchaînement
controller	réunis	0.927	0.944	False	False	en:controller ≈ fr:cognent relais ~ fr:réunis
disorder	boiteux	0.937	0.944	False	False	en:disorder ≈ fr:dis ondées ~ fr:boiteux
honesty	raies lis	0.957	0.944	False	True	en:honesty ≈ fr:anis tee ~ fr:raies lis
pending	pain	0.956	0.944	False	False	en:pending ≈ fr:pain digne ~ fr:pain
pending	douleur	0.954	0.944	False	False	en:pending ≈ fr:pain digne ~ fr:douleur
preserve	sauve	0.954	0.944	False	False	en:preserve ≈ fr:pris ève ~ fr:sauve
sensing	manquant	0.883	0.944	False	False	en:sensing ≈ fr:sain signe ~ fr:manquant
sensing	manque	0.883	0.944	False	False	en:sensing ≈ fr:sain signe ~ fr:manque
tended	tain digne	0.928	0.944	False	True	en:tended ~ en:tending ≈ fr:tain digne
tended	toitures	0.926	0.944	False	False	en:tended ≈ fr:tain dites ~ fr:toitures
tended	viandes	0.923	0.944	False	False	en:tended ≈ fr:tain dites ~ fr:viandes
tending	tain dites	0.928	0.944	False	True	en:tending ~ en:tended ≈ fr:tain dites
wrestler	raies ligne	0.944	0.944	False	True	en:wrestler ~ en:wrestling ≈ fr:raies ligne
commentary	commis tri	0.945	0.943	False	True	en:commentary ≈ fr:commun tri ~ fr:commis tri
commentary	tres	0.928	0.943	False	False	en:commentary ≈ fr:commun tri ~ fr:tres
detected	exprimé	0.932	0.943	False	False	en:detected ≈ fr:dit excède ~ fr:exprimé
detected	exprimée	0.932	0.943	False	False	en:detected ≈ fr:dit excède ~ fr:exprimée
detected	exprimées	0.93	0.943	False	False	en:detected ≈ fr:dit excède ~ fr:exprimées
exit art	existant	0.942	0.943	True	False	en:exit art ≈ fr:existantes ~ fr:existant
posters	pousse	0.928	0.943	False	False	en:posters ≈ fr:poussent aise ~ fr:pousse
posters	poussez	0.925	0.943	False	False	en:posters ≈ fr:poussent aise ~ fr:poussez
posters	pousses	0.918	0.943	False	False	en:posters ≈ fr:poussent aise ~ fr:pousses
processor	essaie	0.931	0.943	False	False	en:processor ≈ fr:près essaie ~ fr:essaie
processor	essais	0.927	0.943	False	False	en:processor ≈ fr:près essaie ~ fr:essais
processor	tente	0.926	0.943	False	False	en:processor ≈ fr:près essaie ~ fr:tente
realities	rallié	0.873	0.943	False	False	en:realities ≈ fr:rallient hisse ~ fr:rallié
realities	ralliement	0.865	0.943	False	False	en:realities ≈ fr:rallient hisse ~ fr:ralliement
started eek	statistique	0.97	0.943	True	False	en:started eek ≈ fr:statistiques ~ fr:statistique
started eek	statistiques	0.97	0.943	True	False	en:started eek ≈ fr:statistique ~ fr:statistiques
started eek	statistiquement	0.968	0.943	True	False	en:started eek ≈ fr:statistique ~ fr:statistiquement
township	tan	0.88	0.943	False	False	en:township ≈ fr:tan chipe ~ fr:tan
exercises	excès	0.934	0.942	False	False	en:exercises ≈ fr:excès assise ~ fr:excès
exercises	abcès	0.909	0.942	False	False	en:exercises ≈ fr:excès assise ~ fr:abcès
exercises	excessifs	0.888	0.942	False	False	en:exercises ≈ fr:excès assise ~ fr:excessifs
prestigious	jazz	0.944	0.942	False	False	en:prestigious ≈ fr:pressent jazz ~ fr:jazz
acme	actu	0.948	0.94	False	False	en:acme ≈ fr:acmé ~ fr:actu
at	hâte	0.965	0.94	False	False	en:at ≈ fr:hâtes ~ fr:hâte
at	doigt	0.957	0.94	False	False	en:at ≈ fr:hâtent ~ fr:doigt
at	pourpre	0.956	0.94	False	False	en:at ≈ fr:hâtent ~ fr:pourpre
aural	orale	0.961	0.94	False	False	en:aural ≈ fr:oral ~ fr:orale
baulked	boxe	0.961	0.94	False	False	en:baulked ≈ fr:box ~ fr:boxe
baulked	boîte	0.958	0.94	False	False	en:baulked ≈ fr:box ~ fr:boîte
beady	mimi	0.915	0.94	False	False	en:beady ~ en:beamy ≈ fr:mimi
beamy	midi	0.915	0.94	False	False	en:beamy ~ en:beady ≈ fr:midi
becks	boxe	0.961	0.94	False	False	en:becks ≈ fr:box ~ fr:boxe
becks	boîte	0.958	0.94	False	False	en:becks ≈ fr:box ~ fr:boîte
bleat	baule	0.95	0.94	False	False	en:bleat ≈ fr:blettes ~ fr:baule
bracelet	prés	0.933	0.94	False	False	en:bracelet ≈ fr:prés let ~ fr:prés
bracelet	anticipe	0.919	0.94	False	False	en:bracelet ≈ fr:prés let ~ fr:anticipe
bracelet	anticiper	0.919	0.94	False	False	en:bracelet ≈ fr:prés let ~ fr:anticiper
broadly	prisée	0.886	0.94	False	False	en:broadly ≈ fr:prompt lis ~ fr:prisée
caress	choristes	0.938	0.94	False	False	en:caress ~ en:caressed ≈ fr:choristes
cist	zèle	0.954	0.94	False	False	en:cist ≈ fr:zeste ~ fr:zèle
classes	clans	0.942	0.94	False	False	en:classes ≈ fr:clans aise ~ fr:clans
classes	clan	0.903	0.94	False	False	en:classes ≈ fr:clans aise ~ fr:clan
clot	claudel	0.946	0.94	False	False	en:clot ≈ fr:claude ~ fr:claudel
clot	claudia	0.945	0.94	False	False	en:clot ≈ fr:claude ~ fr:claudia
condemn	thème	0.952	0.94	False	False	en:condemn ≈ fr:con thème ~ fr:thème
condemn	thèmes	0.941	0.94	False	False	en:condemn ≈ fr:con thème ~ fr:thèmes
control	troll	0.951	0.94	False	False	en:control ≈ fr:con troll ~ fr:troll
cutty	côtés	0.955	0.94	False	False	en:cutty ≈ fr:côté ~ fr:côtés
cyst	zèle	0.954	0.94	False	False	en:cyst ≈ fr:zeste ~ fr:zèle
decked	digue	0.963	0.94	False	False	en:decked ≈ fr:dicte ~ fr:digue
decked	dicté	0.959	0.94	False	False	en:decked ≈ fr:dicte ~ fr:dicté
dippy	autrement	0.941	0.94	False	False	en:dippy ≈ fr:dépit ~ fr:autrement
dippy	supposés	0.938	0.94	False	False	en:dippy ≈ fr:dépit ~ fr:supposés
doormat eek	domestiques	0.946	0.94	True	False	en:doormat eek ≈ fr:domestique ~ fr:domestiques
doormat eek	domestique	0.946	0.94	True	False	en:doormat eek ≈ fr:domestiques ~ fr:domestique
doormat eek	maisonneuve	0.946	0.94	True	False	en:doormat eek ≈ fr:domestique ~ fr:maisonneuve
dorks	doc	0.947	0.94	False	False	en:dorks ≈ fr:docte ~ fr:doc
dorky	toc	0.914	0.94	False	False	en:dorky ≈ fr:toquer ~ fr:toc
dross	trace	0.922	0.94	False	False	en:dross ≈ fr:traces ~ fr:trace
duchess	sain dit chaise	0.949	0.94	False	True	en:duchess ≈ fr:dit chaise ~ fr:sain dit chaise
engine	détestable	0.924	0.94	False	False	en:engine ≈ fr:haines gêne ~ fr:détestable
engine	odieux	0.922	0.94	False	False	en:engine ≈ fr:haines gêne ~ fr:odieux
engine	dégoûté	0.916	0.94	False	False	en:engine ≈ fr:haines gêne ~ fr:dégoûté
fenny	finis	0.966	0.94	False	False	en:fenny ≈ fr:fini ~ fr:finis
fenny	termine	0.959	0.94	False	False	en:fenny ≈ fr:fini ~ fr:termine
fenny	finie	0.957	0.94	False	False	en:fenny ≈ fr:fini ~ fr:finie
fertility	dame	0.926	0.94	False	False	en:fertility ≈ fr:fait lady ~ fr:dame
flack	flics	0.936	0.94	False	False	en:flack ~ en:fleck ≈ fr:flics
fleas	flemme	0.866	0.94	False	False	en:fleas ~ en:fleam ≈ fr:flemme
fleck	flic	0.957	0.94	False	False	en:fleck ≈ fr:flics ~ fr:flic
fleece	plié	0.954	0.94	False	False	en:fleece ≈ fr:plisse ~ fr:plié
foresaw	foncés	0.958	0.94	False	False	en:foresaw ≈ fr:fonçons ~ fr:foncés
foresees	foncé	0.955	0.94	False	False	en:foresees ~ en:foresee ≈ fr:foncé
forty	votants	0.964	0.94	False	False	en:forty ≈ fr:voter ~ fr:votants
forty	électeurs	0.956	0.94	False	False	en:forty ≈ fr:voter ~ fr:électeurs
gorgeous	dieu	0.947	0.94	False	False	en:gorgeous ≈ fr:godes os ~ fr:dieu
gorgeous	godin	0.941	0.94	False	False	en:gorgeous ≈ fr:godes os ~ fr:godin
grit	turpin	0.956	0.94	False	False	en:grit ≈ fr:crête ~ fr:turpin
lackey	ondes	0.95	0.94	False	False	en:lackey ≈ fr:laqué ~ fr:ondes
ladder	liée	0.951	0.94	False	False	en:ladder ≈ fr:lesdits ~ fr:liée
lauder	soulève	0.95	0.94	False	False	en:lauder ≈ fr:ledit ~ fr:soulève
lauder	délivré	0.949	0.94	False	False	en:lauder ≈ fr:ledit ~ fr:délivré
leaky	savait	0.954	0.94	False	False	en:leaky ≈ fr:ligués ~ fr:savait
leaky	liée	0.954	0.94	False	False	en:leaky ≈ fr:ligués ~ fr:liée
litter	laitiers	0.963	0.94	False	False	en:litter ≈ fr:laiteux ~ fr:laitiers
litter	lattes	0.954	0.94	False	False	en:litter ≈ fr:laiteux ~ fr:lattes
litter	lait	0.953	0.94	False	False	en:litter ≈ fr:laiteux ~ fr:lait
mealie	mêlée	0.953	0.94	False	False	en:mealie ≈ fr:mêler ~ fr:mêlée
mealie	bauer	0.937	0.94	False	False	en:mealie ≈ fr:mêler ~ fr:bauer
mealy	mêlée	0.953	0.94	False	False	en:mealy ≈ fr:mêler ~ fr:mêlée
mealy	bauer	0.937	0.94	False	False	en:mealy ≈ fr:mêler ~ fr:bauer
miffy	melle	0.942	0.94	False	False	en:miffy ≈ fr:méfie ~ fr:melle
miller	mêlée	0.953	0.94	False	False	en:miller ≈ fr:mêler ~ fr:mêlée
miller	bauer	0.937	0.94	False	False	en:miller ≈ fr:mêler ~ fr:bauer
moot ash	moustaches	0.948	0.94	True	False	en:moot ash ≈ fr:moustache ~ fr:moustaches
mysteries	mais tri	0.942	0.94	False	True	en:mysteries ~ en:mystery ≈ fr:mais tri
offender	comme	0.939	0.94	False	False	en:offender ≈ fr:afin des ~ fr:comme
on	anse	0.95	0.94	False	False	en:on ≈ fr:ânes ~ fr:anse
on	annie	0.931	0.94	False	False	en:on ≈ fr:âne ~ fr:annie
orcas	occitan	0.946	0.94	False	False	en:orcas ≈ fr:occase ~ fr:occitan
pallor	croît	0.953	0.94	False	False	en:pallor ≈ fr:palais ~ fr:croît
pallor	situés	0.953	0.94	False	False	en:pallor ≈ fr:palais ~ fr:situés
prawn add	promenades	0.955	0.94	True	False	en:prawn add ≈ fr:promenade ~ fr:promenades
precede	présidente	0.967	0.94	False	False	en:precede ≈ fr:président ~ fr:présidente
preen	prend	0.96	0.94	False	False	en:preen ≈ fr:prennent ~ fr:prend
preen	prendre	0.957	0.94	False	False	en:preen ≈ fr:prennent ~ fr:prendre
preen	prenant	0.948	0.94	False	False	en:preen ≈ fr:prennent ~ fr:prenant
professors	brevets	0.948	0.94	False	False	en:professors ≈ fr:brevets aise ~ fr:brevets
professors	breveté	0.944	0.94	False	False	en:professors ≈ fr:brevets aise ~ fr:breveté
rapport	répondre	0.966	0.94	False	False	en:rapport ≈ fr:répond ~ fr:répondre
rapport	répondez	0.966	0.94	False	False	en:rapport ≈ fr:répond ~ fr:répondez
rapport	répondant	0.963	0.94	False	False	en:rapport ≈ fr:répond ~ fr:répondant
rishi	régis	0.964	0.94	False	False	en:rishi ≈ fr:régie ~ fr:régis
rishi	régit	0.964	0.94	False	False	en:rishi ≈ fr:régie ~ fr:régit
rusher	rochers	0.944	0.94	False	False	en:rusher ≈ fr:rocher ~ fr:rochers
rushy	régis	0.964	0.94	False	False	en:rushy ≈ fr:régie ~ fr:régis
rushy	régit	0.964	0.94	False	False	en:rushy ≈ fr:régie ~ fr:régit
shelly	chilien	0.839	0.94	False	False	en:shelly ≈ fr:chili ~ fr:chilien
sidewalk	cent	0.893	0.94	False	False	en:sidewalk ≈ fr:cent wok ~ fr:cent
sidewalk	cents	0.867	0.94	False	False	en:sidewalk ≈ fr:cent wok ~ fr:cents
swede	souhaiter	0.966	0.94	False	False	en:swede ≈ fr:souhaite ~ fr:souhaiter
swede	envie	0.964	0.94	False	False	en:swede ≈ fr:souhaite ~ fr:envie
swede	souhaitant	0.962	0.94	False	False	en:swede ≈ fr:souhaite ~ fr:souhaitant
tiller	télévisions	0.962	0.94	False	False	en:tiller ≈ fr:télé ~ fr:télévisions
tiller	télévision	0.962	0.94	False	False	en:tiller ≈ fr:télé ~ fr:télévision
tiller	télévisé	0.96	0.94	False	False	en:tiller ≈ fr:télé ~ fr:télévisé
