en	fr	combo
colour	calé	0.970
cocky	kaki	0.970
cluck	claque	0.970
clews	cluses	0.970
claque	claque	0.970
clam	clame	0.970
clack	claque	0.970
chat	chat	0.970
cassia	cacher	0.970
calla	calé	0.970
cadi	caddie	0.970
caddy	caddie	0.970
caddie	caddie	0.970
butty	bâti	0.970
butter	beauté	0.970
busk	basque	0.970
burry	barrie	0.970
budge	badge	0.970
bruise	brousse	0.970
broom	brume	0.970
brood	broute	0.970
brock	braque	0.970
broch	braque	0.970
brews	brousse	0.970
brewed	broute	0.970
breve	prive	0.970
border	body	0.970
boarder	body	0.970
blot	blattes	0.970
beefy	biffer	0.970
beanie	béni	0.970
beaked	picte	0.970
bally	poli	0.970
alter	haleter	0.970
altar	haleter	0.970
tractive	traquent ive	0.969
disprove	dis prouve	0.969
pressing	pressing	0.967
pressies	précise	0.967
presses	précise	0.967
beetroot	but route	0.967
marcel	mas elle	0.964
artist	atteste	0.964
wheeler	huilé	0.963
triply	triplé	0.963
sissy	ceci	0.963
rickey	requis	0.963
restive	rincent ive	0.963
divvy	devis	0.963
cellist	céleste	0.963
betta	bêta	0.963
wrested	rincent aide	0.960
trestle	trais elle	0.960
tresses	trais aise	0.960
tressel	trais elle	0.960
teston	taies tonnes	0.960
testis	taies dix	0.960
testes	taies dix	0.960
testers	taies thèse	0.960
streaks	strict	0.960
select	sélect	0.960
rested	rincent aide	0.960
reprove	réprouve	0.960
precess	princesse	0.960
menaced	main est	0.960
meatball	met bol	0.960
lyric	lyrique	0.960
derrick	derrick	0.960
conceit	con site	0.960
concede	con cid	0.960
censors	sain seize	0.960
censored	saines aide	0.960
censers	sain seize	0.960
bellies	belize	0.960
tesla	déceler	0.956
terrors	thérèse	0.956
senores	sain ose	0.956
scrip	scribe	0.956
reseal	ries il	0.956
rennet	rainette	0.956
readies	redisent	0.956
privy	privé	0.956
porters	pot aise	0.956
pennis	pénis	0.956
peacock	bicoque	0.956
octave	active	0.956
menace	main hisse	0.956
grist	christ	0.956
ferrule	férule	0.956
deceive	dis ive	0.956
decease	dis hisse	0.956
conic	conique	0.956
centaur	sain taux	0.956
cecal	séquelles	0.956
beckon	bacon	0.956
active	active	0.956
tala	daller	0.955
start	stade	0.955
recruit	recrute	0.955
parlour	palais	0.955
parlor	palais	0.955
palmy	pâmer	0.955
marshy	magie	0.955
lardy	lattis	0.955
larder	latter	0.955
kami	camée	0.955
kali	calé	0.955
catarrh	quotas	0.955
carter	gâté	0.955
carny	canée	0.955
carnie	canée	0.955
carney	canée	0.955
carder	cadet	0.955
cadre	cadet	0.955
arson	assène	0.955
wrestle	recèle	0.952
trending	train digne	0.952
treater	traité	0.952
trashy	trachée	0.952
strep	strip	0.952
stellar	stylé	0.952
stela	stylé	0.952
sext	sixte	0.952
sexed	sixte	0.952
setters	synthèse	0.952
settees	sottises	0.952
senors	sain aise	0.952
seeders	scient aise	0.952
seeded	scient aide	0.952
seaport	chipote	0.952
screwed	scrute	0.952
routers	ruent aise	0.952
rooters	ruent aise	0.952
redly	raies lis	0.952
redden	redonne	0.952
rebury	repris	0.952
reason	résonne	0.952
racket	raquette	0.952
prissy	précis	0.952
pretty	prêter	0.952
pretor	prêtons	0.952
praetor	prêter	0.952
pleader	plaider	0.952
misty	mais tee	0.952
metres	mitose	0.952
meters	mitose	0.952
metered	méthode	0.952
messes	mais aise	0.952
meetly	met lis	0.952
maxed	mixte	0.952
leases	lis aise	0.952
kukri	cokerie	0.952
jeered	djihad	0.952
greedy	crédit	0.952
freely	frileux	0.952
freebie	fripé	0.952
fender	vin des	0.952
faeces	fies hisse	0.952
emcees	aimes hisse	0.952
deport	dépote	0.952
deacon	déconne	0.952
crest	christ	0.952
creaky	criquets	0.952
corset	concède	0.952
conte	con taie	0.952
cinder	sain des	0.952
ceded	scient aide	0.952
cedars	scient aise	0.952
caress	caresse	0.952
canal	quenelle	0.952
callers	colosse	0.952
busty	bas tee	0.952
budgie	badger	0.952
breech	bridge	0.952
bawdry	poterie	0.952
routeing	routine	0.950
rooting	routine	0.950
rede	rider	0.950
piecing	piscine	0.950
olive	olive	0.950
litre	lutter	0.950
lewis	louise	0.950
leeks	luxe	0.950
freest	triste	0.950
feta	futé	0.950
epoch	époque	0.950
dele	dealer	0.950
corny	connu	0.950
corky	cocu	0.950
calling	colline	0.950
audit	audit	0.950
rusty	rester	0.946
lording	loden	0.946
lauding	loden	0.946
greeter	greta	0.946
zippy	zipper	0.945
titter	titi	0.945
titre	titi	0.945
tiki	tiquer	0.945
ticked	dicte	0.945
telly	télé	0.945
teddy	dédie	0.945
tedder	téter	0.945
sortie	sauter	0.945
shinny	chiner	0.945
seesaw	ciseaux	0.945
schiller	chili	0.945
prick	briques	0.945
picky	piquer	0.945
otic	attique	0.945
ostler	osselets	0.945
mys	maïs	0.945
loppy	lobby	0.945
lippy	libye	0.945
limy	limer	0.945
krill	grill	0.945
kite	caïd	0.945
emmet	émettent	0.945
eases	isis	0.945
drip	trip	0.945
ditty	titi	0.945
dilly	dealer	0.945
deader	dédie	0.945
cedi	céder	0.945
brawn	prône	0.945
attic	éthique	0.945
anise	anis	0.945
anis	anise	0.945
alleys	élise	0.945
vending	vin digne	0.944
treading	training	0.944
tending	tain digne	0.944
sensing	sain signe	0.944
scending	sain digne	0.944
rending	rhin digne	0.944
mending	main digne	0.944
desist	dis est	0.944
wrecks	rixe	0.940
wreaked	rixe	0.940
wracks	rixe	0.940
velour	voler	0.940
veldt	volts	0.940
vela	voler	0.940
treen	traîne	0.940
tori	doré	0.940
tiller	télé	0.940
techs	sexe	0.940
swede	souhaite	0.940
suppress	sofres	0.940
spree	spray	0.940
sped	speed	0.940
sky	skaï	0.940
skid	skate	0.940
skep	skip	0.940
skeet	skate	0.940
skat	skate	0.940
shelly	chili	0.940
settee	synthé	0.940
setae	synthé	0.940
seedy	cité	0.940
seamy	chimie	0.940
scat	skate	0.940
rusk	risque	0.940
rushy	régie	0.940
rusher	rocher	0.940
ruder	rôder	0.940
rucks	rixe	0.940
rooter	roter	0.940
rishi	régie	0.940
reeked	rixe	0.940
reddest	raies est	0.940
redder	redis	0.940
reaped	rift	0.940
ratty	raté	0.940
rasher	rager	0.940
rapport	répond	0.940
raki	raquer	0.940
racks	rixe	0.940
pressers	princesse	0.940
preen	prennent	0.940
precede	président	0.940
prat	prête	0.940
pleat	plisse	0.940
plead	plaide	0.940
pinny	penny	0.940
peeks	fixe	0.940
pecked	picte	0.940
pawpaw	pompon	0.940
pander	pan des	0.940
panda	pan des	0.940
pallor	palais	0.940
paddy	pédé	0.940
orcas	occase	0.940
missy	messie	0.940
mise	messie	0.940
miller	mêler	0.940
miffy	méfie	0.940
mealy	mêler	0.940
mealie	mêler	0.940
mashie	magie	0.940
loony	luné	0.940
looney	luné	0.940
litter	laiteux	0.940
lieder	lisez	0.940
licks	lynx	0.940
levee	lever	0.940
leaped	lift	0.940
leaky	ligués	0.940
lauder	ledit	0.940
ladder	lesdits	0.940
lackey	laqué	0.940
joss	jazz	0.940
jefe	jeep	0.940
honoured	anode	0.940
honored	anode	0.940
grit	crête	0.940
gran	crâne	0.940
geed	gin	0.940
freeboard	friponne	0.940
frat	frites	0.940
forty	voter	0.940
forked	fox	0.940
foresee	foncé	0.940
foresaw	fonçons	0.940
fleece	plisse	0.940
fleck	flics	0.940
fleam	flemme	0.940
fenny	fini	0.940
dross	traces	0.940
drool	drôle	0.940
dreg	drogue	0.940
dread	traite	0.940
dorky	toquer	0.940
dorks	docte	0.940
dissed	test	0.940
dippy	dépit	0.940
derry	terrer	0.940
decked	dicte	0.940
debtor	doté	0.940
cyst	zeste	0.940
cutty	côté	0.940
cully	colis	0.940
cubby	képi	0.940
clued	claude	0.940
clot	claude	0.940
cist	zeste	0.940
cheep	jeep	0.940
catty	caddie	0.940
caressed	choristes	0.940
canny	canée	0.940
candour	khan des	0.940
cabby	képi	0.940
cabbie	képi	0.940
bucked	pacte	0.940
brit	prête	0.940
bris	presse	0.940
brill	prêle	0.940
blued	blues	0.940
bleat	blettes	0.940
becks	box	0.940
beamy	mimi	0.940
beady	midi	0.940
baulked	box	0.940
aural	oral	0.940
atoll	étale	0.940
artiste	assiste	0.940
acne	acné	0.940
acme	acmé	0.940
testing	destine	0.938
teeny	fini	0.938
sorest	soft	0.938
sorely	folie	0.938
sauced	soft	0.938
quiz	cuisent	0.938
pleading	plient in	0.938
phoebe	cb	0.938
cling	clean	0.938
weaken	lichens	0.936
screed	scrute	0.936
pennies	pénis	0.936
beetle	but elle	0.936
tali	talus	0.935
tinny	tenez	0.933
rete	retint	0.933
bussed	peste	0.933
ridgy	rient chie	0.932
redraw	rétro	0.932
readied	redites	0.932
ported	petite	0.932
porgy	pot chie	0.932
exon	exode	0.932
endive	haines ive	0.932
doorbell	nobel	0.932
disses	dis aise	0.932
belling	mailing	0.932
bellied	bolide	0.932
beating	meeting	0.932
arsing	assigne	0.930
wedgie	ouais chie	0.929
veggie	fidji	0.929
treaty	traité	0.929
supers	suppose	0.929
straws	stress	0.929
stelae	stylé	0.929
speller	spolie	0.929
specs	sphinx	0.929
specks	sphinx	0.929
reseed	réside	0.929
reckon	ricaine	0.929
recede	réside	0.929
racon	ricaine	0.929
preppy	brebis	0.929
preach	bridge	0.929
meted	mitaine	0.929
meatus	mitose	0.929
lessen	lettone	0.929
greeny	grainé	0.929
foresees	fonceuse	0.929
entomb	aident hume	0.929
deceit	décide	0.929
canoes	con use	0.929
canoed	con août	0.929
boredom	bonhomme	0.929
bordered	bond aide	0.929
boarders	bond aise	0.929
balder	voleter	0.929
access	axis	0.929
sparse	spath	0.926
seizing	saisine	0.926
seeding	scient in	0.926
ruche	ranch	0.926
porting	bottines	0.926
parky	paquet	0.926
needy	midi	0.926
neater	mité	0.926
marge	match	0.926
madding	médine	0.926
foremen	semaine	0.926
emcee	ensi	0.926
ceding	scient in	0.926
budding	badine	0.926
boarding	bottines	0.926
aster	acheter	0.926
suing	swing	0.925
quip	clip	0.925
inly	inouï	0.925
bevy	bévue	0.925
bevvy	bévue	0.925
fending	vin digne	0.924
forlorn	pologne	0.922
bedding	bedaine	0.922
bawling	pollen	0.922
balling	pollen	0.922
tiered	tiède	0.920
remit	rhinite	0.920
peewee	pilé	0.920
ochrey	accru	0.920
nixed	mixte	0.920
nears	niaise	0.920
cleat	quid	0.920
forelegs	solex	0.919
larboard	lapone	0.917
spin	speed	0.915
shipped	chips	0.915
shade	chiites	0.915
ripped	rift	0.915
rigs	rixe	0.915
ricked	rixe	0.915
pix	fixe	0.915
pics	fixe	0.915
picks	fixe	0.915
papaw	pipeau	0.915
ockers	occase	0.915
nicked	dicte	0.915
nelly	délit	0.915
macaw	mégots	0.915
lopped	loft	0.915
lipped	lift	0.915
escheat	égide	0.915
eddies	indice	0.915
dicky	tiquer	0.915
dicks	dicte	0.915
dickie	tiquer	0.915
dickey	tiquer	0.915
chip	jeep	0.915
chin	gin	0.915
amice	émises	0.915
larding	latine	0.914
techies	déguise	0.912
penning	bénigne	0.912
treed	traite	0.911
tics	sexe	0.911
ticks	sexe	0.911
techy	toquer	0.911
techie	toquer	0.911
swam	souabe	0.911
sheered	géode	0.911
sheared	géode	0.911
rani	radis	0.911
pecs	box	0.911
pecks	box	0.911
otters	hôtesse	0.911
netty	noter	0.911
mags	max	0.911
lemme	limer	0.911
legs	lynx	0.911
lasso	lasso	0.911
lapped	laps	0.911
honours	ânesse	0.911
honors	ânesse	0.911
flume	plume	0.911
floss	place	0.911
flees	plisse	0.911
fleas	plisse	0.911
evil	eiffel	0.911
enter	ensi	0.911
eating	éteignent	0.911
draws	treize	0.911
drat	traite	0.911
detour	tétons	0.911
clem	club	0.911
chon	tchad	0.911
chock	jack	0.911
choc	jack	0.911
chevy	cheveux	0.911
cadge	catch	0.911
brawl	prêle	0.911
bran	prennent	0.911
booby	poupée	0.911
bloop	plouf	0.911
blip	plèbe	0.911
auras	horace	0.911
atom	atomes	0.911
anti	hindi	0.911
ante	hindi	0.911
annas	ânesse	0.911
annal	anal	0.911
actor	axé	0.911
wending	vin digne	0.910
reaming	rumine	0.910
shekel	séquelles	0.909
peckers	pégase	0.909
mission	mycènes	0.909
boarded	bottines	0.909
beading	meeting	0.909
oozing	usine	0.908
leafy	lisser	0.908
ridding	rient in	0.906
talkers	toquade	0.905
seaboard	chipote	0.905
scram	scribe	0.905
passion	bichonne	0.905
minas	minage	0.905
jeers	djihad	0.905
exam	exhibe	0.905
betas	vitesse	0.905
beaters	vitesse	0.905
acted	accède	0.905
bring	prennent	0.903
anil	agnelle	0.903
sticks	sphinx	0.902
sicken	cigogne	0.902
shedding	jet in	0.902
reeding	rétine	0.902
padding	patine	0.902
dissing	dizaines	0.902
cording	comptine	0.902
carding	cantine	0.902
ninny	mini	0.901
weeks	luxe	0.900
wracking	ricaine	0.899
racking	ricaine	0.899
fording	fontaine	0.899
dinky	tain qui	0.899
kneading	meeting	0.897
kneader	midi	0.896
weeding	leasing	0.892
lection	lexème	0.891
dishy	déchu	0.890
easing	usine	0.887
cooing	couine	0.887
tissue	tissu	0.886
nisi	niché	0.886
eggers	écosse	0.886
amyl	habile	0.886
pecking	béguines	0.882
zigs	sexe	0.881
wrecked	rixe	0.881
wracked	rixe	0.881
titian	déchaîne	0.881
span	speed	0.881
rucked	rixe	0.881
rags	rixe	0.881
racked	rixe	0.881
nippy	dépit	0.881
niffy	défi	0.881
lept	loft	0.881
leapt	loft	0.881
chough	ciao	0.881
bugs	box	0.881
for	for	1.000
by	bah	0.786
or	or	1.000
any	henni	1.000
very	verrez	0.785
many	mini	0.772
around	rade	0.769
seen	si	0.744
call	col	1.000
court	côtes	0.809
air	air	1.000
buy	bah	0.786
re	ri	1.000
share	chair	1.000
test	test	1.000
lord	lord	1.000
offer	œuf	0.637
cross	cross	1.000
sell	celle	1.000
scene	si	0.744
cell	celle	1.000
truly	roulis	0.848
vs	vice	0.781
boss	boss	1.000
net	net	1.000
lee	lie	1.000
port	porte	0.787
sport	porte	0.657
tea	dit	0.637
pair	pair	1.000
entry	un tri	0.761
ms	aimait	0.814
mm	même	0.823
error	air	1.000
technique	technique	1.000
deeply	déplie	0.821
walker	oc	0.761
ought	hotte	1.000
sec	sec	1.000
mall	mole	1.000
corps	corps	1.000
terry	terrer	0.785
chef	chef	1.000
cc	ici	0.856
ski	ski	1.000
poorly	plie	0.768
torn	orne	0.814
penny	pays	0.802
buyer	bah	0.786
fork	foc	0.809
seller	celle	1.000
cord	corde	0.787
berry	mairie	0.770
lb	elbe	0.781
aye	haï	0.629
bury	mairie	0.770
heir	air	1.000
envy	un vie	0.707
belle	belle	1.000
liner	lad	0.683
prestige	prestige	1.000
selfie	seller	0.735
rumor	rhume	0.730
yen	yen	1.000
moody	maudit	0.770
pd	pythie	0.785
dd	dédie	0.818
sushi	souci	0.770
rouge	rouge	1.000
wed	aides	0.761
bootie	pourri	0.785
booty	pourri	0.785
si	si	1.000
chemise	chemise	1.000
chic	chic	1.000
chute	chou	0.760
shoot	chou	0.760
kooky	coucou	0.789
douche	douche	1.000
en	n	1.000
kiwi	kiwi	0.775
kook	coup	0.716
mousse	mousse	1.000
peeked	pique	0.814
peeve	pif	0.730
petite	petite	1.000
quiche	quiche	1.000
sheaf	chie	0.743
sheep	type	0.671
sketch	sketch	1.000
speech	speech	0.691
stem	stem	1.000
tutu	tours	0.781
tweed	tweed	0.648
zoom	zoom	1.000
creature	kitsch	0.844
preacher	prises	0.722
creatures	crise	0.785
picture	pêche	0.631
retailer	réel	0.629
surrender	saine	0.663
butcher	bouche	0.690
culture	catch	0.719
fourteen	farine	0.698
lastly	les lie	0.715
lenses	laine	0.760
plenty	plaine	0.786
reaches	riches	0.665
resource	source	0.657
richer	riches	0.690
settlers	cette	0.738
torture	torches	0.848
treated	rire	0.667
treaties	iris	0.643
footballer	but bol	0.726
butler	balle	0.688
center	saine	0.814
diesel	des elle	0.643
losers	douze	0.653
loses	douze	0.653
pitcher	pêche	0.688
possess	peser	0.748
sensor	saine	0.814
settle	celle	0.762
setup	serré	0.719
teacher	tige	0.688
tender	tête	0.676
football	but bol	0.726
forestry	forcé	0.663
freestyle	fatal	0.650
masterpiece	but pisse	0.705
question	question	0.641
disagree	décrit	0.686
distress	d s	0.678
exotic	exergue	0.653
fantastic	fantastique	0.637
clusters	clause	0.715
fantasy	on ceci	0.645
gesture	geste	0.701
myself	massif	0.661
newsletter	nous leur	0.704
orchestra	extraits	0.660
planted	plane	0.630
printed	prenne	0.630
protein	profit	0.673
semester	sommet	0.631
sensory	série	0.708
softball	symbole	0.731
suggest	on geste	0.749
trusted	trust	0.669
trustees	tristesse	0.646
desperately	des petit	0.628
master	mate	0.688
partly	partis	0.691
partner	panne	0.659
pasta	pas te	0.752
pastor	piste	0.770
fortress	portrait	0.664
prison	prenne	0.713
senses	saine	0.765
settling	certaines	0.634
territory	théorie	0.731
exhibited	exhibe	0.663
prejudice	préjudice	0.631
centers	saine	0.765
cluster	clé	0.657
confess	on fesse	0.705
contractor	contact	0.660
decorative	décrivent	0.654
edited	et aides	0.641
firstly	folie	0.705
freedom	frime	0.804
instructor	strict	0.712
itself	est celle	0.623
legion	les je	0.622
listed	liste	0.655
mattress	maîtresse	0.685
metric	maître	0.788
monster	monte	0.685
obsessed	peste	0.712
panties	bêtise	0.680
pleaded	plie	0.766
prisoner	prenne	0.713
registry	s tri	0.709
sensors	saine	0.765
shelters	chaise	0.743
softly	soft	0.764
success	accès	0.622
system	système	0.696
teachers	tige	0.653
teaches	tige	0.653
tension	un chaîne	0.634
tightly	et lie	0.627
trustee	tracé	0.621
yourself	et elfes	0.678
expressing	expression	0.817
distract	district	0.757
fortunate	fortune	0.660
ministry	ministre	0.638
pleasing	pline	0.711
feasible	fidèles	0.679
destructive	strict	0.624
estimated	est merde	0.671
lawsuit	les août	0.702
mature	matchs	0.621
mentor	maître	0.694
tennis	tennis	0.647
vista	veste	0.667
centered	saine	0.768
forensic	fresque	0.759
inspector	on secte	0.659
policeman	police	0.632
practiced	péquiste	0.652
predators	prêtres	0.679
sunset	son cette	0.788
venture	veine	0.743
basketball	but cobol	0.636
distracted	district	0.682
portrayed	portrait	0.661
stressful	trèfle	0.670
respiratory	et prairie	0.665
battle	balle	0.650
bottle	balle	0.656
causes	cause	0.685
celebrities	célèbre	0.677
committees	commises	0.683
daughters	dose	0.809
deadly	d lie	0.746
discussed	d caste	0.664
disguise	d gaz	0.682
dislike	d lac	0.682
dusty	d dit	0.643
lesson	les n	0.645
medal	mille	0.643
monitored	merde	0.684
needle	idoles	0.633
onset	en cette	0.773
phrases	fraises	0.720
pieces	pise	0.814
piton	peine	0.661
pizza	but ce	0.718
portrait	portrait	0.673
practice	précoce	0.655
purchased	but schiste	0.629
pursuit	pute	0.688
rapidly	rempli	0.672
rooted	route	0.683
shooters	choses	0.668
sister	cette	0.688
sorted	sort	0.763
subtle	salles	0.650
successor	accès	0.622
toddler	tales	0.693
remotely	but lie	0.649
respectful	spectre	0.674
respectively	rectifie	0.650
country	country	0.725
glasses	glace	0.650
letting	legs	0.645
seating	sire	0.746
setting	cernes	0.746
sixteen	sixtine	0.868
anatomy	on remit	0.730
confessed	on veste	0.667
defeated	firent	0.666
deleted	lire	0.666
gently	d lie	0.677
mistress	maîtresse	0.672
moisture	matchs	0.699
mostly	but lie	0.652
patron	pétrole	0.660
prizes	phrase	0.623
productive	productive	0.655
rainfall	on folles	0.685
repeated	pires	0.663
superstar	soupir	0.734
tasted	test	0.640
texture	textes	0.850
treasurer	très	0.755
branches	brunchs	0.641
correctly	croquis	0.648
desperate	des prête	0.673
monetary	métairie	0.771
sensible	symbole	0.623
beaches	bit	0.738
ceremonies	service	0.623
excluded	exclu	0.784
exclusion	est clown	0.757
platform	but formes	0.731
promoted	première	0.693
protected	prétexte	0.691
reduced	route	0.668
trusting	trust	0.650
twisted	test	0.630
artistic	artistique	0.671
collectively	collecter	0.651
capsule	kaboul	0.676
costume	costume	0.847
disgrace	degrés	0.682
displays	d plaise	0.652
mortality	mortels	0.697
promises	promise	0.661
releases	lise	0.665
classic	claque	0.717
clinic	clic	0.711
contested	on test	0.656
controller	contrôle	0.741
credit	crête	0.809
digit	dit gîte	0.623
install	un sol	0.634
preserve	preuve	0.694
resist	reste	0.741
tortured	torches	0.723
chemistry	connerie	0.640
coaches	catch	0.623
designers	design	0.702
discipline	discipline	0.648
patrol	pétrole	0.692
posters	poste	0.637
presenter	prochaine	0.629
processor	prince	0.692
realities	réalise	0.660
textbook	textes	0.773
transmit	transmis	0.662
restricted	strict	0.658
bracelet	bracelet	0.651
broadly	but lie	0.665
cancer	casse	0.676
candy	caddie	0.736
classes	close	0.710
condemn	on hem	0.623
conductor	contact	0.674
control	contrôle	0.741
countries	country	0.702
dresses	dresse	0.844
duchess	d s	0.692
engine	un gin	0.636
factory	écris	0.623
fancy	finie	0.643
flooded	flot	0.654
gladly	glisser	0.647
investor	veste	0.802
lecture	lèche	0.743
lenders	laine	0.763
maximum	maximum	0.646
modest	modeste	0.680
mystery	mairie	0.715
parcel	parcelle	0.699
premises	promise	0.656
printer	prête	0.736
professors	préfet	0.672
protector	petite	0.654
quantity	connerie	0.764
rendered	reines	0.766
rented	reines	0.768
scattered	garde	0.643
senator	seigneur	0.775
suitable	rebelles	0.665
textile	textile	0.827
treasury	tricherie	0.779
vendors	veine	0.763
veteran	verra	0.694
decreasing	décrit	0.649
festival	festival	0.757
terrified	terrasse	0.673
verified	versa	0.679
briefly	but lie	0.677
costing	costume	0.721
exclusively	exclusive	0.674
disposal	disposent	0.633
experimental	s permettait	0.657
extensive	extensive	0.734
majority	major	0.636
perspective	spectre	0.686
protective	productive	0.648
suspected	spectre	0.771
assaulted	solde	0.720
bridges	brise	0.707
closest	consiste	0.633
colonies	colonise	0.712
commonly	kabylie	0.635
density	d ri	0.708
foreigners	force	0.704
necessary	s ri	0.800
places	plaise	0.725
receptor	cep	0.665
traded	traite	0.628
chronic	crack	0.714
conclusion	on clown	0.625
flexible	flexible	0.800
laboratory	librairie	0.677
proposal	proposent	0.624
proposes	reposent	0.722
quantities	connerie	0.669
suggested	on geste	0.657
boundary	batterie	0.755
corrected	crête	0.701
excluding	exclu	0.748
southwest	et ouest	0.716
affected	affect	0.704
concept	concept	0.804
entities	un tri	0.640
essential	seychelles	0.700
exodus	excède	0.682
forces	fausse	0.661
granted	grande	0.725
installed	un solde	0.686
interest	et reste	0.740
internet	in êtes	0.634
mistake	mystique	0.682
painful	pénal	0.674
penalty	pèlerins	0.658
pointed	poète	0.622
promoting	première	0.664
protect	petite	0.654
remedies	remise	0.681
accessories	excessive	0.638
invest	veste	0.802
partners	partent	0.624
planet	plate	0.709
preceded	précis	0.673
transported	transport	0.627
cartoon	cartonne	0.680
endure	être	0.651
feathers	fès	0.688
garden	garde	0.626
item	arme	0.677
larger	large	0.659
lethal	lille	0.750
losses	lors	0.668
masses	mise	0.673
measured	mèche	0.686
measures	mèche	0.682
method	mette	0.641
modern	man	0.693
murdered	mode	0.686
nonetheless	on laisse	0.654
pattern	panne	0.688
peters	pise	0.809
randy	en dit	0.665
roger	rage	0.693
sadly	et lie	0.656
sandy	en dit	0.670
disclose	d clause	0.722
ethnicity	s ri	0.758
priorities	priori	0.634
transportation	transporter	0.658
boundaries	batterie	0.659
parameters	promise	0.653
parenting	permit	0.628
sandwiches	sandwich	0.642
architect	architecte	0.671
betting	berne	0.746
feeding	fine	0.656
lecturer	lettre	0.680
messing	mène	0.658
penalties	pénalise	0.644
proceeded	précis	0.673
properties	apprise	0.759
provision	prochaine	0.624
software	solaire	0.664
tragedy	tragédie	0.702
transferred	transfert	0.638
velocity	voirie	0.672
fortune	fortune	0.778
preceding	précise	0.624
boulevard	boulevard	0.666
drivers	drive	0.702
possibly	pas plie	0.703
previous	privée	0.753
survivor	savent	0.647
proceeding	précis	0.641
producer	prusse	0.711
songwriter	son rare	0.702
brothers	base	0.639
energy	un j	0.671
extended	externe	0.764
groceries	grossi	0.672
intact	un tact	0.624
interested	on reste	0.657
melted	merde	0.710
procedures	précise	0.709
protection	prétexte	0.654
rebuilding	building	0.706
breathing	briques	0.686
controllers	contrôle	0.657
crossing	cross	0.788
gasoline	gazoline	0.716
performer	paume	0.655
protecting	protection	0.643
researcher	roche	0.657
subjective	subjective	0.701
invested	un veste	0.685
investors	un veste	0.683
temporary	on prairie	0.769
acceptable	acceptable	0.710
devil	dévale	0.634
lovely	les lie	0.719
movies	mauvaise	0.631
nasty	nazis	0.643
privacy	profit	0.651
projected	projette	0.621
discovery	d cabri	0.630
portraits	portrait	0.655
terrific	trek	0.709
automatic	remarque	0.646
elected	laide	0.743
landlord	les lord	0.779
seasonal	signal	0.653
surgery	série	0.695
unexpected	on experts	0.700
conquest	en couette	0.655
debating	behring	0.711
pricing	pratique	0.642
spectacular	spectacle	0.781
training	training	0.752
entrepreneur	entrepreneur	0.710
scripture	sketch	0.733
wheelchair	et chair	0.671
gravel	graal	0.667
members	même	0.738
simply	on plie	0.683
retreat	tri	0.665
naturally	et relie	0.708
strategic	statique	0.674
believers	blé	0.626
differs	disent	0.678
unacceptable	acceptable	0.676
gathered	guide	0.656
monarch	manque	0.722
saddle	salles	0.653
entries	un tri	0.640
landed	lad	0.646
investing	un veste	0.651
prevention	prochaine	0.665
enforce	un fausse	0.640
mortar	maure	0.920
excessive	excessive	0.868
explorer	explorent	1.000
stressed	reste	0.838
exactly	exact	0.690
strictly	strict	0.691
technically	technique	0.691
xxx	s excès	0.809
respect	secte	0.699
except	excepte	1.000
pros	pro	0.775
treaty	tuerie	0.760
excuse	excuse	0.739
destiny	destiné	0.734
peppers	pep	0.808
street	site	0.765
director	trek	0.655
direct	trek	0.655
correct	crête	0.822
barely	berlin	0.798
babies	bêtise	0.679
pleased	plie	0.763
enemies	un mise	0.725
regret	crête	0.741
recipe	répit	0.748
streak	trique	0.848
prairie	prairie	1.000
expect	inspecte	0.819
exact	exact	0.847
texts	textes	0.872
strict	strict	0.849
expertise	exposent	0.797
exploring	explorent	0.859
property	appris	0.716
terribly	faiblit	0.694
experiment	s permette	0.697
better	pair	0.730
bear	pair	0.730
bare	pair	0.730
accept	excepte	0.847
melody	mêler	0.711
lion	lad	0.648
zone	zone	0.833
mile	mal	0.833
pile	pale	0.833
pose	pause	0.833
showers	chasse	0.702
meta	maire	0.833
coil	col	0.833
pike	pac	0.833
explore	explorent	1.000
explored	explorent	0.901
branch	branches	0.725
primarily	primaire	0.662
memories	maîtrise	0.816
support	porte	0.631
story	série	0.734
easy	ici	0.730
cost	cote	0.814
follow	falot	0.674
lives	lave	0.675
text	textes	1.000
speed	spi	0.812
clean	cligne	0.781
lines	lasse	0.654
sports	sport	0.633
dude	doute	0.730
alive	lave	0.674
dress	dresse	1.000
easier	ici	0.730
fellow	hello	0.668
treat	tri	0.814
steps	steppes	0.848
chest	geste	0.745
steam	cime	0.814
lets	laisse	0.814
fairly	folie	0.717
roles	roses	0.748
prayer	pair	0.809
repair	pair	0.809
forum	forums	0.821
breast	peste	0.741
spare	pair	0.814
vary	verrez	0.785
rolls	roses	0.748
rolled	rôles	0.679
stepped	steppes	0.848
tweet	tite	0.815
flows	flot	0.775
pressed	prête	0.848
babe	bob	0.663
noon	nous	0.744
lined	lad	0.769
nest	net	0.814
petty	pays	0.809
declare	clair	0.847
brooks	boxe	0.741
blend	plaine	0.653
feast	piste	0.770
float	flot	0.781
downs	dan	0.675
sleeve	slave	0.755
stare	terre	0.814
cleaner	cligne	0.781
trim	trime	0.787
lively	les lie	0.685
porch	porche	0.848
flown	flot	0.769
naughty	nord	0.781
reset	cette	0.809
decree	cries	0.812
ceased	site	0.814
forge	forge	0.847
crawl	col	0.809
torch	torches	0.848
