a	b	hops	quality	subchain
en:render	fr:reines ring	2	0.945	en:render ~ en:rendering ≈ fr:reines ring
en:routers	fr:racines	5	0.945	en:routers ~ fr:routes ≈ en:route ~ fr:route ≈ en:root = fr:racines
en:routers	fr:racine	5	0.945	en:routers ~ fr:routes ≈ en:route ~ fr:route ≈ en:root = fr:racine
en:secretly	fr:secrétaires	4	0.945	en:secretly ≈ fr:secret lis ~ fr:secret ri ≈ en:secretary ~ fr:secrétaires
fr:secret lis	fr:secrétaires	3	0.945	≈ fr:secret lis fr:secret ri ≈ en:secretary ~ fr:secrétaires
fr:secret ri	fr:secrétaires	2	0.945	~ fr:secret ri ≈ en:secretary fr:secrétaires
en:software	fr:connaissant	2	0.945	en:software ≈ fr:savent ouais ~ fr:connaissant
en:sue	en:under	2	0.945	en:sue ≈ fr:sous = en:under
en:sue	fr:hindi	3	0.945	en:sue ≈ fr:sous = en:under ≈ fr:hindi
en:sue	fr:vis hindi	4	0.945	en:sue ≈ fr:sous = en:under ≈ fr:hindi ~ fr:vis hindi
en:sue	en:vicinity	5	0.945	en:sue ≈ fr:sous = en:under ≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity
en:sue	fr:environs	6	0.945	en:sue ≈ fr:sous = en:under ≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity = fr:environs
fr:sous	fr:hindi	2	0.945	≈ fr:sous en:under ≈ fr:hindi
fr:sous	fr:vis hindi	3	0.945	≈ fr:sous en:under ≈ fr:hindi ~ fr:vis hindi
fr:sous	en:vicinity	4	0.945	≈ fr:sous en:under ≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity
fr:sous	fr:environs	5	0.945	≈ fr:sous en:under ≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity = fr:environs
en:under	fr:vis hindi	2	0.945	= en:under ≈ fr:hindi fr:vis hindi
en:under	en:vicinity	3	0.945	= en:under ≈ fr:hindi fr:vis hindi ≈ en:vicinity
en:under	fr:environs	4	0.945	= en:under ≈ fr:hindi fr:vis hindi ≈ en:vicinity = fr:environs
en:sue	fr:proximité	6	0.945	en:sue ≈ fr:sous = en:under ≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity = fr:proximité
fr:sous	fr:proximité	5	0.945	≈ fr:sous en:under ≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity = fr:proximité
en:under	fr:proximité	4	0.945	= en:under ≈ fr:hindi fr:vis hindi ≈ en:vicinity = fr:proximité
fr:hindi	fr:proximité	3	0.945	≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity fr:proximité
fr:vis hindi	fr:proximité	2	0.945	~ fr:vis hindi ≈ en:vicinity = fr:proximité
en:treasury	fr:pagaille	2	0.945	en:treasury ≈ fr:trais ri ~ fr:pagaille
en:treasury	fr:ondes	2	0.945	en:treasury ≈ fr:trais ri ~ fr:ondes
en:trustees	fr:seines	2	0.945	en:trustees ≈ fr:tracent hisse ~ fr:seines
en:trustees	en:seen	3	0.945	en:trustees ≈ fr:tracent hisse ~ fr:seines ≈ en:seen
en:trustees	en:sees	4	0.945	en:trustees ≈ fr:tracent hisse ~ fr:seines ≈ en:seen ~ en:sees
fr:tracent hisse	en:seen	2	0.945	≈ fr:tracent hisse fr:seines ≈ en:seen
fr:tracent hisse	en:sees	3	0.945	≈ fr:tracent hisse fr:seines ≈ en:seen ~ en:sees
en:trustees	fr:sise	6	0.945	en:trustees ≈ fr:tracent hisse ~ fr:seines ≈ en:seen ~ en:sees ≈ fr:sises ~ fr:sise
fr:tracent hisse	fr:sise	5	0.945	≈ fr:tracent hisse fr:seines ≈ en:seen ~ en:sees ≈ fr:sises ~ fr:sise
en:trustees	fr:sises	5	0.945	en:trustees ≈ fr:tracent hisse ~ fr:seines ≈ en:seen ~ en:sees ≈ fr:sises
fr:tracent hisse	fr:sises	4	0.945	≈ fr:tracent hisse fr:seines ≈ en:seen ~ en:sees ≈ fr:sises
en:vendor	fr:deux	3	0.945	en:vendor ~ en:vendors ≈ fr:vin dos ~ fr:deux
en:vendors	fr:deux	2	0.945	~ en:vendors fr:vin dos ~ fr:deux
en:veterinary	fr:année	6	0.945	en:veterinary ≈ fr:fait ornera ~ fr:dis ânesse ≈ en:designers ~ en:designer ≈ fr:dis année ~ fr:année
fr:fait ornera	fr:année	5	0.945	≈ fr:fait ornera fr:dis ânesse ≈ en:designers ~ en:designer ≈ fr:dis année ~ fr:année
fr:plient aide	en:plead	2	0.944	~ fr:plient aide ≈ en:pleaded en:plead
fr:plient aide	fr:plaide	3	0.944	~ fr:plient aide ≈ en:pleaded en:plead ≈ fr:plaide
fr:plient aide	fr:plaies	4	0.944	~ fr:plient aide ≈ en:pleaded en:plead ≈ fr:plaide ~ fr:plaies
en:pleaded	fr:plaide	2	0.944	≈ en:pleaded ~ en:plead ≈ fr:plaide
en:pleaded	fr:plaies	3	0.944	≈ en:pleaded ~ en:plead ≈ fr:plaide fr:plaies
fr:plient aide	fr:poilu	4	0.944	~ fr:plient aide ≈ en:pleaded en:plead ≈ fr:plaide ~ fr:poilu
en:pleaded	fr:poilu	3	0.944	≈ en:pleaded ~ en:plead ≈ fr:plaide fr:poilu
en:attending	fr:étain dites	2	0.944	en:attending ~ en:attended ≈ fr:étain dites
en:attending	fr:afin dites	3	0.944	en:attending ~ en:attended ≈ fr:étain dites ~ fr:afin dites
en:attending	en:offended	4	0.944	en:attending ~ en:attended ≈ fr:étain dites ~ fr:afin dites ≈ en:offended
en:attending	fr:vexé	5	0.944	en:attending ~ en:attended ≈ fr:étain dites ~ fr:afin dites ≈ en:offended = fr:vexé
en:attended	fr:afin dites	2	0.944	~ en:attended fr:étain dites ~ fr:afin dites
en:attended	en:offended	3	0.944	~ en:attended fr:étain dites ~ fr:afin dites ≈ en:offended
en:attended	fr:vexé	4	0.944	~ en:attended fr:étain dites ~ fr:afin dites ≈ en:offended = fr:vexé
fr:étain dites	en:offended	2	0.944	≈ fr:étain dites ~ fr:afin dites en:offended
fr:étain dites	fr:vexé	3	0.944	≈ fr:étain dites ~ fr:afin dites en:offended = fr:vexé
fr:afin dites	fr:vexé	2	0.944	~ fr:afin dites ≈ en:offended = fr:vexé
en:attending	fr:offensé	5	0.944	en:attending ~ en:attended ≈ fr:étain dites ~ fr:afin dites ≈ en:offended = fr:offensé
en:attended	fr:offensé	4	0.944	~ en:attended fr:étain dites ~ fr:afin dites ≈ en:offended = fr:offensé
fr:étain dites	fr:offensé	3	0.944	≈ fr:étain dites ~ fr:afin dites en:offended = fr:offensé
fr:afin dites	fr:offensé	2	0.944	~ fr:afin dites ≈ en:offended = fr:offensé
en:bled	fr:gracieusement	6	0.944	en:bled ≈ fr:bled ~ en:bleeding ≈ fr:plient in ~ fr:plies in ≈ en:pleasing ~ fr:gracieusement
fr:bled	fr:gracieusement	5	0.944	≈ fr:bled en:bleeding ≈ fr:plient in ~ fr:plies in ≈ en:pleasing ~ fr:gracieusement
en:bleeding	fr:gracieusement	4	0.944	~ en:bleeding ≈ fr:plient in fr:plies in ≈ en:pleasing ~ fr:gracieusement
fr:plient in	fr:gracieusement	3	0.944	≈ fr:plient in ~ fr:plies in ≈ en:pleasing fr:gracieusement
fr:plies in	fr:gracieusement	2	0.944	~ fr:plies in ≈ en:pleasing ~ fr:gracieusement
fr:dis traquent aide	en:distract	2	0.944	~ fr:dis traquent aide ≈ en:distracted en:distract
fr:dis traquent aide	fr:dis tracts	3	0.944	~ fr:dis traquent aide ≈ en:distracted en:distract ≈ fr:dis tracts
en:distracted	fr:dis tracts	2	0.944	≈ en:distracted ~ en:distract ≈ fr:dis tracts
en:candy	fr:khan tri	2	0.944	en:candy ≈ fr:khan dit ~ fr:khan tri
en:candy	en:country	3	0.944	en:candy ≈ fr:khan dit ~ fr:khan tri ≈ en:country
en:candy	fr:country	4	0.944	en:candy ≈ fr:khan dit ~ fr:khan tri ≈ en:country ~ fr:country
fr:khan dit	en:country	2	0.944	≈ fr:khan dit fr:khan tri ≈ en:country
fr:khan dit	fr:country	3	0.944	≈ fr:khan dit fr:khan tri ≈ en:country ~ fr:country
en:caressed	fr:caresse	2	0.944	en:caressed ~ en:caress ≈ fr:caresse
en:ceremonies	en:preach	2	0.944	en:ceremonies ≈ fr:sermon aise ~ en:preach
en:ceremonies	fr:bridge	3	0.944	en:ceremonies ≈ fr:sermon aise ~ en:preach ≈ fr:bridge
en:ceremonies	fr:ponte	4	0.944	en:ceremonies ≈ fr:sermon aise ~ en:preach ≈ fr:bridge ~ fr:ponte
fr:sermon aise	fr:bridge	2	0.944	≈ fr:sermon aise en:preach ≈ fr:bridge
fr:sermon aise	fr:ponte	3	0.944	≈ fr:sermon aise en:preach ≈ fr:bridge ~ fr:ponte
en:certain	fr:peut haine	2	0.944	en:certain ≈ fr:sait haine ~ fr:peut haine
en:certain	en:pattern	3	0.944	en:certain ≈ fr:sait haine ~ fr:peut haine ≈ en:pattern
en:certain	fr:motif	4	0.944	en:certain ≈ fr:sait haine ~ fr:peut haine ≈ en:pattern = fr:motif
fr:sait haine	en:pattern	2	0.944	≈ fr:sait haine fr:peut haine ≈ en:pattern
fr:sait haine	fr:motif	3	0.944	≈ fr:sait haine fr:peut haine ≈ en:pattern = fr:motif
fr:peut haine	fr:motif	2	0.944	~ fr:peut haine ≈ en:pattern fr:motif
en:cling	fr:propreté	2	0.944	en:cling ≈ fr:clean ~ fr:propreté
fr:évoquent aide	fr:affectée	2	0.944	~ fr:évoquent aide ≈ en:affected fr:affectée
en:confess	fr:fesses	2	0.944	en:confess ≈ fr:con fesses ~ fr:fesses
en:conte	en:tinder	3	0.944	en:conte ≈ fr:con taie ~ fr:tain des ≈ en:tinder
en:conte	fr:amadou	4	0.944	en:conte ≈ fr:con taie ~ fr:tain des ≈ en:tinder = fr:amadou
fr:con taie	en:tinder	2	0.944	≈ fr:con taie fr:tain des ≈ en:tinder
fr:con taie	fr:amadou	3	0.944	≈ fr:con taie fr:tain des ≈ en:tinder = fr:amadou
en:converted	fr:faon est	2	0.944	en:converted ≈ fr:con vedette ~ fr:faon est
en:converted	en:finest	3	0.944	en:converted ≈ fr:con vedette ~ fr:faon est ≈ en:finest
en:converted	fr:fin	4	0.944	en:converted ≈ fr:con vedette ~ fr:faon est ≈ en:finest ~ fr:fin
fr:con vedette	en:finest	2	0.944	≈ fr:con vedette fr:faon est ≈ en:finest
fr:con vedette	fr:fin	3	0.944	≈ fr:con vedette fr:faon est ≈ en:finest ~ fr:fin
en:court art	fr:constater	2	0.944	en:court art ≈ fr:constate ~ fr:constater
en:court art	en:court utter	3	0.944	en:court art ≈ fr:constate ~ fr:constater ≈ en:court utter
en:court art	fr:soudé	4	0.944	en:court art ≈ fr:constate ~ fr:constater ≈ en:court utter ~ fr:soudé
en:court art	en:suitor	5	0.944	en:court art ≈ fr:constate ~ fr:constater ≈ en:court utter ~ fr:soudé ≈ en:suitor
en:court art	fr:pourvoi	6	0.944	en:court art ≈ fr:constate ~ fr:constater ≈ en:court utter ~ fr:soudé ≈ en:suitor ~ fr:pourvoi
fr:constate	en:court utter	2	0.944	≈ fr:constate fr:constater ≈ en:court utter
fr:constate	fr:soudé	3	0.944	≈ fr:constate fr:constater ≈ en:court utter ~ fr:soudé
fr:constate	en:suitor	4	0.944	≈ fr:constate fr:constater ≈ en:court utter ~ fr:soudé ≈ en:suitor
fr:constate	fr:pourvoi	5	0.944	≈ fr:constate fr:constater ≈ en:court utter ~ fr:soudé ≈ en:suitor ~ fr:pourvoi
fr:constater	fr:soudé	2	0.944	~ fr:constater ≈ en:court utter fr:soudé
fr:constater	en:suitor	3	0.944	~ fr:constater ≈ en:court utter fr:soudé ≈ en:suitor
fr:constater	fr:pourvoi	4	0.944	~ fr:constater ≈ en:court utter fr:soudé ≈ en:suitor ~ fr:pourvoi
en:court utter	en:suitor	2	0.944	≈ en:court utter ~ fr:soudé ≈ en:suitor
en:court utter	fr:pourvoi	3	0.944	≈ en:court utter ~ fr:soudé ≈ en:suitor fr:pourvoi
fr:soudé	fr:pourvoi	2	0.944	~ fr:soudé ≈ en:suitor ~ fr:pourvoi
en:crus	fr:créneaux	2	0.944	en:crus ≈ fr:crous ~ fr:créneaux
en:settled	fr:sait ligne	2	0.944	en:settled ~ en:settling ≈ fr:sait ligne
en:settled	fr:raies ligne	3	0.944	en:settled ~ en:settling ≈ fr:sait ligne ~ fr:raies ligne
en:defeat	fr:ici	2	0.944	en:defeat ≈ fr:dit hit ~ fr:ici
en:desperately	fr:dès lis	2	0.944	en:desperately ≈ fr:dès paierait lis ~ fr:dès lis
en:desperately	en:deadly	3	0.944	en:desperately ≈ fr:dès paierait lis ~ fr:dès lis ≈ en:deadly
en:desperately	en:lethal	4	0.944	en:desperately ≈ fr:dès paierait lis ~ fr:dès lis ≈ en:deadly ~ en:lethal
en:desperately	fr:lient elle	5	0.944	en:desperately ≈ fr:dès paierait lis ~ fr:dès lis ≈ en:deadly ~ en:lethal ≈ fr:lient elle
fr:dès paierait lis	en:deadly	2	0.944	≈ fr:dès paierait lis fr:dès lis ≈ en:deadly
fr:dès paierait lis	en:lethal	3	0.944	≈ fr:dès paierait lis fr:dès lis ≈ en:deadly ~ en:lethal
fr:dès paierait lis	fr:lient elle	4	0.944	≈ fr:dès paierait lis fr:dès lis ≈ en:deadly ~ en:lethal ≈ fr:lient elle
en:desperately	fr:met elle	6	0.944	en:desperately ≈ fr:dès paierait lis ~ fr:dès lis ≈ en:deadly ~ en:lethal ≈ fr:lient elle ~ fr:met elle
fr:dès paierait lis	fr:met elle	5	0.944	≈ fr:dès paierait lis fr:dès lis ≈ en:deadly ~ en:lethal ≈ fr:lient elle ~ fr:met elle
en:devoted	fr:sorte	6	0.944	en:devoted ≈ fr:devait aide ~ fr:sont aide ≈ en:sorted ~ fr:sortent ≈ en:sort = fr:sorte
fr:devait aide	fr:sorte	5	0.944	≈ fr:devait aide fr:sont aide ≈ en:sorted ~ fr:sortent ≈ en:sort = fr:sorte
fr:sont aide	fr:sorte	4	0.944	~ fr:sont aide ≈ en:sorted fr:sortent ≈ en:sort = fr:sorte
en:sorted	fr:sorte	3	0.944	≈ en:sorted ~ fr:sortent ≈ en:sort fr:sorte
fr:sortent	fr:sorte	2	0.944	~ fr:sortent ≈ en:sort = fr:sorte
en:devoted	fr:tri	6	0.944	en:devoted ≈ fr:devait aide ~ fr:sont aide ≈ en:sorted ~ fr:sortent ≈ en:sort = fr:tri
fr:devait aide	fr:tri	5	0.944	≈ fr:devait aide fr:sont aide ≈ en:sorted ~ fr:sortent ≈ en:sort = fr:tri
fr:sont aide	fr:tri	4	0.944	~ fr:sont aide ≈ en:sorted fr:sortent ≈ en:sort = fr:tri
en:sorted	fr:tri	3	0.944	≈ en:sorted ~ fr:sortent ≈ en:sort fr:tri
fr:sortent	fr:tri	2	0.944	~ fr:sortent ≈ en:sort = fr:tri
en:disclose	fr:griefs	6	0.944	en:disclose ≈ fr:dis clause ~ fr:clause ≈ en:claws = fr:griffes ≈ en:grief ~ fr:griefs
fr:dis clause	fr:griefs	5	0.944	≈ fr:dis clause fr:clause ≈ en:claws = fr:griffes ≈ en:grief ~ fr:griefs
fr:clause	fr:griefs	4	0.944	~ fr:clause ≈ en:claws fr:griffes ≈ en:grief ~ fr:griefs
en:disclose	fr:deuil	6	0.944	en:disclose ≈ fr:dis clause ~ fr:clause ≈ en:claws = fr:griffes ≈ en:grief = fr:deuil
fr:dis clause	fr:deuil	5	0.944	≈ fr:dis clause fr:clause ≈ en:claws = fr:griffes ≈ en:grief = fr:deuil
fr:clause	fr:deuil	4	0.944	~ fr:clause ≈ en:claws fr:griffes ≈ en:grief = fr:deuil
en:domestic	en:doormat eek	2	0.944	en:domestic = fr:domestiques ≈ en:doormat eek
en:domestic	fr:étincelle	3	0.944	en:domestic = fr:domestiques ≈ en:doormat eek ~ fr:étincelle
fr:domestiques	fr:étincelle	2	0.944	= fr:domestiques en:doormat eek ~ fr:étincelle
en:domestic	fr:voyante	3	0.944	en:domestic = fr:domestiques ≈ en:doormat eek ~ fr:voyante
fr:domestiques	fr:voyante	2	0.944	= fr:domestiques en:doormat eek ~ fr:voyante
fr:haines	fr:lorsque	2	0.944	~ fr:haines ≈ en:when fr:lorsque
en:grandmother	fr:green ma	2	0.944	en:grandmother ~ en:grandma ≈ fr:green ma
en:inspector	fr:haines	2	0.944	en:inspector ≈ fr:haines becqueter ~ fr:haines
en:inspector	en:when	3	0.944	en:inspector ≈ fr:haines becqueter ~ fr:haines ≈ en:when
en:inspector	fr:lorsque	4	0.944	en:inspector ≈ fr:haines becqueter ~ fr:haines ≈ en:when = fr:lorsque
fr:haines becqueter	en:when	2	0.944	≈ fr:haines becqueter fr:haines ≈ en:when
fr:haines becqueter	fr:lorsque	3	0.944	≈ fr:haines becqueter fr:haines ≈ en:when = fr:lorsque
en:it olla	fr:leçons	6	0.944	en:it olla ≈ fr:installer ~ en:install ≈ fr:haines taule ~ fr:laids haine ≈ en:lesson ~ fr:leçons
fr:installer	fr:leçons	5	0.944	≈ fr:installer en:install ≈ fr:haines taule ~ fr:laids haine ≈ en:lesson ~ fr:leçons
en:install	fr:leçons	4	0.944	~ en:install ≈ fr:haines taule fr:laids haine ≈ en:lesson ~ fr:leçons
fr:haines taule	fr:leçons	3	0.944	≈ fr:haines taule ~ fr:laids haine ≈ en:lesson fr:leçons
en:jeers	fr:tomber	3	0.944	en:jeers ~ fr:folle ≈ en:fall = fr:tomber
en:jeers	fr:automne	3	0.944	en:jeers ~ fr:folle ≈ en:fall = fr:automne
en:lectures	fr:scrutent chez	3	0.944	en:lectures ~ en:lecture ≈ fr:liguent chez ~ fr:scrutent chez
en:lectures	en:scripture	4	0.944	en:lectures ~ en:lecture ≈ fr:liguent chez ~ fr:scrutent chez ≈ en:scripture
en:lectures	fr:biblique	5	0.944	en:lectures ~ en:lecture ≈ fr:liguent chez ~ fr:scrutent chez ≈ en:scripture ~ fr:biblique
en:lecture	fr:scrutent chez	2	0.944	~ en:lecture fr:liguent chez ~ fr:scrutent chez
en:lecture	en:scripture	3	0.944	~ en:lecture fr:liguent chez ~ fr:scrutent chez ≈ en:scripture
en:lecture	fr:biblique	4	0.944	~ en:lecture fr:liguent chez ~ fr:scrutent chez ≈ en:scripture ~ fr:biblique
fr:liguent chez	en:scripture	2	0.944	≈ fr:liguent chez ~ fr:scrutent chez en:scripture
fr:liguent chez	fr:biblique	3	0.944	≈ fr:liguent chez ~ fr:scrutent chez en:scripture ~ fr:biblique
fr:scrutent chez	fr:biblique	2	0.944	~ fr:scrutent chez ≈ en:scripture ~ fr:biblique
en:piece	fr:pif	3	0.944	≈ en:piece ~ en:pieces ≈ fr:pis aise fr:pif
en:pieces	fr:pif	2	0.944	~ en:pieces ≈ fr:pis aise ~ fr:pif
en:mealy	fr:midi	2	0.944	en:mealy ~ en:meaty ≈ fr:midi
en:menace	fr:main est	2	0.944	en:menace ~ en:menaced ≈ fr:main est
en:menace	fr:main bée	3	0.944	en:menace ~ en:menaced ≈ fr:main est ~ fr:main bée
en:menace	en:member	4	0.944	en:menace ~ en:menaced ≈ fr:main est ~ fr:main bée ≈ en:member
en:menaced	fr:main bée	2	0.944	~ en:menaced fr:main est ~ fr:main bée
en:menaced	en:member	3	0.944	~ en:menaced fr:main est ~ fr:main bée ≈ en:member
fr:main est	en:member	2	0.944	≈ fr:main est ~ fr:main bée en:member
en:menace	fr:membres	5	0.944	en:menace ~ en:menaced ≈ fr:main est ~ fr:main bée ≈ en:member = fr:membres
en:menaced	fr:membres	4	0.944	~ en:menaced fr:main est ~ fr:main bée ≈ en:member = fr:membres
fr:main est	fr:membres	3	0.944	≈ fr:main est ~ fr:main bée en:member = fr:membres
fr:main bée	fr:membres	2	0.944	~ fr:main bée ≈ en:member = fr:membres
en:menace	fr:membre	5	0.944	en:menace ~ en:menaced ≈ fr:main est ~ fr:main bée ≈ en:member = fr:membre
en:menaced	fr:membre	4	0.944	~ en:menaced fr:main est ~ fr:main bée ≈ en:member = fr:membre
fr:main est	fr:membre	3	0.944	≈ fr:main est ~ fr:main bée en:member = fr:membre
fr:main bée	fr:membre	2	0.944	~ fr:main bée ≈ en:member = fr:membre
en:mistress	fr:atterrir	6	0.944	en:mistress ≈ fr:mais tresses ~ en:tress ≈ fr:tresses ~ en:tresses ≈ fr:trais aise ~ fr:atterrir
fr:mais tresses	fr:atterrir	5	0.944	≈ fr:mais tresses en:tress ≈ fr:tresses ~ en:tresses ≈ fr:trais aise ~ fr:atterrir
en:ought yen	fr:obtenez	2	0.944	en:ought yen ≈ fr:obtiennent ~ fr:obtenez
en:pattern	fr:certaines	4	0.944	en:pattern ≈ fr:peut haine ~ fr:sait haine ≈ en:certain = fr:certaines
fr:peut haine	fr:certaines	3	0.944	≈ fr:peut haine fr:sait haine ≈ en:certain = fr:certaines
en:pieced	fr:pissent	2	0.944	en:pieced ≈ fr:pistent ~ fr:pissent
en:pieced	en:piece	3	0.944	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece
en:pieced	en:pieces	4	0.944	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece ~ en:pieces
en:pieced	fr:pis aise	5	0.944	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece ~ en:pieces ≈ fr:pis aise
en:pieced	fr:pif	6	0.944	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece ~ en:pieces ≈ fr:pis aise ~ fr:pif
fr:pistent	en:piece	2	0.944	≈ fr:pistent fr:pissent ≈ en:piece
fr:pistent	en:pieces	3	0.944	≈ fr:pistent fr:pissent ≈ en:piece ~ en:pieces
fr:pistent	fr:pis aise	4	0.944	≈ fr:pistent fr:pissent ≈ en:piece ~ en:pieces ≈ fr:pis aise
fr:pistent	fr:pif	5	0.944	≈ fr:pistent fr:pissent ≈ en:piece ~ en:pieces ≈ fr:pis aise ~ fr:pif
fr:pissent	en:pieces	2	0.944	~ fr:pissent ≈ en:piece en:pieces
fr:pissent	fr:pis aise	3	0.944	~ fr:pissent ≈ en:piece en:pieces ≈ fr:pis aise
fr:pissent	fr:pif	4	0.944	~ fr:pissent ≈ en:piece en:pieces ≈ fr:pis aise ~ fr:pif
en:piton	fr:laids haine	2	0.944	en:piton ≈ fr:paient haine ~ fr:laids haine
en:piton	en:lesson	3	0.944	en:piton ≈ fr:paient haine ~ fr:laids haine ≈ en:lesson
en:piton	en:leks	4	0.944	en:piton ≈ fr:paient haine ~ fr:laids haine ≈ en:lesson ~ en:leks
en:piton	fr:lynx	5	0.944	en:piton ≈ fr:paient haine ~ fr:laids haine ≈ en:lesson ~ en:leks ≈ fr:lynx
fr:paient haine	en:lesson	2	0.944	≈ fr:paient haine fr:laids haine ≈ en:lesson
fr:paient haine	en:leks	3	0.944	≈ fr:paient haine fr:laids haine ≈ en:lesson ~ en:leks
fr:paient haine	fr:lynx	4	0.944	≈ fr:paient haine fr:laids haine ≈ en:lesson ~ en:leks ≈ fr:lynx
en:pleaded	fr:dis traquent aide	2	0.944	en:pleaded ≈ fr:plient aide ~ fr:dis traquent aide
en:pleaded	en:distracted	3	0.944	en:pleaded ≈ fr:plient aide ~ fr:dis traquent aide ≈ en:distracted
en:pleaded	en:distract	4	0.944	en:pleaded ≈ fr:plient aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract
en:pleaded	fr:dis tracts	5	0.944	en:pleaded ≈ fr:plient aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts
fr:plient aide	en:distracted	2	0.944	≈ fr:plient aide fr:dis traquent aide ≈ en:distracted
fr:plient aide	en:distract	3	0.944	≈ fr:plient aide fr:dis traquent aide ≈ en:distracted ~ en:distract
fr:plient aide	fr:dis tracts	4	0.944	≈ fr:plient aide fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts
en:prestige	en:prissy	5	0.944	en:prestige ≈ fr:presse tiges ~ en:presses ≈ fr:précise ~ fr:précis ≈ en:prissy
en:prestige	fr:priant	6	0.944	en:prestige ≈ fr:presse tiges ~ en:presses ≈ fr:précise ~ fr:précis ≈ en:prissy ~ fr:priant
fr:presse tiges	en:prissy	4	0.944	≈ fr:presse tiges en:presses ≈ fr:précise ~ fr:précis ≈ en:prissy
fr:presse tiges	fr:priant	5	0.944	≈ fr:presse tiges en:presses ≈ fr:précise ~ fr:précis ≈ en:prissy ~ fr:priant
en:prevention	en:prison	2	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison
en:prevention	fr:pris haine	3	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison ≈ fr:pris haine
en:prevention	fr:mot haine	4	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison ≈ fr:pris haine ~ fr:mot haine
en:prevention	en:modern	5	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison ≈ fr:pris haine ~ fr:mot haine ≈ en:modern
en:prevention	fr:modernes	6	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison ≈ fr:pris haine ~ fr:mot haine ≈ en:modern ~ fr:modernes
fr:prison chaîne	fr:pris haine	2	0.944	≈ fr:prison chaîne en:prison ≈ fr:pris haine
fr:prison chaîne	fr:mot haine	3	0.944	≈ fr:prison chaîne en:prison ≈ fr:pris haine ~ fr:mot haine
fr:prison chaîne	en:modern	4	0.944	≈ fr:prison chaîne en:prison ≈ fr:pris haine ~ fr:mot haine ≈ en:modern
fr:prison chaîne	fr:modernes	5	0.944	≈ fr:prison chaîne en:prison ≈ fr:pris haine ~ fr:mot haine ≈ en:modern ~ fr:modernes
en:prevention	fr:haine	4	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison ≈ fr:pris haine ~ fr:haine
en:prevention	en:an	5	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison ≈ fr:pris haine ~ fr:haine ≈ en:an
en:prevention	fr:an	6	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison ≈ fr:pris haine ~ fr:haine ≈ en:an ~ fr:an
fr:prison chaîne	fr:haine	3	0.944	≈ fr:prison chaîne en:prison ≈ fr:pris haine ~ fr:haine
fr:prison chaîne	en:an	4	0.944	≈ fr:prison chaîne en:prison ≈ fr:pris haine ~ fr:haine ≈ en:an
fr:prison chaîne	fr:an	5	0.944	≈ fr:prison chaîne en:prison ≈ fr:pris haine ~ fr:haine ≈ en:an ~ fr:an
en:prevention	en:in	5	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison ≈ fr:pris haine ~ fr:haine ≈ en:in
en:prevention	fr:in	6	0.944	en:prevention ≈ fr:prison chaîne ~ en:prison ≈ fr:pris haine ~ fr:haine ≈ en:in ~ fr:in
fr:prison chaîne	en:in	4	0.944	≈ fr:prison chaîne en:prison ≈ fr:pris haine ~ fr:haine ≈ en:in
fr:prison chaîne	fr:in	5	0.944	≈ fr:prison chaîne en:prison ≈ fr:pris haine ~ fr:haine ≈ en:in ~ fr:in
en:previous	fr:privées lis	2	0.944	en:previous ~ en:previously ≈ fr:privées lis
en:produced	en:prat	3	0.944	en:produced ≈ fr:prêt oust ~ fr:prête ≈ en:prat
en:produced	fr:parlant	4	0.944	en:produced ≈ fr:prêt oust ~ fr:prête ≈ en:prat ~ fr:parlant
fr:prêt oust	en:prat	2	0.944	≈ fr:prêt oust fr:prête ≈ en:prat
fr:prêt oust	fr:parlant	3	0.944	≈ fr:prêt oust fr:prête ≈ en:prat ~ fr:parlant
en:produced	fr:parler	4	0.944	en:produced ≈ fr:prêt oust ~ fr:prête ≈ en:prat ~ fr:parler
fr:prêt oust	fr:parler	3	0.944	≈ fr:prêt oust fr:prête ≈ en:prat ~ fr:parler
en:professors	fr:breveté	2	0.944	en:professors ≈ fr:brevets aise ~ fr:breveté
