en	fr	score	tier	gold_en	gold_fr	src_tier
sweats	souhait inés	0.526	PASS	sweating	souhait in	S
sweats	souhait ina	0.526	PASS	sweating	souhait in	S
sweats	souhait ine	0.553	PASS	sweating	souhait in	S
sweats	souhaite in	0.505	PASS	sweating	souhait in	S
sweats	souhaitait in	0.490	PASS	sweating	souhait in	S
sweats	souhaitent in	0.505	PASS	sweating	souhait in	S
sweats	souhait ines	0.553	PASS	sweating	souhait in	S
sweats	souhaitez in	0.490	PASS	sweating	souhait in	S
sweats	souhaité in	0.490	PASS	sweating	souhait in	S
sweats	souhaiter in	0.490	PASS	sweating	souhait in	S
sweats	souhait inez	0.526	PASS	sweating	souhait in	S
sweats	souhaitant in	0.490	PASS	sweating	souhait in	S
sweats	souhaitons in	0.490	PASS	sweating	souhait in	S
sweat	souhait inés	0.550	PASS	sweating	souhait in	S
sweat	souhait ina	0.550	PASS	sweating	souhait in	S
sweat	souhait ine	0.580	PASS	sweating	souhait in	S
sweat	souhaite in	0.504	PASS	sweating	souhait in	S
sweat	souhaitait in	0.489	PASS	sweating	souhait in	S
sweat	souhaitent in	0.504	PASS	sweating	souhait in	S
sweat	souhait ines	0.580	PASS	sweating	souhait in	S
sweat	souhaitez in	0.489	PASS	sweating	souhait in	S
sweat	souhaité in	0.489	PASS	sweating	souhait in	S
sweat	souhaiter in	0.489	PASS	sweating	souhait in	S
sweat	souhait inez	0.550	PASS	sweating	souhait in	S
sweat	souhaitant in	0.489	PASS	sweating	souhait in	S
sweat	souhaitons in	0.489	PASS	sweating	souhait in	S
switching	souhaitant chine	0.497	PASS	switching	souhait chine	S
switching	souhaitait chine	0.497	PASS	switching	souhait chine	S
switching	souhait chiné	0.474	PASS	switching	souhait chine	S
switching	souhaiter chine	0.497	PASS	switching	souhait chine	S
switching	souhait china	0.474	PASS	switching	souhait chine	S
switching	souhaitent chine	0.584	PASS	switching	souhait chine	S
switching	souhaite chine	0.584	PASS	switching	souhait chine	S
switching	souhait chinait	0.474	PASS	switching	souhait chine	S
switching	souhait chiner	0.474	PASS	switching	souhait chine	S
switching	souhaitons chine	0.497	PASS	switching	souhait chine	S
switching	souhaité chine	0.497	PASS	switching	souhait chine	S
switching	souhaitez chine	0.497	PASS	switching	souhait chine	S
switched	souhaitant chine	0.468	PASS	switching	souhait chine	S
switched	souhaitait chine	0.468	PASS	switching	souhait chine	S
switched	souhaiter chine	0.468	PASS	switching	souhait chine	S
switched	souhaitent chine	0.555	PASS	switching	souhait chine	S
switched	souhaite chine	0.555	PASS	switching	souhait chine	S
switched	souhaitons chine	0.468	PASS	switching	souhait chine	S
switched	souhaité chine	0.468	PASS	switching	souhait chine	S
switched	souhaitez chine	0.468	PASS	switching	souhait chine	S
switchings	souhaitant chine	0.477	PASS	switching	souhait chine	S
switchings	souhaitait chine	0.477	PASS	switching	souhait chine	S
switchings	souhaiter chine	0.477	PASS	switching	souhait chine	S
switchings	souhait china	0.457	PASS	switching	souhait chine	S
switchings	souhaitent chine	0.556	PASS	switching	souhait chine	S
switchings	souhaite chine	0.556	PASS	switching	souhait chine	S
switchings	souhaitons chine	0.477	PASS	switching	souhait chine	S
switchings	souhaité chine	0.477	PASS	switching	souhait chine	S
switchings	souhaitez chine	0.477	PASS	switching	souhait chine	S
switch	souhaitant chine	0.468	PASS	switching	souhait chine	S
switch	souhaitait chine	0.468	PASS	switching	souhait chine	S
switch	souhaiter chine	0.468	PASS	switching	souhait chine	S
switch	souhaitent chine	0.560	PASS	switching	souhait chine	S
switch	souhaite chine	0.560	PASS	switching	souhait chine	S
switch	souhaitons chine	0.468	PASS	switching	souhait chine	S
switch	souhaité chine	0.468	PASS	switching	souhait chine	S
switch	souhaitez chine	0.468	PASS	switching	souhait chine	S
switches	souhaitant chine	0.460	PASS	switching	souhait chine	S
switches	souhaitait chine	0.460	PASS	switching	souhait chine	S
switches	souhaiter chine	0.460	PASS	switching	souhait chine	S
switches	souhaitent chine	0.547	PASS	switching	souhait chine	S
switches	souhaite chine	0.547	PASS	switching	souhait chine	S
switches	souhaitons chine	0.460	PASS	switching	souhait chine	S
switches	souhaité chine	0.460	PASS	switching	souhait chine	S
switches	souhaitez chine	0.460	PASS	switching	souhait chine	S
system	cessent hommes	0.694	STRICT	system	cessent homme	S
systems	cessent hommes	0.586	PASS	system	cessent homme	S
targeted	tanguait aides	0.517	PASS	targeted	tanguait aide	S
targeted	tanguait aident	0.517	PASS	targeted	tanguait aide	S
targetted	tanguait aides	0.517	PASS	targeted	tanguait aide	S
targetted	tanguait aident	0.517	PASS	targeted	tanguait aide	S
target	tanguait aider	0.456	PASS	targeted	tanguait aide	S
target	tanguait aidant	0.456	PASS	targeted	tanguait aide	S
target	tanguait aides	0.473	PASS	targeted	tanguait aide	S
target	tanguait aidé	0.456	PASS	targeted	tanguait aide	S
target	tanguait aidait	0.456	PASS	targeted	tanguait aide	S
target	tanguait aida	0.456	PASS	targeted	tanguait aide	S
target	tanguait aidez	0.456	PASS	targeted	tanguait aide	S
target	tanguait aident	0.473	PASS	targeted	tanguait aide	S
targets	tanguait aider	0.456	PASS	targeted	tanguait aide	S
targets	tanguait aidant	0.456	PASS	targeted	tanguait aide	S
targets	tanguait aides	0.473	PASS	targeted	tanguait aide	S
targets	tanguait aidé	0.456	PASS	targeted	tanguait aide	S
targets	tanguait aidait	0.456	PASS	targeted	tanguait aide	S
targets	tanguait aida	0.456	PASS	targeted	tanguait aide	S
targets	tanguait aidez	0.456	PASS	targeted	tanguait aide	S
targets	tanguait aident	0.473	PASS	targeted	tanguait aide	S
teacher	dita chez	0.503	PASS	teacher	dit chez	S
teacher	dites chez	0.628	STRICT	teacher	dit chez	S
teacher	dite chez	0.628	STRICT	teacher	dit chez	S
teachers	dita chez	0.468	PASS	teacher	dit chez	S
teachers	dites chez	0.577	PASS	teacher	dit chez	S
teachers	dite chez	0.577	PASS	teacher	dit chez	S
teachers	dits chaise	0.503	PASS	teachers	dit chaise	S
teachers	dita chaise	0.574	PASS	teachers	dit chaise	S
teachers	dite chaise	0.686	STRICT	teachers	dit chaise	S
teachers	dites chaise	0.686	STRICT	teachers	dit chaise	S
teachers	dit chaises	0.503	PASS	teachers	dit chaise	S
teacher	dita chaise	0.478	PASS	teachers	dit chaise	S
teacher	dite chaise	0.587	PASS	teachers	dit chaise	S
teacher	dites chaise	0.587	PASS	teachers	dit chaise	S
teaches	dits chaise	0.503	PASS	teaches	dit chaise	S
teaches	dita chaise	0.574	PASS	teaches	dit chaise	S
teaches	dite chaise	0.686	STRICT	teaches	dit chaise	S
teaches	dites chaise	0.686	STRICT	teaches	dit chaise	S
teaches	dit chaises	0.503	PASS	teaches	dit chaise	S
teach	dita chaise	0.478	PASS	teaches	dit chaise	S
teach	dite chaise	0.587	PASS	teaches	dit chaise	S
teach	dites chaise	0.587	PASS	teaches	dit chaise	S
teaching	dita chaise	0.473	PASS	teaches	dit chaise	S
teaching	dite chaise	0.566	PASS	teaches	dit chaise	S
teaching	dites chaise	0.566	PASS	teaches	dit chaise	S
teaching	dites chine	0.612	STRICT	teaching	dit chine	S
teaching	dite chine	0.612	STRICT	teaching	dit chine	S
teaching	dita chine	0.510	PASS	teaching	dit chine	S
teaches	dites chine	0.569	PASS	teaching	dit chine	S
teaches	dite chine	0.569	PASS	teaching	dit chine	S
teaches	dita chine	0.469	PASS	teaching	dit chine	S
teach	dites chine	0.587	PASS	teaching	dit chine	S
teach	dite chine	0.587	PASS	teaching	dit chine	S
teach	dita chine	0.478	PASS	teaching	dit chine	S
teachings	dites chine	0.577	PASS	teaching	dit chine	S
teachings	dite chine	0.577	PASS	teaching	dit chine	S
teachings	dita chine	0.487	PASS	teaching	dit chine	S
tended	tain dite	0.538	PASS	tended	tain dites	S
tended	taine dites	0.763	STRICT	tended	tain dites	S
tending	tain dite	0.510	PASS	tended	tain dites	S
tending	taine dites	0.719	STRICT	tended	tain dites	S
tend	tain dite	0.521	PASS	tended	tain dites	S
tend	taine dites	0.763	STRICT	tended	tain dites	S
tends	tain dite	0.519	PASS	tended	tain dites	S
tends	taine dites	0.743	STRICT	tended	tain dites	S
tender	taine des	0.822	STRICT	tender	tain des	S
tender	tain desai	0.510	PASS	tender	tain des	S
tender	tain de	0.582	PASS	tender	tain des	S
tender	tain dess	0.511	PASS	tender	tain des	S
tenderest	taine des	0.673	STRICT	tender	tain des	S
tenderest	tain desai	0.478	PASS	tender	tain des	S
tenderest	tain de	0.483	PASS	tender	tain des	S
tenderest	tain dess	0.519	PASS	tender	tain des	S
tendering	taine des	0.709	STRICT	tender	tain des	S
tendering	tain desai	0.477	PASS	tender	tain des	S
tendering	tain de	0.506	PASS	tender	tain des	S
tendering	tain dess	0.506	PASS	tender	tain des	S
tenders	taine des	0.756	STRICT	tender	tain des	S
tenders	tain desai	0.534	PASS	tender	tain des	S
tenders	tain de	0.541	PASS	tender	tain des	S
tenders	tain dess	0.519	PASS	tender	tain des	S
tenderer	taine des	0.768	STRICT	tender	tain des	S
tenderer	tain desai	0.492	PASS	tender	tain des	S
tenderer	tain de	0.541	PASS	tender	tain des	S
tenderer	tain dess	0.589	PASS	tender	tain des	S
tendered	taine des	0.756	STRICT	tender	tain des	S
tendered	tain desai	0.517	PASS	tender	tain des	S
tendered	tain de	0.541	PASS	tender	tain des	S
tendered	tain dess	0.508	PASS	tender	tain des	S
tennis	tain hissa	0.540	PASS	tennis	tain hisse	S
tennis	tain hissez	0.540	PASS	tennis	tain hisse	S
tennis	tain hissant	0.516	PASS	tennis	tain hisse	S
tennis	tain hisser	0.540	PASS	tennis	tain hisse	S
tennis	taine hisse	0.823	STRICT	tennis	tain hisse	S
tennis	tain hissé	0.540	PASS	tennis	tain hisse	S
tennis	tain hissait	0.540	PASS	tennis	tain hisse	S
tennis	tain hissent	0.672	STRICT	tennis	tain hisse	S
tension	taine chaîne	0.875	STRICT	tension	tain chaîne	S
tension	tain chaînes	0.721	STRICT	tension	tain chaîne	S
tensioned	taine chaîne	0.747	STRICT	tension	tain chaîne	S
tensioned	tain chaînes	0.604	STRICT	tension	tain chaîne	S
tensions	taine chaîne	0.747	STRICT	tension	tain chaîne	S
tensions	tain chaînes	0.604	STRICT	tension	tain chaîne	S
tensioning	taine chaîne	0.725	STRICT	tension	tain chaîne	S
tensioning	tain chaînes	0.592	PASS	tension	tain chaîne	S
tested	cessent aider	0.637	STRICT	tested	cessent aide	S
tested	cessent aidait	0.637	STRICT	tested	cessent aide	S
tested	cessent aidant	0.637	STRICT	tested	cessent aide	S
tested	cessent aident	0.753	STRICT	tested	cessent aide	S
tested	cessent aidé	0.637	STRICT	tested	cessent aide	S
tested	cessent aida	0.637	STRICT	tested	cessent aide	S
tested	cessent aides	0.753	STRICT	tested	cessent aide	S
tested	cessent aidez	0.637	STRICT	tested	cessent aide	S
tests	cessent aider	0.612	STRICT	tested	cessent aide	S
tests	cessent aidait	0.612	STRICT	tested	cessent aide	S
tests	cessent aidant	0.612	STRICT	tested	cessent aide	S
tests	cessent aident	0.646	STRICT	tested	cessent aide	S
tests	cessent aidé	0.612	STRICT	tested	cessent aide	S
tests	cessent aida	0.612	STRICT	tested	cessent aide	S
tests	cessent aides	0.646	STRICT	tested	cessent aide	S
tests	cessent aidez	0.612	STRICT	tested	cessent aide	S
test	cessent aider	0.624	STRICT	tested	cessent aide	S
test	cessent aidait	0.624	STRICT	tested	cessent aide	S
test	cessent aidant	0.624	STRICT	tested	cessent aide	S
test	cessent aident	0.660	STRICT	tested	cessent aide	S
test	cessent aidé	0.624	STRICT	tested	cessent aide	S
test	cessent aida	0.624	STRICT	tested	cessent aide	S
test	cessent aides	0.660	STRICT	tested	cessent aide	S
test	cessent aidez	0.624	STRICT	tested	cessent aide	S
testing	cessent aider	0.589	PASS	tested	cessent aide	S
testing	cessent aidait	0.589	PASS	tested	cessent aide	S
testing	cessent aidant	0.616	STRICT	tested	cessent aide	S
testing	cessent aident	0.620	STRICT	tested	cessent aide	S
testing	cessent aidé	0.589	PASS	tested	cessent aide	S
testing	cessent aida	0.589	PASS	tested	cessent aide	S
testing	cessent aides	0.620	STRICT	tested	cessent aide	S
testing	cessent aidez	0.589	PASS	tested	cessent aide	S
testers	taies thèses	0.703	STRICT	testers	taies thèse	S
testers	taie thèse	0.703	STRICT	testers	taies thèse	S
tester	taies thèses	0.598	PASS	testers	taies thèse	S
tester	taie thèse	0.598	PASS	testers	taies thèse	S
testes	taie dix	0.599	PASS	testes	taies dix	S
testis	taie dix	0.599	PASS	testes	taies dix	S
teston	taies tonne	0.686	STRICT	teston	taies tonnes	S
teston	taie tonnes	0.686	STRICT	teston	taies tonnes	S
thirteen	fait ines	0.713	STRICT	thirteen	fait in	S
thirteen	fait inés	0.588	PASS	thirteen	fait in	S
thirteen	fait ine	0.713	STRICT	thirteen	fait in	S
thirteen	fait ina	0.588	PASS	thirteen	fait in	S
thirteen	fait inez	0.588	PASS	thirteen	fait in	S
ticks eel	textile	0.728	STRICT	ticked eel	textile	S
ticks eel	textiles	0.728	STRICT	ticked eel	textile	S
ticking eel	textile	0.604	STRICT	ticked eel	textile	S
ticking eel	textiles	0.604	STRICT	ticked eel	textile	S
tick eel	textile	0.646	STRICT	ticked eel	textile	S
tick eel	textiles	0.646	STRICT	ticked eel	textile	S
ticked eels	textile	0.628	STRICT	ticked eel	textile	S
ticked eels	textiles	0.628	STRICT	ticked eel	textile	S
tightly	taillent lisa	0.612	STRICT	tightly	taillent lis	S
tightly	taillent lisez	0.612	STRICT	tightly	taillent lis	S
tightly	taillent lisait	0.612	STRICT	tightly	taillent lis	S
tightly	taillent lise	0.644	STRICT	tightly	taillent lis	S
tightly	taillent lisée	0.612	STRICT	tightly	taillent lis	S
tightly	taillent lisent	0.644	STRICT	tightly	taillent lis	S
tightly	taillent lisant	0.612	STRICT	tightly	taillent lis	S
tightly	taillent li	0.760	STRICT	tightly	taillent lis	S
tinder	taine des	0.628	STRICT	tinder	tain des	S
tinder	tain desai	0.502	PASS	tinder	tain des	S
tinder	tain de	0.570	PASS	tinder	tain des	S
tinder	tain dess	0.503	PASS	tinder	tain des	S
title	taillent eller	0.535	PASS	title	taillent elle	S
title	taillent ellé	0.535	PASS	title	taillent elle	S
title	taillent ella	0.535	PASS	title	taillent elle	S
title	taillent elles	0.635	STRICT	title	taillent elle	S
titling	taillent eller	0.517	PASS	title	taillent elle	S
titling	taillent ellé	0.517	PASS	title	taillent elle	S
titling	taillent ella	0.502	PASS	title	taillent elle	S
titling	taillent elles	0.532	PASS	title	taillent elle	S
titled	taillent eller	0.501	PASS	title	taillent elle	S
titled	taillent ellé	0.501	PASS	title	taillent elle	S
titled	taillent ella	0.513	PASS	title	taillent elle	S
titled	taillent elles	0.535	PASS	title	taillent elle	S
titles	taillent eller	0.501	PASS	title	taillent elle	S
titles	taillent ellé	0.501	PASS	title	taillent elle	S
titles	taillent ella	0.513	PASS	title	taillent elle	S
titles	taillent elles	0.535	PASS	title	taillent elle	S
toddler	tôt le	0.510	PASS	toddler	tôt les	S
toddlers	tôt le	0.481	PASS	toddler	tôt les	S
tooted were	toutefois	0.557	PASS	toot were	toutefois	S
toot are	toutefois	0.656	STRICT	toot were	toutefois	S
tooting were	toutefois	0.514	PASS	toot were	toutefois	S
toot is	toutefois	0.652	STRICT	toot were	toutefois	S
toot been	toutefois	0.614	STRICT	toot were	toutefois	S
toot being	toutefois	0.612	STRICT	toot were	toutefois	S
toot was	toutefois	0.646	STRICT	toot were	toutefois	S
toots were	toutefois	0.674	STRICT	toot were	toutefois	S
toot be	toutefois	0.659	STRICT	toot were	toutefois	S
toot am	toutefois	0.652	STRICT	toot were	toutefois	S
tortured	tôt chaudes	0.557	PASS	tortured	tôt chaude	S
tortures	tôt chaudes	0.463	PASS	tortured	tôt chaude	S
tractive	traquent iva	0.637	STRICT	tractive	traquent ive	S
tractive	traquent iver	0.637	STRICT	tractive	traquent ive	S
tractive	traquent ives	0.734	STRICT	tractive	traquent ive	S
tragedy	traitant jeter	0.601	STRICT	tragedy	trait jeter	S
tragedy	traités jeter	0.610	STRICT	tragedy	trait jeter	S
tragedy	trait jetée	0.620	STRICT	tragedy	trait jeter	S
tragedy	traite jeter	0.629	STRICT	tragedy	trait jeter	S
tragedy	traitent jeter	0.629	STRICT	tragedy	trait jeter	S
tragedy	trait jetant	0.594	PASS	tragedy	trait jeter	S
tragedy	trait jetons	0.591	PASS	tragedy	trait jeter	S
tragedy	traits jeter	0.620	STRICT	tragedy	trait jeter	S
tragedy	traiter jeter	0.610	STRICT	tragedy	trait jeter	S
tragedy	traité jeter	0.610	STRICT	tragedy	trait jeter	S
tragedy	trait jeté	0.620	STRICT	tragedy	trait jeter	S
tragedy	trait jetait	0.613	STRICT	tragedy	trait jeter	S
tragedy	trait jeta	0.606	STRICT	tragedy	trait jeter	S
tragedy	traitée jeter	0.610	STRICT	tragedy	trait jeter	S
tragedy	trait jetés	0.620	STRICT	tragedy	trait jeter	S
tragedy	trait jetez	0.620	STRICT	tragedy	trait jeter	S
tragedies	traitant jeter	0.578	PASS	tragedy	trait jeter	S
tragedies	traités jeter	0.586	PASS	tragedy	trait jeter	S
tragedies	trait jetée	0.594	PASS	tragedy	trait jeter	S
tragedies	traite jeter	0.601	STRICT	tragedy	trait jeter	S
tragedies	traitent jeter	0.601	STRICT	tragedy	trait jeter	S
tragedies	trait jetant	0.574	PASS	tragedy	trait jeter	S
tragedies	trait jetons	0.571	PASS	tragedy	trait jeter	S
tragedies	traits jeter	0.594	PASS	tragedy	trait jeter	S
tragedies	traiter jeter	0.586	PASS	tragedy	trait jeter	S
tragedies	traité jeter	0.586	PASS	tragedy	trait jeter	S
tragedies	trait jeté	0.594	PASS	tragedy	trait jeter	S
tragedies	trait jetait	0.587	PASS	tragedy	trait jeter	S
tragedies	trait jeta	0.580	PASS	tragedy	trait jeter	S
tragedies	traitée jeter	0.586	PASS	tragedy	trait jeter	S
tragedies	trait jetés	0.594	PASS	tragedy	trait jeter	S
tragedies	trait jetez	0.594	PASS	tragedy	trait jeter	S
transferred	traînes faite	0.562	PASS	transferred	traînes faites	S
transferred	traîne faites	0.562	PASS	transferred	traînes faites	S
transferring	traînes faite	0.504	PASS	transferred	traînes faites	S
transferring	traîne faites	0.504	PASS	transferred	traînes faites	S
transfer	traînes faite	0.550	PASS	transferred	traînes faites	S
transfer	traîne faites	0.550	PASS	transferred	traînes faites	S
transfers	traînes faite	0.547	PASS	transferred	traînes faites	S
transfers	traîne faites	0.547	PASS	transferred	traînes faites	S
transmit	traînes mythes	0.465	PASS	transmit	traînes mythe	S
transmit	traîne mythe	0.476	PASS	transmit	traînes mythe	S
transmits	traînes mythes	0.468	PASS	transmit	traînes mythe	S
transmits	traîne mythe	0.474	PASS	transmit	traînes mythe	S
transmitted	traînes mythes	0.455	PASS	transmit	traînes mythe	S
transmitted	traîne mythe	0.474	PASS	transmit	traînes mythe	S
transmitting	traînes mythes	0.464	PASS	transmit	traînes mythe	S
transmitting	traîne mythe	0.474	PASS	transmit	traînes mythe	S
transmitted	traînes met aida	0.492	PASS	transmitted	traînes met aide	S
transmitted	traînes meter aide	0.545	PASS	transmitted	traînes met aide	S
transmitted	traînes met aidant	0.492	PASS	transmitted	traînes met aide	S
transmitted	traînes met aides	0.557	PASS	transmitted	traînes met aide	S
transmitted	traîne met aide	0.557	PASS	transmitted	traînes met aide	S
transmitted	traînes meta aide	0.550	PASS	transmitted	traînes met aide	S
transmitted	traînes met aidait	0.492	PASS	transmitted	traînes met aide	S
transmitted	traînes met aider	0.492	PASS	transmitted	traînes met aide	S
transmitted	traînes mets aide	0.560	PASS	transmitted	traînes met aide	S
transmitted	traînes met aidez	0.492	PASS	transmitted	traînes met aide	S
transmitted	traînes met aident	0.557	PASS	transmitted	traînes met aide	S
transmitted	traînes met aidé	0.492	PASS	transmitted	traînes met aide	S
transmits	traînes met aida	0.505	PASS	transmitted	traînes met aide	S
transmits	traînes meter aide	0.504	PASS	transmitted	traînes met aide	S
transmits	traînes met aidant	0.505	PASS	transmitted	traînes met aide	S
transmits	traînes met aides	0.522	PASS	transmitted	traînes met aide	S
transmits	traîne met aide	0.522	PASS	transmitted	traînes met aide	S
transmits	traînes meta aide	0.504	PASS	transmitted	traînes met aide	S
transmits	traînes met aidait	0.505	PASS	transmitted	traînes met aide	S
transmits	traînes met aider	0.505	PASS	transmitted	traînes met aide	S
transmits	traînes mets aide	0.504	PASS	transmitted	traînes met aide	S
transmits	traînes met aidez	0.505	PASS	transmitted	traînes met aide	S
transmits	traînes met aident	0.522	PASS	transmitted	traînes met aide	S
transmits	traînes met aidé	0.505	PASS	transmitted	traînes met aide	S
transmit	traînes met aida	0.507	PASS	transmitted	traînes met aide	S
transmit	traînes meter aide	0.513	PASS	transmitted	traînes met aide	S
transmit	traînes met aidant	0.507	PASS	transmitted	traînes met aide	S
transmit	traînes met aides	0.524	PASS	transmitted	traînes met aide	S
transmit	traîne met aide	0.524	PASS	transmitted	traînes met aide	S
transmit	traînes meta aide	0.513	PASS	transmitted	traînes met aide	S
transmit	traînes met aidait	0.507	PASS	transmitted	traînes met aide	S
transmit	traînes met aider	0.507	PASS	transmitted	traînes met aide	S
transmit	traînes mets aide	0.518	PASS	transmitted	traînes met aide	S
transmit	traînes met aidez	0.507	PASS	transmitted	traînes met aide	S
transmit	traînes met aident	0.524	PASS	transmitted	traînes met aide	S
transmit	traînes met aidé	0.507	PASS	transmitted	traînes met aide	S
transmitting	traînes met aida	0.463	PASS	transmitted	traînes met aide	S
transmitting	traînes meter aide	0.465	PASS	transmitted	traînes met aide	S
transmitting	traînes met aidant	0.483	PASS	transmitted	traînes met aide	S
transmitting	traînes met aides	0.476	PASS	transmitted	traînes met aide	S
transmitting	traîne met aide	0.476	PASS	transmitted	traînes met aide	S
transmitting	traînes meta aide	0.462	PASS	transmitted	traînes met aide	S
transmitting	traînes met aidait	0.476	PASS	transmitted	traînes met aide	S
transmitting	traînes met aider	0.463	PASS	transmitted	traînes met aide	S
transmitting	traînes mets aide	0.482	PASS	transmitted	traînes met aide	S
transmitting	traînes met aidez	0.463	PASS	transmitted	traînes met aide	S
transmitting	traînes met aident	0.476	PASS	transmitted	traînes met aide	S
transmitting	traînes met aidé	0.463	PASS	transmitted	traînes met aide	S
transported	traîne petite	0.482	PASS	transported	traînes petite	S
transported	traînes petites	0.482	PASS	transported	traînes petite	S
transporting	traîne petite	0.467	PASS	transported	traînes petite	S
transporting	traînes petites	0.467	PASS	transported	traînes petite	S
transport	traîne petite	0.557	PASS	transported	traînes petite	S
transport	traînes petites	0.557	PASS	transported	traînes petite	S
transports	traîne petite	0.505	PASS	transported	traînes petite	S
transports	traînes petites	0.505	PASS	transported	traînes petite	S
treason	trie haine	0.763	STRICT	treason	tries haine	S
treason	tries haines	0.763	STRICT	treason	tries haine	S
treasurer	trai aurez	0.570	PASS	treasurer	trais aurez	S
treasurers	trai aurez	0.531	PASS	treasurer	trais aurez	S
treasures	trais aisé	0.654	STRICT	treasures	trais aise	S
treasures	trais aises	0.778	STRICT	treasures	trais aise	S
treasures	trai aise	0.680	STRICT	treasures	trais aise	S
treasuring	trais aisé	0.581	PASS	treasures	trais aise	S
treasuring	trais aises	0.613	STRICT	treasures	trais aise	S
treasuring	trai aise	0.542	PASS	treasures	trais aise	S
treasured	trais aisé	0.637	STRICT	treasures	trais aise	S
treasured	trais aises	0.675	STRICT	treasures	trais aise	S
treasured	trai aise	0.577	PASS	treasures	trais aise	S
treasure	trais aisé	0.643	STRICT	treasures	trais aise	S
treasure	trais aises	0.683	STRICT	treasures	trais aise	S
treasure	trai aise	0.616	STRICT	treasures	trais aise	S
treating esse	tristesse	0.701	STRICT	treat esse	tristesse	S
treating esse	tristesses	0.701	STRICT	treat esse	tristesse	S
treated esse	tristesse	0.753	STRICT	treat esse	tristesse	S
treated esse	tristesses	0.753	STRICT	treat esse	tristesse	S
treats esse	tristesse	0.778	STRICT	treat esse	tristesse	S
treats esse	tristesses	0.778	STRICT	treat esse	tristesse	S
treated	trient aident	0.768	STRICT	treated	trient aide	S
treated	trient aida	0.641	STRICT	treated	trient aide	S
treated	trient aidé	0.641	STRICT	treated	trient aide	S
treated	trient aider	0.641	STRICT	treated	trient aide	S
treated	trient aidait	0.641	STRICT	treated	trient aide	S
treated	trient aides	0.768	STRICT	treated	trient aide	S
treated	trient aidant	0.641	STRICT	treated	trient aide	S
treated	trient aidez	0.641	STRICT	treated	trient aide	S
treats	trient aident	0.670	STRICT	treated	trient aide	S
treats	trient aida	0.632	STRICT	treated	trient aide	S
treats	trient aidé	0.632	STRICT	treated	trient aide	S
treats	trient aider	0.632	STRICT	treated	trient aide	S
treats	trient aidait	0.632	STRICT	treated	trient aide	S
treats	trient aides	0.670	STRICT	treated	trient aide	S
treats	trient aidant	0.632	STRICT	treated	trient aide	S
treats	trient aidez	0.632	STRICT	treated	trient aide	S
treating	trient aident	0.621	STRICT	treated	trient aide	S
treating	trient aida	0.591	PASS	treated	trient aide	S
treating	trient aidé	0.595	PASS	treated	trient aide	S
treating	trient aider	0.595	PASS	treated	trient aide	S
treating	trient aidait	0.603	STRICT	treated	trient aide	S
treating	trient aides	0.621	STRICT	treated	trient aide	S
treating	trient aidant	0.619	STRICT	treated	trient aide	S
treating	trient aidez	0.595	PASS	treated	trient aide	S
treat	trient aident	0.719	STRICT	treated	trient aide	S
treat	trient aida	0.670	STRICT	treated	trient aide	S
treat	trient aidé	0.670	STRICT	treated	trient aide	S
treat	trient aider	0.670	STRICT	treated	trient aide	S
treat	trient aidait	0.670	STRICT	treated	trient aide	S
treat	trient aides	0.719	STRICT	treated	trient aide	S
treat	trient aidant	0.670	STRICT	treated	trient aide	S
treat	trient aidez	0.670	STRICT	treated	trient aide	S
treaties	trient aises	0.778	STRICT	treaties	trient aise	S
treaties	trient aisé	0.654	STRICT	treaties	trient aise	S
treaty	trient aises	0.683	STRICT	treaties	trient aise	S
treaty	trient aisé	0.655	STRICT	treaties	trient aise	S
treating	trient ine	0.675	STRICT	treating	trient in	S
treating	trient inez	0.636	STRICT	treating	trient in	S
treating	trient ins	0.545	PASS	treating	trient in	S
treating	trient inés	0.636	STRICT	treating	trient in	S
treating	trient ines	0.675	STRICT	treating	trient in	S
treating	trient ina	0.636	STRICT	treating	trient in	S
treats	trient ine	0.650	STRICT	treating	trient in	S
treats	trient inez	0.615	STRICT	treating	trient in	S
treats	trient ins	0.563	PASS	treating	trient in	S
treats	trient inés	0.615	STRICT	treating	trient in	S
treats	trient ines	0.650	STRICT	treating	trient in	S
treats	trient ina	0.615	STRICT	treating	trient in	S
treat	trient ine	0.695	STRICT	treating	trient in	S
treat	trient inez	0.650	STRICT	treating	trient in	S
treat	trient ins	0.564	PASS	treating	trient in	S
treat	trient inés	0.650	STRICT	treating	trient in	S
treat	trient ines	0.695	STRICT	treating	trient in	S
treat	trient ina	0.650	STRICT	treating	trient in	S
treated	trient ine	0.673	STRICT	treating	trient in	S
treated	trient inez	0.631	STRICT	treating	trient in	S
treated	trient ins	0.545	PASS	treating	trient in	S
treated	trient inés	0.631	STRICT	treating	trient in	S
treated	trient ines	0.673	STRICT	treating	trient in	S
treated	trient ina	0.631	STRICT	treating	trient in	S
trending	traines digne	0.797	STRICT	trending	train digne	S
trending	trainait digne	0.695	STRICT	trending	train digne	S
trending	trains digne	0.618	STRICT	trending	train digne	S
trending	trainer digne	0.695	STRICT	trending	train digne	S
trending	train dignes	0.600	STRICT	trending	train digne	S
trending	trainé digne	0.695	STRICT	trending	train digne	S
trending	trainent digne	0.797	STRICT	trending	train digne	S
trending	trainée digne	0.695	STRICT	trending	train digne	S
trending	traine digne	0.797	STRICT	trending	train digne	S
