en	fr	score	tier	gold_en	gold_fr	src_tier
lap	laper	0.544	PASS	lap	lap	EXPANSION-1
lap	lape	0.730	STRICT	lap	lap	EXPANSION-1
lap	lapé	0.544	PASS	lap	lap	EXPANSION-1
lap	lapait	0.544	PASS	lap	lap	EXPANSION-1
lap	lapant	0.544	PASS	lap	lap	EXPANSION-1
lap	lapent	0.730	STRICT	lap	lap	EXPANSION-1
lap	lapées	0.544	PASS	lap	lap	EXPANSION-1
laps	lapa	0.504	PASS	lap	lap	EXPANSION-1
laps	lapons	0.504	PASS	lap	lap	EXPANSION-1
laps	laper	0.504	PASS	lap	lap	EXPANSION-1
laps	lape	0.544	PASS	lap	lap	EXPANSION-1
laps	lapé	0.504	PASS	lap	lap	EXPANSION-1
laps	lapait	0.504	PASS	lap	lap	EXPANSION-1
laps	lapant	0.504	PASS	lap	lap	EXPANSION-1
laps	lapent	0.544	PASS	lap	lap	EXPANSION-1
laps	lapées	0.504	PASS	lap	lap	EXPANSION-1
lapping	lapa	0.489	PASS	lap	lap	EXPANSION-1
lapping	lapons	0.528	PASS	lap	lap	EXPANSION-1
lapping	laper	0.513	PASS	lap	lap	EXPANSION-1
lapping	lape	0.534	PASS	lap	lap	EXPANSION-1
lapping	lapé	0.513	PASS	lap	lap	EXPANSION-1
lapping	lapait	0.525	PASS	lap	lap	EXPANSION-1
lapping	lapant	0.510	PASS	lap	lap	EXPANSION-1
lapping	lapent	0.534	PASS	lap	lap	EXPANSION-1
lapping	lapées	0.513	PASS	lap	lap	EXPANSION-1
lapped	lapa	0.504	PASS	lap	lap	EXPANSION-1
lapped	lapons	0.510	PASS	lap	lap	EXPANSION-1
lapped	laper	0.504	PASS	lap	lap	EXPANSION-1
lapped	lape	0.544	PASS	lap	lap	EXPANSION-1
lapped	lapé	0.504	PASS	lap	lap	EXPANSION-1
lapped	lapait	0.504	PASS	lap	lap	EXPANSION-1
lapped	lapant	0.510	PASS	lap	lap	EXPANSION-1
lapped	lapent	0.544	PASS	lap	lap	EXPANSION-1
lapped	lapées	0.504	PASS	lap	lap	EXPANSION-1
led	plaide	0.781	STRICT	led	plaides	EXPANSION-1
legend	laide	0.730	STRICT	legend	laides	EXPANSION-1
lent	laine	0.781	STRICT	lent	laines	EXPANSION-1
let	lettrés	0.716	STRICT	let	lettré	EXPANSION-1
let	lettrée	0.716	STRICT	let	lettré	EXPANSION-1
letting	lettrés	0.577	PASS	let	lettré	EXPANSION-1
letting	lettrée	0.577	PASS	let	lettré	EXPANSION-1
lets	lettrés	0.659	STRICT	let	lettré	EXPANSION-1
lets	lettrée	0.659	STRICT	let	lettré	EXPANSION-1
letters	lès	0.645	STRICT	letter	lès	EXPANSION-1
levy	lève	0.781	STRICT	levy	lèves	EXPANSION-1
li	la	0.786	STRICT	li	las	EXPANSION-1
li	laser	0.604	STRICT	li	las	EXPANSION-1
li	lass	0.682	STRICT	li	las	EXPANSION-1
lies	lasse	0.702	STRICT	lies	lasses	EXPANSION-1
lift	loft	0.755	STRICT	lift	lofts	EXPANSION-1
like	laïques	0.787	STRICT	like	laïque	EXPANSION-1
lloyd	lord	0.748	STRICT	lloyd	lords	EXPANSION-1
log	longue	0.730	STRICT	log	longues	EXPANSION-1
looter	lourd	1.000	STRICT	looter	lourds	EXPANSION-1
lord	laure	0.781	STRICT	lords	laure	EXPANSION-1
lost	lotte	0.781	STRICT	lost	lottes	EXPANSION-1
lou	loup	1.000	STRICT	lou	loups	EXPANSION-1
mac	mac	0.730	STRICT	mac	macs	EXPANSION-1
macro	macro	0.719	STRICT	macro	macros	EXPANSION-1
macro	macross	0.590	PASS	macro	macros	EXPANSION-1
macros	macross	0.605	STRICT	macro	macros	EXPANSION-1
main	mène	0.706	STRICT	main	mènes	EXPANSION-1
manly	mali	0.719	STRICT	manlier	mali	EXPANSION-1
many	mène	0.781	STRICT	many	mènes	EXPANSION-1
marina	marines	0.708	STRICT	marina	marine	EXPANSION-1
marina	marina	0.676	STRICT	marina	marine	EXPANSION-1
marina	mariner	0.676	STRICT	marina	marine	EXPANSION-1
marina	mariné	0.676	STRICT	marina	marine	EXPANSION-1
marina	marinait	0.686	STRICT	marina	marine	EXPANSION-1
marinas	marina	0.637	STRICT	marina	marine	EXPANSION-1
marinas	mariner	0.637	STRICT	marina	marine	EXPANSION-1
marinas	mariné	0.637	STRICT	marina	marine	EXPANSION-1
marinas	marinait	0.646	STRICT	marina	marine	EXPANSION-1
mate	mette	0.706	STRICT	mate	mettes	EXPANSION-1
matter	mare	0.730	STRICT	matter	mares	EXPANSION-1
mean	miniers	0.743	STRICT	mean	minier	EXPANSION-1
means	miniers	0.680	STRICT	mean	minier	EXPANSION-1
meant	miniers	0.489	PASS	mean	minier	EXPANSION-1
meaning	miniers	0.683	STRICT	mean	minier	EXPANSION-1
meanest	miniers	0.643	STRICT	mean	minier	EXPANSION-1
meaner	miniers	0.743	STRICT	mean	minier	EXPANSION-1
mean	minion	0.743	STRICT	mean	minions	EXPANSION-1
means	minion	0.690	STRICT	mean	minions	EXPANSION-1
meant	minion	0.494	PASS	mean	minions	EXPANSION-1
meaning	minion	0.695	STRICT	mean	minions	EXPANSION-1
meanest	minion	0.639	STRICT	mean	minions	EXPANSION-1
meaner	minion	0.743	STRICT	mean	minions	EXPANSION-1
med	mais	0.716	STRICT	med	mai	EXPANSION-1
med	maia	0.645	STRICT	med	mai	EXPANSION-1
med	maier	0.651	STRICT	med	mai	EXPANSION-1
med	maie	0.716	STRICT	med	mai	EXPANSION-1
med	maies	0.716	STRICT	med	mai	EXPANSION-1
member	mêmes	0.781	STRICT	member	même	EXPANSION-1
memories	maîtrise	0.803	STRICT	memories	maîtrises	EXPANSION-1
memories	méprise	0.748	STRICT	memories	méprises	EXPANSION-1
mercy	messie	0.785	STRICT	mercy	messies	EXPANSION-1
meta	me	0.660	STRICT	meta	mer	EXPANSION-1
meta	ma	0.505	PASS	meta	mer	EXPANSION-1
meta	mes	0.538	PASS	meta	mer	EXPANSION-1
meta	mai	0.680	STRICT	meta	mer	EXPANSION-1
meta	ment	0.483	PASS	meta	mer	EXPANSION-1
meta	mers	0.833	STRICT	meta	mer	EXPANSION-1
meta	mons	0.505	PASS	meta	mer	EXPANSION-1
meta	mere	0.591	PASS	meta	mer	EXPANSION-1
meta	mé	0.538	PASS	meta	mer	EXPANSION-1
meta	meres	0.591	PASS	meta	mer	EXPANSION-1
meta	mée	0.538	PASS	meta	mer	EXPANSION-1
meta	mera	0.555	PASS	meta	mer	EXPANSION-1
metro	mètres	0.791	STRICT	metro	mètre	EXPANSION-1
micro	macro	0.786	STRICT	micro	macros	EXPANSION-1
micro	macross	0.657	STRICT	micro	macros	EXPANSION-1
miffy	méfie	0.770	STRICT	miffy	méfies	EXPANSION-1
mod	mande	0.730	STRICT	mod	mandes	EXPANSION-1
mole	môle	0.833	STRICT	mole	môles	EXPANSION-1
mood	mou	0.716	STRICT	mood	mous	EXPANSION-1
mood	mouse	0.710	STRICT	mood	mous	EXPANSION-1
mood	mouss	0.690	STRICT	mood	mous	EXPANSION-1
moods	mouse	0.781	STRICT	mood	mous	EXPANSION-1
moods	mouss	0.655	STRICT	mood	mous	EXPANSION-1
moore	maure	0.730	STRICT	moore	maures	EXPANSION-1
moron	morne	0.822	STRICT	moron	mornes	EXPANSION-1
morris	morse	0.852	STRICT	morris	morses	EXPANSION-1
mosh	mâche	0.740	STRICT	mosh	mâches	EXPANSION-1
move	mou	0.716	STRICT	move	mous	EXPANSION-1
move	mouse	0.700	STRICT	move	mous	EXPANSION-1
move	mouss	0.681	STRICT	move	mous	EXPANSION-1
moving	mouse	0.616	STRICT	move	mous	EXPANSION-1
moving	mouss	0.604	STRICT	move	mous	EXPANSION-1
moved	mouse	0.640	STRICT	move	mous	EXPANSION-1
moved	mouss	0.625	STRICT	move	mous	EXPANSION-1
moves	mouse	0.781	STRICT	move	mous	EXPANSION-1
moves	mouss	0.655	STRICT	move	mous	EXPANSION-1
mum	môme	0.730	STRICT	mum	mômes	EXPANSION-1
my	mât	0.786	STRICT	my	mâts	EXPANSION-1
mys	masse	0.702	STRICT	mys	masses	EXPANSION-1
netty	nerf	0.781	STRICT	netty	nerfs	EXPANSION-1
ni	na	0.786	STRICT	ni	nas	EXPANSION-1
ni	nasa	0.617	STRICT	ni	nas	EXPANSION-1
ni	nase	0.682	STRICT	ni	nas	EXPANSION-1
ni	nass	0.682	STRICT	ni	nas	EXPANSION-1
ni	nases	0.682	STRICT	ni	nas	EXPANSION-1
nick	nique	0.733	STRICT	nick	niques	EXPANSION-1
nixed	mixte	0.710	STRICT	nixed	mixtes	EXPANSION-1
no	nos	0.786	STRICT	no	no	EXPANSION-1
no	noé	0.538	PASS	no	no	EXPANSION-1
no	nox	0.505	PASS	no	no	EXPANSION-1
no	noa	0.680	STRICT	no	no	EXPANSION-1
no	noe	0.618	STRICT	no	no	EXPANSION-1
northeast	nordistes	0.849	STRICT	northeast	nordiste	EXPANSION-1
now	nasa	0.617	STRICT	now	nas	EXPANSION-1
now	nase	0.682	STRICT	now	nas	EXPANSION-1
now	nass	0.682	STRICT	now	nas	EXPANSION-1
now	nases	0.682	STRICT	now	nas	EXPANSION-1
ochrey	écris	0.763	STRICT	ochrey	écri	EXPANSION-1
ochrey	écrie	0.763	STRICT	ochrey	écri	EXPANSION-1
ochrey	écria	0.610	STRICT	ochrey	écri	EXPANSION-1
ochrey	écrié	0.610	STRICT	ochrey	écri	EXPANSION-1
ochrey	écrier	0.610	STRICT	ochrey	écri	EXPANSION-1
ochrey	écriant	0.610	STRICT	ochrey	écri	EXPANSION-1
ochrey	écrient	0.763	STRICT	ochrey	écri	EXPANSION-1
ochrey	écriait	0.610	STRICT	ochrey	écri	EXPANSION-1
ochrey	écriée	0.610	STRICT	ochrey	écri	EXPANSION-1
ochrey	écriaient	0.610	STRICT	ochrey	écri	EXPANSION-1
ochrey	écriai	0.610	STRICT	ochrey	écri	EXPANSION-1
ochrey	écriés	0.610	STRICT	ochrey	écri	EXPANSION-1
offs	offense	0.781	STRICT	offs	offenses	EXPANSION-1
or	or	1.000	STRICT	or	ors	EXPANSION-1
organic	organiques	0.734	STRICT	organic	organique	EXPANSION-1
orgasm	orgasme	0.737	STRICT	orgasm	orgasmes	EXPANSION-1
owl	halle	0.786	STRICT	owl	halles	EXPANSION-1
pain	peine	0.706	STRICT	pain	peines	EXPANSION-1
pal	pâle	0.730	STRICT	pal	pâles	EXPANSION-1
pale	pelle	0.706	STRICT	pale	pelles	EXPANSION-1
pale	pl	0.785	STRICT	paler	pl	EXPANSION-1
pappy	pipi	0.804	STRICT	pappy	pipis	EXPANSION-1
parker	parce	0.496	PASS	parker	parc	EXPANSION-1
parker	parcs	0.793	STRICT	parker	parc	EXPANSION-1
parties	prises	0.763	STRICT	parties	prise	EXPANSION-1
parties	prisé	0.641	STRICT	parties	prise	EXPANSION-1
parties	prisent	0.763	STRICT	parties	prise	EXPANSION-1
parties	priser	0.641	STRICT	parties	prise	EXPANSION-1
parties	prisait	0.641	STRICT	parties	prise	EXPANSION-1
parties	prisez	0.641	STRICT	parties	prise	EXPANSION-1
party	prisé	0.542	PASS	parties	prise	EXPANSION-1
party	prisent	0.577	PASS	parties	prise	EXPANSION-1
party	priser	0.542	PASS	parties	prise	EXPANSION-1
party	prisait	0.532	PASS	parties	prise	EXPANSION-1
party	prisez	0.542	PASS	parties	prise	EXPANSION-1
partying	prisé	0.523	PASS	parties	prise	EXPANSION-1
partying	prisent	0.541	PASS	parties	prise	EXPANSION-1
partying	priser	0.523	PASS	parties	prise	EXPANSION-1
partying	prisait	0.530	PASS	parties	prise	EXPANSION-1
partying	prisez	0.523	PASS	parties	prise	EXPANSION-1
partied	prisé	0.547	PASS	parties	prise	EXPANSION-1
partied	prisent	0.577	PASS	parties	prise	EXPANSION-1
partied	priser	0.547	PASS	parties	prise	EXPANSION-1
partied	prisait	0.547	PASS	parties	prise	EXPANSION-1
partied	prisez	0.547	PASS	parties	prise	EXPANSION-1
paste	péquiste	0.764	STRICT	paste	péquistes	EXPANSION-1
pattie	pari	0.785	STRICT	pattie	paris	EXPANSION-1
pattie	parise	0.628	STRICT	pattie	paris	EXPANSION-1
pawed	pote	0.730	STRICT	paw	pote	EXPANSION-1
pd	pythie	0.785	STRICT	pd	pythies	EXPANSION-1
peas	bise	0.730	STRICT	peas	bises	EXPANSION-1
peer	pires	0.733	STRICT	peer	pire	EXPANSION-1
pennies	pénis	0.529	PASS	penny	pénis	EXPANSION-1
pet	prêter	0.616	STRICT	pet	prête	EXPANSION-1
pet	prêté	0.616	STRICT	pet	prête	EXPANSION-1
pet	prêtes	0.781	STRICT	pet	prête	EXPANSION-1
pet	prêtent	0.781	STRICT	pet	prête	EXPANSION-1
pet	prêtant	0.616	STRICT	pet	prête	EXPANSION-1
pet	prêtait	0.616	STRICT	pet	prête	EXPANSION-1
pet	prêtez	0.616	STRICT	pet	prête	EXPANSION-1
pet	prêta	0.616	STRICT	pet	prête	EXPANSION-1
pets	prêter	0.577	PASS	pet	prête	EXPANSION-1
pets	prêté	0.577	PASS	pet	prête	EXPANSION-1
pets	prêtant	0.577	PASS	pet	prête	EXPANSION-1
pets	prêtait	0.577	PASS	pet	prête	EXPANSION-1
pets	prêtez	0.577	PASS	pet	prête	EXPANSION-1
pets	prêta	0.577	PASS	pet	prête	EXPANSION-1
petting	prêtant	0.474	PASS	pet	prête	EXPANSION-1
petted	prêter	0.476	PASS	pet	prête	EXPANSION-1
petted	prêté	0.476	PASS	pet	prête	EXPANSION-1
petted	prêtant	0.476	PASS	pet	prête	EXPANSION-1
petted	prêtait	0.476	PASS	pet	prête	EXPANSION-1
petted	prêtez	0.476	PASS	pet	prête	EXPANSION-1
petted	prêta	0.476	PASS	pet	prête	EXPANSION-1
petty	permis	0.822	STRICT	petty	permi	EXPANSION-1
phrase	frise	0.758	STRICT	phrase	frises	EXPANSION-1
pic	pique	0.733	STRICT	pic	piques	EXPANSION-1
piece	puissant	0.616	STRICT	piece	puisse	EXPANSION-1
piece	puissent	0.781	STRICT	piece	puisse	EXPANSION-1
piece	puisses	0.781	STRICT	piece	puisse	EXPANSION-1
pieces	puissant	0.577	PASS	piece	puisse	EXPANSION-1
pieces	puissent	0.616	STRICT	piece	puisse	EXPANSION-1
pieced	puissant	0.582	PASS	piece	puisse	EXPANSION-1
pieced	puissent	0.616	STRICT	piece	puisse	EXPANSION-1
piecing	puissant	0.575	PASS	piece	puisse	EXPANSION-1
piecing	puissent	0.602	STRICT	piece	puisse	EXPANSION-1
piece	épices	0.781	STRICT	piece	épice	EXPANSION-1
piece	épicé	0.616	STRICT	piece	épice	EXPANSION-1
piece	épicer	0.616	STRICT	piece	épice	EXPANSION-1
pieces	épicé	0.562	PASS	piece	épice	EXPANSION-1
pieces	épicer	0.562	PASS	piece	épice	EXPANSION-1
pieced	épicé	0.577	PASS	piece	épice	EXPANSION-1
pieced	épicer	0.577	PASS	piece	épice	EXPANSION-1
piecing	épicé	0.577	PASS	piece	épice	EXPANSION-1
piecing	épicer	0.577	PASS	piece	épice	EXPANSION-1
pit	pète	0.730	STRICT	pit	pètes	EXPANSION-1
planned	plaide	0.707	STRICT	planned	plaides	EXPANSION-1
plead	pliée	0.703	STRICT	plead	plier	EXPANSION-1
plead	pliés	0.703	STRICT	plead	plier	EXPANSION-1
plead	pliées	0.703	STRICT	plead	plier	EXPANSION-1
plead	pliera	0.671	STRICT	plead	plier	EXPANSION-1
plead	pliaient	0.703	STRICT	plead	plier	EXPANSION-1
pleaded	pliée	0.653	STRICT	plead	plier	EXPANSION-1
pleaded	pliés	0.653	STRICT	plead	plier	EXPANSION-1
pleaded	pliées	0.653	STRICT	plead	plier	EXPANSION-1
pleaded	pliera	0.630	STRICT	plead	plier	EXPANSION-1
pleaded	pliaient	0.653	STRICT	plead	plier	EXPANSION-1
pleading	pliée	0.660	STRICT	plead	plier	EXPANSION-1
pleading	pliés	0.660	STRICT	plead	plier	EXPANSION-1
pleading	pliées	0.660	STRICT	plead	plier	EXPANSION-1
pleading	pliera	0.606	STRICT	plead	plier	EXPANSION-1
pleading	pliaient	0.670	STRICT	plead	plier	EXPANSION-1
pleads	pliée	0.653	STRICT	plead	plier	EXPANSION-1
pleads	pliés	0.653	STRICT	plead	plier	EXPANSION-1
pleads	pliées	0.653	STRICT	plead	plier	EXPANSION-1
pleads	pliera	0.630	STRICT	plead	plier	EXPANSION-1
pleads	pliaient	0.653	STRICT	plead	plier	EXPANSION-1
pled	pliée	0.606	STRICT	plead	plier	EXPANSION-1
pled	pliés	0.606	STRICT	plead	plier	EXPANSION-1
pled	pliées	0.606	STRICT	plead	plier	EXPANSION-1
pled	pliera	0.556	PASS	plead	plier	EXPANSION-1
pled	pliaient	0.616	STRICT	plead	plier	EXPANSION-1
plead	pliante	0.719	STRICT	plead	pliant	EXPANSION-1
plead	pliantes	0.719	STRICT	plead	pliant	EXPANSION-1
plead	pliants	0.734	STRICT	plead	pliant	EXPANSION-1
pleaded	pliante	0.685	STRICT	plead	pliant	EXPANSION-1
pleaded	pliantes	0.685	STRICT	plead	pliant	EXPANSION-1
pleaded	pliants	0.683	STRICT	plead	pliant	EXPANSION-1
pleading	pliante	0.654	STRICT	plead	pliant	EXPANSION-1
pleading	pliantes	0.654	STRICT	plead	pliant	EXPANSION-1
pleading	pliants	0.658	STRICT	plead	pliant	EXPANSION-1
pleads	pliante	0.670	STRICT	plead	pliant	EXPANSION-1
pleads	pliantes	0.670	STRICT	plead	pliant	EXPANSION-1
pleads	pliants	0.683	STRICT	plead	pliant	EXPANSION-1
pled	pliante	0.604	STRICT	plead	pliant	EXPANSION-1
pled	pliantes	0.604	STRICT	plead	pliant	EXPANSION-1
pled	pliants	0.610	STRICT	plead	pliant	EXPANSION-1
please	pliera	0.671	STRICT	please	plier	EXPANSION-1
please	pliaient	0.703	STRICT	please	plier	EXPANSION-1
pleased	pliera	0.630	STRICT	please	plier	EXPANSION-1
pleased	pliaient	0.653	STRICT	please	plier	EXPANSION-1
pleasing	pliera	0.606	STRICT	please	plier	EXPANSION-1
pleasing	pliaient	0.670	STRICT	please	plier	EXPANSION-1
pleases	pliera	0.630	STRICT	please	plier	EXPANSION-1
pleases	pliaient	0.653	STRICT	please	plier	EXPANSION-1
please	pliante	0.695	STRICT	please	pliant	EXPANSION-1
please	pliantes	0.695	STRICT	please	pliant	EXPANSION-1
please	pliants	0.716	STRICT	please	pliant	EXPANSION-1
pleased	pliante	0.670	STRICT	please	pliant	EXPANSION-1
pleased	pliantes	0.670	STRICT	please	pliant	EXPANSION-1
pleased	pliants	0.683	STRICT	please	pliant	EXPANSION-1
pleasing	pliante	0.637	STRICT	please	pliant	EXPANSION-1
pleasing	pliantes	0.637	STRICT	please	pliant	EXPANSION-1
pleasing	pliants	0.658	STRICT	please	pliant	EXPANSION-1
pleases	pliante	0.650	STRICT	please	pliant	EXPANSION-1
pleases	pliantes	0.650	STRICT	please	pliant	EXPANSION-1
pleases	pliants	0.668	STRICT	please	pliant	EXPANSION-1
pleasure	plaisante	0.660	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisanter	0.624	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisantes	0.660	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisantant	0.624	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisantait	0.624	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisants	0.707	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisanté	0.624	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisantez	0.624	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisantent	0.660	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisantaient	0.624	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plaisantai	0.624	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisante	0.646	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisanter	0.612	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisantes	0.646	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisantant	0.612	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisantait	0.612	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisants	0.680	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisanté	0.612	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisantez	0.612	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisantent	0.646	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisantaient	0.612	STRICT	pleasure	plaisant	EXPANSION-1
pleasures	plaisantai	0.612	STRICT	pleasure	plaisant	EXPANSION-1
pleasuring	plaisante	0.590	PASS	pleasure	plaisant	EXPANSION-1
pleasuring	plaisanter	0.566	PASS	pleasure	plaisant	EXPANSION-1
pleasuring	plaisantes	0.590	PASS	pleasure	plaisant	EXPANSION-1
pleasuring	plaisantant	0.556	PASS	pleasure	plaisant	EXPANSION-1
pleasuring	plaisantait	0.568	PASS	pleasure	plaisant	EXPANSION-1
pleasuring	plaisants	0.618	STRICT	pleasure	plaisant	EXPANSION-1
pleasuring	plaisanté	0.566	PASS	pleasure	plaisant	EXPANSION-1
pleasuring	plaisantez	0.566	PASS	pleasure	plaisant	EXPANSION-1
pleasuring	plaisantent	0.590	PASS	pleasure	plaisant	EXPANSION-1
pleasuring	plaisantaient	0.568	PASS	pleasure	plaisant	EXPANSION-1
pleasuring	plaisantai	0.566	PASS	pleasure	plaisant	EXPANSION-1
pleasured	plaisante	0.666	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisanter	0.629	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisantes	0.666	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisantant	0.629	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisantait	0.629	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisants	0.675	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisanté	0.629	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisantez	0.629	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisantent	0.666	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisantaient	0.629	STRICT	pleasure	plaisant	EXPANSION-1
pleasured	plaisantai	0.629	STRICT	pleasure	plaisant	EXPANSION-1
pleasure	plais	0.781	STRICT	pleasures	plais	EXPANSION-1
pleat	plie	0.781	STRICT	pleat	plier	EXPANSION-1
pleat	pliée	0.716	STRICT	pleat	plier	EXPANSION-1
pleat	pliés	0.716	STRICT	pleat	plier	EXPANSION-1
pleat	pliées	0.716	STRICT	pleat	plier	EXPANSION-1
pleat	pliera	0.659	STRICT	pleat	plier	EXPANSION-1
pleat	pliaient	0.716	STRICT	pleat	plier	EXPANSION-1
pleated	pliée	0.665	STRICT	pleat	plier	EXPANSION-1
pleated	pliés	0.665	STRICT	pleat	plier	EXPANSION-1
pleated	pliées	0.665	STRICT	pleat	plier	EXPANSION-1
pleated	pliera	0.763	STRICT	pleat	plier	EXPANSION-1
pleated	pliaient	0.665	STRICT	pleat	plier	EXPANSION-1
pleats	pliée	0.668	STRICT	pleat	plier	EXPANSION-1
pleats	pliés	0.668	STRICT	pleat	plier	EXPANSION-1
pleats	pliées	0.668	STRICT	pleat	plier	EXPANSION-1
pleats	pliera	0.620	STRICT	pleat	plier	EXPANSION-1
pleats	pliaient	0.668	STRICT	pleat	plier	EXPANSION-1
pleating	pliée	0.660	STRICT	pleat	plier	EXPANSION-1
pleating	pliés	0.660	STRICT	pleat	plier	EXPANSION-1
pleating	pliées	0.660	STRICT	pleat	plier	EXPANSION-1
pleating	pliera	0.733	STRICT	pleat	plier	EXPANSION-1
pleating	pliaient	0.670	STRICT	pleat	plier	EXPANSION-1
pleat	pliante	0.822	STRICT	pleat	pliant	EXPANSION-1
pleat	pliantes	0.822	STRICT	pleat	pliant	EXPANSION-1
pleat	pliants	0.722	STRICT	pleat	pliant	EXPANSION-1
pleated	pliante	0.670	STRICT	pleat	pliant	EXPANSION-1
pleated	pliantes	0.670	STRICT	pleat	pliant	EXPANSION-1
pleated	pliants	0.683	STRICT	pleat	pliant	EXPANSION-1
pleats	pliante	0.680	STRICT	pleat	pliant	EXPANSION-1
pleats	pliantes	0.680	STRICT	pleat	pliant	EXPANSION-1
pleats	pliants	0.673	STRICT	pleat	pliant	EXPANSION-1
pleating	pliante	0.622	STRICT	pleat	pliant	EXPANSION-1
pleating	pliantes	0.622	STRICT	pleat	pliant	EXPANSION-1
pleating	pliants	0.658	STRICT	pleat	pliant	EXPANSION-1
plenty	pleines	0.763	STRICT	plenty	pleine	EXPANSION-1
posh	poche	0.681	STRICT	posh	poches	EXPANSION-1
possessed	peste	0.783	STRICT	possessed	pestes	EXPANSION-1
pottery	pari	0.725	STRICT	pottery	paris	EXPANSION-1
pottery	parise	0.592	PASS	pottery	paris	EXPANSION-1
potteries	parise	0.768	STRICT	pottery	paris	EXPANSION-1
pp	pis	0.824	STRICT	pp	pi	EXPANSION-1
pp	pie	0.824	STRICT	pp	pi	EXPANSION-1
pp	pions	0.473	PASS	pp	pi	EXPANSION-1
pp	pier	0.533	PASS	pp	pi	EXPANSION-1
pp	pia	0.503	PASS	pp	pi	EXPANSION-1
pp	pies	0.824	STRICT	pp	pi	EXPANSION-1
pp	pix	0.591	PASS	pp	pi	EXPANSION-1
pr	pires	0.781	STRICT	pr	pire	EXPANSION-1
precede	préside	0.756	STRICT	precede	présides	EXPANSION-1
pressers	pressée	0.756	STRICT	pressers	pressé	EXPANSION-1
pressers	pressés	0.756	STRICT	pressers	pressé	EXPANSION-1
pressers	pressées	0.756	STRICT	pressers	pressé	EXPANSION-1
pressers	presse	0.822	STRICT	pressers	presses	EXPANSION-1
pressers	pressaient	0.756	STRICT	pressers	presser	EXPANSION-1
pressers	pressentait	0.700	STRICT	pressers	pressent	EXPANSION-1
pressers	pressentant	0.700	STRICT	pressers	pressent	EXPANSION-1
pressers	pressentaient	0.700	STRICT	pressers	pressent	EXPANSION-1
pressers	pressante	0.743	STRICT	pressers	pressant	EXPANSION-1
pressers	pressants	0.763	STRICT	pressers	pressant	EXPANSION-1
pressers	pressantes	0.743	STRICT	pressers	pressant	EXPANSION-1
pride	parade	0.708	STRICT	pride	parades	EXPANSION-1
programs	programmes	0.627	STRICT	program	programmes	EXPANSION-1
program	programmé	0.627	STRICT	program	programme	EXPANSION-1
program	programmer	0.627	STRICT	program	programme	EXPANSION-1
program	programmant	0.627	STRICT	program	programme	EXPANSION-1
program	programmez	0.627	STRICT	program	programme	EXPANSION-1
program	programment	0.627	STRICT	program	programme	EXPANSION-1
program	programmait	0.627	STRICT	program	programme	EXPANSION-1
programs	programmé	0.596	PASS	program	programme	EXPANSION-1
programs	programmer	0.596	PASS	program	programme	EXPANSION-1
programs	programmant	0.599	PASS	program	programme	EXPANSION-1
programs	programmez	0.596	PASS	program	programme	EXPANSION-1
programs	programment	0.599	PASS	program	programme	EXPANSION-1
programs	programmait	0.596	PASS	program	programme	EXPANSION-1
programing	programmé	0.588	PASS	program	programme	EXPANSION-1
programing	programmer	0.588	PASS	program	programme	EXPANSION-1
programing	programmant	0.586	PASS	program	programme	EXPANSION-1
programing	programmez	0.588	PASS	program	programme	EXPANSION-1
programing	programment	0.586	PASS	program	programme	EXPANSION-1
programing	programmait	0.594	PASS	program	programme	EXPANSION-1
programed	programmé	0.582	PASS	program	programme	EXPANSION-1
programed	programmer	0.582	PASS	program	programme	EXPANSION-1
programed	programmant	0.595	PASS	program	programme	EXPANSION-1
