tier	combo	coverage	coherence	uses_filler	novel	en	fr
B	0.716	0.67	0.403	0	0	leave	lie
B	0.716	0.67	0.432	0	0	blue	bout
B	0.716	1.0	0.399	0	0	sexual	sexuelle
B	0.716	0.78	0.597	1	1	agencies	et on sise
B	0.716	0.67	0.296	0	0	eggs	aise
B	0.716	0.8	0.17	0	0	partly	pâlit
B	0.716	0.7	0.516	0	0	explaining	explique
B	0.716	0.67	0.432	0	0	blew	bout
B	0.715	0.82	0.135	0	1	engineering	engineering
B	0.715	0.83	0.523	1	0	hungry	un gris
B	0.715	0.67	0.42	0	0	physics	fixe
B	0.715	0.67	0.321	0	0	trains	treize
B	0.715	0.67	0.244	0	0	planes	plaise
B	0.714	0.75	0.459	0	0	concepts	concept
B	0.714	0.67	0.408	1	0	integrity	et aigri
B	0.714	0.67	0.316	0	0	chronic	crack
B	0.714	0.83	0.474	1	0	retreat	et rite
B	0.713	0.67	0.365	0	0	prison	prenne
B	0.713	1.0	0.466	0	0	fixed	textes
B	0.713	1.0	0.296	0	0	neck	nique
B	0.713	0.67	0.509	1	0	categories	et grise
B	0.712	1.0	0.545	0	0	problem	problèmes
B	0.712	0.67	0.495	0	0	started	stade
B	0.712	0.67	0.27	0	0	monster	monnaie
B	0.712	0.88	0.263	0	0	distinct	distinctes
B	0.711	0.75	0.426	0	0	example	exemples
B	0.711	0.67	0.442	0	0	placed	plate
B	0.711	0.83	0.422	0	0	battery	batterie
B	0.711	0.67	0.686	0	0	plates	place
B	0.711	0.67	0.273	0	0	clinic	clic
B	0.71	1.0	0.233	0	0	these	disent
B	0.71	1.0	0.376	0	0	should	chaude
B	0.71	1.0	0.045	0	0	look	loque
B	0.71	1.0	0.095	0	0	thought	sotte
B	0.71	0.75	0.369	0	0	news	douze
B	0.71	1.0	0.21	0	0	early	allie
B	0.71	1.0	0.482	0	0	girl	gueule
B	0.71	1.0	0.17	0	0	laws	loge
B	0.71	1.0	0.233	0	0	ran	reines
B	0.71	1.0	0.333	0	0	fat	faites
B	0.71	1.0	0.427	0	0	firm	femme
B	0.71	1.0	0.459	0	0	cat	quitte
B	0.71	0.67	0.562	0	0	classes	close
B	0.71	0.75	0.397	0	0	existing	existent
B	0.71	1.0	0.576	0	0	sat	cette
B	0.71	1.0	0.325	0	0	shirt	chatte
B	0.71	1.0	0.101	0	0	theme	cime
B	0.71	1.0	0.214	0	0	teeth	tite
B	0.71	1.0	0.133	0	0	ban	benne
B	0.71	1.0	0.127	0	0	gap	guêpes
B	0.71	0.75	0.474	0	0	server	savent
B	0.71	1.0	0.17	0	0	mall	mêle
B	0.71	1.0	0.407	0	0	ton	tonnes
B	0.71	0.9	0.296	0	0	acceptable	acceptable
B	0.71	0.75	0.655	0	0	lover	love
B	0.71	0.75	0.388	0	0	rubber	robe
B	0.71	1.0	0.489	0	0	shed	chaîne
B	0.71	1.0	0.359	0	0	duck	doc
B	0.71	1.0	0.0	0	0	lap	lippe
B	0.71	1.0	0.143	0	0	beam	mime
B	0.71	1.0	0.359	0	0	curve	cave
B	0.71	1.0	0.442	0	0	mud	mode
B	0.709	0.67	0.432	0	0	stage	stage
B	0.709	0.67	0.214	0	0	traffic	traque
B	0.709	0.88	0.256	0	0	excellent	excellentes
B	0.709	0.67	0.442	0	0	planet	plate
B	0.709	0.67	0.449	0	0	procedures	précise
B	0.709	0.75	0.34	0	0	collecting	collecte
B	0.709	0.75	0.2	0	0	connecting	connecte
B	0.708	0.83	0.455	0	0	local	local
B	0.708	0.83	0.0	0	0	final	fanal
B	0.708	1.0	0.29	0	0	protected	protecteur
B	0.708	1.0	0.579	0	0	teen	fine
B	0.708	0.83	0.237	0	1	vocal	vocale
B	0.708	0.83	0.085	0	1	bacon	bécane
B	0.708	0.83	0.588	0	0	elderly	s lie
B	0.707	0.64	0.137	0	0	experience	expiré
B	0.707	0.83	0.449	1	0	herself	et elfes
B	0.707	0.8	0.453	0	0	electronic	électrique
B	0.707	0.62	0.422	0	0	memorial	moral
B	0.707	0.71	0.369	0	0	privacy	précis
B	0.707	0.83	0.27	0	0	triple	triple
B	0.707	0.8	0.122	0	0	ranks	rixe
B	0.707	0.75	0.426	0	0	accepting	accepte
B	0.706	0.75	0.568	0	0	make	mec
B	0.706	0.75	0.047	0	0	take	teck
B	0.706	0.75	0.196	0	0	same	sème
B	0.706	0.75	0.338	0	0	better	bêtes
B	0.706	0.75	0.281	0	0	play	plaie
B	0.706	0.75	0.428	0	0	case	caisse
B	0.706	0.75	0.296	0	0	face	fesse
B	0.706	0.75	0.347	0	0	main	mène
B	0.706	0.75	0.316	0	0	road	rode
B	0.706	0.75	0.426	0	0	date	dette
B	0.706	0.6	0.281	0	0	player	plaie
B	0.706	0.75	0.156	0	0	save	sève
B	0.706	0.75	0.461	0	0	base	baisse
B	0.706	0.75	0.437	0	0	pain	peine
B	0.706	0.75	0.369	0	0	sale	celle
B	0.706	0.75	0.143	0	0	gain	gaine
B	0.706	0.75	0.526	0	0	soul	sol
B	0.706	0.75	0.524	0	0	technical	technique
B	0.706	0.75	0.319	0	0	boat	bottes
B	0.706	0.67	0.686	0	0	plants	place
B	0.706	0.75	0.233	0	0	rain	reines
B	0.706	0.75	0.357	0	0	bowl	bol
B	0.706	0.75	0.442	0	0	mode	mode
B	0.706	0.62	0.309	0	0	recommend	remède
B	0.706	1.0	0.438	0	1	brazil	brésil
B	0.706	0.75	0.233	0	0	lane	laine
B	0.706	0.75	0.347	0	0	laid	laide
B	0.706	0.6	0.526	0	0	solar	sol
B	0.706	0.75	0.392	0	0	coal	col
B	0.706	0.75	0.407	0	0	tone	tonnes
B	0.706	0.75	0.451	0	0	bone	bonne
B	0.706	0.75	0.164	0	0	gate	guette
B	0.706	0.75	0.394	0	0	pope	pop
B	0.706	0.8	0.363	0	0	merely	mali
B	0.706	0.75	0.333	0	0	fate	faites
B	0.706	0.75	0.487	0	0	tail	tels
B	0.706	0.75	0.338	0	0	shake	chèque
B	0.706	1.0	0.17	0	0	relax	relax
B	0.706	0.75	0.526	0	0	sole	sol
B	0.706	0.75	0.487	0	0	tale	tels
B	0.706	0.6	0.57	0	0	executed	excuse
B	0.706	0.6	0.363	0	0	poem	pomme
B	0.706	0.6	0.315	0	0	baker	bec
B	0.706	0.6	0.568	0	0	maker	mec
B	0.706	0.75	0.294	0	0	raid	raid
B	0.706	0.75	0.392	0	1	cole	col
B	0.706	0.67	0.369	0	0	grants	grâce
B	0.705	0.71	0.085	0	0	gravity	gravi
B	0.704	0.67	0.485	0	0	board	beau
B	0.704	0.71	0.41	0	0	affected	affect
B	0.704	0.67	0.503	0	0	ford	faut
B	0.704	0.67	0.233	0	0	lyrics	lynx
B	0.704	0.71	0.466	0	0	derived	drive
B	0.704	0.67	0.485	0	0	bored	beau
B	0.704	0.83	0.17	0	0	vessels	vaisselle
B	0.703	0.75	0.5	0	0	land	land
B	0.703	0.75	0.296	0	0	dance	dense
B	0.702	0.75	0.17	0	0	life	lave
B	0.702	0.75	0.379	0	0	died	date
B	0.702	0.75	0.235	0	0	rate	rite
B	0.702	0.86	0.572	0	0	countries	country
B	0.702	0.75	0.263	0	0	size	sas
B	0.702	0.6	0.296	0	0	paper	pipe
B	0.702	0.75	0.361	0	0	boys	boss
B	0.702	0.75	0.202	0	0	wide	watts
B	0.702	0.67	0.817	1	0	hotel	est elle
B	0.702	0.75	0.17	0	0	guide	gâte
B	0.702	0.6	0.428	0	0	powers	passent
B	0.702	0.75	0.551	0	1	businesses	business
B	0.702	0.75	0.359	0	0	fail	file
B	0.702	0.71	0.466	0	0	drivers	drive
B	0.702	0.75	0.17	0	0	noise	noce
B	0.702	0.75	0.296	0	0	rape	ripe
B	0.702	0.67	0.296	0	0	structures	stretch
B	0.702	0.75	0.49	0	0	tape	type
B	0.702	0.67	0.455	0	0	lowest	lest
B	0.702	0.86	0.403	0	0	designs	design
B	0.702	0.75	0.233	0	0	ties	tasse
B	0.702	0.83	0.466	0	0	drives	drive
B	0.702	0.75	0.152	0	0	pays	pise
B	0.702	0.6	0.338	0	0	powder	pâte
B	0.702	0.6	0.338	0	0	powered	pâte
B	0.702	0.75	0.17	0	0	nail	nil
B	0.702	0.67	0.302	0	1	blowing	bloque
B	0.702	0.88	0.296	0	0	tragedy	tragédie
B	0.702	0.67	0.388	0	0	electoral	lecteur
B	0.702	0.78	0.273	0	0	reflected	réflexe
B	0.702	0.83	0.223	0	0	closure	clocher
B	0.701	0.6	0.231	0	0	letters	lès
B	0.701	0.67	0.363	0	0	mainly	mali
B	0.701	0.83	0.27	0	0	perceived	passive
B	0.7	1.0	0.0	0	0	god	godes
B	0.7	1.0	0.374	0	0	bad	bandes
B	0.7	0.67	0.432	0	0	county	quasi
B	0.7	1.0	0.225	0	0	mom	môme
B	0.7	1.0	0.072	0	0	rock	rauque
B	0.7	1.0	0.252	0	0	tom	tomes
B	0.7	1.0	0.17	0	0	bomb	baume
B	0.7	0.75	0.42	0	0	hockey	acquis
B	0.7	0.67	0.42	0	0	topics	taxe
B	0.7	1.0	0.2	0	0	palm	paume
B	0.7	0.73	0.615	1	0	unexpected	on experts
B	0.699	0.89	0.409	1	1	database	d obéissent
B	0.699	0.67	0.405	0	0	graphic	grec
B	0.698	0.67	0.269	0	0	trying	trahi
B	0.698	1.0	0.482	0	0	victim	victimes
B	0.697	0.82	0.51	0	0	experiment	s permette
B	0.697	0.67	0.472	0	0	celebrity	célèbre
B	0.697	0.71	0.27	0	0	trusted	triste
B	0.697	0.83	0.369	0	0	proceed	précis
B	0.696	1.0	0.233	0	0	system	système
B	0.696	0.86	0.369	0	0	stupid	stupide
B	0.696	0.75	0.235	0	0	lots	lasse
B	0.696	0.67	0.315	0	0	flying	flamme
B	0.696	0.75	0.455	0	0	shots	chasse
B	0.696	0.71	0.233	0	0	arrival	rafale
B	0.696	1.0	0.15	0	0	cricket	cricket
B	0.696	0.67	0.461	0	0	racial	réel
B	0.695	0.83	0.359	0	0	machines	machine
B	0.695	0.67	0.426	0	0	acceptance	accepte
B	0.695	0.8	0.302	0	0	blank	bloque
B	0.694	0.83	0.621	0	0	between	but oui
B	0.694	0.67	0.288	0	0	section	sexes
B	0.694	0.86	0.129	0	0	revenue	revenues
B	0.694	1.0	0.0	0	1	dragon	dragonne
B	0.694	0.67	0.516	0	0	preserve	preuve
B	0.693	0.6	0.829	0	0	modern	man
B	0.693	0.6	0.47	0	0	doctor	actes
B	0.693	0.83	0.507	0	1	notice	notice
B	0.693	0.6	0.374	0	0	bound	bandes
B	0.693	0.75	0.489	0	0	gods	gaz
B	0.693	0.6	0.451	0	0	roger	rage
B	0.692	0.75	0.137	0	0	happy	épi
B	0.692	0.71	0.17	0	0	council	cannelle
B	0.692	0.75	0.296	0	0	seeing	signe
B	0.692	0.6	0.501	0	0	prior	prends
B	0.692	0.71	0.0	0	0	climate	clamait
B	0.692	0.75	0.464	0	0	tight	tente
B	0.692	0.67	0.363	0	0	monthly	mali
B	0.692	1.0	0.229	0	1	victoria	victorieux
B	0.692	0.6	0.116	0	0	behalf	baffe
B	0.692	0.75	0.196	0	0	billy	plie
B	0.692	0.71	0.17	0	0	counsel	cannelle
B	0.692	0.86	0.411	0	0	patrol	pétrole
B	0.691	1.0	0.557	0	1	living	living
B	0.691	0.67	0.501	0	0	create	crise
B	0.691	1.0	0.422	0	0	speech	speech
B	0.691	0.83	0.446	0	0	trouble	tremble
B	0.691	0.7	0.477	1	0	introduced	et redoute
B	0.691	1.0	0.137	0	0	lunch	lunch
B	0.691	0.67	0.495	0	0	studied	stade
B	0.691	1.0	0.316	0	0	string	string
B	0.691	1.0	0.459	0	1	input	input
B	0.691	0.89	0.316	0	0	districts	district
B	0.691	0.67	0.346	0	0	nevertheless	noblesse
B	0.691	0.6	0.3	0	0	males	mails
B	0.691	0.75	0.101	0	0	swim	cime
B	0.691	0.75	0.451	0	0	strictly	strict
B	0.69	1.0	0.338	0	0	part	pâte
B	0.69	1.0	0.204	0	0	park	pac
B	0.69	0.75	0.427	0	0	exactly	exact
B	0.69	1.0	0.235	0	0	loss	lasse
B	0.69	1.0	0.457	0	0	army	amie
B	0.69	1.0	0.39	0	0	mark	mac
B	0.69	1.0	0.143	0	0	ship	chope
B	0.69	0.75	0.446	0	0	rich	riches
B	0.69	1.0	0.605	0	0	cars	case
B	0.69	1.0	0.392	0	0	hall	col
B	0.69	1.0	0.459	0	0	heat	quitte
B	0.69	0.75	0.183	0	0	bitch	biche
B	0.69	1.0	0.427	0	0	farm	femme
B	0.69	1.0	0.316	0	0	kick	coq
B	0.69	1.0	0.347	0	0	dick	duc
B	0.69	1.0	0.089	0	0	sharp	chape
B	0.69	1.0	0.41	0	0	bars	base
B	0.69	0.75	0.394	0	0	rocks	axe
B	0.69	1.0	0.537	0	0	rick	rock
B	0.69	0.75	0.493	0	0	tune	toute
B	0.69	1.0	0.233	0	1	carl	cale
B	0.69	0.67	0.17	0	0	formerly	folie
B	0.69	1.0	0.495	0	0	lit	lutte
B	0.69	1.0	0.346	0	0	nerve	neuve
B	0.69	1.0	0.106	0	0	sheep	zip
B	0.69	0.75	0.17	0	0	bits	bis
B	0.69	0.75	0.637	0	0	sits	six
B	0.69	0.75	0.427	0	0	farmer	femme
B	0.689	0.71	0.451	0	0	property	profit
B	0.689	0.71	0.273	0	1	approach	approches
B	0.689	0.67	0.323	0	0	feelings	filet
B	0.689	0.75	0.379	0	0	kings	quinze
B	0.689	0.75	0.403	0	0	sink	cinq
B	0.688	0.8	0.609	1	1	only	on lie
B	0.688	0.75	0.333	0	0	first	faites
B	0.688	0.75	0.007	0	0	being	bine
B	0.688	0.75	0.17	0	0	such	sache
B	0.688	0.75	0.403	0	0	must	mate
B	0.688	0.75	0.338	0	0	past	pâte
B	0.688	0.75	0.47	0	0	asked	actes
B	0.688	0.86	0.512	1	0	despite	d pâte
B	0.688	0.75	0.244	0	0	search	sèches
B	0.688	0.6	0.403	0	0	master	mate
B	0.688	0.75	0.338	0	0	passed	pâte
B	0.688	0.75	0.413	0	0	touch	tâche
B	0.688	0.67	0.446	0	0	directly	direct
B	0.688	0.83	0.403	0	0	species	piscine
B	0.688	0.75	0.33	0	0	missed	mette
B	0.688	0.75	0.267	0	0	teach	tige
B	0.688	0.75	0.223	0	0	task	tac
B	0.688	0.67	0.428	0	1	newspaper	nous pipe
B	0.688	0.6	0.353	0	0	pattern	panne
B	0.688	0.75	0.428	0	0	cats	casse
B	0.688	0.75	0.394	0	0	asks	axe
B	0.688	0.75	0.42	0	0	pitch	pêche
B	0.688	0.75	0.428	0	0	cuts	casse
B	0.688	0.83	0.41	0	0	aspect	affect
B	0.688	0.75	0.379	0	0	dust	date
B	0.688	0.75	0.472	0	0	boots	bus
B	0.688	0.67	0.415	0	0	expanded	experts
B	0.688	0.75	0.296	0	0	fits	fesse
B	0.688	0.75	0.388	0	0	correctly	correct
B	0.688	0.75	0.388	0	0	grid	gris
B	0.688	0.75	0.286	0	0	tattoo	atout
B	0.688	0.67	0.17	0	0	agreements	grimace
B	0.688	0.6	0.397	0	0	pursuit	pute
B	0.687	1.0	0.386	0	0	fiscal	fiscale
B	0.687	0.71	0.342	0	0	mixture	mixte
B	0.686	0.83	0.118	0	0	special	seychelles
B	0.686	0.75	0.342	0	0	blood	blé
B	0.686	0.83	0.16	0	0	travel	trèfle
B	0.686	0.71	0.347	0	0	reference	refrain
B	0.686	0.62	0.27	0	0	moments	menace
B	0.686	0.75	0.361	0	0	birds	baise
B	0.686	0.67	0.388	0	0	perspective	spectre
B	0.686	0.86	0.496	1	0	installed	un solde
B	0.686	0.75	0.254	0	0	flood	flot
B	0.686	0.6	0.442	0	0	murdered	mode
B	0.686	0.82	0.43	0	0	technologies	technologie
B	0.686	0.67	0.288	0	0	breathing	briques
B	0.686	0.75	0.637	0	0	seeds	six
B	0.685	1.0	0.099	0	0	course	cosse
B	0.685	0.75	0.499	0	0	bank	banque
B	0.685	0.67	0.627	0	0	title	table
B	0.685	0.6	0.462	0	0	career	cries
B	0.685	1.0	0.313	0	0	normal	nobel
B	0.685	0.6	0.21	0	0	highly	allie
B	0.685	0.83	0.235	0	0	comment	comète
B	0.685	0.67	0.503	0	0	fourth	faut
B	0.685	0.83	0.481	1	0	ladies	les aise
B	0.685	0.6	0.599	0	0	causes	cause
B	0.685	1.0	0.369	0	0	fort	fautes
B	0.685	0.75	0.185	0	0	wolf	elfes
B	0.685	0.86	0.348	0	0	regarded	regardes
B	0.685	0.89	0.388	0	0	terrorists	terroristes
B	0.685	0.75	0.511	1	0	invested	un veste
B	0.685	0.9	0.782	1	1	unnecessary	n est série
B	0.684	0.75	0.374	0	0	john	dan
B	0.684	0.71	0.17	0	0	aspects	apex
B	0.684	0.75	0.47	0	0	knocked	actes
B	0.683	0.75	0.427	0	0	from	femme
B	0.683	0.75	0.409	0	0	game	gamme
B	0.683	0.75	0.665	0	0	came	came
B	0.683	0.75	0.359	0	0	line	lad
B	0.683	0.75	0.208	0	0	five	fauve
B	0.683	0.75	0.263	0	0	south	sas
B	0.683	0.75	0.648	0	0	gave	gave
B	0.683	0.75	0.489	0	0	goes	gaz
B	0.683	0.75	0.432	0	0	race	race
B	0.683	0.83	0.505	1	0	simply	on plie
B	0.683	0.75	0.547	0	0	safe	sauf
B	0.683	0.75	0.296	0	0	voice	vote
B	0.683	0.75	0.482	0	0	goal	gueule
B	0.683	0.6	0.342	0	0	below	blé
B	0.683	0.75	0.403	0	0	wrote	route
B	0.683	0.75	0.457	0	0	lake	lac
B	0.683	0.75	0.359	0	0	raise	roses
B	0.683	0.75	0.089	0	0	shape	chape
B	0.683	0.75	0.17	0	0	fake	fac
B	0.683	0.75	0.457	0	0	phase	phase
B	0.683	0.71	0.309	0	0	familiar	femelle
B	0.683	0.75	0.342	0	0	blow	blé
B	0.683	0.75	0.434	0	0	cry	crée
B	0.683	0.75	0.359	0	0	load	lad
B	0.683	0.71	0.466	0	0	replace	rappeler
B	0.683	0.75	0.089	0	0	shame	chaume
B	0.683	0.75	0.227	0	0	cake	cac
B	0.683	0.6	0.41	0	0	repeat	bit
B	0.683	0.75	0.428	0	0	cares	caisse
B	0.683	0.75	0.427	0	0	fame	femme
B	0.683	0.75	0.511	1	0	investors	un veste
B	0.683	0.75	0.427	0	0	cape	cap
B	0.683	0.75	0.221	0	0	nope	nappe
B	0.683	0.75	0.403	0	0	toys	thèse
B	0.683	0.62	0.488	1	0	slavery	les ri
B	0.683	0.67	0.449	0	0	proceedings	précise
B	0.683	0.75	0.17	0	0	soap	soupe
B	0.683	0.75	0.376	0	0	shade	chaude
B	0.683	0.86	0.336	1	0	lesbian	les bine
B	0.683	0.75	0.371	0	0	cared	quête
B	0.682	0.83	0.333	0	0	total	total
B	0.682	0.86	0.451	0	1	golden	golden
B	0.682	0.6	0.225	0	0	measures	mèche
B	0.682	0.86	0.273	0	0	mistake	mystique
B	0.682	0.67	0.252	0	0	charged	tchad
B	0.682	0.67	0.101	0	1	reasonable	risible
B	0.682	0.71	0.332	0	0	promote	promo
B	0.682	0.73	0.436	0	0	respectively	respecter
B	0.682	0.71	0.168	0	0	portrait	poterie
B	0.682	0.89	0.016	0	0	productive	proactive
B	0.682	0.71	0.296	0	0	prisoner	prenez
B	0.682	0.86	0.572	0	0	minded	man aides
B	0.682	0.71	0.298	0	0	southeast	assiste
B	0.682	0.71	0.495	0	0	pilots	palace
B	0.681	0.83	0.083	0	0	family	faiblit
B	0.681	1.0	0.108	0	1	non	nonne
B	0.681	0.88	0.399	1	1	especially	et pêcheries
B	0.681	0.6	0.369	0	0	types	tape
B	0.681	0.6	0.527	0	0	notes	notes
B	0.681	0.6	0.457	0	0	liked	lac
B	0.681	0.6	0.457	0	0	likes	lac
B	0.681	1.0	0.407	0	0	profit	profite
B	0.681	0.6	0.473	0	0	smile	mal
B	0.681	0.6	0.263	0	1	votes	votent
B	0.681	1.0	0.384	0	0	bob	bob
B	0.681	0.75	0.24	0	0	assume	zoom
B	0.681	0.6	0.403	0	0	chose	choses
B	0.681	0.8	0.317	0	0	shortly	chili
B	0.681	0.83	0.233	0	0	label	lesquels
B	0.681	1.0	0.359	0	0	doc	doc
B	0.681	0.6	0.359	0	0	slide	lad
B	0.681	1.0	0.286	0	0	toxic	toxiques
B	0.681	0.6	0.17	0	0	slight	latte
B	0.681	0.6	0.61	0	0	trauma	rome
B	0.68	1.0	0.0	0	1	volume	valium
B	0.68	1.0	0.386	0	0	promise	promesse
B	0.679	0.6	0.829	0	0	mind	man
B	0.679	0.75	0.353	0	0	songs	sonne
B	0.679	0.75	0.296	0	0	scenes	signe
B	0.679	0.71	0.379	0	0	stable	stables
B	0.679	0.83	0.286	0	0	babies	bêtise
B	0.679	1.0	0.396	0	0	cure	quiet
B	0.679	0.6	0.353	0	0	pound	panne
B	0.679	1.0	0.27	0	1	copyright	copyright
B	0.679	0.6	0.361	0	0	rolled	rôles
B	0.679	0.6	0.473	0	0	mild	mal
B	0.678	0.75	0.637	0	0	since	six
B	0.678	0.83	0.449	1	0	yourself	et elfes
B	0.678	0.75	0.379	0	0	kids	quinze
B	0.678	0.75	0.405	0	0	skin	ski
B	0.678	0.62	0.434	0	0	primary	promis
B	0.678	0.6	0.476	0	0	writer	rate
B	0.678	0.78	0.273	0	0	reflection	réflexe
B	0.678	0.86	0.33	0	0	casino	casino
B	0.678	0.88	0.503	0	1	travelling	travelling
B	0.677	0.83	0.41	0	0	female	final
B	0.677	0.83	0.427	0	1	finished	finish
B	0.677	0.78	0.346	0	0	laboratory	librairie
B	0.677	0.75	0.359	0	0	ruin	rhône
B	0.677	0.8	0.116	0	0	treaty	titi
B	0.677	0.62	0.365	0	0	publicly	publie
B	0.677	0.89	0.388	0	0	terrorism	terrorisme
B	0.677	0.83	0.609	0	0	briefly	but lie
B	0.676	0.75	0.47	0	0	fact	actes
B	0.676	0.6	0.428	0	0	price	passent
B	0.676	0.75	0.457	0	0	fans	phase
B	0.676	0.6	0.428	0	0	cancer	casse
B	0.676	0.75	0.758	1	1	agency	et on si
B	0.676	0.75	0.359	0	0	runs	roses
B	0.676	0.75	0.27	0	0	fund	fade
B	0.676	0.75	0.403	0	0	turns	thèse
B	0.676	0.8	0.484	1	1	henry	un ri
B	0.676	0.6	0.47	0	0	factor	actes
B	0.676	0.75	0.489	0	0	guns	gaz
B	0.676	0.6	0.294	0	0	referred	raid
B	0.676	0.75	0.47	0	0	fucked	actes
B	0.676	0.75	0.422	0	0	tend	tête
B	0.676	0.6	0.33	0	0	measured	mette
B	0.676	0.6	0.61	0	0	refers	rose
B	0.676	0.75	0.361	0	0	burns	baise
B	0.676	0.78	0.402	1	1	differently	d renie
B	0.676	0.75	0.118	0	0	snap	sape
B	0.676	0.75	0.437	0	0	jam	dame
B	0.675	0.86	0.388	0	0	character	correct
B	0.675	0.6	0.473	0	0	miles	mal
B	0.675	0.67	0.562	0	0	claims	close
B	0.675	1.0	0.316	0	0	actress	actrice
B	0.675	0.6	0.361	0	0	roles	rôles
B	0.675	0.6	0.254	0	0	coins	conne
B	0.675	0.6	0.361	0	0	rolls	rôles
B	0.675	0.6	0.829	0	0	mines	man
B	0.675	0.83	0.325	0	0	restored	resto
B	0.675	0.6	0.537	0	0	zones	zone
B	0.675	0.86	0.313	0	0	grandma	grandement
B	0.674	0.6	0.319	0	0	about	battent
B	0.674	0.75	0.394	0	0	works	axe
B	0.674	0.75	0.47	0	0	worked	actes
B	0.674	0.6	0.359	0	1	allowed	lad
B	0.674	0.6	0.17	0	0	alive	lave
B	0.674	0.8	0.394	0	0	drama	drame
B	0.674	0.6	0.217	0	0	strategic	statique
B	0.674	0.71	0.317	0	0	painful	pénal
B	0.674	0.86	0.403	0	0	dispute	dispute
B	0.674	0.82	0.284	0	0	exclusively	exclusive
B	0.674	0.89	0.38	0	1	accessible	accessible
B	0.674	0.67	0.524	1	0	advisory	et varie
B	0.674	0.6	0.457	0	0	alike	lac
B	0.673	1.0	0.237	0	0	killed	guilde
B	0.673	0.75	0.145	0	0	keeps	kif
B	0.673	0.75	0.42	0	0	turkey	acquis
B	0.673	1.0	0.083	0	0	ships	gypse
B	0.673	0.75	0.426	0	0	deaths	dette
B	0.673	0.71	0.451	0	0	protein	profit
B	0.673	0.6	0.646	0	0	lawyers	lors
B	0.673	0.88	0.451	1	0	desperate	des prête
B	0.673	0.75	0.235	0	0	tissue	échoue
B	0.673	0.6	0.379	0	0	versus	vases
B	0.673	0.75	0.455	0	0	shirts	chasse
B	0.673	0.78	0.083	0	0	expanding	expédie
B	0.673	0.86	0.246	0	0	scandal	scandales
B	0.673	1.0	0.037	0	0	guilt	kilt
B	0.672	0.86	0.542	0	0	distance	distance
B	0.672	0.71	0.17	0	0	approval	éprouve
B	0.672	0.75	0.403	0	0	tons	thèse
B	0.672	0.89	0.242	0	0	objective	objective
B	0.672	0.71	0.386	0	0	rapidly	rempli
B	0.672	0.6	0.164	0	0	hoped	opte
B	0.672	1.0	0.369	0	0	tourist	touristes
B	0.671	1.0	0.648	0	0	give	gave
B	0.671	0.6	0.396	0	0	brother	bras
B	0.671	0.62	0.296	0	0	signature	sketch
B	0.671	1.0	0.263	0	0	springs	sprint
B	0.671	0.89	0.369	0	0	photograph	photographe
B	0.671	0.71	0.27	0	0	transit	triste
B	0.671	0.62	0.03	0	1	scholarship	scalp
B	0.67	1.0	0.304	0	0	days	ds
B	0.67	0.75	0.403	0	0	created	critères
B	0.67	0.6	0.367	0	0	costs	cote
B	0.67	0.6	0.124	0	0	buying	bagne
B	0.67	0.75	0.347	0	0	harry	henri
B	0.67	1.0	0.129	0	0	flag	flaque
B	0.67	0.62	0.551	1	0	category	et gris
B	0.67	1.0	0.252	0	0	chat	tchad
B	0.67	0.69	0.348	0	0	experiences	expertise
B	0.67	1.0	0.15	0	0	grab	grappe
B	0.67	1.0	0.235	0	0	comedy	comédies
B	0.67	0.6	0.441	0	0	pants	penses
B	0.67	0.86	0.369	0	0	province	province
B	0.67	0.75	0.791	0	1	assessment	s monte
B	0.67	0.86	0.399	0	0	guarantee	garantie
B	0.67	1.0	0.401	1	0	diseases	des isis
B	0.67	0.8	0.446	0	0	dual	duel
B	0.67	1.0	0.338	0	0	backed	pacte
B	0.67	0.86	0.173	0	0	coastal	castel
B	0.67	0.67	0.17	0	0	partially	pâlit
B	0.67	0.8	0.798	1	0	sandy	en dit
B	0.67	1.0	0.17	0	1	gospel	gospel
B	0.67	0.8	0.342	0	0	barrier	pari
B	0.67	1.0	0.543	0	0	burst	poste
B	0.67	1.0	0.394	0	0	plug	plaque
B	0.67	1.0	0.346	0	0	colony	colonie
B	0.67	0.75	0.152	0	0	pairs	pise
B	0.669	0.6	0.437	0	0	spent	peine
B	0.669	0.6	0.396	0	0	join	donne
B	0.669	0.6	0.367	0	0	coast	cote
B	0.669	0.6	0.446	0	0	reached	riches
B	0.669	1.0	0.479	1	0	default	d halte
B	0.668	0.6	0.576	0	0	state	cette
B	0.668	1.0	0.498	0	0	north	note
B	0.668	0.75	0.447	0	0	clear	clé
B	0.668	0.88	0.645	1	1	companies	on venise
B	0.668	0.6	0.437	0	0	spend	peine
B	0.668	0.86	0.449	0	0	prices	précise
B	0.668	0.6	0.353	0	0	stone	sonne
B	0.668	0.86	0.045	0	1	slightly	swahili
B	0.668	0.6	0.534	0	0	planned	plan
B	0.668	0.75	0.489	0	0	shared	chaîne
B	0.668	1.0	0.206	0	0	pure	pion
B	0.668	1.0	0.437	0	0	porn	peine
B	0.668	0.8	0.087	0	0	electrical	lexical
B	0.668	1.0	0.298	0	0	sword	sonde
B	0.668	0.6	0.361	0	0	boats	boss
B	0.667	1.0	0.68	1	1	sir	ce
B	0.667	0.9	0.137	0	1	executive	exécutive
