en	fr	old_combo	prosody	meaning	tier
sheared	géode	0.911	0.768	0.408	A
rani	radis	0.911	0.790	0.738	GOLD
pecs	box	0.911	0.780	0.421	A
pecks	box	0.911	0.780	0.201	A
otters	hôtesse	0.911	0.624	0.286	A
netty	noter	0.911	0.785	0.587	GOLD
mags	max	0.911	0.951	0.469	GOLD
lemme	limer	0.911	0.912	0.694	GOLD
legs	lynx	0.911	0.951	0.254	A
lasso	lasso	0.911	0.878	1.000	GOLD
lapped	laps	0.911	0.951	0.548	GOLD
honours	ânesse	0.911	0.771	0.472	GOLD
honors	ânesse	0.911	0.771	0.517	GOLD
flume	plume	0.911	0.964	0.628	GOLD
floss	place	0.911	0.918	0.260	A
flees	plisse	0.911	0.967	0.455	GOLD
fleas	plisse	0.911	0.967	0.408	A
evil	eiffel	0.911	0.886	0.479	GOLD
enter	ensi	0.911	0.553	0.502	B
eating	éteignent	0.911	0.778	0.413	A
draws	treize	0.911	0.788	0.435	A
drat	traite	0.911	0.788	0.646	GOLD
detour	tétons	0.911	0.873	0.475	GOLD
clem	club	0.911	0.939	0.308	A
chon	tchad	0.911	0.950	0.397	A
chock	jack	0.911	0.939	0.264	A
choc	jack	0.911	0.939	0.334	A
chevy	cheveux	0.911	0.910	0.290	A
cadge	catch	0.911	0.951	0.456	GOLD
brawl	prêle	0.911	0.788	0.419	A
bran	prennent	0.911	0.788	0.723	GOLD
booby	poupée	0.911	0.901	0.627	GOLD
bloop	plouf	0.911	0.955	0.434	A
blip	plèbe	0.911	0.951	0.575	GOLD
auras	horace	0.911	0.722	0.512	GOLD
atom	atomes	0.911	0.797	0.962	GOLD
anti	hindi	0.911	0.822	0.367	A
ante	hindi	0.911	0.902	0.436	A
annas	ânesse	0.911	0.910	0.793	GOLD
annal	anal	0.911	0.909	0.450	GOLD
actor	axé	0.911	0.726	0.475	GOLD
wending	vin digne	0.910	0.889	0.474	GOLD
reaming	rumine	0.910	0.816	0.276	A
shekel	séquelles	0.909	0.906	0.606	GOLD
peckers	pégase	0.909	0.782	0.462	GOLD
mission	mycènes	0.909	0.892	0.432	A
boarded	bottines	0.909	0.707	0.319	A
beading	meeting	0.909	0.797	0.324	A
oozing	usine	0.908	0.909	0.574	GOLD
leafy	lisser	0.908	0.890	0.492	GOLD
ridding	rient in	0.906	0.572	0.751	B
talkers	toquade	0.905	0.777	0.370	A
seaboard	chipote	0.905	0.870	0.245	A
scram	scribe	0.905	0.777	0.400	A
passion	bichonne	0.905	0.904	0.458	GOLD
minas	minage	0.905	0.908	0.794	GOLD
jeers	djihad	0.905	0.814	0.444	A
exam	exhibe	0.905	0.880	0.421	A
betas	vitesse	0.905	0.763	0.437	A
beaters	vitesse	0.905	0.683	0.344	A
acted	accède	0.905	0.758	0.584	GOLD
bring	prennent	0.903	0.786	0.593	GOLD
anil	agnelle	0.903	0.843	0.579	GOLD
sticks	sphinx	0.902	0.915	0.251	A
sicken	cigogne	0.902	0.898	0.469	GOLD
shedding	jet in	0.902	0.684	0.246	A
reeding	rétine	0.902	0.805	0.483	GOLD
padding	patine	0.902	0.898	0.549	GOLD
dissing	dizaines	0.902	0.898	0.730	GOLD
cording	comptine	0.902	0.834	0.354	A
carding	cantine	0.902	0.846	0.195	A
ninny	mini	0.901	0.904	0.411	A
weeks	luxe	0.900	0.924	0.222	A
wracking	ricaine	0.899	0.810	0.399	A
racking	ricaine	0.899	0.810	0.313	A
fording	fontaine	0.899	0.831	0.284	A
dinky	tain qui	0.899	0.885	0.526	GOLD
kneading	meeting	0.897	0.820	0.323	A
kneader	midi	0.896	0.755	0.648	GOLD
weeding	leasing	0.892	0.766	0.271	A
lection	lexème	0.891	0.892	0.733	GOLD
dishy	déchu	0.890	0.899	0.717	GOLD
easing	usine	0.887	0.898	0.506	GOLD
cooing	couine	0.887	0.860	0.794	GOLD
tissue	tissu	0.886	0.880	0.984	GOLD
nisi	niché	0.886	0.880	0.771	GOLD
eggers	écosse	0.886	0.740	0.314	A
amyl	habile	0.886	0.878	0.732	GOLD
pecking	béguines	0.882	0.887	0.540	GOLD
zigs	sexe	0.881	0.929	0.376	A
wrecked	rixe	0.881	0.784	0.360	A
wracked	rixe	0.881	0.781	0.476	GOLD
titian	déchaîne	0.881	0.904	0.617	GOLD
span	speed	0.881	0.731	0.314	A
rucked	rixe	0.881	0.781	0.687	GOLD
rags	rixe	0.881	0.769	0.494	GOLD
racked	rixe	0.881	0.781	0.522	GOLD
nippy	dépit	0.881	0.894	0.635	GOLD
niffy	défi	0.881	0.894	0.334	A
lept	loft	0.881	0.916	0.444	A
leapt	loft	0.881	0.916	0.481	GOLD
chough	ciao	0.881	0.778	0.668	GOLD
bugs	box	0.881	0.787	0.204	A
for	for	1.000	0.850	1.000	GOLD
by	bah	0.786	0.898	0.601	GOLD
or	or	1.000	0.768	1.000	GOLD
any	henni	1.000	0.957	0.713	GOLD
very	verrez	0.785	0.770	0.718	GOLD
many	mini	0.772	0.928	0.428	A
around	rade	0.769	0.661	0.627	A
seen	si	0.744	0.912	0.704	GOLD
call	col	1.000	1.000	0.413	A
court	côtes	0.809	0.929	0.393	A
air	air	1.000	0.768	1.000	GOLD
buy	bah	0.786	0.898	0.356	A
re	ri	1.000	0.748	0.918	GOLD
share	chair	1.000	0.850	0.270	A
test	test	1.000	1.000	1.000	GOLD
lord	lord	1.000	0.871	1.000	GOLD
offer	œuf	0.637	0.961	0.285	A
cross	cross	1.000	0.840	1.000	GOLD
sell	celle	1.000	1.000	0.217	A
scene	si	0.744	0.912	0.610	GOLD
cell	celle	1.000	1.000	0.929	GOLD
truly	roulis	0.848	0.831	0.663	GOLD
vs	vice	0.781	0.858	0.534	GOLD
boss	boss	1.000	1.000	1.000	GOLD
net	net	1.000	1.000	1.000	GOLD
lee	lie	1.000	1.000	0.439	A
port	porte	0.787	0.845	0.333	A
sport	porte	0.657	0.829	0.306	A
tea	dit	0.637	0.964	0.441	A
pair	pair	1.000	0.850	1.000	GOLD
entry	un tri	0.761	0.735	0.381	A
ms	aimait	0.814	0.882	0.632	GOLD
mm	même	0.823	0.885	0.479	GOLD
error	air	1.000	0.768	0.413	A
technique	technique	1.000	0.957	1.000	GOLD
deeply	déplie	0.821	0.942	0.596	GOLD
walker	oc	0.761	0.893	0.408	A
ought	hotte	1.000	1.000	0.317	A
sec	sec	1.000	1.000	1.000	GOLD
mall	mole	1.000	1.000	0.188	A
corps	corps	1.000	0.850	1.000	GOLD
terry	terrer	0.785	0.770	0.616	GOLD
chef	chef	1.000	1.000	1.000	GOLD
cc	ici	0.856	0.902	0.370	A
ski	ski	1.000	1.000	1.000	GOLD
poorly	plie	0.768	0.771	0.452	GOLD
torn	orne	0.814	0.743	0.407	A
penny	pays	0.802	0.920	0.541	GOLD
buyer	bah	0.786	0.898	0.268	A
fork	foc	0.809	0.929	0.047	A
seller	celle	1.000	1.000	0.307	A
cord	corde	0.787	0.852	0.747	GOLD
berry	mairie	0.770	0.755	0.449	A
lb	elbe	0.781	0.838	0.653	GOLD
aye	haï	0.629	0.881	0.826	GOLD
bury	mairie	0.770	0.755	0.478	GOLD
heir	air	1.000	0.768	0.249	A
envy	un vie	0.707	0.828	0.360	A
belle	belle	1.000	1.000	1.000	GOLD
liner	lad	0.683	0.875	0.598	GOLD
prestige	prestige	1.000	0.920	1.000	GOLD
selfie	seller	0.735	0.917	0.274	A
rumor	rhume	0.730	0.798	0.335	A
yen	yen	1.000	1.000	1.000	GOLD
moody	maudit	0.770	0.925	0.582	GOLD
pd	pythie	0.785	0.932	0.467	GOLD
dd	dédie	0.818	0.946	0.553	GOLD
sushi	souci	0.770	0.908	0.175	A
rouge	rouge	1.000	0.823	1.000	GOLD
wed	aides	0.761	0.893	0.390	A
bootie	pourri	0.785	0.772	0.407	A
booty	pourri	0.785	0.772	0.421	A
si	si	1.000	1.000	1.000	GOLD
chemise	chemise	1.000	0.957	1.000	GOLD
chic	chic	1.000	1.000	1.000	GOLD
chute	chou	0.760	0.912	0.557	GOLD
shoot	chou	0.760	0.912	0.275	A
kooky	coucou	0.789	0.910	0.574	GOLD
douche	douche	1.000	1.000	1.000	GOLD
en	n	1.000	1.000	0.923	GOLD
kiwi	kiwi	0.775	0.907	1.000	GOLD
kook	coup	0.716	0.912	0.497	GOLD
mousse	mousse	1.000	1.000	1.000	GOLD
peeked	pique	0.814	0.975	0.580	GOLD
peeve	pif	0.730	0.979	0.738	GOLD
petite	petite	1.000	0.957	1.000	GOLD
quiche	quiche	1.000	1.000	1.000	GOLD
sheaf	chie	0.743	0.912	0.599	GOLD
sheep	type	0.671	0.900	0.298	A
sketch	sketch	1.000	1.000	1.000	GOLD
speech	speech	0.691	0.853	1.000	GOLD
stem	stem	1.000	1.000	1.000	GOLD
tutu	tours	0.781	0.758	0.411	A
tweed	tweed	0.648	0.796	1.000	GOLD
zoom	zoom	1.000	1.000	1.000	GOLD
creature	kitsch	0.844	0.924	0.512	GOLD
preacher	prises	0.722	0.769	0.546	GOLD
creatures	crise	0.785	0.770	0.220	A
picture	pêche	0.631	0.885	0.385	A
retailer	réel	0.629	0.717	0.264	A
surrender	saine	0.663	0.898	0.500	GOLD
butcher	bouche	0.690	0.909	0.413	A
culture	catch	0.719	0.913	0.231	A
fourteen	farine	0.698	0.788	0.316	A
lastly	les lie	0.715	0.851	0.373	A
lenses	laine	0.760	0.952	0.280	A
plenty	plaine	0.786	0.890	0.551	GOLD
reaches	riches	0.665	0.748	0.354	A
resource	source	0.657	0.797	0.687	GOLD
richer	riches	0.690	0.741	0.780	GOLD
settlers	cette	0.738	0.952	0.351	A
torture	torches	0.848	0.854	0.248	A
treated	rire	0.667	0.684	0.290	A
treaties	iris	0.643	0.710	0.125	A
footballer	but bol	0.726	0.909	0.320	A
butler	balle	0.688	0.905	0.368	A
center	saine	0.814	0.975	0.525	GOLD
diesel	des elle	0.643	0.928	0.197	A
losers	douze	0.653	0.903	0.475	GOLD
loses	douze	0.653	0.903	0.451	GOLD
pitcher	pêche	0.688	0.905	0.377	A
possess	peser	0.748	0.866	0.676	GOLD
sensor	saine	0.814	0.975	0.359	A
settle	celle	0.762	0.835	0.402	A
setup	serré	0.719	0.756	0.300	A
teacher	tige	0.688	0.915	0.394	A
tender	tête	0.676	0.915	0.397	A
football	but bol	0.726	0.909	0.336	A
forestry	forcé	0.663	0.755	0.304	A
freestyle	fatal	0.650	0.744	0.185	A
masterpiece	but pisse	0.705	0.883	0.203	A
question	question	0.641	0.766	1.000	GOLD
disagree	décrit	0.686	0.714	0.529	GOLD
distress	d s	0.678	0.874	0.399	A
exotic	exergue	0.653	0.719	0.380	A
fantastic	fantastique	0.637	0.903	0.977	GOLD
clusters	clause	0.715	0.918	0.118	A
fantasy	on ceci	0.645	0.755	0.475	GOLD
gesture	geste	0.701	0.956	0.766	GOLD
myself	massif	0.661	0.804	0.298	A
newsletter	nous leur	0.704	0.762	0.342	A
orchestra	extraits	0.660	0.749	0.236	A
planted	plane	0.630	0.935	0.229	A
printed	prenne	0.630	0.789	0.379	A
protein	profit	0.673	0.737	0.148	A
semester	sommet	0.631	0.859	0.395	A
sensory	série	0.708	0.788	0.435	A
softball	symbole	0.731	0.843	0.067	A
suggest	on geste	0.749	0.905	0.539	GOLD
trusted	trust	0.669	0.856	0.918	GOLD
trustees	tristesse	0.646	0.822	0.205	A
desperately	des petit	0.628	0.847	0.526	GOLD
master	mate	0.688	0.911	0.502	GOLD
partly	partis	0.691	0.840	0.687	GOLD
partner	panne	0.659	0.897	0.478	GOLD
pasta	pas te	0.752	0.809	0.559	GOLD
pastor	piste	0.770	0.955	0.531	GOLD
fortress	portrait	0.664	0.727	0.354	A
prison	prenne	0.713	0.706	0.323	A
senses	saine	0.765	0.952	0.477	GOLD
settling	certaines	0.634	0.755	0.466	GOLD
territory	théorie	0.731	0.700	0.385	A
exhibited	exhibe	0.663	0.845	0.660	GOLD
prejudice	préjudice	0.631	0.808	0.979	GOLD
centers	saine	0.765	0.952	0.462	GOLD
cluster	clé	0.657	0.874	0.168	A
confess	on fesse	0.705	0.901	0.395	A
contractor	contact	0.660	0.848	0.372	A
decorative	décrivent	0.654	0.794	0.509	GOLD
edited	et aides	0.641	0.837	0.490	GOLD
firstly	folie	0.705	0.836	0.603	GOLD
freedom	frime	0.804	0.697	0.503	A
instructor	strict	0.712	0.736	0.399	A
itself	est celle	0.623	0.907	0.588	GOLD
legion	les je	0.622	0.759	0.449	A
listed	liste	0.655	0.959	0.865	GOLD
mattress	maîtresse	0.685	0.832	0.312	A
metric	maître	0.788	0.865	0.369	A
monster	monte	0.685	0.885	0.491	GOLD
obsessed	peste	0.712	0.825	0.522	GOLD
panties	bêtise	0.680	0.859	0.417	A
pleaded	plie	0.766	0.899	0.402	A
prisoner	prenne	0.713	0.706	0.384	A
registry	s tri	0.709	0.750	0.311	A
sensors	saine	0.765	0.952	0.291	A
shelters	chaise	0.743	0.908	0.366	A
softly	soft	0.764	0.890	0.732	GOLD
success	accès	0.622	0.853	0.295	A
system	système	0.696	0.934	0.952	GOLD
teachers	tige	0.653	0.895	0.346	A
teaches	tige	0.653	0.895	0.424	A
tension	un chaîne	0.634	0.786	0.379	A
tightly	et lie	0.627	0.737	0.332	A
trustee	tracé	0.621	0.808	0.250	A
yourself	et elfes	0.678	0.820	0.337	A
expressing	expression	0.817	0.793	0.854	GOLD
distract	district	0.757	0.804	0.247	A
fortunate	fortune	0.660	0.739	0.671	GOLD
ministry	ministre	0.638	0.846	0.837	GOLD
pleasing	pline	0.711	0.826	0.309	A
feasible	fidèles	0.679	0.886	0.421	A
destructive	strict	0.624	0.729	0.364	A
estimated	est merde	0.671	0.715	0.270	A
lawsuit	les août	0.702	0.898	0.269	A
mature	matchs	0.621	0.772	0.220	A
mentor	maître	0.694	0.812	0.493	GOLD
tennis	tennis	0.647	0.935	1.000	GOLD
vista	veste	0.667	0.889	0.665	GOLD
centered	saine	0.768	0.952	0.496	GOLD
forensic	fresque	0.759	0.716	0.386	A
inspector	on secte	0.659	0.847	0.292	A
policeman	police	0.632	0.848	0.907	GOLD
practiced	péquiste	0.652	0.855	0.514	GOLD
predators	prêtres	0.679	0.725	0.295	A
sunset	son cette	0.788	0.744	0.377	A
venture	veine	0.743	0.952	0.498	GOLD
basketball	but cobol	0.636	0.869	0.348	A
distracted	district	0.682	0.792	0.219	A
portrayed	portrait	0.661	0.664	0.599	A
stressful	trèfle	0.670	0.713	0.402	A
respiratory	et prairie	0.665	0.630	0.158	A
battle	balle	0.650	0.813	0.394	A
bottle	balle	0.656	0.824	0.249	A
causes	cause	0.685	0.955	0.975	GOLD
celebrities	célèbre	0.677	0.835	0.706	GOLD
committees	commises	0.683	0.810	0.480	GOLD
daughters	dose	0.809	0.929	0.255	A
deadly	d lie	0.746	0.926	0.326	A
discussed	d caste	0.664	0.948	0.588	GOLD
disguise	d gaz	0.682	0.902	0.192	A
dislike	d lac	0.682	0.902	0.313	A
dusty	d dit	0.643	0.911	0.377	A
lesson	les n	0.645	0.845	0.531	GOLD
medal	mille	0.643	0.791	0.464	GOLD
monitored	merde	0.684	0.711	0.350	A
needle	idoles	0.633	0.855	0.217	A
onset	en cette	0.773	0.750	0.646	GOLD
phrases	fraises	0.720	0.708	0.205	A
pieces	pise	0.814	0.955	0.588	GOLD
piton	peine	0.661	0.810	0.365	A
pizza	but ce	0.718	0.954	0.282	A
portrait	portrait	0.673	0.742	1.000	GOLD
practice	précoce	0.655	0.806	0.463	GOLD
purchased	but schiste	0.629	0.907	0.345	A
pursuit	pute	0.688	0.895	0.561	GOLD
rapidly	rempli	0.672	0.749	0.442	A
rooted	route	0.683	0.747	0.400	A
shooters	choses	0.668	0.881	0.346	A
sister	cette	0.688	0.911	0.417	A
sorted	sort	0.763	0.836	0.899	GOLD
subtle	salles	0.650	0.813	0.543	GOLD
successor	accès	0.622	0.853	0.270	A
toddler	tales	0.693	0.917	0.327	A
remotely	but lie	0.649	0.817	0.159	A
respectful	spectre	0.674	0.860	0.240	A
respectively	rectifie	0.650	0.819	0.261	A
country	country	0.725	0.886	1.000	GOLD
glasses	glace	0.650	0.955	0.246	A
letting	legs	0.645	0.806	0.372	A
seating	sire	0.746	0.768	0.241	A
setting	cernes	0.746	0.777	0.411	A
sixteen	sixtine	0.868	0.947	0.262	A
anatomy	on remit	0.730	0.674	0.319	A
confessed	on veste	0.667	0.886	0.352	A
defeated	firent	0.666	0.828	0.327	A
deleted	lire	0.666	0.828	0.260	A
gently	d lie	0.677	0.850	0.395	A
mistress	maîtresse	0.672	0.815	0.854	GOLD
moisture	matchs	0.699	0.818	0.216	A
mostly	but lie	0.652	0.838	0.257	A
patron	pétrole	0.660	0.759	0.340	A
prizes	phrase	0.623	0.713	0.271	A
productive	productive	0.655	0.860	1.000	GOLD
rainfall	on folles	0.685	0.740	0.271	A
repeated	pires	0.663	0.828	0.541	GOLD
superstar	soupir	0.734	0.768	0.318	A
tasted	test	0.640	0.867	0.344	A
texture	textes	0.850	0.979	0.366	A
treasurer	très	0.755	0.724	0.403	A
branches	brunchs	0.641	0.843	0.132	A
correctly	croquis	0.648	0.783	0.391	A
desperate	des prête	0.673	0.801	0.507	GOLD
monetary	métairie	0.771	0.725	0.342	A
sensible	symbole	0.623	0.855	0.297	A
beaches	bit	0.738	0.952	0.153	A
ceremonies	service	0.623	0.752	0.293	A
excluded	exclu	0.784	0.861	0.943	GOLD
exclusion	est clown	0.757	0.801	0.237	A
platform	but formes	0.731	0.831	0.297	A
promoted	première	0.693	0.696	0.444	A
protected	prétexte	0.691	0.898	0.357	A
reduced	route	0.668	0.790	0.278	A
trusting	trust	0.650	0.894	0.929	GOLD
twisted	test	0.630	0.884	0.186	A
artistic	artistique	0.671	0.895	0.913	GOLD
collectively	collecter	0.651	0.852	0.291	A
capsule	kaboul	0.676	0.887	0.404	A
costume	costume	0.847	0.945	1.000	GOLD
disgrace	degrés	0.682	0.702	0.509	GOLD
displays	d plaise	0.652	0.892	0.284	A
mortality	mortels	0.697	0.807	0.528	GOLD
promises	promise	0.661	0.816	0.959	GOLD
releases	lise	0.665	0.933	0.500	GOLD
classic	claque	0.717	0.820	0.572	GOLD
clinic	clic	0.711	0.823	0.252	A
contested	on test	0.656	0.888	0.568	GOLD
controller	contrôle	0.741	0.732	0.701	GOLD
credit	crête	0.809	0.729	0.304	A
digit	dit gîte	0.623	0.927	0.506	GOLD
install	un sol	0.634	0.853	0.133	A
preserve	preuve	0.694	0.755	0.495	GOLD
resist	reste	0.741	0.882	0.410	A
tortured	torches	0.723	0.843	0.237	A
chemistry	connerie	0.640	0.743	0.343	A
coaches	catch	0.623	0.841	0.225	A
designers	design	0.702	0.844	0.853	GOLD
discipline	discipline	0.648	0.929	1.000	GOLD
patrol	pétrole	0.692	0.740	0.244	A
posters	poste	0.637	0.867	0.513	GOLD
presenter	prochaine	0.629	0.822	0.501	GOLD
processor	prince	0.692	0.686	0.118	A
realities	réalise	0.660	0.823	0.566	GOLD
textbook	textes	0.773	0.875	0.590	GOLD
transmit	transmis	0.662	0.810	0.769	GOLD
restricted	strict	0.658	0.827	0.679	GOLD
bracelet	bracelet	0.651	0.740	1.000	GOLD
broadly	but lie	0.665	0.861	0.284	A
cancer	casse	0.676	0.905	0.302	A
candy	caddie	0.736	0.873	0.363	A
classes	close	0.710	0.872	0.202	A
condemn	on hem	0.623	0.806	0.503	GOLD
conductor	contact	0.674	0.890	0.329	A
control	contrôle	0.741	0.732	0.956	GOLD
countries	country	0.702	0.889	0.897	GOLD
dresses	dresse	0.844	0.838	0.949	GOLD
duchess	d s	0.692	0.905	0.398	A
engine	un gin	0.636	0.868	0.336	A
factory	écris	0.623	0.744	0.320	A
fancy	finie	0.643	0.901	0.486	GOLD
flooded	flot	0.654	0.874	0.316	A
gladly	glisser	0.647	0.833	0.421	A
investor	veste	0.802	0.890	0.292	A
lecture	lèche	0.743	0.908	0.508	GOLD
lenders	laine	0.763	0.952	0.225	A
maximum	maximum	0.646	0.925	1.000	GOLD
modest	modeste	0.680	0.914	0.992	GOLD
mystery	mairie	0.715	0.801	0.623	GOLD
parcel	parcelle	0.699	0.861	0.902	GOLD
premises	promise	0.656	0.811	0.320	A
printer	prête	0.736	0.761	0.242	A
professors	préfet	0.672	0.818	0.493	GOLD
protector	petite	0.654	0.844	0.387	A
quantity	connerie	0.764	0.776	0.459	GOLD
rendered	reines	0.766	0.792	0.285	A
rented	reines	0.768	0.792	0.277	A
scattered	garde	0.643	0.805	0.416	A
senator	seigneur	0.775	0.785	0.329	A
suitable	rebelles	0.665	0.718	0.156	A
textile	textile	0.827	0.890	1.000	GOLD
treasury	tricherie	0.779	0.747	0.349	A
vendors	veine	0.763	0.952	0.366	A
veteran	verra	0.694	0.735	0.280	A
decreasing	décrit	0.649	0.773	0.388	A
festival	festival	0.757	0.926	1.000	GOLD
terrified	terrasse	0.673	0.745	0.258	A
verified	versa	0.679	0.746	0.398	A
briefly	but lie	0.677	0.884	0.392	A
costing	costume	0.721	0.881	0.199	A
exclusively	exclusive	0.674	0.861	0.848	GOLD
disposal	disposent	0.633	0.828	0.770	GOLD
experimental	s permettait	0.657	0.817	0.355	A
extensive	extensive	0.734	0.848	1.000	GOLD
majority	major	0.636	0.739	0.427	A
perspective	spectre	0.686	0.881	0.454	GOLD
protective	productive	0.648	0.850	0.370	A
suspected	spectre	0.771	0.867	0.358	A
assaulted	solde	0.720	0.890	0.280	A
bridges	brise	0.707	0.757	0.315	A
closest	consiste	0.633	0.795	0.487	GOLD
colonies	colonise	0.712	0.912	0.748	GOLD
commonly	kabylie	0.635	0.881	0.431	A
density	d ri	0.708	0.856	0.410	A
foreigners	force	0.704	0.776	0.135	A
necessary	s ri	0.800	0.859	0.632	GOLD
places	plaise	0.725	0.867	0.593	GOLD
receptor	cep	0.665	0.953	0.423	A
traded	traite	0.628	0.695	0.465	A
chronic	crack	0.714	0.687	0.308	A
conclusion	on clown	0.625	0.790	0.342	A
flexible	flexible	0.800	0.891	1.000	GOLD
laboratory	librairie	0.677	0.724	0.486	GOLD
proposal	proposent	0.624	0.783	0.953	GOLD
proposes	reposent	0.722	0.819	0.342	A
quantities	connerie	0.669	0.762	0.460	GOLD
suggested	on geste	0.657	0.888	0.586	GOLD
boundary	batterie	0.755	0.770	0.164	A
corrected	crête	0.701	0.764	0.544	GOLD
excluding	exclu	0.748	0.798	0.956	GOLD
southwest	et ouest	0.716	0.848	0.791	GOLD
affected	affect	0.704	0.928	0.866	GOLD
concept	concept	0.804	0.848	1.000	GOLD
entities	un tri	0.640	0.720	0.484	GOLD
essential	seychelles	0.700	0.876	0.264	A
exodus	excède	0.682	0.859	0.539	GOLD
forces	fausse	0.661	0.908	0.319	A
granted	grande	0.725	0.734	0.480	GOLD
installed	un solde	0.686	0.861	0.343	A
interest	et reste	0.740	0.756	0.284	A
internet	in êtes	0.634	0.829	0.420	A
mistake	mystique	0.682	0.871	0.412	A
painful	pénal	0.674	0.847	0.449	A
penalty	pèlerins	0.658	0.730	0.175	A
pointed	poète	0.622	0.944	0.348	A
promoting	première	0.664	0.667	0.459	A
protect	petite	0.654	0.844	0.372	A
remedies	remise	0.681	0.780	0.511	GOLD
accessories	excessive	0.638	0.903	0.263	A
invest	veste	0.802	0.890	0.254	A
partners	partent	0.624	0.822	0.388	A
planet	plate	0.709	0.820	0.357	A
preceded	précis	0.673	0.818	0.642	GOLD
transported	transport	0.627	0.767	0.926	GOLD
cartoon	cartonne	0.680	0.857	0.526	GOLD
endure	être	0.651	0.690	0.612	A
feathers	fès	0.688	0.887	0.372	A
garden	garde	0.626	0.767	0.387	A
item	arme	0.677	0.736	0.603	GOLD
larger	large	0.659	0.856	0.868	GOLD
lethal	lille	0.750	0.832	0.338	A
losses	lors	0.668	0.884	0.354	A
masses	mise	0.673	0.907	0.614	GOLD
measured	mèche	0.686	0.955	0.458	GOLD
measures	mèche	0.682	0.955	0.467	GOLD
method	mette	0.641	0.845	0.570	GOLD
modern	man	0.693	0.922	0.514	GOLD
murdered	mode	0.686	0.951	0.121	A
nonetheless	on laisse	0.654	0.790	0.683	GOLD
pattern	panne	0.688	0.905	0.567	GOLD
peters	pise	0.809	0.929	0.568	GOLD
randy	en dit	0.665	0.757	0.509	GOLD
roger	rage	0.693	0.749	0.337	A
sadly	et lie	0.656	0.779	0.512	GOLD
sandy	en dit	0.670	0.757	0.383	A
disclose	d clause	0.722	0.905	0.371	A
ethnicity	s ri	0.758	0.758	0.456	GOLD
priorities	priori	0.634	0.693	0.446	A
transportation	transporter	0.658	0.745	0.891	GOLD
boundaries	batterie	0.659	0.754	0.185	A
parameters	promise	0.653	0.811	0.394	A
parenting	permit	0.628	0.737	0.308	A
sandwiches	sandwich	0.642	0.868	0.941	GOLD
architect	architecte	0.671	0.856	0.996	GOLD
betting	berne	0.746	0.777	0.392	A
feeding	fine	0.656	0.845	0.279	A
lecturer	lettre	0.680	0.894	0.505	GOLD
messing	mène	0.658	0.816	0.653	GOLD
penalties	pénalise	0.644	0.914	0.453	GOLD
proceeded	précis	0.673	0.818	0.698	GOLD
properties	apprise	0.759	0.777	0.367	A
provision	prochaine	0.624	0.773	0.461	GOLD
software	solaire	0.664	0.771	0.264	A
tragedy	tragédie	0.702	0.790	0.996	GOLD
transferred	transfert	0.638	0.794	0.940	GOLD
velocity	voirie	0.672	0.759	0.332	A
fortune	fortune	0.778	0.828	1.000	GOLD
preceding	précise	0.624	0.801	0.687	GOLD
boulevard	boulevard	0.666	0.816	1.000	GOLD
drivers	drive	0.702	0.748	0.548	GOLD
possibly	pas plie	0.703	0.879	0.561	GOLD
previous	privée	0.753	0.769	0.334	A
survivor	savent	0.647	0.789	0.454	GOLD
proceeding	précis	0.641	0.756	0.706	GOLD
producer	prusse	0.711	0.755	0.431	A
songwriter	son rare	0.702	0.699	0.274	A
brothers	base	0.639	0.835	0.293	A
energy	un j	0.671	0.805	0.361	A
extended	externe	0.764	0.870	0.428	A
groceries	grossi	0.672	0.751	0.388	A
intact	un tact	0.624	0.898	0.362	A
interested	on reste	0.657	0.717	0.462	GOLD
melted	merde	0.710	0.858	0.508	GOLD
procedures	précise	0.709	0.842	0.575	GOLD
protection	prétexte	0.654	0.833	0.348	A
rebuilding	building	0.706	0.887	0.560	GOLD
breathing	briques	0.686	0.662	0.268	A
controllers	contrôle	0.657	0.720	0.676	GOLD
crossing	cross	0.788	0.747	0.853	GOLD
gasoline	gazoline	0.716	0.921	0.435	A
performer	paume	0.655	0.854	0.549	GOLD
protecting	protection	0.643	0.811	0.960	GOLD
researcher	roche	0.657	0.777	0.427	A
subjective	subjective	0.701	0.909	1.000	GOLD
invested	un veste	0.685	0.899	0.224	A
investors	un veste	0.683	0.899	0.164	A
temporary	on prairie	0.769	0.667	0.280	A
acceptable	acceptable	0.710	0.882	1.000	GOLD
devil	dévale	0.634	0.920	0.664	GOLD
lovely	les lie	0.719	0.871	0.387	A
movies	mauvaise	0.631	0.917	0.413	A
nasty	nazis	0.643	0.895	0.478	GOLD
privacy	profit	0.651	0.683	0.186	A
projected	projette	0.621	0.824	0.651	GOLD
discovery	d cabri	0.630	0.844	0.582	GOLD
portraits	portrait	0.655	0.731	0.931	GOLD
terrific	trek	0.709	0.696	0.340	A
automatic	remarque	0.646	0.677	0.475	A
elected	laide	0.743	0.898	0.400	A
landlord	les lord	0.779	0.802	0.220	A
seasonal	signal	0.653	0.782	0.242	A
surgery	série	0.695	0.800	0.378	A
unexpected	on experts	0.700	0.851	0.395	A
conquest	en couette	0.655	0.810	0.385	A
debating	behring	0.711	0.725	0.508	GOLD
pricing	pratique	0.642	0.735	0.256	A
spectacular	spectacle	0.781	0.869	0.542	GOLD
training	training	0.752	0.763	1.000	GOLD
