word	mate	shared
mortal	mortals	3
mortal	lethal	2
mortals	fatale	3
mortals	mortal	3
mortals	fatal	3
mortar	mortars	2
mortars	mortar	2
morte	mort	3
mortuary	morgue	2
mosaic	mosaics	2
mosaics	mosaic	2
moses	moïse	2
moss	mousse	3
moss	mosses	3
mosses	moss	3
mosses	mousse	3
mother	mommy	6
mother	mom	6
mother	mama	6
mother	mum	6
mothers	moms	2
mothers	mums	2
motion	movement	4
motion	movements	3
motivate	motivating	5
motivate	motivation	5
motivate	motivations	3
motivate	motives	3
motivate	motivational	2
motivating	motivate	5
motivating	motivation	5
motivating	motivations	3
motivating	motives	3
motivating	motivational	2
motivation	motivating	5
motivation	motivate	5
motivation	motives	4
motivation	motivations	4
motivation	motivational	2
motivational	motivating	2
motivational	motivate	2
motivational	motivation	2
motivations	motivation	4
motivations	motives	4
motivations	motivating	3
motivations	motivate	3
motives	motivation	4
motives	motivations	4
motives	motivating	3
motives	motivate	3
moto	motorbike	4
moto	motorcycle	4
moto	motorbikes	4
moto	motorcycles	4
motorbike	motorcycle	6
motorbike	motorbikes	6
motorbike	motorcycles	6
motorbike	moto	4
motorbikes	motorbike	6
motorbikes	motorcycle	6
motorbikes	motorcycles	6
motorbikes	moto	4
motorcycle	motorbike	6
motorcycle	motorbikes	6
motorcycle	motorcycles	6
motorcycle	moto	4
motorcycles	motorbike	6
motorcycles	motorcycle	6
motorcycles	motorbikes	6
motorcycles	moto	4
motorised	motorized	3
motorized	motorised	3
motto	money	2
mou	molle	2
mould	mold	3
mould	moulds	3
mould	mussel	2
mould	moldy	2
mould	mildew	2
moulded	molded	3
moulding	molding	2
moulding	mouldings	2
mouldings	molding	2
mouldings	moulding	2
moulds	mildew	4
moulds	moldy	4
moulds	mussel	4
moulds	mold	3
moulds	mould	3
moulds	mussels	2
moulds	molds	2
moulin	mill	2
moulins	mills	2
mount	mont	3
mountain	monts	3
mountain	mountains	3
mountains	monts	3
mountains	mountain	3
mousse	moss	3
mousse	mosses	3
moustache	moustaches	2
moustache	mustache	2
moustaches	moustache	2
moustaches	mustache	2
mouton	mutton	2
movement	motion	4
movement	movements	3
movements	motion	3
movements	movement	3
moïse	moses	2
mrc	rcm	2
mrc	mcr	2
msc	csm	2
msd	tms	2
msd	msds	2
msds	tms	2
msds	msd	2
mst	stds	2
mst	std	2
mst	stis	2
mst	ist	2
mtp	pmt	2
mtp	lmp	2
mua	muc	2
muc	mua	2
muffin	muffins	2
muffins	muffin	2
muhammad	mahomet	5
muhammad	muhammed	5
muhammad	mohammed	5
muhammad	mohammad	5
muhammed	muhammad	5
muhammed	mahomet	5
muhammed	mohammed	5
muhammed	mohammad	5
mule	mules	3
mule	mullet	3
mules	mullet	3
mules	mule	3
muller	müller	2
mullet	mules	3
mullet	mule	3
multidisciplinary	interdisciplinary	6
multifunction	multifunctional	3
multifunctional	multifunction	3
multilateral	multilateralism	5
multilateralism	multilateral	5
multilingual	multilingualism	3
multilingualism	multilingual	3
multiple	multiples	2
multiples	multiple	2
multiplication	multiply	5
multiplication	multiplying	5
multiplication	multiplier	4
multiplication	multiplies	3
multiplier	multiplying	5
multiplier	multiplication	4
multiplier	multiply	4
multiplier	multiplies	2
multiplier	multipliers	2
multipliers	multiplier	2
multipliers	multiplying	2
multiplies	multiplication	3
multiplies	multiply	3
multiplies	multiplying	3
multiplies	multiplier	2
multiply	multiplication	5
multiply	multiplying	5
multiply	multiplier	4
multiply	multiplies	3
multiplying	multiplication	5
multiplying	multiply	5
multiplying	multiplier	5
multiplying	multiplies	3
multiplying	multipliers	2
mum	mommy	6
mum	mom	6
mum	mother	6
mum	mama	6
mums	mothers	2
mums	moms	2
munition	munitions	2
munitions	munition	2
murder	murders	2
murderer	murderous	2
murderous	murderer	2
murders	murder	2
murmur	murmurs	3
murmur	murmuring	2
murmuring	murmur	2
murmuring	murmurs	2
murmurs	murmur	3
murmurs	murmuring	2
muscle	muscular	5
muscle	muscles	3
muscles	muscle	3
muscles	muscular	3
muscular	muscle	5
muscular	muscles	3
museum	museums	2
museums	museum	2
music	musics	2
musics	music	2
muslim	muslims	3
muslims	muslim	3
mussel	moulds	4
mussel	moldy	4
mussel	mildew	4
mussel	mold	2
mussel	mould	2
mussels	molds	2
mussels	moulds	2
mustache	moustache	2
mustache	moustaches	2
mustafa	mustapha	2
mustapha	mustafa	2
mutant	mutants	2
mutants	mutant	2
mutation	mutations	2
mutations	mutation	2
mute	muted	3
muted	mute	3
mutilated	maimed	2
mutilation	mutilations	2
mutilations	mutilation	2
mutton	mouton	2
myers	meyers	2
myriam	miriam	4
myriam	mary	4
myriam	marie	3
myriam	maria	3
mysteries	mysterious	4
mysteries	mystery	4
mysteries	mystère	4
mysterious	mystery	5
mysterious	mystère	4
mysterious	mysteries	4
mystery	mysterious	5
mystery	mystère	4
mystery	mysteries	4
mystic	mystique	2
mystic	mystical	2
mystical	mystic	2
mystical	mystique	2
mystique	mystic	2
mystique	mystical	2
mystère	mysterious	4
mystère	mystery	4
mystère	mysteries	4
mythic	mythical	2
mythical	mythic	2
méditerranée	méditerranéen	3
méditerranée	mediterranean	3
méditerranéen	mediterranean	3
méditerranéen	méditerranée	3
mélanie	melanie	2
mélodie	melodies	3
mélodie	melody	3
mémorial	memorial	3
méndez	mendez	2
métropole	metropolis	2
métropolitain	metropolitan	3
müller	muller	2
māori	maori	4
nah	nan	2
nail	fingernail	2
nain	gnomes	3
nain	gnome	3
naive	naïve	3
naked	nude	5
naked	nudes	5
naked	nudity	5
name	names	3
name	naming	3
named	nominated	2
names	name	3
names	naming	3
naming	names	3
naming	name	3
nan	nah	2
nanjing	nanking	2
nanking	nanjing	2
nannies	nanny	2
nanny	nannies	2
nanotechnologies	nanotechnology	2
nanotechnology	nanotechnologies	2
naples	napoli	2
napoli	naples	2
nascent	incipient	2
natacha	natasha	2
natalie	nathalie	2
natasha	natacha	2
nathalie	natalie	2
national	nationals	4
national	nationale	4
nationale	nationals	4
nationale	national	4
nationalisation	nationalised	2
nationalisation	nationalization	2
nationalisation	nationalized	2
nationalised	nationalization	2
nationalised	nationalisation	2
nationalised	nationalized	2
nationalist	nationalists	2
nationalist	nationalistic	2
nationalistic	nationalists	2
nationalistic	nationalist	2
nationalists	nationalistic	2
nationalists	nationalist	2
nationalities	nationality	2
nationality	nationalities	2
nationalization	nationalised	2
nationalization	nationalisation	2
nationalization	nationalized	2
nationalized	nationalised	2
nationalized	nationalization	2
nationalized	nationalisation	2
nationals	national	4
nationals	nationale	4
native	natives	2
natives	native	2
nautical	nautique	2
nautique	nautical	2
naval	navale	2
navale	naval	2
navigate	navigation	2
navigate	navigating	2
navigating	navigate	2
navigating	navigation	2
navigation	navigate	2
navigation	navigating	2
nazi	nazis	3
nazis	nazi	3
naïve	naive	3
ncp	cpn	3
ncp	pcn	3
ndt	cnd	2
necessary	need	2
necessary	needed	2
need	needed	3
need	necessary	2
needed	need	3
needed	necessary	2
negative	negatives	4
negatives	negative	4
neglect	neglecting	4
neglect	negligence	4
neglect	negligent	3
neglecting	neglect	4
neglecting	negligence	3
neglecting	negligent	3
negligence	neglect	4
negligence	neglecting	3
negligence	negligent	3
negligent	neglecting	3
negligent	negligence	3
negligent	neglect	3
negotiable	tradable	3
negotiable	marketable	2
negotiate	negotiating	5
negotiate	negotiations	4
negotiate	negotiation	4
negotiate	negotiators	4
negotiate	negotiates	2
negotiates	negotiate	2
negotiates	negotiating	2
negotiating	negotiation	5
negotiating	negotiate	5
negotiating	negotiations	4
negotiating	negotiators	4
negotiating	negotiates	2
negotiation	negotiating	5
negotiation	negotiations	4
negotiation	negotiate	4
negotiation	negotiators	4
negotiations	negotiation	4
negotiations	negotiate	4
negotiations	negotiators	4
negotiations	negotiating	4
negotiators	negotiations	4
negotiators	negotiation	4
negotiators	negotiate	4
negotiators	negotiating	4
negro	nigga	4
negro	nigger	4
negro	nègre	4
negro	niggers	3
negro	negroes	3
negroes	niggers	3
negroes	nigga	3
negroes	negro	3
negroes	nigger	3
negroes	nègre	3
nei	nis	2
nepalese	nepali	2
nepali	nepalese	2
nerf	nerve	2
nero	néron	2
nerve	nerf	2
nervous	nervousness	3
nervousness	nervous	3
nest	nests	3
nest	nid	3
nested	nestled	2
nestled	nested	2
nests	nest	3
nests	nid	3
neurological	neurology	3
neurology	neurological	3
neutral	neutrality	3
neutralisation	neutralization	2
neutralisation	neutralizing	2
neutralisation	neutralise	2
neutralisation	neutralize	2
neutralise	neutralize	3
neutralise	neutralizing	3
neutralise	neutralization	2
neutralise	neutralisation	2
neutralised	neutralized	3
neutrality	neutral	3
neutralization	neutralizing	2
neutralization	neutralise	2
neutralization	neutralize	2
neutralization	neutralisation	2
neutralize	neutralise	3
neutralize	neutralizing	3
neutralize	neutralization	2
neutralize	neutralisation	2
neutralized	neutralised	3
neutralizing	neutralise	3
neutralizing	neutralize	3
neutralizing	neutralization	2
neutralizing	neutralisation	2
neutron	neutrons	2
neutrons	neutron	2
new	news	5
news	new	5
nfs	src	2
nicholas	nicolas	2
nickname	pseudonym	2
nickname	username	2
nicolai	nikolay	2
nicolai	nikolai	2
nicolas	nicholas	2
nid	nest	3
nid	nests	3
niger	nigerian	4
nigerian	niger	4
nigga	negro	4
nigga	nigger	4
nigga	nègre	4
nigga	niggers	3
nigga	negroes	3
nigger	nigga	4
nigger	negro	4
nigger	nègre	4
nigger	niggers	3
nigger	negroes	3
niggers	nigga	3
niggers	negroes	3
niggers	negro	3
niggers	nigger	3
niggers	nègre	3
night	part	2
night	festival	2
night	feast	2
night	fete	2
nikolai	nikolay	2
nikolai	nicolai	2
nikolay	nikolai	2
nikolay	nicolai	2
nil	none	2
nil	nile	2
nile	nil	2
nile	none	2
nimble	agile	2
ninja	ninjas	2
ninjas	ninja	2
nino	niño	2
nis	nei	2
nitrate	nitrates	2
nitrates	nitrate	2
nitro	nitroglycerin	2
nitroglycerin	nitro	2
niño	nino	2
noah	noé	2
nobility	nobles	3
nobility	noble	3
nobility	noblesse	3
nobility	gentry	2
noble	nobles	3
noble	nobility	3
noble	noblesse	3
nobles	noble	3
nobles	nobility	3
nobles	noblesse	3
noblesse	nobles	3
noblesse	noble	3
noblesse	nobility	3
node	knot	2
nodes	knots	2
noel	noël	2
noir	noire	4
noir	noires	4
noire	noir	4
noire	noires	4
noires	noire	4
noires	noir	4
noisettes	nuts	4
noisettes	nut	3
noisettes	hazelnut	2
nomad	nomadic	2
nomad	nomads	2
nomadic	nomad	2
nomadic	nomads	2
nomads	nomad	2
nomads	nomadic	2
nominated	designated	2
nominated	nominee	2
nominated	named	2
nominee	nominated	2
nominee	designated	2
none	nil	2
none	nile	2
noodle	noodles	2
noodles	noodle	2
noor	nour	2
noor	nur	2
nord	northern	3
nord	north	3
nord	nordic	3
nordic	northern	4
nordic	nord	3
nordic	north	3
nordic	nordiques	2
nordiques	northern	2
nordiques	nordic	2
normalised	normalized	4
normalized	normalised	4
norman	normandy	5
norman	normand	4
norman	normandie	2
normand	norman	4
normand	normandy	4
normandie	norman	2
normandie	normandy	2
normandy	norman	5
normandy	normand	4
normandy	normandie	2
north	northern	3
north	nord	3
north	nordic	3
northern	nordic	4
northern	nord	3
northern	north	3
northern	nordiques	2
norwegian	norwegians	3
norwegians	norwegian	3
nostalgia	nostalgie	2
nostalgia	nostalgic	2
nostalgic	nostalgia	2
nostalgic	nostalgie	2
nostalgie	nostalgia	2
nostalgie	nostalgic	2
nostril	nostrils	2
nostrils	nostril	2
notable	notables	4
notable	remarkable	4
notable	noticeable	4
notable	noteworthy	2
notables	remarkable	4
notables	noticeable	4
notables	notable	4
notables	noteworthy	2
notaries	notary	2
notary	notaries	2
note	footnote	2
note	notice	2
noted	noticed	2
noteworthy	notables	2
noteworthy	remarkable	2
noteworthy	noticeable	2
noteworthy	notable	2
notice	footnote	2
notice	note	2
noticeable	notables	4
noticeable	remarkable	4
noticeable	notable	4
noticeable	noteworthy	2
noticed	noted	2
nour	noor	2
nour	nur	2
nov	november	2
november	nov	2
novice	novices	2
novices	novice	2
noyer	nut	2
noyer	nuts	2
noé	noah	2
noël	noel	2
nrc	cnr	2
nsc	cns	3
nsc	snc	2
nuance	nuances	2
nuances	nuance	2
nuclear	nucléaire	2
nucléaire	nuclear	2
nude	naked	5
nude	nudes	5
nude	nudity	5
nudes	naked	5
nudes	nude	5
nudes	nudity	5
nudity	naked	5
nudity	nude	5
nudity	nudes	5
nuisance	nuisances	2
nuisances	nuisance	2
nul	null	5
null	nul	5
numeric	numerical	2
numerical	numeric	2
nuns	religion	2
nuns	religious	2
nuptial	bridal	2
nur	noor	2
nur	nour	2
nut	nuts	4
nut	noisettes	3
nut	noyer	2
nutrient	nutrients	5
nutrient	nutritious	5
nutrients	nutrient	5
nutrients	nutritious	5
nutritious	nutrients	5
nutritious	nutrient	5
nuts	noisettes	4
nuts	nut	4
nuts	noyer	2
nuts	hazelnut	2
nègre	nigga	4
nègre	negro	4
nègre	nigger	4
nègre	niggers	3
nègre	negroes	3
néron	nero	2
oak	oaks	2
oaks	oak	2
obeyed	obeys	2
obeys	obeyed	2
object	subject	4
object	objective	2
objection	objections	2
objections	objection	2
objective	subject	2
objective	object	2
obligated	obliged	3
oblige	obliges	2
obliged	obligated	3
obliges	oblige	2
obscene	obscenity	4
obscenity	obscene	4
obsolete	surpassed	2
obstinacy	persistent	3
obstinacy	persistence	3
obstinacy	stubbornness	2
obstinacy	perseverance	2
obvious	evident	2
occasional	casual	4
oceanographic	oceanography	3
oceanography	oceanographic	3
oct	october	2
oct	octobre	2
october	octobre	2
october	oct	2
octobre	october	2
octobre	oct	2
odor	odors	3
odor	odours	3
odor	odour	3
odors	odours	3
odors	odour	3
odors	odor	3
odour	odors	3
odour	odours	3
odour	odor	3
odours	odors	3
odours	odour	3
odours	odor	3
offer	offering	4
offer	offers	3
offering	offer	4
offering	offers	2
offers	offer	3
offers	offering	2
official	officiel	4
officiel	official	4
olympic	olympique	3
olympique	olympic	3
omission	omissions	2
omissions	omission	2
omit	omitted	2
omit	omitting	2
omitted	omit	2
omitted	omitting	2
omitting	omitted	2
omitting	omit	2
opiate	opiates	2
opiate	opioids	2
opiate	opioid	2
opiates	opiate	2
opiates	opioids	2
opiates	opioid	2
opioid	opiate	2
opioid	opiates	2
opioid	opioids	2
opioids	opiate	2
opioids	opiates	2
opioids	opioid	2
opportunist	opportunistic	2
opportunistic	opportunist	2
opposed	opposing	4
opposing	opposed	4
oppressor	oppressors	2
oppressors	oppressor	2
optic	optics	2
optic	optical	2
optical	optics	2
optical	optic	2
optics	optic	2
optics	optical	2
optimal	optimum	4
optimise	optimize	3
optimise	optimizing	3
optimise	optimizes	2
optimised	optimized	4
optimism	optimistic	3
optimism	optimist	3
optimism	upbeat	2
optimist	optimistic	3
optimist	optimism	3
optimist	upbeat	2
optimistic	optimist	3
optimistic	optimism	3
optimistic	upbeat	2
optimize	optimizing	3
optimize	optimise	3
optimize	optimizes	2
optimized	optimised	4
optimizes	optimize	2
optimizes	optimizing	2
optimizes	optimise	2
optimizing	optimize	3
optimizing	optimise	3
optimizing	optimizes	2
optimum	optimal	4
orbit	orbits	2
orbits	orbit	2
orc	orcs	3
orchid	orchids	2
orchids	orchid	2
orcs	orc	3
ordained	ordered	3
ordained	commissioned	3
ordained	commanded	3
ordained	orderly	2
ordained	ordinate	2
ordeal	torture	2
ordeal	tortures	2
ordeal	torment	2
ordered	ordained	3
ordered	orderly	2
ordered	ordinate	2
orderly	ordained	2
orderly	ordered	2
orderly	ordinate	2
orders	ordinances	3
orders	ordinance	2
ordinance	orders	2
ordinance	ordinances	2
ordinances	orders	3
ordinances	ordinance	2
ordinate	ordained	2
ordinate	ordered	2
ordinate	orderly	2
organ	organism	3
organ	corps	2
organisational	organizational	3
organisations	organizations	2
organisations	organisms	2
organise	organize	3
organise	organising	3
organise	organizing	3
organise	organizer	2
organised	organized	4
organiser	organizing	2
organiser	organizer	2
organising	organize	3
organising	organizing	3
organising	organise	3
organising	organizer	2
organism	organ	3
organism	corps	2
organisms	organizations	2
organisms	organisations	2
organizational	organisational	3
organizations	organisations	2
organizations	organisms	2
organize	organising	3
organize	organizing	3
organize	organise	3
organize	organizer	2
organized	organised	4
organizer	organizing	3
organizer	organiser	2
organizer	organize	2
organizer	organising	2
organizer	organise	2
organizing	organizer	3
organizing	organize	3
organizing	organising	3
organizing	organise	3
organizing	organiser	2
orient	orientale	2
orient	oriental	2
oriental	orientale	5
oriental	orient	2
orientale	oriental	5
orientale	orient	2
origin	origins	2
origins	origin	2
orleans	orléans	2
orléans	orleans	2
ornament	ornamental	3
ornament	ornaments	3
ornamental	ornament	3
ornamental	ornaments	3
ornaments	ornamental	3
ornaments	ornament	3
orphan	orphaned	4
orphan	orphans	4
orphanage	orphanages	2
orphanages	orphanage	2
orphaned	orphans	4
orphaned	orphan	4
orphans	orphaned	4
orphans	orphan	4
orthodox	orthodoxy	3
orthodoxy	orthodox	3
orthopaedic	orthopedic	3
orthopedic	orthopaedic	3
osborn	osbourne	3
osborn	osborne	3
osborne	osbourne	3
osborne	osborn	3
osbourne	osborn	3
osbourne	osborne	3
osc	sco	2
outdated	deprecated	4
outdoor	external	4
outdoor	exterior	4
ovarian	ovaries	3
ovarian	ovary	3
ovaries	ovary	3
ovaries	ovarian	3
ovary	ovaries	3
ovary	ovarian	3
overcast	cutlery	2
overcast	coated	2
overcast	covered	2
overestimate	overstatement	2
overseers	supervisor	2
overseers	supervisors	2
oversees	supervise	2
oversees	supervises	2
oversees	supervising	2
overstatement	overestimate	2
oxidants	oxidation	2
oxidants	oxidising	2
oxidants	oxidizing	2
oxidation	oxidants	2
oxidation	oxidising	2
oxidation	oxidizing	2
oxide	oxides	2
oxides	oxide	2
oxidising	oxidants	2
oxidising	oxidation	2
oxidising	oxidizing	2
oxidizing	oxidants	2
oxidizing	oxidation	2
oxidizing	oxidising	2
pacific	pacifique	4
pacific	peaceful	4
pacifique	pacific	4
pacifique	peaceful	4
package	parcels	4
package	parcel	2
packets	pouches	2
pact	compact	6
pact	compress	4
pact	covenant	4
paddles	pallets	2
paddles	palette	2
paddles	palettes	2
paddles	pallet	2
paediatric	paediatrics	2
paediatric	pediatric	2
paediatric	pediatrics	2
paediatrics	paediatric	2
paediatrics	pediatric	2
paediatrics	pediatrics	2
pagan	pagans	2
pagans	pagan	2
page	pages	2
pages	page	2
pain	penalties	2
pain	penalty	2
paint	painting	3
paint	paints	2
paint	paintings	2
painting	paint	3
painting	paints	2
painting	paintings	2
paintings	paint	2
paintings	paints	2
paintings	painting	2
paints	paint	2
paints	paintings	2
paints	painting	2
pair	peer	5
pair	pairs	3
pair	peers	2
pairs	peer	3
pairs	pair	3
pajama	pajamas	2
pajama	pyjamas	2
pajama	pyjama	2
pajamas	pajama	2
pajamas	pyjamas	2
pajamas	pyjama	2
pakistani	pakistanis	3
pakistanis	pakistani	3
pal	pote	2
palace	palais	2
palais	palace	2
palestine	palestinian	4
palestine	palestinians	4
palestinian	palestine	4
palestinian	palestinians	4
palestinians	palestine	4
palestinians	palestinian	4
palette	pallets	2
palette	palettes	2
palette	paddles	2
palette	pallet	2
palettes	pallets	2
palettes	palette	2
palettes	paddles	2
palettes	pallet	2
pallet	pallets	2
pallet	palette	2
pallet	palettes	2
pallet	paddles	2
pallets	palette	2
pallets	palettes	2
pallets	paddles	2
pallets	pallet	2
palm	palms	6
palm	palme	4
palme	palms	4
palme	palm	4
palms	palm	6
palms	palme	4
pamphlet	flyer	2
pamphlets	flyers	2
pancake	pancakes	2
pancakes	pancake	2
pancho	poncho	2
pancreas	pancreatic	2
pancreatic	pancreas	2
panda	pandas	2
pandas	panda	2
panic	panics	3
panic	panicking	3
panicking	panics	3
panicking	panic	3
panics	panic	3
panics	panicking	3
panorama	panoramic	3
panorama	panoramas	2
panoramas	panoramic	3
panoramas	panorama	2
panoramic	panoramas	3
panoramic	panorama	3
panoramic	picturesque	2
pans	pots	2
pant	pants	2
panther	panthers	4
panthers	panther	4
pants	pant	2
papal	pontifical	3
papas	pères	2
pape	papes	2
pape	pope	2
pape	popes	2
paper	papers	2
papers	paper	2
papes	pope	2
papes	popes	2
papes	pape	2
papillon	papillons	2
papillons	papillon	2
parachute	parachutes	3
parachutes	parachute	3
parachutiste	paratrooper	2
parachutiste	paratroopers	2
paradox	paradoxical	4
paradox	paradoxes	4
paradoxes	paradoxical	4
paradoxes	paradox	4
paradoxical	paradox	4
paradoxical	paradoxes	4
parakeet	parrots	3
parakeet	parrot	3
parallel	parallels	4
parallels	parallel	4
paralysed	paralyzed	3
paralysing	paralyzing	2
paralysing	paralytic	2
paralytic	paralysing	2
paralytic	paralyzing	2
paralyzed	paralysed	3
paralyzing	paralysing	2
paralyzing	paralytic	2
paramilitaries	paramilitary	2
paramilitary	paramilitaries	2
paranoia	paranoid	3
paranoid	paranoia	3
parasite	parasitic	5
parasite	pests	4
parasite	pest	4
parasite	parasites	3
parasite	pestilence	2
parasite	plague	2
parasites	parasitic	3
parasites	parasite	3
parasites	pests	2
parasites	pest	2
parasitic	parasite	5
parasitic	pests	4
parasitic	pest	4
parasitic	parasites	3
parasitic	pestilence	2
parasitic	plague	2
paratrooper	parachutiste	2
paratrooper	paratroopers	2
paratroopers	parachutiste	2
paratroopers	paratrooper	2
parcel	parcels	2
parcel	package	2
parcels	package	4
parcels	parcel	2
parcels	plots	2
parent	parents	2
parentheses	parenthesis	2
parenthesis	parentheses	2
parents	parent	2
parfums	perfume	3
parfums	perfumes	3
parisian	parisiens	4
parisian	parisienne	4
parisian	parisians	4
parisian	parisiennes	4
parisian	parisien	4
parisians	parisiens	4
parisians	parisienne	4
parisians	parisian	4
parisians	parisiennes	4
parisians	parisien	4
parisien	parisiens	4
parisien	parisienne	4
parisien	parisians	4
parisien	parisian	4
parisien	parisiennes	4
parisienne	parisiens	4
parisienne	parisians	4
parisienne	parisian	4
parisienne	parisiennes	4
parisienne	parisien	4
parisiennes	parisiens	4
parisiennes	parisienne	4
parisiennes	parisians	4
parisiennes	parisian	4
parisiennes	parisien	4
parisiens	parisienne	4
parisiens	parisians	4
parisiens	parisian	4
parisiens	parisiennes	4
parisiens	parisien	4
paro	parr	2
parr	paro	2
parrot	parakeet	3
parrot	parrots	3
parrots	parakeet	3
parrots	parrot	3
part	night	2
part	festival	2
part	feast	2
part	fete	2
part	party	2
partial	partially	5
partial	partly	5
partially	partial	5
partially	partly	5
participant	participating	4
participant	contestant	3
participant	participate	3
participate	participating	4
participate	participant	3
participating	participate	4
participating	participant	4
participating	contestant	2
participation	presence	2
participative	participatory	4
participatory	participative	4
particle	particulates	2
particle	particles	2
particles	particulates	2
particles	particle	2
particulates	particles	2
particulates	particle	2
parties	parts	2
partition	partitions	2
partitions	partition	2
partly	partially	5
partly	partial	5
partner	partners	2
partners	partner	2
partnership	partnerships	2
partnerships	partnership	2
partridge	perdrix	2
parts	parties	2
party	part	2
pass	passes	5
pass	passe	5
pass	passing	5
pass	passant	2
passant	passing	2
passant	pass	2
passe	passes	5
passe	pass	5
passe	passing	4
passenger	passengers	3
passengers	passenger	3
passerelle	pont	2
passes	passe	5
passes	pass	5
passes	passing	4
passing	pass	5
passing	passes	4
passing	passe	4
passing	passant	2
passion	passions	2
passionate	passionately	3
passionately	passionate	3
passions	passion	2
passive	passivity	5
passivity	passive	5
passport	passports	2
passports	passport	2
pasta	paste	2
pasta	pulp	2
paste	pulp	3
paste	pasta	2
pastel	pastels	2
pastels	pastel	2
pasteur	pastor	2
pasteur	preacher	2
pastor	pasteur	2
pastor	preacher	2
pastoral	pastorale	2
pastorale	pastoral	2
pastries	pastry	2
pastries	bakery	2
pastry	bakery	4
pastry	bakeries	3
pastry	pastries	2
pasture	pastures	4
pastures	pasture	4
pate	pâté	2
pathogen	pathogens	2
pathogen	pathogenic	2
pathogenic	pathogens	2
pathogenic	pathogen	2
pathogens	pathogen	2
pathogens	pathogenic	2
pathologies	pathology	2
pathology	pathologies	2
patient	patients	4
patients	patient	4
patriarchal	patriarchate	3
patriarchate	patriarchal	3
patriot	patriotic	5
patriot	patriots	5
patriot	patriotism	4
patriotic	patriot	5
patriotic	patriots	5
patriotic	patriotism	4
patriotism	patriotic	4
patriotism	patriot	4
patriotism	patriots	4
patriots	patriotic	5
patriots	patriot	5
patriots	patriotism	4
patrol	patrols	3
patrol	patrolling	3
patrolling	patrols	3
patrolling	patrol	3
patrols	patrol	3
patrols	patrolling	3
pauvres	poor	2
pay	paying	5
pay	payroll	4
pay	pays	4
paying	pay	5
paying	payroll	4
paying	pays	4
payment	payments	3
payments	payment	3
payroll	pay	4
payroll	paying	4
payroll	pays	4
pays	pay	4
pays	paying	4
pays	payroll	4
pcn	cpn	3
pcn	ncp	3
pcp	pfc	2
pcp	psc	2
peaceful	pacifique	4
peaceful	pacific	4
peach	peaches	5
peach	fish	3
peach	pisces	3
peach	poisson	3
peach	poissons	3
peach	fisheries	2
peach	fishery	2
peaches	peach	5
peaches	fish	2
peak	pinnacle	2
peaks	pointes	3
peaks	picks	2
peaks	piques	2
pear	pears	2
pearl	pearls	3
pearl	perle	3
pearls	pearl	3
pearls	perle	3
pears	pear	2
pec	cec	2
pedestrian	pedestrians	3
pedestrians	pedestrian	3
pediatric	paediatric	2
pediatric	paediatrics	2
pediatric	pediatrics	2
pediatrics	paediatric	2
pediatrics	paediatrics	2
pediatrics	pediatric	2
pee	pipi	4
pee	peeing	4
pee	pissing	3
pee	piss	3
peeing	pipi	4
peeing	pee	4
peeing	pissing	3
peeing	piss	3
peer	pair	5
peer	pairs	3
peer	peers	2
peers	peer	2
peers	pair	2
pegs	pious	2
pegs	piles	2
pelle	shovel	2
pellet	pellets	2
pellets	pellet	2
pen	plumes	2
pen	plume	2
pen	pencil	2
pen	pens	2
pena	peña	2
penal	criminal	4
penal	criminals	3
penalise	penalize	2
penalise	penalizing	2
penalised	penalized	2
penalize	penalise	2
penalize	penalizing	2
penalized	penalised	2
penalizing	penalise	2
penalizing	penalize	2
penalties	penalty	4
penalties	pain	2
penalties	sentencing	2
penalties	sentence	2
penalty	penalties	4
penalty	punishment	3
penalty	punishments	2
penalty	pain	2
penalty	sentencing	2
penalty	sentence	2
pencil	pen	2
pencil	pens	2
penetrate	penetrating	4
penetrate	penetrates	3
penetrates	penetrate	3
penetrates	penetrating	3
penetrating	penetrate	4
penetrating	penetrates	3
penguin	penguins	2
penguins	penguin	2
pens	pen	2
pens	pencil	2
pension	pensions	2
pensions	pension	2
pep	pip	2
pepper	peppers	6
pepper	poivre	5
peppers	pepper	6
peppers	poivre	5
peptide	peptides	2
peptides	peptide	2
perceive	perceiving	2
perceiving	perceive	2
percent	percentage	3
percent	percentages	2
percentage	percent	3
percentage	percentages	2
percentages	percent	2
percentages	percentage	2
perceptible	discernible	2
perception	perceptions	2
perceptions	perception	2
perch	perches	2
perch	perche	2
perche	perches	2
perche	perch	2
perches	perche	2
perches	perch	2
percussion	percussions	2
percussions	percussion	2
percé	pierced	3
perdrix	partridge	2
perez	pérez	2
perforated	perforation	4
perforation	perforated	4
performance	performances	2
performances	performance	2
perfume	parfums	3
perfume	perfumes	3
perfumes	parfums	3
perfumes	perfume	3
peri	perished	2
peril	perils	2
perils	peril	2
periodic	periodical	3
periodic	periodicals	3
periodic	periodically	2
periodical	periodic	3
periodical	periodicals	3
periodical	periodically	2
periodically	periodic	2
periodically	periodical	2
periodically	periodicals	2
periodicals	periodic	3
periodicals	periodical	3
periodicals	periodically	2
peripheral	peripherals	3
peripheral	periphery	3
peripherals	peripheral	3
peripherals	periphery	3
periphery	peripheral	3
periphery	peripherals	3
perished	peri	2
perle	pearl	3
perle	pearls	3
permissible	allowable	2
permissible	admissible	2
peroxide	peroxides	2
