word	mate	mate_homophone	shared
serial	série	scary	2
serial	série	setae	2
serial	série	steady	2
serial	série	story	2
serial	série	summary	2
serial	série	surrey	2
seven	sept	said	2
seven	sept	says	2
seven	sept	sent	2
seven	sept	sept	2
seven	sept	set	2
seven	sept	sets	2
sevilla	seville	seville	2
sheikh	cheik	cheque	3
sister	sis	cf	2
sister	sis	sea	2
sister	sis	see	2
sister	sis	si	2
skateboard	skate	skeet	3
skateboard	skate	skid	3
skateboard	skate	skit	3
sky	ciel	yell	2
slide	slip	slap	3
slide	slip	slapped	3
slide	slip	sleep	3
slide	slip	slim	3
slide	slip	slip	3
soeur	sis	cf	2
soeur	sis	sea	2
soeur	sis	see	2
soeur	sis	si	2
soliste	solo	solo	2
sommaires	synthèse	setters	2
son	ses	say	2
son	sa	sigh	2
sortilège	sort	sore	2
sortilège	sort	sorta	2
sortilège	sort	sorter	2
soudain	soudaine	sudan	2
soudain	soudaine	susan	2
soudainement	soudaine	sudan	2
soudainement	soudaine	susan	2
soupire	soupir	superior	2
soupirs	soupir	superior	2
souplesse	flexible	flexible	2
souplesse	flexibles	flexible	2
spartiate	sparte	spotted	2
spirit	esprit	esprit	2
sporadiquement	sporadique	sporadic	2
sporadiquement	sporadiques	sporadic	2
sportif	sport	sports	2
sportive	sport	sports	2
spécification	spec	spec	2
spécifications	spec	spec	2
src	nfs	nfs	2
sse	sbs	sbs	2
stadium	stade	stab	4
stadium	stade	stan	4
stadium	stade	stance	4
stadium	stade	stand	4
stadium	stade	standard	4
stadium	stade	stanford	4
stadium	stade	starred	4
stadium	stade	start	4
stadium	stade	started	4
stadium	stade	stated	4
stadium	stade	stats	4
stadium	stade	stored	4
stadium	stade	strand	4
stadium	stade	stud	4
stadium	stade	stunned	4
stadium	scène	sen	3
stadium	scène	sense	3
stefan	stephen	stefan	5
stefan	stephen	stephan	5
stefan	stephan	stefan	5
stefan	stephan	stephan	5
steven	stephen	stefan	5
steven	stephen	stephan	5
steven	stephan	stefan	5
steven	stephan	stephan	5
stingray	skate	skeet	2
stingray	skate	skid	2
stingray	skate	skit	2
stone	pierre	pair	2
stone	pierre	pierre	2
stone	pierre	pure	2
stone	pierres	pierre	2
stress	stressé	stress	2
stress	stressé	stressed	2
stupéfiant	amazing	amazing	2
stéphane	stephen	stefan	7
stéphane	stephen	stephan	7
stéphane	stephan	stefan	5
stéphane	stephan	stephan	5
sucré	soft	soft	2
sucré	soft	softly	2
sucré	soft	softness	2
supposer	suppose	supers	2
supposez	suppose	supers	2
supposons	suppose	supers	2
suspicieux	suspect	suspect	2
suspicieux	suspect	suspects	2
suspicieux	suspecte	suspect	2
suspicieux	suspecte	suspects	2
suspicieux	suspects	suspect	2
suspicieux	suspects	suspects	2
suspicieux	suspectes	suspect	2
suspicieux	suspectes	suspects	2
sylvan	sylvester	sylvester	3
sylvan	sylvester	sylvestre	3
sylvan	sylvestre	sylvester	3
sylvan	sylvestre	sylvestre	3
sylvia	sylvie	sylvie	2
synthèses	synthèse	setters	2
séjour	reste	arrest	2
séjour	reste	rest	2
séjour	reste	rested	2
séjour	reste	restive	2
séjour	reste	rust	2
séjour	reste	stressed	2
séjour	reste	wrest	2
séjour	rester	rest	2
sélectif	sélectives	selective	2
sélectif	sélective	selective	2
sélectifs	sélectives	selective	2
sélectifs	sélective	selective	2
sélectivité	sélectives	selective	2
sélectivité	sélective	selective	2
séville	seville	seville	2
sœur	sis	cf	2
sœur	sis	sea	2
sœur	sis	see	2
sœur	sis	si	2
tap	toucher	touche	2
tap	touchez	touche	2
taper	type	tip	2
tapez	type	tip	2
tasses	coupes	cooper	2
tasses	coupes	coup	2
tasses	coupes	coupe	2
tchadien	tchad	chad	3
tchadien	tchad	chartered	3
tchadienne	tchad	chad	2
tchadienne	tchad	chartered	2
tchadiens	tchad	chad	2
tchadiens	tchad	chartered	2
technologique	technologies	technology	3
technologique	technologie	technologies	2
technologique	technologie	technology	2
tentes	tente	tight	2
teresa	thérèse	terrors	2
terrorisme	terreur	terror	2
thoracique	torse	toss	2
tmr	fmc	fmc	2
toe	tep	tep	2
tomé	tome	term	2
torsion	twist	twist	3
touchant	toucher	touche	2
touchant	touch	touche	2
touchant	touche	touche	2
touchant	touchez	touche	2
touchante	toucher	touche	2
touchante	touch	touche	2
touchante	touche	touche	2
touchante	touchez	touche	2
touché	touchdown	touchdown	2
touchée	touchdown	touchdown	2
touchés	touchdown	touchdown	2
tournée	tour	tutor	3
tournée	tours	tour	2
tournée	tours	tutor	2
tournées	tours	tour	3
tournées	tours	tutor	3
tournées	tour	tutor	2
tower	tour	tutor	2
trace	traces	dross	2
trace	traces	truss	2
tracer	traces	dross	2
tracer	traces	truss	2
tracé	traces	dross	2
tracé	traces	truss	2
trafic	traite	drat	2
trafic	traite	dread	2
trafic	traite	trait	2
trafic	traite	tread	2
trafic	traite	treed	2
trafic	traite	tret	2
trafics	traite	drat	2
trafics	traite	dread	2
trafics	traite	trait	2
trafics	traite	tread	2
trafics	traite	treed	2
trafics	traite	tret	2
trahison	traîtrise	treachery	3
traitement	transforme	transform	2
traitement	transforme	transformed	2
traitement	transforme	transforming	2
traitement	transforme	transforms	2
traitre	traîtresse	treacherous	3
traitées	transformés	transformed	3
traités	transformés	transformed	3
tramway	tram	from	4
tramway	tram	tram	4
tramways	tram	from	4
tramways	tram	tram	4
transfer	transfert	transferred	2
transfer	transfert	transfers	2
transformation	transforme	transform	4
transformation	transforme	transformed	4
transformation	transforme	transforming	4
transformation	transforme	transforms	4
transformation	transformer	transform	3
transformation	transformer	transforms	3
transformation	transformant	transform	2
transférer	transfert	transferred	2
transférer	transfert	transfers	2
transports	transport	transported	3
traversier	ferries	ferries	2
traversier	ferries	ferry	2
traversiers	ferries	ferries	2
traversiers	ferries	ferry	2
traître	traîtresse	treacherous	3
traîtres	traîtresse	treacherous	3
trier	tri	titty	3
trier	tri	tree	3
trier	tri	treen	3
trier	tri	tricky	3
trier	triage	triage	3
triple	triplé	triply	5
triplement	triplé	triply	2
tripler	triplé	triply	5
triples	triplé	triply	5
trolls	troll	trawl	2
tronc	torse	toss	2
tronçon	stretch	stretch	2
tronçon	stretch	stretched	2
tronçon	stretch	stretches	2
tronçon	stretch	stretching	2
trophée	trophy	trophies	3
trophée	trophy	trophy	3
trophées	trophy	trophies	3
trophées	trophy	trophy	3
turin	torino	torino	2
turtle	tortue	tortue	2
turtle	tortues	tortue	2
têtes	tête	taut	2
têtes	tête	tend	2
têtes	tête	tipped	2
vain	vaine	vent	2
vains	vaine	vent	2
valletta	valette	valette	2
vaniteux	vaine	vent	2
vanité	vaine	vent	2
vera	velma	velma	3
veronica	véronique	véronique	2
verte	vert	very	2
verte	vertes	vet	2
veux	veulent	velour	2
vigne	vignes	vigne	6
vigne	vignes	vignes	6
vigne	vine	vigne	4
vignoble	vignes	vigne	6
vignoble	vignes	vignes	6
vignoble	vine	vigne	4
vignobles	vignes	vigne	6
vignobles	vignes	vignes	6
vignobles	vine	vigne	4
viking	vikings	vikings	2
vinicole	vignes	vigne	2
vinicole	vignes	vignes	2
vinny	vinnie	vinnie	2
vinny	vinnie	vinny	2
voix	votes	vote	6
votants	votes	vote	3
vote	votes	vote	6
voter	votes	vote	3
votez	votes	vote	3
voulez	veulent	velour	2
vouloir	veulent	velour	2
véra	velma	velma	3
watts	watt	what	2
weekend	weekends	weekends	2
west	ouest	newest	2
west	ouest	quest	2
west	ouest	went	2
west	ouest	west	2
west	ouest	western	2
west	ouest	wished	2
western	ouest	newest	2
western	ouest	quest	2
western	ouest	went	2
western	ouest	west	2
western	ouest	western	2
western	ouest	wished	2
whiskey	scotch	sketch	3
whisky	scotch	sketch	5
xvi	sixteenth	sixteenth	3
xvie	sixteenth	sixteenth	3
yougoslavie	yougoslaves	yugoslav	3
yougoslavie	yougoslave	yugoslav	3
écho	echo	echo	2
écho	echo	echoes	2
échos	echo	echo	2
échos	echo	echoes	2
électrode	électrodes	electrode	2
élitiste	elite	elite	3
élitiste	élites	elite	3
élitiste	élite	elite	3
émergente	naissante	nest	2
éprouvé	prouvés	proved	2
éprouvé	prouvés	proven	2
éprouvé	prouvées	proved	2
éprouvé	prouvées	proven	2
éprouvé	prouvée	proved	2
éprouvé	prouvée	proven	2
éprouvé	prouvé	proved	2
éprouvé	prouvé	proven	2
étienne	stephen	stefan	7
étienne	stephen	stephan	7
étienne	stephan	stefan	5
étienne	stephan	stephan	5
