word	mate	mate_homophone	shared
receiving	receive	rive	5
reception	received	rives	3
recipe	revenue	revenues	2
recipes	revenue	revenues	5
recipes	revenues	revenues	3
recipes	received	rives	2
recipient	receptor	ries opté	2
reclaim	claiming	clément	2
record	register	raids ester	2
recruiting	recruit	recrute	4
recruitment	recruit	recrute	3
recruits	recruit	recrute	3
rectification	correct	correct	4
rectification	correct	correcte	4
rectification	correct	corrects	4
rectification	correct	crête	4
rectification	corrective	correctives	4
redhead	roux	rousse	6
redhead	roux	rousses	6
redhead	roux	roux	6
redhead	red	raid	6
redhead	red	raide	6
redhead	red	raids	6
redhead	rufous	rousse	6
redhead	rufous	rousses	6
redhead	rouge	rouge	3
redhead	rouge	rouges	3
redhead	reds	raids	3
redhead	rouges	rouge	3
redhead	rouges	rouges	3
redheads	roux	rousse	4
redheads	roux	rousses	4
redheads	roux	roux	4
redheads	red	raid	4
redheads	red	raide	4
redheads	red	raids	4
redheads	rufous	rousse	4
redheads	rufous	rousses	4
redo	restoring	ries taurine	2
reeds	reed	ride	2
reeds	reed	rides	2
referee	ref	bref	2
referee	ref	brefs	2
referee	ref	f	2
referee	ref	ref	2
reformation	reform	reforme	4
reformation	reform	réforme	4
reformation	reform	réformes	4
reformation	reforms	reforme	4
reforming	reform	reforme	4
reforming	reform	réforme	4
reforming	reform	réformes	4
reforming	reforms	reforme	4
refresh	refreshing	rient rechigne	5
refreshment	refreshing	rient rechigne	5
refreshments	refreshing	rient rechigne	2
refrigerator	frigo	frigo	4
refrigerators	frigo	frigo	4
refugees	refugee	réfugie	4
refused	rejected	rides excède	8
registry	register	raids ester	4
regretting	regret	crête	5
regretting	regret	regrette	5
regretting	regret	regrettent	5
regretting	regrets	regrette	4
regretting	regrets	regrettent	4
regrouped	grouped	groupé	5
regrouped	grouped	groupées	5
regrouped	grouped	groupés	5
rehearsed	repeated	pires	4
rehearsed	repeated	répit aide	4
reindeer	renne	renne	2
reindeer	renne	rennes	2
reindeer	rennes	renne	2
reindeer	rennes	rennes	2
reinforcement	reinforce	rien fausse	2
reinforces	reinforce	rien fausse	2
rejects	rejected	rides excède	8
relaunch	restart	ries tâte	2
relive	restart	ries tâte	2
reliving	restart	ries tâte	2
remarkable	notable	nobel	4
reminder	recalls	rigole	3
reminder	recall	rient collent	2
reminder	recall	rigole	2
reminders	recalls	rigole	3
reminders	recall	rient collent	2
reminders	recall	rigole	2
rendering	rendered	reines aide	5
rendering	render	rhin des	5
rendu	rendered	reines aide	5
rendu	render	rhin des	5
rendus	rendered	reines aide	4
rendus	render	rhin des	4
renew	renouveau	renouveau	2
renewal	renouveau	renouveau	2
renewals	renouveau	renouveau	2
renée	renee	renée	2
repairman	repair	repère	3
repairs	repair	repère	4
reparations	repair	repère	4
replica	reply	plat	5
replied	responded	ries pannes aide	3
reportage	report	porte	4
reporting	report	porte	4
reports	report	porte	3
reptiles	reptile	reptile	2
reptiles	reptile	reptiles	2
requires	require	quoi	2
reseller	distributor	dissent rebuter	2
resilient	strength	stresse	5
resistance	strength	stresse	5
resistance	force	fausse	2
resistance	force	fausses	2
resistance	force	force	2
resistance	force	forces	2
resistant	strength	stresse	5
resisting	resist	ries est	3
resistors	strength	stresse	5
resists	resist	ries est	3
respecting	respect	respect	4
respecting	respect	respectant	4
respecting	respect	respecte	4
respecting	respect	respectent	4
respecting	respect	respecter	4
respecting	respect	respects	4
respecting	respects	respect	3
respecting	respects	respecte	3
respecting	respects	respectent	3
respecting	respects	respects	3
respond	reply	plat	4
response	reply	plat	5
restore	restoring	ries taurine	2
restores	restoring	ries taurine	2
rests	rest	reste	2
rests	rest	restent	2
rests	rest	rester	2
rests	rest	restes	2
rests	rest	restez	2
rests	rest	resté	2
resuscitate	restart	ries tâte	3
retired	retreat	rites rite	3
retirees	retreat	rites rite	3
retirement	retreat	rites rite	3
revealing	reveal	rient vil	4
revive	restart	ries tâte	4
reviving	restart	ries tâte	2
rigid	rigueur	rigueur	2
rigidity	rigueur	rigueur	2
risks	risk	risque	2
risks	risk	risquent	2
risks	risk	risques	2
robustness	robust	robuste	2
robustness	force	fausse	2
robustness	force	fausses	2
robustness	force	force	2
robustness	force	forces	2
rocket	roquette	rocket	3
rocket	roquette	roquette	3
rocket	roquette	roquettes	3
rockets	roquette	rocket	3
rockets	roquette	roquette	3
rockets	roquette	roquettes	3
rocky	rock	rauque	2
roll	roller	roll	4
roll	rolls	roll	3
rollers	rolls	roll	3
rollers	roller	roll	3
rolling	roller	roll	2
rom	romani	romani	4
roma	romani	romani	4
romantic	romance	romane	4
romanticism	romance	romane	4
romany	romani	romani	4
rond	rounds	round	4
rookie	recruit	recrute	2
rosé	rose	roses	2
round	rounds	round	4
rounded	rounds	round	4
rounding	rounds	round	4
rousse	roux	rousse	4
rousse	roux	rousses	4
rousse	roux	roux	4
rousse	red	raid	4
rousse	red	raide	4
rousse	red	raids	4
rousse	rufous	rousse	4
rousse	rufous	rousses	4
rubies	ruby	roux bis	2
rubies	ruby	rubis	2
rubis	ruby	roux bis	2
rubis	ruby	rubis	2
rugged	robust	robuste	2
rusted	rusty	rusty	4
rusted	rust	reste	4
sachsen	saxe	saxe	2
sacred	saints	séances	4
sacred	saint	cette	4
sainte	saints	séances	4
sainte	saint	cette	4
saintes	saints	séances	5
saintes	saint	cette	4
salted	salty	sorties	5
salted	salty	sortis	5
salted	salt	sol	5
salted	salt	soldes	5
salted	sel	sel	2
salvo	salve	salve	2
sardines	sardine	sardine	2
sardines	sardine	sardines	2
sawn	sawed	scindes	2
sawn	sawed	sonde	2
sawn	sawed	sondent	2
sawn	sawed	sondes	2
sawn	sawed	sotte	2
sawn	sawed	sottes	2
saxo	sax	sax	3
saxony	saxe	saxe	2
saxophone	sax	sax	3
scars	scar	scar	3
schoolteacher	teacher	dit chez	2
scots	scotch	sketch	2
scottish	scotch	sketch	2
screamed	cried	crânes	2
screamed	cria	cria	2
screamed	cria	crié	2
screaming	scream	escrime	6
screaming	cree	cri	4
screaming	cree	crie	4
screaming	cree	crier	4
screaming	cree	cris	4
screams	cree	cri	3
screams	cree	crie	3
screams	cree	crier	3
screams	cree	cris	3
screams	scream	escrime	3
screenwriter	writer	rares	2
seasonally	seasonal	saison elle	3
seasons	season	scies haine	2
secrecy	secret	sic	3
secrets	secret	sic	3
sectoral	sector	secte	4
sectoral	sector	sectes	4
sectoral	sector	secteur	4
seeds	seed	cid	3
selection	select	sélect	4
selections	select	sélect	2
selectivity	selective	sélective	5
selectivity	selective	sélectives	5
semen	seed	cid	4
sens	sense	saine	2
sens	sense	scène	2
sens	sense	seine	2
sens	senses	sain six	2
sens	senses	saine	2
sentencing	sentence	certaines	3
sentencing	penalties	pain altesse	2
sentencing	penalties	pénalise	2
sentencing	penalty	pain haleter	2
sentinel	sentry	sain tri	3
sentinels	sentry	sain tri	3
sentries	sentry	sain tri	3
separate	separated	précèdent	5
separate	separated	séparait aide	5
separating	separated	précèdent	4
separating	separated	séparait aide	4
serge	sergei	sergueï	3
sergey	sergei	sergueï	4
serial	series	cerise	3
serial	series	cerises	3
serious	stern	sonne	2
seriousness	severity	avertit	2
serving	serve	sève	4
severe	stern	sonne	3
sevilla	seville	seville	3
shoes	shoe	chou	2
shoes	shoe	choux	2
shootings	shooting	jouent in	2
shovel	pelle	pelle	2
shovel	pelle	pelles	2
shrieking	cree	cri	3
shrieking	cree	crie	3
shrieking	cree	crier	3
shrieking	cree	cris	3
shrieking	scream	escrime	3
sic	sci	ça	6
sic	cei	cis	3
sighs	sigh	sa	3
sighs	sigh	ça	3
sighs	sigh	çà	3
significance	sense	saine	2
significance	sense	scène	2
significance	sense	seine	2
significance	senses	sain six	2
significance	senses	saine	2
signifying	sense	saine	2
signifying	sense	scène	2
signifying	sense	seine	2
signifying	senses	sain six	2
signifying	senses	saine	2
simple	singles	single	2
simple	single	single	2
sinister	disaster	dis acheter	3
sis	sister	ces tes	4
sis	sister	sieste	4
sit	seated	scient aide	2
sit	sat	cette	2
sitting	seated	scient aide	2
sitting	sat	cette	2
slide	slip	slip	2
slide	slip	slips	2
sliding	slip	slip	2
sliding	slip	slips	2
slovakian	slovak	slovaque	2
slovakian	slovak	slovaques	2
slovaks	slovak	slovaque	2
slovaks	slovak	slovaques	2
smartphones	smartphone	smartphone	2
smartphones	smartphone	smartphones	2
smiles	smile	semelle	2
smiley	smile	semelle	2
smiling	smile	semelle	2
soils	sol	salles	2
soils	soil	sol	2
soils	soil	sols	2
soloist	solo	solo	2
somme	sum	sam	2
sources	source	source	2
sources	source	sources	2
soviets	soviet	sautent	3
special	specialty	pêcheries	3
specialities	specialty	pêcheries	4
speciality	specialty	pêcheries	2
specials	specialty	pêcheries	4
specialties	specialty	pêcheries	4
specification	spec	spec	3
specifications	spec	spec	2
specs	spec	spec	2
spelling	spell	pelle	2
spelling	spell	selle	2
spelling	spell	selles	2
spelling	spell	sels	2
sperm	seed	cid	4
spirit	esprit	esprit	2
spooky	disaster	dis acheter	2
sporadically	sporadic	sporadique	3
sporadically	sporadic	sporadiques	3
sport	sports	sport	3
sporty	sports	sport	2
src	nfs	nfs	2
stability	steady	sidi	4
stability	steady	série	4
stable	steady	sidi	3
stable	steady	série	3
stade	stage	stage	3
stade	scene	ciné	2
stade	scene	seine	2
stade	scene	seines	2
stade	scene	si	2
stade	scene	sinon	2
stade	step	sep	2
stade	step	step	2
stade	step	steppe	2
stade	step	steppes	2
stade	step	stop	2
stade	step	stoppe	2
stade	step	stoppent	2
stade	step	stoppes	2
stadium	stage	stage	3
stadium	scene	ciné	2
stadium	scene	seine	2
stadium	scene	seines	2
stadium	scene	si	2
stadium	scene	sinon	2
stadium	step	sep	2
stadium	step	step	2
stadium	step	steppe	2
stadium	step	steppes	2
stadium	step	stop	2
stadium	step	stoppe	2
stadium	step	stoppent	2
stadium	step	stoppes	2
statistical	stats	stade	2
statistics	stats	stade	3
std	mst	mst	2
stds	mst	mst	2
stephen	stephan	stephan	6
stephen	stephan	stephen	6
stephen	stefan	stephan	6
stephen	stefan	stephen	6
steven	stephan	stephan	6
steven	stephan	stephen	6
steven	stefan	stephan	6
steven	stefan	stephen	6
stis	mst	mst	2
stocked	stored	stade	3
stowaway	clandestine	clandestine	2
stowaway	clandestine	clandestines	2
strait	detroit	dit rode	2
straps	strap	strip	3
stringent	strict	strict	3
stringent	strict	stricte	3
stringent	strict	strictes	3
sturdy	robust	robuste	2
stéphane	stephan	stephan	6
stéphane	stephan	stephen	6
stéphane	stefan	stephan	6
stéphane	stefan	stephen	6
subjectivity	subjective	sapent choquent ive	5
sublime	splendid	spleen aide	2
successors	successor	secs essaie	2
sucking	suck	sacs	2
sucks	suck	sacs	2
suffering	suffer	sauf	6
suffering	suffers	saut aise	3
sunshine	sunlight	son light	2
sunshine	sun	saine	2
superb	splendid	spleen aide	2
superiors	superior	soupir	5
supple	flexible	flexible	3
supple	flexible	flexibles	3
supports	supporters	sabot aise	5
supposing	suppose	opposent	4
survey	surveys	savez	2
survival	survive	savent	3
survival	survivor	savent	2
surviving	survivor	savent	5
surviving	survive	savent	4
survivors	survivor	savent	5
survivors	survive	savent	2
susceptible	sensitive	sain sait ive	2
suspend	suspended	ces peinent aide	5
suspend	suspension	ces pain chaîne	5
suspends	suspension	ces pain chaîne	2
suspensions	suspended	ces peinent aide	4
suspensions	suspension	ces pain chaîne	4
suspicious	suspect	suspect	5
suspicious	suspect	suspecte	5
suspicious	suspect	suspectes	5
suspicious	suspect	suspects	5
suspicious	suspects	suspect	4
suspicious	suspects	suspecte	4
suspicious	suspects	suspectes	4
suspicious	suspects	suspects	4
sustained	supported	sabot aide	2
swans	swan	swan	3
sweats	sweat	souhait	3
sweats	sweating	souhait in	3
sweatshirt	sweat	souhait	3
sweatshirt	sweating	souhait in	3
sweaty	sweat	souhait	3
sweaty	sweating	souhait in	3
swedish	swede	souhaite	3
swedish	swede	sud	3
sweetness	softness	soft	3
sweetness	doux	douce	2
sweetness	doux	douces	2
sweetness	doux	doux	2
sylvan	sylvester	sylvester	3
sylvan	sylvester	sylvestre	3
sylvan	sylvestre	sylvester	3
sylvan	sylvestre	sylvestre	3
sylvia	sylvie	sylvie	3
sylvia	susan	soudaine	2
taboos	taboo	tabou	2
taboos	taboo	tabous	2
tap	touch	tâche	3
tap	touche	touch	2
tap	touche	touche	2
tap	touche	toucher	2
tap	touche	touchez	2
tariff	fare	faire	2
tariff	fare	fer	2
tariff	fare	fers	2
tarts	tarte	tarte	2
tarts	tarte	tartes	2
taxation	tax	taxe	2
taxation	tax	taxes	2
taxes	tax	taxe	2
taxes	tax	taxes	2
taxis	taxi	taxi	2
taxis	taxi	taxis	2
tchad	chad	tchad	3
teacup	cup	cap	3
teas	tea	tees	3
technological	technology	technologie	3
technological	technology	technologies	3
technological	technologies	technologie	2
tempe	temple	tain paul	2
tempe	temple	tempo	2
tempted	tried	trahi	3
tendency	trending	train digne	2
tendency	trend	traîne	2
tendency	trend	traînent	2
tensions	tension	tain chaîne	2
terraces	terrace	terrasse	2
terraces	terrace	terrasses	2
terraces	terrace	terre	2
terrible	dreadful	trait folle	3
terrifying	scary	série	4
terrorists	terrorist	terroriste	2
terrorists	terrorist	terroristes	2
testicle	testes	taies dix	2
testicles	testes	taies dix	2
testicular	testes	taies dix	2
textiles	textile	tex tacle	2
textiles	textile	textile	2
textiles	textile	textiles	2
textures	texture	texture	2
textures	texture	textures	2
thais	thai	ta	3
therapies	therapy	reprit	2
threats	menace	main hisse	2
threats	menace	mène	2
tiling	tile	tales	2
tiling	tiles	tales	2
tips	tricks	rixe	2
tmr	fmc	fmc	2
toe	tep	tep	2
ton	tons	thèse	2
ton	tonnes	thèse	2
tonne	tons	thèse	2
tonne	tonnes	thèse	2
torment	torture	tôt chez	4
torments	torture	tôt chez	2
torsion	twist	twist	2
tortoise	tortue	tortue	2
tortoise	tortue	tortues	2
tortures	torture	tôt chez	2
touched	touchdown	touchdown	4
touching	touch	tâche	6
touching	touche	touch	4
touching	touche	touche	4
touching	touche	toucher	4
touching	touche	touchez	4
touring	tour	torts	3
touring	tour	tours	3
tours	tour	torts	2
tours	tour	tours	2
tower	tour	torts	3
tower	tour	tours	3
trademark	mark	marque	3
trademark	mark	marquent	3
trademark	mark	marques	3
trademarks	marks	max	2
trademarks	marques	max	2
tragedies	tragedy	trait jeter	2
traitor	treacherous	traîtresse	4
traitors	treacherous	traîtresse	4
trams	tram	tram	3
trams	tram	trame	3
tramway	tram	tram	3
tramway	tram	trame	3
tramways	tram	tram	3
tramways	tram	trame	3
tranny	travesti	travesti	2
tranny	travesti	travestis	2
transfer	transfers	transfert	3
transfer	transfers	transfère	3
transferring	transfers	transfert	2
transferring	transfers	transfère	2
transformation	transform	transformant	3
transformation	transform	transforme	3
transformation	transform	transforment	3
transformation	transform	transformer	3
transformation	transforming	transforme	2
transformation	transforms	transforme	2
transformation	transforms	transformer	2
transmitting	transmit	transmis	2
transmitting	transmit	traînes mythe	2
transporter	porter	pote	2
transporter	porter	potes	2
transporter	porter	pour	2
transports	transportation	transporter	2
transports	transport	transporte	2
transports	transport	transportent	2
transvestite	travesti	travesti	2
transvestite	travesti	travestis	2
treasure	treasures	trais aise	2
treasury	treasures	trais aise	2
treatment	transform	transformant	2
treatment	transform	transforme	2
treatment	transform	transforment	2
treatment	transform	transformer	2
trenches	trench	traîne	4
trendy	trending	train digne	2
trendy	trend	traîne	2
trendy	trend	traînent	2
tri	triage	triage	3
trial	tests	test	3
trial	tests	teste	3
trial	tests	tester	3
trial	tests	tests	3
trial	test	peste	3
trial	test	pestent	3
trial	test	pestes	3
trial	test	test	3
trial	test	teste	3
trial	test	testent	3
trial	test	tester	3
trial	test	testes	3
trial	test	tests	3
trial	test	testé	3
trial	test	testés	3
trial	testing	test	3
trial	testing	tester	3
trial	testing	tests	3
trier	triage	triage	3
trophée	trophies	trophy	3
trophée	trophy	trophy	3
trunk	chest	teste	2
turin	torino	torino	2
turtle	tortue	tortue	2
turtle	tortue	tortues	2
turtles	tortue	tortue	2
turtles	tortue	tortues	2
twisting	twist	twist	2
typing	type	tape	3
typing	type	tapes	3
unofficial	informal	un formelle	4
untouched	intact	aident acte	3
unveil	reveal	rient vil	3
unveiled	revealed	ville	4
vaccination	vaccines	vaccine	4
vaccination	vaccines	vacciner	4
vaccination	vaccine	vaccine	4
vaccination	vaccine	vacciner	4
vaccinations	vaccines	vaccine	4
vaccinations	vaccines	vacciner	4
vaccinations	vaccine	vaccine	4
vaccinations	vaccine	vacciner	4
valletta	valette	valette	2
vallée	valley	bali	2
valves	valve	valve	4
valves	valve	valves	4
vannes	valve	valve	2
vannes	valve	valves	2
variant	varying	verrez	2
variation	varying	verrez	2
vectors	vector	vecteur	2
vectors	vector	vecteurs	2
vera	velma	velma	3
veronica	véronique	véronique	2
vertigo	sweating	souhait in	3
veterinarian	vet	vais	3
veterinarian	vet	vertes	3
veterinarian	vet	veste	3
veterinarian	vet	vestes	3
veterinarians	vet	vais	2
veterinarians	vet	vertes	2
veterinarians	vet	veste	2
veterinarians	vet	vestes	2
veterinary	vet	vais	3
veterinary	vet	vertes	3
veterinary	vet	veste	3
veterinary	vet	vestes	3
veto	vet	vais	3
veto	vet	vertes	3
veto	vet	veste	3
veto	vet	vestes	3
vets	vet	vais	2
vets	vet	vertes	2
vets	vet	veste	2
vets	vet	vestes	2
viking	vikings	vikings	2
vines	vine	vanne	5
vines	vine	vannes	5
vines	vigne	vignes	5
vines	vigne	vine	5
vines	vignes	vignes	4
vineyard	vine	vanne	5
vineyard	vine	vannes	5
vineyard	vigne	vignes	5
vineyard	vigne	vine	5
vineyard	vignes	vignes	4
vineyards	vignes	vignes	4
vineyards	vine	vanne	4
vineyards	vine	vannes	4
vineyards	vigne	vignes	4
vineyards	vigne	vine	4
virtuous	fair	faire	2
virtuous	fair	fer	2
virtuous	fair	fers	2
visas	visa	visa	2
visas	visa	visas	2
visas	visa	vise	2
visas	visa	visent	2
visas	visa	visés	2
visitors	visitor	verre	2
vitale	vital	valent	4
vocals	voices	vol	3
vocals	vote	votent	3
vocals	vote	votes	3
voice	voices	vol	3
voice	vote	votent	3
voice	vote	votes	3
voters	vote	votent	3
voters	vote	votes	3
votes	vote	votent	6
votes	vote	votes	6
votes	voices	vol	3
voting	vote	votent	6
voting	vote	votes	6
voting	voices	vol	3
véra	velma	velma	3
weekend	weekends	weekends	2
whiskey	scotch	sketch	3
whisky	scotch	sketch	3
xvi	sixteenth	sixteenth	3
xvie	sixteenth	sixteenth	3
yeah	yes	nièce	2
yeah	yes	pièce	2
yeah	yes	pièces	2
yeah	yes	s	2
yugoslavia	yugoslav	yougoslave	3
yugoslavia	yugoslav	yougoslaves	3
yugoslavian	yugoslav	yougoslave	3
yugoslavian	yugoslav	yougoslaves	3
yup	yep	hep	2
yup	yep	yep	2
zooming	zoom	zoom	2
zooming	zoom	zoome	2
zooming	zoom	zooment	2
zooming	zoom	zoomer	2
zooming	zoom	zoomes	2
zooming	zoom	zooms	2
zoos	zoo	zou	2
ève	eve	ive	2
ève	eve	ives	2
élise	elise	elise	2
élise	elise	élise	2
émile	emile	emil	3
émile	emile	emile	3
émile	emile	émile	3
étienne	stephan	stephan	3
étienne	stephan	stephen	3
étienne	stefan	stephan	3
étienne	stefan	stephen	3
