seed	hops	quality	loop
lords	4	0.934	en:lords ~ fr:lords ≈ en:lord = fr:lord ≈ en:lording
lowest	4	0.825	en:lowest ~ en:low ≈ fr:lots ~ fr:lot ≈ en:lower
lowest	4	0.825	en:lowest ~ en:low ≈ fr:lot ~ fr:lots ≈ en:lower
luckily	5	0.962	en:luckily ~ en:fortunately ≈ fr:faut chenet lis ~ fr:faut chaînette ≈ en:fortunate ~ fr:fortunato
luckily	5	0.962	en:luckily ~ en:fortunately ≈ fr:faut chenet lis ~ fr:faut chaînette ≈ en:fortunate ~ en:fortunato
marks	5	0.846	en:marks = fr:marques ≈ en:mark = fr:marque ≈ en:marked ~ en:marking
marks	5	0.846	en:marks = fr:marques ≈ en:mark = fr:marque ≈ en:marked ~ en:marking
masks	4	0.885	en:masks ~ en:mask ≈ fr:masque ~ en:masque ≈ fr:masques
masks	4	0.882	en:masks = fr:masques ≈ en:masque ~ fr:masque ≈ en:mask
masque	3	0.904	en:masque ≈ fr:masque = en:mask ≈ fr:masques
masses	4	0.885	en:masses ~ fr:masses ≈ en:mouse ~ en:mice ≈ fr:masse
masses	4	0.877	en:masses ~ fr:masse ≈ en:mouse ~ en:mice ≈ fr:masses
maxed	4	0.826	en:maxed ~ fr:max ≈ en:max = fr:maximum ≈ en:maximum
maxed	4	0.824	en:maxed ~ en:max ≈ fr:max ~ fr:maximum ≈ en:maximum
meanie	3	0.988	en:meanie ≈ fr:mini ~ fr:minis ≈ en:meany
meanie	4	0.974	en:meanie ≈ fr:mini ~ fr:minis ≈ en:meany ~ en:meher
meany	3	0.988	en:meany ≈ fr:minis ~ fr:mini ≈ en:meanie
meany	4	0.971	en:meany ≈ fr:minis ~ fr:mini ≈ en:meanie ~ en:mey
meet	3	0.904	en:meet ≈ fr:mythe ~ fr:mythes ≈ en:meets
meet	4	0.909	en:meet ≈ fr:mythe ~ fr:mythes ≈ en:meets ~ fr:rencontres
meet eek	4	0.858	en:meet eek ~ en:meet ≈ fr:mythe ~ fr:mythes ≈ en:meets
meet eek	4	0.854	en:meet eek ~ en:meets ≈ fr:mythe ~ fr:mythes ≈ en:meet
meetly	5	0.890	en:meetly ~ en:meet ≈ fr:mythe ~ fr:mythes ≈ en:meets ~ fr:rencontrez
meme	3	0.910	en:meme ≈ fr:mimes ~ fr:mime ≈ en:memes
meme	4	0.932	en:meme ≈ fr:mimes ~ fr:mime ≈ en:memes ~ fr:memes
mini	4	0.983	en:mini ~ fr:mini ≈ en:meanie ~ en:meany ≈ fr:minis
mini	4	0.974	en:mini ~ fr:minis ≈ en:meany ~ en:meanie ≈ fr:mini
most	5	0.786	en:most ~ en:mostly ≈ fr:but lie ~ fr:et lie ≈ en:widely ~ en:predominantly
movie	4	0.846	en:movie ~ en:film ≈ fr:films ~ en:films ≈ fr:film
movie	4	0.846	en:movie ~ en:film ≈ fr:films ~ en:films ≈ fr:film
movies	4	0.847	en:movies ~ fr:films ≈ en:film ~ fr:film ≈ en:films
movies	4	0.847	en:movies ~ fr:films ≈ en:film ~ fr:film ≈ en:films
myself	3	0.870	en:myself ≈ fr:mas elfes ~ fr:et elfes ≈ en:herself
myself	3	0.860	en:myself ≈ fr:mas elfes ~ fr:et elfes ≈ en:yourself
nail	4	0.932	en:nail = fr:clous ≈ en:clue ~ en:clued ≈ fr:clou
nail	4	0.917	en:nail = fr:clou ≈ en:clue ~ en:clues ≈ fr:clous
naive	4	0.819	en:naive ~ fr:naïve ≈ en:knives ~ en:knife ≈ fr:naïfs
naive	4	0.819	en:naive ~ fr:naïve ≈ en:knives ~ en:knife ≈ fr:naïf
needy	5	0.862	en:needy ~ fr:pauvre ≈ en:pour ~ fr:pour ≈ en:poor ~ en:pauvres
needy	5	0.861	en:needy ~ fr:pauvre ≈ en:pour ~ fr:pour ≈ en:poor ~ en:pobres
net	3	0.927	en:net ≈ fr:nets ~ en:nets ≈ fr:net
net	4	0.923	en:net ≈ fr:nets ~ en:nets ≈ fr:net ~ fr:internaute
netflix	3	0.787	en:netflix ≈ fr:netflix ~ en:youtube ≈ fr:youtube
norm	6	0.889	en:norm ≈ fr:norme ~ fr:règle ≈ en:regular = fr:ordinaire ≈ en:ordinary ~ fr:normaux
norm	6	0.889	en:norm ≈ fr:norme ~ fr:règle ≈ en:regular = fr:ordinaire ≈ en:ordinary ~ fr:normaux
northwestern	4	0.918	en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:nœud ouest ≈ en:northwest
northwestern	5	0.935	en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:nœud ouest ≈ en:northwest ~ fr:northwest
offset	3	0.809	en:offset ≈ fr:offset ~ en:strips ≈ fr:strip
oldest	4	0.929	en:oldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ en:elder
oldest	4	0.925	en:oldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ fr:âgées
order	4	0.940	en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered ~ fr:ordre
order	4	0.940	en:order ≈ fr:horde ~ fr:hordes ≈ en:ordered ~ fr:ordre
ordered	4	0.858	en:ordered ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:ordres
ordered	4	0.858	en:ordered ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:ordres
ordering	4	0.932	en:ordering ~ en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered
ordering	4	0.904	en:ordering ~ en:order ≈ fr:hordes ~ fr:horde ≈ en:orders
orders	4	0.861	en:orders ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:ordres
orders	4	0.861	en:orders ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:ordres
out	5	0.890	en:out = fr:sortir ≈ en:sort ~ fr:sort ≈ en:sortie ~ fr:sortie
pac	4	0.880	en:pac ~ fr:pacs ≈ en:packs ~ en:pack ≈ fr:pac
pac	4	0.906	en:pac ~ fr:pac ≈ en:pack ~ en:packs ≈ fr:pacs
packs	3	0.866	en:packs ≈ fr:pacs ~ fr:pac ≈ en:pack
packs	4	0.900	en:packs ≈ fr:pacs ~ fr:pac ≈ en:pack ~ fr:pack
paired	4	0.975	en:paired ≈ fr:perde ~ fr:perds ≈ en:pair = fr:paires
paired	4	0.974	en:paired ≈ fr:perde ~ fr:perd ≈ en:pair = fr:paires
pairs	4	0.949	en:pairs ~ en:paired ≈ fr:perde ~ fr:perds ≈ en:pair
pairs	4	0.949	en:pairs ~ en:paired ≈ fr:perde ~ fr:perd ≈ en:pair
pal	5	0.920	en:pal = fr:pote ≈ en:port ~ en:ports ≈ fr:potes = en:pals
pal	5	0.920	en:pal = fr:pote ≈ en:ports ~ en:port ≈ fr:potes = en:pals
paste	4	0.980	en:paste = fr:coller ≈ en:caller ~ en:call ≈ fr:colle
paste	4	0.980	en:paste = fr:coller ≈ en:caller ~ en:call ≈ fr:colle
pause	3	0.944	en:pause ≈ fr:pose ~ en:pose ≈ fr:pauses
pause	3	0.944	en:pause ≈ fr:pose ~ en:pose ≈ fr:pause
pea	6	0.916	en:pea ≈ fr:pi ~ fr:pif ≈ en:peeve ~ fr:pise ≈ en:peas = fr:pois
pea	6	0.912	en:pea ≈ fr:pi ~ fr:pif ≈ en:peeve ~ fr:pise ≈ en:peas ~ en:peano
peak	4	0.962	en:peak ≈ fr:piquent ~ fr:piquer ≈ en:peaky ~ fr:peake
peak	4	0.962	en:peak ≈ fr:piquent ~ fr:piquer ≈ en:peaky ~ en:peake
peaky	4	0.965	en:peaky ≈ fr:piquer ~ fr:piquent ≈ en:peak ~ fr:peake
peaky	4	0.965	en:peaky ≈ fr:piquer ~ fr:piquent ≈ en:peak ~ en:peake
pecking	4	0.878	en:pecking ~ en:pecks ≈ fr:boxe ~ fr:box ≈ en:becks
pee	4	0.891	en:pee ≈ fr:pi ~ fr:pif ≈ en:peeve ~ en:peene
pee	4	0.891	en:pee ≈ fr:pi ~ fr:pif ≈ en:peeve ~ fr:peene
peel	6	0.867	en:peel ≈ fr:piles ~ fr:pile ≈ en:appeal ~ en:appealing ≈ fr:peeling ~ en:peeled
peel	6	0.865	en:peel ≈ fr:piles ~ fr:pile ≈ en:appeal ~ en:appealing ≈ fr:peeling ~ en:peele
pees	5	0.904	en:pees ~ en:pee ≈ fr:pi ~ fr:pif ≈ en:peeve ~ en:peene
pees	5	0.904	en:pees ~ en:pee ≈ fr:pi ~ fr:pif ≈ en:peeve ~ fr:peene
penalties	5	0.916	en:penalties = fr:peines ≈ en:pens ~ en:pen ≈ fr:peine = en:penalty
penalties	5	0.916	en:penalties = fr:peines ≈ en:pens ~ en:pen ≈ fr:peine = en:penalty
penalty	4	0.914	en:penalty = fr:peine ≈ en:pens ~ en:pen ≈ fr:peines
penalty	5	0.921	en:penalty = fr:peine ≈ en:pens ~ en:pen ≈ fr:peines = en:penalties
pentagon	6	0.889	en:pentagon ≈ fr:peinent gaine ~ fr:gaine ≈ en:again = fr:encore ≈ en:corps ~ fr:corps
pentagon	6	0.880	en:pentagon ≈ fr:peinent gaine ~ fr:gaine ≈ en:again = fr:encore ≈ en:corps = fr:corps
petit	3	0.996	en:petit ≈ fr:petit ~ en:petite ≈ fr:petite
petit	3	0.996	en:petit ≈ fr:petit ~ fr:petite ≈ en:petite
petit eek	5	0.964	en:petit eek ~ fr:petit ≈ en:petit ~ en:petite ≈ fr:petite ~ fr:kleines
petit eek	5	0.964	en:petit eek ~ fr:petit ≈ en:petit ~ fr:petite ≈ en:petite ~ fr:kleines
petite	3	0.996	en:petite ≈ fr:petite ~ fr:petit ≈ en:petit
petite	3	0.996	en:petite ≈ fr:petite ~ en:petit ≈ fr:petit
pi	6	0.917	en:pi ~ fr:pif ≈ en:peeve ~ fr:pise ≈ en:pees ~ en:pee ≈ fr:pi
pi	6	0.905	en:pi ~ fr:pif ≈ en:peeve ~ fr:pise ≈ en:peas ~ en:pea ≈ fr:pi
picked	5	0.887	en:picked ~ en:pick ≈ fr:pique ~ fr:piquer ≈ en:picky ~ en:pickled
picked	5	0.885	en:picked ~ en:pick ≈ fr:piques ~ fr:piquer ≈ en:picky ~ en:pickled
pieced	3	0.988	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece
pieced	4	0.991	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece ~ fr:piece
pieces	5	0.948	en:pieces ≈ fr:pis aise ~ fr:pi ≈ en:pee = fr:pisse ≈ en:piece
pieces	6	0.956	en:pieces ≈ fr:pis aise ~ fr:pi ≈ en:pee = fr:pisse ≈ en:piece ~ fr:piece
pile	5	0.870	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:piles
pile	5	0.870	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:pile
piqued	5	0.929	en:piqued ~ fr:piquent ≈ en:peek ~ en:peeked ≈ fr:pique ~ en:piquet
piqued	5	0.929	en:piqued ~ fr:piquent ≈ en:peek ~ en:peeked ≈ fr:pique ~ fr:piquet
piss	4	0.842	en:piss ~ fr:pisse ≈ en:pease ~ en:peas ≈ fr:pisses
piss	4	0.842	en:piss ~ fr:pisse ≈ en:peas ~ en:pease ≈ fr:pisses
pissed	4	0.827	en:pissed ~ fr:pisse ≈ en:pease ~ en:peas ≈ fr:pisses
pissed	4	0.827	en:pissed ~ fr:pisse ≈ en:peas ~ en:pease ≈ fr:pisses
piste	6	0.936	en:piste ~ fr:piste ≈ en:pissed ~ fr:pisse ≈ en:piece ~ en:pieced ≈ fr:pistent
plates	5	0.887	en:plates ~ fr:plates ≈ en:plate = fr:plaque ≈ en:plaque ~ fr:plaques
platforms	3	0.873	en:platforms ≈ fr:plateforme ~ en:platform ≈ fr:plateformes
platforms	3	0.872	en:platforms ≈ fr:plateformes = en:platform ≈ fr:plateforme
plea	3	0.978	en:plea ≈ fr:pli ~ fr:plisse ≈ en:pleas
plea	3	0.973	en:plea ≈ fr:plis ~ fr:plisse ≈ en:pleas
plead	4	0.895	en:plead ~ en:pleader ≈ fr:plie ~ fr:plisse ≈ en:pleat
plead	4	0.891	en:plead ~ en:pleaded ≈ fr:plie ~ fr:plisse ≈ en:pleat
pleaded	4	0.903	en:pleaded ~ en:plead ≈ fr:plie ~ fr:plisse ≈ en:pleat
pleaded	5	0.914	en:pleaded ~ en:plead ≈ fr:plie ~ fr:plisse ≈ en:pleat ~ en:pleated
pleader	4	0.950	en:pleader ~ en:plea ≈ fr:pli ~ fr:plisse ≈ en:pleat
pleader	4	0.947	en:pleader ~ en:plea ≈ fr:plis ~ fr:plisse ≈ en:pleat
pleading	4	0.892	en:pleading ~ en:pleaded ≈ fr:plie ~ fr:plisse ≈ en:pleat
pleading	4	0.889	en:pleading ~ en:plead ≈ fr:plie ~ fr:plisse ≈ en:pleat
poo	5	0.966	en:poo ~ en:poof ≈ fr:pouf ~ fr:poupe ≈ en:poop = fr:crotte
poo	5	0.966	en:poo ~ en:poof ≈ fr:pouf ~ fr:poupe ≈ en:poop = fr:caca
pooch	4	0.901	en:pooch ~ fr:poules ≈ en:pool ~ en:pools ≈ fr:poule
pooch	4	0.901	en:pooch ~ fr:poules ≈ en:pools ~ en:pool ≈ fr:poule
pool	3	0.907	en:pool ≈ fr:poules ~ fr:poule ≈ en:pools
pool	3	0.907	en:pool ≈ fr:poule ~ fr:poules ≈ en:pools
poop	3	0.984	en:poop ≈ fr:poupe ~ fr:pouf ≈ en:poof
poop	3	0.979	en:poop ≈ fr:poupes ~ fr:pouffe ≈ en:poof
pops	4	0.837	en:pops = fr:pop ≈ en:pope = fr:pape ≈ en:pop
pops	4	0.837	en:pops = fr:pop ≈ en:pope = fr:papes ≈ en:pop
porters	3	0.861	en:porters ≈ fr:pot aise ~ fr:potes ≈ en:porter
porters	4	0.896	en:porters ≈ fr:pot aise ~ fr:potes ≈ en:porter ~ fr:porter
pose	4	0.944	en:pose ~ fr:pose ≈ en:pause ~ fr:pause ≈ en:poses
pose	4	0.944	en:pose ~ fr:pose ≈ en:pause ~ fr:pause ≈ en:poses
posed	4	0.938	en:posed ~ fr:pose ≈ en:pause ~ fr:pause ≈ en:pose
posed	4	0.938	en:posed ~ fr:pose ≈ en:pause ~ fr:pause ≈ en:pose
poses	4	0.946	en:poses = fr:pose ≈ en:pause ~ fr:pause ≈ en:pose
poses	4	0.946	en:poses = fr:pose ≈ en:pause ~ fr:pause ≈ en:pose
possess	4	0.931	en:possess ≈ fr:paix ace ~ fr:paix est ≈ en:possessed ~ en:possesses
possess	4	0.916	en:possess ≈ fr:paix ace ~ fr:paix est ≈ en:possessed ~ en:possessory
possession	4	0.905	en:possession ≈ fr:paix échine ~ fr:paix est ≈ en:possessed ~ en:possesses
possession	4	0.890	en:possession ≈ fr:paix échine ~ fr:paix est ≈ en:possessed ~ en:possessory
posts	4	0.825	en:posts = fr:postes ≈ en:post = fr:poste ≈ en:posted
posts	4	0.825	en:posts = fr:postes ≈ en:post = fr:poste ≈ en:posted
poverty	4	0.848	en:poverty ~ fr:pauvres ≈ en:pour ~ fr:pour ≈ en:poor
poverty	4	0.849	en:poverty ~ en:poor ≈ fr:pour ~ en:pour ≈ fr:pauvres
pp	3	0.983	en:pp ≈ fr:pipi = en:pee ≈ fr:pis
pp	3	0.983	en:pp ≈ fr:pipi = en:pee ≈ fr:pis
pray	4	0.926	en:pray ~ en:prayed ≈ fr:pré = en:pre ≈ fr:prie
prayer	6	0.855	en:prayer ~ en:prayers ≈ fr:prêts ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:pray
prayer	6	0.855	en:prayer ~ en:prayers ≈ fr:prêts ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:pray
precede	5	0.814	en:precede ~ en:preceding ≈ fr:précise ~ fr:précis ≈ en:preceded ~ en:precedes
predator	5	0.857	en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:prey
predator	5	0.857	en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:prés ≈ en:prey
predators	6	0.874	en:predators ~ en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:prey
predators	6	0.874	en:predators ~ en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:prés ≈ en:prey
predecessor	5	0.839	en:predecessor ~ en:previous ≈ fr:privilèges ~ fr:privilégie ≈ en:previously ~ fr:précédentes
preferences	5	0.855	en:preferences ~ en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer ~ en:preferring
preferred	4	0.858	en:preferred ~ en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer
preferred	5	0.879	en:preferred ~ en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer ~ en:preferring
prefers	3	0.826	en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer
prefers	4	0.860	en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer ~ en:preferring
premium	3	0.780	en:premium ≈ fr:primes rimes ~ en:prime ≈ fr:primes
premium	4	0.845	en:premium ≈ fr:primes rimes ~ fr:primes ≈ en:prime ~ fr:prime
premiums	4	0.874	en:premiums ~ en:premium ≈ fr:prime ~ en:prime ≈ fr:primes
premiums	4	0.861	en:premiums ~ en:premium ≈ fr:prime = en:prime ≈ fr:primes
prep	4	0.845	en:prep ~ fr:prés ≈ en:pray ~ en:prayed ≈ fr:pré
prep	4	0.845	en:prep ~ fr:pré ≈ en:prayed ~ en:pray ≈ fr:prés
preppy	5	0.836	en:preppy ~ fr:prés ≈ en:pray ~ en:praying ≈ fr:prenne ~ en:precept
pressed	4	0.905	en:pressed ~ fr:pressing ≈ en:pressing ~ en:presses ≈ fr:presse
pressed	4	0.891	en:pressed = fr:pressé ≈ en:press = fr:presse ≈ en:presses
presses	5	0.941	en:presses ≈ fr:précise ~ fr:précis ≈ en:pressie ~ en:pressies ≈ fr:presse
presses	6	0.943	en:presses ≈ fr:précise ~ fr:précis ≈ en:pressie ~ en:pressies ≈ fr:presse ~ fr:presser
pressie	3	0.973	en:pressie ≈ fr:précis ~ fr:précise ≈ en:pressies
pressie	4	0.950	en:pressie ≈ fr:précis ~ fr:précise ≈ en:pressies ~ fr:druk
pressies	3	0.973	en:pressies ≈ fr:précise ~ fr:précis ≈ en:pressie
pressies	4	0.974	en:pressies ~ en:pressie ≈ fr:précis ~ fr:précise ≈ en:presses
pressing	4	0.905	en:pressing ≈ fr:pressing ~ en:presses ≈ fr:presse ~ fr:presses
pressing	5	0.899	en:pressing ~ en:pressed ≈ fr:prête ~ fr:prêt ≈ en:press ~ fr:pressage
pressmen	3	0.901	en:pressmen ≈ fr:près mène ~ fr:près ≈ en:press
pressmen	4	0.917	en:pressmen ≈ fr:près mène ~ fr:près ≈ en:press ~ fr:prensa
primarily	5	0.795	en:primarily ~ en:mostly ≈ fr:but lie ~ fr:et lie ≈ en:widely ~ en:predominantly
professors	5	0.849	en:professors ~ en:professor ≈ fr:professe ~ fr:prof ≈ en:prof ~ fr:profs
professors	5	0.840	en:professors ~ en:professor ≈ fr:professe ~ fr:prof ≈ en:prof ~ en:profesor
proof	4	0.887	en:proof ~ fr:prouve ≈ en:proves ~ en:prove ≈ fr:prouver
proof	4	0.879	en:proof ~ fr:prouve ≈ en:proves ~ fr:prouver ≈ en:prove
proportions	4	0.901	en:proportions ~ en:quantities ≈ fr:quad dix ~ fr:quad tee ≈ en:quantity
proportions	6	0.891	en:proportions ~ en:quantities ≈ fr:quad dix ~ en:quad ≈ fr:quad ~ fr:quad tee ≈ en:quantity
proposal	4	0.831	en:proposal ~ en:proposed ≈ fr:proposent ~ en:propose ≈ fr:proposes
proposal	4	0.829	en:proposal ~ en:proposals ≈ fr:proposent ~ en:propose ≈ fr:proposes
proposals	4	0.827	en:proposals ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposed
proposals	4	0.819	en:proposals ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposal
proposed	4	0.822	en:proposed ~ en:proposal ≈ fr:proposent ~ en:propose ≈ fr:proposes
proposed	5	0.857	en:proposed ~ fr:proposent ≈ en:proposals ~ fr:proposes ≈ en:propose ~ en:proposes
proposes	4	0.843	en:proposes ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposed
proposes	4	0.831	en:proposes ~ en:propose ≈ fr:proposes ~ fr:proposent ≈ en:proposed
prospect	5	0.882	en:prospect ~ fr:prospects ≈ en:prospects = fr:perspectives ≈ en:perspective ~ fr:perspective
prospect	5	0.872	en:prospect ~ fr:prospects ≈ en:prospects = fr:perspectives ≈ en:perspective = fr:perspective
prospects	5	0.898	en:prospects ~ fr:prospects ≈ en:prospect = fr:perspective ≈ en:perspective ~ fr:perspectives
protected	4	0.842	en:protected ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protects
protected	4	0.833	en:protected ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protection
protecting	4	0.850	en:protecting ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protects
protecting	4	0.840	en:protecting ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protection
protective	4	0.829	en:protective = fr:protectrice ≈ en:protects ~ en:protecting ≈ fr:protection
protective	5	0.863	en:protective = fr:protectrice ≈ en:protects ~ en:protecting ≈ fr:protection ~ en:protection
protector	4	0.886	en:protector ≈ fr:prêt excès ~ fr:prêt excède ≈ en:protection ~ en:schutz
protector	4	0.886	en:protector ≈ fr:prêt excès ~ fr:prêt excède ≈ en:protection ~ fr:schutz
protects	5	0.865	en:protects ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protection ~ en:schutz
protects	5	0.863	en:protects ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protection ~ en:protecting
prove	3	0.933	en:prove ≈ fr:prouvent ~ fr:prouve ≈ en:proves
prove	3	0.933	en:prove ≈ fr:prouve ~ fr:prouvent ≈ en:proves
proved	4	0.896	en:proved ~ en:proves ≈ fr:prouve ~ fr:prouvé ≈ en:prove
proved	4	0.887	en:proved ~ en:proves ≈ fr:prouve ~ fr:prouvant ≈ en:proven
proven	4	0.886	en:proven = fr:prouvé ≈ en:prove = fr:prouve ≈ en:proved
proven	4	0.886	en:proven = fr:prouvé ≈ en:prove = fr:prouve ≈ en:proves
proves	4	0.945	en:proves ~ en:prove ≈ fr:prouvent ~ fr:prouve ≈ en:proved
proves	4	0.945	en:proves ~ en:prove ≈ fr:prouve ~ fr:prouvent ≈ en:proved
purely	5	0.881	en:purely ~ en:strictly ≈ fr:strictes lies ~ fr:exacts lies ≈ en:exactly ~ en:precisely
purely	5	0.802	en:purely ~ en:strictly ≈ fr:strict ~ fr:strictes ≈ en:straight ~ fr:strictement
quad	5	0.926	en:quad ~ fr:quad tee ≈ en:quantity ~ en:quantities ≈ fr:quad dix ~ fr:quad
quad	5	0.916	en:quad ~ fr:quad tee ≈ en:quantity ~ en:quantities ≈ fr:quad dix ~ fr:quad homme
quantities	3	0.904	en:quantities ≈ fr:quad dix ~ fr:quad tee ≈ en:quantity
quantities	4	0.916	en:quantities ≈ fr:quad dix ~ fr:quad tee ≈ en:quantity = fr:quantités
quantity	3	0.904	en:quantity ≈ fr:quad tee ~ fr:quad dix ≈ en:quantities
quantity	4	0.916	en:quantity ≈ fr:quad tee ~ fr:quad dix ≈ en:quantities = fr:quantités
quicker	4	0.879	en:quicker ~ en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster
quicker	5	0.879	en:quicker ~ en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster ~ fr:faste
quid	3	0.950	en:quid ≈ fr:quid ~ fr:quiche ≈ en:quiche
quid	4	0.955	en:quid ≈ fr:quid ~ fr:quiche ≈ en:quiche ~ en:quiché
quote	5	0.939	en:quote ~ fr:quote ≈ en:courts ~ en:court ≈ fr:cotes = en:quotes
quotes	4	0.923	en:quotes = fr:cotes ≈ en:courts ~ en:court ≈ fr:quote
quotes	5	0.939	en:quotes = fr:cotes ≈ en:courts ~ en:court ≈ fr:quote ~ en:quote
rails	4	0.896	en:rails ~ en:rale ≈ fr:réel ~ fr:réelle ≈ en:rail
rails	4	0.896	en:rails ~ en:rale ≈ fr:réel ~ fr:réelle ≈ en:rail
rap	5	0.901	en:rap ~ fr:rap ≈ en:wrap ~ en:wrapped ≈ fr:rapt ~ en:rappe
rap	5	0.901	en:rap ~ fr:rap ≈ en:wrap ~ en:wrapped ≈ fr:rapt ~ fr:rappe
rapper	5	0.868	en:rapper ~ fr:rap ≈ en:wrap ~ en:wrapped ≈ fr:rapt ~ en:rappe
rapper	5	0.868	en:rapper ~ fr:rap ≈ en:wrap ~ en:wrapped ≈ fr:rapt ~ fr:rappeur
rare	4	0.864	en:rare ~ fr:rare ≈ en:writers ~ en:writer ≈ fr:rares
rare	4	0.851	en:rare = fr:rare ≈ en:writers ~ en:writer ≈ fr:rares
reached	4	0.815	en:reached ~ en:reaches ≈ fr:riches ~ fr:riche ≈ en:reach
reached	5	0.843	en:reached ~ en:reaches ≈ fr:riches ~ fr:riche ≈ en:reach ~ en:reaching
reaches	4	0.816	en:reaches ~ en:reached ≈ fr:riches ~ fr:riche ≈ en:reach
reaches	5	0.843	en:reaches ~ en:reached ≈ fr:riches ~ fr:riche ≈ en:reach ~ en:reaching
reaching	4	0.840	en:reaching ~ en:reaches ≈ fr:riches ~ fr:riche ≈ en:reach
reaching	4	0.822	en:reaching ~ en:reached ≈ fr:riches ~ fr:riche ≈ en:reach
read	3	0.910	en:read ≈ fr:ride ~ fr:rides ≈ en:reads
read	4	0.920	en:read ≈ fr:ride ~ fr:rides ≈ en:reads ~ fr:reade
reader	4	0.921	en:reader ≈ fr:ride ~ fr:rides ≈ en:reads ~ fr:reading
readied	4	0.911	en:readied ~ en:read ≈ fr:ride ~ fr:rides ≈ en:reads
readied	4	0.912	en:readied ~ en:reads ≈ fr:rides ~ fr:ride ≈ en:read
readies	4	0.912	en:readies ~ en:read ≈ fr:ride ~ fr:rides ≈ en:reads
readies	4	0.918	en:readies ~ en:reads ≈ fr:rides ~ fr:ride ≈ en:read
ready	6	0.882	en:ready ~ fr:prêt ≈ en:press = fr:presse ≈ en:presses ~ en:pressed ≈ fr:prête
ready	6	0.878	en:ready ~ fr:prêt ≈ en:press = fr:presse ≈ en:presses ~ en:pressed ≈ fr:prête
recipes	3	0.820	en:recipes ≈ fr:respire ~ fr:respirer ≈ en:recipe
recipes	4	0.853	en:recipes ≈ fr:respire ~ fr:respirer ≈ en:recipe = fr:recette
red	4	0.908	en:red ≈ fr:raid ~ fr:raids ≈ en:reds = fr:rouges
red	6	0.939	en:red ≈ fr:raid ~ fr:raids ≈ en:reds = fr:rouges ≈ en:rouge ~ fr:rouge
register	3	0.939	en:register ≈ fr:raids ester ~ fr:raids stade ≈ en:registered
register	4	0.920	en:register ≈ fr:raids ester ~ fr:raids stade ≈ en:registered ~ en:registrations
registered	3	0.939	en:registered ≈ fr:raids stade ~ fr:raids ester ≈ en:register
registered	4	0.926	en:registered ≈ fr:raids stade ~ fr:raids ester ≈ en:register ~ en:registrations
render	4	0.841	en:render ~ en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:rendered
render	5	0.863	en:render ~ en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:rendered = fr:rendu
rendered	4	0.885	en:rendered ≈ fr:reines aide ~ fr:reines ≈ en:redden ~ fr:rendus
rendered	5	0.856	en:rendered ~ en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:redden ~ fr:rendus
rendering	3	0.803	en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:rendered
rendering	4	0.840	en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:rendered = fr:rendu
