seed	hops	quality	loop
order	4	0.940	en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered ~ fr:ordre
order	4	0.940	en:order ≈ fr:horde ~ fr:hordes ≈ en:ordered ~ fr:ordre
ordered	4	0.858	en:ordered ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:ordres
ordered	5	0.884	en:ordered ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:ordres ~ en:orders
ordering	4	0.932	en:ordering ~ en:order ≈ fr:hordes ~ fr:horde ≈ en:ordered
ordering	4	0.904	en:ordering ~ en:order ≈ fr:hordes ~ fr:horde ≈ en:orders
orders	4	0.861	en:orders ~ fr:ordre ≈ en:ordering ~ en:order ≈ fr:ordres
orders	5	0.884	en:orders ~ fr:ordres ≈ en:order ~ fr:ordre ≈ en:ordering ~ en:ordine
outer	4	0.806	en:outer ~ fr:externes ≈ en:extend ~ en:extended ≈ fr:externe
outer	4	0.797	en:outer ~ fr:externes ≈ en:extend ~ en:extension ≈ fr:externe
pac	4	0.880	en:pac ~ fr:pacs ≈ en:packs ~ en:pack ≈ fr:pac
pac	4	0.906	en:pac ~ fr:pac ≈ en:pack ~ en:packs ≈ fr:pacs
packs	3	0.866	en:packs ≈ fr:pacs ~ fr:pac ≈ en:pack
packs	4	0.900	en:packs ≈ fr:pacs ~ fr:pac ≈ en:pack ~ fr:pack
pal	5	0.920	en:pal = fr:pote ≈ en:port ~ en:ports ≈ fr:potes = en:pals
pal	5	0.920	en:pal = fr:pote ≈ en:ports ~ en:port ≈ fr:potes = en:pals
paste	4	0.980	en:paste = fr:coller ≈ en:caller ~ en:call ≈ fr:colle
paste	4	0.980	en:paste = fr:colle ≈ en:call ~ en:caller ≈ fr:coller
pause	3	0.944	en:pause ≈ fr:pose ~ en:pose ≈ fr:pauses
pause	3	0.944	en:pause ≈ fr:pose ~ en:pose ≈ fr:pause
pea	6	0.916	en:pea ≈ fr:pi ~ fr:pif ≈ en:peeve ~ fr:pise ≈ en:peas = fr:pois
pea	6	0.912	en:pea ≈ fr:pi ~ fr:pif ≈ en:peeve ~ fr:pise ≈ en:peas ~ fr:peano
peak	4	0.962	en:peak ≈ fr:piquent ~ fr:piquer ≈ en:peaky ~ fr:peake
peak	4	0.962	en:peak ≈ fr:piquent ~ fr:piquer ≈ en:peaky ~ en:peake
peaky	4	0.965	en:peaky ≈ fr:piquer ~ fr:piquent ≈ en:peak ~ en:peake
peaky	4	0.965	en:peaky ≈ fr:piquer ~ fr:piquent ≈ en:peak ~ fr:peake
pecking	4	0.878	en:pecking ~ en:pecks ≈ fr:boxe ~ fr:box ≈ en:becks
pee	4	0.891	en:pee ≈ fr:pi ~ fr:pif ≈ en:peeve ~ fr:peene
pee	4	0.891	en:pee ≈ fr:pi ~ fr:pif ≈ en:peeve ~ en:peene
peel	6	0.867	en:peel ≈ fr:piles ~ fr:pile ≈ en:appeal ~ en:appealing ≈ fr:peeling ~ en:peeled
peel	6	0.865	en:peel ≈ fr:piles ~ fr:pile ≈ en:appeal ~ en:appealing ≈ fr:peeling ~ fr:peele
pees	5	0.904	en:pees ~ en:pee ≈ fr:pi ~ fr:pif ≈ en:peeve ~ fr:peene
pees	5	0.904	en:pees ~ en:pee ≈ fr:pi ~ fr:pif ≈ en:peeve ~ en:peene
penalties	5	0.916	en:penalties = fr:peines ≈ en:pens ~ en:pen ≈ fr:peine = en:penalty
penalty	4	0.914	en:penalty = fr:peine ≈ en:pens ~ en:pen ≈ fr:peines
penalty	5	0.921	en:penalty = fr:peine ≈ en:pens ~ en:pen ≈ fr:peines = en:penalties
petit	3	0.996	en:petit ≈ fr:petit ~ en:petite ≈ fr:petite
petit	3	0.996	en:petit ≈ fr:petit ~ fr:petite ≈ en:petite
petit eek	5	0.964	en:petit eek ~ en:petit ≈ fr:petit ~ en:petite ≈ fr:petite ~ fr:kleines
petit eek	5	0.964	en:petit eek ~ en:petit ≈ fr:petit ~ fr:petite ≈ en:petite ~ fr:kleines
petite	3	0.996	en:petite ≈ fr:petite ~ en:petit ≈ fr:petit
petite	3	0.996	en:petite ≈ fr:petite ~ fr:petit ≈ en:petit
pi	6	0.917	en:pi ~ fr:pif ≈ en:peeve ~ fr:pise ≈ en:pees ~ en:pee ≈ fr:pi
pi	6	0.905	en:pi ~ fr:pif ≈ en:peeve ~ fr:pise ≈ en:peas ~ en:pea ≈ fr:pi
picked	5	0.887	en:picked ~ en:pick ≈ fr:pique ~ fr:piquer ≈ en:picky ~ en:pickled
picked	5	0.885	en:picked ~ en:pick ≈ fr:piques ~ fr:piquer ≈ en:picky ~ en:pickled
pieced	3	0.988	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece
pieced	4	0.991	en:pieced ≈ fr:pistent ~ fr:pissent ≈ en:piece ~ fr:piece
pieces	5	0.948	en:pieces ≈ fr:pis aise ~ fr:pi ≈ en:pee = fr:pisse ≈ en:piece
pieces	6	0.956	en:pieces ≈ fr:pis aise ~ fr:pi ≈ en:pee = fr:pisse ≈ en:piece ~ fr:piece
pile	5	0.870	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:piles
pile	5	0.870	en:pile ≈ fr:pâle = en:pale ≈ fr:pl ~ en:pl ≈ fr:pile
piqued	5	0.929	en:piqued ~ fr:piquent ≈ en:peek ~ en:peeked ≈ fr:pique ~ en:piquet
piqued	5	0.929	en:piqued ~ fr:piquent ≈ en:peek ~ en:peeked ≈ fr:pique ~ fr:piquet
piss	4	0.842	en:piss ~ fr:pisse ≈ en:pease ~ en:peas ≈ fr:pisses
piss	4	0.842	en:piss ~ fr:pisse ≈ en:peas ~ en:pease ≈ fr:pisses
pissed	4	0.827	en:pissed ~ fr:pisse ≈ en:pease ~ en:peas ≈ fr:pisses
pissed	4	0.827	en:pissed ~ fr:pisse ≈ en:peas ~ en:pease ≈ fr:pisses
piste	6	0.936	en:piste ~ fr:piste ≈ en:pissed ~ fr:pisse ≈ en:piece ~ en:pieced ≈ fr:pistent
place	6	0.867	en:place ~ fr:place ≈ en:plates ~ fr:plates ≈ en:plot ~ en:plots ≈ fr:places
place	6	0.862	en:place ~ fr:place ≈ en:plants ~ fr:plantes ≈ en:plot ~ en:plots ≈ fr:places
places	6	0.867	en:places ~ fr:places ≈ en:plots ~ en:plot ≈ fr:plates ~ en:plates ≈ fr:place
places	6	0.862	en:places ~ fr:places ≈ en:plots ~ en:plot ≈ fr:plantes ~ en:plants ≈ fr:place
plate	6	0.857	en:plate ~ fr:plate ≈ en:plot ~ en:plots ≈ fr:places ~ fr:place ≈ en:plates
plates	5	0.887	en:plates ~ fr:plates ≈ en:plate = fr:plaque ≈ en:plaque ~ fr:plaques
platforms	3	0.873	en:platforms ≈ fr:plateforme ~ en:platform ≈ fr:plateformes
platforms	3	0.872	en:platforms ≈ fr:plateformes = en:platform ≈ fr:plateforme
plea	3	0.978	en:plea ≈ fr:pli ~ fr:plisse ≈ en:pleas
plea	3	0.973	en:plea ≈ fr:plis ~ fr:plisse ≈ en:pleas
plead	4	0.895	en:plead ~ en:pleader ≈ fr:plie ~ fr:plisse ≈ en:pleat
plead	4	0.891	en:plead ~ en:pleaded ≈ fr:plie ~ fr:plisse ≈ en:pleat
pleaded	4	0.903	en:pleaded ~ en:plead ≈ fr:plie ~ fr:plisse ≈ en:pleat
pleaded	5	0.914	en:pleaded ~ en:plead ≈ fr:plie ~ fr:plisse ≈ en:pleat ~ en:pleated
pleader	4	0.950	en:pleader ~ en:plea ≈ fr:pli ~ fr:plisse ≈ en:pleat
pleader	4	0.947	en:pleader ~ en:plea ≈ fr:plis ~ fr:plisse ≈ en:pleat
pleading	4	0.892	en:pleading ~ en:pleaded ≈ fr:plie ~ fr:plisse ≈ en:pleat
pleading	4	0.889	en:pleading ~ en:plead ≈ fr:plie ~ fr:plisse ≈ en:pleat
poo	5	0.966	en:poo ~ en:poof ≈ fr:pouf ~ fr:poupe ≈ en:poop = fr:crotte
poo	5	0.966	en:poo ~ en:poof ≈ fr:pouf ~ fr:poupe ≈ en:poop = fr:caca
pooch	4	0.901	en:pooch ~ fr:poules ≈ en:pools ~ en:pool ≈ fr:poule
pool	3	0.907	en:pool ≈ fr:poules ~ fr:poule ≈ en:pools
pool	3	0.907	en:pool ≈ fr:poule ~ fr:poules ≈ en:pools
poop	3	0.984	en:poop ≈ fr:poupe ~ fr:pouf ≈ en:poof
poop	3	0.979	en:poop ≈ fr:poupes ~ fr:pouffe ≈ en:poof
pops	4	0.837	en:pops = fr:pop ≈ en:pope = fr:pape ≈ en:pop
pops	4	0.837	en:pops = fr:pop ≈ en:pope = fr:papes ≈ en:pop
porters	3	0.861	en:porters ≈ fr:pot aise ~ fr:potes ≈ en:porter
porters	4	0.896	en:porters ≈ fr:pot aise ~ fr:potes ≈ en:porter ~ fr:porter
pose	4	0.944	en:pose ~ fr:pose ≈ en:pause ~ fr:pause ≈ en:poses
pose	4	0.931	en:pose = fr:pose ≈ en:pause ~ fr:pause ≈ en:poses
posed	4	0.938	en:posed ~ fr:pose ≈ en:pause ~ fr:pause ≈ en:pose
posed	4	0.923	en:posed ~ fr:pose ≈ en:pause ~ fr:pause ≈ en:poses
poses	4	0.946	en:poses = fr:pose ≈ en:pause ~ fr:pause ≈ en:pose
poses	4	0.944	en:poses ~ fr:pose ≈ en:pause ~ fr:pause ≈ en:pose
possess	4	0.931	en:possess ≈ fr:paix ace ~ fr:paix est ≈ en:possessed ~ en:possesses
possess	4	0.916	en:possess ≈ fr:paix ace ~ fr:paix est ≈ en:possessed ~ en:possessory
possession	4	0.905	en:possession ≈ fr:paix échine ~ fr:paix est ≈ en:possessed ~ en:possesses
possession	4	0.890	en:possession ≈ fr:paix échine ~ fr:paix est ≈ en:possessed ~ en:possessory
posts	4	0.825	en:posts = fr:postes ≈ en:post = fr:poste ≈ en:posted
posts	4	0.821	en:posts ~ en:post ≈ fr:postes ~ fr:poste ≈ en:posted
pp	3	0.983	en:pp ≈ fr:pipi = en:pee ≈ fr:pis
pp	4	0.987	en:pp ≈ fr:pipi = en:pee ≈ fr:pis ~ en:pis
prayer	6	0.855	en:prayer ~ en:prayers ≈ fr:prêts ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:pray
prayer	6	0.855	en:prayer ~ en:prayers ≈ fr:prêts ~ fr:prêt ≈ en:prep ~ fr:prés ≈ en:pray
precede	5	0.814	en:precede ~ en:preceding ≈ fr:précise ~ fr:précis ≈ en:preceded ~ en:precedes
predator	5	0.857	en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:prey
predator	5	0.857	en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:prés ≈ en:prey
predators	6	0.874	en:predators ~ en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:pré ≈ en:prey
predators	6	0.874	en:predators ~ en:predator ≈ fr:prêt tes ~ fr:prêt ≈ en:prep ~ fr:prés ≈ en:prey
predecessor	5	0.839	en:predecessor ~ en:previous ≈ fr:privilèges ~ fr:privilégie ≈ en:previously ~ fr:précédentes
preferences	5	0.855	en:preferences ~ en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer ~ en:preferring
preferred	4	0.858	en:preferred ~ en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer
preferred	5	0.879	en:preferred ~ en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer ~ en:preferring
prefers	3	0.826	en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer
prefers	4	0.860	en:prefers ≈ fr:prêt aise ~ fr:prêts ≈ en:prefer ~ en:preferring
premium	3	0.780	en:premium ≈ fr:primes rimes ~ en:prime ≈ fr:primes
premium	4	0.845	en:premium ≈ fr:primes rimes ~ fr:primes ≈ en:prime ~ fr:prime
premiums	4	0.828	en:premiums ~ en:premium ≈ fr:primes rimes ~ en:prime ≈ fr:primes
premiums	4	0.823	en:premiums = fr:primes ≈ en:prime ~ fr:primes rimes ≈ en:premium
prep	4	0.845	en:prep ~ fr:pré ≈ en:prayed ~ en:pray ≈ fr:prés
prep	5	0.876	en:prep ~ fr:pré ≈ en:prayed ~ en:pray ≈ fr:prés ~ en:prés
preppy	5	0.836	en:preppy ~ fr:prés ≈ en:pray ~ en:praying ≈ fr:prenne ~ en:precept
pressed	4	0.905	en:pressed ~ fr:pressing ≈ en:pressing ~ en:presses ≈ fr:presse
pressed	5	0.915	en:pressed ~ fr:pressing ≈ en:pressing ~ en:presses ≈ fr:presse ~ en:presser
presses	5	0.941	en:presses ≈ fr:précise ~ fr:précis ≈ en:pressie ~ en:pressies ≈ fr:presse
presses	6	0.943	en:presses ≈ fr:précise ~ fr:précis ≈ en:pressie ~ en:pressies ≈ fr:presse ~ fr:presser
pressie	3	0.973	en:pressie ≈ fr:précis ~ fr:précise ≈ en:pressies
pressie	4	0.950	en:pressie ≈ fr:précis ~ fr:précise ≈ en:pressies ~ en:druk
pressies	3	0.973	en:pressies ≈ fr:précise ~ fr:précis ≈ en:pressie
pressies	4	0.974	en:pressies ~ en:pressie ≈ fr:précis ~ fr:précise ≈ en:presses
pressing	4	0.905	en:pressing ≈ fr:pressing ~ en:presses ≈ fr:presse ~ fr:presses
primarily	5	0.795	en:primarily ~ en:mostly ≈ fr:but lie ~ fr:et lie ≈ en:widely ~ en:predominantly
professors	5	0.849	en:professors ~ en:professor ≈ fr:professe ~ en:prof ≈ fr:prof ~ fr:profs
professors	5	0.840	en:professors ~ en:professor ≈ fr:professe ~ en:prof ≈ fr:prof ~ en:profesor
proof	4	0.918	en:proof ~ fr:prouve ≈ en:proves ~ fr:prouvent ≈ en:prove
proof	5	0.941	en:proof ~ fr:prouve ≈ en:prove ~ en:proves ≈ fr:prouvent ~ fr:prouver
proportions	4	0.901	en:proportions ~ en:quantities ≈ fr:quad dix ~ fr:quad tee ≈ en:quantity
proportions	6	0.891	en:proportions ~ en:quantities ≈ fr:quad dix ~ en:quad ≈ fr:quad ~ fr:quad tee ≈ en:quantity
proposal	4	0.828	en:proposal ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposals
proposal	4	0.827	en:proposal ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposed
proposals	4	0.827	en:proposals ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposed
proposals	4	0.819	en:proposals ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposal
proposed	4	0.822	en:proposed ~ en:proposal ≈ fr:proposent ~ en:propose ≈ fr:proposes
proposed	5	0.857	en:proposed ~ fr:proposent ≈ en:proposals ~ fr:proposes ≈ en:propose ~ en:proposes
proposes	4	0.843	en:proposes ~ fr:proposes ≈ en:propose ~ fr:proposent ≈ en:proposed
proposes	4	0.831	en:proposes ~ en:propose ≈ fr:proposes ~ fr:proposent ≈ en:proposed
prospect	5	0.882	en:prospect ~ fr:prospects ≈ en:prospects = fr:perspectives ≈ en:perspective ~ fr:perspective
prospect	5	0.872	en:prospect ~ fr:prospects ≈ en:prospects = fr:perspectives ≈ en:perspective = fr:perspective
protected	4	0.842	en:protected ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protects
protected	5	0.868	en:protected ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protects ~ en:protecting
protecting	4	0.850	en:protecting ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protects
protecting	4	0.840	en:protecting ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protection
protective	4	0.829	en:protective = fr:protectrice ≈ en:protects ~ en:protecting ≈ fr:protection
protective	5	0.863	en:protective = fr:protectrice ≈ en:protects ~ en:protecting ≈ fr:protection ~ en:protection
protector	4	0.886	en:protector ≈ fr:prêt excès ~ fr:prêt excède ≈ en:protection ~ fr:schutz
protector	4	0.886	en:protector ≈ fr:prêt excès ~ fr:prêt excède ≈ en:protection ~ en:schutz
protects	5	0.865	en:protects ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protection ~ en:schutz
protects	5	0.863	en:protects ~ en:protect ≈ fr:prétextes ~ fr:prétexte ≈ en:protection ~ en:protecting
prove	3	0.933	en:prove ≈ fr:prouvent ~ fr:prouve ≈ en:proves
prove	3	0.933	en:prove ≈ fr:prouve ~ fr:prouvent ≈ en:proves
proved	4	0.887	en:proved ~ en:proves ≈ fr:prouve ~ fr:prouvant ≈ en:proven
proved	4	0.885	en:proved ~ en:proves ≈ fr:prouvent ~ fr:prouvant ≈ en:proven
proves	4	0.945	en:proves ~ en:prove ≈ fr:prouvent ~ fr:prouve ≈ en:proved
proves	4	0.945	en:proves ~ en:prove ≈ fr:prouve ~ fr:prouvent ≈ en:proved
purely	5	0.881	en:purely ~ en:strictly ≈ fr:strictes lies ~ fr:exacts lies ≈ en:exactly ~ en:precisely
purely	5	0.802	en:purely ~ en:strictly ≈ fr:strict ~ fr:strictes ≈ en:straight ~ fr:strictement
quad	5	0.926	en:quad ~ fr:quad tee ≈ en:quantity ~ en:quantities ≈ fr:quad dix ~ fr:quad
quad	5	0.916	en:quad ~ fr:quad tee ≈ en:quantity ~ en:quantities ≈ fr:quad dix ~ fr:quad homme
quantities	3	0.904	en:quantities ≈ fr:quad dix ~ fr:quad tee ≈ en:quantity
quantities	4	0.916	en:quantities ≈ fr:quad dix ~ fr:quad tee ≈ en:quantity = fr:quantités
quantity	3	0.904	en:quantity ≈ fr:quad tee ~ fr:quad dix ≈ en:quantities
quantity	4	0.916	en:quantity ≈ fr:quad tee ~ fr:quad dix ≈ en:quantities = fr:quantités
quicker	4	0.879	en:quicker ~ en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster
quicker	5	0.879	en:quicker ~ en:fastest ≈ fr:fats test ~ fr:fats tes ≈ en:faster ~ fr:faste
quid	3	0.950	en:quid ≈ fr:quid ~ en:quiche ≈ fr:quiche
quid	4	0.928	en:quid ≈ fr:quid ~ en:quiche ≈ fr:quiches ~ en:quip
quote	5	0.939	en:quote ~ fr:quote ≈ en:court ~ en:courts ≈ fr:cotes = en:quotes
quote	5	0.939	en:quote ~ fr:quote ≈ en:courts ~ en:court ≈ fr:cotes = en:quotes
quotes	4	0.923	en:quotes = fr:cotes ≈ en:court ~ en:courts ≈ fr:quote
quotes	4	0.923	en:quotes = fr:cotes ≈ en:courts ~ en:court ≈ fr:quote
rails	4	0.896	en:rails ~ en:rale ≈ fr:réel ~ fr:réelle ≈ en:rail
rails	5	0.917	en:rails ~ en:rale ≈ fr:réel ~ fr:réelle ≈ en:rail ~ fr:rail
rap	5	0.901	en:rap ~ fr:rap ≈ en:wrap ~ en:wrapped ≈ fr:rapt ~ en:rappe
rap	5	0.901	en:rap ~ fr:rap ≈ en:wrap ~ en:wrapped ≈ fr:rapt ~ fr:rappe
rapper	5	0.868	en:rapper ~ fr:rap ≈ en:wrap ~ en:wrapped ≈ fr:rapt ~ en:rappe
rapper	5	0.868	en:rapper ~ fr:rap ≈ en:wrap ~ en:wrapped ≈ fr:rapt ~ fr:rappeur
read	3	0.910	en:read ≈ fr:ride ~ fr:rides ≈ en:reads
read	4	0.920	en:read ≈ fr:ride ~ fr:rides ≈ en:reads ~ en:reade
reader	4	0.921	en:reader ≈ fr:ride ~ fr:rides ≈ en:reads ~ en:reading
readied	4	0.911	en:readied ~ en:read ≈ fr:ride ~ fr:rides ≈ en:reads
readied	4	0.912	en:readied ~ en:reads ≈ fr:rides ~ fr:ride ≈ en:read
readies	4	0.912	en:readies ~ en:read ≈ fr:ride ~ fr:rides ≈ en:reads
readies	4	0.918	en:readies ~ en:reads ≈ fr:rides ~ fr:ride ≈ en:read
red	4	0.908	en:red ≈ fr:raid ~ fr:raids ≈ en:reds = fr:rouges
red	6	0.939	en:red ≈ fr:raid ~ fr:raids ≈ en:reds = fr:rouges ≈ en:rouge ~ fr:rouge
register	3	0.939	en:register ≈ fr:raids ester ~ fr:raids stade ≈ en:registered
register	4	0.920	en:register ≈ fr:raids ester ~ fr:raids stade ≈ en:registered ~ en:registrations
registered	3	0.939	en:registered ≈ fr:raids stade ~ fr:raids ester ≈ en:register
registered	4	0.926	en:registered ≈ fr:raids stade ~ fr:raids ester ≈ en:register ~ en:registrations
render	4	0.841	en:render ~ en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:rendered
render	5	0.863	en:render ~ en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:rendered = fr:rendu
rendered	4	0.885	en:rendered ≈ fr:reines aide ~ fr:reines ≈ en:redden ~ fr:rendus
rendered	5	0.856	en:rendered ~ en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:redden ~ fr:rendus
rendering	3	0.803	en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:rendered
rendering	4	0.840	en:rendering ≈ fr:reines ring ~ fr:reines ≈ en:rendered = fr:rendu
retail	4	0.965	en:retail ~ en:retailer ≈ fr:rient ailé ~ fr:rient hélas ≈ en:retailers
retail	4	0.911	en:retail ~ fr:stores ≈ en:store ~ fr:store ≈ en:stores
retailer	3	0.966	en:retailer ≈ fr:rient ailé ~ fr:rient hélas ≈ en:retailers
retailer	4	0.916	en:retailer ~ en:store ≈ fr:stores ~ en:stores ≈ fr:store
retailers	4	0.917	en:retailers ~ fr:stores ≈ en:store ~ fr:store ≈ en:stores
retailers	4	0.908	en:retailers ~ fr:stores ≈ en:store ~ en:stores ≈ fr:store
retention	4	0.849	en:retention ≈ fr:ricin chaîne ~ fr:d un chaîne ≈ en:detention = fr:rétention
reverend	5	0.881	en:reverend ~ en:pastor ≈ fr:pistes ~ fr:piste ≈ en:priest ~ fr:pastorius
ride	4	0.939	en:ride ~ fr:ride ≈ en:read ~ en:reads ≈ fr:rides
ride	4	0.926	en:ride ~ fr:rides ≈ en:read ~ en:reads ≈ fr:ride
riding	4	0.922	en:riding ~ fr:rides ≈ en:read ~ en:reads ≈ fr:ride
riding	4	0.915	en:riding ~ fr:ride ≈ en:read ~ en:reads ≈ fr:rides
road	5	0.927	en:road = fr:route ≈ en:routes ~ en:route ≈ fr:routes = en:roads
road	5	0.844	en:road = fr:route ≈ en:rooted ~ en:roots ≈ fr:routes = en:roads
rode	5	0.916	en:rode ~ fr:ride ≈ en:read ~ en:reads ≈ fr:rides ~ en:ride
rode	5	0.913	en:rode ~ fr:ride ≈ en:read ~ en:reads ≈ fr:rides ~ en:riding
role	3	0.944	en:role ≈ fr:roll ~ en:roll ≈ fr:rôles
role	3	0.944	en:role ≈ fr:roll ~ en:roll ≈ fr:rôle
roles	4	0.953	en:roles ~ en:role ≈ fr:roll ~ en:roll ≈ fr:rôles
roles	4	0.953	en:roles ~ en:role ≈ fr:roll ~ en:roll ≈ fr:rôle
roll	5	0.918	en:roll ~ fr:roll ≈ en:role ~ fr:rôles ≈ en:rolled ~ fr:rolle
roll	5	0.918	en:roll ~ fr:roll ≈ en:role ~ fr:rôles ≈ en:rolled ~ en:rolle
rolls	4	0.935	en:rolls ~ fr:roll ≈ en:role ~ fr:rôle ≈ en:roll
rolls	4	0.934	en:rolls ~ fr:roll ≈ en:role ~ fr:rôles ≈ en:roll
root	4	0.922	en:root ≈ fr:routes ~ fr:route ≈ en:roots = fr:racines
root	4	0.922	en:root ≈ fr:routes ~ fr:route ≈ en:roots = fr:racine
rooter	5	0.921	en:rooter ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ en:rooth
rooter	5	0.921	en:rooter ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ fr:rooth
rooters	5	0.906	en:rooters ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ en:rooth
rooters	5	0.906	en:rooters ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ fr:rooth
rooting	5	0.911	en:rooting ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ en:rooth
rooting	5	0.911	en:rooting ~ en:root ≈ fr:routes ~ fr:route ≈ en:roots ~ fr:rooth
roots	5	0.889	en:roots ~ en:rooted ≈ fr:route ~ fr:routes ≈ en:root = fr:racines
roots	5	0.889	en:roots ~ en:rooted ≈ fr:route ~ fr:routes ≈ en:root = fr:racine
route	3	0.927	en:route ≈ fr:routes ~ en:routes ≈ fr:route
route	3	0.912	en:route ≈ fr:routes ~ fr:route ≈ en:routes
routeing	4	0.931	en:routeing ~ fr:routes ≈ en:route ~ fr:route ≈ en:routes
routeing	4	0.928	en:routeing ~ en:route ≈ fr:routes ~ en:routes ≈ fr:route
routers	4	0.889	en:routers ~ fr:routes ≈ en:route ~ fr:route ≈ en:routes
routers	5	0.831	en:routers ~ fr:routes ≈ en:fruit ~ en:fruits ≈ fr:route ~ en:routes
routes	4	0.856	en:routes ~ fr:routes ≈ en:fruit ~ en:fruits ≈ fr:route
routes	4	0.843	en:routes = fr:routes ≈ en:fruit ~ en:fruits ≈ fr:route
rugby	4	0.900	en:rugby ~ en:sports ≈ fr:spots ~ fr:spot ≈ en:sport
rugby	4	0.900	en:rugby ~ en:sports ≈ fr:spot ~ fr:spots ≈ en:sport
rule	4	0.933	en:rule ≈ fr:roule ~ fr:roulé ≈ en:ruler = fr:règle
ruler	4	0.931	en:ruler ≈ fr:roule ~ fr:roulé ≈ en:rule ~ fr:règle
ruler	4	0.930	en:ruler ≈ fr:roule ~ fr:roulé ≈ en:rule ~ en:regel
scene	3	0.919	en:scene ≈ fr:seines ~ fr:seine ≈ en:scenes
scene	4	0.931	en:scene ≈ fr:seines ~ fr:seine ≈ en:scenes ~ fr:scènes
score	4	0.871	en:score ~ fr:scores ≈ en:scored ~ fr:score ≈ en:scores
score	4	0.893	en:score ~ fr:score ≈ en:scores ~ fr:scores ≈ en:scored
scored	4	0.864	en:scored ~ en:score ≈ fr:scores ~ en:scores ≈ fr:score
scored	4	0.856	en:scored ~ en:score ≈ fr:scores ~ fr:score ≈ en:scores
seas	5	0.953	en:seas ~ en:seizes ≈ fr:scies aise ~ fr:scies ≈ en:si ~ fr:sse
seas	6	0.939	en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen ≈ fr:si ~ fr:sse
sec	6	0.930	en:sec ≈ fr:secs ~ fr:secs ides ≈ en:succeed ~ en:success ≈ fr:secs ace ~ en:secs
secondary	4	0.924	en:secondary ≈ fr:déconnent ri ~ fr:déconnent lis ≈ en:secondly ~ en:secondment
secondary	4	0.919	en:secondary ≈ fr:déconnent ri ~ fr:déconnent lis ≈ en:secondly ~ fr:segundo
secs	4	0.948	en:secs ~ fr:secs ides ≈ en:succeed ~ en:success ≈ fr:secs ace
secs	5	0.916	en:secs ~ fr:secs ides ≈ en:succeed ~ en:success ≈ fr:secs ace ~ fr:secs
sect	4	0.888	en:sect ~ fr:secte ≈ en:sext ~ en:sex ≈ fr:sectes
sect	4	0.878	en:sect = fr:secte ≈ en:sext ~ en:sex ≈ fr:sectes
seem	3	0.919	en:seem ≈ fr:cimes ~ fr:cime ≈ en:seemed
seem	3	0.918	en:seem ≈ fr:cimes ~ fr:cime ≈ en:seems
seemed	4	0.919	en:seemed ~ en:seem ≈ fr:cimes ~ fr:cime ≈ en:seems
seemed	4	0.921	en:seemed ~ en:seems ≈ fr:cime ~ fr:cimes ≈ en:seem
seems	4	0.926	en:seems ~ en:seem ≈ fr:cimes ~ fr:cime ≈ en:seemed
seems	4	0.922	en:seems ~ en:seemed ≈ fr:cime ~ fr:cimes ≈ en:seem
senses	6	0.899	en:senses ≈ fr:sain six ~ fr:six ≈ en:scenes ~ fr:scènes ≈ en:sense = fr:sens
senses	6	0.893	en:senses ≈ fr:sain six ~ fr:six ≈ en:scenes ~ fr:scènes ≈ en:sense ~ fr:sens
set	3	0.927	en:set ≈ fr:sets ~ en:sets ≈ fr:set
