a	b	hops	quality	subchain
en:grin	fr:genre	6	0.825	en:grin ≈ fr:graines = en:seeds ≈ fr:six = en:six ≈ fr:sexes ~ fr:genre
fr:est	fr:piste	2	0.825	≈ fr:est = en:east fr:piste
en:guest	en:east	2	0.825	~ en:guest fr:est = en:east
en:guest	fr:piste	3	0.825	~ en:guest fr:est = en:east ≈ fr:piste
en:guests	fr:est	2	0.825	en:guests ~ en:guest ≈ fr:est
en:guests	en:east	3	0.825	en:guests ~ en:guest ≈ fr:est = en:east
en:guests	fr:piste	4	0.825	en:guests ~ en:guest ≈ fr:est = en:east ≈ fr:piste
en:guests	en:track	5	0.825	en:guests ~ en:guest ≈ fr:est = en:east ≈ fr:piste = en:track
en:guests	fr:traque	6	0.825	en:guests ~ en:guest ≈ fr:est = en:east ≈ fr:piste = en:track ≈ fr:traque
en:guest	en:track	4	0.825	~ en:guest fr:est = en:east ≈ fr:piste = en:track
en:guest	fr:traque	5	0.825	~ en:guest fr:est = en:east ≈ fr:piste = en:track ≈ fr:traque
fr:est	en:track	3	0.825	≈ fr:est = en:east fr:piste = en:track
fr:est	fr:traque	4	0.825	≈ fr:est = en:east fr:piste = en:track ≈ fr:traque
en:east	en:track	2	0.825	= en:east ≈ fr:piste = en:track
en:east	fr:traque	3	0.825	= en:east ≈ fr:piste = en:track fr:traque
fr:piste	fr:traque	2	0.825	≈ fr:piste = en:track ≈ fr:traque
en:leak	fr:exploitent	4	0.825	≈ en:leak = fr:fuite en:feat ~ en:exploit ≈ fr:exploitent
fr:fuite	fr:exploitent	3	0.825	= fr:fuite ≈ en:feat ~ en:exploit fr:exploitent
en:leeks	fr:deluxe	2	0.825	en:leeks ≈ fr:luxe ~ fr:deluxe
en:lenses	fr:glass aise	2	0.825	en:lenses ~ en:glasses ≈ fr:glass aise
en:lily	fr:exploitent	6	0.825	en:lily = fr:lys ≈ en:leaks = fr:fuites ≈ en:feat ~ en:exploit ≈ fr:exploitent
fr:lys	fr:exploitent	5	0.825	= fr:lys en:leaks = fr:fuites ≈ en:feat ~ en:exploit ≈ fr:exploitent
en:leaks	fr:exploitent	4	0.825	≈ en:leaks = fr:fuites en:feat ~ en:exploit ≈ fr:exploitent
fr:fuites	fr:exploitent	3	0.825	= fr:fuites ≈ en:feat ~ en:exploit fr:exploitent
en:locker	en:lake	2	0.825	en:locker ≈ fr:lac = en:lake
en:locker	fr:lé hic	3	0.825	en:locker ≈ fr:lac = en:lake ≈ fr:lé hic
fr:loupé	en:ratty	2	0.825	≈ fr:loupé fr:raté ≈ en:ratty
fr:loupé	en:seedy	3	0.825	≈ fr:loupé fr:raté ≈ en:ratty ~ en:seedy
fr:loupé	fr:cité	4	0.825	≈ fr:loupé fr:raté ≈ en:ratty ~ en:seedy ≈ fr:cité
fr:loupé	fr:citée	5	0.825	≈ fr:loupé fr:raté ≈ en:ratty ~ en:seedy ≈ fr:cité ~ fr:citée
fr:loupé	fr:cotés	5	0.825	≈ fr:loupé fr:raté ≈ en:ratty ~ en:seedy ≈ fr:cité ~ fr:cotés
fr:raté	fr:cotés	4	0.825	~ fr:raté ≈ en:ratty en:seedy ≈ fr:cité ~ fr:cotés
en:ratty	fr:cotés	3	0.825	≈ en:ratty ~ en:seedy ≈ fr:cité fr:cotés
en:seedy	fr:cotés	2	0.825	~ en:seedy ≈ fr:cité ~ fr:cotés
en:loopy	fr:raté	2	0.825	en:loopy ≈ fr:loupé ~ fr:raté
en:loopy	en:ratty	3	0.825	en:loopy ≈ fr:loupé ~ fr:raté ≈ en:ratty
en:loopy	en:seedy	4	0.825	en:loopy ≈ fr:loupé ~ fr:raté ≈ en:ratty ~ en:seedy
en:loopy	fr:cité	5	0.825	en:loopy ≈ fr:loupé ~ fr:raté ≈ en:ratty ~ en:seedy ≈ fr:cité
en:loopy	fr:citée	6	0.825	en:loopy ≈ fr:loupé ~ fr:raté ≈ en:ratty ~ en:seedy ≈ fr:cité ~ fr:citée
en:loopy	fr:cotés	6	0.825	en:loopy ≈ fr:loupé ~ fr:raté ≈ en:ratty ~ en:seedy ≈ fr:cité ~ fr:cotés
en:matches	fr:mènent	6	0.825	en:matches = fr:matches ≈ en:match = fr:match ≈ en:much ~ en:many ≈ fr:mènent
fr:matches	fr:mènent	5	0.825	= fr:matches en:match = fr:match ≈ en:much ~ en:many ≈ fr:mènent
en:match	fr:mènent	4	0.825	≈ en:match = fr:match en:much ~ en:many ≈ fr:mènent
fr:match	fr:mènent	3	0.825	= fr:match ≈ en:much ~ en:many fr:mènent
en:much	fr:mènent	2	0.825	≈ en:much ~ en:many ≈ fr:mènent
en:matches	fr:mène	6	0.825	en:matches = fr:matches ≈ en:match = fr:match ≈ en:much ~ en:many ≈ fr:mène
fr:matches	fr:mène	5	0.825	= fr:matches en:match = fr:match ≈ en:much ~ en:many ≈ fr:mène
en:match	fr:mène	4	0.825	≈ en:match = fr:match en:much ~ en:many ≈ fr:mène
fr:match	fr:mène	3	0.825	= fr:match ≈ en:much ~ en:many fr:mène
en:much	fr:mène	2	0.825	≈ en:much ~ en:many ≈ fr:mène
en:meaning	fr:mous vases	6	0.825	en:meaning ~ en:sense ≈ fr:scène = en:scene ≈ fr:ciné = en:movies ≈ fr:mous vases
en:sense	fr:mous vases	5	0.825	~ en:sense fr:scène = en:scene ≈ fr:ciné = en:movies ≈ fr:mous vases
fr:scène	fr:mous vases	4	0.825	≈ fr:scène = en:scene fr:ciné = en:movies ≈ fr:mous vases
en:scene	fr:mous vases	3	0.825	= en:scene ≈ fr:ciné = en:movies fr:mous vases
fr:ciné	fr:mous vases	2	0.825	≈ fr:ciné = en:movies ≈ fr:mous vases
en:meaning	fr:scènes	2	0.825	en:meaning ~ en:sense ≈ fr:scènes
en:meaning	en:scenes	3	0.825	en:meaning ~ en:sense ≈ fr:scènes = en:scenes
en:meaning	fr:six	4	0.825	en:meaning ~ en:sense ≈ fr:scènes = en:scenes ≈ fr:six
en:meaning	en:six	5	0.825	en:meaning ~ en:sense ≈ fr:scènes = en:scenes ≈ fr:six = en:six
en:meaning	fr:sexes	6	0.825	en:meaning ~ en:sense ≈ fr:scènes = en:scenes ≈ fr:six = en:six ≈ fr:sexes
en:sense	en:scenes	2	0.825	~ en:sense fr:scènes = en:scenes
en:sense	fr:six	3	0.825	~ en:sense fr:scènes = en:scenes ≈ fr:six
en:sense	en:six	4	0.825	~ en:sense fr:scènes = en:scenes ≈ fr:six = en:six
en:sense	fr:sexes	6	0.825	en:sense ≈ fr:scènes = en:scenes ≈ fr:six = en:six ≈ fr:sexe ~ fr:sexes
fr:scènes	en:six	3	0.825	≈ fr:scènes en:scenes ≈ fr:six = en:six
fr:scènes	fr:sexes	5	0.825	≈ fr:scènes en:scenes ≈ fr:six = en:six ≈ fr:sexe ~ fr:sexes
en:means	fr:pistes	5	0.825	en:means ≈ fr:mises = en:bets ≈ fr:bête = en:beast ≈ fr:pistes
en:means	fr:morceaux	6	0.825	en:means ≈ fr:mises = en:bets ≈ fr:bête = en:beast ≈ fr:pistes ~ fr:morceaux
fr:mises	fr:pistes	4	0.825	≈ fr:mises en:bets ≈ fr:bête = en:beast ≈ fr:pistes
fr:mises	fr:morceaux	5	0.825	≈ fr:mises en:bets ≈ fr:bête = en:beast ≈ fr:pistes ~ fr:morceaux
en:bets	fr:pistes	3	0.825	= en:bets ≈ fr:bête en:beast ≈ fr:pistes
en:bets	fr:morceaux	4	0.825	= en:bets ≈ fr:bête en:beast ≈ fr:pistes ~ fr:morceaux
en:melted	en:dame	4	0.825	en:melted ≈ fr:merde = en:damn ≈ fr:dame = en:dame
en:melted	fr:dm	5	0.825	en:melted ≈ fr:merde = en:damn ≈ fr:dame = en:dame ≈ fr:dm
en:memes	fr:pistes	5	0.825	en:memes ≈ fr:mises = en:bets ≈ fr:bête = en:beast ≈ fr:pistes
en:memes	fr:morceaux	6	0.825	en:memes ≈ fr:mises = en:bets ≈ fr:bête = en:beast ≈ fr:pistes ~ fr:morceaux
en:moss	en:bump	4	0.825	en:moss ≈ fr:boss = en:boss ≈ fr:bosse = en:bump
en:moss	fr:bip	5	0.825	en:moss ≈ fr:boss = en:boss ≈ fr:bosse = en:bump ≈ fr:bip
en:moss	fr:pif	6	0.825	en:moss ≈ fr:boss = en:boss ≈ fr:bosse = en:bump ≈ fr:bip ~ fr:pif
en:nancy	en:sat	2	0.825	en:nancy ≈ fr:assis = en:sat
en:nancy	fr:cette	3	0.825	en:nancy ≈ fr:assis = en:sat ≈ fr:cette
en:nancy	fr:cet	4	0.825	en:nancy ≈ fr:assis = en:sat ≈ fr:cette ~ fr:cet
en:nancy	en:set	5	0.825	en:nancy ≈ fr:assis = en:sat ≈ fr:cette ~ fr:cet ≈ en:set
en:nancy	fr:définir	6	0.825	en:nancy ≈ fr:assis = en:sat ≈ fr:cette ~ fr:cet ≈ en:set = fr:définir
fr:assis	fr:cette	2	0.825	≈ fr:assis en:sat ≈ fr:cette
fr:assis	fr:cet	3	0.825	≈ fr:assis en:sat ≈ fr:cette ~ fr:cet
fr:assis	en:set	4	0.825	≈ fr:assis en:sat ≈ fr:cette ~ fr:cet ≈ en:set
fr:assis	fr:définir	5	0.825	≈ fr:assis en:sat ≈ fr:cette ~ fr:cet ≈ en:set = fr:définir
en:sat	fr:cet	2	0.825	= en:sat ≈ fr:cette fr:cet
en:sat	en:set	3	0.825	= en:sat ≈ fr:cette fr:cet ≈ en:set
en:sat	fr:définir	4	0.825	= en:sat ≈ fr:cette fr:cet ≈ en:set = fr:définir
en:nutrition	fr:crête	6	0.825	en:nutrition ~ en:food ≈ fr:fou = en:crazy ≈ fr:crédit = en:credit ≈ fr:crête
fr:rapt	fr:séquestration	3	0.825	≈ fr:rapt en:kidnapping ≈ fr:kidnapping ~ fr:séquestration
en:kidnapping	fr:séquestration	2	0.825	= en:kidnapping ≈ fr:kidnapping fr:séquestration
fr:rapt	fr:enlèvements	3	0.825	≈ fr:rapt en:kidnapping ≈ fr:kidnapping ~ fr:enlèvements
en:kidnapping	fr:enlèvements	2	0.825	= en:kidnapping ≈ fr:kidnapping fr:enlèvements
en:wrapped	fr:enlèvement	4	0.825	en:wrapped ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping ~ fr:enlèvement
fr:rapt	fr:enlèvement	3	0.825	≈ fr:rapt en:kidnapping ≈ fr:kidnapping ~ fr:enlèvement
en:kidnapping	fr:enlèvement	2	0.825	= en:kidnapping ≈ fr:kidnapping fr:enlèvement
en:palace	en:font	4	0.825	en:palace ≈ fr:police = en:police ≈ fr:polices = en:font
en:palace	fr:phone	5	0.825	en:palace ≈ fr:police = en:police ≈ fr:polices = en:font ≈ fr:phone
en:pallet inner	en:palestine	2	0.825	en:pallet inner ≈ fr:palestinien = en:palestine
en:pallet inner	fr:palestine	3	0.825	en:pallet inner ≈ fr:palestinien = en:palestine ≈ fr:palestine
fr:palestinien	fr:palestine	2	0.825	≈ fr:palestinien en:palestine ≈ fr:palestine
en:pawed	fr:tas	4	0.825	en:pawed ≈ fr:pote ~ fr:pal ≈ en:pile = fr:tas
en:pawed	en:tie	5	0.825	en:pawed ≈ fr:pote ~ fr:pal ≈ en:pile = fr:tas ≈ en:tie
en:pawed	fr:cravate	6	0.825	en:pawed ≈ fr:pote ~ fr:pal ≈ en:pile = fr:tas ≈ en:tie = fr:cravate
en:petit eek	fr:lamentable	2	0.825	en:petit eek ≈ fr:pathétique ~ fr:lamentable
en:petit eek	fr:pathétiques	2	0.825	en:petit eek ≈ fr:pathétique ~ fr:pathétiques
en:petit eek	fr:pitoyable	2	0.825	en:petit eek ≈ fr:pathétique ~ fr:pitoyable
en:pile	fr:pale	3	0.825	= en:pile ≈ fr:pal = en:pal fr:pale
en:pillar	en:ports	5	0.825	en:pillar ≈ fr:pile = en:pile ≈ fr:pal ~ fr:pote ≈ en:ports
en:pillar	fr:ports	6	0.825	en:pillar ≈ fr:pile = en:pile ≈ fr:pal ~ fr:pote ≈ en:ports = fr:ports
en:pillar	en:porter	5	0.825	en:pillar ≈ fr:pile = en:pile ≈ fr:pal ~ fr:pote ≈ en:porter
en:pillar	fr:porteur	6	0.825	en:pillar ≈ fr:pile = en:pile ≈ fr:pal ~ fr:pote ≈ en:porter = fr:porteur
en:pits	fr:tarte	4	0.825	en:pits ≈ fr:pisse = en:pee ≈ fr:pie ~ fr:tarte
en:pits	en:start	5	0.825	en:pits ≈ fr:pisse = en:pee ≈ fr:pie ~ fr:tarte ≈ en:start
en:pits	fr:démarrer	6	0.825	en:pits ≈ fr:pisse = en:pee ≈ fr:pie ~ fr:tarte ≈ en:start = fr:démarrer
en:proceeding	fr:précise	2	0.825	en:proceeding ≈ fr:précis ~ fr:précise
en:proceeding	en:presses	3	0.825	en:proceeding ≈ fr:précis ~ fr:précise ≈ en:presses
en:proceeding	fr:presses	4	0.825	en:proceeding ≈ fr:précis ~ fr:précise ≈ en:presses = fr:presses
en:proceeding	en:price	5	0.825	en:proceeding ≈ fr:précis ~ fr:précise ≈ en:presses = fr:presses ≈ en:price
en:proceeding	fr:prix	6	0.825	en:proceeding ≈ fr:précis ~ fr:précise ≈ en:presses = fr:presses ≈ en:price = fr:prix
en:proceeding	fr:tarif	6	0.825	en:proceeding ≈ fr:précis ~ fr:précise ≈ en:presses = fr:presses ≈ en:price = fr:tarif
en:progression	en:progress	2	0.825	en:progression ≈ fr:progrès = en:progress
en:progression	fr:progresse	3	0.825	en:progression ≈ fr:progrès = en:progress ≈ fr:progresse
fr:progrès	fr:progresse	2	0.825	≈ fr:progrès en:progress ≈ fr:progresse
en:promoting	en:first	2	0.825	en:promoting ≈ fr:première = en:first
en:promoting	fr:faites	3	0.825	en:promoting ≈ fr:première = en:first ≈ fr:faites
en:promoting	fr:faire	4	0.825	en:promoting ≈ fr:première = en:first ≈ fr:faites ~ fr:faire
en:promoting	en:fair	5	0.825	en:promoting ≈ fr:première = en:first ≈ fr:faites ~ fr:faire ≈ en:fair
en:promoting	fr:foire	6	0.825	en:promoting ≈ fr:première = en:first ≈ fr:faites ~ fr:faire ≈ en:fair = fr:foire
en:promoting	fr:justes	6	0.825	en:promoting ≈ fr:première = en:first ≈ fr:faites ~ fr:faire ≈ en:fair = fr:justes
en:promoting	fr:équitable	6	0.825	en:promoting ≈ fr:première = en:first ≈ fr:faites ~ fr:faire ≈ en:fair = fr:équitable
en:put	en:tie	5	0.825	en:put ≈ fr:pote ~ fr:pal ≈ en:pile = fr:tas ≈ en:tie
en:put	fr:cravate	6	0.825	en:put ≈ fr:pote ~ fr:pal ≈ en:pile = fr:tas ≈ en:tie = fr:cravate
en:rain	fr:rhin folle	2	0.825	en:rain ~ en:rainfall ≈ fr:rhin folle
en:rant	en:spleen	2	0.825	en:rant ≈ fr:rate = en:spleen
en:rant	fr:pline	3	0.825	en:rant ≈ fr:rate = en:spleen ≈ fr:pline
en:rapped	en:kidnapping	2	0.825	en:rapped ≈ fr:rapt = en:kidnapping
en:rapped	fr:kidnapping	3	0.825	en:rapped ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping
en:rapped	fr:séquestration	4	0.825	en:rapped ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping ~ fr:séquestration
en:rapped	fr:enlèvements	4	0.825	en:rapped ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping ~ fr:enlèvements
en:rapped	fr:enlèvement	4	0.825	en:rapped ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping ~ fr:enlèvement
en:rapt	en:kidnapping	2	0.825	en:rapt ≈ fr:rapt = en:kidnapping
en:rapt	fr:kidnapping	3	0.825	en:rapt ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping
en:rapt	fr:séquestration	4	0.825	en:rapt ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping ~ fr:séquestration
en:rapt	fr:enlèvements	4	0.825	en:rapt ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping ~ fr:enlèvements
en:rapt	fr:enlèvement	4	0.825	en:rapt ≈ fr:rapt = en:kidnapping ≈ fr:kidnapping ~ fr:enlèvement
en:red aura	fr:rétablir	2	0.825	en:red aura ≈ fr:restaurer ~ fr:rétablir
en:reduces	fr:rate	4	0.825	en:reduces ~ en:reduced ≈ fr:route = en:route ≈ fr:rate
en:reduces	en:spleen	5	0.825	en:reduces ~ en:reduced ≈ fr:route = en:route ≈ fr:rate = en:spleen
en:reduces	fr:pline	6	0.825	en:reduces ~ en:reduced ≈ fr:route = en:route ≈ fr:rate = en:spleen ≈ fr:pline
en:reduced	fr:rate	3	0.825	~ en:reduced fr:route = en:route ≈ fr:rate
en:reduced	en:spleen	4	0.825	~ en:reduced fr:route = en:route ≈ fr:rate = en:spleen
en:reduced	fr:pline	5	0.825	~ en:reduced fr:route = en:route ≈ fr:rate = en:spleen ≈ fr:pline
fr:route	en:spleen	3	0.825	≈ fr:route = en:route fr:rate = en:spleen
fr:route	fr:pline	4	0.825	≈ fr:route = en:route fr:rate = en:spleen ≈ fr:pline
en:route	en:spleen	2	0.825	= en:route ≈ fr:rate = en:spleen
en:route	fr:pline	3	0.825	= en:route ≈ fr:rate = en:spleen fr:pline
en:replied	en:remedy	2	0.825	en:replied = fr:répondit ≈ en:remedy
en:replied	en:cure	3	0.825	en:replied = fr:répondit ≈ en:remedy ~ en:cure
en:replied	fr:cour	4	0.825	en:replied = fr:répondit ≈ en:remedy ~ en:cure ≈ fr:cour
en:replied	en:court	5	0.825	en:replied = fr:répondit ≈ en:remedy ~ en:cure ≈ fr:cour = en:court
en:replied	fr:quote	6	0.825	en:replied = fr:répondit ≈ en:remedy ~ en:cure ≈ fr:cour = en:court ≈ fr:quote
fr:répondit	en:cure	2	0.825	= fr:répondit en:remedy ~ en:cure
fr:répondit	fr:cour	3	0.825	= fr:répondit en:remedy ~ en:cure ≈ fr:cour
fr:répondit	en:court	4	0.825	= fr:répondit en:remedy ~ en:cure ≈ fr:cour = en:court
fr:répondit	fr:quote	5	0.825	= fr:répondit en:remedy ~ en:cure ≈ fr:cour = en:court ≈ fr:quote
en:remedy	fr:quote	4	0.825	≈ en:remedy ~ en:cure fr:cour = en:court ≈ fr:quote
en:cure	fr:quote	3	0.825	~ en:cure ≈ fr:cour = en:court fr:quote
fr:cour	fr:quote	2	0.825	≈ fr:cour = en:court ≈ fr:quote
en:replied	fr:cotes	6	0.825	en:replied = fr:répondit ≈ en:remedy ~ en:cure ≈ fr:cour = en:court ≈ fr:cotes
fr:répondit	fr:cotes	5	0.825	= fr:répondit en:remedy ~ en:cure ≈ fr:cour = en:court ≈ fr:cotes
en:replied	fr:cote	6	0.825	en:replied = fr:répondit ≈ en:remedy ~ en:cure ≈ fr:cour = en:court ≈ fr:cote
fr:répondit	fr:cote	5	0.825	= fr:répondit en:remedy ~ en:cure ≈ fr:cour = en:court ≈ fr:cote
en:remedy	fr:cote	4	0.825	≈ en:remedy ~ en:cure fr:cour = en:court ≈ fr:cote
en:cure	fr:cote	3	0.825	~ en:cure ≈ fr:cour = en:court fr:cote
fr:cour	fr:cote	2	0.825	≈ fr:cour = en:court ≈ fr:cote
en:reward	en:lord	2	0.825	en:reward ≈ fr:lord = en:lord
en:reward	fr:laure	3	0.825	en:reward ≈ fr:lord = en:lord ≈ fr:laure
en:reward	en:laura	4	0.825	en:reward ≈ fr:lord = en:lord ≈ fr:laure = en:laura
en:reward	fr:lors	5	0.825	en:reward ≈ fr:lord = en:lord ≈ fr:laure = en:laura ≈ fr:lors
en:reward	fr:durant	6	0.825	en:reward ≈ fr:lord = en:lord ≈ fr:laure = en:laura ≈ fr:lors ~ fr:durant
en:reward	fr:pendant	6	0.825	en:reward ≈ fr:lord = en:lord ≈ fr:laure = en:laura ≈ fr:lors ~ fr:pendant
en:samuel	en:seoul	2	0.825	en:samuel ≈ fr:séoul = en:seoul
en:samuel	fr:saule	3	0.825	en:samuel ≈ fr:séoul = en:seoul ≈ fr:saule
fr:séoul	fr:saule	2	0.825	≈ fr:séoul en:seoul ≈ fr:saule
fr:cinq	fr:fat ive	2	0.825	≈ fr:cinq = en:five ≈ fr:fat ive
en:secular	fr:exploitent	6	0.825	en:secular = fr:laïque ≈ en:leak = fr:fuite ≈ en:feat ~ en:exploit ≈ fr:exploitent
fr:laïque	fr:exploitent	5	0.825	= fr:laïque en:leak = fr:fuite ≈ en:feat ~ en:exploit ≈ fr:exploitent
en:sending	fr:mous vases	6	0.825	en:sending ~ en:send ≈ fr:scène = en:scene ≈ fr:ciné = en:movies ≈ fr:mous vases
en:send	fr:mous vases	5	0.825	~ en:send fr:scène = en:scene ≈ fr:ciné = en:movies ≈ fr:mous vases
en:sending	fr:scènes	2	0.825	en:sending ~ en:send ≈ fr:scènes
en:sending	en:scenes	3	0.825	en:sending ~ en:send ≈ fr:scènes = en:scenes
en:sending	fr:six	4	0.825	en:sending ~ en:send ≈ fr:scènes = en:scenes ≈ fr:six
en:sending	en:six	5	0.825	en:sending ~ en:send ≈ fr:scènes = en:scenes ≈ fr:six = en:six
en:sending	fr:sexes	6	0.825	en:sending ~ en:send ≈ fr:scènes = en:scenes ≈ fr:six = en:six ≈ fr:sexes
en:send	en:scenes	2	0.825	~ en:send fr:scènes = en:scenes
en:send	fr:six	3	0.825	~ en:send fr:scènes = en:scenes ≈ fr:six
en:send	en:six	4	0.825	~ en:send fr:scènes = en:scenes ≈ fr:six = en:six
en:send	fr:sexes	5	0.825	~ en:send fr:scènes = en:scenes ≈ fr:six = en:six ≈ fr:sexes
en:sends	fr:mous vases	6	0.825	en:sends ~ en:send ≈ fr:scène = en:scene ≈ fr:ciné = en:movies ≈ fr:mous vases
en:sends	fr:scènes	2	0.825	en:sends ~ en:send ≈ fr:scènes
en:sends	en:scenes	3	0.825	en:sends ~ en:send ≈ fr:scènes = en:scenes
en:sends	fr:six	4	0.825	en:sends ~ en:send ≈ fr:scènes = en:scenes ≈ fr:six
en:sends	en:six	5	0.825	en:sends ~ en:send ≈ fr:scènes = en:scenes ≈ fr:six = en:six
en:sends	fr:sexes	6	0.825	en:sends ~ en:send ≈ fr:scènes = en:scenes ≈ fr:six = en:six ≈ fr:sexes
en:sense	fr:sexe	5	0.825	en:sense ≈ fr:scènes = en:scenes ≈ fr:six = en:six ≈ fr:sexe
en:sheet	en:sec	3	0.825	en:sheet = fr:drap ≈ en:dry ~ en:sec
en:sheet	fr:cinq	4	0.825	en:sheet = fr:drap ≈ en:dry ~ en:sec ≈ fr:cinq
en:sheet	en:five	5	0.825	en:sheet = fr:drap ≈ en:dry ~ en:sec ≈ fr:cinq = en:five
en:sheet	fr:fat ive	6	0.825	en:sheet = fr:drap ≈ en:dry ~ en:sec ≈ fr:cinq = en:five ≈ fr:fat ive
fr:drap	en:sec	2	0.825	= fr:drap en:dry ~ en:sec
fr:drap	fr:cinq	3	0.825	= fr:drap en:dry ~ en:sec ≈ fr:cinq
fr:drap	en:five	4	0.825	= fr:drap en:dry ~ en:sec ≈ fr:cinq = en:five
fr:drap	fr:fat ive	5	0.825	= fr:drap en:dry ~ en:sec ≈ fr:cinq = en:five ≈ fr:fat ive
en:dry	fr:cinq	2	0.825	≈ en:dry ~ en:sec fr:cinq
en:dry	en:five	3	0.825	≈ en:dry ~ en:sec fr:cinq = en:five
en:dry	fr:fat ive	4	0.825	≈ en:dry ~ en:sec fr:cinq = en:five ≈ fr:fat ive
en:sec	en:five	2	0.825	~ en:sec ≈ fr:cinq = en:five
en:sec	fr:fat ive	3	0.825	~ en:sec ≈ fr:cinq = en:five fr:fat ive
en:sheets	fr:cinq	4	0.825	en:sheets = fr:draps ≈ en:dry ~ en:sec ≈ fr:cinq
en:sheets	en:five	5	0.825	en:sheets = fr:draps ≈ en:dry ~ en:sec ≈ fr:cinq = en:five
en:sheets	fr:fat ive	6	0.825	en:sheets = fr:draps ≈ en:dry ~ en:sec ≈ fr:cinq = en:five ≈ fr:fat ive
fr:draps	fr:cinq	3	0.825	= fr:draps en:dry ~ en:sec ≈ fr:cinq
fr:draps	en:five	4	0.825	= fr:draps en:dry ~ en:sec ≈ fr:cinq = en:five
fr:draps	fr:fat ive	5	0.825	= fr:draps en:dry ~ en:sec ≈ fr:cinq = en:five ≈ fr:fat ive
en:shocked	en:deeds	2	0.825	en:shocked ≈ fr:actes = en:deeds
en:shocked	fr:dix	3	0.825	en:shocked ≈ fr:actes = en:deeds ≈ fr:dix
en:shocked	en:ten	4	0.825	en:shocked ≈ fr:actes = en:deeds ≈ fr:dix = en:ten
en:shocked	fr:traînent	5	0.825	en:shocked ≈ fr:actes = en:deeds ≈ fr:dix = en:ten ≈ fr:traînent
en:shocked	fr:traîne	5	0.825	en:shocked ≈ fr:actes = en:deeds ≈ fr:dix = en:ten ≈ fr:traîne
en:shocked	fr:tiennes	5	0.825	en:shocked ≈ fr:actes = en:deeds ≈ fr:dix = en:ten ≈ fr:tiennes
en:shout	en:crab	5	0.825	en:shout ~ en:scream ≈ fr:crime = en:crime ≈ fr:crabes = en:crab
en:shout	fr:crabe	6	0.825	en:shout ~ en:scream ≈ fr:crime = en:crime ≈ fr:crabes = en:crab ≈ fr:crabe
en:scream	en:crab	4	0.825	~ en:scream fr:crime = en:crime ≈ fr:crabes = en:crab
en:scream	fr:crabe	5	0.825	~ en:scream fr:crime = en:crime ≈ fr:crabes = en:crab ≈ fr:crabe
en:so	en:seals	2	0.825	en:so ≈ fr:sceaux = en:seals
en:so	fr:six	3	0.825	en:so ≈ fr:sceaux = en:seals ≈ fr:six
en:so	en:six	4	0.825	en:so ≈ fr:sceaux = en:seals ≈ fr:six = en:six
en:so	fr:sexe	5	0.825	en:so ≈ fr:sceaux = en:seals ≈ fr:six = en:six ≈ fr:sexe
en:so	fr:sexes	6	0.825	en:so ≈ fr:sceaux = en:seals ≈ fr:six = en:six ≈ fr:sexe ~ fr:sexes
fr:sceaux	fr:six	2	0.825	≈ fr:sceaux en:seals ≈ fr:six
fr:sceaux	en:six	3	0.825	≈ fr:sceaux en:seals ≈ fr:six = en:six
fr:sceaux	fr:sexe	4	0.825	≈ fr:sceaux en:seals ≈ fr:six = en:six ≈ fr:sexe
fr:sceaux	fr:sexes	5	0.825	≈ fr:sceaux en:seals ≈ fr:six = en:six ≈ fr:sexe ~ fr:sexes
en:soap	en:except	2	0.825	en:soap ≈ fr:sauf = en:except
en:soap	fr:acceptent	3	0.825	en:soap ≈ fr:sauf = en:except ≈ fr:acceptent
en:soap	en:accept	4	0.825	en:soap ≈ fr:sauf = en:except ≈ fr:acceptent = en:accept
en:soap	fr:accepte	5	0.825	en:soap ≈ fr:sauf = en:except ≈ fr:acceptent = en:accept ≈ fr:accepte
en:soap	fr:accepter	6	0.825	en:soap ≈ fr:sauf = en:except ≈ fr:acceptent = en:accept ≈ fr:accepte ~ fr:accepter
en:soap	fr:acceptez	6	0.825	en:soap ≈ fr:sauf = en:except ≈ fr:acceptent = en:accept ≈ fr:accepte ~ fr:acceptez
en:st	fr:ceci	2	0.825	en:st ≈ fr:cette ~ fr:ceci
en:st	en:saucy	3	0.825	en:st ≈ fr:cette ~ fr:ceci ≈ en:saucy
en:st	fr:coquine	4	0.825	en:st ≈ fr:cette ~ fr:ceci ≈ en:saucy = fr:coquine
en:st	en:cocaine	5	0.825	en:st ≈ fr:cette ~ fr:ceci ≈ en:saucy = fr:coquine ≈ en:cocaine
en:st	fr:cocaïne	6	0.825	en:st ≈ fr:cette ~ fr:ceci ≈ en:saucy = fr:coquine ≈ en:cocaine = fr:cocaïne
en:strokes	en:strict	2	0.825	en:strokes ≈ fr:strict = en:strict
en:strokes	fr:strictes	3	0.825	en:strokes ≈ fr:strict = en:strict ≈ fr:strictes
en:strokes	fr:stricte	4	0.825	en:strokes ≈ fr:strict = en:strict ≈ fr:strictes ~ fr:stricte
