src	dst	hops	quality	chain
morale	âme	6	0.866	en:morale ~ fr:moraux ≈ en:moreover ~ fr:latter ≈ en:latter ~ en:um ≈ fr:âme
morale	pareillement	5	0.912	en:morale ~ fr:moraux ≈ en:moreover ~ fr:latter ≈ en:latter ~ fr:pareillement
morale	memorial	5	0.903	en:morale ~ fr:morale ≈ en:moral ~ fr:moral ≈ en:memorial ~ fr:memorial
more	mortier	3	0.948	en:more ~ fr:more ≈ en:mortar ~ fr:mortier
more	mortiers	3	0.947	en:more ~ fr:more ≈ en:mortar = fr:mortiers
more	maudits	2	0.942	en:more ≈ fr:maures ~ fr:maudits
moreover	âmes	5	0.884	en:moreover ~ fr:latter ≈ en:latter ~ en:um ≈ fr:âme ~ fr:âmes
moreover	âme	4	0.864	en:moreover ~ fr:latter ≈ en:latter ~ en:um ≈ fr:âme
moreover	pareillement	3	0.941	en:moreover ~ fr:latter ≈ en:latter ~ fr:pareillement
mortal	ceci	5	0.846	en:mortal = fr:mortels ≈ en:mortality ~ en:deaths ≈ fr:dette ~ fr:ceci
mortal	toto	5	0.846	en:mortal = fr:mortels ≈ en:mortality ~ en:deaths ≈ fr:dette ~ fr:toto
mortal	dette	4	0.810	en:mortal = fr:mortels ≈ en:mortality ~ en:deaths ≈ fr:dette
mortality	dit chaise	6	0.878	en:mortality ~ en:deaths ≈ fr:dette ~ fr:toto ≈ en:taught ~ en:teaches ≈ fr:dit chaise
mortality	tige	6	0.827	en:mortality ~ en:deaths ≈ fr:dette ~ fr:toto ≈ en:taught ~ en:teaches ≈ fr:tige
mortality	coquine	5	0.901	en:mortality ~ en:deaths ≈ fr:dette ~ fr:ceci ≈ en:saucy = fr:coquine
mortar	mauve	2	0.945	en:mortar ≈ fr:maure ~ fr:mauve
mortgages	cut	6	0.909	en:mortgages ≈ fr:moquent chaise ~ fr:coud chaise ≈ en:coaches ~ fr:coach ≈ en:cutch ~ fr:cut
mortgages	casa	6	0.906	en:mortgages ≈ fr:moquent chaise ~ fr:liguent chaise ≈ en:lectures ~ en:lecture ≈ fr:liguent chez ~ fr:casa
mortgages	catch	6	0.895	en:mortgages ≈ fr:moquent chaise ~ fr:coud chaise ≈ en:coaches ~ fr:coach ≈ en:catch ~ fr:catch
moss	élans	5	0.980	en:moss = fr:mousses ≈ en:mousse ~ fr:mousse ≈ en:moose = fr:élans
moss	élan	5	0.980	en:moss = fr:mousses ≈ en:mousse ~ fr:mousse ≈ en:moose = fr:élan
moss	mousse	3	0.983	en:moss = fr:mousses ≈ en:mousse ~ fr:mousse
most	lise	6	0.827	en:most ~ en:mostly ≈ fr:but lie ~ fr:lie ≈ en:flee ~ en:flees ≈ fr:lise
most	lisent	6	0.814	en:most ~ en:mostly ≈ fr:but lie ~ fr:lie ≈ en:lead ~ en:leads ≈ fr:lisent
most	laide	6	0.814	en:most ~ en:mostly ≈ fr:but lie ~ fr:lie ≈ en:flee ~ en:fled ≈ fr:laide
mostly	mènent elle	6	0.889	en:mostly ~ en:primarily ≈ fr:primaires relis ~ fr:mènent relis ≈ en:mentally ~ en:mental ≈ fr:mènent elle
mostly	mentalement	5	0.873	en:mostly ~ en:primarily ≈ fr:primaires relis ~ fr:mènent relis ≈ en:mentally = fr:mentalement
mostly	mental	5	0.871	en:mostly ~ en:primarily ≈ fr:primaires relis ~ fr:mènent relis ≈ en:mentally ~ fr:mental
mothers	meta	3	0.934	en:mothers ~ fr:mères ≈ en:meta ~ fr:meta
mothers	matinée	3	0.929	en:mothers ~ en:maternal ≈ fr:matin elle ~ fr:matinée
mothers	méta	3	0.917	en:mothers ~ fr:mères ≈ en:meta = fr:méta
mount	mêle	6	0.881	en:mount ~ en:mounted ≈ fr:mat aide ~ fr:mènent aide ≈ en:melted ~ en:melt ≈ fr:mêle
mount	mettent	6	0.875	en:mount ~ en:mounted ≈ fr:mat aide ~ fr:mènent aide ≈ en:melted ~ en:melt ≈ fr:mettent
mount	mette	6	0.875	en:mount ~ en:mounted ≈ fr:mat aide ~ fr:mènent aide ≈ en:melted ~ en:melt ≈ fr:mette
mounted	mètre	6	0.914	en:mounted ≈ fr:mat aide ~ fr:met aide ≈ en:method ~ fr:méthode ≈ en:metered ~ fr:mètre
mounted	mêler	6	0.903	en:mounted ≈ fr:mat aide ~ fr:mènent aide ≈ en:melted ~ en:melt ≈ fr:mêle ~ fr:mêler
mounted	mêlée	6	0.899	en:mounted ≈ fr:mat aide ~ fr:mènent aide ≈ en:melted ~ en:melt ≈ fr:mêle ~ fr:mêlée
mourning	prison	6	0.936	en:mourning ≈ fr:mon in ~ en:in ≈ fr:haine ~ fr:pris haine ≈ en:prison ~ fr:prison
mourning	leçon	6	0.934	en:mourning ≈ fr:mon in ~ en:in ≈ fr:haine ~ fr:laids haine ≈ en:lesson ~ fr:leçon
mourning	leçons	6	0.932	en:mourning ≈ fr:mon in ~ en:in ≈ fr:haine ~ fr:laids haine ≈ en:lesson ~ fr:leçons
mouse	connu	6	0.920	en:mouse ~ en:mice ≈ fr:maïs = en:corn ≈ fr:corne ~ en:corny ≈ fr:connu
mouse	corner	6	0.899	en:mouse ~ en:mice ≈ fr:maïs = en:corn ≈ fr:corne ~ en:corny ≈ fr:corner
mouse	messie	6	0.887	en:mouse ~ en:mice ≈ fr:masses ~ en:masses ≈ fr:mise ~ en:mise ≈ fr:messie
mousse	bosse	6	0.937	en:mousse ≈ fr:mousses = en:moss ≈ fr:boss ~ en:boss ≈ fr:bosses ~ fr:bosse
mousse	boussole	6	0.936	en:mousse ≈ fr:mousses = en:moss ≈ fr:boss ~ en:boss ≈ fr:bossent ~ fr:boussole
mousse	bourse	6	0.935	en:mousse ≈ fr:mousses = en:moss ≈ fr:boss ~ en:boss ≈ fr:bossent ~ fr:bourse
mouth	bride	6	0.880	en:mouth ~ fr:bouche ≈ en:bush = fr:brousse ≈ en:brews ~ en:brewed ≈ fr:bride
mouth	messie	6	0.866	en:mouth ~ en:mouths ≈ fr:masse ~ en:masses ≈ fr:mise ~ en:mise ≈ fr:messie
mouth	brunes	6	0.860	en:mouth ~ fr:bouche ≈ en:bush = fr:brousse ≈ en:brews ~ en:brewing ≈ fr:brunes
mouths	bride	6	0.879	en:mouths ~ fr:bouche ≈ en:bush = fr:brousse ≈ en:brews ~ en:brewed ≈ fr:bride
mouths	messie	6	0.872	en:mouths ~ en:mouth ≈ fr:masse ~ en:masses ≈ fr:mise ~ en:mise ≈ fr:messie
mouths	brunes	6	0.858	en:mouths ~ fr:bouche ≈ en:bush = fr:brousse ≈ en:brews ~ en:brewing ≈ fr:brunes
moves	moue	3	0.860	en:moves ~ en:move ≈ fr:mou ~ fr:moue
moves	mou	2	0.820	en:moves ~ en:move ≈ fr:mou
movie	cailloux	6	0.835	en:movie = fr:film ≈ en:feelings ~ en:feeling ≈ fr:file = en:queue ≈ fr:cailloux
movie	caillou	6	0.835	en:movie = fr:film ≈ en:feelings ~ en:feeling ≈ fr:file = en:queue ≈ fr:caillou
movie	coup	6	0.831	en:movie = fr:film ≈ en:feelings ~ en:feeling ≈ fr:file = en:queue ≈ fr:coup
movies	file	6	0.844	en:movies ~ fr:films ≈ en:film ~ fr:film ≈ en:feelings ~ en:feeling ≈ fr:file
movies	sentiments	5	0.875	en:movies ~ fr:films ≈ en:film ~ fr:film ≈ en:feelings = fr:sentiments
movies	filmer	5	0.873	en:movies ~ en:films ≈ fr:film ~ en:film ≈ fr:filme ~ fr:filmer
mp	péter	6	0.847	en:mp ~ en:mvp ≈ fr:on pipi ~ fr:pipi ≈ en:pappy ~ en:patter ≈ fr:péter
mp	par	6	0.807	en:mp ~ en:mvp ≈ fr:on pipi ~ fr:pipi ≈ en:pappy ~ en:patter ≈ fr:par
mp	pis	5	0.867	en:mp ~ en:mvp ≈ fr:on pipi ~ fr:pipi ≈ en:pp ~ fr:pis
ms	des aine	6	0.979	en:ms ≈ fr:aiment ès ~ fr:aimes ≈ en:em ~ en:en ≈ fr:aine ~ fr:des aine
ms	aine	5	0.986	en:ms ≈ fr:aiment ès ~ fr:aimes ≈ en:em ~ en:en ≈ fr:aine
ms	n	5	0.986	en:ms ≈ fr:aiment ès ~ fr:aimes ≈ en:em ~ en:en ≈ fr:n
mu	moon	4	0.921	en:mu ≈ fr:moue ~ fr:mou ≈ en:moon ~ fr:moon
mu	lune	4	0.918	en:mu ≈ fr:moue ~ fr:mou ≈ en:moon ~ fr:lune
mu	humeur	4	0.914	en:mu ≈ fr:moue ~ fr:mou ≈ en:mood ~ fr:humeur
mud	boo	3	0.983	en:mud = fr:boue ≈ en:boo ~ fr:boo
multi	multiple	3	0.822	en:multi ~ en:multiple ≈ fr:multiples ~ fr:multiple
multi	multi	3	0.794	en:multi ~ en:multiple ≈ fr:multiples ~ fr:multi
multi	multiples	2	0.767	en:multi ~ en:multiple ≈ fr:multiples
murder	routes	6	0.919	en:murder ~ en:murders ≈ fr:met aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
murder	route	6	0.919	en:murder ~ en:murders ≈ fr:met aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
murder	routine	6	0.916	en:murder ~ en:murders ≈ fr:met aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting ≈ fr:routine
murders	sais	5	0.869	en:murders ~ en:murder ≈ fr:mode ~ en:setting ≈ fr:sait in ~ fr:sais
murders	sait	5	0.869	en:murders ~ en:murder ≈ fr:mode ~ en:setting ≈ fr:sait in ~ fr:sait
murders	connait	5	0.869	en:murders ~ en:murder ≈ fr:mode ~ en:setting ≈ fr:sait in ~ fr:connait
murray	melle	3	0.883	en:murray ~ en:murphy ≈ fr:méfie ~ fr:melle
murray	méfie	2	0.853	en:murray ~ en:murphy ≈ fr:méfie
muscle	max	6	0.882	en:muscle ~ en:muscular ≈ fr:mes couler ~ fr:mes hic ≈ en:make ~ en:makes ≈ fr:max
muscle	mec	6	0.858	en:muscle ~ en:muscular ≈ fr:mes couler ~ fr:mes hic ≈ en:make ~ en:maker ≈ fr:mec
muscle	singes	5	0.937	en:muscle ~ en:muscular ≈ fr:mes couler ~ fr:mon guise ≈ en:monkeys = fr:singes
muscular	stresse	6	0.829	en:muscular ~ en:muscle ≈ fr:mal = en:bad ≈ fr:bandes = en:strips ≈ fr:stresse
muscular	strip	6	0.820	en:muscular ~ en:muscle ≈ fr:mal = en:bad ≈ fr:bandes = en:strips ≈ fr:strip
muscular	base	6	0.809	en:muscular ~ en:muscle ≈ fr:mal = en:bad ≈ fr:bandes = en:bands ≈ fr:base
must	loupe	6	0.939	en:must ~ fr:must ≈ en:missed = fr:loupé ≈ en:loopy ~ en:loop ≈ fr:loupe
must	rat haine	6	0.930	en:must ~ fr:must ≈ en:missed = fr:raté ≈ en:rotter ~ en:rotten ≈ fr:rat haine
must	louper	6	0.902	en:must ~ fr:must ≈ en:missed = fr:loupé ≈ en:loopy ~ en:loop ≈ fr:louper
my	connu	6	0.961	en:my ~ en:mys ≈ fr:maïs = en:corn ≈ fr:corne ~ en:corny ≈ fr:connu
my	corner	6	0.940	en:my ~ en:mys ≈ fr:maïs = en:corn ≈ fr:corne ~ en:corny ≈ fr:corner
my	bled	6	0.905	en:my ~ en:mys ≈ fr:maïs ~ fr:blé ≈ en:bleed ~ en:bled ≈ fr:bled
mys	strip	6	0.921	en:mys ~ en:my ≈ fr:mât ~ fr:stries ≈ en:stree ~ en:strep ≈ fr:strip
mys	taux	6	0.905	en:mys ~ en:my ≈ fr:mât ~ en:tauter ≈ fr:tore ~ en:tore ≈ fr:taux
mys	steppes	6	0.903	en:mys ~ en:my ≈ fr:mât ~ fr:stries ≈ en:stree ~ en:strep ≈ fr:steppes
myself	liant	6	0.927	en:myself ≈ fr:mas elfes ~ fr:ions elfes ≈ en:yourself ~ fr:ban digne ≈ en:binding = fr:liant
myself	contraignant	6	0.927	en:myself ≈ fr:mas elfes ~ fr:ions elfes ≈ en:yourself ~ fr:ban digne ≈ en:binding = fr:contraignant
myself	reliure	6	0.927	en:myself ≈ fr:mas elfes ~ fr:ions elfes ≈ en:yourself ~ fr:ban digne ≈ en:binding = fr:reliure
mysteries	aident dix	6	0.917	en:mysteries ~ en:mystery ≈ fr:mais tri ~ fr:un tri ≈ en:entity ~ en:entities ≈ fr:aident dix
mysteries	aident aise	6	0.911	en:mysteries ~ en:mystery ≈ fr:mais tri ~ fr:un tri ≈ en:entry ~ en:enters ≈ fr:aident aise
mysteries	aident aide	6	0.907	en:mysteries ~ en:mystery ≈ fr:mais tri ~ fr:un tri ≈ en:entry ~ en:entered ≈ fr:aident aide
na	nid aide	6	0.914	en:na ~ fr:na ≈ en:ni ~ fr:ni ≈ en:need ~ en:needed ≈ fr:nid aide
na	crêpes	6	0.864	en:na ~ fr:na ≈ en:ni ~ fr:ni ≈ en:neat ~ en:crap ≈ fr:crêpes
na	bêtes	6	0.860	en:na ~ fr:na ≈ en:ni ~ fr:ni ≈ en:kneader ~ en:brett ≈ fr:bêtes
nail	col	6	0.933	en:nail = fr:clou ≈ en:glue = fr:colle ≈ en:call ~ en:caller ≈ fr:col
nail	coller	6	0.933	en:nail = fr:clou ≈ en:glue = fr:colle ≈ en:call ~ en:caller ≈ fr:coller
nail	colline	6	0.928	en:nail = fr:clou ≈ en:glue = fr:colle ≈ en:call ~ en:calling ≈ fr:colline
naive	couture	5	0.939	en:naive ~ fr:naïf ≈ en:knife = fr:couteau ≈ en:couture ~ fr:couture
naive	coutures	5	0.923	en:naive ~ fr:naïf ≈ en:knife = fr:couteau ≈ en:couture ~ fr:coutures
naive	coulent	5	0.911	en:naive ~ fr:naïf ≈ en:knife = fr:couteau ≈ en:couture ~ fr:coulent
nasty	now	6	0.908	en:nasty ≈ fr:nos tee ~ fr:nos ≈ en:no ~ fr:ne ≈ en:now ~ fr:now
nasty	agora	6	0.906	en:nasty ≈ fr:nos tee ~ fr:nos ≈ en:no ~ fr:ne ≈ en:now ~ fr:agora
nasty	savoir	6	0.887	en:nasty ≈ fr:nos tee ~ fr:nos ≈ en:no ~ fr:no ≈ en:know ~ fr:savoir
naught	cocaïne	6	0.896	en:naught ≈ fr:notent ~ fr:notés ≈ en:naughty = fr:coquine ≈ en:cocaine ~ fr:cocaïne
naught	vilain	6	0.879	en:naught ≈ fr:notent ~ fr:notés ≈ en:naughty = fr:vilaine ≈ en:villain = fr:vilain
naught	méchant	6	0.879	en:naught ≈ fr:notent ~ fr:notés ≈ en:naughty = fr:vilaine ≈ en:villain = fr:méchant
naught agee	nostalgique	2	0.916	en:naught agee ≈ fr:nostalgie ~ fr:nostalgique
naughty	cocaïne	3	0.881	en:naughty = fr:coquine ≈ en:cocaine ~ fr:cocaïne
naughty	méchant	3	0.848	en:naughty = fr:vilaine ≈ en:villain = fr:méchant
naughty	vilain	3	0.848	en:naughty = fr:vilaine ≈ en:villain = fr:vilain
navy	manne	6	0.875	en:navy ~ en:marine ≈ fr:marines ~ en:marines ≈ fr:mine ~ en:mine ≈ fr:manne
navy	man	6	0.875	en:navy ~ en:marine ≈ fr:marines ~ en:marines ≈ fr:mine ~ en:mine ≈ fr:man
navy	mènent	6	0.855	en:navy ~ en:marine ≈ fr:marines ~ en:marines ≈ fr:mine ~ en:min ≈ fr:mènent
ne	na	6	0.916	en:ne ~ fr:nie ≈ en:knee ~ en:knees ≈ fr:ni ~ en:ni ≈ fr:na
ne	pré	5	0.861	en:ne ~ fr:nie ≈ en:near = fr:près ≈ en:prep ~ fr:pré
ne	prés	5	0.861	en:ne ~ fr:nie ≈ en:near = fr:près ≈ en:prep ~ fr:prés
near	prêt tes	6	0.864	en:near = fr:près ≈ en:prep ~ fr:pré ≈ en:prey ~ en:predator ≈ fr:prêt tes
near	prés ode	6	0.855	en:near = fr:près ≈ en:prep ~ fr:pré ≈ en:pray ~ en:prayed ≈ fr:prés ode
near	prés	6	0.852	en:near = fr:près ≈ en:prep ~ fr:pré ≈ en:prayed ~ en:pray ≈ fr:prés
nearest	fine	6	0.910	en:nearest ~ en:closest ≈ fr:clous est ~ fr:faon est ≈ en:finest ~ en:fin ≈ fr:fine
nearest	fines	6	0.909	en:nearest ~ en:closest ≈ fr:clous est ~ fr:faon est ≈ en:finest ~ en:fin ≈ fr:fines
nearest	précoce	6	0.894	en:nearest ~ en:closest ≈ fr:clous est ~ fr:braquent est ≈ en:practiced ~ en:practice ≈ fr:précoce
nears	na	6	0.921	en:nears ~ en:near ≈ fr:nie ~ en:ne ≈ fr:ni ~ en:ni ≈ fr:na
nears	nid aide	6	0.918	en:nears ~ en:near ≈ fr:nids ~ fr:nid in ≈ en:needing ~ en:needed ≈ fr:nid aide
nears	nettes	6	0.918	en:nears ~ en:near ≈ fr:nids = en:nest ≈ fr:net ~ en:net ≈ fr:nettes
neat	slip	6	0.938	en:neat ~ fr:dont aise ≈ en:daughters ~ en:daughter ≈ fr:dors = en:sleep ≈ fr:slip
neat	voyelles	5	0.912	en:neat ~ fr:dont aise ≈ en:daughters ~ en:daughter ≈ fr:dors ~ fr:voyelles
neat	montés	5	0.879	en:neat ~ fr:dont aise ≈ en:daughters ~ en:daughter ≈ fr:dotés ~ fr:montés
neater	guet anses	6	0.938	en:neater ≈ fr:mité ~ fr:mite ≈ en:meet ~ en:meets ≈ fr:mit anses ~ fr:guet anses
neater	mythique	6	0.938	en:neater ≈ fr:mité ~ fr:mite ≈ en:meet ~ en:meets ≈ fr:mythe ~ fr:mythique
neater	défini	6	0.936	en:neater ≈ fr:mité ~ fr:mite ≈ en:meet ~ en:meets ≈ fr:mit anses ~ fr:défini
nebraska	iowa	2	0.745	en:nebraska ≈ fr:nebraska ~ fr:iowa
necessary	quad dix	6	0.913	en:necessary ~ en:required ≈ fr:quad ~ fr:quad tee ≈ en:quantity ~ en:quantities ≈ fr:quad dix
necessary	connerie	6	0.869	en:necessary ~ en:required ≈ fr:quad ~ fr:quad tee ≈ en:quantity ~ en:quantities ≈ fr:connerie
necessary	quantités	5	0.905	en:necessary ~ en:required ≈ fr:quad ~ fr:quad tee ≈ en:quantity = fr:quantités
necessity	gars	4	0.836	en:necessity ~ en:necessary ≈ fr:s ri ~ en:ga ≈ fr:gars
necessity	née	3	0.927	en:necessity ~ en:necessary ≈ fr:nés serez ~ fr:née
necessity	naître	3	0.843	en:necessity ~ en:necessary ≈ fr:naissant ceci ~ fr:naître
need	ni	6	0.923	en:need ~ en:needed ≈ fr:nid aide ~ fr:nids ≈ en:knee ~ en:knees ≈ fr:ni
need	neil	5	0.930	en:need ~ en:needed ≈ fr:nient bide ~ fr:nil ≈ en:neil ~ fr:neil
need	elles	5	0.927	en:need ~ en:needed ≈ fr:nient bide ~ fr:nil ≈ en:neil ~ fr:elles
needed	pré	6	0.859	en:needed ≈ fr:nid aide ~ fr:nids ≈ en:near = fr:près ≈ en:prep ~ fr:pré
needed	prés	6	0.859	en:needed ≈ fr:nid aide ~ fr:nids ≈ en:near = fr:près ≈ en:prep ~ fr:prés
needed	ni	5	0.911	en:needed ≈ fr:nid aide ~ fr:nids ≈ en:knee ~ en:knees ≈ fr:ni
needing	ni	6	0.915	en:needing ~ en:needed ≈ fr:nid aide ~ fr:nids ≈ en:knee ~ en:knees ≈ fr:ni
needing	pré	6	0.865	en:needing ≈ fr:nid in ~ fr:nids ≈ en:near = fr:près ≈ en:prep ~ fr:pré
needing	prés	6	0.865	en:needing ≈ fr:nid in ~ fr:nids ≈ en:near = fr:près ≈ en:prep ~ fr:prés
needle	ni	5	0.917	en:needle ≈ fr:nid elle ~ fr:nid ≈ en:knee ~ en:knees ≈ fr:ni
needle	nid	2	0.936	en:needle ≈ fr:nid elle ~ fr:nid
needle	madère	2	0.935	en:needle ≈ fr:nid elle ~ fr:madère
needy	neveux	4	0.913	en:needy ≈ fr:midi = en:noon ≈ fr:nounou ~ fr:neveux
needy	noyés	4	0.912	en:needy ≈ fr:midi = en:noon ≈ fr:nounou ~ fr:noyés
needy	nas	4	0.899	en:needy ≈ fr:midi = en:noon ≈ fr:nous ~ fr:nas
neither	dort	6	0.898	en:neither = fr:ni ≈ en:neat ~ fr:dont aise ≈ en:daughters ~ en:daughter ≈ fr:dort
neither	dors	6	0.898	en:neither = fr:ni ≈ en:neat ~ fr:dont aise ≈ en:daughters ~ en:daughter ≈ fr:dors
neither	dotés	6	0.864	en:neither = fr:ni ≈ en:neat ~ fr:dont aise ≈ en:daughters ~ en:daughter ≈ fr:dotés
nest	na	6	0.908	en:nest = fr:nids ≈ en:knee ~ en:knees ≈ fr:ni ~ en:ni ≈ fr:na
nest	pré	5	0.852	en:nest = fr:nids ≈ en:near = fr:près ≈ en:prep ~ fr:pré
nest	prés	5	0.852	en:nest = fr:nids ≈ en:near = fr:près ≈ en:prep ~ fr:prés
net	nota	6	0.923	en:net ≈ fr:nets ~ en:nets ≈ fr:nettes ~ en:netty ≈ fr:noter ~ fr:nota
net	ni	6	0.913	en:net ~ fr:net ≈ en:nest = fr:nids ≈ en:knee ~ en:knees ≈ fr:ni
net	proche	6	0.889	en:net ≈ fr:nets ~ fr:nettes ≈ en:nest = fr:nids ≈ en:near = fr:proche
nets	ni	6	0.885	en:nets ~ fr:nettes ≈ en:nest = fr:nids ≈ en:knee ~ en:knees ≈ fr:ni
nets	nest	5	0.963	en:nets ~ fr:nets ≈ en:net ~ fr:net ≈ en:nest ~ fr:nest
nets	nids	5	0.953	en:nets ~ fr:nets ≈ en:net ~ fr:net ≈ en:nest = fr:nids
netty	nota	2	0.935	en:netty ≈ fr:noter ~ fr:nota
network	ni	6	0.910	en:network ~ en:networks ≈ fr:nid vexe ~ fr:nids ≈ en:knee ~ en:knees ≈ fr:ni
network	aiguille	5	0.927	en:network ~ en:networks ≈ fr:nid vexe ~ fr:nid elle ≈ en:needle = fr:aiguille
network	proche	5	0.896	en:network ~ en:networks ≈ fr:nid vexe ~ fr:nids ≈ en:near = fr:proche
networks	pré	6	0.851	en:networks ≈ fr:nid vexe ~ fr:nids ≈ en:near = fr:près ≈ en:prep ~ fr:pré
networks	prés	6	0.851	en:networks ≈ fr:nid vexe ~ fr:nids ≈ en:near = fr:près ≈ en:prep ~ fr:prés
networks	ni	5	0.901	en:networks ≈ fr:nid vexe ~ fr:nids ≈ en:knee ~ en:knees ≈ fr:ni
neutral	rôles	6	0.953	en:neutral ≈ fr:nouent rôle ~ fr:rôle ≈ en:roll ~ fr:roll ≈ en:role ~ fr:rôles
neutral	rôle	6	0.951	en:neutral ≈ fr:nouent rôle ~ fr:rôles ≈ en:roll ~ fr:roll ≈ en:role ~ fr:rôle
neutral	troll	6	0.928	en:neutral ≈ fr:nouent rôle ~ fr:rôle ≈ en:roll ~ fr:roll ≈ en:troll ~ fr:troll
nevertheless	lasse	6	0.882	en:nevertheless ~ en:nonetheless ≈ fr:on laisse ~ fr:laisse ≈ en:les ~ en:los ≈ fr:lasse
nevertheless	las aise	6	0.867	en:nevertheless ~ en:nonetheless ≈ fr:on laisse ~ fr:laisse ≈ en:loss ~ en:losses ≈ fr:las aise
nevertheless	les n	6	0.866	en:nevertheless ~ en:nonetheless ≈ fr:on laisse ~ fr:laisse ≈ en:lesser ~ en:lessen ≈ fr:les n
new	nas	2	0.988	en:new ≈ fr:nous ~ fr:nas
new	notre	2	0.986	en:new ≈ fr:nous ~ fr:notre
newborn	passes	6	0.835	en:newborn ~ fr:baby ≈ en:maybe ~ en:perhaps ≈ fr:passent = en:pass ≈ fr:passes
newborn	blé	5	0.907	en:newborn ~ fr:baby ≈ en:maybe ~ en:possibly ≈ fr:pas blé ~ fr:blé
newborn	blé ode	5	0.903	en:newborn ~ fr:baby ≈ en:maybe ~ en:possibly ≈ fr:pas blé ~ fr:blé ode
newer	aine	6	0.865	en:newer ~ en:newest ≈ fr:ouest = en:west ≈ fr:est ~ en:en ≈ fr:aine
newer	n	6	0.865	en:newer ~ en:newest ≈ fr:ouest = en:west ≈ fr:est ~ en:en ≈ fr:n
newer	vais tri	6	0.863	en:newer ~ en:newest ≈ fr:ouest = en:western ≈ fr:ouest haines ~ en:vestry ≈ fr:vais tri
newsletter	détritus	4	0.942	en:newsletter ≈ fr:nous laiteux ~ fr:laiteux ≈ en:litter = fr:détritus
newsletter	litière	4	0.942	en:newsletter ≈ fr:nous laiteux ~ fr:laiteux ≈ en:litter = fr:litière
newsletter	portée	4	0.942	en:newsletter ≈ fr:nous laiteux ~ fr:laiteux ≈ en:litter = fr:portée
nhl	sève cantine	6	0.815	en:nhl ~ en:nhs ≈ fr:un et s ~ fr:et une ≈ en:eighteen ~ en:seventeen ≈ fr:sève cantine
nhl	et une	3	0.849	en:nhl ~ en:nhs ≈ fr:un et s ~ fr:et une
nhl	una	3	0.847	en:nhl ~ en:nhs ≈ fr:un et s ~ fr:una
nhs	bâche	6	0.836	en:nhs ~ en:nhl ≈ fr:un échelle ~ fr:échelle ≈ en:shell ~ en:bash ≈ fr:bâche
nhs	shell	5	0.883	en:nhs ~ en:nhl ≈ fr:un échelle ~ fr:échelle ≈ en:shell ~ fr:shell
nhs	coquille	5	0.873	en:nhs ~ en:nhl ≈ fr:un échelle ~ fr:échelle ≈ en:shell = fr:coquille
ni	dort	6	0.906	en:ni ~ fr:ni ≈ en:neat ~ fr:dont aise ≈ en:daughters ~ en:daughter ≈ fr:dort
ni	dors	6	0.906	en:ni ~ fr:ni ≈ en:neat ~ fr:dont aise ≈ en:daughters ~ en:daughter ≈ fr:dors
ni	dotés	6	0.873	en:ni ~ fr:ni ≈ en:neat ~ fr:dont aise ≈ en:daughters ~ en:daughter ≈ fr:dotés
niche	niche	2	0.983	en:niche ≈ fr:niches ~ fr:niche
nicked	doués	6	0.930	en:nicked ≈ fr:dicte ~ fr:digue ≈ en:dig ~ en:du ≈ fr:doux ~ fr:doués
nicked	doux	6	0.918	en:nicked ~ en:ticked ≈ fr:dicte ~ fr:digue ≈ en:dig ~ en:du ≈ fr:doux
nicked	iso	6	0.898	en:nicked ≈ fr:dicte ~ fr:digue ≈ en:dig ~ en:ti ≈ fr:tas ~ fr:iso
niffy	do	6	0.846	en:niffy ~ en:nippy ≈ fr:dépit = en:spite ≈ fr:pâte = en:dough ≈ fr:do
niffy	péquiste	6	0.842	en:niffy ~ en:nippy ≈ fr:dépit = en:spite ≈ fr:pâte = en:paste ≈ fr:péquiste
niffy	peste	6	0.842	en:niffy ~ en:nippy ≈ fr:dépit = en:spite ≈ fr:pâte = en:paste ≈ fr:peste
nike	cac	4	0.847	en:nike ~ en:kirk ≈ fr:coq = en:cock ≈ fr:cac
nike	coqs	3	0.881	en:nike ~ en:kirk ≈ fr:coq ~ fr:coqs
nike	coq	2	0.849	en:nike ~ en:kirk ≈ fr:coq
nippy	sport	6	0.918	en:nippy ≈ fr:dépit = en:spite ≈ fr:spots ~ fr:spot ≈ en:sport ~ fr:sport
nippy	sports	6	0.916	en:nippy ≈ fr:dépit = en:spite ≈ fr:spots ~ fr:spot ≈ en:sport ~ fr:sports
nippy	malgré	6	0.894	en:nippy ≈ fr:dépit = en:spite ≈ fr:pâte ~ fr:dis pâte ≈ en:despite = fr:malgré
nixed	super	5	0.969	en:nixed ~ fr:soupent ≈ en:soup ~ fr:soupe ≈ en:super ~ fr:super
nixed	scoop	5	0.926	en:nixed ~ fr:soupent ≈ en:soup ~ fr:soupe ≈ en:scoop ~ fr:scoop
nixed	perron	5	0.922	en:nixed ~ fr:soupent ≈ en:soup ~ fr:soupe ≈ en:stoop = fr:perron
no	na	4	0.943	en:no ~ en:ne ≈ fr:ni ~ en:ni ≈ fr:na
no	now	3	0.955	en:no ~ fr:ne ≈ en:now ~ fr:now
no	agora	3	0.952	en:no ~ fr:ne ≈ en:now ~ fr:agora
